ID,ENGLISH,POLONAIS,INTERVAL
14380,view,pogląd,7
13307,wrote,napisał,19
6678,limestone,wapień,71
5209,evanescence,efemeryczność,79
1929,bile,żółć,95
13479,turn,skręcać,11
12902,forget,zapominać,23
14167,family,rodzina,13
3942,exploited,eksploatowany,45
13415,matthew,mateusz,17
3696,prog,wałówka,86
13644,hall,sala,14
3797,hummingbird,koliber,86
2282,staggering,oszałamiający,80
930,abyss,przepaść,88
7852,cradle,kolebka,62
6590,rubble,gruz,71
12968,obvious,oczywiste,22
5692,yeomanry,klasa średniorolnych chłopów,77
5793,equity,słuszność,75
708,dun,bury,82
12363,correctly,prawidłowo,29
6821,screened,ekranowany,22
6390,blockbuster,przebój,69
1767,pensions,pensjonaty,65
12307,merely,zaledwie,9
6252,cure,lekarstwo,64
14464,filed,wniesiony,6
12924,jay,sójka,20
8601,dane,duńczyk,54
5895,prosecuted,ścigany,46
14046,little,mały,12
1905,goldsmith,złotnik,88
12701,glad,zadowolony,26
14217,again,ponownie,6
320,tracer,kreślarz,98
10889,counts,liczy,12
7727,naples,neapol,64
12246,hair,włosy,29
9678,stability,stabilność,37
9946,zion,syjon,49
12969,delay,opóźnienie,8
6489,embarrassing,żenujący,50
13311,possibly,możliwie,8
936,lair,leże,98
275,iberian,iberyjski,99
8073,ashore,na brzeg,62
2459,cigarettes,papierosy.,54
13286,himself,samego siebie,19
11970,bringing,przynoszący,6
12805,fly,latać,15
2942,dandelion,mniszek lekarski,88
2869,aquifer,warstwa wodonośna,89
10563,clogging,zatykanie,41
10942,deli,garmażeria,41
11795,interests,zainteresowania,9
14047,members,członkowie,10
3432,infarction,zawał,88
7091,expressway,droga ekspresowa,66
14427,response,odpowiedź,12
1955,lexic,leksyk,89
12945,grading,cieniowanie,19
4718,moisture,wilgoć,82
804,kerosene,nafta oczyszczona,99
7452,milky,mleczny,65
8662,byzantine,bizantyna,58
10153,pine,sosna,44
14140,likely,prawdopodobnie,5
10437,peaceful,spokojna,17
7746,pronunciation,wymowa,62
12015,rambling,pnący,31
1991,mideast,środkowy wschód,95
13890,per,za,12
9904,contacted,skontaktował się z tą kontaktem,6
6466,oven,piekarnik,66
1672,cypriot,cypryjski,92
13269,theory,teoria,16
3872,eponymous,ekliminacja,86
2413,tendon,ścięgno,90
4799,quadratic,kwadratowy,81
1204,sugarcane,trzcina cukrowa,97
14223,create,tworzyć,6
6117,colossus,kolos,74
6803,pollard,otręby,69
10559,voters,wyborcy,38
9001,loan,pożyczka,46
5108,decidedly,zdecydowanie,80
5883,constituency,okręg wyborczy,54
11025,tail,ogon,33
5466,warmer,grzałka,76
13975,second,drugi,8
5338,spatial,przestrzenny,78
14208,field,pole,9
11073,arrow,strzałka,36
6035,throat,gardło,65
12224,martial,wojenny,30
2674,thyroid,tarczyca,90
5963,adjust,dostosować,42
7628,hawthorn,głóg,47
12820,merit,zasługa,23
3530,calf,łydka,88
1666,oboe,obój,95
2226,axial,osiowy,93
12335,ace,as,26
13763,strongly,silnie,13
10543,understood,zrozumiany,44
7108,misunderstood,niezrozumiany,67
5128,duchy,księstwo,77
9962,wc,toaleta,48
9966,resume,wznawianie,33
13390,food,jedzenie,17
12882,alpha,alfa,24
1026,beet,buraczany,95
10849,depending,w zależności od,27
11650,carrying,niosąc,12
3940,heightened,podwyższony,80
13544,lee,zawietrzny,16
11808,asp,żmija,34
6651,outlet,wylot,51
4667,jordanian,jordańczyk,75
12140,beer,piwo,31
14119,took,wziął,10
10365,noble,szlachetny,43
7191,hooker,prostytutka,66
8142,varied,urozmaicony,24
14011,provide,dostarczać,6
11414,raid,nalot,29
9803,importantly,ważniejsze,50
10328,arrangements,ustalenia,24
13589,agree,zgodzić się,12
13600,peter,piotr,14
14337,having,mający,5
2812,altercation,sprzeczka,88
5875,likelihood,prawdopodobieństwo,75
5632,tightly,ciasno,77
4837,refrigerator,lodówka,67
2614,kindergarten,przedszkole,90
11186,swiss,szwajcarski,39
1457,tabor,bębenek,96
9911,ineligible,którego nie można wybrać,49
2109,widen,poszerzać,62
3200,inflicting,zadawanie,56
6850,mold,pleśń,60
7055,hairpin,spinka do włosów,67
14151,south,południe,9
4073,letterman,listonosz,85
1413,enrollment,zapisy,69
393,tamarin,długouszka,100
13410,harry,złupić,15
2053,sneeze,kichnięcie,87
12057,contained,zawarty,8
2619,takers,bodziec,65
11291,shape,kształt,28
8477,delicious,pyszny,59
10406,pot,garnek,43
6815,lute,lutnia,69
14345,above,powyżej,10
13560,science,nauki ścisłe,15
3501,notch,karb,59
7985,impose,narzucać,38
4598,superseded,zastąpiony,75
10653,catcher,łapacz,39
7569,donation,darowizna,36
13955,high,wysoki,8
5998,evenly,równomiernie,75
171,archdiocese,archidiecezja,100
321,cochlear,ślimakowy,100
10177,boundaries,granice,34
9994,thin,chudy,47
5014,massage,masaż,79
3845,pressroom,pokój prasowy,87
11933,airlines,linie lotnicze.,29
6769,supernatural,nadprzyrodzony,70
6948,oracle,wyrocznia,68
3412,plywood,sklejka,88
3352,perm,trwała ondulacja,88
10422,lying,kłamliwy,24
3469,fob,kieszonka na zegarek,88
13877,may,móc,5
2659,handily,ręcznie,92
8541,circles,kółka,30
12735,entirely,całkowicie,9
4894,diver,nurek,68
8963,spite,uraza,55
9573,squid,kałamarnica,43
7019,covenant,przymierze,64
0,intents,intencje,8
14195,rather,raczej,7
10513,rumours,plotki,38
5311,hovercraft,poduszkowiec,79
2381,bullock,byczek,91
10669,editorial,redakcyjny,38
13417,mentioned,wspomniany,12
3896,weaving,tkactwo,78
8031,cutler,nożownik,62
10362,increases,wzrasta,15
11884,environment,środowisko,32
14024,quarter,kwartał,10
1373,pethidine,petydyna,97
5172,grandmother,babcia,79
12096,formerly,dawniej,31
5693,sweetwater,słodka woda,77
9536,brawl,bijatyka,51
13380,clearly,wyraźnie,18
9943,wheeler,kołodziej,48
5732,dumbledore,chrabąszcz,76
2989,uninformed,niedoinformowany,82
10810,sacrifice,poświęcać się,41
2011,disappoint,zawieść,35
6100,arbor,altanka,74
7635,fil,fl.,62
11235,shutout,wyłącznik,26
14176,look,patrzeć,5
2280,gunshot,postrzałowy,88
9369,thermal,termiczny,53
1780,vigorously,energicznie,69
2729,junctions,skrzyżowania,46
11688,pa,rocznie,32
8160,pythagorean,pitagorejski,61
14399,white,biały,12
1272,tweaked,taseed.,69
883,subtly,subtelnie,98
2016,staffed,obsadzony,87
2185,submerged,zanurzony,90
11049,justify,uzasadniać,28
9022,coastline,linia brzegowa,55
11851,crimes,przestępstwa,18
9049,chest,skrzynia,54
3410,freshwater,słodkowodny,88
10998,vast,rozległy,40
9105,teddy,miś,55
7873,perpetrators,sprawcy,49
10628,teaching,nauczanie,33
5512,pulls,ciągnie,21
3176,escalating,eskalujący,43
5576,unexpectedly,niespodziewanie,77
1462,tremendously,ogromnie,58
10644,cherry,wiśnia,43
9384,mound,kopiec,50
8035,distant,odległy,62
2166,char,zwęglać,84
13963,own,własny,8
13077,inning,sprzęt zboża,14
2585,sidebar,pasek boczny,92
11111,caption,podpis,35
2317,infrequently,nieczęsto,79
3431,hawkeye,sokole oko,88
10892,smash,rozbić,33
7023,carpet,dywan,66
13947,take,brać,5
5882,compressed,sprężony,48
6440,babble,bełkot,71
14015,run,uruchomić,8
7109,charming,uroczy,48
164,cirque,kotlina,100
11421,circumstances,okoliczności,36
12405,maple,klon,29
5359,toothpaste,pasta do zębów,78
14495,french,francuski,12
2773,trickle,sączyć,86
11273,serial,seryjny,36
5820,foolish,niemądry,73
11928,extraordinary,nadzwyczajny,33
5699,warranted,gwarantowany,36
13237,master,mistrz,15
13958,months,miesiące,12
12000,pink,różowy,32
12367,insanity,niepoczytalność,23
3459,juicy,soczysty,88
11172,riding,jazda konna,27
1750,rectangle,prostokąt,93
10034,tears,łzy,38
10779,axis,oś,42
8636,wolverine,rosomak,37
4698,mete,zmierzyć,77
6093,mayfly,jętka,74
2191,colder,chłodniej,93
8024,hepatitis,zapalenie wątroby,62
9767,plants,rośliny,18
9580,aforementioned,wyżej wymieniony,52
13333,reasonably,rozsądnie,6
374,wray,wracz.,100
6484,install,zainstalować,26
8464,wheelchair,wózek inwalidzki,59
3761,hastily,pochopnie,87
11524,acquired,nabyty,26
12649,palestinian,palestyński,23
14137,further,dalej,6
6215,skittle,smiltle.,62
891,deposited,zdeponowany,59
13966,need,potrzebować,6
1707,fireball,kula ognia,93
2448,invoked,wywołany,73
5369,counteroffensive,kontrofensywny,69
1889,cascading,kaskadowy,66
13101,prince,książę,20
9359,converts,konwertuje,20
10850,kit,zestaw,40
13898,companies,firmy,10
5083,cheesecake,sernik,80
11666,theft,kradzież,35
7586,raspberry,malina,64
5276,lookout,uważaj,79
5370,volatile,lotny,71
9806,opt,optować,39
11614,survey,ankieta,33
2800,libyan,libijski,90
12834,mostly,przeważnie,24
5050,revisionist,rewizjonistyczny,74
11218,alongside,wzdłuż,39
12912,corporation,korporacja,19
11323,trough,koryto,38
8336,lesson,lekcja,51
7550,evocative,sugestatywny,64
11013,piquet,pikieta,41
3406,overwhelmingly,przemożnie,88
3748,slippery,śliski,86
694,treacherous,zdradziecki,97
6345,mercer,bławatnik,72
4668,nobility,szlachta,82
6102,clam,małż,73
11141,sat,sob,39
12365,pearl,perła,29
12777,subst,substancja,25
2655,pathan,pataniec.,92
14044,rates,stawki,8
8009,bare,odsłonić,38
5479,packet,paczka,74
13184,lightly,lekko,20
9204,divine,boska,51
9794,tense,napięty,49
2613,ambition,ambicja,76
14174,manager,menedżer,11
8422,unexpected,niespodziewany,60
13555,double,podwójnie,13
5631,readability,czytelność,58
11448,facing,okładzina,13
6365,myrtle,mirt,73
7577,scotch,szkocka,64
1632,hypnosis,hipnoza,96
14109,john,jan,9
10676,guardian,opiekun,41
11896,resource,ratunek,21
4490,radium,rad,83
4995,sphenic,sfenowy,81
5950,danube,dunaj,75
13858,first,pierwszy,7
6783,marques,markizy.,62
3206,suspense,niepewność,35
11895,outbreak,wybuch,32
3829,croat,chorwat,87
10596,racehorse,koń wyścigowy,33
10458,objection,sprzeciw,13
12719,recurring,powtarzający się,25
14232,man,człowiek,10
14073,possible,możliwy,8
13554,appreciated,doceniany,11
7588,redshirt,czerwona koszula,62
12163,newton,niuton,31
3216,nepalese,nepalia.,89
11858,heights,wysokość,26
3907,exceedingly,niezmiernie,86
9167,prairie,preria,53
11316,shoulder,ramię,35
12823,creative,twórczy,24
6498,hazel,leszczyna,72
5409,safer,bezpieczniejszy,78
8709,sonny,synek,58
11789,actress,aktorka,34
12336,immigration,imigracja,25
13138,kick,kopnięcie,15
13807,are,czy,5
13257,carefully,ostrożnie,8
1877,waking,brzęk,32
686,signatories,sygnatariusze.,90
14251,once,raz,11
13929,way,sposób,8
11233,duel,pojedynek,38
6380,spectral,widmowy,72
5690,livestock,żywy inwentarz,77
876,germs,zarazki,81
13459,strong,mocny,17
2934,retaliate,zemścić się,49
4359,fond,czuły,71
3878,englishman,anglik,86
8702,overthrow,obalenie,56
13014,factual,faktyczny,20
1021,boycotting,bojkotowanie,66
10936,latvia,łotwa,41
12036,cooperation,współpraca,15
2570,bonfire,ognisko,89
10147,retain,zachować,29
1073,bayou,zalewisko,97
5821,prep,przygotować się,73
5103,rue,żałować,80
5800,developmental,rozwojowy,76
10080,cliff,klif,45
13200,queen,królowa,18
8802,reconsider,zrewidować,55
13693,love,miłość,13
2918,boll,torebka,84
1759,autistic,autystyczny,95
10641,rematch,rewanż,43
8882,gearbox,skrzynia biegów,56
1101,diocesan,diecezjalny,97
10391,jumping,skoki,9
8851,blatantly,rażąco,57
13558,discouraged,zniechęcony,15
7510,dove,gołąb,62
1312,unprofessional,amatorski,96
8585,sen,sennik,59
13191,sentence,wyrok,15
5716,grandson,wnuk,74
4498,hypertension,nadciśnienie,83
14054,show,pokazywać,8
14405,october,październik,6
14424,especially,zwłaszcza,12
11821,sequence,sekwencja,31
2988,doubters,wątpliwości,87
9478,fascism,faszyzm,52
5523,stint,skąpić,75
7309,beverage,napój,63
6386,harp,harfa,70
6827,yank,szarpać,55
11886,bavarian,bawarski,33
14306,released,wydany,10
12862,wild,dziki,24
427,dictatorial,dyktatorski,99
9008,extending,rozsuwalny,21
7816,recheck,sprawdź,63
13230,flight,lot,18
13759,familiar,znajomy,13
12362,packers,pakowania,28
5816,avoids,unikać,7
2866,speer,spacer.,90
10793,preparatory,przygotowawczy,42
729,cussing,spokój,96
439,metamorphosis,metamorfoza,100
4733,coolest,najfajniejszy,82
6625,coyote,kojot,56
4827,lister,obsypnik,81
8511,remedy,zaradzić,53
7971,sheikh,szejk,62
5593,mutation,mutacja,67
5337,needle,igła,73
4931,happily,szczęśliwie,81
285,smelly,śmierdzący,99
11280,freshman,student pierwszego roku,38
13070,reach,zasięg,11
9344,lawn,trawnik,52
13429,nine,dziewięć,17
6566,hazard,zaryzykować,56
7922,necessity,konieczność,62
9983,hostage,zakładnik,39
6135,cocktail,koktajl,68
4114,shorthand,stenografia,73
6778,flute,flet prosty,67
9151,grenade,granat,46
11178,ersatz,namiastka,39
203,footwork,praca nóg,100
9814,fang,kieł,49
14354,women,kobiety,12
9058,zinc,cynk,56
13518,bottom,dolny,16
12493,planned,zaplanowany,12
5538,celestial,niebiański,78
9841,southwestern,południowo-zachodni.,49
3675,tapping,stukający,52
14416,getting,dostawanie,8
4445,foreground,pierwszoplanowy,83
11758,warming,ogrzewanie,27
12916,struck,uderzony,23
11950,anniversary,rocznica,32
12127,fear,strach,26
1493,fixation,fiksacja,94
11344,ass,tyłek,37
4757,immunity,odporność,52
14162,others,inni,5
13708,despite,mimo,14
12535,assault,napaść,25
7499,desktop,pulpit,65
12553,meanwhile,tymczasem,27
8354,unicorn,jednorożec,59
14134,changes,zmiany,6
238,nap,drzemka,83
7518,crossover,krzyżowanie,62
13461,shorter,krótszy.,17
10552,inland,śródlądowy,44
12063,writer,pisarz,22
2095,lysosome,lizosom.,94
3012,precincts,okolice miasta,71
4238,beau,amant,84
4981,incest,kazirodztwo,81
12688,spelled,orkisz,15
11024,coastal,przybrzeżny,40
12781,session,sesja,21
12736,pressing,pilny,14
7800,tenure,tenuta,62
9612,complicated,skomplikowany,43
10264,stores,sklepy.,27
13096,hut,chata,21
2759,pageant,korowód,88
13557,across,w poprzek,16
13179,offense,wykroczenie,12
11227,eg,np,38
10132,instant,natychmiastowy,47
174,enamel,szkliwo,98
6745,gown,suknia,60
13047,philippines,filipiny,16
12322,sounds,dźwięki,14
7252,outfit,strój,59
7071,earnest,zadatek,67
9278,blunt,tępy,53
10855,smooth,gładki,40
12330,heavily,ciężko,29
13749,track,tor,11
8782,clinical,kliniczny,48
13206,determine,określić,11
3801,munch,chrupać,82
14033,think,myśleć,8
1587,seminal,nasienny,96
14493,seems,wydaje się,10
12372,stupid,głupi,27
9066,synopsis,streszczenie,56
4990,jaws,szczęki,62
3400,muscles,mięśnie,39
8234,leaning,oparty,48
2177,hen,kura,82
7916,eddy,wir,62
4113,tendentious,tendencyjny,84
10932,triangle,trójkąt,39
14247,force,siła,9
3668,skepticism,sceptycyzm,59
13893,should,powinien,5
7745,dungeon,loch,47
6342,snoop,podejrzeć,71
5362,countryside,wieś,79
4651,servicemen,serwigency.,82
2967,masked,zamaskowany,42
1999,toxicology,toksykologia,92
3646,pulley,krążek linowy,87
14442,decided,zdecydowany,8
13940,including,w tym,7
11698,cancelled,odwołany,27
4508,staple,zszywka,59
262,scant,skąpy,100
8296,lame,kiepski,60
8066,ensued,nastąpiło,34
7640,contradictory,sprzeczny,64
1228,wettest,najwilgotniejsze,97
690,hindsight,celownik,99
10607,rhine,ren.,44
1912,snead,przenikać,95
11216,beautiful,piękny,31
13023,border,granica,19
8487,glacier,lodowiec,55
12876,greatest,największy,24
12312,worldwide,na calym swiecie,29
2320,baseline,linia bazowa,90
8063,manor,dwór,62
3267,unproven,niezrównany,88
13278,pat,poklepać,17
9753,decent,przyzwoity,49
4300,canoe,kajak,75
14486,feature,funkcja,11
12257,suspect,podejrzany,19
7874,billionaires,mldariusze.,61
5095,concede,przyznać,43
9356,myth,mit,47
11419,buy,kupić,34
5178,nonstop,bez końca,80
6931,segregation,segregacja,63
13901,users,użytkownicy,5
8291,knife,nóż,60
4452,cinematographers,kinematografowie.,67
13234,dear,drogi,19
9083,skyscraper,wieżowiec,52
9418,slip,poślizg,39
502,tantamount,równoznaczny,99
9624,ethics,etyka,41
1247,waterman,przewoźnik łodzią,97
13120,actual,rzeczywisty,12
14229,hours,godziny,10
6865,reluctant,niechętny,63
6582,hopper,zbiornik,68
12141,thoughts,myśli,13
10393,valentine,cicha sympatia,45
9992,scholarship,stypendium,47
12200,relatively,stosunkowo,23
14205,included,dołączony,7
13507,trace,namierzać,15
10816,hemisphere,półkula,41
3552,spacious,przestronny,88
1525,lube,smarowanie,96
14055,come,przychodzić,8
11627,waiting,czekanie,17
13347,disambiguation,ujednolicenie,18
9471,terrain,teren,52
1171,trot,kłus,90
10183,unsure,niepewny,47
5200,kitten,kotek,74
1953,kohl,proszek antymonowy,95
11684,legs,nogi,21
12609,mil,tysiąc,27
11900,crystal,kryształ,32
14436,multiple,wiele ,7
10037,perceived,postrzegany,44
1190,titian,tycjanowski,97
3750,petticoat,spódnica,80
11853,vikings,wikingowie.,27
11348,strip,rozebrać się,31
13754,upload,przekazać plik,9
10049,phenomenon,zjawisko,47
14462,produce,produkować,8
219,boozer,pijak,100
12523,squad,drużyna,23
9124,recalled,przywołany.,33
7585,rhinoceros,nosorożec,65
10645,pierce,przebić,38
5455,bearer,okaziciel,65
2327,miner,górnik,40
1416,pills,pigułki,61
795,tasty,smaczny,97
13530,bush,krzak,16
10434,underdown,podsumowanie,45
13780,y,y.,13
7932,rube,wiejski prostak,62
10643,spun,uprzedzony,43
3390,unfriendly,nieprzyjazny,88
6747,denounced,potępiony,60
1558,septimal,posprzedażny,96
9650,trivial,trywialny,49
6479,coding,kodowanie,15
11066,randomly,losowo,40
5138,weightlifting,podnoszenie ciężarów,79
4958,facade,fasada,79
8539,petition,petycja,44
7135,resembles,przypomina,43
14383,proposal,wniosek,11
8933,teammates,koledzy z drużyny,34
2019,woke,obudził,94
6573,dresden,drezno,71
14163,research,badania,12
3613,fetal,płodowy,88
7045,arithmetic,arytmetyka,67
8321,cystic,torbielowaty,60
549,miraculous,cudowny,86
2909,cupboard,kredens,90
10707,canyon,kanion,42
5600,lest,aby nie,63
8458,tuberculosis,gruźlica,60
7114,amphibian,płaz,66
14459,account,konto,6
8958,sunder,oddzielać się,56
9751,indictment,akt oskarżenia,44
6998,lollipop,lizak,67
7468,pos,posprzedaż,47
4540,bobcat,ryś amerykański,68
2588,acquainted,obeznany,70
940,testicular,jąder,98
6058,upstairs,na górę,75
7685,viscount,wicehrabia,64
4053,pictorial,obrazowy,84
14008,until,dopóki,10
10059,stumps,fiszorki,41
5912,overland,lądem,74
10745,congressional,kongresowy,42
2412,schooner,szkuner,63
5155,slant,skos,66
6445,heron,czapla,72
7258,shin,piszczel,65
12075,reality,rzeczywistość,31
2433,peat,torf,93
11469,ticket,bilet,31
5042,beep,brzęczyk,78
9949,surrounded,otoczony,28
4769,hairspray,lakier do włosów,82
12176,outstanding,wybitny,31
11898,rapid,nagły,29
2854,discern,rozeznać,79
14321,language,język,12
13024,navy,marynarka wojenna,21
9660,calcium,wapń,51
4059,onboard,na pokładzie,85
4369,incivility,nieuprzejmość,70
3115,aegean,egejski,89
4502,starship,statek kosmiczny,83
12504,cd,płyta cd,28
10972,strengthening,wzmacniający,21
12747,friend,przyjaciel.,16
3149,sexton,zakrystian,89
14502,expects,oczekuje,12
10585,compact,kompaktowy,40
8243,forgive,przebaczyć,54
7589,dump,wysypisko,47
9560,hotspur,raptus,52
12653,cost,koszt,23
8023,paramount,najważniejszy,62
5394,illogical,nielogiczny,77
12298,upset,smutny,28
9347,exile,wygnanie,46
9907,sued,pozywany,26
11022,absence,brak,40
8536,stellar,gwiezdny,59
10928,negotiations,negocjacje,30
12248,somewhere,gdzieś,30
1404,gratitude,wdzięczność,96
9963,hawaiian,hawajski,47
10823,focused,skupiony,33
6881,wattle,witka,68
5953,ferret,fretka,75
7928,nebula,mgławica,62
5589,brewing,browarnictwo,46
6529,contended,walczyć,39
10715,pursue,realizować,36
2343,bilateral,dwustronny,92
8664,juvenile,nieletni,58
5822,wed,poślubić,42
13385,russian,rosyjski,17
14413,works,pracuje,5
5625,limp,utykać,62
8259,fossilised,skostniały,61
12959,value,wartość,19
9055,thunderstorm,burza z piorunami,45
14039,however,jednakże,6
13692,running,działanie,8
7223,connector,złącze,63
8417,disregard,lekceważenie,53
10199,spoke,przemówił,46
2657,faltered,zachęcony,80
3727,stillwater,nie zmącona woda,87
10837,spectrum,widmo,42
8666,plateau,płaskowyż,57
2702,binomial,dwumianowy,91
14183,party,impreza,11
8059,cucumber,ogórek,62
10226,exclusive,ekskluzywny,26
14228,machine,maszyna,11
13897,made,zrobiony,5
9899,rover,wędrowiec,37
9585,feat,wyczyn,50
13891,make,robić,5
13030,joined,dołączył,12
3610,flux,strumień,87
6418,carbonaceous,węglany,72
956,extinguish,gasić,64
4946,reiterated,powtórzony,60
4979,bovine,wołowy,81
5856,lea,polanka,74
12039,criminal,kryminalista,29
1437,staunch,zagorzały,96
11891,redskins,czerwonoskórzy,33
1597,bruised,posiniaczony,75
546,overdue,zaległy,99
11835,tan,dębnik,33
11303,competitors,konkurenci.,34
12414,freely,swobodnie,29
6415,laughter,śmiech,72
4358,soy,soja,84
4262,groin,pachwina,84
11375,tackle,przybory,28
2137,motorised,zmotoryzowany,94
13732,low,niska,13
6281,diarrhea,biegunka,73
2757,lox,wędzony łosoś,91
4255,rearguard,odwód,84
12886,effects,efekty,12
13517,printed,wydrukowany,12
5810,fern,paproć,75
2468,fated,skazany,42
13150,anyway,tak czy inaczej,19
12009,interview,wywiad,26
1433,egregious,skandaliczny,96
3784,regression,regresja,83
1012,burnout,wypalić się,97
13609,thus,zatem,15
10285,meat,mięso,45
8715,gambling,hazard,44
1687,unprepared,nieprzygotowany,96
4902,bumper,zderzak,78
13022,phone,telefon,20
13582,story,fabuła,13
11608,coat,płaszcz,31
6474,aftershocks,wstrząsy wtórne,59
5224,saddle,siodło,74
1557,beamer,projektor,96
7187,rumored,grubared.,36
1120,cuttlefish,mątwa,97
4223,shaded,zacieniony,50
3401,nous,rozum,88
1893,sermon,kazanie,88
1859,conclave,konklawe,92
13373,scotland,szkocja,18
10743,linguist,językoznawca,36
11988,speculation,spekulacja,25
2840,ruthless,bezwzględny,88
9653,blown,nadęty,51
884,godspeed,życzenia powodzenia,98
5220,simulation,symulacja,42
10702,barrel,beczka,39
7659,oblivion,zapomnienie,64
13284,8th,8.,19
9765,lynch,zlinczować,46
14482,why,dlaczego,8
9210,legacy,spuścizna,54
1447,toilets,wc,46
7627,printer,drukarka,59
14340,declined,odrzucony,16
10546,bed,łóżko,42
9532,rebuilt,odbudowany,52
12975,retired,emerytowany,17
11239,prose,proza,38
13015,highly,wysoko,22
10012,sooner,prędzej,32
7026,inventory,inwentarz,66
1002,shrub,krzew,96
4743,rephrase,omow wszystko jeszcze raz,63
2165,electrophoresis,elektroforeza,93
13124,prod,szturchać,20
8092,rode,jechał,62
4661,patches,łaty,34
3913,doomsday,dzień sądu ostatecznego,86
6976,slope,nachylenie,57
4928,hornish,rogaty,81
6492,pier,molo,63
9577,nationwide,ogólnonarodowy,52
9934,gymnastics,gimnastyka,46
10975,crap,bzdury,40
7877,lime,limonka,62
13006,drew,rysował,22
9567,gimme,dawaj,52
2447,accidently,przypadkowo,24
5280,upside,do góry nogami,79
9459,brook,potok,33
9206,riverside,nadrzecze,55
4434,scum,szumowiny,83
10683,hedgehog,jeż,43
675,curiously,ciekawie,95
14301,concern,obawa,10
14057,change,zmiana,6
2685,dipper,zgłębnik,91
10051,spoken,mówiony,48
13657,notability,rozgłos,10
11279,elementary,podstawowy,38
8329,offended,obrażony,29
9782,pending,aż do,50
5701,comm,apr,64
8706,motivation,motywacja,33
12890,label,etykieta,17
927,impaler,impalizujący,90
13160,global,światowy,19
4729,quickest,najszybciej,82
10326,closest,najbliższy,46
1838,italicized,przerywnik,90
1229,sitter,kwoka,96
4083,snowmobile,skuter śnieżny,83
11492,typical,typowy,28
2162,misinterpreted,źle zinterpretowany,75
2469,capitalised,kapitalizowany,72
7791,worthwhile,wart,63
4570,gently,łagodnie,83
663,tiresome,nieznośny,98
14231,text,tekst,7
10912,hebrew,hebrajski,40
895,graft,zaszczepić,91
6468,sinister,złowrogi,72
14166,got,dostał,11
11263,cap,czapka,27
9485,childish,dziecinny,52
4378,saxons,saski,57
9646,fireworks,fajerwerki,49
4296,hyacinth,hiacynt,84
9929,honestly,szczerze,49
1580,nomad,koczownik,81
13169,defamatory,oszczerczy,20
8486,wrapped,owinięty,42
10466,stretch,rozciągać,34
4183,pancreas,trzustka,85
1732,royalties,tantiemy,69
11945,eleventh,jedenasty,33
4157,volga,wołga.,85
2305,carboxylase,karboksylaza.,93
7303,flexible,elastyczne,58
6528,doses,dawki.,52
8225,rumble,huk,58
9074,scattered,rozsiany,49
10171,nowhere,nigdzie,47
8648,trusted,zaufany,28
6264,optimum,optymalny,73
11145,mermaid,syrena,39
1808,overran,przecedzić,95
2795,blackberry,jeżyna,91
3781,deepest,najgłębest,87
1535,mimic,imitować,93
12120,trail,szlak,21
5392,smells,zapachy,55
8275,windmill,wiatrak,60
8766,crusaders,krzyżowcy.,32
11990,waste,marnować,26
6771,lantern,latarnia,67
11555,maxim,maksyma,34
7425,hardest,najtrudniejszy,65
11995,rear,tył,32
6589,overtook,wyprzedzić,71
11422,chess,szachy,38
4761,helix,spirala,82
4049,provence,prowansja,85
7012,padding,wyściółka,46
2334,namesake,imiennik,91
7320,defame,zniesławiać,35
13835,who,kto,7
10775,affiliation,przynależność,10
11191,electoral,wyborczy,35
4481,handsome,przystojny,82
12238,longest,najdłuższy,30
10537,secondly,po drugie,44
475,omits,pomija,49
5330,memoirs,pamiętniki,70
8915,ping,świst,56
9228,syrian,syryjski,52
5159,fraudulent,oszukańczy,77
12226,evolution,ewolucja,30
478,triphosphate,trifosforan,99
5842,groove,rowek,67
6108,draper,sukiennik,74
14498,industrial,przemysłowy,17
6806,makeup,makijaż,69
10533,interface,berło,42
423,playwright,dramaturg,97
3960,righteous,sprawiedliwy,86
8716,disclaimer,zastrzeżenie,22
11139,unacceptable,gorszący,39
1213,unprovoked,niesprowokowany,97
2694,teapot,czajniczek,92
4541,gymnasium,gimnazjum,81
13562,month,miesiąc,12
10673,bracket,nawias,29
6627,caucasus,kaukaz,71
14180,july,lipiec,7
10214,finnish,fiński,47
9101,flank,skrzydło,48
4538,basilica,bazylika,82
13930,during,podczas,9
13814,will,będzie,5
7319,fringe,grzywka,64
3838,shocker,ohyda,85
45,scripture,pismo,83
2123,antitank,przeciwpancerny,94
10834,tourism,turystyka,42
4463,textual,tekstowy,81
13352,committee,komisja,17
10671,bloody,krwawy,43
5163,discount,zniżka,61
4804,unnoticed,niezauważony,76
7526,dive,nurkować,42
7126,fleeing,uciec,49
7753,wight,strzyga,63
13163,nuclear,jądrowy,20
11360,somehow,jakoś,38
5027,prophecy,proroctwo,72
8970,convoy,konwój,51
1809,sprawl,rozwalać się,88
2035,nursery,żłobek,94
9309,rubin,wcierać,54
12793,greater,większy,24
1068,intoxicated,odurzony,79
7084,saxony,saksonia.,68
11089,uncle,wujek,40
3184,notions,galanteria,50
13974,united,zjednoczony,7
7811,rove,wędrować,62
8128,unavailable,niedostępne,60
14347,effort,wysiłek,7
4087,tenants,najemcy,64
9798,ranger,leśniczy,20
7573,rave,zachwycać się,56
13112,capital,stolica,14
8875,sphinx,sfinks,57
