ID,SPAIN,DEUTSCH,INTERVAL
12696,patrón,muster,23
4883,ono,oh nein,80
246,asesoramiento,beratung,62
1684,mancha solar,sonnenfleck,92
4350,antecedentes,hintergründe,19
2835,extremidades,gliedmaßen,73
3716,retencion,zurückbehaltung,82
5319,abejas,bienen,37
12799,reloj,uhr,23
9475,degradado,herabgestuft,49
11203,orgulloso,stolz,38
14182,bancos,banken,16
11965,racimo,bündel,31
14232,hombre,mann,10
12597,hospital,krankenhaus,23
4591,adjunto archivo,anhang,18
4542,guerra relámpago,blitzkrieg,81
5644,vals,walzer,70
12565,probar,beweisen,17
3532,martilla,hammerkopf,86
9943,rodador,wheeler,47
9087,correspondencia,entspricht,29
1463,reprendido,tadellos,81
289,intrigado,fasziniert,49
2547,lechuga,grüner salat,92
7773,cabina,cockpit,62
5298,ocultado,verborgen,58
13834,arriba,hoch,7
3768,exótico,exotisch,83
6799,lote,charge,65
975,incitar,aufstacheln,65
13712,verifiable,überprüfbar,9
4621,cabron,ficker,81
7150,ptolomeo,ptolemäus,66
9441,desacuerdos,unstimmigkeiten,38
3908,potencia de fuego,feuerkraft,85
6445,garza,reiher,71
6022,extracto,auszug,60
10070,cansado,müde,28
7214,cósmico,kosmisch,66
3874,atajo,abkürzung,78
5908,odontología,zahnheilkunde,74
14046,pequeño,wenig,12
1563,de oceanía,ozeanisch,96
391,vida futura,jenseits,100
11013,juego de los cientos,pikett,39
3878,inglés,engländer,85
2989,no informado,nicht informiert,81
10348,insignificante,belanglos,44
4372,bobina,spule,80
12272,papa,papst,28
13318,más bajo,niedriger,17
8149,embarcado,eingebunden,50
13938,comparte,anteile,6
1413,inscripción,einschreibung,68
12935,duque,herzog,22
8696,chisme,tratsch,56
7547,yate,yacht,55
13300,elevado,erzogen,16
445,péula,peebles,100
7696,luto,trauer,59
4743,expresar de otro modo,wiedereindringen,62
4949,anarquismo,anarchismus,76
8280,bloqueo,blockade,56
1025,nar,no.,98
10849,dependiente,abhängig,26
6371,toque de queda,sperrstunde,67
1865,rebanador,slicer,95
12666,mitología,mythologie,24
4626,tritón,newt,81
13186,extranjero,ausländisch,19
290,esquemático,schematisch.,97
2862,sabores,aromen,50
13690,dinero,geld,14
8128,indisponible,nicht verfügbar,60
11959,armadillo,gürteltier,32
10220,pecado,sünde,38
10387,pilotos,flugzeuge,44
1937,pompeyo,pompejus,94
3548,ameba,amöbe,87
664,iffe,zweifelhaft,99
3999,árcade,arkadisch,75
11506,diámetro,durchmesser,35
2322,pímetro,pix,92
12251,santo,heilig,28
3075,mítico,mythisch,88
11083,consideración,erwägung,24
10916,cobre,kupfer,40
8007,australiano,aussie.,55
2233,golfistas,golfer,72
52,latido del corazón,herzschlag,99
1506,égida,ägide,96
13936,nuestro,unser,5
2732,troposférico,troposphärikum,78
1890,transcurrido,verfallen,73
3998,brumoso,nebelhaft,85
12204,compartimiento,behälter,29
7769,juramento,eid,60
6206,eclipsado,überschütten,68
5762,pretender,vortäuschend,47
4968,ruiseñor,nachtigall,79
14320,fuente,quelle,7
4881,club nocturno,nachtclub,74
3562,ruptura,beenden,84
11088,respectivamente,entsprechend,38
12833,acero,stahl,23
11523,túnez,tunesien,36
8586,rasgado,zerrissen,58
8850,inclinado,geneigt,44
13520,numeroso,zahlreiche,14
8898,botones,tasten,7
10498,reescrito,umgeschrieben,43
4370,autenticidad,authentizität,55
13436,referenciado,referenziert.,16
6642,pedregoso,steinig,70
8148,mendigar,bitten,49
1574,emisión,stimmigte.,23
3362,tallos,stängel,41
7146,poco profundo,seicht,65
9066,sinopsis,zusammenfassung,54
2737,de la unesco,unesco,90
5062,vesubio,vesuv,79
8337,suburbano,vorort-,59
4693,dibujante,karikaturist,70
2789,ajolote,axolotl.,90
10139,ordinario,gewöhnliche,46
3299,cirílico,kyrillisch,88
8104,fotos,bilde,38
5702,negocio,branche,75
13888,qué,was,7
6515,consolador,dildo.,69
6039,blindadores,flinders,73
13188,niños,kinder,19
3454,verbigracia,nämlich,88
14486,característica,besonderheit,11
14267,edificio,gebäude,12
4857,esquife,skiff,76
9379,poco concluyente,nicht schlüssig.,51
13005,droga,arzneimittel,19
5866,tubero,tubman,74
8611,taladro,bohren,44
2455,estética,ästhetik,51
292,innegablemente,unbestreitbar,80
5822,casarse,heiraten,41
11650,que lleva,tragen,12
1603,hangar,halle,91
11518,boletin informativo,newsletter,35
3863,agua clara,klares wasser,85
11710,clásico,klassisch,20
13754,subir,hochladen,9
1310,privar,berauben,69
318,matizado,nuanciert,87
12137,unificado,einheitlich,30
12735,enteramente,ganz,9
7792,acatar,einhalten,34
2586,fotocopia,xerox,91
5430,mollete,muffin,75
13530,arbusto,busch,15
10413,afilado,scharf,43
1354,hept,heftig,97
10194,subdivisión,unterteilung,44
1723,elogiar,empfehlen,58
6679,abreviaturas,abkürzungen,44
13193,manual,handbuch,19
1922,marineros,seeleute,94
3160,hacia el sudeste,südost,88
12488,no relacionado,nicht verwandt,27
13647,en vivo,lebend,9
10698,reevaluado,neu bewertet,40
7951,penúltimo,vorletzte,62
2024,malicia,bosheit,91
11945,undécimo,elfte,32
5262,rutinariamente,routinemäßig,49
6895,guantes,handschuhe,46
9922,señora,frau,12
9857,tierras altas,hochland,35
5624,baht,bälde,76
6721,inherentemente,inhärent,56
12962,ubicación,lage,11
7638,aeromédico,aeromedizinisch,63
12481,vidrio,glas,25
9103,potasio,kalium,54
9961,casi nunca,selten,30
7863,embutido,würstchen,58
8328,cúbico,kubik,59
9470,aislado,isoliert,43
7084,sajonia,sachsen,67
6783,marques,marken,62
8948,endurecido,dod,55
90,enfisema,emphysem,100
3606,ayunarse,klemer,87
12008,llevando,lager,13
13939,próximo,nächste,6
7458,cerveza inglesa,ale,61
6514,ciudadela,zitadelle,70
5052,peyorativo,abwertend,77
1204,caña de azúcar,zuckerrohr,97
13076,sociedad,die gesellschaft,20
6496,glorioso,glorreich,71
5556,crujiente,knackig,71
7319,franja,randbereich,63
8515,obutor,howitzer,35
7042,certificación,zertifizierung,43
8870,inconsciente,nicht bewusst,54
83,manchar,besudeln,99
14390,efectivo,kräfte,9
8204,cecilio,zecil.,60
5804,lugar de nacimiento,geburtsort,74
14177,diseñado,entworfen,11
13949,americano,amerikanisch,9
5095,conceder,zugute,42
689,prescrito,verschrieben,90
7230,afuera,outback,66
10845,fatigar,tucker,40
10103,hilo,gewinde,40
7728,enrojecimiento,spülen,54
8561,leal,treu,57
10311,inseguro,unsalvage,44
8648,confiado,vertrauenswürdige,27
13796,en,in,5
2826,tres veces,dreimal,90
13461,más corto,kürzer,16
8383,toronjil,melissa,59
11103,goteante,dürftig,14
11333,hueso,knochen,32
3567,divulgar,offenlegung,86
11326,incendio,verbrennung,22
6568,rehacer,remake.,66
7751,estómago,magen,62
12584,padre,vater,25
4655,volver a visitar,revisit,66
7504,hipoteca,hypothek,62
6,tropezón,stolpern,60
2312,golpeteo,hämmern,35
4137,salón de clases,klassenzimmer,76
7886,excedido,übertroffen,40
5460,pila,pam,76
5092,embuste,shopper,78
4843,resentimiento,groll,76
10577,imágenes,aufnahmen,42
4170,guantelete,stulpe,83
574,inmersión,eintauchen,88
892,abasí,abbasid.,98
14042,anunciado,angekündigt,14
2433,turba,torf,92
6958,intangible,immateriell.,67
13079,árbol,baum,19
12105,rory,rorie,31
4445,primer plano,vordergrund,82
12164,elevar,aufzug,19
13398,muerto,tot,17
13230,vuelo,flug,17
7846,bienal,zweijährlich,62
12840,castaño,auburn,24
67,más perezoso,lazier,100
12308,convección,konvektion,28
2475,enrejado,gitter,88
8401,kurdo,kurdisch,59
3435,cabeza rapada,skinhead,81
6324,helénico,hellenisch,42
8650,residuos,rückstände,47
6896,cierto es que,freilich,68
13456,no deseado,unerwünscht,16
11466,reorganizado,reorganisiert,30
8365,decaer,verfall,54
10945,mono,affe,38
9362,cementerio,friedhof,52
12682,vendido,verkauft,25
11993,inválido,ungültig,31
2854,discernir,erkennen,77
8527,criaturas,kreaturen,48
7763,tuberculosis,tb.,58
6165,superpoblación,überbevölkerung,71
14,puertos,häfen,31
5441,teatro,teague,77
13636,etiquetado,tagged.,7
583,giroscopio,gyroskop,97
12298,disgustado,verärgern,27
10449,georgiano,georgisch,41
14371,significativo,bedeutsam,12
1165,noosfera,noosphäre.,97
2158,condición,vorbehalt,92
12560,racha,strähne,26
1483,exagerar,overkill,96
1339,inaudito,unerhört,97
2358,desalinización,entsalzung,92
2752,floral,blumen-,90
1505,afloramiento,basset,96
7316,esternón,hover.,65
7533,lana,wolle,64
2809,drenaje,drainage,90
8147,tenedor,gabel,43
10601,convencido,überzeugt,31
8548,villanos,schurken,50
2982,gig,gid.,89
5427,patinador,skater,38
10952,anuncio,bekanntmachung,14
261,masones,freimaurer.,93
5299,mala conducta,fehlverhalten,77
1051,boletín,boldin,98
7674,escarpado,schier,62
8496,aparato de relojería,uhrwerk,58
5494,hijo de puta,motherfucker,76
1967,niñera,tagesmutter,94
9949,rodeado,umgeben,27
10140,dúo,duo,46
13326,hora,hr.,15
13325,asegurar,versichern,16
13467,permiso,erlaubnis,16
6911,minino,pussycat.,67
880,haluro,halogenid,96
5809,medallista,medaillengewinner,60
4422,incapaz,unfähig,81
14183,fiesta,party,11
2939,de mierda,beschissen,86
12886,efectos,auswirkungen,12
4309,campo de pena,plainfield.,83
13108,líder,führer,14
14157,lleno,voll,10
13078,aeropuerto,flughafen,20
459,tomografía,tomographie,99
4780,reubijo,reuben,80
6549,oca,oka,70
9409,derrick,bohrturm,51
1381,linfático,lymphatisch,97
14346,comercial,kommerziell,10
13476,derecho,gerade,16
5566,tímido,boy.,76
12286,más reciente,neueste,29
6411,ídem,dito.,71
4395,arma de fuego,feuerwaffe,51
5885,suspender,aussetzen,26
7575,ich,ikel,64
5119,jábega,seine,79
12606,acusado,beschuldigt,18
8555,cincha,quincy.,58
9536,pelearse,schlägerei,50
4580,cabeza de playa,strandkopf,80
6503,orinar,piss,50
4786,triptófano,tryptophan.,80
1286,centrista,zentristisch,95
2726,fértil,fruchtbar,57
6917,vin,vingelt,68
11551,patada inicial,anstoß,35
4502,nave estelar,raumschiff,82
9031,cloruro,chlorid,54
14478,analista,analytiker,49
13322,oye,hey,18
11353,belga,belgier,37
12052,se convierte en,wird,9
5725,atención,beachten,68
6364,disolver,sich auflösen,42
11983,los ciudadanos,bürger,27
11491,aporte,eingang,35
14269,cepo,aktien,28
12367,locura,wahnsinn,23
4994,central eléctrica,powerhouse,73
7891,alboroto,amoklauf,60
11928,extraordinario,außerordentlich,32
11876,reinsertar,wiedervereinigt,10
13282,gramática,grammatik,18
10978,dulce,süss,38
3478,compañeros,begleiter,56
11658,recordatorio,rest,34
118,emprendimiento,unternehmerschaft,100
13492,camioneta,van.,16
2486,conejo,koney,92
10239,pulmón,lunge,42
9923,rubí,rubin,47
7608,ecosistema,ökosystem.,63
12168,perseguir,jagen,26
3429,farsa,farce,87
6249,adverso,nachteilig,62
3882,marco de tierra,murmeltier,85
11461,lapso,spanne,31
6608,no escolar,unschule,70
2623,séquito,gefolge,91
7592,evidentemente,offensichtlich,12
10783,buscando,suchend,27
3767,crucero,kreuzfahrt,38
11295,suministros,lieferungen,21
3831,estiércol,dung,85
12239,genuino,echt,27
10165,cesado,aufgehört,26
3326,sindicación,syndikation,57
2021,fluoruro,fluorid,82
13977,desear,wollen,6
13388,mella,nick,17
963,engaño,täuschung,88
3228,negligencia,fahrlässigkeit,69
2952,imprimir,impressum,70
696,estrafalario,wackel,99
11126,furtivo,hinterhältig,38
1686,apoyar,bereithalten,95
5188,hojas perennes,immergrün,78
10119,superhombre,übermensch,46
14495,francés,französisch,12
7614,curiosamente,interessant,63
10242,rural,ländlich,45
11533,curioso,neugierig,35
2220,plagas,plagen.,40
2347,palos,palle,58
9697,ovni,ufo,47
5384,bizcocho,bd.,75
7727,nápoles,neapel,63
8221,estragos,verwüstung,60
2085,paracaidista,fallschirmjäger,52
2239,matadero,schlachthof,92
12601,equivalente,gleichwertig,25
9920,canoso,halary,47
10414,broadway,reitway,44
2515,cosaco,kosaken,82
411,cianúrico,cyanurisch,99
7219,carriles,bahnen,29
12084,compuesto,zusammengesetzt,25
2704,alerta,alarmierung,31
9758,organizativo,organisatorisch,48
6790,guisantes,erbsen,47
8933,compañeros de equipo,teamkollegen,33
6003,sauce,weide,70
10298,científicos,wissenschaftler,35
13138,patear,trete,15
8901,diente,zahn,53
642,paralizado,gelähmt,94
1687,desprevenido,unvorbereitet,95
14325,comunicación,kommunikation,9
12747,amigo,freundin,16
14186,tomado,genommen,9
11438,seco,trocken,33
7998,marimacho,butch,62
2390,comentarista deportivo,sportlerin.,88
1835,topografía,topographie,95
8223,sufijo,suffix,56
12919,conjunto,kombiniert,17
12675,aparte,ein teil,23
7307,inventor,erfinder,56
14331,alemania,deutschland,12
11446,decimoctavo,achtzehntel,36
5916,vano,vergeblich,74
11051,vacas,das vieh,39
11339,brevedad,kürze,37
3229,hiena,hyäne,88
12754,porcentaje,prozentsatz,24
5348,rito,ritus,69
11841,concierto,konzert,30
11393,arco,bogen,35
10853,decatlón,zehnkampf,40
14058,saber,wissen,8
8229,autoritario,maßgebend,58
3373,revocar,aufhebung,75
5944,cadáver,leiche,62
4681,banquete,bankett,78
9952,gracias,danke,47
5240,marcar,dialup.,78
4636,pato real,stockente,80
10466,tramo,strecken,33
5435,regimiento,reut,77
11070,probado,bewährt,38
8453,envenenamiento,vergiftung,39
8202,querida,schatz,60
11984,azúcar,zucker,31
5245,ratonera,mausefalle,77
1287,indeciso,unentschieden,95
12299,jardines,gelände,13
3444,nuque,nuke,80
1462,tremendamente,stimmungsvoll,56
6606,elegante,schick,63
9815,colgante,hängend,35
5696,martura,grundstück,75
13435,adelante,voaus,17
3255,circonio,zirkonium,88
9254,ambulancia,krankenwagen,48
9980,reconstrucción,wiederaufbau,42
863,saturación,sättigung,63
1297,abertura,öffnung,96
13827,haría,würde,5
6437,artesano,handwerker,71
7753,criatura,witzig,62
8289,marcador,marker,53
6676,mula,maultier,62
7470,disposición,entsorgung,49
14450,golpear,schlag,9
10496,atentamente,mit freundlichen grüßen,38
9270,zanahoria,karotte,51
12573,más fácil,einfacher,26
6852,desmovilización,demobilisierung,56
5154,desequilibrado,unausgeglichen,78
4511,seudónimo,pseudonym,75
12373,actualizar,aktualisieren,7
3288,salvar,bergung,67
2602,torcido,krumm,65
7730,interceptador,vermittler,58
13838,nuevo,neu,7
7205,saneamiento,sanitäre hygiene.,62
11343,volver a publicar,erneut veröffentlichen,37
978,escuela secundaria,weiterführende schule,98
8435,asesinos,killer,37
10393,enamorado,valentine,43
6150,trineo,schlitten,71
10882,comenzado,begannen,40
12211,cachondo,geil,30
1261,ridículo,spott,36
14200,acción,aktion,10
4098,reversión,rückblick,81
1456,indefenso,hilflos,92
14140,probable,wahrscheinlich,5
6343,estrecheces,meerenge,45
6475,empresario,unternehmer,65
4611,descalificación,disqualifikation,77
6883,odiseo,odysseus,68
8877,aguas residuales,abwasser,55
10716,instancias,instanzen,24
9768,tensiones,spannungen,38
10824,maquinilla de afeitar,rasierer,40
8688,pimientos,pfeffer,35
2126,convulsión,umbruch,89
2681,cetona,ketone,81
9501,pandillas,bande,25
13210,elecciones,wahlen,11
11877,contemporáneo,zeitgenössisch,32
626,invertebrado,wirbellos,99
9655,bowie,bücher,50
1258,presagio,vorausdeutung,87
9821,salar,saltine,48
5528,frijoles,bohnen,37
1672,chipriota,zypriotisch,91
10558,artificial,künstlich,41
14480,jugar,spielen,8
4850,rosquilla,krapfen,76
3565,perplejo,verwirrt,46
12057,contenido,enthalten.,8
13836,uno,eins,5
10504,celebracion,feier,22
11686,nueva york,ny.,34
12245,princesa,prinzessin,29
5586,ingenuo,naiv,72
4118,cisnes,schwäne,44
13457,técnico,technik,16
498,agilidad,beweglichkeit,84
1221,compensatorio,entschädigt,97
14257,redes,netzwerke,9
5892,meritorio,verdienstvoll,74
7320,difamar,diffamieren,33
10042,afrontar,bewältigen,45
14080,características,merkmale,11
14438,comenzó,gestartet,8
2720,incendiario,anbringung,88
7164,reconstruir,wieder aufbauen,51
1175,puente de varolio,ponsus,87
12717,enviar,schicken,18
8284,redistribuido,neu eingesetzte,53
9190,bruto,rötung,53
2303,desviación,ablenkung,63
7722,esvástica,hakenkreuz,62
2461,toa,zu einem,92
3916,bellota,eichel,83
6065,indignacion,empörung,55
7258,espinilla,schienbein,64
1571,indocumentado,undokumentiert,95
9227,colina baja,mesa,53
2478,pájaro carpintero,specht,92
3624,careta,charakter,87
10648,óptico,optisch,38
3092,válvulas,ventile,49
6698,dique,deich,65
10312,ign,ignorieren,45
7077,escándalos,skandale,29
12121,enigma,rätsel,30
1628,agujerito,pinloch,95
1535,imitar,nachahmen,93
5969,genoveva,lizzie,74
4303,insustituible,unersetzlich,81
11826,adiós,tschüss,31
10627,revelar,verraten,24
11293,coliseo,kolossum,38
8636,glotón,vielfraß,36
2011,decepcionar,enttäuschen,34
13751,indicar,angeben,11
2603,menospreciar,verunglimpfen,73
9185,diosa,göttin,52
8579,dem,darm,58
3591,mantis,gottesanbeterin,87
770,de precaución,vorsorglich,99
11546,trueno,donner,34
4785,sped,speditiv,80
8414,increíblemente,unglaublich,41
6250,ahogo,ertrinken,52
8418,escribiendo,kritzeln,55
6965,eyaculación,ejakulation,64
3503,vuelo espacial,weltraumflug,64
12592,hechos,handlung,11
13807,son,sind,5
10901,falso,gefälscht,37
12194,marca,branding,19
2909,alacena,schrank,89
8529,pizarrero,dachdecker,58
13415,mateo,matthew,17
4946,reiterado,wiederholt.,59
3230,vestidos,kleider,64
13759,familiar,vertraut,12
1741,mecenazgo,schirmherrschaft,95
7399,exhausto,erschöpft,44
4846,farmacéutico,pharmazeutisch,70
8742,demolido,zerstört,53
2118,desesperación,verzweifeln,88
1893,sermón,predigt,87
13121,viento,wind,13
6746,mueble,möbel,69
12145,influencia,beeinflussen,24
13786,de lo contrario,andernfalls,12
731,practicantes,praktiker,79
9808,deuda,schuld,45
14278,factura,rechnung,12
11588,sin título,unbestritten,35
12843,sartén,pfanne,23
10877,símbolos,symbole,22
7986,aturdido,betäubt,46
14054,espectáculo,zeigen,8
1319,arpía,harpyie,97
861,redactado,repariert,94
405,volquete,kipper,100
13547,fórmula,formel,15
9028,inédito,nicht veröffentlicht,54
7337,lujo,luxus,48
14057,cambiar,ändern,6
6560,rasgarse,tore.,70
6502,gastos generales,overhead.,70
7860,mirada,blick,58
13364,pedir disculpas,sich entschuldigen,6
7781,florecer,blühen,62
5104,rediseñado,neu gestaltet,24
5190,acelerador,gaspedal,73
4792,oxidante,oxidationsmittel,42
10690,horror,grusel,40
1271,avaro,gierig,96
4124,indulgencia,genuss,69
10631,cuesta abajo,bergab,40
12208,cuerda de tripa,katgut,30
13424,tropas,truppen,15
14421,cosa,ding,9
11042,aguja,marlin,33
13113,playa,strand,19
10549,comiendo,essen,18
4820,antecesores,vorgänger,48
12424,medianoche,mitternacht,28
10747,abogado,rechtsanwalt,38
14382,completo,vollständig,9
12680,estafa,kessel,21
12301,escanear,scan,21
11010,aéreo,antenne,39
3598,sobrescrito,hochgestellte,84
10087,vendaval,sturm,43
11669,virginia,va.,34
8891,deletreador,speller,55
1688,cangrejo de río,flusskrebs,95
1304,carpintería,holzbearbeitung,88
13734,oro,gold,13
3380,sabiendas,wissentlich,88
6657,malayo,malaiisch,62
12568,ciclo,kreislauf,20
11640,abu,abbilden,35
9814,colmillo,fang,48
6922,pequeñito,sperre,67
3263,posee,besitzt,22
4884,patiado,footend.,21
4791,no ganado,nicht ertragen,80
5796,amas de casa,hausfrauen,75
3113,nadador,schwimmer,76
7665,tener cuidado,in acht nehmen,63
10234,explícitamente,ausdrücklich,45
916,horca,galgen,97
7712,corbeta,korvette,62
9023,más nuevo,neuer,55
1301,en dirección oeste,westbound.,97
8759,huelguista,stürmer,44
12188,cresta,grat,29
13331,generalmente,meistens,16
11653,propiedad,eigentum,34
10346,invernadero,gewächshaus,44
13789,salud,prost,12
8431,scuder,schaufel.,59
5675,responsabilidad,haftung,73
13608,hand,hantel,15
12513,emergencia,notfall,19
12858,deberá,soll,23
10495,atmósfera,atmosphäre,35
600,camisa de dormir,nachthemd,99
8306,emparejado,gepaart,24
4013,camuflaje,tarnung,79
2276,hermético,schenkel,89
11678,islas bermudas,bermuda,34
1855,dorio,dorianisch,95
7676,incontable,zahllos,63
9373,error,insekt,38
3557,layo,layup.,87
13451,película,film,15
9368,nosotros mismos,uns selbst,52
10620,muralla exterior,bailey,42
2232,apretado,festgezogen,77
9777,sufrir,unterzog,48
14425,alguna vez,immer,12
8057,ratificado,ratifiziert,57
7650,oficial de intendencia,quartiermeister,63
3810,buque de vapor,dampfschiff,84
5765,bik,bk.,75
11830,noble,betitelt,10
6593,barrio bajo,slum,67
9225,pantallas,anzeigen,16
1149,chaquete,backgammon,97
5933,facial,gesichts-,74
12830,rueda,rad,19
11874,aconsejar,beraten,23
9637,barriendo,kräftig,31
1916,colectores,verteiler,67
2494,resistir a,standhalten,88
517,precario,prekär,95
6787,de forma remota,remote,40
8520,planteado,gestellt,40
883,sutilmente,subtil.,98
11245,tostada,toast,37
13657,notabilidad,notizität,10
8924,hueva,rogen,54
11558,cascarón,hülse,29
390,vertebrado,wirbeltier,92
13667,nada,nichts,14
10816,hemisferio,hemisphäre,40
12316,cazador,jäger,27
5927,dolor de cabeza,kopfschmerzen,69
4304,prado,wiese,60
5276,estar atento,achtung,77
9304,salmón,lachs,52
3617,lúpulo,rodel,87
11941,vadear,waten,32
3210,gigantesco,riesig,79
2846,mentecato,doof,90
14454,comprar,kauf,33
3,amorfo,amorph,100
150,la w,thew.,99
1763,intertide,untertrieben,95
10585,compacto,kompakt,39
2420,planificadores,planer,83
357,borradores,entwürfe,96
1309,rendimiento,durchsatz,97
12640,encimera,schalter,24
2902,pomelo,grapefruit,90
9271,casco,helm,46
12516,civiles,zivilisten,20
10486,cirugía,chirurgie,43
13044,significado,bedeutung,12
5078,felicitaciones,herzlichen glückwunsch,79
10200,pintada,graffiti,45
1540,acuicultura,aquakultur.,96
13463,z,z.,16
14205,incluido,inbegriffen,7
525,electrificación,elektrifizierung,99
9731,donante,spender,44
6106,manguera,schlauch,70
12336,inmigración,einwanderung,25
13120,real,tatsächlich,11
4434,escoria,abschaum,82
4045,descontento,unzufriedenheit,80
1105,polémica,polemik,81
13595,asistencia,hilfe,12
761,siríaco,syriac.,99
3184,nociones,begriffe,48
8465,crónico,chronisch,58
7675,frunció el ceño,missbilligt,58
10533,interfaz,schnittstelle,41
1673,familiarizar,vertraut machen,90
5970,proscrito,verbieten,55
13507,rastro,verfolgen,15
10915,soldado americano,gi.,39
3149,sacristán,küster,88
1875,etano,dimethyl,94
6660,asís,assisi,70
13770,suficiente,genügend,13
4765,ron,rum,80
9296,dar la vuelta,flip,44
6526,enjambre,schwarm,65
13516,pertinente,relevant,15
2548,codeína,kodein,92
3088,licuadora,mixer,88
11335,cortesía,höflichkeit,37
6460,en abundancia,in hülle und fülle,71
6877,bretón,bretonisch,68
10395,submarino,u-boot,42
1040,mss,ms.,98
1682,entrevistados,befragte,87
5065,canalla,kair,79
7982,quejumbroso,jammern,32
4077,barro,bereifer,82
6828,bailarines,tänzer,57
2649,borgoña,burgund,91
9783,pliegue,falten,36
11976,plataforma improvisada,seifenkiste,31
13919,ventas,verkäufe,24
4477,anuario,jahrbuch,81
5170,provocar,provozieren,53
6061,prolongado,verlängert,66
10429,soplón,einen fink,43
7885,curvo,gebogen,39
7300,tesis,these,65
8382,trágico,tragisch,53
3542,calzado,schuhwerk,87
2942,diente de león,löwenzahn,88
8196,fundado,finanziert,25
8339,persecucion,verfolgung,54
7243,quiropráctica,chiropraktik,66
10638,más joven,jünger,42
8962,remolque,anhänger,49
8422,inesperado,unerwartet,59
1577,interpersonal,zwischenmenschlich,95
5103,ruda,bereuen,78
2422,ápice,tittle,92
12467,mínimo,minimum,27
7831,ornitorrinco,schnabeltier,62
2304,nulo,noll,92
11421,circunstancias,umstände,35
8087,collar,halsband,51
13228,atado,gebunden,12
5816,evita,vermeidet,7
5365,algas,algen,77
8413,casual,lässig,55
1019,pista de aterrizaje,flugstreifen,93
11344,culo,arsch,36
9017,clavo,nagel,33
14457,desarrollar,entwickeln,12
5359,pasta dental,zahnpasta,77
14464,archivado,abgelegt,6
1426,boya,boje,84
1963,topográfico,topographisch,92
12227,nacimiento,geburt,15
10238,chambelán,kammerherr,45
14173,aumentó,erhöht,14
4717,ópalo,opal,80
10748,inalámbrica,kabellos,41
9651,ejecución,hinrichtung,21
13728,citación,zitat,12
1248,entre bastidores,hinter den kulissen,97
3727,agua sin gas,stillwater.,86
13147,bonito,hübsch,20
13811,tiene,hat,5
8869,notorio,berüchtigt,52
4848,burdeos,bordeaux.,80
13342,dudar,zögern,17
10378,bruja,hexe,41
14436,múltiple,mehrere,7
2824,lanoso,wollig,90
4676,oriol,pirol,34
3877,deslizamiento,gleiten,74
10693,justificación,rechtfertigung,39
12483,gracia,anmut,27
2822,parásito,pest,87
6825,veinte,zwanziger jahre,15
11784,conducta,verhalten,33
12664,más allá de,außerhalb,25
6248,camarilla,clique,69
81,cantera,steinbruch,96
14289,máquinas,maschinen,11
2034,cátodo,kathode,91
8388,papel prensa,zeitungspapier,59
12379,peso,gewicht,27
3212,fondo de pantalla,hintergrund,85
2078,nitroso,literös,93
7511,fiscal,staatsanwalt,53
13869,semejante,solch,5
13181,pertenece,gehört,13
4799,cuadrático,quadratisch,80
1072,tesoros,schätze,50
4557,parar,parieren,79
2599,guardaespaldas,leibwächter,82
3899,codicia,gier,85
2894,atroz,scheußlich,89
13597,disparo,schuss,14
10799,propiedades,eigenschaften,22
8999,grua,kran,53
12196,est,europäische sommerzeit,30
11093,cañón,kanone,37
13733,consciente,bewusst,13
12062,bueno,okay,31
1580,nómada,nomade,80
6809,palanca,hebel,66
11999,matrimonio,ehe,30
7664,alabado,gelobt,43
14407,esperar,erwarten,12
14065,duro,hart,9
9546,hambruna,hungersnot,49
426,campanario,kirchturm,100
11613,musgo,moos,35
9567,gimme,gib mir,50
14120,lugar,ort,6
13400,carrera profesional,werdegang,17
3533,manteca de cerdo,schmalz,87
14104,sostuvo,gehaltenen,9
14247,fuerza,gewalt,9
1550,rebaba,bur,96
5542,bioquímica,biochemie,76
6072,conquistada,erobert,47
9174,felicidades,herzliche glückwünsche,46
4821,escandinavo,skandinavisch,76
4087,inquilinos,mieter,63
9251,estaño,zinn,52
8156,mineral,erz,60
13860,dice,sagt,9
11770,fiji,fidschi,33
7426,recompensa,belohnen,48
7436,alguacil,sheriff,63
5229,caspio,kaspian,78
13404,juntos,zusammen,17
1909,con entusiasmo,eifrig,94
5429,dionisio,dionysus,77
14459,cuenta,konto,6
7109,encantador,charmant,46
12368,ganar,gewinnen,16
3170,tiranía,tyrannei,83
5582,algún día,irgendwann mal,75
7710,expiración,ablauf,63
10837,espectro,spektrum,40
14154,clientes,kunden,28
12004,niveles,stufen,12
5635,braille,blindenschrift,75
12982,inicialmente,anfänglich,14
8001,parlamentar,verhandeln,61
530,esturión,stör,99
7913,instrumentos de cuerda,saiten,33
5151,deportista,sportler,78
1416,píldoras,pillen,60
4070,zoofilia,zoophilie.,84
13149,jefe,chef,16
6432,fluorescente,fluoreszierend,67
12197,murciélago,schläger,11
12124,ocasiones,gelegenheiten,26
10086,canguro,känguru,44
7620,unánime,einstimmig,49
7122,solomillo,sirloin,66
4984,diseña,buster,74
1906,bromas,streiche,62
846,paso superior,überführung,93
2166,carbonizarse,verkohlen,83
13660,aeronave,flugzeug,14
13935,número,nummer,8
13865,nosotros,wir,5
2264,cavernícola,höhlenmensch,93
225,estiramiento de espalda,backstretch,100
