ID,SPAIN,HINDI,INTERVAL
11705,isaac,इसहाक,30
6182,espinacas,पालक,69
12369,manzana,सेब,23
2881,juba,जुबा,88
1678,battuta,बट्टुता,94
1934,ashraf,अशरफ,92
9768,tensiones,तनाव,34
9290,alimento,चारा,39
9269,lámpara,दीपक,47
1842,nocturno,हर रात को,93
10267,vías aéreas,एयरवेज,39
6319,extremista,चरमपंथी,56
11469,billete,टिकट,26
207,roo,रूओ,100
3528,palta,एवोकाडो,82
5492,narguile,हुक्के,73
2409,acupuntura,एक्यूपंक्चर,90
12133,jueves,गुरूवार,26
3322,hispano,मेक्सिको का निवासी,83
8909,babilonia,बेबीलोन,51
3072,almendra,बादाम,85
4640,purificación,शुद्धिकरण,79
11709,proximidad,निकटता,29
5545,gubia,स्कूपर,73
12678,buchanano,बुकानन,22
1871,fluido,धाराप्रवाह,92
3598,sobrescrito,ऊपर की ओर लिखा हुआ,82
11415,macedonia,मैसेडोनिया,33
6482,desconectado,ऑफ़लाइन,67
1580,nómada,बंजारा,77
3408,tigris,दजला,86
13790,televisión,टेलीविजन,11
10628,enseñando,शिक्षण,28
5885,suspender,निलंबित,22
518,tragado,निगल गया,60
13627,adecuado,उचित,12
11559,clarke,क्लार्क,14
3247,grosero,ग्रोसो,87
4139,hacia el norte,उत्तर की ओर,32
7125,jeanne,जैन,63
4016,magma,मेग्मा,82
10316,cache,कैश,36
8409,abolicionista,उन्मूलनवाद,52
458,sharecropropping,बटाईदारी,100
2608,excede,से अधिक है,89
9874,darse cuenta de,एहसास,35
5854,icarus,इकरस,71
1357,alcalino,क्षारीय,93
10742,aborto,गर्भपात,34
9826,boise,बोइस,44
13183,desplegado,तैनात,13
14012,podría,हो सकता है,6
13527,tecnología,प्रौद्योगिकी,12
6538,arrogante,अभिमानी,59
13097,categorías,श्रेणियाँ,6
8151,buda,बुद्धा,56
12320,gloria,ग्लोरिया,25
10922,terranova,न्यूफ़ाउन्डलंड,37
190,supervisar,देखरेख,70
1952,asiria,अश्शूर,92
2322,pímetro,पिक्स,90
11197,táctica,युक्ति,18
13772,verde,हरा,11
8674,monje,साधु,38
2826,tres veces,तीन बार,88
10457,amsterdam,एम्स्टर्डम,39
3383,gatear,रेंगना,65
12212,colin,कॉलिन,26
2215,códec,कोडेक,85
11345,repostaje,ईंधन भरने,31
12516,civiles,असैनिक,17
7335,anciano,बुज़ुर्ग,62
12946,selección,चयन,11
8539,petición,याचिका,39
6942,gallo,मुरग़ा,51
8921,hundirse,डूब गया,51
11893,margen,हाशिया,25
5786,varonil,मैनली,71
2336,hacia el sur,दक्षिण की ओर,56
4206,diapositivas,स्लाइड,40
13485,votar,वोट,10
7902,vértamo,हरा रंग,57
9158,ecuador,भूमध्य रेखा,28
14497,leer,पढ़ना,5
12701,contento,प्रसन्न,21
8665,cleopatra,क्लियोपेट्रा,53
814,llamativo,जाज का,98
3916,bellota,बलूत का फल,81
7715,dinámica,गतिकी,23
6696,no compatible,असमर्थित,64
2167,reordenamiento,विपर्यय,55
3148,puget,प्यूजेट,87
5216,brutus,ब्रूटस,75
14239,base,आधार,8
996,zak,ज़क,97
13735,alf,अल्फ,12
11192,corredor de luna,मूनरेकर,35
10419,nota,पाद लेख,29
11751,volumen,आयतन,26
12510,ít,मद,18
5059,vinny,विन्नी,76
4215,arqueológico,पुरातत्व,30
10174,salvavidas,जीवनरक्षक,41
2660,más rico,सबसे अमीर,89
13912,información,जानकारी,5
1917,cuarc,क्वार्क,89
7384,cadete,कैडेट,45
8467,tien,टीएन,54
2090,frankfort,फ़्रैंकफ़र्ट,92
8279,anaconda,एनाकोंडा,55
3845,sala de prensa,प्रेस कक्ष,84
10190,en total,कुल मिलाकर,41
7284,petrolero,टैंकर,52
13069,gramático,व्याकरण का,17
14205,incluido,शामिल,6
11866,ocupación,पेशा,25
4253,ocaso,ओक,81
763,calabacín,तुरई,98
0,intento,उद्देश्य,7
2877,ingenioso,विनोदपूर्ण,88
4846,farmacéutico,फार्मास्युटिकल,66
480,monómero,मोनोमर,96
12974,pelotas,गेंदों,10
9835,consulta,जांच,41
14256,llamadas,कॉल,8
8774,freud,फ्रायड,52
12252,nodos,नोड्स,23
3780,deteriorado,बिगड़ी,61
12057,contenido,निहित,7
4677,canuck,कैनक,78
1390,paraguayo,परागुआयन,90
5614,jumbo,दैत्य,71
10795,notario,आयुक्त,36
3466,editor,जारीकर्ता,85
5425,cuerno grande,बड़े सींग,74
2886,somers,सोमर्स,88
9442,contencioso,विवादास्पद,47
8398,coincidencia,संयोग,38
13086,mercado,मंडी,12
8252,wo,वू,55
13229,hijo,बेटा,15
10956,indies,इंडीज,23
8364,núcleo,नाभिक,55
8573,hubble,हबल,53
5722,ardilla de tierra,धानीमूष,37
6749,mosa,मीयूज,65
4457,huella dactilar,अंगुली की छाप,62
3626,leno,लीनो,85
58,limonada,नींबु पानी,100
4157,volga,वोल्गा,82
3238,nematodo,निमेटोड,87
3510,remolcar,रस्सा,52
1486,médula,मज्जा,95
6174,kiwi,कीवी,64
13196,cleveland,क्लीवलैंड,16
11741,amazonas,वीरांगना,29
9832,taxi,कैब,43
11344,culo,नितंब,32
11885,kenny,केनी,28
10817,frecuencia,आवृत्ति,35
11676,jacarta,जकार्ता,30
1056,serina,सेरीन,91
5811,termómetro,थर्मामीटर,71
13926,incluso,यहां तक ​​की,7
2691,telford,टेलफोर्ड,89
2843,ecribios,ईसीबी,88
14464,archivado,दायर,6
5203,donde,जिसमें,75
3324,boller,बॉलर,86
2663,platónico,आदर्शवादी,88
8359,mansión,हवेली,52
699,trozo de cuero,बड़ा तमंचा,95
4791,no ganado,काम न करनेवाला,78
4170,guantelete,लोहे का दस्ताना,81
11770,fiji,फ़िजी,29
7802,de ciclón,साइक्लोनिक,11
14417,limitado,सीमित,8
5048,vivat,विनाट,76
14348,tomando,ले रहा,5
14401,específico,विशिष्ट,7
2648,mitocondrio,माइटोकांड्रिया,89
7541,zaire,ज़ैरे,61
11122,bucanero,जलदस्युओं,34
1927,metanol,मेथनॉल,92
13397,gato,बिल्ली,13
6939,eón,कल्प,62
10078,regina,रेजिना,42
1826,brutín,ग्रिंच,93
6283,montpelier,मॉन्टपीलियर,69
9509,vanessa,वैनेसा,47
13945,cómo,कैसे,7
4599,remembranza,स्मरण,78
7619,mágico,मैजिकल,22
4952,eslavo,स्लाव,77
11749,exactitud,शुद्धता,29
5741,judas,यहूदा,72
9974,senegal,सेनेगल,43
11743,renacimiento,पुनर्जागरण काल,30
7961,cathy,कैथी,58
13239,brasil,ब्राज़िल,16
8849,chispero,स्पार्की,51
567,jacobita,जेकोबीन,96
1111,mol,मोल,95
8273,aborigen,आदिवासी,44
6611,schubert,श्यूबर्ट,66
12256,thompson,थॉम्पसन,25
14304,caer,गिरना,12
10304,insignia,बैज,37
12838,acercarse,पहुंचना,15
3775,vernáculo,मातृभाषा,84
9995,carmesí,गहरा लाल,43
3571,vivian,विवियन,85
121,almidón,स्टार्च,95
1478,agua salada,खारा पानी,95
12294,otan,नाटो,25
5449,idiota,मूर्खतापूर्ण,27
8599,multimedia,मल्टीमीडिया,53
6860,reside,बसता था,17
898,insensible,सुन्न,90
1261,ridículo,उपहास,32
11338,impulsado,चलाया हुआ,33
12508,dennis,डेनिस,23
3142,psicoactivo,साइकोएक्टिव,87
13079,árbol,पेड़,16
5194,cofactor,सहायक कारक,72
14006,c,सी,6
2195,miríada,असंख्य,89
12039,delincuente,आपराधिक,24
2650,cripto,क्रिप्टो,89
5658,higo,अंजीर,69
7112,umm,उम्म,63
6489,embarazoso,संकोची,45
5622,indiscutible,साफ़-जाहिर,68
11423,argentino,स्र्पहला,32
5996,aster,एस्टर,70
12396,gráficos,चार्ट,13
2044,antenas,एंटेना,58
11513,socialista,समाजवादी,29
8211,copérnico,कोपरनिकस,56
4672,manuscritos,पांडुलिपियों,60
1773,rosado,कनिष्ठा,88
4343,enoc,एनोह,81
6658,tallista,खोदनेवाला,66
4335,cretáceo,क्रीटेशस,81
11946,expresado,व्यक्त,14
11073,flecha,तीर,31
5299,mala conducta,दुराचार,75
5883,distrito electoral,चुनाव क्षेत्र,48
8021,reps,निरसित,54
7303,flexible,लचीला,52
9331,consumado,ग्रहण किया हुआ,29
13667,nada,कुछ नहीं,12
7964,alarma,अलार्म,47
8764,fresno,फ्रेस्नो,52
2134,lansdowne,लांसडाउन,92
6858,cpt,सीपीटी,64
6435,africanos,अफ्रीकियों,13
7963,podar,ट्रिम,41
12123,sr,एसआर,26
10783,buscando,मांगना,23
4681,banquete,भोज,75
5585,brezhnev,ब्रेजनेव,73
2737,de la unesco,यूनेस्को,88
817,melaza,गुड़,98
10329,navegar,ब्राउज़,36
11272,herbot,हर्बर्ट,34
6670,cabeza de puente,बांस,64
13179,ofensa,अपराध,10
10247,medido,मापा,17
10287,chester,चेस्टर,41
6865,reacio,अनिच्छुक,59
10595,pil,जनहित याचिका,38
912,diagnóstico,नैदानिक,92
3593,samaritano,सामरी,83
3495,hadiz,हदीथ,85
13583,italia,इटली,12
4988,salina,सलीना,64
14393,rostro,चेहरा,12
7606,mosquito,मच्छर,57
9556,nú,न्यू,41
9010,reiniciar,पुनर्प्रारंभ करें,40
3923,orto,ऑर्थो,83
1535,imitar,भांड,91
12533,exacto,सटीक,22
11633,ce,चुनाव आयोग,31
9120,alfiler,पिन,39
12364,murray,मुरे,24
4231,enfield,एनफील्ड,81
13873,cualquier,कोई,5
4114,taquigrafía,आशुलिपि,68
11151,congo,कांगो,35
2287,sembrar,बीज बोना,84
11860,madriguera,ख़रगोश पालने का बाड़ा,28
13128,introducción,शुरू,10
9316,excluyendo,के सिवा,32
808,golpe de estado,क्रान्ति,98
6080,tía,चाची,68
2632,neural,तंत्रिका,89
4896,contratistas,ठेकेदारों,61
13511,toronto,टोरंटो,13
10096,telescopio,दूरबीन,39
13588,johnson,जॉनसन,12
13125,obra de arte,कलाकृति,17
10528,nuevo testamento,एनटी,39
11983,los ciudadanos,नागरिकों,23
13764,verdadero,असली,11
7239,confucionismo,कन्फ्यूशीवाद,62
1036,arpillera,हेस्सियन,93
9766,permiso,परमिट,22
13199,inconveniencia,असुविधाजनक,16
9547,liechtenstein,लिकटेंस्टाइन,46
6523,infeccioso,संक्रामक,67
6242,balde,बाल्टी,65
2939,de mierda,गंदे,84
7289,kemp,केम्प,60
13319,tifón,आंधी,15
2198,recaudación de fondos,धन उगाहने,90
10200,pintada,भित्ति चित्र,41
1424,canto,मंत्र,49
8865,berkshire,बर्कशायर,51
1402,tamara,तमारा,95
430,dayan,दयान,100
8752,cherokee,चेरोकी,51
11191,electoral,निर्वाचन,30
6643,desaparecer,गायब होना,34
6382,profe,प्रोफेसर,67
12081,bombardeo,बमबारी,26
4380,berkowitz,बर्कोविट्ज़,80
4897,confucio,कन्फ्यूशियस,77
7243,quiropráctica,काइरोप्रैक्टिक,62
11653,propiedad,स्वामित्व,30
12698,adivinar,अनुमान,20
3725,hg,एचजी,84
11466,reorganizado,पुनर्गठित,26
12964,omisiones,चूक,18
438,pasaje,दालान,94
13477,filadelfia,फ़िलाडेल्फ़िया,13
2698,limoneno,लाइमीन,88
12736,prensado,दबाना,12
1758,fascinado,रोमांचित,50
14183,fiesta,दल,9
11174,facilitar,आसान करना,31
4660,dada,डेड,78
2093,dinar,दीनार,82
3490,aminotransferasa,एमिनोट्रांस्फरेज,85
12898,utah,यूटा,19
4261,homicidio,मानव हत्या,71
12241,pablo,पाब्लो,25
13658,parecer,लगना,9
3958,subliminal,अचेतन,82
13770,suficiente,पर्याप्त,11
7344,estadio,स्टेडिऑन,62
6117,coloso,प्रकांड व्यक्ति,69
14159,laboral,कार्यरत,5
537,fez,फेज,99
7779,flatulencia,पेट फूलना,59
674,hagar,हैगर,98
12269,monstruo,राक्षस,23
11475,altavoz,वक्ता,27
4870,decreciente,घटते,38
404,palmira,खजूर का वृक्ष,100
13648,necesariamente,अनिवार्य रूप से,12
1273,piedra preciosa,मणि पत्थर,88
11210,pac,पीएसी,34
5307,filippo,फिलिपो,75
2754,cervecería,शराब की भठ्ठी,82
12363,correctamente,सही ढंग से,24
2844,frailecillo,तुफ़ानी,88
7718,contradicción,विरोधाभास,33
12882,alfa,अल्फा,19
5597,bobo,मूर्ख,64
905,cultivado,खेती,63
5288,macarrones,मैकरोनी,75
13736,república,गणतंत्र,12
12362,empacadores,पैकर,23
6084,picadillo,हैश,63
13497,mph,मील प्रति घंटा,13
10705,fiebre,बुखार,38
12674,hotel,होटल,20
6734,damasco,दमिश्क,65
3208,enérgico,शक्तिशाली,82
2441,antígona,एंटीगोन,90
1877,despertador,जाग्रत,27
10414,broadway,ब्रॉडवे,40
13833,que,बजाय,6
5754,parálisis,पाल्सी,72
11368,grueso,स्टौटर,33
3421,covalente,कोवलेंट,85
9175,sk,एसके,49
4997,extrasolar,एक्स्ट्रासोलर,77
6607,licenciado en derecho,बीएल,65
4350,antecedentes,पृष्ठभूमि,16
6853,tudor,टुडोर,65
2372,buzón,मेलबॉक्स,88
9513,bartlett,बार्टलेट,47
1693,náusea,जी मिचलाना,94
13186,extranjero,विदेश,16
12710,donald,डोनाल्ड,21
7266,rojizo,roanoke,62
11879,rs,रु,28
13763,fuertemente,दृढ़ता से,11
6308,camarón,झींगा,68
185,lilium,लिलियम,100
2982,gig,गिड,88
1619,ático,अटारी,92
1644,extraordinariamente,असाधारण ढंग से,94
1528,vejiga,मूत्राशय,95
9037,exigente,की मांग,19
13354,antiguo,प्राचीन,14
4669,heller,हेल्लर,78
6392,conjuntamente,संयुक्त रूप से,68
4749,phyllis,फिलिस,78
8315,hindi,हिन्दी,55
9189,batán,कपड़ा साफ करनेवाला,49
13609,por lo tanto,इस प्रकार,12
11209,esquí,स्की,26
5573,topología,टोपोलॉजी,62
6668,verdi,वर्डी,66
13440,lo que,जो भी हो,14
3260,afinidad,आत्मीयता,78
10129,dio cuenta,एहसास हुआ,23
12011,newcastle,न्यूकासल,27
11498,periódicos,समाचार पत्र,14
13592,kuru,कुरु,12
1960,lilith,लिलिथ,92
6142,cate,केट,62
13289,incidente,घटना,13
1925,donne,महिलाओं,92
5742,cítrico,सीआइडी,72
7464,leningrado,लेनिनग्राद,61
9577,a escala nacional,राष्ट्रव्यापी,46
12829,tocino,सूअर का मांस,20
4148,carretera de circunvalación,रोड्रुनर,73
4713,alegre,टुकड़े करने वाला उपकरण,78
4555,flavio,फ्लेव,79
4924,natal,जन्म का,77
5355,phane,फेन,74
13300,elevado,पला बड़ा,13
3849,camilla,कैमिला,83
3202,bacteriano,बैक्टीरियल,87
9205,muñequita,नादान,49
2186,tonterías,एक प्रकार की गाड़ी,80
3793,vascular,संवहनी,84
5537,habitación,शयनकक्ष,70
3976,elegante,सुरुचिपूर्ण,70
12853,samoa,समोआ,20
14085,director,निदेशक,17
6829,jockey,जॉकी,60
9909,eng,इंग्लैंड,43
1189,teel,टेल,96
9510,tubo,पाइप,38
14077,punto,बिंदु,6
1627,linaza,फ्लेक्स,94
12167,delta,डेल्टा,26
6262,loki,लोकी,69
9134,janet,जेनेट,49
7478,comandos,कमांडो,33
3060,angular,कोणीय,87
5580,chaleco,बनियान,55
642,paralizado,झोले के मारे,92
12126,billón,एक अरब,26
12427,elegido,चुना,24
8624,herpes,हरपीज,53
9857,tierras altas,अधित्यका,31
9068,balonmano,हेन्डबोल,48
3198,verbos,क्रियाएं,49
2919,coburg,कोबर्ग,88
14468,quiere,चाहता हे,5
11847,rival,प्रतिद्वंद्वी,22
8723,asesino,बध करनेवाला,52
13617,mesa,टेबल,12
11102,ayer,बीता हुआ कल,35
5153,amenaza,खतरा,67
9842,vecindad,आस - पास,44
10748,inalámbrica,तार रहित,38
6341,esposas,पत्नियों,68
9174,felicidades,बधाई हो,41
5598,a la fuerza,बलपूर्वक,66
10417,susan,सुसान,39
8822,trilogía,त्रयी,51
5740,veterinario,पशुचिकित्सा,72
6896,cierto es que,आशा से,64
8393,estacionario,अचल,55
13304,aficionados,प्रशंसक,11
9484,avantón,अवंत,47
1546,capellán,पड्रे,42
14060,seis,छह,10
7965,marchitar,विल्ट,56
3918,gideon,गिदोन,83
8923,palomitas,पॉपकॉर्न चाहिए,51
192,ako,एको,100
574,inmersión,विसर्जन,87
7327,educación física,पी.ई,61
12441,franklin,फ्रेंकलिन,24
14074,lejos,दूर,8
10021,componentes,अवयव,27
952,chubasco,वायु का झोंका,89
11356,hombre de verdad,सच्चा आदमी,33
9875,polluelo,चूजा,38
13990,ordenador personal,पीसी,35
10868,newport,न्यूपोर्ट,37
6739,manatí,मानाती,65
12794,ted,टेड,20
7589,vertedero,गंदी जगह,42
13404,juntos,एक साथ,14
12830,rueda,पहिया,16
13573,con frecuencia,अक्सर,12
3798,mahdi,महदी,84
11015,barrera,बैरियर,33
2123,antitanque,टैंक रोधक,92
1013,mandón,गौ,97
11503,tíbet,तिब्बत,32
4388,espuma,फोम,76
11348,banda,पट्टी,26
12316,cazador,शिकारी,23
10204,manejo,हैंडलिंग,21
218,nitrophenol,नाइट्रोफेनॉल,100
199,gertrude,गर्ट्रूड,100
83,manchar,मैला करना,99
9014,iluminado,ज्योतिर्मय,49
2530,ymca,वायएमसीए,90
3791,agitado,हिल,84
1727,penetrado,लिखे,38
14442,decidido,फैसला किया,7
11105,bibliómano,पुस्तकों का प्यार करनेवाला,35
14223,crear,बनाएं,5
12732,piscina,पूल,20
3321,anticiclón,प्रतिचक्रवात,79
4554,prometeo,प्रोमेथियस,79
7926,esperma,शुक्राणु,58
8276,lucio,पाइक,49
9922,señora,श्रीमती,10
8986,aba,ए.बी.ए.,48
5244,rattlers,रैटलर्स,73
13003,conservó,रखा,18
6682,empinado,खड़ी,63
365,macaco,अफ्रीका का लंगूर,99
9362,cementerio,कब्रिस्तान,47
13474,finalmente,आखिरकार,7
8912,mk,एमके,48
6139,resbaloso,चालाक,63
8218,excepcional,असाधारण,13
9340,pipí,मूत्र,47
1241,más lejos,दूर का,95
14440,libro,किताब,9
11660,unir,मर्ज,18
712,no escrito,लिखा नहीं,98
11908,raro,असामान्य,25
12462,esquina,कोने,22
8039,soleado,धूप,40
785,moa,मोआ,98
11518,boletin informativo,समाचार पत्रिका,31
7496,uc,यूसी,61
1292,tolstoy,टालस्टाय,95
9798,guardabosque,रेंजर,17
6003,sauce,विलो,66
4784,cartulina,गत्ता,78
1316,mambo,मैम्बो,95
11271,cuarteles,तिमाहियों,9
7355,cerebral,सेरिब्रल,62
11906,pique,पूरे वेग से दौड़ना,27
13140,suecia,स्वीडन,17
8635,sapo,मेंढक,52
9601,intersección,चौराहा,41
11252,atribuido,जिम्मेदार ठहराया,14
12056,pseudomonas,स्यूडोमोनास,27
8840,puntuación,विराम चिह्न,47
13704,conducir,चलाना,10
240,escupir,थूकना,26
11786,inferior,अवर,29
8346,voltaire,वॉल्टेयर,55
14099,dar,देना,8
4612,plátanos,केले,37
7449,rees,के लिए rees,56
3188,manipulador,हैंडलर,80
1015,andino,रेडियन,97
2139,situación,वचन,92
10282,derbyshire,डर्बीशायर,41
8502,custodia,हिरासत,53
9102,geotérmico,भू-तापीय,50
4872,leto,लेटो,77
528,heno,हेन,99
1868,chocho,टकराने,42
5056,ligando,लिगैंड,62
7752,ruidosamente,जोर जोर,59
12797,piloto,पायलट,16
7873,perpetradores,अपराधियों,43
14087,total,कुल,7
13561,jones,जोन्स,12
13237,maestro,गुरुजी,12
12911,museo,संग्रहालय,19
5199,conserje,चौकीदार,75
4414,novela,नोवेला,77
11864,jerga,बोलचाल की भाषा,29
1793,celulosa,सेल्यूलोज,88
11734,cadena,जंजीर,27
11244,cardenal,कार्डिनल,14
12798,oposición,विरोध,17
8013,absolutamente,बिलकुल,57
5834,gorman,गोर्मन,71
6329,barlovento,विंडवार्ड,62
3205,tener suerte,पड़ना,86
7886,excedido,पार हो गई,37
3434,sensorial,ग्रहणशील,85
11127,voltereta,उलट-फेर,35
8371,thatcher,थैचर,55
7838,hábito,आदत,45
6666,retoque,रिटूक,66
11682,abeto,देवदार,30
8125,maduro,प्रौढ़,44
3924,thunderbird,थंडरबर्ड,83
12749,pm,बजे,21
6852,desmovilización,वियोजन,51
4762,compañerismo,अध्येतावृत्ति,77
13453,artista,कलाकार,12
12310,aumento,वृद्धि,19
2564,salma,सलमा,90
9226,emocional,भावुक,30
1030,yarborough,यरबोरो,97
2780,cebador,भजन की पुस्तक,85
6148,génova,जेनोआ,69
11686,nueva york,न्यूयॉर्क,30
2706,agnóstico,अज्ञेयवाद का,88
6525,ewing,इविंग,64
4043,sencillez,सादगी,81
10669,editorial,संपादकीय,34
10622,aparejo,बर्टन,38
9164,tacones,हील,42
11453,wyoming,व्योमिंग,32
13309,administrado,कामयाब,9
8480,trascendencia,आशय,39
397,raqueta de nieve,स्नोशू,98
10891,bárbara,बारबरा,37
10462,monte,मोंटे,35
57,muriendo de hambre,निराहार,84
7796,ironía,विडंबना,59
11844,blake,ब्लेक,29
5120,anexial,एनेक्सियल,76
13056,graham,ग्राहम,18
813,atigrado,बद गप्पी,98
2239,matadero,क़साईख़ाना,90
8449,sismología,भूकंप विज्ञान,52
8915,silbido,गुनगुनाहट,50
2928,civilmente,आदाब से,88
7896,destrozado,बिखर,52
13943,apagado,बंद,8
11852,chupar,चूसना,22
6651,toma de corriente,आउटलेट,45
12845,gasolina,ईंधन,19
1722,vl,वीएल,93
13983,ayuda,मदद,6
8988,intérprete,कलाकारों,10
73,centauri,सेंतौरी,100
544,dioxina,डाइअॉॉक्सिन,99
13415,mateo,मैथ्यू,14
6898,fantasmas,भूत,30
6873,gan,गण मन,64
4538,basílica,बासीलीक,78
2225,brahmán,ब्राह्मण,77
6432,fluorescente,फ्लोरोसेंट,63
10369,álgebra,बीजगणित,38
12967,wayne,वेन,19
11683,preferir,पसंद करना,9
6780,capataz,पंचों का सरदार,65
12271,disuelto,को भंग कर दिया,24
10487,composición,संयोजन,28
14433,comisión,आयोग,18
5827,concluye,निष्कर्ष निकाला है,23
4771,mangosta,नेवला,78
6125,imbécil,मनहीन,69
13412,franco,स्पष्टवादी,14
1523,tierras bajas,समतल नीचा भूमि,74
13620,africaans,दी,12
12577,di,डि,22
2143,amt,एएमटी,92
7587,abucheo,बू,49
3954,satírico,व्यंगपूर्ण,52
5759,apurarse,जल्दी कीजिये,66
9709,xiii,तेरहवें,45
3293,tribusmen,आदिवासियों,86
12807,acoplado,युग्मित,12
6763,salvación,मोक्ष,65
10791,catorce,चौदह,38
7855,reno,रेनो,59
5166,libre,निःशुल्क,75
12835,manchester,मैनचेस्टर,20
375,sílice,सिलिका,100
2546,nucleolo,न्यूक्लियस,90
9738,silencio,शांति,40
13479,girar,मोड़,9
10410,crea,बनाने की प्रक्रिया,40
10149,budapest,बुडापेस्ट,42
6968,zorro,ज़ोरो,64
5764,nixie,मत्स्यस्री,72
11655,descendente,गिर रहा है,12
6202,germinar,जर्मेन,69
12981,calendario,अनुसूची,13
734,insatisfactorio,असंतोषजनक,98
8349,langley,लैंग्ले,55
6032,firmificado,अभिव्यंजना,43
2080,ajo,लहसुन,92
3233,nucleico,न्यूक्लिक,87
2371,reebok,रिबॉक,90
8316,congelado,जमा हुआ,55
6335,documentación,कुछ दस्तावेज़ीकृत,12
10298,científicos,वैज्ञानिकों,31
613,escudriñado,छानबीन,94
6760,periférico,परिधीय,59
8817,og,ओग,52
3770,birdman,बर्डमैन,84
9306,policías,पुलिसकर्मियों,48
1065,abarcado,घेर,36
9342,roters,दंगाइयों,47
4067,sin cable,ताररहित,82
5560,fuera de juego,ऑफसाइड,73
343,termita,दीमक,100
5976,aburrimiento,उदासी,70
14369,conferencia,सम्मेलन,10
5164,corola,कोरोला,75
5799,conservatismo,रूढ़िवाद,72
14309,personal,निजी,6
12434,puente aéreo,विमान सेवा,23
6605,lai,लाइ,66
5895,procesado,मुकदमा चलाया,40
9263,loca,एलओसी,48
786,doh,रवींद्र,98
2452,dotado,प्रतिभाशाली,41
5053,vasco,बस्क,73
8167,participantes,नवागंतुकों,50
4594,prolífico,उर्वर,78
8464,silla de ruedas,व्हीलचेयर,53
11623,árabes,अरबों,12
4627,espongiforme,स्पाँजिफार्म,79
7194,presbiteriano,पुरोहित,60
7594,abuelo,दादा,59
4499,calificaciones,रेटर,77
12939,verdad,सत्य,18
1445,majestuoso,आलीशान,92
5312,confitería,हलवाई की दुकान,75
13585,nacido,जन्म,12
393,tamarin,टामारिन,100
7498,indus,सिंधु,61
4172,radford,रेडफोर्ड,82
4094,salchicha,वीनर,80
4274,oxidasa,ऑक्सीकारक,80
5724,malabares,जादू,70
9066,sinopsis,सार,50
13711,islas,द्वीपों,9
3061,dy,डीवाई,79
3662,jefe,ओसी,84
11265,ártico,आर्कटिक,34
2348,no debería,नहीं करना चाहिए,90
12159,cohete,राकेट,20
12012,broncos,ब्रॉनकॉस,27
9291,estanbul,इस्तांबुल,48
14268,demanda,माँग,19
1875,etano,डाइमिथाइल,92
761,siríaco,सिरिएक,98
4801,pandora,भानुमती,76
11269,malta,माल्टा,34
14478,analista,विश्लेषक,45
13368,trofeo,ट्रॉफी,14
13048,cincinnati,सिनसिनाटी,18
1165,noosfera,नोवोस्फीयर,96
5555,samsara,संसार,73
2477,escapada,रनऑफ,90
11305,volcán,ज्वालामुखी,32
10969,tradicion,परंपरा,17
6377,triptamina,ट्रापेटामाइन,68
1707,bola de fuego,आग का गोला,91
337,ratatouille,रैटाटुई,100
12606,acusado,दोषी,15
5649,bocinazo,हार्न,71
5962,reintegrar,पुनः स्थापित करना,41
11605,género,शैली,26
14039,sin embargo,तथापि,6
6777,lino,सनी,65
3471,mauricio,मौरिसियो,86
8757,mozar,मोजार्ट,52
13385,ruso,रूसी,14
13521,otorgar,पुरस्कार,9
13852,alguno,कुछ,6
13025,coronel,कर्नल,17
1329,gárgola,परनाला,92
2283,sla,स्ले,91
4061,globos,गुब्बारे,39
9065,nirvana,निर्वाण,50
6497,archipiélago,द्वीपसमूह,67
516,guerna,ग्वेर्नसे,99
7930,rígido,निरा,58
14008,hasta,जब तक,9
5600,para que no,ऐसा न हो कि,58
14106,nivel,स्तर,11
1690,glaucoma,आंख का रोग,94
4909,serra,सेरा,77
3222,siciliano,सिसिली का,83
5897,veto,वीटो,60
14152,paquete,पैकेट,19
12416,chile,चिली,23
12723,lunes,सोमवार,21
4083,motonieve,स्नोमोबाइल,79
55,óvulo,अंडाणु,100
1110,reagrupado,फिर से एकजुट,79
6478,pyr,पायर,67
1072,tesoros,खजाने,46
8845,pintor,चित्रकार,49
3277,hed,हेड,86
3644,sin ánimo de lucro,ग़ैर-लाभकारी,85
11061,munición,गोलाबारूद,36
5805,desviado,बँट,58
13653,irak,इराक,12
12461,uniforme,वर्दी,20
4700,mollusca,मोलस्का,78
9616,estilo libre,फ्रीस्टाइल,45
4704,septa,सिपा,78
4364,csc,सीएससी,80
4324,debutante,लोगों के सामने पहली उपस्थिति करनेवाली,67
396,selenio,सेलेनियम,100
8902,autónomo,स्वायत्तशासी,49
7515,balada,बलाद,54
10085,bartón,रियासत,42
7892,aliado,मित्र,18
455,harmalina,हार्मलिन,100
7032,rhodesia,रोड्सिया,63
3361,metilfenidato,मिथाइलफेनाडेट,86
6444,vigilante,देख भाल करने वाला,66
2821,ceder,डांग,87
14149,soltero,अकेला,9
7570,papá,पिताजी,59
8737,despectivo,अपमानजनक,52
7137,tomar el control,कब्जा,62
2558,sao,साओ,90
452,zurrar,ड्यूर,100
4432,glutamato,ग्लूटामेट,77
4300,canoa,डोंगी,70
9970,hippie,हिप्पी,40
13466,en general,संपूर्ण,13
1750,rectángulo,आयत,90
10780,teorema,प्रमेय,37
4464,eurasiático,यूरेशियन,79
2510,farsante,पाखण्ड,90
