ID,SPAIN,FRENCH,INTERVAL
9915,dover,douvres,46
10246,víspera de todos los santos,halloween,44
3563,eras,ère,18
11245,tostada,griller,37
13542,huelga,la grève,13
12852,bosque,forêt,22
8196,fundado,financé,24
12733,apresurarse,précipité,14
7169,rebotó,rebondir,29
8098,recoger,récupérer,58
3072,almendra,amande,87
12274,señal,signal,23
7934,esquilador,tondeur,57
4053,pictórico,pictural,82
13747,azul,bleu,12
4539,dieses,matricoles,81
4191,hilanderos,fileuse,56
5349,chorro,jet,75
2402,psiquiatría,psychiatrie,92
12415,amanecer,aube,27
14481,prensa,presse,13
7094,pulga,puce,64
10356,sobrevivientes,survivants,35
3484,glacial,glacé,87
10856,caramelo,des bonbons,39
14486,característica,fonctionnalité,11
6753,berilo,béryl,67
5962,reintegrar,rétablir,44
8598,nulo,néant,53
11956,agujero,trou,26
8851,ramamente,flagrant,54
8385,pólvora,poudre à canon,58
1613,ceilán,ceylan,95
6179,upc,cpu,68
13625,claro,dégager,13
5122,vidente,fey,78
4247,agravio,délivrer,81
8544,pozo,weller,56
1693,náusea,la nausée,95
13319,tifón,typhon,17
12267,odio,détester,26
14164,marcas,fait du,5
12073,espiar,espionner,29
6660,asís,assisi,68
2870,púbico,pubien,89
4387,jazmín,jasmin,80
11497,normandía,la normandie,35
11495,sin cabeza,sans tête,35
11190,piratería,le piratage,38
9487,arroyo,beck,49
2465,acicalar,jeune marié,77
9716,tormenta de nieve,tempête de neige,47
6787,de forma remota,à distance,40
10789,herramientas,outils,22
2237,tez,texturer,92
4024,adherirse,fendre,76
11767,dañar,préjudice,13
12799,reloj,l horloge,22
10422,mintiendo,mensonge,23
8093,faldas,jupes,48
8410,cera,la cire,53
12010,mermelada,confiture,29
13395,color,couleur,14
10983,arrojado,jeté,39
12775,niño,enfant,18
4029,lecha,laitance,84
9834,amistad,relation amicale,46
13803,ser,être,5
9537,cena,dîner,49
4347,pte,pce,82
2783,coche de turismo,roadster,85
982,restablecido,rétabli,84
10057,máquina de alquiler,hackney,46
1328,apatía,apathie,96
6141,timbre,dingue,69
3159,empresarios,les hommes d affaires,88
5731,zarigüeya,opossum,73
8688,pimientos,poivrons,34
13827,haría,serait,5
10567,innecesariamente,inutilement,42
14432,seguro,assurance,16
5340,folleto,brochure,65
5343,patio,quadruple,74
2176,guisa,apparence,90
5133,zulú,zoulou,77
10848,carro,cordon,40
398,tiempo espacial,espace-temps,100
8515,obutor,houvernotes,34
12283,perú,pérou,29
1530,seguro médico del estado,medicare,95
4313,vendedor ambulante,colporteur,82
11840,cartelera,panneau d affichage,32
1878,derribado,renversé,79
11894,vicente,vexent,32
8745,bíblico,biblique,55
5636,dignidad,dignité,74
656,esporádicamente,sporadiquement,67
7658,remitente,expéditeur,62
14177,diseñado,conçu,11
12547,intercambio,échanger,23
10643,hilado,filé,41
12474,tratado,traité,21
2620,estereoscópico,stéréoscopique,90
11144,ce,crevé,38
8977,francotirador,tireur d élite,50
12565,probar,prouver,17
9990,cuántico,quantum,46
5800,de desarrollo,du développement,74
5546,bajá,pacha,75
8223,sufijo,suffixe,54
5525,retirada,retraite,35
1556,franceses,francaire,95
2997,ñame,miam,88
892,abasí,abbaside,98
3479,reedidado,réédité,68
2501,sobremarcha,surmultipliée,91
4536,hipotético,hypothétique,78
3616,prenda interior,sous-vêtement,79
8772,luterano,luthérien,51
5086,desenfrenado,rampant,78
5629,chiíta,chi ite,75
9040,formación,déployer,51
11402,sin anhelo,sans but,36
12135,af,un f,30
8179,llevar una vida de soltero,bach,58
299,agrupado,groupé,77
10006,burro,âne,46
13557,al otro lado de,de l autre côté,15
69,clérigos,clercs,70
9368,nosotros mismos,nous-mêmes,50
13139,mañana,matin,19
12767,década,décennie,20
6357,farley,farfelu,70
10397,cra,ave,43
1786,dálmata,dalmatien,74
5589,fabricación de cerveza,brassage,43
1412,huella,tirets,48
4848,burdeos,bordeaux,80
7681,heráldica,héraldique,62
5527,brest,bresser,76
9737,leva,came,42
5956,cuarteto,quatuor,71
11591,veteranos,anciens combattants,26
1929,bilis,bile,93
5713,dihidrógeno,dihydrogène,74
12272,papa,le pape,28
5612,pubertad,la puberté,75
13854,afuera,dehors,6
13454,broma,blague,14
10375,aeródromo,aérodrome,36
3380,sabiendas,sciemment,87
6215,bolo,quille,60
8582,posada,auberge,47
10288,sidney,svelteau,44
13500,seguridad,sécurité,13
9612,complicado,compliqué,41
251,tambaleante,culbutage,72
8905,emmy,emmée,54
3200,infligir,infligeant,54
3077,tipografía,typographie,88
13883,sistemas,systèmes,10
8574,encendedor,briquet,55
6019,prevalecer,prévaloir,42
7642,preludio,prélude,61
1161,madeira,madère,97
4758,libro de bolsillo,livre de poche,74
14424,especialmente,en particulier,12
6237,respetuosamente,avec respect,12
12729,jinete,cavalier,18
2958,hermandad de mujeres,sororité,65
11734,cadena,chaîne,31
9444,azufre,soufre,47
8926,ranura,la paresse,53
3662,jefe,oc,86
7241,remojar,tremper,61
10980,actualización,modernisation,23
4939,canónico,canonique,39
14192,acordado,convenu,12
10201,pronóstico,prévision,33
12396,gráficos,graphiques,15
3140,cerámico,céramique,81
10640,pretemporada,préasé,41
2725,alta burguesía,noblesse,90
8891,deletreador,orthographe,54
6093,efímera,éphémère,72
11818,además,outre,30
9775,certificado,agréé,45
12341,memoria,mémoire,15
13947,llevar,prendre,5
13830,también,aussi,6
13297,dorado,doré,18
6978,durcy,darcier,66
1834,escarbador de vidas ajenas,déterreur de scandales,91
7599,transatlántico,doublure,60
909,nutrias,loutres,45
9864,siguño,sigrir,47
9457,tenso,dizaines,12
14029,alrededor,autour,9
11747,vigésimo,vingtième,33
10987,arrancadores,entrées,26
1666,oboe,hautbois,93
12158,demonio,diable,21
9848,mit,mitoyer,47
4039,inmaculado,immaculé,83
10088,trampa de fuego,piège de feu,45
1522,estigio,styx,95
1628,agujerito,trou d épingle,95
12653,costo,coût,22
841,calesa,petit chariot,98
4850,rosquilla,donut,76
7007,mantarraya,raie,62
11530,recuperado,récupéré,30
6016,palo,des bâtons,25
13083,dibujar,dessiner,16
3515,dinger,droguer,87
5864,inversores,investisseurs,64
314,anemómetro,anémomètre,100
8592,venezolano,vénézuélien,56
11816,falsificación,contrefaçon,30
9369,térmico,thermique,50
10596,caballo de carreras,cheval de course,31
3877,deslizamiento,glissement,73
1731,seno,sinus,89
1169,subtipo,sous-type,93
2594,de conformidad con,en vertu de,90
9005,olimpíada,olympiade,52
6784,deslizarse,glacial,67
8948,endurecido,dodu,53
1742,no modificado,non éditeur,93
14116,junio,juin,6
14127,puntos,points,7
5156,clandestino,à l abri,78
10641,revancha,remonter,41
5716,nieto,petit fils,72
5157,labios,lèvres,58
13577,joven,jeune,14
6778,flauta,flûte,65
4798,cizallado,cisaillé,30
4003,leña,woodruff,84
1721,caracterizado,caractérisé,81
11861,profundidad,profondeur,31
8234,propensión,penché,46
10717,manteca,beurre,40
12575,aureola,halo,26
11521,cuarenta y cinco,quarante cinq,35
13891,hacer,faire,5
2562,bielorruso,byélorussien,90
6892,fiyian,fidjien,67
9705,estancado,bloqué,39
2117,catalítico,catalytique,92
2471,intervilización,interlanguage,91
2399,sincronizado,synchronisé,69
12374,eléctrico,électrique,19
13228,atado,lié,12
3954,satírico,satirique,55
12641,aligerar,alléger,25
10089,incumplimiento,enfreindre,15
9236,lástima,la honte,48
7075,legitimidad,légitimité,65
8443,niebla,brouillard,56
3130,cenagal,bourbier,87
4743,expresar de otro modo,reformuler,61
5907,encefalón,encéphalon,73
11059,semanal,hebdomadaire,38
2579,lacayo,laquais,89
3744,compradores,acheteurs,79
5698,miscelánea,recueil,74
9110,megahercio,mhz,52
10329,navegar,feuilleter,39
8050,gelatina,gelée,60
509,sin fecha,sans date,99
6147,indemnización,réparations,67
8739,psicológico,psychologique,35
2181,escudero,écuyer,81
687,físicos,physiciens,59
5582,algún día,un jour,75
1679,cuesta arriba,montée,95
1432,navegante,navire,95
3233,nucleico,nucléique,88
13771,casi,presque,12
12610,delegado,del,25
12553,mientras tanto,entre-temps,26
4941,lavandería,lessive,79
12311,escocés,écossais,28
7611,soltado,déchaîné,59
8101,desempate,cravate,60
12580,habla,discours,24
4114,taquigrafía,sténographie,71
13271,relé,relais,18
8321,cístico,cystique,58
4692,tostadora,grille-pain,78
3320,envíos,expédition,67
6318,nalgas,fesses,69
5466,más cálido,chaleureux,74
3401,chirumen,ous,87
8639,picadura,piquer,54
9843,soberanía,la souveraineté,47
851,wicketkeero,gardien de guichet,98
11356,hombre de verdad,homme vrai,37
8109,armario,casier,59
13736,república,république,13
3332,gusano plano,vertage plat,88
10718,banderín,fanion,40
9883,fortaleza,forteresse,44
13189,químico,chimique,18
9906, ,n a pas,47
6391,novio,petit ami,69
3378,arruinado,faillite,85
4398,asesores,conseillers,61
4187,mirlo,merle,82
11240,fábrica,moulins,28
10354,alumni,anciens élèves,43
8496,aparato de relojería,horloge,57
5590,consentido,gâté,52
11518,boletin informativo,bulletin,35
3548,ameba,amibe,87
13618,chat,discuter,14
6712,cantidades,quantités,46
5969,genoveva,lizzie,73
600,camisa de dormir,chemise de nuit,99
1294,bebés,nourrisson,54
13718,río,fleuve,12
5435,regimiento,regretter,76
4504,cuchillas,des couteaux,81
8630,criss,crâche,56
12675,aparte,une part,23
9938,hipocresía,net,46
6652,tiza,craie,66
744,septentrional,notter,98
5640,hetero,hot,75
5938,veronicas,veronique,60
9403,desacuerdo,descendance,50
3224,desmilitarizado,démilitarisé,84
11527,peaje,sonner,34
211,valón,wallon,100
7228,peruano,péruvien,64
9105,osito de peluche,peluche,52
8586,rasgado,déchiré,56
8373,ámbar,ambre,58
5888,meteorito,météore,69
13719,aka,alias,13
3328,antiguo alumno,ancien élève,88
11826,adiós,au revoir,31
14421,cosa,chose,9
13177,encuesta,sondage,16
9085,esp,espiègler,53
2276,hermético,la cuisse,88
1964,epíteto,épithète,88
795,sabroso,délicieux,97
8726,ag,agile,55
13920,dónde,où,8
4310,desventaja,handicap,66
2634,pata,patte,86
875,prefacio,préface,92
1264,soñador,rêveur,96
10010,odisea,odyssée,46
5627,metoxi,méthoxy,75
7627,impresora,imprimante,57
3027,topacio,topaze,88
10484,ella a,selle,42
2819,marcha mala,méfait,89
4930,gafas de protección,des lunettes de protection,76
9411,estera,tapis,39
8168,calentado,chauffé,21
10559,votantes,électeurs,36
253,abertura,abner,100
10927,el plastico,plastique,38
7428,bautismo,baptême,62
13364,pedir disculpas,s excuser,6
14146,nombre,nom,7
13787,muerte,décès,11
6269,carbohidrato,glucides,70
5786,varonil,viril,74
13670,condiciones,termes,9
10801,hueco,hayes,34
13544,sotavento,lee,15
3873,peatonal,piéton,78
10804,rendición,abandon,31
13926,incluso,même,8
11020,creencia,croyance,31
13517,impreso,imprimé,12
2177,gallina,poule,81
12157,brecha,écart,28
11348,banda,déshabiller,30
7189,puerto pequeño,marina,65
7494,presentar,loge,53
12482,democracia,la démocratie,26
8507,en peligro de extinción,en voie de disparition,53
14273,cabeza,tête,11
10846,antiguo testamento,tangne,40
12644,problema,inquiéter,22
12983,porra,gamelle,19
1478,agua salada,eau salée,95
2647,teólogo,théologien,87
11314,quien,quiconque,37
10972,fortalecimiento,renforcement,20
9074,dispersado,éparpillé,47
11951,censo,recensement,31
13793,a,à,5
7740,kárate,karaté,60
2882,arriesgado,risqué,89
14415,riñonal,r,10
7947,elevación,élévation,35
5231,imprudente,téméraire,76
12758,gigante,géant,15
10827,asentamiento,règlement,35
228,cura principal,dene,100
4201,pst,tvp,83
7539,taft,faire des tasets,63
8208,escarabajo,scarabée,57
13188,niños,enfants,19
12367,locura,folie,22
8923,palomitas,popcorn,54
12028,dto,disque,29
3750,enaguas,jupon,79
2682,francófono,francophone,90
10167,pastel,gâteau,42
13851,sistema,système,10
8566,sísmico,sismique,55
2863,impresionante,dur à cuire,88
4649,regeneración,régénération,63
8669,barato,pas cher,55
11958,marchito,soi,31
11444,coulthard,coulillon,36
13320,cierto,certain,18
2869,acuífero,aquifère,88
7325,espadas,épées,36
4309,campo de pena,flambeau,82
14505,dirección,adresse,6
11600,regulaciones,règlements,26
11216,hermosa,magnifique,30
7671,ecología,écologie,52
6997,más débiles,plus faible,66
13915,su,ton,5
9022,línea costera,littoral,52
8788,orwell,orveilleux,55
10751,frasero,frisson,41
8275,molino,moulin à vent,57
9214,espada,lame,44
6368,pronger,préparateur,70
14289,máquinas,machines,11
2596,túnica,peignoir,82
11945,undécimo,onzième,31
1528,vejiga,vessie,95
12434,puente aéreo,aérien,26
2805,lo más duro,plus difficile,90
13875,a ellos,eux,6
6807,órfico,orphique,67
10179,malika,maliguer,45
13838,nuevo,nouveau,7
14419,espectáculos,montre,8
11051,vacas,bovins,38
5154,desequilibrado,déséquilibré,77
11772,brasileño,brésilien,32
14134,cambios,changements,6
1643,sholom,faire pousser,95
2797,psíquico,psychique,88
9937,caballeros,messieurs,46
6768,criptón,krypton,67
1661,aviónico,avionique,88
690,comprensión retrospectiva,sagesse rétrospective,98
12849,organizar,wr,23
4762,compañerismo,camaraderie,79
3400,músculos,muscles,38
6366,nestor,pastor,70
13164,papel,rôle,18
4813,trasladarse,déménager,35
9919,barcoso,bart,46
12912,corporación,société,18
8920,influenza,grippe,54
2331,vistazo,jars,92
1708,codiciado,convoité,92
4943,travesura,sottises,78
14203,procesando,traitement,12
7518,transversal,croisé,60
6213,aleación,alliage,65
13460,alquín,alk,16
13737,josé,joe,13
9277,génesis,genèse,51
4721,temporada media,mi-saison,81
782,semental,étalon,92
10614,confederación,confédération,25
13104,en el interior,à l intérieur,19
11699,a salvo,sûr,30
3533,manteca de cerdo,saindoux,87
3299,cirílico,cyrillique,88
3217,connagua,cossu,88
12745,fotografía,photographier,13
9097,yoduro,iodure,52
381,virrey,vice-coureur,98
14393,rostro,affronter,13
13315,pre,pré,18
9425,diecisiete,dix-sept,50
705,privación,épreuves,88
10698,reevaluado,réévalué,40
10537,en segundo lugar,en deuxième,42
2257,tartán,plaid,92
3530,ternero,veau,87
12063,escritor,écrivain,21
3963,palo de golf,gosse,80
12542,pez,poisson,22
3309,biólogo,biologiste,75
1640,reimprimir,réimpression,65
13786,de lo contrario,par ailleurs,12
9625,geometría,géométrie,48
5271,perdedores,médredeux,57
11975,puertas,portes,23
13564,baloncesto,basket-ball,15
14064,libras,livres sterling,34
12656,hungría,hongrie,25
13929,forma,chemin,8
2229,niebla tóxica,smog,92
12187,cumbre,sommet,29
7298,escénico,scénique,64
3910,borde del camino,bord de la route,84
8350,ideología,idéologie,45
13985,público,publique,9
9594,nerd,intello,45
6580,ramón,ramoneur,69
12126,billón,milliard,29
9382,batería,tambours,31
1142,perro guardián,chien de garde,95
762,salón de noticias,rédaction,97
2379,seguir,continue,84
11209,esquí,ski,30
3874,atajo,raccourci,78
11736,sidra de pera,poiré,33
8459,tesorería,trésorerie,56
7085,juerga,cintreuse,65
2459,cigarrillos,cigarettes,51
2652,estornino,étourneau,90
13705,andrés,andrew,13
14212,cargos,des charges,17
6998,chupete,sucette,65
12480,negativo,négatif,25
8760,anabólico,anabolique,54
8657,alba,album,56
13195,masa,masse,18
9357,aclaración,clarification,49
14168,política,politique,7
12361,recién,nouvellement,28
8341,lienzo,toile,58
12013,walkie,promenade,31
12884,cero,zéro,22
956,extinguir,éteindre,62
2487,corporal,physique,91
1847,torcido,de travers,94
6138,gastos de envío,affranchissement,72
277,sedanes,berline,50
4715,tendón de la corva,tendon,81
4996,dewitt,cerviter,79
8803,apestar,pong,54
1942,lázaro,lazare,93
5332,ejes,essieux,48
13769,comprensión,entente,11
10832,visión de conjunto,aperçu,39
5389,cínico,cynique,59
11720,descubrimiento,découverte,29
843,dey,deï,98
9891,días festivos,vacances,29
2707,cola,file d attente,82
330,dava,dawe,86
7481,ujier,huissier,59
9258,investigacion,sonde,46
309,barcazas,barges,78
5126,pbt,pvt,78
12426,leche,lait,27
11120,carey,coiffé,38
3125,sin acontecimientos notables,sans incidents,84
8045,felicidad,bonheur,59
5104,rediseñado,repensé,23
1327,analfabeto,analphabète,93
30,rodilleras,jambières,100
11771,reconocido,reconnu,7
11544,asiento,siège,22
922,ajetreo,bousculer,88
14412,normas,règles,8
4642,desafortunado,malchanceux,81
3444,nuque,nuke,80
1147,intransigente,diehard,97
14384,dirigir,plomb,8
10211,cangrejo,crabe,44
6326,crisol,creuset,71
5108,decididamente,résolument,78
10081,cueva,la grotte,41
334,deshonestidad,malhonnêteté,99
13589,estar de acuerdo,je suis d accord,12
6725,vena,veine,61
3311,preboste,prévôt,88
9529,bañera,bain,43
7186,grabado,gravure,46
12506,decano,doyen,26
12750,polla,queue,24
2588,familiarizado,connaissance,68
14315,derechos,droits,9
3785,australineros,midshipmen,85
3042,jarra,cruche,87
10390,saludos,les salutations,37
8783,sábana,drap,44
8626,nótese bien,nb,56
10863,raíz,racine,31
14352,ofrecimiento,offre,17
395,regordete,joufflu,100
4551,de allí,de là,81
6023,toalla,serviette,68
3635,desclasificado,déclassifié,86
13847,compañía,entreprise,10
7585,rinoceronte,rhinocéros,62
7716,eximir,exempter,52
11126,furtivo,sournois,38
13897,hecho,fait,5
13077,inning,tour de batte,14
14058,saber,savoir,8
14443,creado,créé,6
11180,ancho,largeur,38
890,semántico,sémantique,71
6444,vigilante,le concierge,68
13232,vejestorio,dodo,19
2619,tomadores,preneurs,62
4742,avergonzado,honteux,79
2548,codeína,codéine,91
10964,gastar,dépenser,30
7531,balístico,balistique,53
8454,deseado,voulu,30
2238,cruz,carfax,92
1757,carnero castrado,sifflet,93
12240,dividido,divisé,24
6681,tontos,imbécile,38
6716,pera,poire,67
13257,con cuidado,soigneusement,8
12407,contar,suite,27
394,latería,latham,100
411,cianúrico,cyanurique,99
8819,cavar,creuser,46
729,cussing,cusslement,95
6223,argelino,algérien,68
4489,arándano,airelle,81
11073,flecha,la flèche,35
5999,gruñido,grognement,71
1282,tríadas,triadelles,67
13037,ácido,acide,20
2856,asombroso,étonnant,72
9535,pospuesto,reporté,44
5914,superávit,surplus,73
13125,obra de arte,ouvrages d art,20
14011,proporcionar,fournir,6
7920,espectador,téléspectateur,37
5744,inexperto,inexpérimenté,74
5366,extrovertido,sortant,77
7795,etilo,éthyle,62
4434,escoria,écume,81
14144,mercados,marchés,14
6452,zorrillo,moufette,70
10728,predicho,prédit,26
13065,tiempo extraordinario,au fil du temps,20
11919,astucia,ast,32
10108,solitario,seul,39
13821,este,ce,5
1038,sospechoso,de poisson,98
12429,huérfano,orphelin,26
7491,firewall,pare-feu,63
10013,malhumorado,de mauvaise humeur,46
2178,incontrovertido,non controversé,90
12510,ít,objet,20
12014,ajustarse,se conformer,16
10293,motivo,saké,43
8306,emparejado,jumelé,23
6881,zarzo,acacia,65
484,paternidad,parentalité,99
2270,horrendo,horrible,92
12655,yo soy,je suis,25
3719,caduco,à feuilles caduques,86
4045,descontento,mécontentement,80
9088,vinilo,vinyle,52
10760,jugo,jus,40
9073,rebautizar,renommer,24
9934,gimnasia,gymnastique,44
5029,estimular,éperon,36
14186,tomado,pris,9
1963,topográfico,topographique,91
8834,oso pardo,grizzli,48
7644,pálido,blême,62
6041,atún,thon,72
5180,premontado,prénom,78
1194,trompeteo,fanfare,97
8061,comió,a mangé,59
8236,zumbido,bourdonner,57
12043,subterraneo,métro,30
2010,error de ortografía,orthographiant,62
14076,diseño,conception,11
8383,toronjil,mélisse,58
3630,craptor,poignée,86
10121,rodillo,rouleau,44
5440,alícuota,aliquote,76
12933,refugio,havre,22
13802,con,avec,5
5178,sin escalas,sans arrêt,78
12236,medio tiempo,mi-temps,29
5892,meritorio,méritoire,73
8562,aldea,hamlet,54
7254,capas,couches,38
12683,teclados,claviers,23
2267,erosionado,érodé,83
12854,bélgica,la belgique,23
7294,dvorak,dvier,64
3216,nepalés,népalais,88
5212,honorífico,honorifique,69
8473,claridad,clarté,57
12935,duque,duc,21
9144,platos,plaques,23
11504,decimonoveno,dix-neuvième,35
1638,timón,gouvernail,93
1842,nocturno,chaque nuit,94
3953,boina,béret,73
5165,aser,asphérique,78
7965,marchitar,se flétrir,59
8518,medias,des chaussettes,24
10638,más joven,plus jeune,41
12293,saudí,saoudien,28
10762,póngase en fila,s aligner,39
7135,se asemeja,ressemble,41
388,codorniz,caille,98
1217,biogás,biogaz,97
9293,cy,cic,51
1499,rogue,rogan,95
4169,bigote,moustache,81
5124,ciruela,prune,77
9251,estaño,étain,51
6476,bruscamente,nettement,70
9417,reaves,se réaliser,50
542,tees,t-shirt,68
14491,compra,achat,28
3292,monitoreador,sobriquet,86
11193,cáscara,coque,38
5416,cazadora,cassie,76
9797,juano,judicieux,47
14397,fuego,feu,11
3641,computadora portátil,carnet,82
8142,variado,varié,23
3183,ardid,ruse,88
12823,creativo,créatif,23
3482,engrandecido,élargi,53
13842,año,année,7
9083,rascacielos,gratte-ciel,49
12845,gasolina,carburant,22
7824,utopía,utopie,61
8963,despecho,dépit,52
14155,británico,britanique,11
11980,atenas,athènes,31
3113,nadador,nageur,75
7919,setenta,soixante-dix,49
3044,hombre del puente,bridgeman,88
8723,asesino,slayer,55
7280,devanar,faire devenir,64
859,botelladores,courbures,76
1538,orfeo,orphée,95
373,tiña,teigne,100
2822,parásito,peste,87
11700,mickey,mignon,34
10627,revelar,faire apparaître,24
222,proyectores,projondeurs,98
10514,comprado,acheté,28
10849,dependiente,en fonction  dépendemment,26
4561,concurrir,convenir,70
1136,ciempiés,mille-pattes,96
6234,hombres armados,gunmen,71
407,engañado,en erreur,100
5176,spalding,spéléologie,78
5072,barrio chino,quartier chinois,78
5785,ano,anus,74
2714,eventos,gigs,64
10620,muralla exterior,bailey,41
12882,alfa,alpha,23
231,astrólogo,chaldéen,100
2685,cazo,louche,90
651,efedrina,éphédrine,98
14337,teniendo,ayant,5
2827,asfixia,étouffement,70
5722,ardilla de tierra,gopherque,40
9001,préstamo,prêter,44
9880,guia,conseils,47
7396,estruendo,vacarme,63
71,referencial,référentiel,99
3876,resistor,résistance,82
11094,pascua de resurrección,pâques,38
3867,estudiantes de primer año,étudiants de première année,84
7661,abadejo,lingue,62
1065,abarcado,englobé,39
4094,salchicha,wiener,82
13323,bretaña,grande-bretagne,18
13414,luchando,combat,8
6451,ario,aryen,66
634,wert,parlement,99
12698,adivinar,deviner,23
11990,desperdicio,déchets,25
7632,panorama,perspectives,61
12051,piso,sol,27
11871,malicioso,mal intentionné,27
9090,conmocionado,choqué,27
6608,no escolar,sans l école,68
45,sagrada escritura,écriture,81
13204,noveno,9ème,19
11869,panadero,boulanger,32
13520,numeroso,nombreux,13
13108,líder,chef,14
6790,guisantes,pois,46
13184,ligeramente,légèrement,19
7219,carriles,voies,29
10168,meteorológico,météorologique,35
6455,estafilococo,staphylococcus,70
11670,decimotercero,treizième,34
10645,atravesar,transpercer,36
8448,críptico,cryptique,57
14247,fuerza,forcer,9
11790,enterrar,inter,33
13457,técnico,technologie,16
14172,código,code,14
12899,fútbol,football,22
2329,matrícula,frais de scolarité,92
7589,vertedero,décharger,45
2245,empeñar,pion,78
9091,reincorporado,rejeté,43
13432,cálculo,plaque de chauffage,16
5676,termodinámica,thermodynamique,70
12770,jubiloso,joyeux,24
6315,diócesis,diocèse,70
12026,rescate,porter secours,28
8276,lucio,brochet,52
860,analizado,analysé,49
8059,pepino,concombre,59
14279,líneas,lignes,10
14519,traer,apporter,7
13570,pesado,lourd,15
5924,más caliente,le plus chaud,73
13874,allá,là,6
9320,alegría,joie,49
2146,sin provecho,intraduisé,93
11881,dinero en efectivo,en espèces,31
6108,pañero,draper,72
5325,torpedo,torpille,71
6742,cinematografía,cinématographie,68
3706,on,adore,86
13244,trato,accord,13
5597,bobo,nigaud,67
3816,aves de corral,la volaille,85
12168,perseguir,chasser,25
9114,no usado,inutilisé,49
11642,ritmo,rythme,32
3738,pescadores,pêcheurs,86
1547,orgía,orgie,93
7073,pornográfico,pornographique,65
6739,manatí,lamantin,67
14514,escrito,écrit,10
12592,hechos,actes,11
10146,embajador,ambassadeur,42
11849,cornell,cornoir,32
12693,ratón,souris,24
12184,no licenciado,sans licence,30
4150,renovado,rénové,59
11994,expandido,étendu,18
10303,hoja,feuille,25
8329,ofendido,offensé,28
8720,del medio oeste,midwest,55
7146,poco profundo,peu profond,63
7839,mentiroso,menteur,57
10049,fenómeno,phénomène,45
8913,acortar,agrafe,40
3,amorfo,amorphe,100
12463,taiwán,taïwan,27
11613,musgo,mousse,34
13130,octavo,huitième,20
4716,libra,balance,76
4118,cisnes,cygnes,43
7659,olvido,oubli,62
9119,reforzado,renforcé,35
8717,desencadenar,gâchette,39
11782,bagazo,marc,33
10512,bloqueado,fermé à clé,29
14252,servidor,serveur,7
1505,afloramiento,basset,95
11072,robado,volé,38
9145,abiertamente,ouvertement,52
8319,sabio,sauge,57
13896,bajo,sous,8
13811,tiene,a,5
11588,sin título,incité,34
5464,reactor,réacteur,71
4784,cartulina,papier carton,80
12411,cala,ruisseau,27
10547,cuartel,casernes,41
9079,novia,copine,51
14066,agregado,ajoutée,6
11703,columna,colonne,30
7665,tener cuidado,il faut se méfier,62
2681,cetona,cétone,81
10831,quejas,plainte,29
11460,cuarenta,quarante,34
7828,trípode,trépied,61
6149,resucitado,ressemblant à,72
12034,película sonora,bavarder,31
9653,estropeado,blown,48
6485,hacia atrás,en arrière,51
10304,insignia,badge,40
5206,arrozal,paddy,75
7739,un rato,quelque temps,62
361,pasos,trace de pas,99
11593,cristiandad,christianisme,14
7612,grover,grofle,62
2771,clínica,cline,88
3767,crucero,croisière,38
11160,escucha,ecoutez,28
7720,til,tiller,62
9362,cementerio,cimetière,50
6630,sandía,pastèque,67
4599,remembranza,souvenir,81
13526,servicios,prestations de service,9
2434,licitador,soumissionnaire,88
13081,revista,magazine,19
12169,mamá,ma,28
6039,blindadores,flinders,72
9914,brock,brouiller,47
7860,mirada,coup d œil,56
13877,puede,peut,5
6453,haiku,haïnou,70
1969,epistemología,épistémologie,87
4581,barómetro,baromètre,81
10391,saltando,saut,9
3966,calabazas,citrouches,58
12875,olor,flairer,23
8257,fauna silvestre,faune,59
6571,mesías,messie,68
5193,alucinógeno,hallucinogène,70
14438,comenzó,commencé,8
4987,aro,cerceau,68
14069,ley,loi,9
1118,oceanografía,océanographie,97
1416,píldoras,pilules,59
4420,spitzer,spraszer,82
8652,mugir,meuglement,55
1003,señuelos de la guerra,warlords,83
4161,mi todo,mon tout,83
8997,cebar,alimenter,46
12346,lío,désordre,22
862,circe,circonscription,96
4149,mochila,sac à dos,69
6840,de peso pesado,poids lourd,66
12777,subida,install,24
9530,ginebra,genève,49
3854,matiz,teinte,83
14360,enero,janvier,6
6821,examinado,projeté,21
12718,gorro,gobelet,24
9125,de madera,en bois,52
12736,prensado,pressage,13
5723,cajero,caissier,72
13066,herido,blessé,19
5856,pasto,lea,72
13142,oscuro,foncé,18
6785,acetilo,acétyle,66
13690,dinero,de l argent,13
9342,roters,émeutiers,50
8565,jengibre,gingembre,56
12090,liderazgo,leadership,30
13988,interés,intérêt,9
2574,nómina de sueldos,paie,89
6464,subasta,enchères,61
11938,queso,fromage,31
12923,es más,en outre,22
12959,valor,évaluer,18
9270,zanahoria,carotte,50
10803,gusto,goût,38
247,lisina,lysine,100
10687,levantamiento,soulèvement,39
13058,llega,vient,8
8983,aceptador,accepteur,52
14120,lugar,lieu,7
11555,máxima,maxime,33
3851,frustrado,contrarié,72
10784,según se informa,apparemment,40
7662,tregua,trêve,62
4663,inconcluso,inachevé,81
10298,científicos,scientifiques,34
4048,cáscara de nuez,coquille de noix,84
13057,c ª,inciter,20
1777,celos,jalousie,91
8590,bubónico,bubonique,56
810,azafrán,safran,98
10152,bolsillo,poche,40
8800,locutor,diffuseur,15
7071,serio,sérieux,65
