ID,DEUTSCH,RUSSIAN,INTERVAL
11630,kohl,коул,29
2421,totschlag,непредумышленное убийство,90
9661,spa,спа,46
7525,becher,прерыватель,49
10529,pub,паб,38
7348,fassen,понять,57
6001,dunkirk,дюнкерк,71
2628,gespalten,расщелина,88
8395,kundenträger,каф,56
8830,unverändert,без изменений,52
10520,kino,кинотеатр,38
1941,shakespearean.,шекспировский,93
14331,deutschland,германия,11
2700,kerle,парни,24
2621,pfadfinder,путь,84
953,blütenblätter,лепестки,89
1195,fentanyl.,фентанил,96
2535,khatri.,хатри,90
125,kali.,кали,99
12739,hören,слышать,17
13347,ausdehnt.,неожиданность,15
1560,bedeckt,пасмурная погода,95
7925,längengrad,долгота,59
8624,herpes,герпес,54
2847,collage,коллаж,88
11209,ski,лыж,27
12235,gefängnis,тюрьма,17
13666,königreich,царство,12
4426,bürokratie,бюрократия,79
12762,adler,орел,14
7716,befreit,освобождать,51
10743,linguist,лингвист,31
4775,opferda.,oneida,79
7602,wiedervereinigung,воссоединение,60
1380,chucky,чарки,91
11326,verbrennung,сжигание,19
9305,tödlichste,смутный,49
2809,drainage,дренаж,88
4610,gelernt,научился,79
4800,beleidigung.,разоблачение,35
2834,ara,ара,88
8680,faschistisch,фашист,47
7266,roanoke.,рана,63
8970,konvoi,совокупность,46
2509,armbrust,арбалет,90
6887,fangemeinde,фандом,65
7733,spree,веселье,59
7631,bucht,бухта,61
4551,von dort,отсюда,80
1074,angehängt,прилагаемый,70
12902,vergessen,забывать,19
6390,blockbuster,блокбастер,66
6331,amor,амор,67
3559,optimistisch,оптимистичный,80
8453,vergiftung,отравление,36
11920,manhattan,манхэттен,29
12460,wilton,уилтон,24
2655,pathan,патан,89
3010,wahllos,безразлично,45
8782,klinisch,клинический,43
3035,jacoby,якоби,88
6701,templer,шалфрар,66
7863,würstchen,колбаса,55
4976,guayana,гвиана,77
6777,leinen-,белье,66
11975,gatter,ворота,20
10723,demonstration,демонстрация,18
11994,erweitert,расширенный,16
2625,krönung,коронация,61
11258,schwein,свинья,29
1988,samarra,самарра,93
8301,realistisch,реалистично,49
635,fitz,фитц,99
245,verwalten,администрирование,50
2639,ansässig,задуматься,89
8398,zufall,стечение обстоятельств,39
10315,sand,песок,34
10811,leonard,леонард,38
6264,optimum,оптимальный,70
260,smiler,умилятор,97
14031,früh,рано,10
1476,trampolin,батут,90
12551,weihnachten,рождество,23
10153,kiefer,сосна,40
12421,austin,остин,24
2925,goldwasser,золотая вода,88
11052,sklave,раб,30
5941,sedimentär,осадочный,71
9326,litauisch,литовский,48
3368,reproduzieren,репликация,62
8458,tuberkulose,туберкулез,55
10196,eckback.,угловые,42
8884,effizienz,эффективность,34
11848,die genehmigung,одобрение,18
7113,euklid,евклид,64
5797,halbleiter,полупроводник,69
4054,rampe,растрачивать,74
1052,gluconat,глюконат,97
6371,sperrstunde,комендантский час,65
13792,von,из,5
10893,armenien,армения,38
13384,schneiden,резать,13
5575,absorption,поглощение,72
10343,verlierer,неудачник,33
13250,in tiddly.,тщательно,16
5348,ritus,обряд,66
167,tigon,тигон,100
7725,zahlung,оплата,49
3070,konnotationen,коннотация,62
3937,absteigen,сходить,38
4563,mäher,косилка,74
2725,gentry,джентри,89
4468,mäge,мера,80
6159,riss,разрядка,68
8976,kätzchen,китти,50
13977,wollen,хотеть,5
7854,riverfront,речной,60
9864,seig,сиг,45
422,stringer,стрингера,97
3763,yosemite.,йосемити,84
11427,schwester,сестра,28
14459,konto,счет,5
10483,intel.,интуиция,40
5156,undercover.,под прикрытием,76
2180,picknick,пикник,91
9669,diablo.,диабло,47
5070,miskin,мискин,77
7411,lettisch,латышский язык,61
5203,worin,в которой,76
14223,erstellen,создавать,5
8110,halbmond,полусент,58
641,bitmap,битовая карта,99
9653,geblasen,раздуваться,47
11653,eigentum,владение,31
9032,monopol,монополия,50
6875,kessel,паровой котел,61
7038,skies,небесный,27
9462,greenwich.,гринвич,48
10798,bowler,боулер,28
586,unzensiert,бесцензурный,99
13359,zitiert,цитируемый,7
1952,assyrien,ассирия,93
7242,melamin,меламин,63
91,rhodesian,родозиан,100
1573,neologismen,неологизмы,76
10769,passagier,пассажирский,27
7592,offensichtlich,очевидно,11
11254,fallschirm,парашют,33
1273,edelstein,драгоценный камень,88
5180,prem,премии,76
13475,persisch,персидский,13
7215,tyrannosaurus.,тиранозавр,63
13362,definiert,определенный,13
3864,opa,дедушка,83
1312,unprofessionell,непрофессиональный,94
13334,hacke,добывать,15
13011,arm,бедных,19
13075,kritisch,критический,11
4664,milo,мило,73
13907,diese,те,6
9058,zink,цинка,51
14338,gesehen,видимый,11
8045,wonne,блаженство,58
2144,nicht zugänglich,недоступный,92
6028,fastenzeit,одолжительность,71
10960,manila,манила,37
6756,ultraviolett,ультрафиолетовый,66
6081,lex.,лекс,70
10846,ot.,ов,38
10500,rodriguez.,родригес,40
3990,konfisziert,конфискованный,71
12640,schalter,прилавок,21
7810,rubikon,рубикон,60
151,wärme,тепла,100
1963,topographisch,топографический,90
1080,konfigurationen,конфигурации,47
626,wirbellos,беспозвоночный,98
7957,klobig,коренастый,59
7427,ruine,руина,36
484,elternschaft,родительство,99
335,tarzan,тарзан,100
13136,sex,секс,17
5212,honorifics.,почетные,67
9124,zurückgerufen,вспомнил,29
13705,andrew,андрей,12
8062,parameter,параметры,43
5220,simulation,симуляция,38
5179,trigonometrie,тригонометрия,76
10203,atom,атом,25
10114,landwehr,наземный,43
9680,wesen,каминда,47
8712,hamster,хомяка,53
12883,hundert,сотни,15
14035,öl,масло,16
243,grosse.,грот,34
11873,winnipeg,виннипег,29
791,dermatologie,дерматология,98
4116,dui,дуй,82
7976,ego,эго,57
853,kilkenny,килкенни,98
4178,dz.,дз,82
732,kumara,кумара,98
1534,offenbarung,богоявление,94
2999,gelatine,желатин,88
10445,nacken,шея,38
3436,skandinavien,скандинавия,86
3020,loy.,лоя,88
11265,arktis,арктический,35
14435,gewonnen,выиграл,8
1468,abdomen,брюшная полость,95
10271,wiesel,ласка,41
12953,überschreiben,переопределять,19
9349,sizilien,сицилия,49
13830,auch,также,5
13592,kuru.,куру,12
11438,trocken,сухой,30
8032,bates,бейтс,57
2622,schlachtschiffe,линкоры,57
415,maxi,макси,89
8526,im ausland,за рубежом,55
2778,alpaka,альпака,89
7629,amish,амиш,61
11229,damm,плотина,33
9033,lieut,леетие,52
4064,rowdytum,хулиганство,62
13166,zug,тренироваться,10
7693,teich,пруд,59
2402,psychiatrie,психиатрия,91
346,haji,хаджи,100
4809,smokey.,дым,78
9831,triumph,триумф,41
5325,torpedo,торпед,69
1725,beobachten,посмотреть,94
13657,notizität,умышленность,8
2605,glimmer,слюда,89
13935,nummer,число,7
9504,eruption,извержение,36
8828,tau.,тау,53
10966,gettysburg,геттисберг,37
11613,moos,мох,31
4852,arbeitslos,безработные,50
9781,dreieckig,треугольный,46
12347,schiene,рельс,23
3746,drago.,драгос,85
6426,uneinzweilig,недооцененный,69
13558,entmutigt,разоблачаться,12
4691,quasar,квазар,77
1603,halle,ангар,89
14226,frei,бесплатно,5
8181,rodham,родхэм,57
1791,aufhebung,nullification,94
9250,schädel,череп,48
14127,punkte,точки,6
563,roulette,рулетка,98
3973,sonate,соната,81
1141,figur,фиги,96
3027,topas,топаз,88
7506,jesuit,иезуит,60
3379,verringern,уменьшаться,50
12535,angriff,атаковать,21
3555,muskat,мускат,86
3036,pretoria,претория,88
2266,landsmann,соотечественник,86
37,vergewaltigt,изнасилование,33
7028,cheyenne.,шайенн,64
9800,vitamin,витамин,44
6005,bad,ванная комната,68
7379,sektoren,сектора,32
6279,belorussisch,белорусский,70
14225,hauptsächlich,основной,7
9297,wohltätigkeit,благотворительность,46
2473,klebstoff,клей,73
9419,fee,сказочный,47
2271,folder,фолсом,91
752,lethargie,летаргия,98
8103,integral-,интеграл,23
3470,motorhaube,капон,76
8670,ist nicht,isnt,54
6364,sich auflösen,распустить,39
1433,ärgerlich,воскресный,95
10568,wiederholung,воспроизводитель,33
12292,moskau,москва,25
6322,schizophrenie,шизофрения,69
13338,in mm,мм,15
9001,darlehen,заем,41
7089,brauer,пивовар,38
7511,staatsanwalt,прокуратура,50
10037,wahrgenommen,воспринимается,39
437,amiga,амига,98
7823,claire.,клэр,47
12603,denver,дент,23
11657,durham.,дурам,31
5821,vorbereiten,подготовить,70
7226,raffles,лотерей,62
13117,diego,диего,17
3836,köstrufe,антимонопольный,84
13694,verteidigung,защита,10
13821,das,этот,5
11557,shakespeare.,шекспир,32
4019,rauchig,дымчатый,83
4191,spinner,спиннеры,54
1404,dankbarkeit,благодарность,95
7526,tauchen,погружение,38
7311,dt.,дт,62
2897,cholesterin,холестерин,88
5732,dumbledore.,дамблдор,73
11647,vorabend,канун,31
10446,schlachtfeld,поле битвы,39
13780,y.,у,11
6488,verzogen,деформироваться,58
9798,ranger,ренгер,17
718,tut,потурять,95
4423,fabelhaft,поразительнй,79
14167,familie,семья,12
3661,parkinson,паркинсон,85
10032,ursprünglich,по умолчанию,40
13842,jahr,год,6
9537,abendessen,ужин,47
5047,reddy.,редди,77
10073,oz,унция,43
1910,vv.,вв,93
6633,neuausrichtung,перестройка,55
7837,shake,встряхнуть,48
11023,hervorhebung,акцент,37
3004,bourbon,бурбон,86
4734,teilmengen,подвеска,59
10816,hemisphäre,полусфера,38
6906,glucose,глюкоза,65
4252,blutegel,пиял,81
9813,pentagon,пентагон,43
8088,verpfändet,пообещал,42
13567,scott,соревнование,13
2550,hanf,конопля,90
2366,krips,крики,73
2708,erzengel,архангел,88
11056,tee,чай,37
11236,unfair,несправедливо,35
6148,genua,генуя,70
13979,gefunden,найденный,6
13641,acht,восемь,12
5693,süßwasser,сладкая вода,73
9556,nu.,нурай,42
9268,begegnen,сталкиваться,28
621,tennyson,теннисон,99
13252,regen,дождь,14
12839,frühling,весна,18
8390,dong,дон,56
7490,experimentieren,эксперименты,37
10836,afghanisch,афган,37
12301,scan,сканирование,18
9144,platten,тарелки,20
2129,blaue linie,синяя линия,92
8639,stachel,жало,53
1239,ausschließen,исключать,79
11738,gregorianer,григориан,30
6755,günstig,благоприятный,29
12746,ist eingetroffen,приехал,14
7746,aussprache,произношение,58
4783,mea.,мрав,79
8719,klage,иск,48
10760,saft,сок,38
9835,anfrage,расследование,42
2680,ugandanisch,угандин,88
12889,herz,сердце,15
13689,michigan,мичиган,12
13094,da.,да,16
4992,xenon,ксенон,77
11886,bayerisch,баварский,29
3539,typhus-,тиффоид,86
8423,pseudo-,псевдо,56
11370,delhi,дели,34
6469,opec,опекан,68
319,bey,бей,97
1657,gala,гала,93
9222,straususs,штраус,50
8510,muskulös,мышечный,55
1527,pygmäe,пигмы,89
7250,muss,надоедорос,63
4012,straffung,охватывание,72
12499,terrorismus,терроризм,18
5841,zigarre,сигар,70
6308,garnele,креветка,69
13461,kürzer,короче,14
255,palladium,палладий,100
1773,kleiner finger,мизина,88
7551,grausamkeit,жестокость,62
13060,kalt,холодный,18
8215,tapir,тапир,57
7364,episkopal,эпископал,62
5012,zyklo,цикло,77
11837,hähnchen,курица,29
10606,geplänkel,беседа,39
4799,quadratisch,квадратичный,78
11854,laufend,непрерывный,29
13346,allein,в одиночестве,15
1149,backgammon,нарды,96
1096,albträume,кошмары,58
7918,stute,марена,59
795,schmackhaft,вкусно,96
6385,schnellstmöglich,как можно скорее,69
3101,hexadezimal,шестнадцатеричный,88
13707,boston,бостон,12
12967,wayne,уэйн,19
12819,davon ausgehen,предполагать,14
907,metallurgie,металлургия,97
2113,striptease,стриптиз,92
4002,fahndung,маховица,82
9901,schwangerschaft,беременность,44
3927,rolando,роландо,84
7247,brüllend,рев,49
12939,wahrheit,правда,18
5977,nichtung,ничт,69
87,bleichen,отбеливание,38
470,abt,аббат,97
8024,hepatitis,гепатит,58
3057,kakungsstock,картсток,88
1278,stapeln,укладки,51
10840,steroide,стероидный препарат,36
9792,deutsche,ошеломление,45
3251,pico.,пико,87
8473,klarheit,ясность,55
4411,rani.,рани,80
14466,gesucht,в розыске,5
5460,pam,пам,74
10308,chit,овладеть,41
13091,rd,находка,18
13495,sich ausruhen,отдых,13
9757,an bord,на борту,46
12781,sitzung,сессия,18
7322,flora,флора,62
10643,spinnen,закручивать,39
12217,watson,ватсон,26
3418,forstwirtschaft,лесное хозяйство,86
4456,kartesisch,декартовать,80
14217,wieder,снова,5
7979,perihelion.,перигелион,59
5439,aufruhr,смятение,73
11008,botschaft,посольство,34
1771,stegosaurus,стегозавр,94
14395,reduzieren,уменьшать,17
1982,jackpot,джекпот,92
5050,revisionist,ревизионист,70
7173,bis,бис,41
3585,stirn,лоб,85
9465,ultra,ультра,46
8844,kunts,пинты,33
1845,geboten,засекание,93
9609,linme,путевой обходчик,47
1326,minoan,миноана,96
8230,yukon.,юкон,57
13533,juan,господин,13
10058,abzug,вычет,35
9692,fünfzehnten,пятнадцатый,46
1054,teng.,тэн,96
13213,massachusetts,массачусетс,16
10858,pornographie,порнография,38
10957,ringe,кольца,17
5509,exzenter,эксцентричный,49
13523,sommer,лето,13
221,gallien,галл,98
263,amateurhaft,любительский,100
11821,reihenfolge,последовательность,26
11561,dominikanisch,доминикан,32
2595,erleuchten,просветить,46
1659,raucher,курильщик,80
7170,bearcat,борсина,54
14212,gebühren,обвинения,14
6225,kesselmacher.,боевики,68
11060,nat,наклон,37
1583,phenylalanin,фенилаланин,94
13818,nicht,нет,5
8802,überdenken,пересмотреть,50
2912,diner,закусочный,86
9610,interpretiert,интерпретировать,18
9601,überschneidung,пересечение,42
11365,regenwald,тропический лес,34
4430,cheung,замужество,80
1852,atlanten,атлазы,94
2922,beryllium,бериллия,88
11410,fehler,вина,30
10837,spektrum,спектр,38
2273,whistler,увистник,91
13537,illinois,иллинойс,13
6026,krishna,кришна,71
13440,wie auch immer,что бы ни,14
13231,antonio.,антонио,16
10674,ersatzteil,запасной,36
607,drehbuchautor,сценарист,99
10322,burke,берут,38
8863,holzig,древесный,51
4705,speerkopf,возглавлять,61
2034,kathode,катод,89
11753,troy,трой,30
3303,verschreibung,рецепт,81
6358,luftraum,воздушное пространство,69
7522,sirius,сириус,62
11598,pascal,паскаль,32
5397,ado.,адо.,75
12076,krebs,рак,27
1826,grinch,гринч,94
2686,iglu,иглу,89
4017,sonnenwende,солнцестояние,80
114,kaschmiri.,кашмири,100
6606,schick,изысканный,60
14392,teile,части,8
12946,auswählen,выбор,11
9967,teuer,дорого,33
1934,ashraf.,ашраф,93
5244,rattler,роталки,74
13406,schlucht,долина,14
6812,diode,диод,65
5234,wodka,водка,75
2743,dogma,догма,87
8541,kreise,круги,26
977,schlick,ил,96
8615,mullen,моллюск,54
14354,frauen,женщины,11
9841,südwesten.,юго-западный,45
369,hadron,адрон,100
2768,goliath,голиат,89
13282,grammatik,грамматика,16
2386,gegenkultur.,контркультура,91
11602,wörterbuch,словарь,31
6340,neuheit,новинка,66
5990,espresso,эспрессо,71
1012,ausbrennen,выгореть,96
11931,älter,века,12
12003,bulldoggen,бульдоги,26
8990,hinweis,подсказка,42
4717,opal,опал,79
13593,dave,дейв,12
13502,bühne,сцена,12
10698,neu bewertet,переоценка,38
10914,galaxis,галактика,35
10755,ehrlich,честный,38
8274,untos,нежить,57
7641,geo,гео,61
6155,surfer,серфер,60
2087,clio.,клиос,92
6328,kongressabgeordnete,конгрессмен,69
2538,anlieb,леье,90
6857,alzheimer,альцгеймер,65
5144,brüterei,индикатор,76
8740,trio,трио,52
2838,hoffnungslos,безнадежный,87
4983,ethel,этель,77
13578,vergangenheit,мимо,12
1378,beluga,белуга,96
7832,dickens,диккенс,60
12733,eilig,спешка,12
14180,juli,июль,6
4560,knut,крючок,80
13222,houston,хьюстон,16
5616,gelehrt,lew.,73
5432,romano,романо,74
13541,sowjetisch,советский,12
7108,falsch verstanden,неправильно понятый,64
4787,woodbury.,вудбери,79
2704,alarmierung,оповещение,27
11990,abfall,напрасно тратить,22
3430,yarmouth.,ярмут,86
1891,hacker,хакеры,40
2591,dokumentarfilme,документальные фильмы,33
9756,menschheit,человечество,46
6260,defekt,неисправен,69
11499,banner,баннер,30
11243,filter,фильтр,31
1186,spitzig,шарика,96
12975,im ruhestand,на пенсии,14
11350,partnerschaft,партнерство,32
3632,überproportional.,непропорционально,78
9183,serotonin,серотонин,50
1481,antivirus,антивирус,95
2152,wayland,василь,92
12745,foto,фотография,12
6486,addison.,аддисон,68
493,migräne,мигрень,96
1919,wandgemälde,роспись,87
12931,zimmer,номер,18
12874,ringen,борьба,20
13874,dort,там,5
13051,melbourne,мельбурн,18
6724,einzelgänger,маверик,48
8523,bon,бон,55
5925,regnerisch,дождливый,71
14343,momentan,в настоящее время,7
10189,gesetzgebung,законодательство,24
2277,justinian,дустиниан,91
2310,respektlos,неуважительно,72
11911,wolke,облако,25
2780,grundierung,грунтовка,85
2125,banshee,бенши,86
476,metabolit.,метаболит,94
7196,erzbischof,архиепископ,61
3729,in indium.,индий,85
3482,vergrößert,увеличить,51
1438,pfingsten,пятидесятность,66
1255,maestro,маэстро,96
7555,granit,гранит,62
4711,schlaflosigkeit,бессонница,79
12088,wi.,вал,27
6554,bhutan.,бутан,68
1502,bessemer,беспемер,95
11783,repräsentiert,представляет собой,7
1261,spott,насмешка,33
10912,hebräisch,иврит,37
4303,unersetzlich,незаменим,79
9374,türken,турки,40
13494,anfragen,запрашивает,13
4627,spongiform,губчатая форма,79
515,gehweg,тротуар,91
11511,sahne,крем,32
12164,aufzug,поднимать,16
10186,milzbrand,сибирская язва,42
8996,flüstern,шепот,32
2554,stethoskop,стетоскоп,90
14308,j,дж,8
2361,mausoleum,мавзолей,90
5458,hochburg,stronghold.,64
8483,block,блок,55
4746,dx,дх,79
6531,beten,молиться,55
10173,mittelmeer,средиземное море,42
12886,auswirkungen,эффекты,10
12215,anon,анон,26
4571,einstweilige verfügung,судебный запрет,76
6403,matilda,матильда,69
1942,lazarus,лазарь,93
4605,halskette,ожерелье,77
275,iberer,иберий,99
5784,gezeiten,приливы,33
819,bisher,до сих пор,98
11491,eingang,вход,31
12335,as,туз,22
9473,eisenhower,эйзенхауэр,48
8741,remix.,ремикс,42
1131,okkulte,осторожный,71
12936,hafen,порт,18
281,kanister.,канистры,84
9499,kacke,какать,45
6721,inhärent,насущный,53
4633,manie,мания,79
14214,bedürfnisse,потребности,6
1340,gegenangriff,контратаки,57
1830,thylazin,тилацина,94
8860,abtei,аббатство,53
1850,alliteration,аллитерация,94
3652,atelier,ателье,84
9985,delirium,бред,44
4218,machbar,достижимый,69
3529,hydroponie,гидропоника,83
5745,wiedereröffnet,возобновить,61
13287,reich,империя,15
8662,byzantinisch,византийский,54
69,kleriker,клерики,68
13772,grün,зеленый,11
9439,andorra,андорра,48
3220,wellig,волнистый,86
12845,kraftstoff,топливо,19
8605,fraktion,доля,44
4053,bildlich,изобразительный,81
12249,kap,мыс,26
13637,gericht,корт,12
3450,fusszeile,нижний колонтин,83
547,ketzerei,ересь,97
12530,geheimnis,секретарь,22
846,überführung,путепроводы,92
11021,harold,гарольд,37
11756,klima,климат,29
12710,donald,дональд,22
10856,süssigkeit,конфеты,38
9353,see hund,морской пес,49
7652,flämisch,флемят,61
13342,zögern,стесняться,15
13460,alk,аллес,14
3999,arkadisch,аркадиан,73
395,pummelig,круглолицый,100
8544,weller,великолепный,55
185,lilium,лилиум,100
300,neudefinition,переопределение,96
8377,gefühl,настроение,45
4557,parieren,парировать,77
8519,explodieren,взрывка,33
11226,festsetzung,закрепление,9
1006,haschisch,гашиш,97
10803,geschmack,вкус,35
14277,marketing,маркетинг,12
9113,starr,старство,51
4949,anarchismus,анархизм,74
2793,soleil,сосредоточивый,89
11282,grob,грубо,35
9019,jenna,дженна,52
11771,anerkannt,признан,6
13516,relevant,актуальны,12
5877,diskreditieren,дискредитировать,55
11956,loch,дыра,23
8307,regenschirm,зонтик,55
3286,nerven,нервы,51
7372,symptome,симптомы,59
11027,mitgliedschaft,членство,36
11316,schulter,плечо,30
1435,placebo,плацбор,95
5593,mutation,мутация,63
7051,anfällig,склонный,64
8424,horace,горасина,56
1050,torii,тории,97
2670,mangan,марганец,89
5181,implantieren,имплантат,69
10679,lawine,лавина,38
3925,gu,гу.,84
11841,konzert,концерт,26
2181,knappe,сквир,79
5728,amphitheater,амфитеатр,73
6635,zonal,зонал,67
12015,wanderung,бессмысленный,27
11247,speere,копья,31
4422,unfähig,неспособный,79
3928,isthmus,перешеек,84
7126,flüchten,бегая,44
12574,moore.,моор,22
4485,epilepsie,эпилепсия,80
4435,krankenschwestern,медсестры,38
10001,abstrakt,аннотация,41
11927,semper,семепер,29
9593,rf,рф,42
7702,kastillo.,кастильо,61
3037,sonnenfische,солнечность,88
14436,mehrere,несколько,6
11062,serbisch,сербский,36
5375,geopfert,пожертвовал,68
572,reptilien-,рептилия,99
13915,dein,твой,5
9850,herkules,геркулес,45
6973,tahiti,таити,65
8753,cp,сп,53
5437,salt,сальс,75
13115,ägypten,египет,17
3502,kala.,кала,86
831,mikrosysteme,микросистемы,98
12462,ecke,угол,22
11642,tempo,шаг,29
8485,steinwand,каменная стена,54
6617,plakette,бляшка,62
13484,ab,аб,13
868,ombudsmann,омбудсмен,97
213,proletariat,пролетариат,100
9005,olympiade,олимпиада,51
6968,zorro.,зорро,65
10785,gesunder menschenverstand,здравый смысл,38
11123,soundtrack,саундтрек,34
5537,schlafzimmer,спальная комната,71
3393,slowenisch,словенский,86
6902,absturz,сбой,16
7262,stella,стелла,63
13066,verletzt,пострадавший,17
9511,erin.,эрин,48
13397,katze,кот,13
8306,gepaart,сопряженный,20
4332,tierarzt,ветеринар,75
4893,einfachste,проще всего,78
4961,hornisse,шершень,54
10959,feedback,обратная связь,37
6352,lambda,лямбда,69
6433,reiniger,очиститель,65
9496,alphabetisch,алфавитный,27
10559,wähler,избиратели,34
14397,feuer,огонь,10
2632,nervös.,нейральство,89
2471,interlanguage.,межъянга,90
4578,peggy,пегги,80
12351,spinne,паук,24
5429,dionysus,дионис,75
4039,unbefleckt,безупречный,82
4965,median,посредственность,77
13719,alka.,ака,12
583,gyroskop,гироскоп,96
11476,ah,ах,32
12966,unerklärt,необъяснимый,19
4909,serra,серра,78
6475,unternehmer,предприниматель,62
4162,strafbar.,карац,82
3384,unvereinbar,несовместимый,80
5927,kopfschmerzen,головная боль,66
13448,sich,самих себя,14
4304,wiese,луг,57
6657,malaiisch,малайский,59
230,untergruppe,подгруппа,91
5971,lebewohl,прощание,70
1295,salzgehalt,соленость,81
11230,budget,бюджет,34
14440,buch,книга,9
13598,vorgestellt,представлен,9
12990,tanzen,танцевать,15
8520,gestellt,поставленный,38
12934,fred.,фред,19
13586,methode,метод,12
9021,laguna,лагуна,52
8922,jehova,иегова,52
4224,hellenistisch,эллинистический,81
3969,synagoge,синагога,74
1237,furchtbar,ужасно,22
13745,planke,доска,11
10595,pil,пил,39
8503,staatsbürgerschaft,гражданство,55
13570,schwer,тяжелый,13
4322,tessellation,тесселяция,77
4735,lappen,тряпка,65
2302,psyche,психика,85
917,lemma,лемма,97
10776,sich vorstellen,представлять себе,30
7498,indus,индус,62
8880,oslo,осло,52
7775,antastisch,антоний,60
10375,flugplatz,аэродром,33
12761,lange haare,длинные волосы,21
3941,spähen,заглядывать,80
14464,abgelegt,подано,6
5088,runen,руны,39
6899,neptunian,нептуненс,65
14460,p,п,9
7649,buddhist,буддийский,58
7357,bremsen,тормоза,37
2744,lst,лишний,89
7307,erfinder,изобретатель,53
1662,ritterlichkeit,рыцарство,94
6165,überbevölkerung,перенаселение,69
9185,göttin,богиня,49
5857,geldbeutel,кошелек,63
7564,becket,беккет,62
3856,zubehör,аксессуары,67
7185,lava,лава,63
3052,abstand,противостояние,88
14500,strategie,стратегия,30
4466,nehru.,нерушитель,80
8240,allo.,аллона,57
7201,elijah,илия,63
9302,eindeutig,неразрешитель,49
10099,petersburg,петербург,43
758,burbank,бурбанк,98
5322,blond,блондинка,62
4755,verschmelzung,амальгамация,44
13148,fehlen,отсутствующий,11
4097,lakeland,лакеланд,83
3926,quarantäne,карантин,77
8579,darm,дем,55
9134,janet,джанет,51
10050,herbst,осень,43
12317,medaillen,медали,14
9874,realisieren,понимать,36
3737,muschel,миссий,82
10207,jacken,куртки,35
12717,schicken,отправить,16
7352,konsortium,консорциум,62
14432,versicherung,страхование,14
12461,uniform,униформа,20
4846,pharmazeutisch,фармацевтический,67
10501,wunder,чудес,15
2836,exemplare,образцы,61
12550,prolog,пролог,23
8378,temp.,преданность,45
5695,zyklamen,цикламен,73
7638,aeromedizinisch,аэромерие,61
2720,anbringung,зажигатель,86
3059,vehement,яростно,84
9386,bulgarisch,болгарский,46
13527,technologie,технология,12
11122,freibeuter,buccaneers,35
2213,nouveau,нуго,91
10455,pepsi,пепси,40
12112,kuwait,кувейт,27
1629,duplex,дуплекс,92
1992,böig,поручиться,92
6963,aphrodite,афродита,65
4544,verunstalten,заправлять,52
5254,gleichgewicht,равновесие,75
10779,achse,ось,38
10638,jünger,моложе,39
12375,in erster linie,в первую очередь,25
14420,genannt,названный,6
6051,guan,гуань,71
11950,jubiläum,годовщина,28
7202,kollier,коллер,63
1881,apokalyptisch,апокалиптик,81
2478,specht,дятел,90
10978,süss,милая,36
4586,besuchen,легкая победа,79
1821,beuteltier,marsupial,94
7228,peruanisch,перуанский,62
9847,vers,стиха,38
10680,urteil,постановление,7
10860,jungfrau,девственник,35
12850,allen,аллен,20
12254,innen,внутренний,9
4853,prostata,предстательная железа,76
6794,musa,муса,66
1732,lizenzgebühren,роялти,65
9355,wong,вон,49
5582,irgendwann mal,когда-нибудь,73
12584,vater,отец,22
6876,tundra.,тундра,65
8758,magnet,магнит,35
218,nitrophenol,нитрофенол,100
8559,tis.,оздоровительный,42
13031,stiftung,фундамент,18
2657,schwankend,неизведанное,76
7187,geschwommen,по слухам,31
6632,marseille,марсель,59
10457,amsterdam.,амстердам,40
158,limbo,лимбо,100
10013,launisch,капризный,44
11792,getragen,изношенный,30
3159,geschäftsleute,предприниматели,88
7871,lim,лим,59
14128,marsch,маршировать,5
157,hefter,степлер,100
4390,poly,поли,79
10163,kommunizieren,общаться,8
2868,daler,далер,88
10695,leonardo.,леонардо,38
29,melancholie,меланхолия,100
10378,hexe,ведьма,38
7071,ernst,искренний,63
11324,edith,эдит,34
13898,firmen,компании,9
4665,zitonie,лимония,79
12755,südwesten,юго-запад,21
9193,vorteile,преимущества,19
14467,besprochen,обсуждается,6
11666,diebstahl,кража,31
1541,stalwart,стелларт,86
3630,krapper,карабпер,85
8366,manöver,маневренность,42
13954,gut,хороший,6
9533,interkontinental.,межконтинентальный,48
2133,geisha.,гейша,91
5585,brezhnev.,брежнев,73
13722,privilegien,привилегии,11
477,posthum,посчет,69
11643,arf,арф,31
6570,urheberschaft,авторство,67
6435,afrikaner,африканцы,13
3316,lam,ламп,87
5506,instabilität,нестабильность,73
864,eugenien,евгения,97
1569,varuna,варуна,94
4127,oktan,октан,82
5406,verdauen,переварить,52
404,palmyra,пальмира,100
9178,segelt,отплыл,29
9576,vermögen,богатство,47
3487,chamäleon,хамелеон,86
3874,abkürzung,ярлык,76
9429,mayo.,майонез,48
9136,paradox,парадокс,46
11322,julius,юлий,34
11487,verteidigen,защищать,14
10996,polar-,полярность,33
12561,es.,эс,23
7012,polsterung,прокладка,42
9086,defensemen,офиги,51
1912,snead,struad.,93
487,übertreibung,преувеличение,60
8151,buddha,будда,58
687,physiker,физики,57
11140,belastung,нагрузка,22
12052,wird,становится,8
3283,klauseln,пункты,44
4264,brom,бром,78
10112,walsh,уолш,43
12978,gegangen,ушел,19
3064,schornstein,печная труба,78
6295,sui.,суи,69
11305,vulkan,вулкан,32
2504,vierer,четверка,74
13023,rand,граница,16
