ID,DEUTSCH,PORTUGAIS,INTERVAL
8581,wrack,naufrágio,49
5939,siebenfach,sete vezes,75
13642,aufzeichnungen,registros.,8
2700,kerle,caras,28
10428,schlaganfall,acidente vascular encefálico,39
4433,gefaillet,saudado,18
11133,sechszehn,dezesseis,39
4139,nordwärts,northwards.,37
3242,schnupftabak,rapé,89
7770,reue,arrependimento,26
2543,abgeflacht,achatado,87
6691,gepflegt,concedido,65
1804,daube,stave.,77
13124,erbärmlich,prod.,21
7481,platzanweiser,usher.,61
1062,umweltschutz,ambientalismo,37
12738,rallye,corrida,22
1550,bur,buraco,96
11969,ausgezeichnet,excelente,28
10046,mumpitz,balderdash.,48
9646,feuerwerk,fogos de artifício,49
5657,zufriedenstellend,satisfatório,77
2719,flusswürdig,cursório,91
1929,galle,bile.,94
3229,hyäne,hiena,89
8542,änderungen.,modificações,44
13704,fahrt,dirigir,12
13938,anteile,ações,6
11865,irgendjemand,qualquer pessoa,34
13388,nick,usuario,18
9873,wohl,discutivelmente,47
4665,zitonie,lemony.,82
10716,instanzen,instâncias,25
11954,sklaverei,escravidão,33
9268,begegnen,encontro,32
11271,quartier,trimestres,10
1962,richer,mais rico,94
2465,bräutigam,noivo,79
5804,geburtsort,local de nascimento.,76
8485,steinwand,parede de pedra,59
12406,fett,gordo,28
822,unüberwindlich,intransponível,99
10259,tektonik,tectônicos.,43
1107,hüter,guardiões,46
9871,aufständische,insurgentes,37
8990,hinweis,dica,46
11842,am leben,vivo,34
9523,erneut eingeben,reenter,51
6877,bretonisch,bretão,69
7895,schub,impulso,58
9138,priorität,prioridade,51
8644,geographische,geográfico,38
7325,schwerter,espadas,38
13539,ziemlich,bastante,15
11983,bürger,cidadãos,28
10906,in der mitte,no meio do caminho,41
502,gleichbedeutend,tantamount.,99
10558,künstlich,artificial,42
5974,brenner,queimador,74
10419,fußnote,nota de rodapé,34
10364,beleidigung,insulto,26
12806,dänemark,dinamarca,25
11777,lizenzierung,licenciamento,12
8192,streamer,flâmulas,53
326,äneas,enéias,100
13165,turm,torre,19
9124,zurückgerufen,recordado,33
11984,zucker,açúcar,32
1346,eindrehen,criança levada,96
13660,flugzeug,aeronaves,14
4831,abschaffung,abolição,81
14453,august,agosto,7
7889,sich verhalten,comporte-se,45
13150,ohnehin,de qualquer forma,19
6084,hash,cerquilha,68
8476,schmiede,forja,49
6859,beschäftigt,emprega,25
7798,einatz,estaca,51
9015,schlittschuh,patim,24
12955,jüdisch,judaico,23
14099,geben,dar,9
222,flutlichter,luzes de inundação,98
4687,randstein,meio-fio,71
4758,taschenbuch,paperback,76
13754,hochladen,envio,9
7913,saiten,cordas,34
2721,rechtsstreitigkeit,litígio,87
3222,sizilianisch,siciliano,86
12538,verbraucht,gasto,27
13992,basierend,baseado,10
1694,slary.,slatp.,95
8407,fagot,bicha,56
11333,knochen,osso,33
1575,amüsiert,divertido,18
12683,keyboards.,teclados,24
6229,heroisch,heróico,62
4046,ungerechtigkeit,injustiça,80
7402,einleitend,introdutório,66
7004,baseballstadion,estádio,60
14372,regel,regra,9
11805,kubaner,cubano,34
8985,durchdacht,elaborar,48
11253,siehe,si,38
4003,waldbrecher,aspérula,85
13090,neu zugewiesen,transferido,21
11480,köpfe,cabeças,11
4734,teilmengen,subconjuntos,62
8042,gerber,curtidor,62
13198,akzeptabel,aceitável,6
13107,theater,drama,21
12389,voreingenommenheit,viés,29
11913,bauernhof,fazenda,28
3179,reinheit,pureza,89
8147,gabel,garfo,45
11305,vulkan,vulcão,37
1112,ausbilder,instrutores,69
11730,äthiopien,etiópia,35
11177,pendeln,transporte,38
5475,neu nummeriert,renumerado,62
1685,phallus,falo,95
4437,färber,tintureiro,81
1019,flugstreifen,pista de pouso,94
13505,schiedsverfahren,arbitragem,16
7319,randbereich,franja,64
13657,notizität,notabilidade,10
6990,mörser,argamassas,43
850,kaledonisch,caledoniano,99
11763,luke,lucas,35
1331,jammig,jibbs.,97
6289,helligkeit,brilho,38
6604,tau,orvalho,71
12066,favorisieren,favor,24
8857,kahl,careca,52
10021,bauteile,componentes.,32
13014,tätig,factual,20
12917,nicht referenziert,unreferenciado,23
12875,geruch,odor,24
3707,sonnenbrille,oculos de sol,87
10479,äthiopisch,etíope,44
1454,bergsteiger,alpinista,71
14470,unten,abaixo,10
12948,müll,lixo,23
9867,wegweiser,letreiro,49
3916,eichel,bolota,84
10228,gemütlich,confortável,34
4164,krautsalat,salada de repolho,84
13763,stark,fortemente,13
3496,rückwirkend,retroativamente.,78
1446,abbrunde,abbr.,96
10589,frost,geada,42
10549,essen,comendo,19
8028,kippe,fag.,56
6492,seebrücke,cais,63
2806,lackieren.,lackluster,90
1905,goldschmied,ourives,88
12998,fein,multar,21
9004,polytechnikum,politécnico,56
7306,zuhälter,cafetão,65
3768,exotisch,exótico,84
8962,anhänger,reboque,51
2473,klebstoff,adesivo,77
13287,reich,império,18
3608,flunder,linguado,84
14002,enthalten,incluir,7
10920,erwachsene,adulto,37
10744,nase,nariz,40
8636,vielfraß,wolverine,37
13812,ein,um,5
2386,gegenkultur.,contracultura,93
13634,nicht registriert,não registrado,15
2786,kush,cushing.,89
3611,kernschmelze,meltdown.,86
4876,zufällig,coincidentemente,72
13444,anfang,começo,13
11940,diskographie,discografia.,33
1310,berauben,privar,70
12009,interview,entrevista,26
1262,abweichungen,divergência,64
5378,wildcard,curinga,78
5389,zynisch,cínico,61
5792,tagundnachtgleiche,equinócio,73
4222,grob,grosseiramente,84
10329,durchsuche,squeaky toy,40
1221,entschädigt,compensatório,97
9924,arabisch,árabe,49
9804,inspektion,inspeção,40
8468,unbeantwortet,sem resposta,60
3549,gliederfüßer,artrópode,87
2130,verschachtelt,entrelaçado,81
5694,geschwenkt,balançado,77
9938,kippen,cant,48
5972,waschbecken,afundar,55
14134,änderungen,mudanças,6
11244,kardinal,cardeal,18
6740,ananas,abacaxi,70
12523,kader,pelotão,23
11761,sportlich,atlético,16
2472,seitwärts,lateralmente,91
85,traumzeit,hora de sonhar,100
14511,verlassen,deixar,8
692,unglück,infiéis,81
14426,anforderungen,requisitos,7
6469,opec,opep.,72
5743,bergahorn,sicômoro,75
4894,taucher,mergulhador,68
12188,grat,cume,30
11708,mittel,médio,35
8229,maßgebend,autoritativo,59
9648,mittagessen,almoço,51
7382,frustrierend,frustrante,7
13742,junge,garoto,12
8431,schaufel.,scudder.,60
10166,gesponsert.,patrocinadas,34
2146,rückgängig gemacht,despedida,94
12240,geteilt,dividido,25
7142,ausbrechen,saia,67
10242,ländlich,rural,46
9056,mosambik.,moçambique,56
14240,gruppen,grupos,9
12139,geist,espírito,30
11084,bergbau,mineração,20
8649,maße,dimensões,44
10888,erreichten,atingiu o pico,18
6217,reiter,equestre,70
7738,nicht verifiziert,não verificado,50
13257,sorgfältig,com cuidado,8
8215,tapir,anta,62
7140,erschrocken,assustado,39
14181,dritte,terceiro,9
7065,synthetik,sintético,67
6944,abgeschafft,abolido,62
586,unzensiert,sem censura,99
3776,enden,saindo,20
3374,gerahmt,emoldurado,28
9369,thermal-,térmico,53
13502,bühne,etapa,13
10300,gefüttert,fed.,46
11658,rest,restante,35
2649,burgund,borgonha,91
2306,besen,vassoura,91
2342,nudeln,macarrão,67
8668,gesinnt,mente,12
797,philharmonie,filarmônica,99
4752,unverfrorenheit,audácia,81
2905,byzanz,bizantium.,90
5450,besucher,visitante,11
4897,konfuzius,confúcio.,81
242,reagieren,reactivo,38
10513,gerüchte,rumores,38
3027,topas,topázio,90
8120,weicher ball,softball.,62
12618,kabel,cabo,25
7453,winkel,ângulos,38
3297,verworfen,descartado,73
8235,säbel,sabre,34
594,monosodium,monossódio.,99
13841,andere,outro,5
1868,kollidierend,colidir.,48
14055,kommen,vir,8
13452,glaubte,acreditava,5
4051,förde,firth,85
397,schneeschuh,snowshoe,99
10543,verstanden,entendido,44
14379,seite,lado,12
10970,verschiedenes,misc,41
3258,spurhaft,spurrier.,89
5769,kohärent,coerente,67
4427,erzählen,recontagem,65
1307,polonium,polônio,97
9930,fähre,balsa,40
9928,bevorstehende,próximos,49
12099,graf,conde,31
11109,baden,natação,36
11009,drehung,rotação,30
13415,matthew,mateus,18
7897,gestrandet,encalhado,53
5719,dummy.,fictício,74
1006,haschisch,haxixe,98
3594,überlappend,sobreposição,60
11853,wikinger,vikings.,27
4635,verrenken,crick.,82
12606,beschuldigt,acusado,19
5086,rampant,desenfreado,80
6264,optimum,ótimo.,73
4408,scheitel,vértice,83
11043,übersetzen,traduzir,21
57,verhungern,morrendo de fome,87
2644,sonnencreme.,protetor solar,91
9627,fluch,xingamento,45
13772,grün,verde,13
2937,schädlich,prejudicial,80
237,dodgy.,desonesto.,99
4303,unersetzlich,insubstituível,82
2523,spanking,palmada,84
9389,präzise,preciso,36
4452,kinematographierer.,cinematógrafos,68
4591,anhang,acessório,19
13284,8.,8º,19
11093,kanone,canhão,38
2792,turbolader,turbocompressor,90
649,halbfinalist,semifinalista,99
5927,kopfschmerzen,dor de cabeça,70
5602,dateiname,nome do arquivo,76
9529,bad,banho,45
10366,lesben,lésbica,44
14508,unterlagen,documentos,15
9776,psychedelisch,psicodélico,47
14024,quartal,trimestre,10
2168,auffällig,conspícuo,88
39,debuggen,depurar,91
3761,hastig,precipitadamente,87
8437,wagen,atreva-se,52
8418,kritzeln,rabisco,56
68,mutig,corajosamente,100
5638,salon,saguão,74
9702,schuh,sapato,38
6683,unterscheiden,distinguir,45
13199,unannehmlichkeit,inconveniência,20
10590,antille,antilhas.,44
13143,kämpften,disputado,21
4159,leguan,iguana.,84
8167,teilnehmer,participantes,55
3060,eckig,angular,89
10278,ratte,ratazana,41
12591,die übung,exercício,23
5154,unausgeglichen,desequilibrado,79
1478,salzwasser,água salgada,96
4229,abfangen,interceptar,19
12935,herzog,duque,22
5933,gesichts-,facial,75
215,leichentuch,mortalha,100
9993,überall  überallhin  allerorts,em todos os lugares,48
12409,berechtigt,intitulado,28
14451,verluste,perdas,12
7252,outfit,roupa,59
863,sättigung,saturação,64
8540,dachs,texugo,47
340,großeltern,avós,82
13789,prost,felicidades,13
3122,korsett,espartilho,75
3526,mäusespeck,marshmallow.,88
13297,golden,dourado,19
9353,see hund,cão do mar,53
447,unverletzt,nuijado,100
6127,überholung,revisão,64
8137,huggel,abraçar,62
13406,schlucht,vale,18
7253,schummeln,traidor,51
381,vizekönig,vice-rei,98
3577,beute,presa,85
3410,frisches wasser,água fresca,88
5151,sportler,desportista,79
8998,unzuverlässig,não confiável,55
2785,neuer markt,novo mercado,91
3464,woes,desgraças,85
10876,unterscheidbar,distinto,27
1272,zweifellos,tweaked.,69
10518,norwegisch,norueguês,43
7268,tune,tunis.,67
8255,wohlfahrt,bem-estar,61
11498,zeitungen,jornais,18
9710,wiederherstellung,restauração,10
12345,portion,parte,12
9510,rohr,tubo,43
8508,tidal,maré,59
9301,pulver,em pó,50
14463,versuchen,tentar,7
5593,mutation,mutação,67
3531,feuchtgebiet,wetland.,83
3729,in indium.,índio,87
8078,fehde,feudo,58
14469,dokumentieren,documento,15
2210,habe geschlafen,dormiu,93
5605,populär,popularmente,77
6409,erlös,prossegue,73
11698,abgebrochen,cancelado,27
11742,kaiser,imperador,33
2359,am lustigsten,mais engraçado,93
7735,vorläufer,precursor,62
9028,nicht veröffentlicht,não publicado,56
13310,rat,conselho,19
3852,verzweigt,ramificado,29
8422,unerwartet,inesperado,60
11229,damm,barragem,37
605,heruntergewirtschaftet,atropelar,99
7278,empfänger,destinatário,52
2828,ungeschützt,desproteger,55
2738,schüler,estudante,88
13504,kugel,co.,16
13379,pistole,arma de fogo,15
14300,betrieb,operação,7
12592,handlung,atos,11
9865,prinzipien,princípios,31
12595,solide,sólido,27
5566,boy.,recatado,77
12350,stehen,de pé,13
8259,versteinert,fossilizado,61
13759,vertraut,familiar,13
14037,bereich,área,11
1808,overan.,invadido,95
5528,bohnen,feijões,38
13767,ist gestorben,faleceu,12
11474,trinken,beber,29
11083,erwägung,consideração,25
10837,spektrum,espectro,42
11381,linebacker,zagueiro,33
12552,fr,pe,27
13551,gemeint,significou,16
12254,innen,interno,11
739,senkrecht,ortogonal,95
1520,unethisch,antiético,95
10091,got,pego,48
1438,pfingsten,pentecostes,70
9651,hinrichtung,execução,21
8329,beleidigt,ofendido,29
9418,unterhose,escorregar,38
5703,stoßen,ressalto,58
14083,wichtig,importante,9
9961,selten,raramente,30
14380,sicht,visualizar,7
7865,metapher,metáfora,58
11945,elfte,décima primeira,33
3383,kriechen,engatinhar,70
11533,neugierig,curioso,37
7169,erholt,recuperado,30
14022,polizei,polícia,12
4023,kategorisierung,categorização,31
13815,oder,ou,5
3780,verschlechtert,deteriorado,65
5642,ammonium,amônio,77
5427,skater,skatista,38
5401,kurbel,manivela,73
1232,bromid,brometo,96
5753,verzichtet,dispensado,71
14296,beendet,terminou,8
3683,blindlings,cegamente,87
345,anschnallen,aperte o cinto,100
953,blütenblätter,pétalas,91
6155,surfer,surfista,64
2941,blüte,flor,78
11965,bündel,monte,32
10016,sterblich,mortal,38
13130,achte,oitavo,21
11652,verwechselt,equivocado,36
3681,schwindel,vertigem,87
3889,acryl-,acrílico,84
6265,kostüme,trajes,44
14216,verwendet,usos,5
9931,folter,tortura,43
8808,mazedonisch,macedônio,51
852,inkl,inclemente,99
7168,sich herausstellen,vire para fora,66
11074,zustimmung,consentimento,39
3598,hochgestellte,sobrescrito,85
12828,baby,bebê,24
770,vorsorglich,precaução,99
8592,venezolanisch,venezuelano,58
13089,roboter,robô,20
6435,afrikaner,africanos.,17
11720,entdeckung,descoberta,31
13700,london,londres,14
6192,gelöscht,apagando,34
13501,standard,padrão,12
8494,zeiger,ponteiros,47
5172,oma,avó,78
9200,vergnügen,prazer,53
4228,chirps,chilre,81
5238,fangspole,catchpole.,79
4762,gemeinschaft,companheirismo,81
4724,lecken,lamber,70
8182,friedenssicherung,paz,52
3404,ausschlag,irritação na pele,87
14518,ertrag,colheita,41
3606,klemer,clem,87
5701,gehminde,comm.,64
11977,unvollständig,incompleto,32
14069,gesetz,lei,9
13644,saal,salão,14
8518,socken,meias,26
11791,tschechoslowakei.,checoslováquia,34
13503,in richtung,em direção,15
2015,ungesehen,despercebidas,94
5998,gleichmäßig,uniformemente,75
11830,betitelt,intitulado.,10
9539,nautisch,náutico,52
924,wieder aufgenommen,recurvo,57
5463,düne,duna,69
4576,schmuggel,contrabando,76
1838,kursiv,em itálico,90
9253,runway,pista,51
3791,erschüttert,abalado,87
5359,zahnpasta,pasta de dentes,78
6104,nicht autorisiert,não autorizado,74
12426,milch,leite,28
3905,ratifizierung,ratificação,86
4666,gezündet,inflamado,59
12827,koreanisch,coreano,23
13877,mai,poderia,5
6159,riss,renda.,72
10395,u-boot,submarino,43
1278,stapeln,empilhamento,55
2352,ajatollah,aiatolá,91
13483,kalender,calendário,17
1252,sketch,skit.,88
742,phoebe,febe,99
898,unempfindlich,insensível,92
14152,paket,pacote,24
2597,leserschaft,leitores de leitores,91
7817,plündern,saque,53
8796,hinterhalt,emboscada,50
13324,nicht zustimmen,discordo,18
4811,falsche darstellung,deturpação,79
13131,fröhlich,gay.,20
4807,laichen,desova,47
11445,für immer,para todo sempre,37
7533,wolle,lã,65
2413,sehne,tendão,90
2181,knappe,escudeiro,82
1900,buckel,corcunda,88
5406,verdauen,digerir,57
9250,schädel,crânio,52
11798,wachsend,crescendo,26
10261,partisan,partidário,40
3170,tyrannei,tirania,84
13813,haben,ter,5
13733,bewusst,consciente,13
9472,magellan,magalhães,52
13318,niedriger,mais baixo,18
12579,fiktion,ficção,21
13862,jahre,anos,7
13698,hinweise,sugestões,14
7591,überfüllt,lotado,21
2940,verschieben,adiar,64
7879,krecher,crocker.,63
6537,kühlgebiet,coolidge.,72
4225,zustrom,influxo,84
1187,brechung,refração,85
12928,blut,sangue,23
3422,waffenkammer,arsenal,85
13718,fluss,rio,12
11696,beeindruckend,uau,35
2728,sauerkirsche,morello.,91
8029,jermin,jermer.,62
6401,kurdistan,curdistão,73
10989,beladen,carregado,41
12284,wissenschaftlich,científico,29
10159,trainer,treinador,40
6454,athener,ateniense,66
5348,ritus,rito,70
1862,regal,régio,93
2194,kodex,códice,93
10219,zusammenstoß,choque,35
12310,erhebt euch,ascender,24
11960,kaiserliche,imperial,29
11692,erdbeben,terremotos,15
1421,zottelig,shaggy.,96
7487,zwiebel,cebola,62
498,beweglichkeit,agilidade,84
10771,nass,molhado,41
1504,kajak,caiaque,94
13792,von,de,5
8150,vorrichtung,fixture.,47
13080,berühmt,famoso,21
9008,erweiterung,estendendo-se,21
1350,meerwasser,água do mar,97
7513,bz.,beleza,65
13092,strafe,pena,18
12052,wird,torna-se,9
10365,edel,nobre,43
13323,großbritannien,grã-bretanha,19
10655,kampagnen,campanhas,16
8801,nickel,níquel,56
7636,kicker,jogadores,23
9609,linme,lineman.,51
1341,philemon,fileom.,97
5299,fehlverhalten,má conduta,79
2475,gitter,lattice.,88
2351,ulme,olmo,86
13467,erlaubnis,permissão,17
2001,ohnmächtig,desmaio,71
12882,alpha,alfa,24
556,abprallen,se recuperar,99
14208,feld,campo,9
1551,meckern,engle.,93
13266,griechisch,grego,18
5840,kauderwelsch,gibbilar,76
6752,abstand,leveff.,70
5883,wahlkreis,constituinte,54
10556,eingeschränkt,restrito,20
11935,physik,física,8
11547,geändert,alterado,9
10956,indities,índias,28
3158,geringer,rowery.,89
2569,juroren,jurados,77
13521,vergeben,prêmio,11
3227,egoistisch,egoísta,85
5159,betrügerisch,fraudulento,77
9416,schief,distorcido,50
5195,wackelig,trêmula,79
12395,staub,pó,29
5027,prophezeiung,profecia,73
8647,krustentier,crustáceo,58
4484,grazien,gracias,83
10388,amtieren,interestadual,45
11562,niedrigsten,menor.,36
8185,aschenputtel,cinderela,62
4005,goodwill,boa vontade,85
11154,danach,depois disso,39
7589,entsorgen,jogar fora,47
7941,gründlich,minucioso,62
2085,fallschirmjäger,pára-quedista,54
6760,peripher,periférico,63
12513,notfall,emergência,20
1309,durchsatz,taxa de transferência,97
4041,gauß,gauss.,85
5385,zurückhaltend,cauteloso,78
5303,wandern,wiking.,79
11855,vererben,ufer,34
4502,raumschiff,starship.,83
12298,verärgern,chateado,28
11053,mittag,meio-dia,40
9932,heide,heath.,49
879,balken,feixes,58
11521,fünfundvierzig,quarenta e cinco,37
6893,racker,refrugadores,69
12450,ente,pato,23
13125,kunstwerk,obra de arte,21
9783,falten,dobrar,38
9521,untergeordnet,subordinar,45
11169,gemeinde,município,29
7442,rennbahn,racecário,66
6676,maultier,mula,62
6665,einfall,incursão,62
1009,unpraktisch,impraticável,97
3000,merklich,marcadamente,90
5572,huldigung,homenagem,76
5429,dionysus,dionísio,78
9787,vgl,cf.,49
3700,blutvergießen,derramamento de sangue,87
4902,stoßstange,parachoque,77
1068,berauscht,intoxicado,78
5993,optimierung,otimização,56
10803,geschmack,gosto,38
3475,reagieren.,reagindo,49
13584,größe,tamanho,15
13743,hinter,atras do,13
9092,liebhaber,amante,47
10429,einen fink,fingir,45
11974,bedeutend,significativamente,32
10165,aufgehört,cessou,27
8434,ewig,eterno,53
9383,messing,latão,53
13639,unglücklicherweise,infelizmente,14
6617,plakette,placa,67
7696,trauer,luto,60
6485,rückwärts,para trás,54
958,zöliakie,celíaco.,98
3247,grüßen,grosso.,89
1787,apostrophen.,apóstrofos,71
8513,birne,lâmpada,58
9847,vers,versículo,42
9079,feste freundin,namorada,54
13357,achter,ont.,18
10079,landwirtschaftlich,agrícola,33
13582,geschichte,história,13
6329,nach wind,barlavento,67
5461,gestanzt,perfurado,41
13652,östlich,oriental,14
2687,kulinarisch,culinária,91
12348,flyer,folhetos,28
10404,lärm,ruído,44
9794,zeitform,tenso,49
13607,browser,navegador,15
8237,akelei,columbine,61
7122,sirloin,lombo,68
4673,harmlos,inofensivo,82
294,fruchtlos,infrutífero,100
5828,zwingend,convincente,57
1952,assyrien,assíria,94
10456,gras,relva,45
6209,stadtrand,arredores,73
2402,psychiatrie,psiquiatria,93
3998,nebelhaft,misty.,85
8739,psychologisch,psicológico,37
2583,freundlichkeit,gentileza,16
1464,outcry,clamor,95
2162,fehlinterpretiert,mal interpretado,75
4774,zitruszitrus,citrino,81
12181,krank,doente,27
9368,uns selbst,nós mesmos,53
2159,bindestrich,hífen,66
3448,mops,pug,84
8921,versank,afundado,57
5871,wägh,waugh.,76
2946,ziegen,cabras.,49
11594,reise,viagem,32
10601,überzeugt,convencido,32
11869,bäcker,padeiro,34
8637,vergbis,gêngis.,58
2836,exemplare,espécimes,64
1323,annalen,anuais,97
11013,pikett,piquete.,41
8664,jugendlich,juvenil,58
7074,mormonen,mórmons.,36
860,analysiert,analisado,52
13161,bestimmt,certamente,20
12266,somit,por isso,30
461,versöhnen,conciliar,87
11314,wer auch immer,quem quer,38
7851,bestraft,penalizado,53
14410,aussehen,olhando,5
7345,solidarität,solidariedade,66
1574,stimmigte.,voicing.,24
2287,sau,semear,87
3854,farbton,matiz,84
11468,stange,haste,36
12855,medizinisch,médico,23
12337,einstellung,contexto,11
7509,hexerei,feitiçaria,65
10515,erholung,recorrer,38
4890,labe,lub.,81
13333,vernünftig,razoavelmente,6
13060,kalt,resfriado,22
2032,beileid,condolências,88
12698,erraten,acho,24
13517,gedruckt,impresso,12
8250,ausgewiesen,expulso,55
13661,mitte,meio,14
11049,rechtfertigen,justificar,28
2232,festgezogen,apertado,78
9058,zink,zinco,56
6358,luftraum,espaço aéreo,73
6360,wichser,wanker.,73
13594,gegenwärtig,presente,12
4847,gleichnis,símile,81
12,gewöhnlich,normalmente,100
8718,hüte,chapéus,30
446,uncharakteristisch,sem caracteristicamente,89
11350,partnerschaft,parceria,36
2086,flink,zippy.,94
8976,kätzchen,gatinha,54
12311,schottisch,escocês,30
8318,underhüte,underwood,61
3069,grundlagen,fundamentos,37
2685,schöpflöffel,dipper,91
3786,rechteckig,retangular,87
7186,gravur,gravação,48
7080,zentrisch,centrado,68
11446,achtzehntel,décimo oitavo,37
396,selen,selênio,100
13226,nach vorne,frente,11
8543,sch,sh.,59
5409,sicherer,mais seguro,78
726,rasseln,clanco,99
12358,arzt,doutor,23
11860,labyrinth,warren,33
8897,willkürlich,arbitrário,56
13307,schrieb,escrevi,19
13757,süd-,sulista,13
8432,lithium,lítio,60
11193,rumpf,casco,38
12662,schwarze liste,lista negra,15
4081,klinke,lingueta,85
11257,zerstören,destruir,17
12608,wüste,deserto,25
8245,durchbruch,avanço,58
6854,pocken,varíola,69
8682,umwerfend,formidável,58
10755,ehrlich,honesto,42
13829,ihre,deles,7
5886,unterscheidet,distingue,32
9678,stabilität,estabilidade,37
12544,buchstabe,carta,21
3037,sonnenfische,sunfish,90
8564,unvermeidlich,inevitável,59
3949,schreien,escrita,81
9497,breitband,banda larga,52
13925,während,enquanto,7
7375,unwirksam,ineficaz,63
9252,metrisch,métrica,52
3276,umarmt,abraçado,65
10600,gefallen,caído,44
3104,jugendliche,jovens,81
10437,friedlich,pacífico,18
11255,chemie,química,38
8102,benachbart,vizinho,39
12725,geflogen,voou,26
11589,unwillkommen,indesejável,36
6479,kodierung,codificação,15
3914,faper,fait.,84
6777,leinen-,linho,70
3711,samson,sansão,87
10964,ausgeben,gastar,32
5260,mängel,imperfeições,51
13796,in,em,5
208,shrove,levante,100
7152,luftwellen,ondas de ar,67
8400,sternen schiff,starcraft.,60
10535,tragbar,portátil,44
12495,schiff,barco,20
12273,dienstag,terça,29
9576,vermögen,fortuna,52
5879,vitrine,mostruário,60
14331,deutschland,alemanha,12
14279,linien,linhas,10
12098,konservativ,conservador,25
3716,zurückbehaltung,retenção,83
12446,durchgeführt,conduzido,20
10871,schrecklich,terrível,37
13030,trat bei,juntou,12
9101,flanke,flanco,48
11976,seifenkiste,soapbox.,32
9165,spitze,espigão,50
4929,grenzrandierer,fronteiras,42
10641,wieder aufnehmen,revanche,43
8579,darm,dem.,59
5774,geprägt,cunhado,19
12129,angenommen,adotado,24
10874,stellvertreter,deputado,37
14417,begrenzt,limitado,10
3210,riesig,gigantesco,80
8244,last,fardo,58
3501,einkerbung,entalhe,59
6224,kakerlake,barata,73
10660,lila,lilás,43
8252,woher,wo.,61
2045,kreisel,rotunda,94
9563,lzern,lg.,52
11908,ungewöhnlich,incomum,30
12629,nominell,nominalmente,12
13558,entmutigt,desencorajado,15
13186,ausländisch,estrangeiro,19
2447,versehentlich,acidentalmente,24
8161,erwerb,aquisição,55
11134,katalyse,catalisadores,38
11697,zurückgezogen,retirou-se,35
7716,befreit,isentar,55
8874,auftreten,ocorrência,50
12927,empfang,recebendo,6
14051,später,mais tarde,10
5372,ext.,exaltar,78
8243,verzeihen,perdoar,54
1904,filmemachen,fazendo um filme,76
11804,fabrik,fábrica,31
9984,wiederwahl,reeleição,46
3966,kürbisse,abóboras,61
7892,verbündete,aliado,22
7042,zertifizierung,certificação,45
6387,weltlich,secular,64
2980,kamin,lareira,88
10023,ehemann,marido,47
6305,sprühen,spray,62
3296,wohnwagen,caravana,85
13529,breit,ampla,14
7072,neu laden,recarregar,57
623,sternenklar,estrelado,99
6068,bestehen,insiste,31
7803,feuerwehrleute,bombeiros,49
7307,erfinder,inventor,57
13329,bereiche,áreas,11
14502,erwartet,espera,12
5976,langeweile,tédio,74
10083,stroh,palha,47
12004,stufen,níveis,12
9713,gotisch,gótico,50
2839,pontieren,pont.,90
6852,demobilisierung,desmobilização,57
7828,stativ,tripé,62
10333,därne,dar.,46
6713,unzufrieden,infeliz,68
6339,unveröffentlicht,inédito,73
803,kurveball.,bola curva,99
2014,verlockend,tentador,69
9430,aufregend,excitante,38
2926,einbösen,bade.,90
14444,fortsetzung,contínuo,5
10391,springen,pulando,9
1419,akkreditierung,credenciamento,68
14521,kredite,empréstimos,46
12335,as,ás,26
6840,schwergewicht,pesado-pesado,68
11837,hähnchen,frango,33
5778,frech,danadinho,76
12258,männlich,macho,29
751,tarot,tarô,99
3234,wecken,despertar.,80
7037,lösung,resolvendo,24
13429,neun,nove,17
6710,schwanger,grávida,70
654,krümel,roble.,87
373,tinea,micose,100
9492,zweideutig,ambíguo,44
9167,prärie,pradaria,53
1697,kalligraphie,caligrafia,95
7205,sanitäre hygiene.,saneamento,64
8135,vertreibung,expulsão,56
3213,füllstoff,enchimento,84
7419,errungenschaften,conquistas,35
8650,rückstände,resíduos,49
1353,stricken,tricô,83
780,grassroots,balase.,99
7567,anlagegut,ativo,42
7900,ellbogen,cotovelo,61
11284,bürgermeister,prefeito,36
9273,entwaldung,desmatamento,53
11875,philosophie,filosofia,33
3912,bildnis,efígie,82
13573,häufig,muitas vezes,16
8927,seemann,marinheiro,43
9177,erdbeere,morango,53
12661,stier,touro,20
9057,langweilig,tedioso,37
7023,teppich,tapete,66
9185,göttin,deusa,53
1384,brennbar,inflamável,93
6371,sperrstunde,regredir,69
12051,boden,chão,28
3744,käufer,compradores,80
8723,slayer,assassino,57
10097,begleiten,escolta,39
5469,gegründet,redimensionado,70
12476,seriös,respeitável,24
12685,in der luft,airborne.,26
8802,überdenken,reconsiderar,55
8586,zerrissen,rasgado,59
13953,zurück,voltar,8
5442,beginn,início,77
604,kordieren,chordate.,99
10156,mischung,ming.,45
10985,drehen,rodar,34
8703,entdecken,descobrir,10
4446,neu hinzufügen,re-adicionar,83
12157,lücke,gap = vão,30
3644,gemeinnützig,sem fins lucrativos.,87
6303,jona,joná.,73
14348,einnahme,tirando,5
4587,rückgrat,espinha dorsal,81
10355,betonen,estresse,39
1581,requisiten,adereços,65
13252,regen,chuva,17
14149,einzel,solteiro,10
7745,verlies,masmorra,47
13781,sieg,vitória,12
9884,achtzehn,dezoito,49
12975,im ruhestand,aposentado,17
7532,luchs,lince,65
551,herumtreiber,drifter.,99
