ID,DEUTSCH,ARABE,INTERVAL
474,häufigkeit,انتشار,64
1782,ganga,عصابة,93
10291,fleming,فلمنج,42
6152,grillen,شواء,70
8870,nicht bewusst,غير مدرك,52
7710,ablauf,انقضاء,61
4448,josephine,جوزفين,80
8633,walross,الفظ,54
6845,decke,بطانية,59
5819,konservieren.,المحافظة على,28
1356,glenholz,غلينوود,96
1168,professionell,prower.,96
6945,neutron,نيوترون,64
3139,intim,حميم,75
996,zak,زك,97
5235,shih.,شيه,76
3325,bebop,بيبوب,87
9721,fuji,فوجي,46
625,gesetzgeber,المشرعين,94
5368,kaukasisch,قوقازي,74
5254,gleichgewicht,حالة توازن,76
11170,elefant,الفيل,33
3015,huntley.,هنتلي,88
2498,paloma,بالوما,90
9731,spender,جهات مانحة,41
9175,sk.,مكن,51
11424,kaktus,صبار,33
14035,öl,زيت,16
10540,okinawa,أوكيناوا,40
8400,sternen schiff,starcraft.,56
3214,feldspar,الفلسبار,87
2452,begabtes,موهوب,42
8666,plateau,هضبة,53
3276,umarmt,احتضنت,62
10693,rechtfertigung,التبرير,37
5209,vergänglichkeit,التلاؤية,76
6930,brei,عصيدة,63
12605,thailand,تايلاند,23
14061,setzen,يضع,8
3723,paranomien,بارانوميا,85
8111,brief,رسالة بولس الرسولية,57
9141,bucher,بوكر,51
2459,zigaretten,السجائر,49
12188,grat,ريدج,26
1478,salzwasser,ماء مالح,95
11495,kopflos,بلا رأس,33
2269,klettverschluss,الفيلكرو,91
14168,politik,سياسة,6
5504,stierkampf,مصارعة الثيران,74
9876,batterien,بطاريات,20
13632,forum,منتدى,12
8961,hemingway,همنغواي,52
5678,spielplatz,ملعب,73
13091,rd,بحث وتطوير,18
256,dewan,الديوان,100
7351,leuchtenden,ساطع,50
2109,erweitern,وسع,60
14327,d,د,7
14387,kurz,قصير,9
2379,mach weiter,تابع,84
12816,gefangen,القبض على,14
6267,bauer,فكر,53
7632,ausblick,الآفاق,59
13824,mehr,أكثر,5
6725,vene,الوريد,60
7479,fötus,الجنين,62
4971,bulimie,الشره المرضي,77
2366,krips,فتات,73
10709,mathematisch,الرياضيات,21
3758,perseus,بئر,84
13309,gelang es,تمكنت,9
7038,skies,سماء,27
2793,soleil,سولي,89
2079,hämorrhoiden,البواسير,91
12171,netz,جريد,26
6630,wassermelone,البطيخ,66
66,pinpoint,يحدد بدقة,93
6310,marokkanisch,مغربي,66
3561,penelope,بينيلوبي,85
11347,spitzname,اسم الشهرة,26
2825,prächtig,رائعة,88
1308,swami.,السوامة,93
2006,tischler,النجارين,47
8977,scharfschütze,قناص,48
7860,blick,يلمح,55
6769,übernatürlich,خارق للعادة,66
7721,apokalypse,نهاية العالم,61
4273,bikini,بيكيني,80
1451,osteologie,علم العظام,95
8305,nautika,نوتيكا,57
12112,kuwait,الكويت,27
5915,downfield.,داونفيلد,72
10365,edel,النبيل,39
7703,recycling,إعادة تدويرها,53
11301,fo.,فو,34
9174,herzliche glückwünsche,تهانينا,43
8529,dachdecker,slater.,55
1130,esc,خروج,96
10905,kappa,كابا,38
10838,terminal,طرفية,24
10108,einsam,وحيد,37
13080,berühmt,مشهور,18
2685,schöpflöffel,قحافة,89
9030,kostbar,ثمين,52
1948,khu.,خوف,93
6589,überholt,وضرب,68
2556,diatom,دياتوم,87
13823,dürfen,يستطيع,5
12505,robin,روبن,23
13838,neu,جديد,6
11864,slang,عامية,29
8757,mozart,موزارت,54
9439,andorra,أندورا,49
6519,sklerose,التصلب,68
81,steinbruch,مقلع,95
946,blenheim.,بلينهايم,97
9570,landwirte,المزارعين,38
9969,verschoben,تحول,17
11155,abenteuer,مغامرات,26
11440,ecuador,الإكوادور,33
11252,zugeschrieben,يعزى,14
8173,bescheiden,محتشم,58
10989,beladen,لادن,37
3772,heartland,هارتلاند,83
13899,viel,كثيراً,8
2728,sauerkirsche,موريللو,89
11441,routen,طرق,16
5858,kriechend,smee.,72
7788,ich habe,لقد قمت,60
13572,struktur,هيكل,12
5737,glover,غلوفر,73
266,nachsichtig,متساهل,96
655,rocker,الروك,72
12085,tsunami.,تسونامي,27
4799,quadratisch,transatic.,78
8110,halbmond,هلال,58
1541,stalwart,قوي البنية,86
4099,korinth,كورينث,83
6929,unterschiedlich,بشكل مختلف,66
10918,nachwirkungen,ما بعد الكارثة,38
1465,der reihe nach,بالتتابع,66
6774,colombo.,كولومبو,66
7770,reue,ندم,22
12845,kraftstoff,الوقود,19
1595,süßen,غطى,93
13643,dorf,قرية,12
8498,inspiration,وحي - الهام,28
226,interleague.,الاسترداد,100
12513,notfall,حالة طوارئ,16
13312,francisco.,فرانسيسكو,15
11366,charta,ميثاق,31
9597,stehlen,يسرق,31
299,gebündelt,المجمعة,76
4639,prickeln,وخز,80
13690,geld,مال,12
11114,auster,محار,36
2911,induktee,مثاد,85
11465,darstellung,التمثيل,30
13136,sex,الجنس,17
2315,balkon,شرفة,83
14457,entwickeln,يطور,10
11278,pr.,أقر,34
2747,westwärts,غربا,28
12114,minze,نعناع,26
2174,anbindung,رابط,70
13766,plus,زائد,12
13003,gehalten,أبقى,19
13578,vergangenheit,ماضي,12
12895,roi.,روى,20
7742,chor,جوقة,61
3339,herberge,نزل,82
766,ashkenazi,اشكنازي,98
4449,liter,لتر,49
13072,welle,لوح,15
14260,funktionen,المهام,21
1145,mikrobiologie,علم الاحياء المجهري,93
11280,student im ersten jahr,طالبة,35
1836,maidenhead,بكارة,93
6699,granger,جرانجر,67
180,untalte,لا توصف,100
7908,zionismus,صهيونية,60
14102,offiziell,رسمي,9
4517,nitro,نيترو,80
5311,luftkissenfahrzeug,الحوامات,76
11828,äußere,في الخارج,30
3767,kreuzfahrt,المبحرة,35
10126,ergriffen,استولى على,34
5519,angestellte,كتبة,57
14415,r,ص,9
12855,medizinisch,طبي,19
11502,trinidad,ترينيداد,32
10043,monika,مونيكا,44
7314,malkin.,مالكين,63
13435,voaus,امام,14
14192,vereinbart,متفق,11
2275,aquila,أكويلا,91
1047,gran.,جرين,97
12804,auge,عين,15
10536,schaf,خروف,40
9050,lissabon,لشبونة,52
11190,piraterie,من القرصنة,35
10665,karikatur,كارتون,31
11797,unter tage,تحت الأرض,30
12124,gelegenheiten,مناسبات,23
3272,obligatorisch,واجب,87
10178,mick.,ميكان,43
6551,epidemie,وباء,65
3438,orchidee,زهرة الأوركيد,86
12886,auswirkungen,تأثيرات,10
10808,wuchs,نمت,38
12556,reis,أرز,23
4035,einzelhändler,تجار التجزئة,39
10034,tränen,دموع,34
9255,pythagoras,فيثاغوراس,50
14400,bemühungen,جهود,6
8847,tierkreis,الأبراج الفلكية,53
8068,tribal,قبلية,58
7060,pipeline,خط انابيب,62
6198,flaggschiff,الرئيسية,70
2700,kerle,الرجال,24
381,vizekönig,النائب,97
8998,unzuverlässig,غير موثوق به,51
7569,spende,هبة,32
11624,mf.,مهد,31
5039,poliomyelitis,شلل الأطفال,77
5413,transzendenz,التجاوز,69
4078,bellevue.,بيلفو,83
11936,gehirn,مخ,27
9215,pooh,بو,50
9466,niagara,نياجرا,48
2619,abnehmer,المتقدمون,62
1424,gesänge,الهتافات,50
12118,dodger,دودجرز,24
4120,kass,كاس,82
9231,geschlecht,جنس,50
12880,in der tat,في الواقع,20
11831,grundsätzlich gilt,في الأساس,15
14005,planen,يخطط,11
12164,aufzug,مصعد,16
4114,kurzschrift,اختصار,70
14118,gegeben,منح,10
8804,bn,بنية,53
4145,tiefgreifend,بالغ,82
6489,peinlich,إحراج,46
7265,konkurs,إفلاس,62
1180,handfeuerwaffen,المسدسات,65
9984,wiederwahl,إعادة انتخابه,42
9284,erfolglos,غير ناجحة,44
3766,lächerlich,ludicrous.,83
14321,sprache,لغة,10
361,fußstapfen,خطى,99
11603,virtuell,افتراضية,24
11106,kaum,بالكاد,36
3984,akropolis,الأكروبوليس,83
798,porzellan,خزف,98
8537,walfänger,الحيتان,55
12075,wirklichkeit,واقع,27
8281,sears,سيرز,55
9647,sambia,زامبيا,47
6301,schwindlig,دائخ,65
14434,erfordert,يتطلب,6
3871,entsetzlich,فظيعة,49
3206,spannung,تشويق,30
13288,hong,هونغ,16
5036,virginianer,فرجينيا,70
8736,übertragen,أحال,43
9366,volta,فولتا.,49
7157,vorhang,ستارة,61
13707,boston,بوسطن,12
633,atocha,أتوشا,99
8254,geige,كمان,56
13484,ab,واهن,13
1697,kalligraphie,فن الخط,94
8048,deko,شئ,59
11122,freibeuter,buccaneers.,35
9910,baja,باجا,45
8406,lake,لاج,56
10459,epos,الملحم,40
9503,jemen,اليمن,48
13169,verleumderisch,التشهير,17
2810,kandidatur,الترشيح,88
10403,schmutz,رجس,41
734,ungenügend,غير مرض,98
11946,ausgedrückt,أعربت,15
10807,aufheißen,نيابة عن,38
9521,untergeordnet,المرؤوس,40
14349,bereitgestellt,متاح,6
1601,drehbank,مخرطة,94
10078,regina,ريجينا,43
10867,plötzlich,فجأة,38
8147,gabel,شوكة,40
12901,stelle,بقعة,15
12863,herausforderung,تحد,12
2543,abgeflacht,المسطح,85
8436,fähigkeiten,قدرات,22
5710,entführt,اختطف,50
538,steuerpflichtig,خاضع للضريبة,99
8063,manor,مانور,58
13563,gebaut,مبني,13
11450,beta,بيتا,33
731,praktiker,الممارسين,77
13760,prix,بريكس,12
5906,zyklop,سيكلوبس,72
4605,halskette,قلادة,77
3326,syndikation,خلاصات,54
3370,adenosin,الأدينوزين,86
2421,totschlag,manslaught,90
4183,pankreas,البنكرياس,82
5188,immergrün,دائم الخضرة,76
8937,mammut-,ماموث,51
13960,bericht,تقرير,5
9918,satan,الشيطان,38
5449,idiotisch,الأغنياء,28
3684,mäster,ميد,85
13589,zustimmen,يوافق على,11
13236,davis,ديفيس,15
3292,moniker,ميكر,85
10440,übertragung,انتقال,38
12589,armstrong,ارمسترونج,23
7430,pullman,بولمان,62
3501,einkerbung,منحة,55
12153,erfüllen,رضا,15
2679,rosalind.,روزاليند,90
11698,abgebrochen,ألغيت,23
12117,grafik,الرسومات,15
13654,sam,سام,12
8176,komma,فاصلة,49
10633,minneapolis,مينيابوليس,39
10861,kegelung,كوكس,38
7065,synthetik,الاصطناعية,63
6222,plutonium,بلوتونيوم,70
9358,unwahr,غير صحيح,49
1943,flaute,هدوء مؤقت,90
5566,boy.,كوي,74
10606,geplänkel,مزاح,39
8810,polig,بول,53
7480,kell,كيل,62
610,mantra,تعويذة، شعار,97
3835,gemma.,جيمما,84
5840,kauderwelsch,رطانة,72
6869,orgasmus,النشوة النشوة,65
7858,ml,مل,60
7932,rube,ربي,59
6533,befürworter,المناصرة,68
5333,gladstone,جلادستون,75
9761,canterbury.,كانتربيري,46
5824,linde,ليندن,72
1128,tana.,تانا,96
12362,packer,باكرز,24
9321,cornwall,كورنوال,44
1773,kleiner finger,الخنزير,88
7805,primitive,بدائية,58
1583,phenylalanin,فينيلالانين,94
820,karzinogen,السرطان,87
8568,fowler,الصياد,55
1381,lymphatisch,الجهاز اللمفاوي,96
10381,patrone,خرطوشة,37
1016,nicken,إيماءة,90
4375,panorama-,بانورامي,81
13301,druck,الضغط,15
6791,rhythmisch,إيقاعي,66
240,spucken.,بسب البصق,26
12006,il.,انا,28
8969,kompatibel,متوافق,48
4760,wasserkocher,غلاية,77
12813,ac.,إكسب,21
13160,global,عالمي,16
4376,bitte.,بته,80
8227,rev.,قس,56
7247,brüllend,هدير,50
5931,sai.,ساي,72
10911,hunde,الكلاب,8
9527,trennung,انفصال,13
11833,konstellation,كوكبة,29
11237,gene,جاء,35
1657,gala,غلا,93
4834,bindi.,بيندي,78
5930,serge,سيرج,71
9752,gesungen,سونغ,46
6343,meerenge,مضيق,42
10999,aspekte,النواحي,26
677,bona,بونا,98
2761,haslose,بالكفاءة,89
14063,abteilung,قسم,9
2111,lymphom,ليمفوما,91
1158,vibration,اهتزاز,66
12356,ref.,رجع,23
11963,gegner,المعارضين,22
6231,greenholz,غرينوود,70
12088,wi.,واي واي,27
5363,hydroxid,هيدروكسيد,75
6175,welk,wheely.,68
10813,wien,فيينا,38
5775,divisors.,المقسورات,68
2787,telegramm,برقية,84
3924,thunderbird,ثندربيرد.,84
1696,nablus.,نابلس,94
300,neudefinition,إعادة تعريف,96
4327,gar.,جار.,79
4894,taucher,غواص,64
5326,rekapitulieren,خلاصة,62
9270,karotte,جزرة,49
10038,abstammung,نسب,43
7565,benin,بنين,62
8345,sala,سلالة,57
10517,literarisch,الأدبي,40
5228,arthritis,التهاب المفاصل,76
9611,reproduziert,مستنسخة,38
8170,injektion,حقنة,28
12167,delta,دلتا,27
7983,schilling,شيلينغ,59
1280,bluten,ينزف,47
700,ciao.,كياو,98
4636,stockente,مالارد,78
7809,bime,بيد,60
7004,baseballstadion,ballpark.,55
13440,wie auch immer,ما من أي وقت مضى,14
12473,simon,سيمون,24
4980,sahib,صاحظ,77
1717,pyridon,البيريدون,94
7474,netzball,كرة الشبكة,62
10462,monte,مونتي,36
9483,wölfe,ذئاب,48
11636,vergleichen,قارن,11
2706,agnostisch,محايد دينيا,88
1755,surreal,سريالية,64
14312,position,موضع,6
4566,schreiten,خطوة,74
8849,funklig,sparky.,53
7171,carney,كارني,64
3629,ashanti,أشانتي,85
1906,streiche,مزحة,61
2901,windel,حفاظه,85
5432,romano,رومانو,74
13414,kampf,قتال,7
6018,menschwerdung,تجسد,48
2200,lebensmittelgeschäft,خضروات,88
7011,schwelle,عتبة,64
10598,kamerun,الكاميرون,39
686,unterzeichner,الموقعين,88
11077,forscher,مستكشف,23
12291,extrem,أقصى الحدود,17
12389,voreingenommenheit,انحياز، نزعة,25
8583,inquisition,محاكم التفتيش,54
5720,modi,أساليب,34
9573,tintenfisch,حبار,39
12431,dabei,خدم,11
12542,fisch,سمك,20
1618,basalt,بازلت حجر بركاني,92
3559,optimistisch,متفائل,80
1807,dunne.,دن,93
14326,offizier,ضابط,10
7740,karate,الكاراتيه,59
3190,expeditionen,البعثات,33
7039,gegenstücke,نظرائه,50
13806,als,مثل,5
10985,drehen,غزل,30
7596,angst,القلق,62
3926,quarantäne,الحجر الزراعي,77
417,baccalaureate.,شهادة البكالوريا,100
10836,afghanisch,الأفغان,37
7850,grausamkeiten,الفظائع,55
892,abbasid.,العصر العباسي,97
12469,madison,ماديسون,24
11425,canberra,كانبيرا,33
6728,korinther.,كورنثوس,62
2812,auseinandersetzung,مشادة,86
9609,linme,خطاط,47
8877,abwasser,مياه المجاري,53
3060,eckig,الزاوي,88
7296,balkan,البلقان,53
571,schlafsaal,مسكن,90
4393,ld,ودع,81
9600,schimpfen,تبجح,40
6107,regenwurm,ديدان الأرض,70
13602,fünfte,خامسا,12
9419,fee,جنية,48
6413,lope,لوبيس,64
5668,dumas,دوماس,67
4909,serra,سريرا,78
4844,carlin,كارلين,78
11049,rechtfertigen,يبرر,24
9966,fortsetzen,سيرة ذاتية,29
4658,zwangsläufig,لا محالة,50
10743,linguist,اللغوي,31
10660,lila,أرجواني,39
8548,schurken,الأشرار,47
5977,nichtung,نايشت,69
5398,nonne,راهبة,65
11263,deckel,قبعة,23
12710,donald,دونالد,22
230,untergruppe,مجموعة فرعية,91
3474,schmerzlos,غير مؤلم,86
942,entrückung,نشوة الطرب,92
8722,cowboy,رعاة البقر,22
5324,nana.,نانا,74
3419,melone,شمام,85
1205,quan,شيوع,96
37,vergewaltigt,اغتصاب,33
3072,mandel,لوز,86
7555,granit,الجرانيت,62
12580,rede,خطاب,22
7919,siebzig,سبعون,48
984,bolo.,بولو,96
5643,carboxy,كاربوكسي,73
3988,zytoplasma,السيتوبلازم,81
9299,abd.,عبد,50
12433,türkisch,اللغة التركية,24
10887,friedrich,فريدريك,38
13467,erlaubnis,الإذن,13
10627,verraten,كشف,21
6956,sandmann,ساندمان,65
3529,hydroponie,الزراعة المائية,83
10378,hexe,ساحرة,38
8973,python,بيثون,52
1890,verfallen,انزل,70
2809,drainage,تصريف المياه,88
10444,geologie,جيولوجيا,33
1768,ostwärts,شرقا,50
12869,flotte,فلور,20
12228,jesse,جيسي,25
4400,freier port,ميناء حر,81
12189,parker,باركر,27
4615,unwichtig,غير مهم,80
9546,hungersnot,مجاعة,47
4317,clubhaus,النادي,80
5138,gewichtheben,رفع الاثقال,76
8296,lahm,عاجز,56
12555,religiös,متدين,23
2393,wishbone,عظم الترقوة,89
6515,dildo.,دسار,66
5759,eile,عجل,67
8025,herzogin,دوقة,59
6239,dringend,حث,22
13769,verständnis,فهم,9
8791,julio,جوليو,53
1072,schätze,الكنوز,47
6216,beatrice,بياتريس,70
5851,telugu,التيلجو,72
9076,bizarr,بيزار,51
5869,basilikum,ريحان,72
14279,linien,خطوط,8
12836,alan,آلان,20
1078,anrufen,كالوم,96
14253,texas,تكساس,10
9528,ness,نيس,48
3615,tarantel,الرتيلاء,85
10468,annahme,افتراض,35
14099,geben,يعطي,8
243,grosse.,غروس,34
13429,neun,تسع,14
4017,sonnenwende,الانقلاب,80
13596,tendenz,نزعة,12
5592,dolores,دولوريس,69
11003,kaffee,قهوة,37
10745,kongress-,الكونجرس,38
5528,bohnen,فاصوليا,34
6246,bor,البورون,70
5127,kola.,كولا,77
7998,butch,بوتش,59
11897,behandlung,علاج,28
10700,zugeschnitten,اقتصاص,26
13015,höchst,إدراك,19
10652,baby,فاتنة,38
13421,absichtlich,عن عمد,7
4981,inzest,سفاح,77
11017,rabe,غراب أسود,26
11857,gerät,جهاز,24
10042,bewältigen,التأقلم,42
4388,schaum,رغوة,77
3583,eau.,او.,85
4406,marginalia,هامسيسيا,81
14109,john,جون,8
2056,aufsichtsrechtlich,prudential.,92
11895,ausbruch,التفشي,28
5642,ammonium,الأمونيوم,73
6638,kloster,ديرصومعة,62
8042,gerber,تانر,59
5541,schiefer,نور,55
2060,espe,aspen,92
386,trias,الترياسي,100
1161,madeira,الماديرا,96
12598,legende,أسطورة,20
4006,populist,الشعبوي,73
5341,paranormal,خوارق,75
8154,gestell,رف,42
937,chekhov,الشيخوف,97
8760,anabolisch,الابتنائية,53
7254,schichten,طبقات,36
4250,siamese,سيامي,82
3845,presseraum,غرفة الصحافة,84
739,senkrecht,متعامد,93
11558,hülse,قيفة,25
244,essbar,صالح للأكل,97
5078,herzlichen glückwunsch,تهاني,77
11268,transit,عبور,22
10103,gewinde,مسلك,38
9668,knöchel,كاحل,45
4520,dich,اليك,80
13154,studenten,الطلاب,12
2976,ursa.,أورسا,65
12688,dinkel,مكتوبة,12
7745,verlies,زنزانة,42
2796,hayward,هايوارد,86
8846,kyoto,كيوتو,53
9230,backstein,قالب طوب,45
7823,claire.,كلير,47
2785,neuer markt,سوق جديد,89
439,metamorphose,التحول,100
2727,astor,أستور,88
9243,sangen,غنى,50
9197,hummel,نحلة طنانة,50
1908,glühend,متوهجة,72
9623,figura,في الاتهام,47
1364,unheimlich,مريب,96
1423,tyrosin,تيروزين,95
2928,zivilfrei,مدني,88
5123,albus,ألبوس,77
2544,uneben,غير متساو,90
10723,demonstration,برهنة,18
13231,antonio.,أنطونيو,16
402,mana,مانا,97
5873,in maßen,معتدلة,26
2758,hygiene,النظافة,88
4259,cowman,بند,82
7404,handgelenk,رسغ,60
13183,eingesetzt,نشر,13
14419,zeigt an,عروض,7
2453,retter,المنقذ,88
3077,typografie,الطباعة,88
2250,plenar,جلسة عامة,91
748,apnoe,انقطاع النفس,98
7687,makao,ماكاو,61
13703,schnell,بسرعة,12
12194,branding,العلامة التجارية,17
12878,arten,أنواع,7
8226,mekka,مكة المكرمة,57
12834,meistens,خاصة,20
539,antipolo.,أنتيبولو,99
334,unehrlichkeit,عدم الأمانة,99
599,pfui,قرف,99
12632,oberfläche,سطح - المظهر الخارجي,21
8033,funktional,وظيفي,21
6321,erzherzog,archduke.,68
9988,oval,بيضاوي,44
5636,würde,كرامة,73
32,niete,مبدأ,87
9447,dei,ديو,48
7377,methamphetamin.,الميثامفيتامين,62
13445,montreal,مونتريال,14
9738,schweigen,الصمت,41
10218,in bezug auf,فيما يتعلق,38
653,steward,مضيف,64
1672,zypriotisch,قبرصي,90
10748,kabellos,لاسلكي,38
6779,textur,الملمس,59
4278,greifer,جرم,81
1236,spezifikationen,المواصفات,63
628,dachkammer,غبار,99
13113,strand,شاطئ بحر,17
4036,linsen,العدسات,82
4676,pirol,الصفارية,31
10115,para,بارا,42
983,texaner,تكسان,38
12503,held,بطل,19
12808,harrison,هاريسون,21
11664,zyrus,سايروس,31
1394,auffallen,دافع عن كرامته,93
795,schmackhaft,طيب المذاق,96
11684,beine,الساقين,18
10544,schleife,حلقه,34
10969,tradition,التقليد,17
11317,geklopft,مطرد,23
976,patriarchen,الآباء - الأولياء,81
4051,förde,firth.,83
12084,zusammengesetzt,مكون,22
9758,organisatorisch,التنظيمية,46
14499,david,ديفيد,9
4890,labe,لوب,78
9807,brillant,متألق,45
14470,unten,أقل,8
13662,verlust,خسارة,10
5011,talente,المواهب,32
10529,pub,حانة,38
393,tamarin,تامارين,100
8420,magnum,ماغنوم,56
2021,fluorid,فلوريد,80
8774,freud,فرويد,53
6694,merlin,ميرلين,67
9120,stift,دبوس,40
8156,erz,خام,57
11660,verschmelzen,دمج,18
2487,körperlich,جسدي,90
6797,ching,شينغ,66
14085,direktor,مخرج,18
8532,rubens,روبنز,55
5804,geburtsort,مكان الولادة,72
7123,yuan,يوان,64
2903,dessi,عشاق,88
27,hemmen,تعيق,62
9654,bote,رسول,45
11079,südosten,جنوب شرق,36
13890,pro,لكل,11
13121,wind,ريح,12
515,gehweg,رصف,91
11647,vorabend,حواء,31
10268,tamilisch,التاميل,42
13688,million,مليون,11
12991,dallas,دالاس,19
7090,impfung,مصل,54
7974,pfeilspitze,رأس السهم,59
2431,heelers,هياة,91
11872,freiwillige,المتطوعين,16
12136,bangladesch,بنغلاديش,27
9190,rötung,الغاشم,50
7558,visa,تأشيرة,57
1213,grundlos,غير متوفر,96
14067,haus,منزل,10
2836,exemplare,العينات,62
1449,wiederverwendet,إعادة استخدامها,60
7174,moot,موت,62
14231,text,نص,6
7938,integrieren.,إدراج,21
10878,albany.,ألباني,38
6995,gang,الرواق,62
4930,brille,نظارات واقية,74
3477,kollaboratoren,المتعاونين,18
2121,entweihung,تدنيس,87
6989,spinal,العمود الفقري,65
5727,kokos,كوكوس,52
4407,embryonal,الخلايا الجنينية,80
9834,freundschaft,صداقة,45
6283,montpelier,مونتبيلير,70
11734,kette,سلسلة,28
4952,slawisch,سلافية,77
2587,erkenntnisse,أفكار,46
12261,richmond,ريتشموند,26
5358,stalker,مترصد,70
3839,farblos,عديم اللون,84
14088,hier,هنا,5
13471,auf,بناء على,14
9500,barmherzig,رحمة,45
7412,fitch,فيتش,62
7233,kapitalist,الرأسمالي,61
8838,tapfer,شجاع,22
10090,nachgeben,الكف,43
4347,pte.,بيط,81
13555,doppelt,مزدوج,12
11772,brasilianer,البرازيلية,29
12619,khan,خان,23
992,glanz,لمعان,86
7532,luchs,حيوان الوشق,62
4455,barbar,بربري,58
8097,virsianisch,فيريدي,58
4724,lecken,يلعق,67
8410,wachs,الشمع,52
2626,buschranger,بوشريغر,90
8902,autonom,واثق من نفسه,51
13541,sowjetisch,السوفيتي,12
11943,dauerhaft,دائم,22
7813,sancho.,سانشو,60
508,mutanten,المسوخ,55
814,jazzy.,جازي,98
1913,klappern.,trched.,32
9135,stalingrad.,ستالينجراد,51
13719,alka.,الملقب ب,12
12057,enthalten.,يتضمن,7
11890,emblem,شعار,27
9588,gleichfalls,بطريقة مماثلة,47
9925,leicester,ليستر,45
5754,lähmung,شلل,73
3047,raffer,كرافتر,88
8289,marker,علامة,50
6043,taoismus,الطاوية,71
2146,rückgängig gemacht,undraft.,92
5564,schattig,ظليلة,74
6314,einstrom,ستروم,70
10460,romantik,رومانسي,40
13059,zweimal,مرتين,18
6937,lehrbuch,الكتب المدرسية,52
9151,granate,قنبلة يدوية,42
11091,carson,كارسون,36
6362,beagle,بيغل,69
5406,verdauen,استوعب,53
6938,gasse,زقاق,64
12937,reicht aus,كاف,15
12572,rom,روما,23
2584,umarmung,حضن,62
6524,everglades,إيفرجليدز,68
13553,deutlich,بالخط العريض,12
12868,norwegen,النرويج,20
5288,makkaroni,معكروني,76
4523,marathi,ماراثي,80
8809,polka,البولكا,53
2113,striptease,التعري,92
11606,sauerstoff,الأكسجين,31
5152,erbrochen,undergone.,76
9386,bulgarisch,البلغارية,46
4193,anstriche,سترايت,39
9058,zink,الزنك,51
2296,tilden,تيلدن,91
2659,handlich,يديلين,90
14073,möglich,ممكن,7
6802,multinational.,متعدد الجنسيات,66
11284,bürgermeister,عمدة,32
4685,brodie,برودي,79
4199,kleinbuchstaben,أحرف صغيرة,82
12032,cornix.,كورنيكس,28
11987,autobahn,الطريق السريع,24
8806,spoiler,المفسد,41
10339,einnahmen,إيرادات,38
7235,cortez,كورتيز,63
6644,unvernünftig,غير منطقى,66
9863,mcphail.,ماكفيل,45
1383,anorganisch,غير عضوي,96
5271,underdogs,المستضعفون,56
12694,juden,يهود,20
7950,kung,الكونغ,59
3562,beenden,انفصل,83
7063,loyalist,الموالين,56
9083,wolkenkratzer,ناطحة سحاب,48
4737,farina,فرين,77
423,dramatiker,الكاتب المسرحي,96
8726,ag.,اي جي,54
3045,einbruch der dunkelheit,حلول الظلام,88
6264,optimum,الأمثل,70
8494,zeiger,مؤشرات,42
658,intant,مقصود,98
10766,beton,الخرسانة,38
6674,rodman,رادمان,67
12337,einstellung,ضبط,9
3114,milz,طحال,87
11463,arsenal,ارسنال,30
7132,casablanca,الدار البيضاء,64
2828,ungeschützt,إلغاء حماية,51
13715,schmied,حداد,12
8417,außer acht lassen,تجاهل,48
7199,polizist,الشرطي,64
10161,batman,الرجل الوطواط,43
11119,fische,فاي,36
3456,attrition,استنزاف,85
7411,lettisch,اللاتفية,62
10229,kot,البراز,42
5617,sonnenblume,دوار الشمس,74
6729,singular,صيغة المفرد,62
462,kontrastiert,على النقيض,33
754,dissoziativ,فصل,85
7092,toro.,تورو,61
10013,launisch,متقلبة المزاج,44
4759,waldorf.,الدلدورف,79
8808,mazedonisch,مقدونيان,47
14187,weitermachen,يكمل,5
12663,töpfer,بوتر,22
6177,bigfoot,فوت,70
2595,erleuchten,تنوير,47
1942,lazarus,لازاروس,93
11540,fördern,الحاضنة,31
7032,rhodesie,رودسيا,65
4642,unglücklich,سيئ الحظ,80
12241,pablo,بابلو,26
387,renoir,رينوار,100
14251,einmal,مرة واحدة,9
7684,mendel,منديل,61
4115,juggernaut,الطاغية,82
7994,suez,السويس,59
2165,elektrophorese.,الكهربائي,91
11746,bb.,ببي,29
7522,sirius,سيريوس,62
6244,naen,نايت,70
4917,aufstieg,صعود,78
11349,gast,الزبون,29
9288,stetig,ثابت,48
10326,am nächsten,الأقرب,41
9991,folglich,بالتالي,23
12665,gezeichnet,مسحوب,22
7335,alten,كبار السن,63
11889,venezuela,فنزويلا,29
13910,seit,منذ,7
13587,martin,مارتن,12
8178,export,يصدر,38
2228,kneifen,بط نهري صغير,91
11351,weit verbreitet,واسع الانتشار,34
12224,meister,العرفية,26
5795,umwerben,واو,70
10180,albanisch,الألبانية,34
8433,unangebracht,غير متقدمة,56
2220,plagen.,الطيب,37
153,anästhesie,تخدير,100
9556,nu.,نوم,43
9361,yak,ياك,49
8660,pelz,الفراء,52
11024,küsten,الساحلية,37
10860,jungfrau,بكر,35
8387,flandern,فلاندرز,56
4872,leto.,ليتو,78
5320,topper,توبر,63
10029,skinner,سكينر,43
8130,judy,جودي,58
5699,garantiert,مبرر,31
12242,konzept,مفهوم,23
14467,besprochen,مناقشة,6
11743,renaissance,عصر النهضة,30
5110,hindernis,عقبة,62
11255,chemie,كيمياء,35
11574,prozent,نسبه مئويه,32
723,corso.,كورسو,98
7382,frustrierend,محبط,7
