ENGLISH,OCCURENCES,ENGLISH_stem
champaign,51,champaign
starch,26,starch
sangh,28,sangh
bonjour,31,bonjour
berber,30,berber
taft,125,taft
schultz,63,schultz
bumblebee,210,bumblebe
aardvark,97,aardvark
hitchhiker,38,hitchhik
serra,66,serra
cheyenne,109,cheyenn
brim,43,brim
apnea,29,apnea
shih,71,shih
ginkgo,54,ginkgo
transatlantic,52,transatlant
soothing,132,sooth
viscosity,41,viscos
aster,84,aster
bol,68,bol
catskill,28,catskil
diane,122,dian
lafayette,215,lafayett
lithium,163,lithium
footy,235,footi
calf,49,calf
mete,63,mete
vinegar,56,vinegar
myrtle,92,myrtl
extraordinarily,34,extraordinarili
goldie,31,goldi
stein,84,stein
litter,72,litter
botulism,29,botul
bowden,131,bowden
elisha,44,elisha
fil,129,fil
faulkner,136,faulkner
archbishop,114,archbishop
fife,77,fife
fixation,33,fixat
buster,67,buster
cumberland,161,cumberland
squamish,38,squamish
dysfunction,29,dysfunct
narcissus,30,narcissu
hamster,179,hamster
lute,103,lute
concussion,96,concuss
nestor,92,nestor
mallard,62,mallard
doughnut,65,doughnut
delusion,30,delus
salesman,55,salesman
scarlet,183,scarlet
scimitar,139,scimitar
parley,144,parley
sloan,75,sloan
tha,146,tha
tenebrae,178,tenebra
minesweeper,57,minesweep
salaam,26,salaam
tourette,167,tourett
longhorns,732,longhorn
aggies,351,aggi
dishonesty,27,dishonesti
columbine,154,columbin
foreman,102,foreman
hobbit,58,hobbit
pahlavi,34,pahlavi
mistook,33,mistook
croatian,200,croatian
yugoslav,170,yugoslav
annals,32,annal
bandit,36,bandit
tarot,29,tarot
crosby,356,crosbi
recheck,136,recheck
interim,323,interim
peeps,32,peep
crunk,46,crunk
southeastern,463,southeastern
puritan,95,puritan
smyrna,42,smyrna
spree,133,spree
folic,69,folic
motherfucker,75,motherfuck
kongo,38,kongo
yearly,210,yearli
indies,440,indi
warships,52,warship
tez,38,tez
hobo,67,hobo
inane,31,inan
montessori,34,montessori
lethargy,29,lethargi
apostasy,29,apostasi
mellon,198,mellon
grover,128,grover
tarzan,27,tarzan
esp,201,esp
spick,47,spick
berg,82,berg
polk,143,polk
charette,50,charett
chapman,247,chapman
bracelet,39,bracelet
campuses,35,campus
hymen,28,hymen
cellulose,35,cellulos
cockroach,89,cockroach
terrestrial,107,terrestri
seneca,189,seneca
spectroscopy,77,spectroscopi
sting,174,sting
tam,99,tam
dime,54,dime
jive,30,jive
waterloo,271,waterloo
goon,39,goon
tessellation,58,tessel
soir,30,soir
sclerosis,95,sclerosi
nipple,78,nippl
farce,48,farc
conservatism,80,conservat
bundy,69,bundi
zulu,69,zulu
dissociative,29,dissoci
pejorative,68,pejor
morphin,31,morphin
pinto,47,pinto
meteoroid,79,meteoroid
mestizo,27,mestizo
precincts,44,precinct
alameda,147,alameda
symmetric,34,symmetr
watermelon,98,watermelon
bingo,36,bingo
yakima,26,yakima
barrel,390,barrel
fogle,26,fogl
sunk,96,sunk
mahatma,166,mahatma
chlorophyll,32,chlorophyl
developmental,80,development
vinci,346,vinci
serfdom,42,serfdom
boilermakers,89,boilermak
gangrene,31,gangren
verdi,99,verdi
stover,118,stover
salvia,50,salvia
lilly,46,lilli
snider,60,snider
boller,47,boller
moss,605,moss
ratatouille,27,ratatouil
absinthe,58,absinth
prussia,198,prussia
parry,61,parri
yon,27,yon
minoan,32,minoan
southland,40,southland
kali,26,kali
helsinki,348,helsinki
cerberus,42,cerberu
moop,36,moop
stationary,161,stationari
janus,26,janu
hippocrates,43,hippocr
sheffield,569,sheffield
yarmouth,48,yarmouth
bebop,47,bebop
coulter,146,coulter
seton,74,seton
zorro,107,zorro
dystrophy,62,dystrophi
mopper,43,mopper
basque,68,basqu
checkpoint,78,checkpoint
usher,123,usher
mh,45,mh
condor,77,condor
citrus,64,citru
perdue,34,perdu
trenton,191,trenton
debussy,37,debussi
ballot,291,ballot
boca,89,boca
sleepy,60,sleepi
illiterate,32,illiter
uninvolved,37,uninvolv
wetland,49,wetland
kafka,45,kafka
taurine,76,taurin
antimony,27,antimoni
syndication,47,syndic
roach,81,roach
goliath,42,goliath
cryptography,39,cryptographi
assortment,26,assort
apathy,32,apathi
winger,141,winger
semifinals,505,semifin
selfish,46,selfish
syracuse,512,syracus
gown,101,gown
dining,61,dine
yeast,89,yeast
focal,86,focal
coker,61,coker
countryside,73,countrysid
anchoress,78,anchoress
carbine,31,carbin
antidisestablishmentarianism,33,antidisestablishmentarian
carolyn,80,carolyn
negligence,46,neglig
skater,74,skater
vitro,62,vitro
sunscreen,41,sunscreen
hummer,63,hummer
mollusca,63,mollusca
dwarfism,77,dwarfism
trefoil,31,trefoil
pawl,55,pawl
appalachian,212,appalachian
hyena,46,hyena
addis,42,addi
knut,61,knut
shan,171,shan
siamese,57,siames
scarface,60,scarfac
cowardly,124,cowardli
subsidy,42,subsidi
beirut,362,beirut
derrick,229,derrick
cheddar,34,cheddar
frankfort,37,frankfort
vibration,31,vibrat
stine,76,stine
mice,146,mice
leno,50,leno
magenta,50,magenta
bullock,39,bullock
saskatoon,80,saskatoon
rangoon,39,rangoon
grun,44,grun
hydroxide,73,hydroxid
xii,150,xii
poultry,52,poultri
nox,74,nox
steelers,889,steeler
swank,37,swank
hammerhead,49,hammerhead
abolitionist,162,abolitionist
segregation,106,segreg
dionysus,74,dionysu
obi,39,obi
bismarck,115,bismarck
getaway,53,getaway
smoothly,53,smoothli
chatter,26,chatter
galloway,111,galloway
chesterfield,108,chesterfield
deb,58,deb
goalkeeper,272,goalkeep
quagmire,45,quagmir
carfax,38,carfax
capella,26,capella
ay,55,ay
oneida,64,oneida
parity,52,pariti
patrice,44,patric
cline,42,cline
eton,52,eton
asparagus,28,asparagu
gargoyle,32,gargoyl
paisley,107,paisley
cocoa,67,cocoa
moustache,56,moustach
kike,29,kike
sifaka,53,sifaka
autocracy,41,autocraci
racehorse,371,racehors
tavern,52,tavern
dessert,37,dessert
salary,241,salari
huntley,44,huntley
yea,95,yea
slut,64,slut
janet,205,janet
frist,32,frist
plummer,89,plummer
quincy,169,quinci
oswego,58,oswego
veterinary,79,veterinari
clam,86,clam
ketchup,69,ketchup
stillwater,51,stillwat
lashkar,47,lashkar
somers,43,somer
hawkeye,48,hawkey
pharos,75,pharo
foothills,28,foothil
roulette,28,roulett
holstein,65,holstein
sequitur,28,sequitur
hf,33,hf
hanoi,83,hanoi
tulsa,208,tulsa
caesura,69,caesura
jackass,207,jackass
psychiatrist,30,psychiatrist
traumatic,43,traumat
virgil,106,virgil
liszt,39,liszt
cradle,138,cradl
venezuelan,171,venezuelan
jibbs,32,jibb
davenport,193,davenport
hispanics,30,hispan
minutemen,33,minutemen
grandparents,27,grandpar
magdalene,30,magdalen
mysid,28,mysid
unionist,64,unionist
vibrant,34,vibrant
martel,27,martel
casus,80,casu
protestantism,68,protestant
parachute,502,parachut
fresno,182,fresno
yawn,45,yawn
prickle,62,prickl
couture,52,coutur
unemployed,65,unemploy
norma,69,norma
adolph,66,adolph
spud,82,spud
sabine,43,sabin
prostate,65,prostat
tycoon,78,tycoon
veritas,50,verita
haitian,90,haitian
mussolini,252,mussolini
duly,90,duli
lard,49,lard
rorschach,31,rorschach
inkblot,27,inkblot
lordy,34,lordi
slaughterhouse,38,slaughterhous
woodward,109,woodward
beecher,72,beecher
krill,33,krill
mora,43,mora
bosh,63,bosh
alumnus,47,alumnu
muffin,74,muffin
pandemic,29,pandem
existentialism,76,existenti
mila,42,mila
lakeside,82,lakesid
archduke,91,archduk
truss,86,truss
graphite,34,graphit
saxifrage,57,saxifrag
dodd,71,dodd
nye,75,nye
hoop,67,hoop
ratified,146,ratifi
indictment,261,indict
insurrection,90,insurrect
suffrage,165,suffrag
apportionment,178,apportion
vacancies,88,vacanc
ratification,53,ratif
thereupon,58,thereupon
receipt,30,receipt
eighteen,277,eighteen
rogan,33,rogan
mercilessly,34,mercilessli
sane,38,sane
tucker,417,tucker
blanc,145,blanc
calorie,30,calori
lm,52,lm
marconi,66,marconi
concur,61,concur
germantown,114,germantown
barkeep,28,barkeep
capuchin,31,capuchin
judas,79,juda
hazen,110,hazen
oven,94,oven
coronado,44,coronado
electrostatic,26,electrostat
spokane,117,spokan
bel,154,bel
hegemony,35,hegemoni
uniformly,26,uniformli
morocco,584,morocco
thermite,27,thermit
trickle,42,trickl
ivory,176,ivori
punic,85,punic
coastline,197,coastlin
saharan,53,saharan
hereditary,35,hereditari
ghanaian,26,ghanaian
embroidered,52,embroid
garments,46,garment
dinar,37,dinar
flagrant,39,flagrant
stellar,168,stellar
wd,42,wd
boyer,120,boyer
lowry,78,lowri
birthplace,80,birthplac
spectacularly,33,spectacularli
coventry,196,coventri
wartime,233,wartim
manpower,97,manpow
furnish,51,furnish
resupply,35,resuppli
aircrew,71,aircrew
argent,94,argent
gules,73,gule
sinister,94,sinist
xix,46,xix
amnesia,35,amnesia
gauntlet,56,gauntlet
actuary,33,actuari
counterculture,39,countercultur
authoritarian,68,authoritarian
northeastern,372,northeastern
youngstown,49,youngstown
assyria,36,assyria
gar,58,gar
jacobite,28,jacobit
gonorrhea,38,gonorrhea
galilee,65,galile
scrotum,34,scrotum
gawain,29,gawain
indium,51,indium
pimple,34,pimpl
jingle,30,jingl
trilobite,41,trilobit
newfoundland,433,newfoundland
jamestown,186,jamestown
euphemism,40,euphem
boise,269,bois
catcher,380,catcher
confucianism,115,confucian
gully,39,gulli
bessemer,33,bessem
glycerol,37,glycerol
parma,56,parma
cavity,44,caviti
burbank,29,burbank
horry,90,horri
theologian,41,theologian
mitochondrion,41,mitochondrion
gynecomastia,30,gynecomastia
catchpole,71,catchpol
kilt,74,kilt
syphilis,92,syphili
burgundy,41,burgundi
hyperactivity,81,hyperact
myocardial,47,myocardi
infarction,48,infarct
ln,71,ln
evenly,84,evenli
transvestism,28,transvest
clippers,48,clipper
grunt,84,grunt
furniture,101,furnitur
ditch,66,ditch
thunderstorm,199,thunderstorm
cid,79,cid
corvette,132,corvett
levin,44,levin
cystic,158,cystic
fibrosis,156,fibrosi
montague,45,montagu
zanzibar,26,zanzibar
dysprosia,96,dysprosia
seduction,35,seduct
leech,57,leech
deodorant,29,deodor
heliac,104,heliac
cereal,151,cereal
renegade,45,renegad
mayflower,115,mayflow
pinyin,60,pinyin
hydroxyl,27,hydroxyl
hippopotamus,152,hippopotamu
marginalia,59,marginalia
risker,46,risker
fruition,43,fruition
showdown,193,showdown
nucleic,46,nucleic
reintroduced,39,reintroduc
kendo,28,kendo
belton,27,belton
crypto,41,crypto
abilene,34,abilen
farmland,28,farmland
ultimatum,121,ultimatum
dormitory,28,dormitori
cornish,33,cornish
busiest,40,busiest
skid,150,skid
kayak,33,kayak
lupus,61,lupu
knuckles,108,knuckl
sycamore,79,sycamor
romano,74,romano
gatsby,65,gatsbi
mold,104,mold
symptoms,120,symptom
haji,27,haji
pronger,92,pronger
opec,94,opec
salina,67,salina
panoptical,29,panopt
atm,40,atm
gala,34,gala
purification,62,purif
inundated,43,inund
irresponsible,63,irrespons
outburst,40,outburst
adversaries,63,adversari
whipped,43,whip
hartford,253,hartford
madeira,31,madeira
cummins,30,cummin
bateman,31,bateman
feud,147,feud
outlandish,52,outlandish
antics,42,antic
shetland,43,shetland
nada,34,nada
fanny,191,fanni
wig,40,wig
preliminary,453,preliminari
lombard,26,lombard
syriac,29,syriac
undesirable,45,undesir
atrocious,43,atroci
snowmobile,55,snowmobil
basset,33,basset
bess,88,bess
gravel,141,gravel
aegis,33,aegi
yearbook,60,yearbook
ock,57,ock
erika,67,erika
reptilian,28,reptilian
illuminati,69,illuminati
lubricant,35,lubric
sensory,48,sensori
jaws,67,jaw
radford,56,radford
federalist,56,federalist
hades,182,hade
lebanese,1146,lebanes
surgical,45,surgic
jouster,32,jouster
binding,177,bind
postman,27,postman
downstairs,33,downstair
watershed,54,watersh
puck,218,puck
madeleine,118,madelein
warlock,30,warlock
newsroom,29,newsroom
spanking,40,spank
euclidean,57,euclidean
fireboy,31,fireboy
mower,61,mower
grenada,146,grenada
blackfoot,35,blackfoot
lysosome,37,lysosom
rattlesnake,47,rattlesnak
gulliver,42,gulliv
obituary,39,obituari
hemoglobin,41,hemoglobin
ambassador,307,ambassador
sportscaster,39,sportscast
iman,39,iman
shootout,453,shootout
australasian,95,australasian
nitric,28,nitric
deval,27,deval
annapolis,64,annapoli
roper,45,roper
rouse,46,rous
agnosticism,39,agnostic
riga,144,riga
algae,73,alga
valentinian,112,valentinian
boomer,42,boomer
stimulus,31,stimulu
noosphere,31,noospher
concealed,72,conceal
scaife,124,scaif
kinder,35,kinder
incite,30,incit
disciplinary,96,disciplinari
ribs,61,rib
wager,38,wager
weightlifting,69,weightlift
godfather,126,godfath
macao,131,macao
wishbone,39,wishbon
ligand,68,ligand
ashanti,50,ashanti
angora,27,angora
quarl,61,quarl
quoth,38,quoth
nevermore,32,nevermor
scramble,99,scrambl
albino,32,albino
tootsie,33,tootsi
mastodon,98,mastodon
zucchini,29,zucchini
unsafe,47,unsaf
outgoing,73,outgo
fastball,55,fastbal
manx,29,manx
patsy,58,patsi
bulb,167,bulb
tenacious,58,tenaci
kohl,36,kohl
refinery,65,refineri
corona,67,corona
immersion,28,immers
starling,41,starl
loon,27,loon
patriarchs,30,patriarch
sheik,33,sheik
necrophilia,43,necrophilia
viola,111,viola
xenon,67,xenon
gait,33,gait
unauthorized,86,unauthor
romero,105,romero
antimatter,64,antimatt
grimes,58,grime
transsexualism,31,transsexu
smoker,34,smoker
ethiopian,354,ethiopian
chariot,67,chariot
tart,35,tart
distinctly,43,distinctli
malfunction,36,malfunct
custard,26,custard
skinhead,48,skinhead
zo,131,zo
frontal,173,frontal
lobe,31,lobe
albuquerque,150,albuquerqu
seaside,28,seasid
oslo,189,oslo
prower,31,prower
scandinavia,48,scandinavia
cucumber,146,cucumb
carioca,113,carioca
crapper,50,crapper
misconduct,72,misconduct
lexic,36,lexic
quietly,97,quietli
shrapnel,56,shrapnel
pesky,27,peski
ragtime,27,ragtim
gamecocks,73,gamecock
tyrant,40,tyrant
locust,83,locust
silt,30,silt
loaf,29,loaf
schizophrenia,91,schizophrenia
iroquois,131,iroquoi
highschool,30,highschool
varsity,138,varsiti
ligament,40,ligament
hq,240,hq
subtype,31,subtyp
exclamation,37,exclam
bilbo,32,bilbo
gland,75,gland
caucasian,73,caucasian
epa,26,epa
wiz,37,wiz
witchcraft,124,witchcraft
blackwater,37,blackwat
tarsus,38,tarsu
billiards,27,billiard
reuben,64,reuben
carp,34,carp
excalibur,30,excalibur
degas,48,dega
sophocles,66,sophocl
malathion,41,malathion
pawn,38,pawn
yogi,104,yogi
chow,158,chow
perpendicular,33,perpendicular
agha,30,agha
undisputed,77,undisput
minnie,38,minni
blazing,31,blaze
turnout,113,turnout
hasidic,40,hasid
ashkenazi,29,ashkenazi
latent,32,latent
alpaca,42,alpaca
obispo,29,obispo
madeline,237,madelin
cadmium,29,cadmium
outfitters,28,outfitt
flatworm,47,flatworm
siberia,64,siberia
marquess,84,marquess
aberdeen,207,aberdeen
spence,56,spenc
detergent,44,deterg
nearer,45,nearer
bargain,36,bargain
valence,38,valenc
lanier,56,lanier
meningitis,46,mening
privy,120,privi
ddt,75,ddt
leftist,72,leftist
exceedingly,53,exceedingli
corrie,37,corri
glendale,103,glendal
telecomputing,40,telecomput
dialup,71,dialup
orchid,48,orchid
ginn,72,ginn
osiris,68,osiri
collie,74,colli
apa,37,apa
dugout,49,dugout
credence,40,credenc
dabbler,69,dabbler
goshen,29,goshen
cairo,273,cairo
loy,44,loy
wally,242,walli
charlemagne,167,charlemagn
carabinieri,49,carabinieri
filmography,39,filmographi
pius,95,piu
beaumont,75,beaumont
righteousness,32,righteous
turnpike,47,turnpik
cowherd,35,cowherd
occidental,52,occident
trot,31,trot
rioters,223,rioter
traits,51,trait
precautionary,29,precautionari
cabbage,64,cabbag
stride,61,stride
economists,62,economist
preposterous,28,preposter
nelly,183,nelli
whiz,55,whiz
heroic,89,heroic
lagrangian,37,lagrangian
boner,28,boner
tien,165,tien
guanaco,28,guanaco
stave,35,stave
embryonic,59,embryon
videotape,69,videotap
bah,30,bah
porous,26,porou
eyre,41,eyr
kelowna,31,kelowna
copa,221,copa
furtive,26,furtiv
frivolous,48,frivol
aspartame,36,aspartam
carrefour,35,carrefour
depeche,35,depech
ingles,32,ingl
nitroglycerin,31,nitroglycerin
dada,38,dada
dove,124,dove
supplementary,47,supplementari
dyn,42,dyn
carne,31,carn
cholesterol,43,cholesterol
avionics,34,avion
arrondissement,126,arrondiss
septa,63,septa
assamese,26,assames
gujarati,28,gujarati
playback,26,playback
lucille,56,lucil
dz,56,dz
poz,38,poz
cro,51,cro
reis,26,rei
cassino,54,cassino
skiff,65,skiff
canton,147,canton
verdun,135,verdun
barracuda,44,barracuda
gramophone,39,gramophon
howitzers,167,howitz
recoil,114,recoil
arras,44,arra
grandmaster,48,grandmast
unconventional,48,unconvent
mea,64,mea
pons,31,pon
pounder,152,pounder
primer,42,primer
tnt,140,tnt
cardboard,64,cardboard
bankruptcy,116,bankruptci
worn,667,worn
allan,523,allan
brabant,37,brabant
suffolk,143,suffolk
dunkirk,84,dunkirk
denounced,101,denounc
gallup,37,gallup
dunne,35,dunn
greta,49,greta
screenplay,207,screenplay
honorary,128,honorari
reels,56,reel
icbm,28,icbm
reestablished,30,reestablish
streamers,152,streamer
stratojet,27,stratojet
drone,39,drone
cello,61,cello
reborn,27,reborn
dissipation,71,dissip
chivalry,34,chivalri
clergy,45,clergi
misfortune,34,misfortun
unlucky,62,unlucki
landowners,26,landown
unheard,32,unheard
applause,42,applaus
symphonic,37,symphon
bridgehead,99,bridgehead
counterattacks,32,counterattack
danube,83,danub
spearheaded,63,spearhead
marseille,98,marseil
ferocious,26,feroci
balkans,117,balkan
fortified,94,fortifi
dearborn,46,dearborn
admiralty,27,admiralti
valorous,31,valor
cav,66,cav
nco,31,nco
fierce,186,fierc
troopers,96,trooper
counteroffensive,73,counteroffens
redeployed,156,redeploy
plenary,38,plenari
politburo,81,politburo
overtaken,51,overtaken
radiocarbon,38,radiocarbon
xviii,102,xviii
restructuring,81,restructur
draughts,27,draught
secretariat,47,secretariat
khrushchev,97,khrushchev
leonid,61,leonid
konstantin,62,konstantin
georgian,348,georgian
amidst,61,amidst
demobilization,104,demobil
divisional,665,division
ersatz,486,ersatz
landwehr,303,landwehr
texan,30,texan
talon,72,talon
bolo,30,bolo
gunnery,47,gunneri
unharmed,28,unharm
armament,94,armament
reclaimed,62,reclaim
firepower,53,firepow
diverted,80,divert
interdiction,75,interdict
phu,50,phu
pathan,41,pathan
genie,101,geni
dragoons,204,dragoon
potomac,190,potomac
malaya,117,malaya
grenadier,677,grenadi
belorussian,90,belorussian
reconstituted,107,reconstitut
marchers,31,marcher
dismounted,49,dismount
ord,29,ord
gyroscope,28,gyroscop
overland,82,overland
binh,29,binh
typhoid,49,typhoid
slain,44,slain
knockout,323,knockout
penang,33,penang
disproportionate,50,disproportion
weir,74,weir
sidelines,51,sidelin
kickoff,586,kickoff
infuriated,27,infuri
unsportsmanlike,39,unsportsmanlik
aik,26,aik
linemen,406,linemen
huddle,31,huddl
paleolithic,99,paleolith
brandywine,78,brandywin
sag,37,sag
miniseries,111,miniseri
invaluable,38,invalu
overran,35,overran
winnipeg,704,winnipeg
supremacy,99,supremaci
rhein,29,rhein
budge,40,budg
retake,86,retak
rearguard,57,rearguard
edict,49,edict
unarmed,63,unarm
battleground,39,battleground
wiking,72,wike
latvian,121,latvian
horst,57,horst
wessel,30,wessel
kama,84,kama
landstorm,28,landstorm
heer,60,heer
lehr,44,lehr
deadliest,220,deadliest
pulitzer,189,pulitz
looting,136,loot
handguns,31,handgun
policeman,114,policeman
fielder,371,fielder
guardsmen,37,guardsmen
bayonets,31,bayonet
willow,84,willow
reelection,286,reelect
narrowly,235,narrowli
courthouse,92,courthous
streetcar,51,streetcar
xxiv,56,xxiv
chairmen,34,chairmen
aloft,65,aloft
ionic,56,ionic
hermes,94,herm
ymca,40,ymca
intercollegiate,43,intercollegi
arn,31,arn
issuance,28,issuanc
inferno,54,inferno
disarmed,43,disarm
regt,74,regt
sprawl,35,sprawl
midtown,41,midtown
unfit,33,unfit
cyan,112,cyan
recollection,36,recollect
fitch,121,fitch
sped,64,sped
gearbox,189,gearbox
loader,27,loader
regenerative,27,regen
kph,83,kph
roche,69,roch
leipzig,106,leipzig
fv,29,fv
kickers,129,kicker
lyn,228,lyn
tier,416,tier
stadion,119,stadion
westphalia,47,westphalia
czechoslovak,38,czechoslovak
gymnastics,282,gymnast
volleyball,480,volleybal
postwar,66,postwar
cologne,200,cologn
faltered,41,falter
overtook,97,overtook
stalemate,55,stalem
brink,92,brink
plebiscite,41,plebiscit
scorer,311,scorer
margarine,31,margarin
midfield,100,midfield
upright,54,upright
hurst,147,hurst
rotterdam,217,rotterdam
powerhouse,67,powerhous
aet,44,aet
shrunk,36,shrunk
unbeaten,551,unbeaten
shutout,498,shutout
sportsmanship,60,sportsmanship
longstanding,35,longstand
improbable,66,improb
rebounded,113,rebound
spectacular,203,spectacular
handily,41,handili
acquitted,89,acquit
stead,48,stead
reunification,42,reunif
ascent,66,ascent
mediocre,77,mediocr
forbade,29,forbad
clinch,234,clinch
offside,76,offsid
equalised,60,equalis
flotilla,52,flotilla
intimate,45,intim
volatile,73,volatil
baas,183,baa
anno,84,anno
crossfire,37,crossfir
monolith,71,monolith
lilith,36,lilith
mhz,203,mhz
centimeters,58,centimet
gently,61,gentli
injunction,61,injunct
investors,81,investor
uncensored,28,uncensor
rees,122,ree
parabola,26,parabola
meantone,29,meanton
vertex,59,vertex
roadster,42,roadster
veterinarian,58,veterinarian
rockaway,35,rockaway
dilemma,57,dilemma
mitzvah,37,mitzvah
bleachers,44,bleacher
tudor,104,tudor
cst,76,cst
richest,41,richest
sikhism,72,sikhism
crosstown,53,crosstown
sabbath,109,sabbath
footsteps,27,footstep
ouija,26,ouija
andromeda,74,andromeda
angrily,43,angrili
baht,77,baht
forfeit,68,forfeit
unlawful,46,unlaw
prequel,38,prequel
fantasia,48,fantasia
taiwanese,179,taiwanes
roadside,53,roadsid
impoverished,26,impoverish
elaine,53,elain
revamp,26,revamp
distraught,29,distraught
turnover,177,turnov
askari,36,askari
compartment,62,compart
synchronized,39,synchron
solidarity,119,solidar
migrants,38,migrant
curfew,92,curfew
vigilance,33,vigil
madras,155,madra
timers,42,timer
pregnant,100,pregnant
inexperienced,79,inexperienc
disarmament,123,disarma
urgency,26,urgenc
discriminatory,27,discriminatori
cornerstone,35,cornerston
feeble,28,feebl
wax,162,wax
royalist,47,royalist
populace,61,populac
subsided,29,subsid
reopened,79,reopen
richer,36,richer
unscathed,29,unscath
philemon,32,philemon
nuke,48,nuke
handsome,60,handsom
thew,26,thew
benchmark,48,benchmark
sphenic,67,sphenic
meuse,101,meus
moselle,38,mosel
roer,31,roer
rubble,97,rubbl
nanometer,32,nanomet
embroidery,49,embroideri
garter,30,garter
hose,86,hose
plaid,38,plaid
warmth,26,warmth
brightly,27,brightli
leather,133,leather
tunic,26,tunic
noblemen,27,noblemen
trousers,129,trouser
effigy,53,effigi
satin,32,satin
bal,144,bal
chemise,33,chemis
widen,37,widen
mesh,32,mesh
footwear,49,footwear
patten,37,patten
tenants,55,tenant
riverfront,138,riverfront
realignment,98,realign
grassroots,29,grassroot
analysts,161,analyst
topographic,36,topograph
sprite,32,sprite
racetrack,33,racetrack
cumulative,63,cumul
cellar,71,cellar
sagittarius,50,sagittariu
garnett,112,garnett
horde,28,hord
doomsday,53,doomsday
armoury,30,armouri
macaque,27,macaqu
goa,34,goa
anthrax,313,anthrax
midwestern,76,midwestern
stillman,30,stillman
fore,57,fore
edith,521,edith
oboe,34,obo
misty,54,misti
modernist,72,modernist
topaz,44,topaz
sherry,40,sherri
anesthesia,26,anesthesia
fn,40,fn
tetrahydrocannabinol,27,tetrahydrocannabinol
leer,35,leer
newmarket,42,newmarket
boo,127,boo
bucephalus,51,bucephalu
dix,111,dix
zapatero,44,zapatero
colleen,50,colleen
imp,32,imp
jeremiah,69,jeremiah
cushing,42,cush
caucus,101,caucu
brit,155,brit
ceramic,45,ceram
ccm,32,ccm
mufti,173,mufti
skeet,28,skeet
swine,29,swine
lambeau,140,lambeau
snack,51,snack
executor,39,executor
cassiopeia,38,cassiopeia
ponce,126,ponc
infractions,39,infract
heroism,40,heroism
watchmen,27,watchmen
senegal,285,seneg
stallion,29,stallion
bathroom,84,bathroom
dat,80,dat
snowman,154,snowman
hostel,47,hostel
ayudante,114,ayudant
outreach,41,outreach
epithet,36,epithet
pronoun,44,pronoun
kerplunk,47,kerplunk
rattlers,71,rattler
tryptophan,64,tryptophan
niacin,31,niacin
loa,79,loa
declassified,50,declassifi
mousetrap,71,mousetrap
imperialist,34,imperialist
tillman,40,tillman
sharpie,31,sharpi
encyclopaedic,140,encyclopaed
psychiatry,39,psychiatri
cesar,118,cesar
camelot,30,camelot
nematode,46,nematod
telegram,42,telegram
quito,72,quito
vivre,32,vivr
prob,29,prob
elijah,114,elijah
sauter,101,sauter
bora,48,bora
anteater,36,anteat
fiberglass,38,fiberglass
woodbury,64,woodburi
ppl,63,ppl
nexus,26,nexu
dominus,41,dominu
rembrandt,42,rembrandt
swahili,27,swahili
workstation,32,workstat
hodge,93,hodg
tait,60,tait
woolf,30,woolf
beowulf,132,beowulf
hadron,27,hadron
ludwig,195,ludwig
khatri,40,khatri
lymphoma,37,lymphoma
arcadian,54,arcadian
kremlin,70,kremlin
razorback,78,razorback
irrigation,50,irrig
cingular,27,cingular
galen,35,galen
salamander,135,salamand
biomedical,35,biomed
clough,36,clough
trapezoid,27,trapezoid
seawater,32,seawat
claymore,29,claymor
limp,77,limp
refraction,31,refract
prologue,141,prologu
spina,39,spina
wheelbarrow,26,wheelbarrow
smallpox,104,smallpox
butadiene,47,butadien
moa,29,moa
passant,47,passant
yoghurt,35,yoghurt
unanswered,165,unansw
superpower,54,superpow
gringo,38,gringo
loch,190,loch
doh,29,doh
vigilante,31,vigilant
cutler,145,cutler
jasper,90,jasper
leander,140,leander
teel,31,teel
seminoles,156,seminol
axolotl,42,axolotl
vinny,68,vinni
pigman,42,pigman
rajput,44,rajput
rana,52,rana
bethel,59,bethel
hillman,50,hillman
perks,27,perk
greenwood,89,greenwood
ruff,49,ruff
goalies,28,goali
mitosis,47,mitosi
homophobia,69,homophobia
platonic,41,platon
xxiii,78,xxiii
laissez,41,laissez
workforce,50,workforc
subcontinent,39,subcontin
bulger,107,bulger
pkt,59,pkt
sunt,33,sunt
evergreen,70,evergreen
mane,60,mane
tore,96,tore
flo,44,flo
bigotry,32,bigotri
deborah,85,deborah
pomeranian,39,pomeranian
sandpit,35,sandpit
untied,58,unti
fullback,212,fullback
antisocial,39,antisoci
cowman,57,cowman
redskins,711,redskin
kilo,40,kilo
germination,39,germin
cameroon,371,cameroon
stainless,50,stainless
peck,85,peck
noisy,45,noisi
radiant,38,radiant
hon,89,hon
ringworm,27,ringworm
kernel,26,kernel
soundly,40,soundli
alco,37,alco
wigan,104,wigan
stapler,26,stapler
treason,111,treason
psychoactive,45,psychoact
chimpanzee,97,chimpanze
septuagint,28,septuagint
infectious,95,infecti
mononucleosis,45,mononucleosi
malleus,33,malleu
fait,53,fait
gilded,54,gild
berne,68,bern
wray,27,wray
slime,32,slime
nanny,36,nanni
cote,35,cote
afar,38,afar
boucher,79,boucher
anchorage,144,anchorag
minot,57,minot
lieu,40,lieu
reparations,87,repar
falsification,29,falsif
ousted,68,oust
diarrhea,90,diarrhea
sault,76,sault
silica,27,silica
knitting,32,knit
masjid,73,masjid
playable,42,playabl
rani,59,rani
limbo,26,limbo
