ID,PORTUGAIS,POLONAIS,INTERVAL
14002,incluir,włączać,7
3345,hipocrisia,hipokryzja,89
11024,costeiro,przybrzeżny,40
7450,detenção,pozbawienie wolności,64
7766,assédio moral,znęcanie się,48
1967,babá,niania,95
2719,cursório,pobieżny,91
10044,rouge,róż,42
3156,sacerdócio,kapłaństwo,89
11010,aéreo,antenowy,40
10954,delineado,nakreślony,34
13763,fortemente,silnie,13
1407,que altera,zmieniający,22
9127,tomate,pomidor,50
13113,praia,plaża,20
6095,crosta,skorupa,74
9029,siberiano,syberyjski,55
14334,américa,ameryka,5
7681,heráldica,heraldyka,64
14125,metade,połowa,12
5975,poético,poetycki,73
13029,exclusivo,unikalny,21
6470,fortificado,warowny,66
12954,prata,srebro,22
7301,blitz.,ciężkie bombardowanie,62
12099,conde,hrabia,31
2026,zombaria,kpina,93
5446,discrepância,rozbieżność,62
3304,analítico,analityczny,70
7666,erroneamente,błędnie,64
12823,criativo,twórczy,23
12809,rick.,stóg,24
12913,fila,wiersz,21
13310,conselho,rada,18
4692,torradeira,opiekacz,80
238,sesta,drzemka,83
8785,migração,migracja,48
13681,enviei,wysłano,14
6038,salmonete,cefal,71
12720,cavalo,koń,22
6810,javali,guziec,69
10937,arenoso,piaszczysty,40
14261,liberar,uwolnienie,9
5174,vaginal,pochwowy,77
10833,emirados.,emiraty,39
14014,ao menos,najmniej,6
3768,exótico,egzotyczny,84
13638,especifica,określa,8
6783,marques.,markizy.,62
3310,sumariamente,podsumowalnie,89
13821,esse,ten,5
9855,oxidoredutase.,oksydoredukto.,49
5542,bioquímica,biochemia,78
4169,bigode,wąsy,82
3530,bezerro,łydka,88
2686,iglu,igloo,92
8540,texugo,borsuk,47
10980,atualização,uaktualnienie,24
13429,nove,dziewięć,17
5260,imperfeições,wady,50
4261,homicídio,zabójstwo,76
7356,degeneratado,degenerowany,57
6061,prolongado,przedłużony,67
14236,morto,zabity,12
3002,caixa de ferramentas,przybornik,90
6991,debandada,popłoch,65
5625,mown,utykać,62
2073,desinformação,dezinformacja,94
7745,masmorra,loch,46
5707,psicopata,psycho.,76
11604,unicamente,wyłącznie,28
10228,confortável,wygodna,33
3321,anticiclone,antycyklon,83
3147,culver,kultura,89
13703,rapidamente,prędko,14
14430,ligação,obligacja,23
14220,semelhante,podobny,12
7883,comercialmente,komercyjnie,10
13981,ver,widzieć,6
6060,repressão,cracndown.,74
12315,mexicano,meksykanin.,29
3152,mais pobre,najbiedniejszy,89
12180,maciço,masywny,28
1671,tangerinas,mandarynki.,79
11265,ártico,arktyczny,38
164,cirque.,kotlina,100
3064,chaminé,komin,81
1336,latente,utajony,97
11186,suíço,szwajcarski,38
4276,submundo,męt,84
14510,eficaz,skuteczny,12
9811,contos,opowieści,34
10808,cresceu,wzrósł,41
8897,arbitrário,arbitralny,56
6354,indiretamente,pośrednio,73
515,pavimento,chodnik,93
11342,injustificada,bezpodstawny,38
7706,alpes,alpy,60
10741,coletado,zebrane,28
9870,broto,pączek,46
7718,contradição,sprzeczność,38
5237,aircrew.,załoga powietrzna,55
13401,10º,10.,17
1690,glaucoma,jaskra,96
12319,jarro,dzban,24
2388,reintroduzido,ponowne wprowadzone,82
9373,erro,błąd,38
9503,iémen,jemen,52
361,passos,ślady,99
12580,fala,przemówienie,25
5492,cachimbo de água,nargile,77
4427,recontagem,opowiadać,65
12956,anual,coroczny,21
11312,escondido,ukryty,38
6960,auto-estrada,droga wolna,63
10034,lágrimas,łzy,38
13633,importam,materiał,13
7120,catapulta,trebuchet.,68
11569,culpa,winić,28
5677,não confirmado,niepotwierdzony.,77
6164,cachoeira,wodospad,71
876,germes,zarazki,81
7263,rua de trás,cicha uliczka,67
3269,empilhado,ułożone,53
9410,inadvertidamente,nieumyślnie,51
9048,mais novo,najmłodszy,55
13270,social,społeczny,17
1408,dorminhoco,podkład,93
4017,solstício,przesilenie dnia z nocą,83
11182,steeplechase.,bieg z przeszkodami,38
687,físicos,fizycy,61
9146,data limite,termin ostateczny,54
1863,rudge,rgodę,95
10935,carvalho,dąb,36
14399,branco,biały,12
13071,escolha,wybierać,14
4477,anuário,rocznik,83
8494,ponteiros,wskaźniki,46
7837,mexe,potrząsnąć,52
1439,curar,uzdrowić,61
13942,definir,ustawić,10
4521,peculiar,osobliwy,79
2553,polinésia,polinezja,92
3092,válvulas,zawory,50
8088,prometido,zastawiony,46
11274,fisher.,rybak,38
12144,sérvia,serbia,31
814,jazzy.,zgrzytliwy,99
4401,x-burger,cheeseburger,83
13723,combate,walka,13
10354,ex-alunos,absolwenci.,45
12366,exemplos,przykłady.,12
5957,instável,nietrwały,75
11771,reconhecido,rozpoznany,6
13243,domingo,niedziela,19
12130,tráfego,ruch drogowy,31
8921,afundado,zatonęła,56
6227,fermento,drożdże,74
6922,wee.,maleńki,68
498,agilidade,zwinność,85
10218,pertencente,typowy dla,41
13859,tempo,czas,5
8185,cinderela,kopciuszek,61
13345,prática,ćwiczyć,14
14069,lei,prawo,9
13378,dando,dający,9
10961,dragões.,smoki,20
10259,tectônicos.,tektonika,43
10651,opções,opcje,7
5140,video cassete,videotape.,68
12870,rookie.,rekrut,21
12222,mais velho,starszy,30
8022,tingir,barwnik,57
13305,parágrafo,ustęp,17
3847,touchback,dotknij wstecz,87
12350,de pé,na stojąco,13
2485,úmido,wilgotny,72
3387,inscrições.,inskrypcje,71
9478,fascismo,faszyzm,52
6343,straits.,cieśnina,46
11825,pós-temporada,posteason.,34
4191,spinners.,błonicy,58
8321,cístico,torbielowaty,60
13670,termos.,warunki,9
8427,vulcânico,wulkaniczny,58
6034,dobro,bod,75
8079,cantão,kanton,58
4978,tungstênio,wolfram,81
10042,lidar,radzić sobie,46
9809,dedo,palec,36
6713,infeliz,nieszczęśliwy,68
6024,piruvato,piroguryt,74
1695,mais lento,najwolniejszy,96
5220,simulação,symulacja,41
8223,sufixo,przyrostek,56
2940,adiar,odraczać,64
12876,o melhor,największy,23
11389,conecte-se,zaloguj sie,37
491,renovação,odnawianie,37
8589,doser.,dawcer.,58
12139,espírito,duch,29
6958,intangível,nieuchwytny,68
8655,pacto,pakt,57
1062,ambientalismo,ekologicznie,37
1199,ensopado,gulasz,90
1783,piolho,wesz,95
7183,margarida,stokrotka,66
14059,unidade,jednostka,7
7587,vaia,gwizd,54
9621,conselheiro,radny,49
1955,léxico.,leksyk,89
13165,torre,wieża,18
11543,arco-íris,tęcza,35
6224,barata,karaluch,74
4694,vandalista,wandalistyczny,82
7497,voluntário,dobrowolny,65
13628,pólo,polak,14
11898,rápido,nagły,28
14344,existir,istniejący,9
14060,seis,sześć,11
6251,cianeto,cyjanek,73
6106,mangueira,wąż gumowy,71
1584,em chamas,w ogniu,96
276,evangélico,ewangelicki,76
11198,velório,pogrzeb,38
1888,não seria,nie tak,95
495,cócegas,łaskotać,88
921,compras,nabywanie,81
1313,xamã,szaman,85
9270,cenoura,marchewka,52
12842,roger.,zrozumiałem,18
12168,perseguir,pościg,26
10841,vinho,wino,40
13973,chamado,zwany,9
11797,subterrâneo,pod ziemią,34
10070,cansado,zmęczony,29
5389,cínico,cyniczny,61
10700,cortada,przycięty,30
11518,boletim de notícias,biuletyn,36
1419,credenciamento,akredytacja,68
12487,justiça,sprawiedliwość,27
8341,tela de pintura,płótno,60
5337,agulha,igła,73
13983,ajuda,pomoc,7
6008,mandarim,mandarynka,75
10816,hemisfério,półkula,41
5439,turbulência,zamieszanie,77
321,coclear.,ślimakowy,100
5329,comprometeu-se,podejmowany,79
8815,anverso,awers,57
1687,despreparado,nieprzygotowany,96
11562,menor.,najniższy,36
12112,kuwait,kuwejt,31
1597,machucado,posiniaczony,75
13974,unido,zjednoczony,7
11317,batido,zapukany,27
12726,pronto,gotowy,23
13436,referenciado,odniesienia,16
5607,réquiem,msza żałobna,77
9411,esteira,mata,41
13474,finalmente,wreszcie,8
5190,acelerador,przepustnica,75
12039,criminoso,kryminalista,29
1206,sarna,świerzb,97
4350,fundos,tła,20
10154,por mês,miesięczny,47
11177,transporte,czółenko,38
13184,levemente,lekko,20
5541,ardósia,łupek,58
9633,seio,pierś,46
8759,atacante,strajkowicz,45
4645,compartimento,przedział,76
3716,retenção,zatrzymanie,83
8145,inflamatório,zapalny,61
731,praticantes,praktykujący,81
12586,malásia,malezja,27
4059,a bordo,na pokładzie,86
962,narciso,narcyz,98
11155,aventuras,przygody,30
3048,caldeirão,kociołek,89
3469,fob.,kieszonka na zegarek,88
10916,cobre,miedź,40
10831,reclamações,uskarżanie się,30
4944,sionistas.,syjonistki,45
6754,mais curto,najkrótszy,70
10079,agrícola,rolniczy,33
7215,tiranossauro,tyrannosaurus.,67
4378,saxões.,saski,57
78,mendigos,żebraków,89
1564,lanceiro,włócznik,96
463,falsidades,fałsz,85
9120,alfinete,szpilka,44
10199,falou,przemówił,45
724,evidente,jawny,99
2591,documentários,filmy dokumentalne,36
6648,borderline,linia graniczna,70
6828,dançarinos,tancerze,57
5037,desagradável,nieprzyjemny,78
11086,implicar,sugerować,26
11767,ferir,szkoda,13
12092,inativado,inaktywowany,30
8840,pontuação,interpunkcja,52
4432,glutamato.,glutaminian,82
6793,nacionalistas.,nacjonaliści.,41
1650,vibrante,wibrujący,96
8370,celular,komórkowy,60
6959,libré,liberia,67
11681,município,parafia,34
3931,kibutz.,kibuc,86
10618,tibetano,tybetański,39
9775,certificado,atestowany,47
6635,zonal,strefowy,71
92,desintegração,rozpad,80
1610,variância.,zmienność,95
5390,graxa,smar,77
8649,dimensões,wymiary,44
12465,juventude,młodzież,26
12436,alívio,ulga,28
7364,episcopal,biskupi,66
13559,temporário,tymczasowy,15
7892,aliado,sprzymierzyć,21
11560,vestir,nosić,26
8096,perímetro,obwód,62
13476,direto,proste,16
2125,alma penada,banshee.,88
2417,fenda,szpara,90
3639,inoxidável,nierdzewny,88
6,tropeçar,potknąć się,61
9206,riverside,nadrzecze,54
6344,aprendiz,uczeń,72
3323,pinto.,łaciaty,89
6428,tratamento,traktowanie,24
6815,alaúde,lutnia,69
11991,manchando,tarnishing.,28
2433,turfa,torf,93
1441,aramaico,aramejski,96
7166,tuck.,podwinąć,64
3107,quartzo,kwarc,89
13843,todos,wszystko,7
2603,disparar,deprecjonować,75
12384,sub,pod,28
235,não ambíguo,niedwuznaczny,88
12432,º,th.,28
14402,exigir,wymagać,7
12747,amigo,przyjaciel.,16
1839,endurecido,usztywniający,91
251,caindo,koziołkujący,74
1449,reutilizado,ponownie użyty,62
362,discriminatório,dyskryminacyjny,100
6892,fijiano,fidżian.,69
1093,enguias,węgorze,67
12927,recebendo,otrzymujący,6
4748,maravilhoso,przepiękny,82
3990,confiscado,skonfiskowany,75
11437,racista,rasistowski,36
14349,oferecido,pod warunkiem  że,6
10774,extensão,rozbudowa,24
4620,detidos,zabłąkanie,74
9319,endossar,podpisać się,34
6258,lealdade,lojalność,71
6537,coolidge.,chilot,72
8714,surpreendentemente,zaskakująco,57
1732,royalties.,tantiemy,69
13814,vai,będzie,5
13902,funcionários,urzędnicy,10
10303,folha,liść,26
841,buggy.,powozik,98
889,ternário,potrójny,98
13190,população,populacja,18
9896,lema,motto,46
6287,confiar,opierający się,35
10678,promessa,obietnica,28
8398,coincidência,zbieg okoliczności,43
7452,leitoso,mleczny,65
8537,baleias,whalers.,58
14244,significa,oznacza,10
183,aterro,wał przeciwpowodziowy,96
4962,auxiliar,pomocniczy,80
11828,exterior,zewnętrzny,34
12054,fantoches.,kukiełki,26
13199,inconveniência,niedogodność,19
10943,graus,stopni,26
11017,raven,kruk,30
1789,cervical,szyjny,95
6067,ventoso,wietrzny,75
2792,turbocompressor,turbosprężarka,91
10524,cubo,sześcian,41
14088,aqui,tutaj,5
12231,romances.,powieści,16
1987,retaliatória,odwetowy,95
10474,light,lig.,44
14332,alcançado,osiągnięty,11
10655,campanhas,kampanie,16
11413,rolando,walcowanie,21
6055,carrinho,kurhan,74
5757,aparafusar,wkręcać,41
11635,não é claro,niejasny,35
2987,convincentemente,przekonujący,90
9791,eh,ech.,49
4007,devastado,spustoszony,80
2393,fúrcula,wishbone.,91
11000,boca,usta,38
6893,refrugadores,karterki,69
83,manchar,kalać,99
11359,tabaco,tytoń,38
9399,sem nome,anonimowy,53
11969,excelente,doskonały,27
12653,custo,koszt,23
2117,catalisador,katalityczny,93
3786,retangular,prostokątny,87
52,batimento cardiaco,bicie serca,99
12327,arma,broń,17
10815,parcial,częściowy,33
9189,fuller.,folarz,54
2162,mal interpretado,źle zinterpretowany,76
4593,paranoico.,paranoidalny,82
2596,robe.,szata,84
227,cosmetologia,kosmetyka,100
1558,septimal,posprzedażny,96
10038,linhagem,rodowód,47
159,cenozóico,kenozoiczny,100
8743,macio,miękki,51
619,rastreador,naganiacz zwierza,92
14303,facto,fakt,7
13064,inferno,piekło,21
9166,discriminação,dyskryminacja,49
2027,prejudica,podważać,55
5488,suor,pocić się,71
6976,inclinação,nachylenie,57
13716,menos,mniej,13
14095,média,przeciętny,12
6431,ensaios,eseje,39
5209,evanescence.,efemeryczność,80
7108,incompreendido,niezrozumiany,68
8958,sunder.,oddzielać się,55
4532,comemorando,upamiętniający,33
14062,exemplo,przykład,12
12250,frondoso,liściasty,30
14487,novembro,listopad,6
3255,zircônio,cyrkon,89
11435,obrigações,obowiązki,21
5270,ctrl.,klawisz kontrolny,79
9679,armaduras,zbroja,24
13582,história,fabuła,13
12766,cartões,karty,15
6249,desfavoraveis,niekorzystny,63
3112,dândi,elegant,88
11175,multidão,tłum,37
9884,dezoito,osiemnaście,49
11511,creme,krem,36
12498,sorte,szczęście,27
4315,seiva,sok roślinny,82
309,barcaças,barki,80
3598,sobrescrito,napisany u góry,86
6260,com defeito,uszkodzony,73
9938,cant,żargon,48
7699,peixinho dourado,złota rybka,64
6928,kaiser.,kajzer,69
12066,favor,przychylność,24
12761,cabelo longo,długie włosy,25
11836,cinzas,popiół,28
5749,castela,kastylia.,77
10088,armadilha de fogo,ognista pułapka,47
13177,enquete,głosowanie,16
3711,sansão,samson.,88
1360,pelé,pelektor,97
10737,dor,ból,34
11233,duelo,pojedynek,37
10988,fruta,owoc,37
3371,abatido,mizerny,88
6305,spray,rozpylać,62
5824,linden.,lipa,76
2860,coon.,szop,91
12314,diário,codziennie,29
10738,contratado,zatrudniony,33
32,princípios,zasada,89
13816,isso é,jego,5
13643,vila,wioska,13
3604,lagarta,gąsienica,86
12274,sinal,sygnał,24
12669,atividade,czynność,12
11128,distribuído,rozpowszechniane,23
14079,tornar-se,stać się,9
8070,sem fim,nieskończony,62
13531,colina,wzgórze,14
10992,vestiu,nosił się,40
4281,testemunhar,świadczyć,62
13690,dinheiro,pieniądze,14
232,desafiada,defuded.,77
8795,rim,nerka,55
10229,fezes,kał,46
13915,seu,twój,5
6691,concedido,obdarzony,65
9753,decente,przyzwoity,49
8049,reunir,skrzyknąć,28
12724,ferida,obrażenia,19
13930,durante,podczas,8
11941,wade.,przebrnąć,32
14315,direitos,prawa,8
13417,mencionado,wspomniany,12
13088,muro,ściana,19
7891,rampage,szał,61
9857,highland,średniogórze,36
3949,escrita,pozew,82
12979,ordenar,sortować,18
5318,examinando,bada,32
1501,atuário,specjalista od ubezpieczeń,90
3707,oculos de sol,okulary słoneczne,87
3526,marshmallow.,pianka,88
6678,calcário,wapień,71
1485,bantam.,koguci,91
13294,montar,uchwyt,16
3144,enxada,motyka,88
1110,reagrupados,przegrupowany,83
9537,jantar,kolacja,51
14360,janeiro,styczeń,6
7011,limite,próg,67
1234,transmite,wykonywać,20
6339,inédito,niewydany,73
10533,interface,berło,42
13352,comitê.,komisja,17
10520,cinema,kino,42
7234,subdólido,subdolny,67
9094,discar,wybierz,49
14132,adição,dodatek,7
5984,caimão,kajman,73
467,investigar,dowiadywać się,73
10102,romântico,romantyk,46
12645,investigação,dochodzenie,19
10310,mistério,tajemnica,38
3489,pano de fundo,zasłona,88
3067,implicitamente,niejawnie,89
12563,justa,obcisły,27
2457,buscar,aportować,78
4993,carruagem,rydwan,73
3917,cupido,amorek,86
5005,esferas,sfer.,37
11484,varrido,zmieciony,37
398,spacetime.,czas  przestrzeń,100
12937,suficiente,wystarczający,18
14310,algo,coś,9
13263,nenhum,żaden,19
5874,proteínas,białka,33
3139,íntimo,intymny,79
147,empobrecido,zubożały,99
3113,nadador,pływak,77
11446,décimo oitavo,osiemnasty,37
7804,mamífero,ssak,56
10883,racial,rasowy,28
10584,eu,ue.,43
3308,downer.,nowatorski,81
6388,lavagem,myć się,46
13304,fãs.,fani,12
11193,casco,kadłub,38
7795,etilo,etyl,63
4114,forma abreviada,stenografia,73
1666,oboé,obój,95
2305,carboxilase.,karboksylaza.,93
3378,falido,bankrut,87
8414,incrivelmente,niewiarygodnie,42
4992,xenon.,ksenon,81
12113,senhora,dama,24
14057,mudar,zmiana,6
6692,worms.,robaki,50
9843,soberania,suwerenność,49
7407,armazém,hala magazynowa,61
11268,transito,tranzyt,25
13774,atrasado,późno,12
13494,consultas,zapytania,15
10586,sempre que,zawsze  gdy,43
345,aperte o cinto,pas na,100
5086,desenfreado,szerzący się,80
8246,funky,odjechany,61
2982,gid.,kołowacizna,90
14331,alemanha,niemcy,12
10271,doninha,łasica,45
2086,zippy.,pełen werwy,94
3493,cintilação,migotanie,88
1022,resgatadores,ratownicy.,97
8047,facções,frakcje,48
2523,palmada,lanie,85
13442,indefinidamente,w sposób nieokreślony,16
10940,crista,herb,38
14393,face,twarz,13
12820,mérito,zasługa,23
12109,comprometido,zobowiązany,23
3432,infarte,zawał,88
1010,sóbrio,trzeźwy,88
8084,maçonaria,freemasonry.,62
7802,ciclônico,cykloniczny,12
2718,luar,światło księżyca,89
8923,pipoca,prażona kukurydza,56
5023,sentido horário,zgodnie ze wskazówkami zegara,81
10063,qualificador,kwalifikator,10
10429,fingir,mroczny typ,44
12122,automático,automatyczny,6
11814,estudos,studia,19
4262,virilha,pachwina,84
12370,ferrovia,popędzać,26
6979,urgente,pilne,62
2739,doft.,stuknięty,91
3301,persona.,osoba,82
8069,pomar,sad owocowy,61
7408,antisemitismo.,antysemityzm,61
14089,começou,rozpoczął się,11
625,legisladores,lawmakers.,96
12572,roma,rzym,27
3428,popsice.,lód na patyku,88
12878,tipos,typy,8
1962,mais rico,bogatszy,95
11686,nova iorque,ny.,35
13563,construído,wybudowany,15
6528,doses.,dawki.,52
5208,apressado,pochopny,79
8036,diabos,heck.,62
6148,génova,genua,74
12459,andador,piechur,28
7147,esquimó,eskimos,47
6315,diocese,diecezja,73
7152,ondas de ar,fale powietrzne,67
11611,contrário,przeciwnie,36
9015,patim,łyżwa,24
10448,helsínquia,helsinki,44
5356,shiva,siedmiodniowa żałoba,79
2616,mais feliz,szczęśliwszy,92
11363,finalistas,finaliści.,33
1340,contra-ataques,kontrataki,61
8021,rep.,reprezentant,59
10947,recepção,przyjęcie,32
5901,não intencional,nieumyślny,67
10814,droga,cholerny,38
13550,5 ª,5.,16
12883,centenas,sto,18
5926,voluntariamente,dobrowolnie,75
4251,saxifrage.,skalnica,85
3307,cordão,kordon,79
9668,tornozelo,kostka,49
2170,cônsul,konsul,64
7966,pardal,wróbel,61
3942,explorado,eksploatowany,45
13437,tea,te.,17
1982,jackpot.,pula,94
10981,concentração,stężenie,29
2620,estereoscópico,stereoskopowy,91
7153,divórcio,rozwód,62
13026,imprecisões,nieścisłości,21
14049,recente,ostatni,5
1257,mais espesso,grubszy,97
13227,produção,produkcja,9
11244,cardeal,kardynał,18
3801,munch,chrupać,82
13860,diz,mówi,9
2067,cay.,rafa koralowa,93
3111,chave catraca,zapadkowy,89
13868,pessoas,ludzie,7
2348,não deveria,nie powinien,93
1074,anexado,załączony,74
7979,periélio,peryhelium,62
13853,quando,kiedy,6
10166,patrocinadas,sponsorowany,33
2766,servidão,poddaństwo,91
12183,suicídio,samobójstwo,29
6940,fax,faks,67
5807,confirmado,podtrzymany,76
2244,tarso,stęp,93
6157,carnificina,rzeź,74
10999,aspectos,aspekty,30
13350,rapidez,prędkość,17
518,engolido,połknięty,64
7223,conector,złącze,63
5654,cigano,cygański,71
13036,jogou,rzucić się,21
14424,especialmente,zwłaszcza,12
3441,não convencional,oryginalny,88
14256,chamadas,połączenia,9
13291,nação,naród,8
5378,curinga,dzika karta,79
2472,lateralmente,bokiem,92
9945,jardim zoológico,ogród zoologiczny,47
14511,deixar,zostawić,8
3641,caderno,zeszyt,83
12124,ocasiões,okazje,26
2468,fated.,skazany,41
7229,cinético,kinetyczny,62
3365,interrupção,przerwanie,46
3227,egoísta,samolubny,86
10592,presunto,szynka,42
11911,nuvem,chmura,29
2891,inundado,zalany,80
9830,corvo,wrona,45
13452,acreditava,wierzył,5
11837,frango,kurczak,33
13949,americano,amerykański,9
6477,patê,łeb,72
11245,brinde,toast,38
6430,gimp.,kordonek,71
9364,pernoite,nocny,53
9624,ética,etyka,40
12028,disco,dysk,30
1416,comprimidos.,pigułki,61
4497,guatemalteco,gwatemalan.,81
7634,trombone,puzon,63
1176,valoroso,bitny,69
7341,reverendo,czcigodny,66
1484,macacão,kombinezon.,96
7101,transmissor,nadajnik,62
13021,mal,zło,21
5868,êxtase,ekstaza,76
6665,incursão,najazd,62
3511,salão de baile,sala balowa,88
6867,desdém,pogarda,67
11132,ficou,stał,39
5495,farós,pharos.,78
11661,esquecido,zapomniał,35
10255,densidade,gęstość,45
9393,infame,niesławny,51
953,pétalas,płatki,92
12083,rigoroso,ścisły,31
14094,melhor,to  co najlepsze,9
8562,aldeia,mała wioska,57
5004,divide,podział,21
11161,folk,ludowy,32
7652,flamengo,flamandzki,64
6337,batatas,ziemniaki,42
13576,comando,komenda,12
3400,músculos.,mięśnie,39
11664,ciro,cyrus.,35
11872,voluntários,wolontariusze.,19
4498,hipertensão,nadciśnienie,83
12271,dissolver,rozpala się,28
8994,ganso,gęś,55
11314,quem quer,ktokolwiek,38
10305,êxodo,exodus,45
9932,heath.,wrzosowisko,48
5114,ábaco,liczydło,80
7286,convicção,przekonanie,35
7816,verifique novamente,sprawdź,62
1477,diretor.,dyrektor szkoły,95
2619,takers.,bodziec,65
4456,cartesiano,kartezjański,83
1698,algas marinhas,wodorost,96
884,boa sorte vá com deus,życzenia powodzenia,98
13587,martin.,jaskółka oknówka,15
12491,de agosto,sierpnia,27
10577,cenas,materiał filmowy,43
447,nuijado,nie uninja,100
2406,antissocial,antyspołeczny,93
5203,em que,w której,80
9378,purgatório,czyściec,53
10100,oral,doustny,44
5913,porta-voz.,rzecznik.,76
4379,acelerar,przyśpieszyć,38
4823,hidromel,miód pitny,76
8122,acessado,uzyskać dostęp,9
2149,goalless.,zabójca,94
4764,corte de cabelo,ostrzyżenie,80
11904,décimo segundo,dwunasty,33
668,tênue.,cieniutki,99
2135,rosário,różaniec,94
6767,testemunha ocular,naoczny świadek,61
12434,transporte aéreo,most lotniczy,27
9248,invenção,wynalazek,34
708,dun.,bury,83
12513,emergência,nagły wypadek,20
5546,paxá,basza,77
13092,pena,kara,17
11578,álcool,alkohol,32
13542,greve,strajk,13
9326,lituano,litewski,52
5193,alucinógeno,halucynogenny,72
13554,estimado,doceniany,11
8460,milênios,millennio.,59
9781,triangular,trójkątny,49
8328,cúbico,sześcienny,60
10329,squeaky toy,przeglądaj,40
2111,linfoma.,chłoniak,93
11217,convencional,główny nurt,38
9990,quantum.,kwant,48
6271,vulnerável,wrażliwy,66
3950,bolster,wzmocnić,68
10605,alegadamente,rzekomo,43
5015,endócrino,wewnątrzwydzielniczy,81
11853,vikings.,wikingowie.,27
5612,puberdade,dojrzewanie,77
6955,ladrao,złodziej,69
13862,anos,lata,7
3075,mítico,mityczny,89
3807,queimar,burnside.,87
9169,amargo,gorzki,52
5232,espontâneo,spontaniczny,72
14164,faz,robi,5
7276,intercurso.,stosunek płciowy,66
13335,sexto,szósty,18
8125,maduro,dojrzały,49
4894,mergulhador,nurek,68
203,footwork.,praca nóg,100
11821,seqüência,sekwencja,30
11567,a parte  de lado,na boku,36
8243,perdoar,przebaczyć,54
3412,madeira compensada,sklejka,88
7251,no topo.,na szczycie,66
2205,reler,ponieść,89
3306,hexagonal,klątwa,88
10674,poupar,zapasowy,39
12036,cooperação,współpraca,14
3128,máscara,mh.,89
6898,fantasmas.,duchy,34
12964,omissões,pominięcia,22
3343,mitose,mitoza,89
6565,risonho,smiley.,71
5454,adolescente,nastolatek,36
10383,não oficial,nieoficjalny,42
13186,estrangeiro,zagraniczny,19
10016,mortal,śmiertelny,38
13924,contra,przeciwko,8
7791,que vale a pena,wart,63
6411,idem,tak samo,73
7788,eu tenho,ive.,63
13140,suécia,szwecja,20
12857,definição,definicja,16
11257,destruir,zniszczyć,16
11760,interior,wnętrze,34
5073,restrições,ograniczenia,75
8645,abrigo,schron,48
8553,circulatório,krążeniowy,59
8254,violino,skrzypce,60
7141,patty.,pierożek,66
5854,icaro,icarus.,76
7165,costumeiro,zwyczajowy,67
13960,relatório,raport,5
5594,silhueta,sylwetka,74
8046,ódio,nienawiść,62
3533,banha,smalec,88
11979,dólares.,dolary,23
11829,íon,jon,33
12137,unificado,ujednolicony,31
14007,aumentar,zwiększyć,15
8802,reconsiderar,zrewidować,54
1601,torno,tokarka,96
14035,óleo,olej,19
6225,boilermakers.,kotmakery,72
12333,resistência,opór,25
10458,objeção,sprzeciw,13
13354,ancestral,starożytny,17
5743,sicômoro,jawor,75
2280,tiro,postrzałowy,88
12527,crédito,kredyt,20
9273,desmatamento,wylesianie,53
8060,pacers.,pascyk,58
11030,preliminares,wstępny,39
8536,estelar,gwiezdny,59
6358,espaço aéreo,kubatura,73
157,agrafador,zszywacz,100
13086,mercado,rynek,15
1414,cater.,zaopatrywać,73
7116,fracasso,biust,54
7798,estaca,stawka,51
13722,privilégios,przywileje,12
7065,sintético,syntetyczny,67
38,equine,koński,99
6027,bolsas,torebki,39
10762,alinhar,skład,40
6417,penhor,zastaw,72
5852,para mim,tol.,76
4300,canoa,kajak,75
11956,orifício,otwór,27
8146,em andamento,w toku,61
4565,quarl.,kwarty,82
5372,exaltar,ext.,79
13847,empresa,firma,10
10990,brilho do sol,światło słoneczne,40
13470,bandeira,flaga,14
5473,desigualdade,nierówność,72
9550,antártica,antarktyda,52
13444,começo,początek,13
4727,tampa,pokrywa,81
6052,punitivo,punicki,75
12933,refúgio,przystań,23
13331,usualmente,zwykle,16
2091,swank,pozować,94
10115,pára,para.,46
7193,barlow.,scyzoryk,67
10845,tucker.,wielkie żarcie,41
2056,prudencial,ostrożność,94
2006,carpinteiros,stolarzy,50
13239,brasil,brazylia,19
444,barométrico,barometryczny,100
12207,pringle.,pringringowy,30
11830,intitulado.,pod tytulem,10
8257,animais selvagens,dzikiej przyrody,61
8320,argel,algier,60
1571,indocumentado,nieudokumentowany,96
10902,boicote,bojkot,38
12803,estrada de ferro,kolej żelazna,22
7821,cabala,kabała,62
8373,âmbar,bursztyn,60
10208,quieto,spokojny,45
13830,também,również,6
1155,gangrena,zgorzel,97
1651,senhor.,losy.,96
12153,satisfazer,usatysfakcjonować,18
4042,calmamente,spokojnie,86
3259,excessivamente,nadmiernie,37
7611,desencadeado.,uwolniony,62
9905,agressivo,agresywny,38
9434,cachorro,szczeniak,49
12601,equivalente,równowartość,25
7974,arrowhead,grot,62
9362,cemitério,cmentarz,53
6924,laticínios,mleczarnia,69
12060,quadrinho,komiczny,17
6446,dependente de confiança,ufny,72
11152,voleibol,siatkówka,39
6570,autoria,autorstwo,71
1389,interditivo,zakazujący,97
5630,notavelmente,wybitnie,28
9269,luminária,lampa,52
5791,com fio,podłączony,35
5138,levantamento de peso,podnoszenie ciężarów,79
13507,vestígio,namierzać,15
9555,receptor,chwytnik,45
4121,pavimentou,wybrukowany,64
1026,beterraba,buraczany,95
6519,esclerose,skleroza,72
