ID,PORTUGAIS,RUSSIAN,INTERVAL
12231,romances.,романы,13
13640,fracassado,не удалось,10
11574,por cento,процентов,32
7704,guaxinim,енот,60
9792,deutsche.,ошеломление,45
4276,submundo,подземный мир,81
10052,borracha,резинка,43
1046,corpete,лиф,86
7834,sylvia.,сильвия,59
12452,propagação,распространение,22
3716,retenção,удержание,80
9014,aceso,зажечь,50
14422,recursos,возможности,23
14261,liberar,выпускать,8
13924,contra,против,7
10658,agenda,повестка дня,38
13436,referenciado,ссылается,13
3203,cosmos,космос,75
8902,autônomo,автономный,50
2048,subposição,подзаголовок,69
8399,pôr do sol,закат,54
13570,pesado,тяжелый,13
11736,perada,перри,30
8462,platão,платон,55
3110,nadir,надир,87
13281,primário,начальный,15
3847,touchback,затрагивание,84
6210,echidna.,ехидна,70
1086,yah.,ях,96
2480,agressor,агрессор,82
7034,solvente,растворитель,57
13651,guarda,сторожить,11
2964,mem.,мемлес,87
8606,profundamente,глубоко,54
7086,olá,привидеть,63
3407,redwood,редвуд,83
4247,delito,деликат,79
6982,mais suave,мягче,64
1355,kooks.,куксы,89
13063,polônia,польша,18
8009,nua,голый,34
9074,espalhado,разбросанный,45
10549,comendo,принимать пищу,15
13480,detroit,детройт,14
13859,tempo,время,5
5971,até a próxima,прощание,70
2901,fralda,подгузник,85
5568,meridiem.,меридием,74
12590,islamismo,ислам,15
10110,uh,эм-м-м,42
4412,tântalo,тантал,81
7518,crossover,кроссовер,58
3022,arras.,арас,88
11751,volume,объем,27
6784,deslizou,скользнуть,66
6110,coppa.,коппа,71
12334,gibson.,гибсон,25
1430,gratuito,градус,45
11385,pênis,пенис,33
1605,lina,лина,94
3815,navios de guerra.,военные корабли,65
9670,síntese,синтез,46
125,kali.,кали,99
11378,warcraft.,военное ремесло,34
3587,bilíngüe.,двуязычный,85
1578,lcd.,жжет,94
6181,bess,бесс,70
10030,barbados.,барбадос,43
11936,cérebro,мозг,27
6507,espionagem,шпионаж,68
11926,bíblia,библия,28
1133,ism.,изм,88
11792,desgastado,изношенный,30
10275,otto.,отто,41
11086,implicar,подразумевать,23
11931,idades,века,12
11880,berger.,бергера,29
6361,lêmure,лемур,69
1091,shabbat.,шабат,96
12294,otan.,нато,25
615,mota.,мота,99
7770,arrependimento,сожалеть,21
5008,miséria,невзгоды,77
7546,constantinopla,константинополь,61
1357,alcalino,щелочный,93
5959,glamour,гламур,71
12516,civis,мирное население,17
791,dermatologia,дерматология,98
12563,justa,в обтяжку,23
6616,shrewsbury,шрусбери,67
6057,creta,крит,71
3328,ex-aluno,выпускник,87
8351,ao lado,на стороне,56
244,comestível,съедобный,97
5721,stratus.,стратус,73
13411,ponte,мост,13
6851,yogi.,йог,65
5773,tributação,налогообложение,72
8159,reedy.,реди,57
1997,nazarene,назарене,93
10394,dd.,дд,40
9215,pooh.,пух,49
12789,vítimas,жертвы,19
11891,redskins.,красноречие,29
6516,hidrelétrico,гидроэнергетика,68
7392,açougueiro,мясник,57
2120,chitty.,церковный,92
10785,senso comum,здравый смысл,38
2236,kongo.,конто,91
425,supermarino,супермарин,100
6921,cão,гончая,60
5369,contra-ofensiva,контрнаступление,65
10703,trans.,транс,38
9087,corresponde,соответствует,25
6287,confiar,полагаться,31
12542,peixe,рыба,20
6133,esther,эстер,70
12033,pirata,пиратский,18
7778,focinho,морда,59
3043,dalt,дальт,88
4443,aquático,водный,46
159,cenozóico,кенозой,100
11582,tyler.,тайлер,32
5115,humanóide,гуманоид,74
9849,especiaria,специя,44
10828,coca,кока,38
10683,ouriço,еж,38
8325,toneladas,тонны,52
13169,difamatório,деферация,17
9,refeito,переделать,100
13813,ter,иметь,5
9008,estendendo-se,продление,18
13188,crianças,дети,16
7876,plâncton,планктон,59
14309,pessoal,личный,6
10010,odyssey.,одиссея,43
5060,berna,берн,77
13877,poderia,может,5
4335,cretáceo,меловый,81
13844,dois,два,7
6978,darcy.,дарси,64
6969,paisley.,пейсли,65
6843,passaporte,заграничный пасспорт,60
8381,tempo de vida,продолжительность жизни,55
7981,ter sucesso,преуспеть,33
2250,plenário,пленарность,91
397,snowshoe,снародный,98
14387,curto,короткий,9
158,limbo,лимбо,100
9306,policiais,полицейские,49
7579,dobrado,согнуты,61
5543,halfback,полузащитник,70
1252,skit.,скит,86
6986,preso,заключенный в тюрьму,45
7714,infield.,в поле,16
1503,cornish.,корниш,95
8187,malawi.,малави,57
1603,hangar,ангар,89
10932,triângulo,треугольник,35
12710,donald.,дональд,22
46,reduto,редут,94
12103,conversão,преобразование,17
9325,chiclete,жвачка,47
7206,estímilos,заключительная четверть,63
13704,dirigir,водить машину,10
2936,camarada,товарищ,63
13387,cavalaria,кавалерия,15
3324,boller.,больчик,87
9268,encontro,сталкиваться,28
444,barométrico,барометрический,100
7395,surf,серфинг,46
1333,nunca mais,больше нет,96
1590,condensar,конденсироваться,50
7627,impressora,принтер,55
7445,manifesto,манифест,62
10073,oz,унция,43
9034,mellon.,мелон,51
8423,pseudo,псевдо,55
11666,roubo,кража,31
8616,frontal,фронтальный,54
13428,ford.,предел,14
7568,onde quer que,где бы,61
5927,dor de cabeça,головная боль,66
14322,conversas,разговоры,5
11373,holocausto,холокост,34
10547,quartel,казармы,38
5841,charuto,сигар,71
6168,macro,макрос,69
1964,epíteto,эпитет,88
10733,vizinhança,район,32
10897,pastor,пасти,37
6935,filosófico,философский,38
14331,alemanha,германия,11
2657,vacilou,неизведанное,77
9025,morder,кусать,36
14122,inclui,включает,6
2484,siam.,сиам,90
5879,mostruário,витрина,55
2973,goldeneye.,золотой глаз,88
10025,harlem.,горема,43
10732,wellington.,веллингтон,38
10388,interestadual,межгосударственный,40
9120,alfinete,приколоть,39
13465,mão,рука,11
14301,preocupação,беспокойство,9
3121,jujuba,мармелад,88
10000,om.,ом,43
8039,ensolarado,солнечно,40
10522,parlamentar,парламент,39
2487,corporal,телесный,90
12785,oferta,делать ставку,18
13938,ações,акции,6
8376,confiante,уверенная в себе,33
2945,fones de ouvido,наушники,81
10310,mistério,тайна,33
9187,clarence,класка,50
5630,notavelmente,замечательно,24
1210,pentagrama,пентаграмма,96
2014,tentador,заманчиво,65
5368,caucasiano,кавказский,74
7352,consórcio,консорциум,62
412,beretta.,беретта,100
5902,ged.,сороки,72
5571,stadia.,стадиа,74
4058,vishnu.,вишну,83
4854,galiléia,галилеи,78
11111,rubrica,подпись,31
2531,xerez,шерри,90
7793,proposição,предсказание,55
7453,ângulos,углы,33
1129,oka.,ока,95
5703,ressalto,удар,53
11503,tibete.,тибет,32
4848,bordeaux.,бордо,78
6646,viável,жизнеспособный,67
2471,interlanguage,межъянга,90
8743,macio,нежный,47
13099,maior,крупнейший,18
14346,comercial,коммерческий,9
4068,bazuca,базука,82
4743,refraseça,перефразировать,59
13006,atraiu,дрю,19
14108,investimento,инвестиции,27
7928,nebulosa,туманность,57
5457,esteja vivo,верьсь,74
14448,tornou-se,стал,10
8239,boneco de neve,снеговик,57
12405,bordo,клен,24
11313,adolf.,адольф,34
3938,dimetoxi.,диметокси,83
11581,roosevelt.,руозвельт,32
753,apostasia,апостановие,98
13481,frio,прохладно,13
12168,perseguir,гнаться,22
13496,capitão,капитан,13
13017,noroeste,северо-запад,18
14488,democrático,демократический,15
3091,northumbrian,нортумбрийский,88
12575,aréola,гало,23
9658,lancaster.,ланкастер,46
8619,cozinha,кухня,41
13282,gramática,грамматика,16
8917,doo.,доу,52
11171,angus.,ангс,35
8637,gêngis.,чингис,54
1562,matta.,матта,95
4350,fundos,фоны,17
13553,negrito,жирный,13
468,pluribus.,плюрибус,99
10227,coelho,кролик,41
1212,poxa,гош,96
8710,coragem,храбрость,49
6347,dir.,дир,69
8945,trolls.,тролли,27
8492,outscored.,раскрытый,48
4110,ateu,атеист,64
4568,leonid.,леонид,80
4099,corinto,коренф,83
7136,produziu,уступил,37
2421,homicídio,непредумышленное убийство,90
508,mutantes.,мутанты,55
10060,aaa.,ааа,43
13285,sétimo,седьмой,16
10014,aparentemente,по-видимому,43
9861,húmus,хомус,45
8770,plugue,затыкать,47
6940,fax,факс,63
4159,iguana.,игуана,82
10132,instante,мгновенное,42
9144,pratos,тарелки,20
13738,jim.,джим,12
12357,instituições,учреждения,6
12125,castelo,замок,27
4406,marginalia.,маргиная,81
5520,trisha.,триша,74
2570,fogueira,костер,87
11563,metropolitano,столичный,32
10055,pontiac.,понтиак,43
10135,versalhes.,версаль,42
6291,suprimir,подавить,38
2339,cyborg.,киборг,88
2162,mal interpretado,неверно истолковывать,72
3075,mítico,мифический,87
3748,escorregadio,скользкий,84
13487,igreja,церковь,13
825,condomínios,кондоминиумы,84
770,precaução,предосторожность,98
4368,honestidade,честность,81
1437,staunch,верный,94
7377,metanfetamina,метамфетамин,62
14424,especialmente,особенно,11
11441,rotas,маршруты,16
5319,abelhas,пчелы,34
4586,vitória fácil,легкая победа,79
11336,retirado,снятый,34
8276,pique,щука,50
1962,mais rico,богато,93
4732,sensibilidade,чувствительность,38
12197,bastão,летучая мышь,9
10954,delineado,изложено,30
7729,bandidos,головокружение,52
10011,manny.,манни,43
4563,cortador,косилка,74
14439,através da,с помощью,9
1913,tocha,факел,32
6169,não sei,не знаю,70
7459,ahoy.,ахоа,62
10535,portátil,портативный,39
5697,metano,метан,73
11365,floresta tropical,тропический лес,34
3734,bonde,трамвай,78
3479,reeditada,переиздается,67
5276,olhe,берегись,75
8600,marista,марипс,54
11162,cocaína,кокаин,35
4061,balões,надувные шары,40
13205,tennessee.,теннесси,16
11817,acc.,сочность,29
2416,congênito,врожденный,89
10431,ucraniano,украинец,38
14051,mais tarde,позже,8
1820,sherpa.,шерпа,88
5562,midwestern.,средний запас,74
612,mendelssohn,мендельсон,99
4147,viaduto,виадук,78
13080,famoso,известный,18
10635,ut.,утром,38
1069,kon.,кн,96
14256,chamadas,вызовы,8
14046,pequeno,маленький,10
7200,ayudante.,аюданте,63
13554,estimado,ценится,9
3657,retomada,возобновление,84
13827,seria,бы,5
12366,exemplos,примеры,10
4234,tweed,твид,81
8852,macacos.,обезьян,22
339,antimônio,сурьма,100
939,trupe.,труппа,93
10200,graffiti.,граффити,42
12605,tailândia,таиланд,23
2170,cônsul,консул,61
5605,popularmente,популярно,74
4391,aqueduto,акведук,80
9510,tubo,трубка,38
12341,memória,память,13
14232,homem,мужчина,9
14397,fogo,огонь,10
1136,centopéia,сороконожка,96
7658,mailer.,посылка,61
7684,mendel.,мендель,61
6918,terciário,третичный,65
12290,diferente,в отличие от,19
2009,agradável,приятнее,92
5943,punjabi.,пенджаби,71
406,mekong.,меконг,100
1288,circunferência,длина окружности,96
2419,plantações,плантации,68
14447,começar,начинать,11
7262,stella.,стелла,62
5307,filippo.,филиппо,75
9300,esterlina,стерлинг,49
1572,crateras,кратеры,46
11992,bryan,брайн,28
13767,faleceu,умерла,10
6340,novidade,новинка,66
8038,fósforo,фосфор,58
14043,emitir,проблема,8
3268,antagonista,антагонист,65
683,forragem,корм,98
4536,hipotético,гипотетический,77
1013,mandão,властный,97
5407,jat.,джай,75
9674,xx.,хх,46
5980,vila.,вила,71
6529,contenda,сочтено,35
9156,aberdeen.,абердин,50
7339,bússola,компас,56
10015,diretores,директора,18
7341,reverendo,преподобный,62
11489,parecido,одинаково,32
918,esboçado,схематизм,97
6579,kippur.,кипур,67
14164,faz,производит,5
12468,morris.,моррис,24
13078,aeroporto,аэропорт,17
626,invertebrado.,беспозвоночный,98
5266,shuffle,разврат,62
13144,alexander.,александр,17
6937,livro didático,учебник,51
5348,rito,обряд,66
12937,suficiente,достаточный,15
13693,amar,любовь,11
5073,restrições,ограничения,71
7089,cervejeiro,пивовар,37
11194,espécies,разновидность,35
3868,não resolvido,неразрешенный,84
6795,modular,модульный,63
11619,bulgária,болгария,31
13037,ácido,кислота,18
5056,ligando,лиганд,63
4645,compartimento,отсек,72
9865,princípios,принципы,27
13982,desenvolvimento,разработка,10
14275,lan,локальный,59
10440,transmissão,коробка передач,38
12644,dificuldade,беда,20
298,adicionador,сумматор,100
13698,sugestões,подсказки,12
6470,fortificado,укрепленный,62
11833,constelação,созвездие,29
13606,richard.,ричард,12
10176,lahore.,лахор,42
9037,exigente,требовательный,20
10864,saída,выход,37
14024,trimestre,четверть,9
12362,packers.,пакеры,24
13016,doença,болезнь,18
8609,santuário,святыня,50
10061,hinduísmo.,индуизм,43
4531,fulham,фулхэм,80
5441,teague.,чайник,75
2212,abreviado,сокращенно,87
1793,celulose,целлюлоза,88
12698,acho,догадка,20
4631,saladino,саладин,79
11508,famílias,семьи,12
10037,percebido,воспринимается,39
7995,saltador,джемпер,55
9261,degradação,деградация,42
4191,spinners.,спиннеры,54
10935,carvalho,дуб,32
8390,dong,дон,55
5486,isaías,исаия,74
2833,tapeçaria,гобелен,88
5134,ketchup,кетчуп,77
2719,cursório,курсор,89
7283,carambola,карамболь,62
11769,seg.,раздел,30
12701,alegre,рады,22
14007,aumentar,увеличивать,12
8944,muito pesado,подавляющий,36
3537,greta,грета,86
9480,tm.,тм,48
11450,beta,бета,33
9478,fascismo,фашизм,48
3969,sinagoga,синагога,74
11772,brasileiro,бразильский,29
11644,diamante,алмаз,29
13333,razoavelmente,разумно,6
11510,ernest.,эрнест,32
2618,discutir,суматоха,86
10182,navegação,навигация,27
1378,beluga.,белуга,96
13621,etc.,так далее,12
13594,presente,настоящее время,10
4545,iceberg.,айсберг,79
2756,opressão,угнетение,66
12140,cerveja,пиво,26
10436,substituído,замещенный,21
3781,mais profundo,самый глубокий,84
6434,vanguarda,авангард,68
1078,callum.,каллум,96
10130,inteligente,умный,17
3213,enchimento,наполнитель,82
7170,beracat.,борсина,53
6559,troopers.,солдат,54
1658,nada.,нада,94
2210,dormiu,спала,91
11692,terremotos,землетрясения,12
1081,incômodo,громоздкий,96
6983,refrigerante,сода,64
3157,manchuria,маньчжурия,88
9929,honestamente,честно говоря,44
5499,beaumont.,боможевый,74
1051,boldin.,бордный,97
8830,inalterado,без изменений,52
9036,batedor,бэтсмен,51
9700,paródia,пародия,38
1079,briga,ссориться,87
4852,desempregados,безработные,50
9210,legado,наследие,49
10636,theodore.,теодор,39
6254,empregada,служанка,66
4432,glutamato.,глютамат,78
4029,milt.,малт,83
4577,napa.,напал,80
10931,materiel,материал,37
6613,sable.,собел,66
3508,zurique.,zurich.,86
1170,blazing,пылающий,49
5694,balançado,окунуться,73
3918,gideon.,гедеон,84
338,yon.,йон,100
13543,deu,дал,13
12717,mandar,отправить,16
11349,convidado,гость,29
3255,zircônio,цирконий,87
5287,veganismo,веганство,49
3588,gradiente,градиент,78
1267,acumular,накапливаться,44
14072,ordem,заказ,9
7371,boyer.,бойер,62
8401,curdo,курдский,55
13983,ajuda,помощь,6
3466,emissor,эмитент,85
7566,recomenda,рекомендует,12
11025,cauda,хвостик,28
9520,busca,квест,46
4354,mach,мак,81
3720,submachine.,солдачи,85
11988,especulação,спекуляция,21
4556,prima.,прима,79
4320,piemonte.,пильмонт,81
14276,provavelmente,вероятно,7
10781,linemen.,айремин,38
4815,guarda roupa,гардероб,77
9642,yang.,янг,46
14321,linguagem,язык,10
12438,barry,барри,24
4819,pistão,поршень,35
7591,lotado,переполненный,18
796,fro,сюда,98
9779,devonshire.,девоншир,45
13601,divisões,подразделение,7
11767,ferir,вред,12
9141,booker.,блантер,50
13392,responder,ответить,12
1420,brumbies,парец,83
11203,orgulhoso,гордый,35
7105,ophélia.,офелия,64
1960,lilith.,лилит,93
8978,cortiça,пробка,50
4573,ribossoma.,рибосом,70
3383,engatinhar,ползти,66
4548,emaranhado,запутанный,71
7890,hoy.,хомя,59
4539,dieses.,умирает,80
3220,ondulado,волнистый,86
13301,pressão,давление,15
7791,que vale a pena,стоящий,60
9956,wen.,вот,44
6382,prof.,проф,68
14071,certo,верно,7
13297,dourado,золотистый,16
885,léxico,словарный запас,97
7746,pronúncia,произношение,58
653,comissário de bordo,стюард,64
106,bário,барий,100
9746,desesperado,отчаянный,37
2135,rosário,розарий,92
2548,codeína,кодеин,90
9437,porta de entrada,шлюз,48
7849,feudalismo,феодализм,52
10173,mediterrâneo,средиземное море,42
5152,sofrido,пренебрежительно,76
5234,vodka,водка,75
6293,scarborough.,скарборо,69
9736,facilidade,простота,40
11948,plataforma,платформа,25
8400,starcraft.,стар крафт,55
6411,idem,дитто,69
1755,surreal.,сюрреалистики,64
10513,rumores,слухи,35
10006,asno,осел,43
3558,mediada,опосредованный,26
7553,biomassa.,биомасса,61
7926,esperma,сперма,59
3705,maníacos,маньяки,46
8356,tensão,штамм,45
1760,ravina,овраги,91
4935,miserável,убогий,66
14058,saber,знать,7
11426,trojan.,троян,22
3146,insulina,инсулин,88
8234,inclinando-se,склонность,43
12817,berlim,берлин,20
2303,deflexão,отклонение,60
7092,toro,торо,60
7946,atacado,оптовая,58
4358,soja,соевый,81
10274,capela,капел,41
5537,quarto,спальная комната,71
7194,presbiteriano,пресвитериан,61
9862,tragédia,трагедия,43
1898,ey.,эйт,93
6672,supremacia,превосходство,67
11590,poesia,поэзия,32
6046,czar,цар,71
1749,falange,фаланс,93
10920,adulto,взрослый,33
4941,lavanderia,прачечная,77
12794,ted.,тед,21
9260,lafayette.,лафайетт,49
11223,somália,сомали,35
11069,cru,сырой,36
5750,hanna.,ханна,73
11821,seqüência,последовательность,26
7041,gump.,гомпон,64
11123,trilha sonora,саундтрек,34
3706,ade.,ада,85
1160,capuchin,капуцин,96
9473,eisenhower.,эйзенхауэр,48
1515,chemise,химизм,89
8157,val.,валь,57
14105,executivo,исполнительный,18
7612,grover,моровер,61
1889,cascading.,каскадирование,62
8228,vácuo,вакуум,56
10426,baga,ягода,39
1996,baun.,баун,93
7881,qualificações.,квалификация,21
1816,iogurte,йогурт,93
6599,procriar,порода,44
4458,origami,оригами,80
1451,osteologia,остеология,95
853,kilkenny.,килкенни,98
12261,richmond.,ричмонд,26
13559,temporário,временный,13
7104,alinhado,выровненный,32
14094,melhor,лучший,8
10049,fenômeno,феномен,43
7847,baba.,баба,59
4304,prado,луг,57
1027,plácido,предложительный,97
13431,rússia,россия,14
5580,colete,жилет,56
13420,marinho,морской,12
778,diminuiu,утих,77
11168,com licença,извинение,33
13106,wickets.,калитки,14
14110,veio,пришел,10
1199,ensopado,тушить,88
8594,marquês,маркиз,54
4083,moto de neve,снегоход,80
12427,escolhido,выбранный,24
10285,eu no,мясо,40
738,earthlings.,земляные земляные,96
11035,cinquenta,пятьдесят,34
3288,salvamento,спасение,64
7095,galloway.,галлоуэй,64
5475,renumerado,перенумеровал,59
9786,terminologia,терминология,45
6839,jameson.,джеймсон,65
388,codorna,перепевать,98
10790,desatualizado,устаревший,38
10622,burton,бертон,39
7996,camden,камден,58
1589,vogal,гласная буква,74
657,sequóia,секвойя,96
11325,sigma.,сигма,34
4820,predecessores,предшественники,45
594,monossódio.,моносудий,99
10401,brinquedo,игрушка,36
9873,discutivelmente,пожалуй,42
9783,dobrar,складывать,33
3683,cegamente,слепо,85
14377,rua,улица,10
6567,emprestar,одалживать,44
14495,francês,французский,11
1256,curvado,поклониться,36
4218,factível,достижимый,69
6477,patê,паштет,68
9024,dióxido,диоксид,51
5554,rotativo,ротари,73
9058,zinco,цинка,51
278,fairgrounds.,ярмарочные площади,98
12311,escocês,шотландский,25
12444,robinson,робинсон,24
14436,múltiplo,несколько,6
12568,ciclo,цикл,17
7628,hawthorn.,боярышник,42
13541,soviete,советский,12
12458,pedro,педру,24
2817,euforia,эйфория,88
2698,limonene,лимонин,89
13027,christopher.,кристофер,18
10825,sem sentido,бессмысленно,38
6124,amônia,аммиак,70
25,formigas.,муравьи,38
8702,derrubar,свергнуть,51
4318,psiquiátrico,психиатрический,81
14163,pesquisar,исследовать,10
5644,valsa,вальс,67
5392,cheira,пахнуть,50
4203,sucatear,ломка,52
4019,esfumaçado,дымчатый,83
12735,inteiramente,полностью,8
679,eon.,эон,95
3856,acessórios,аксессуары,67
12286,mais recentes,самый последний,25
2241,gonorréia,гонорея,91
641,bitmap.,битовая карта,99
1280,sangrar,кровотечение,46
4413,airmobile.,авиакомпаний,81
8473,clareza,ясность,55
9574,wally,уолли,46
12364,murray.,мюррей,25
7353,paisagem,пейзаж,56
14027,planos,планы,11
1037,escape,сбежать,96
13837,você,ты,5
6014,repechage,опыта,71
12829,bacon,бекон,20
3440,grandmaster.,гроссмейстер,86
9837,waterloo.,водопровод,45
12310,ascender,рост,20
11543,arco-íris,радуга,31
1897,surgido,возникающий,93
3911,elaine.,элейн,84
1822,stiles.,стабильство,91
13743,atras do,позади,12
2806,lackluster,бездействующий,88
862,circe,творчество,96
9118,ómega,омега,50
13675,luz,свет,11
2,pretzel,крендели,93
6540,secretamente,тайно,68
867,desinaturar,непристойный,96
8593,olivia.,оливия,54
13783,confusão,путаница,9
6682,íngreme,отвесный,64
13074,laboratório,лаборатория,18
3851,frustrado,сорван,71
8960,michelangelo.,мишеланджело,51
1827,a prova de balas,пуленепробиваемый,93
1162,bateman,батаментировать,96
12999,desconhecido,неизвестный,19
13900,trabalhar,работа,5
1454,alpinista,альпинист,67
6678,calcário,известняк,67
3096,punta.,пунда,88
5391,camafeu,камея,74
6455,staphylococcus.,стафилококк,68
13007,reação,реакция,17
7536,processador,процессор,54
2368,anil,анил,91
14311,escola,школа,6
10605,alegadamente,якобы,39
4912,abandonar,канава,71
7886,excedido,превышен,38
6691,concedido,даровал,62
11310,perfeitamente,прекрасно,34
8188,manso,кроткий,57
10372,hardware.,аппаратное обеспечение,40
12502,urbano,городской,23
3090,mensch.,менш,88
12326,classificação,рейтинг,7
12012,broncos.,бронкос,27
882,tera,тера,96
713,salpiche,возникла,98
5124,ameixa,слива,76
1539,magnon.,магнин,95
13034,holanda,нидерланды,18
13396,corpo,тело,13
5252,sarcasmo,сарказм,75
4409,betel,ветль,81
1632,hipnose,гипноз,94
8766,crusaders.,крестоносцы,27
4587,espinha dorsal,марионетка,78
10613,maxwell.,максвелла,39
12274,sinal,сигнал,20
12018,península,полуостров,28
13786,por outro lado,иначе,11
12401,valioso,ценный,24
2827,sufocando,задыхаясь,68
13407,passado,прошедший,8
1717,piridone.,пиридон,94
8417,desprezo,игнорировать,48
11667,galo,петух,30
10999,aspectos,аспекты,26
9282,assured,уверенно,27
3617,luge.,находчивый,85
6874,cilindros,цилиндры,40
11377,admitido,допущенный,23
5339,heap,куча,68
9206,riverside,реки,50
10127,awm.,овладевать,42
4673,inofensivo,безвреден,79
6055,carrinho,барровый,70
9654,mensageiro,мессенджер,44
12083,rigoroso,строгий,27
10309,acompanhado,в сопровождении,18
8673,estoniano,эстонский,51
926,britten,бриттен,97
8667,marfim,слоновая кость,53
13646,charles.,чарльз,12
8313,falk,фальшивый,56
10893,armênia,армения,37
3792,turing.,тьюринг,84
37,estupramento,изнасилование,33
9363,arquiteto,архитектор,42
7310,território,газон,62
5417,bambu,бамбук,74
14213,união,союз,10
5191,taiga.,тайга,76
9233,bissexual,бисексуал,43
5128,ducado,герметичность,74
13778,país de gales.,уэльс,11
1028,telic.,телецентр,97
5803,casus.,касус,72
4654,perséfone,персефона,79
6798,pneumonia,пневмония,66
210,maronite,маронит,100
3652,atelier.,ателье,84
11190,pirataria,пиратство,35
12989,ouvi,слышал,19
3316,lamentar,ламп,87
14085,diretor,директор,18
13190,população,население,15
13043,ganhou,заработанный,14
1291,contraproducente,контрпродуктивность,93
14418,mostrou,показано,7
1398,fenilo,фенил,95
13779,william,уильям,9
13696,individual,индивидуальный,11
4660,dade.,дейд,79
11828,exterior,наружный,29
10092,salomão,соломон,43
5411,lauderdale.,лаудердейл,75
8885,rebatedores,хитры,33
3875,anomalia,аномалия,71
9875,pintainho,цыпленок,39
7883,comercialmente,коммерчески,9
9295,eliminar,ликвидировать,15
13894,esses,эти,7
12801,profundo,глубокий,21
8065,segmentos,сегменты,33
3027,topázio,топаз,88
7721,apocalipse,апокалипсис,60
8051,akron.,акрон,58
13133,debate,дебаты,14
6106,mangueira,шланг,67
7379,setores,сектора,32
1772,assexual,асексуал,86
1541,stalwart.,стелларт,86
8155,soldagem,сварка,53
10045,porta-voz,пресс-секретарь,43
9704,capitólio,капитолий,45
14506,carros,легковые автомобили,9
13357,ont.,оно,15
11552,logos,логотипы,11
5567,frágil,хрупкий,72
11696,uau,вот это да,30
7489,enfatizado,подчеркнул,45
13911,ela,она,11
6257,bagagem,багаж,69
8293,entusiasmo,энтузиазм,56
12074,roteiro,скрипт,25
9279,puck.,преувеличивать,49
1561,eremitério,эрмитаж,95
10107,tribos.,племены,30
10772,asteca,ацтец,37
12784,elementos,элементы,16
248,calvário,голгори,100
6479,codificação,кодирование,12
7011,limite,порог,63
11496,nashville,нэшвилл,32
6654,afro,афро,66
10384,retirar o,снять со счета,26
10192,gama,гамма,42
13799,que,что,5
13263,nenhum,никто,16
2043,wird.,распутывать,92
1140,isca,приманка,71
222,luzes de inundação,прожекторы,97
10834,turismo,туризм,38
10477,ira,ира,40
4097,lakeland.,лакеланд,83
87,branqueamento,отбеливание,38
5416,cassie,касси,74
9547,liechtenstein.,лихтенштейн,47
1619,sótão,чердак,93
12198,kirk.,кирк,26
8137,abraçar,обниматься,57
14453,agosto,август,6
2193,maxima,максима,91
11723,baleia,кит,26
4204,ostensivamente,как будто бы,77
7290,bastilha,бастилия,62
5027,profecia,пророчество,69
2231,brownie,пирожный,88
4433,saudado,приветствовал,15
10685,pornô,порно,38
4369,incivilidade,кассивация,66
10001,abstrato,аннотация,41
6205,dole,долей,68
12365,pérola,жемчужина,25
10064,alexandria,александрия,43
2295,outplayed.,переплетать,89
4908,não programado,незапланировано,78
2911,inductees.,индукты,85
3406,esmagadoramente,подавляюще,86
13311,possivelmente,возможно,7
11320,degraus,шаги,16
12150,sem fé,неверный,27
2194,códice,кодекс,91
11453,wyoming.,вайоминг,33
1839,endurecido,укреплен,88
5979,ambicioso,честолюбивый,70
6305,spray,спрей,58
11564,crucial,ключевой,31
483,polivinil,поливинил,99
949,geólogos,геологи,76
12579,ficção,вымысел,18
5461,perfurado,пробитый,38
321,coclear.,кохлеар,100
10118,hã,хм,43
5608,thrasters.,преподаватели,71
12561,es.,эс,23
12707,pedra,камень,19
9408,no mar,оффшор,48
11577,proeminente,видный,27
67,preguiçoso,лазиер,100
10996,polar,полярность,33
2088,debussy.,дебюсси,92
14192,acordado,согласованный,11
9496,alfabética,алфавитный,27
10598,camarões,камерун,39
3980,adjacente,примыкающий,82
5560,impedimento,офсайт,74
7578,amelia.,амелия,61
216,caseiro,домодельный,100
9284,mal sucedido,безуспешно,43
10259,tectônicos.,тектоника,39
13944,iorque,йорк,8
7493,chuveiro,душ,46
2087,clio.,клиос,92
5968,nu,ню,71
6897,conjunto,ансамбль,61
8624,herpes,герпес,53
807,lancelot.,ланселот,98
817,melaço,патока,98
12342,guiné,гвинея,24
8695,mahal.,махал,53
2384,liszt.,лизц,91
9392,aeroespacial,аэрокосмический,48
10531,beirute,бейрут,39
8033,funcional,функционал,20
270,proponente,пропорент,72
13954,bom,хороший,6
8705,virtude,добродетель,49
4195,subduction.,субдукция,77
512,ile.,иль,99
5629,shiite.,шиит,74
8287,argonauts.,аргонавты,55
2098,água preta,черная вода,92
9889,ns.,насыщенность,44
12308,convecção,конвекция,24
10504,celebração,празднование,19
7531,balístico,баллистический,51
568,travestismos,трансвестизм,99
2862,sabores,ароматы,47
2089,não envolvido,бесспонден,92
7486,abençoar,благословить,44
13706,esperado,ожидал,11
7452,leitoso,молочный,62
6371,regredir,комендантский час,65
5824,linden.,липа,72
4895,hereford,губд,78
2226,axial,осевой,91
11392,professor,профессор,31
865,fosfodiesterase.,фосфодиестераза,97
6729,singular,единственное число,61
12110,foco,фокус,27
7319,franja,бахрома,61
264,hom.,хом,100
12247,costa.,коста,26
