ID,PORTUGAIS,SPAIN,INTERVAL
2464,freelance,lanza libre,84
9517,vic.,víctima,48
3460,tun.,tonel,86
7365,pompeii.,pompeya,62
14030,versão,versión,9
10402,fugir,huido,41
5182,evolucionário,evolutivo,77
3071,estadista,en los estados unidos,88
12429,órfão,huérfano,25
11906,corrida,pique,29
1414,cater.,abastecer,69
6508,rowan.,serbal,69
2150,muffed.,molestado,92
9237,alcatrão,alquitrán,49
3980,adjacente,contiguo,82
7036,cu.,cúbito,63
8534,plumbago,plombagina,55
1933,marauder.,merodeador,80
3380,conscientemente,sabiendas,87
11154,depois disso,después de eso,37
6141,ding.,timbre,68
10001,abstrato,resumen,42
9731,doador,donante,41
380,alkane,alcano,96
562,foothills.,estribaciones,74
10692,publicamente,en público,39
11498,jornais,periódicos,16
10464,aggies.,afección,38
10046,balderdash.,disparates,44
28,difração,difracción,100
4956,cavalos de potência,caballo de fuerza,78
13216,não foi,wasn,18
8831,joyce.,joya,53
8123,machado,hacha,52
11864,gíria,jerga,31
1938,cognizant.,competente,91
879,feixes,vigas,54
9379,inconclusivo,poco concluyente,49
509,sem data,sin fecha,99
1753,zênite,cenit,93
2238,carfax.,cruz,91
13740,comum,común,11
11715,passagem,paso,30
13111,q.,q,19
13443,legais,agradable,15
1748,iídiche,yídish,94
8367,toby.,tobo,56
5976,tédio,aburrimiento,71
1013,mandão,mandón,97
8102,vizinho,vecino,37
3659,nostrum.,panacea,85
7086,olá,hola,63
730,carpal.,de mano,98
13050,recebe,obtiene,8
306,doe.,dae,100
8910,infravermelho,infrarrojo,52
12665,retirou,dibujado,24
2228,cerceta,trullo,91
1523,planície,tierras bajas,76
10010,odyssey.,odisea,45
12711,ônibus,autobús,22
5678,parque infantil,patio de recreo,73
13060,resfriado,frío,20
4384,snapper,pargo,65
8368,realização.,santas,55
6801,mastigação,masticación,40
7645,ressurreição,resurrección,52
10790,desatualizado,anticuado,39
530,esturjão,esturión,98
12251,sagrado,santo,27
4101,adega,casa de vino,83
6832,demolição,demolición,63
11656,com sucesso,exitosamente,12
11451,gêmeo,mellizo,23
12395,pó,polvo,27
8234,inclinando-se,propensión,45
6102,clamo,almeja,70
1906,brincadeiras,bromas,60
1370,urb.,urbar,96
11519,instantâneo,destello,31
350,loon.,somorgujo,98
12442,apanhar,atrapar,21
2413,tendão,tendón,88
13354,ancestral,antiguo,16
2109,ampliar,ensanchar,59
13968,gerenciamento,gestión,10
6206,ofuscado,eclipsado,65
10401,brinquedo,juguete,37
6054,peck.,picotear,70
5651,osmose,ósmosis,74
11251,anão,enano,34
14079,tornar-se,convertirse,8
5883,constituinte,distrito electoral,50
9161,kip.,dormir,51
9885,vocais,voz,36
8951,husky.,fornido,34
5570,branquelo,persona blanca,75
12579,ficção,ficción,19
8767,todo dia,cada día,53
4743,refraseça,expresar de otro modo,60
10919,beijo,beso,35
11284,prefeito,alcalde,33
6607,bl.,licenciado en derecho,66
8386,fac.,fachada,56
6536,trocadilho,retruécano,63
7741,auditório,sala,60
14461,leva,acepta,5
8079,cantão,cantón,54
10006,asno,burro,44
171,arquidiocese,archidiócesis,100
7470,disposição,disposición,46
12988,lista de controle,lista de verificación,21
4442,inveja,envidia,80
12940,o qual,quién,21
11326,queimando,incendio,21
10762,alinhar,póngase en fila,38
11862,cabeçalho,encabezamiento,10
2359,mais engraçado,más divertido,91
8284,reimplantado,redistribuido,51
13154,alunos,estudiantes,14
13554,estimado,apreciado,10
10959,comentários,realimentación,38
10140,duo,dúo,43
2091,swank,presumir,92
10028,votação,votación,37
14349,oferecido,proporcionó,6
12862,selvagem,salvaje,22
10035,pouco,leve,44
523,gables,gapas,75
12267,odiar,odio,25
5819,preservando,conservación,30
6763,salvação,salvación,66
7725,forma de pagamento,pago,50
12839,mola,primavera,19
5134,ketchup,salsa de tomate,77
1351,intolerância,fanatismo,96
3063,safira,zafiro,88
302,gundy.,gundoso,100
1006,haxixe,hachís,97
11241,nervoso,enfadado,36
13712,verificável,verifiable,9
7916,eddy,remolino,59
4092,tutu.,tutú,83
12258,macho,masculino,27
3667,sanção,sanción,16
9399,sem nome,sin nombre,49
2850,congestionamento,congestión,83
12028,disco,dto,28
7235,cortez.,cortés,63
8146,em andamento,en marcha,58
10639,transações,actas,38
2041,mainframe.,marco principal,91
10492,xá,cha,41
4469,jóia,joyas,80
8275,moinho de vento,molino,56
8487,geleira,glaciar,51
11528,phi.,fi,33
13856,apenas,solo,7
3882,groundhog,marco de tierra,84
5023,sentido horário,agujas del reloj,78
12804,olho,ojo,17
13757,sulista,meridional,12
1036,hessian,arpillera,94
10161,homem morcego,hombre murciélago,43
5866,tubman,tubero,73
12293,saudita,saudí,27
8531,sultão,sultán,52
5839,tempo esgotado,se acabó el tiempo,59
6819,pomar  pasto,paddock,66
9536,brawl.,pelearse,47
12411,riacho,cala,27
1687,despreparado,desprevenido,94
9270,cenoura,zanahoria,49
8418,rabisco,escribiendo,52
11965,monte,racimo,30
12548,matando,asesinato,11
4639,formigamento,picazón,80
12263,têmpora,templo,27
6522,pio,pius,67
5320,topper,sombrero de copa,63
13880,muitos,muchos,6
6491,pod.,vaina,63
4813,realocar,trasladarse,34
7611,desencadeado.,soltado,58
3901,tock.,tocho,84
7363,outfield,campo de salida,17
13564,basquetebol,baloncesto,14
6810,javali,jabalí,66
12987,jean.,vaquero,20
9618,azevinho,acebo,47
12775,criança,niño,17
1619,sótão,ático,93
5993,otimização,mejoramiento,52
2,pretzel,galleta salada,93
487,exagero,exageración,60
13953,voltar,atrás,8
10779,eixo,eje,39
13898,empresas,compañías,10
3130,atoleiro,cenagal,87
12969,atraso,demora,7
2612,legenda,subtitular,72
13174,às vezes,a veces,17
381,vice-rei,virrey,97
6078,planilha,hoja de cálculo,69
14159,trabalhando,laboral,6
6650,utilizável,usable,64
4276,submundo,inframundo,81
14380,visualizar,vista,7
9152,allah.,alá,51
3591,louva a deus,mantis,85
5541,ardósia,pizarra,54
5830,culatra,recámara,57
10199,falou,habló,42
7004,estádio,estadio de béisbol,55
14294,carro,auto,10
7743,esboço,bosquejo,53
10894,timothy.,timoteo,38
6155,surfista,tablista,60
7465,doca,muelle,47
5575,absorção,absorción,73
2807,aplicativo,app,89
7589,jogar fora,vertedero,44
6594,fuligem,hollín,68
12766,cartões,tarjetas,14
3322,spick.,hispano,84
1757,quando é,carnero castrado,93
3833,pequim,pekín,78
5419,meiose,mitosis,75
8918,obrigatoriedade,obligatorio,52
4598,suplantada,reemplazado,72
3656,tucano.,tucán,85
3044,bridgeman,hombre del puente,88
7280,dev.,devanar,62
3263,possui,posee,21
13071,escolha,elegir,13
11066,aleatoriamente,al azar,38
6787,remotamente,de forma remota,38
2401,infrações,infracciones,78
11033,guarnição,guarnición,34
13665,colo,vuelta,12
6977,apareceu,saltó,21
12989,ouvi,oyó,21
12222,mais velho,más viejo,28
8004,ancoragem,anclaje,59
2901,fralda,pañal,85
160,imundo,asqueroso,100
2180,piquenique,picnic,91
599,eca,puaj,99
8671,avião,avión,47
13912,informação,información,6
30,torresmos,rodilleras,100
7023,tapete,alfombra,62
13811,tem,tiene,5
14281,lucro,ganancia,31
3530,bezerro,ternero,86
6633,realinhamento,reordenación,55
8656,demolir,desglose,53
3374,emoldurado,enmarcado,26
2125,alma penada,banshee,86
2700,caras,dudes,26
841,buggy.,calesa,97
7593,porão,sótano,60
555,freehold,propiedad vitalicia,99
11983,cidadãos,los ciudadanos,26
7076,latido,ladrar,58
10342,dinamarquês,danés,42
9184,analógico,cosa análoga,40
2870,pubic.,púbico,88
1636,snell.,snelir,94
10626,limão,limón,39
4866,cavaleiros,jinetes,79
9765,lynch.,linchar,43
6692,worms.,gusanos,47
7360,flak.,reproches,62
12822,velozes,rápido,22
4660,dade.,dada,79
4139,northwards.,hacia el norte,34
764,manx.,de la isla de man,98
1724,fechamentos,cierre,47
7947,elevação,elevación,34
2799,stentor.,estentista,89
7977,nó,nudo,30
13937,muito,muy,9
5329,comprometeu-se,emprendimiento,76
13190,população,población,17
12188,cume,cresta,28
11245,brinde,tostada,35
7253,traidor,infiel,47
1900,corcunda,joroba,87
12973,irã,irán,21
722,larva,gusano,95
2911,inductees.,inducciones,85
1239,impedir,imposibilitar,79
9224,volta completa,fullback,45
9671,realizada,cumplido,38
11674,com medo,temeroso,32
12422,engraçado,gracioso,27
10873,herança,herencia,38
12434,transporte aéreo,puente aéreo,25
11665,pedreiro,masón,31
1674,expiação,expiación,81
4253,ock.,ocaso,82
13706,esperado,previsto,12
1851,horrley.,abigarrado,93
3383,engatinhar,gatear,66
2863,fodão,impresionante,88
12679,enviesado,tendencioso,23
11755,estranho,extraño,31
1973,ahunt.,cohunt,93
318,nuancemente,matizado,85
9986,bobo da bunda,bufón,43
13591,escritório,oficina,11
13316,santo,smo,14
4905,capacitor,condensador,76
12157,gap = vão,brecha,27
6651,saída,toma de corriente,47
6041,atum,atún,71
5169,reconhecível,reconocible,75
8576,grato,agradecido,49
8670,não é,no es,54
1766,livro de receitas,libro de cocina,88
9153,negação,negación,50
4014,nationhood.,carácter de nación,83
1688,lagostim,cangrejo de río,94
8147,garfo,tenedor,41
4225,influxo,afluencia,81
2692,ad-renal,suprarrenal,90
10568,replay,repetición,34
3636,irrigação,riego,83
9200,prazer,placer,49
10760,sumo,jugo,38
13835,quem,oms,7
4417,redistritamento,redistribución de distritos,80
265,sanidade,cordura,100
1806,depeche.,depende,94
13307,escrevi,escribió,17
13814,vai,voluntad,5
7932,rube.,palurdo,59
4206,slides.,diapositivas,41
5876,suspeitas,sospechas,48
12095,aliança,coalición,29
1931,chuva de granizo,granizada,88
6829,jóquei,jockey,61
13894,esses,estos,7
13966,precisar,necesidad,6
3806,furador,ferrer,84
13343,apropriadamente,adecuadamente,17
12029,proíbe,prohibir,17
14177,projetado,diseñado,11
11088,adequadamente,respectivamente,37
13869,tal,semejante,6
5188,evergreen,hojas perennes,77
7982,reclamando,quejumbroso,30
9111,utilitário,utilidad,33
3362,hastes.,tallos,39
7446,babbage.,babura,62
6089,difusão,difusión,59
14415,r,riñonal,10
699,dag.,trozo de cuero,96
13767,faleceu,fallecido,12
5759,pressa,apurarse,67
4548,emaranhado,enredado,72
2902,toranja,pomelo,88
5925,chuvoso,lluvioso,72
9817,bruxo,mago,33
10329,squeaky toy,navegar,38
9938,cant,hipocresía,45
13952,papel,parte,8
3463,ovação,ovación,83
8164,porpoise,marsopa,58
14305,ar,aire,9
1552,aneto,eneldo,94
2387,gully,quebrada,88
8915,ping.,silbido,52
1456,desamparado,indefenso,91
3737,mexilhão,mejillón,82
12580,fala,habla,24
8331,rapaz,muchacho,53
469,esgueirado,escabullido,51
6189,nos dias de hoje,hoy en día,70
10184,néon,neón,43
13742,garoto,chico,12
1790,cirl.,corza,94
3986,lobisomem,hombre-lobo,83
4733,mais legal,más fresco,79
10862,goleiro.,portero,31
12060,quadrinho,cómic,16
14254,os,sistema operativo,29
10322,burke,burra,39
8568,fowler.,cazador de aves,55
6182,espinafre,espinacas,71
6882,catapora,varicela,66
298,adicionador,sumador,100
2297,daud,dar por,91
10597,fielder.,jardinero,39
8066,seguiu-se,se produjo,32
5967,argônio,argón,72
182,flap,solapa,88
7891,rampage,alboroto,57
3715,lava-louças,lavavajillas,81
10957,argolas,anillos,19
2050,ogiva,cabeza armada,76
12733,correndo.,apresurarse,13
9857,highland,tierras altas,33
1122,orbicle.,orbícula,96
8500,nojento,desagradable,55
2414,escova de dente,cepillo de dientes,91
495,cócegas,cosquillas,85
11483,duração,duración,33
6107,minhoca,lombriz,71
13409,dez.,dic,16
7594,vô,abuelo,60
3350,magrelo,muy delgado,87
8439,elmer.,oler,56
3371,abatido,demacrado,87
8101,tiebreaker.,desempate,58
12389,viés,parcialidad,27
492,prisão de ventre,estreñimiento,96
10057,hackney.,máquina de alquiler,44
10484,shea.,ella a,41
12615,vice,vicio,24
8311,aparelho,aparato,57
231,caldeu,astrólogo,100
3444,nuke.,nuque,79
4984,buster.,diseña,72
8991,título,titular,39
2003,parentética,entre paréntesis,89
12078,amador,aficionado,28
8626,nb.,nótese bien,54
3564,relutantemente,de mala gana,85
490,civ.,civil,99
2714,gigs.,eventos,63
4481,jeitoso,guapo,79
13718,rio,río,12
13326,hr.,hora,14
9574,wally,criajo,46
3289,alcorão,quran,87
11635,não é claro,poco claro,33
11835,bronzeado,broncearse,30
7994,suev.,suez,59
7015,adoração,adoración,59
14443,criada,creado,6
9309,esfregar,frotar,50
37,estupramento,violador,34
10798,jogador,jugador de bolos,30
12204,bin,compartimiento,28
9091,regoziado,reincorporado,42
5957,instável,inestable,71
10942,delicatessen,fiambres,38
11812,comparação,comparación,30
7418,gêmeos,geminis,62
150,o w,la w,98
6058,andar de cima,piso de arriba,72
4137,sala de aula,salón de clases,75
13618,bater papo,chat,13
6225,boilermakers.,calderakers,69
14381,valores mobiliários,valores,12
13010,apanhado,atrapó,20
3055,não interferir,manos libres,88
2851,esculpido,tallado,72
3941,olhadinha,ojeada,80
3401,nous,chirumen,87
5884,cunha,cuña,68
8768,cardápio,menú,52
12400,limpar,limpio,21
1628,pinhole,agujerito,94
4600,odômetro,cuentakilómetros,80
1419,credenciamento,acreditación,64
13493,on-line,en línea,15
5162,assinante,abonado,53
6016,gravetos,palo,24
3592,travesseiro,almohada,79
4051,firth,estuario,83
9588,da mesma forma,igualmente,48
7913,cordas,instrumentos de cuerda,31
4961,hornet,avispón,54
8473,clareza,claridad,55
12725,voou,voló,23
10892,quebra,aplastar,31
11111,rubrica,subtítulo,33
14212,cobranças,cargos,16
285,malcheiroso,maloliente,99
2158,cláusula,condición,91
8464,cadeira de rodas,silla de ruedas,55
3273,decomposição,descomposición,87
3683,cegamente,a ciegas,85
6678,calcário,caliza,67
5266,shuffle,barajar,62
9073,renomear,rebautizar,23
67,preguiçoso,más perezoso,100
6539,unificação,unificación,67
82,peabody,guisante,100
13745,borda,tablero,12
7358,veludo,terciopelo,62
947,cumulus.,cúmulo,97
5790,chapado,estoneral,71
6545,antuérpia,antwerp,68
1584,em chamas,ardiendo,94
3850,crosser.,cruzado,81
9966,retomar,reanudar,31
6642,stony.,pedregoso,67
4726,backlog.,reserva,76
10115,pára,paraca,42
4134,unfree.,no libre,82
6824,não era,no estaba,66
14408,figuras,cifras,13
3966,abóboras,calabazas,57
2953,fatiado,rebanado,55
13062,garotas,muchachas,14
296,lethe.,letear,100
452,durr.,zurrar,100
12770,feliz,jubiloso,23
422,longarina,larguero,97
9691,herman,germán,47
4042,calmamente,tranquilamente,83
9616,freestyle.,estilo libre,47
3122,espartilho,corsé,72
8784,nave espacial.,astronave,53
7549,meio do verão,pleno verano,62
6160,tração,tracción,71
762,newsroom,salón de noticias,96
11273,serial,de serie,33
3743,peixes,piscis,85
6587,silenciosamente,en silencio,68
8415,prejuízo,perjudicar,53
3359,grounder,arrebatador,87
9991,consequentemente,como consecuencia,24
6063,distorção,distorsión,44
14176,olhar,mirar,5
3171,aleijado,lisiado,73
371,trapézio,trapezoide,97
4635,crick.,tortícolis,80
13057,inc.,c ª,20
13521,prêmio,otorgar,10
10869,den.,guarida,38
9627,xingamento,maldición,41
5556,crocante,crujiente,69
2276,coxa,hermético,88
3723,paranômia,paruino,85
13300,criado,elevado,15
1341,fileom.,filón,96
12367,insanidade,locura,22
6455,staphylococcus.,estafilococo,69
10113,ascídio,ascidian,44
12336,imigração,inmigración,23
13501,padrão,estándar,12
12235,prisão,prisión,19
7557,boa noite,buenas noches,62
12889,coração,corazón,17
5742,cid,cítrico,73
11414,ataque,redada,27
493,enxaqueca,migraña,96
8192,flâmulas,serpentinas,49
3419,melão,melón,85
8000,peacetime.,tiempo de paz,59
8877,esgoto,aguas residuales,53
6039,flinders.,blindadores,71
6685,restaurado,redux,67
14226,livre,gratis,6
1553,cree.,colega,94
6227,fermento,levadura,70
13776,tour,excursión,12
8031,cutler.,cuchillero,59
8265,landings.,aterrizaje,12
10766,concreto,hormigón,39
10911,cães,perros,9
3495,hadith.,hadiz,86
12833,aço,acero,22
13875,eles,a ellos,6
3651,magi.,los reyes magos,85
9501,gangues,pandillas,24
2598,obra-prima,obra maestra,82
1613,ceilão,ceilán,94
9535,adiado,pospuesto,42
4196,neurônio,neurona,70
9381,comediante,cómico,46
814,jazzy.,llamativo,98
6360,wanker.,gilipollas,69
552,desinlinvente.,desvinculado,94
1844,trotter.,trotón,91
9504,erupção,erupción,37
1421,shaggy.,lanudo,95
9288,estável,firme,48
5890,hickory,nuez dura,72
2994,blume.,marea,88
5343,quad.,patio,73
12274,sinal,señal,22
20,laje,losa,88
1702,assentimento,asentir,89
9338,chefe de cozinha,cocinero,48
9070,orangotango.,orangután,51
12721,gás,gas,15
3952,np.,notario público,83
226,interleague.,entrelazar,100
12691,amigáveis,amistoso,24
12406,gordo,grasa,26
9414,assédio,acoso,28
3485,smack.,tortazo,62
6213,liga,aleación,63
4884,footed.,patiado,20
7107,perf,perforación,64
4218,factível,factible,70
3328,ex-aluno,antiguo alumno,87
13569,acampamento,acampar,13
2766,servidão,servidumbre,89
13516,relevante,pertinente,13
56,incubus.,íncubo,100
2141,gatling.,gatería,92
4942,de bom grado,con alegría,78
10403,sujeira,inmundicia,41
5937,desfiladeiro,garganta,53
2992,scrum.,melé,88
11385,pênis,pene,35
1416,comprimidos.,píldoras,57
10013,temperamental,malhumorado,45
6343,straits.,estrecheces,42
12174,cubs.,cachorros,28
222,luzes de inundação,proyectores,97
12667,equipe técnica,tripulación,21
7753,wight.,criatura,60
12604,ne.,nordeste,25
489,empurrão,empujón,76
2923,agudos,triplicar,88
5022,anexo,adjunto,72
2733,encanamento,plomería,83
6608,unscharol,no escolar,67
1972,insatisfação,insatisfacción,92
4881,boate,club nocturno,72
2594,nos termos,de conformidad con,90
9993,em todos os lugares,en todas partes,45
5079,lear.,aprender,77
12685,airborne.,aerotransportado,24
9410,inadvertidamente,por inadvertencia,48
10906,no meio do caminho,a mitad de camino,38
2592,retrabalhado,reelaborado,62
1392,imposição,imposición,96
10267,airways.,vías aéreas,41
13141,pausa,descanso,14
203,footwork.,juego de piernas,100
14419,shows,espectáculos,8
5352,ourchin,pilluelo,76
4454,evaporação,evaporación,64
7122,lombo,solomillo,64
8519,explodindo,explotación,34
13838,novo,nuevo,7
12717,mandar,enviar,17
793,harr.,harrama,96
13681,enviei,enviado,13
4571,injunção,mandato,76
6994,chevy.,caza,65
13653,iraque,irak,13
2806,lackluster,deslucido,88
6305,spray,rociar,59
783,prob,ser un problema,97
924,recurvo,recorvar,53
7349,alocação,asignación,29
13523,verão,el verano,14
9420,apartheid,segregación racial,49
10735,profanidade,blasfemia,30
8498,inspiração,inspiración,30
8844,cunts.,coño,34
7403,tolet,violeta,61
9256,curt.,brusco,50
13210,eleições,elecciones,10
782,garanhão,semental,91
4923,remarcado,reprogramado,74
14430,ligação,vínculo,22
340,avós,abuelos,80
7587,vaia,abucheo,50
1633,remand.,preventivo,75
14402,exigir,requerir,7
2456,cozinhou,cocido,26
6309,archimedean,arquímete,70
13089,robô,robot,18
13812,um,un,5
13232,dodo,vejestorio,18
14107,em geral,general,8
10831,reclamações,quejas,28
4591,acessório,adjunto archivo,17
7254,camadas,capas,37
1875,dimetil,etano,93
194,motoristas,automovilistas,97
10604,shopping,compras,26
13909,bem,bueno,8
8154,prateleira,estante,43
13034,holanda,países bajos,20
11580,vencedor,víctor,32
13330,cogumelo,champiñón,17
11911,nuvem,nube,27
6710,grávida,embarazada,67
5682,mamilo,pezón,68
6274,wac.,wáter,70
3910,na estrada,borde del camino,84
5934,plausível,plausible,68
13826,estive,estado,5
9613,nj.,nueva jersey,48
12983,billy,porra,19
2760,babador,babero,88
14298,fornecedores,vendedores,66
8048,deco,decoración,59
9573,lula,calamar,40
295,crux,quid,100
13113,praia,playa,18
10215,hale,sano,42
6444,zelador,vigilante,67
5049,tufos,mechones,75
6,tropeçar,tropezón,57
4760,chaleira,pava,78
13251,sino,campana,17
1565,missourians.,misioneros,88
9998,madden,enloquecer,44
2934,retaliar,tomar represalias,46
7523,d d.,g dif,62
3621,lençóis freáticos,aguas subterráneas,85
1417,roupa íntima,ropa interior,95
1554,gostar,gose,95
12231,romances.,novelas,15
9960,obtivermos,obtener,22
151,cordialidade,calor,100
6445,heron.,garza,69
13465,mão,mano,12
1816,iogurte,yogur,94
13008,senha,clave,20
13454,piada,broma,13
10487,composição,composición,30
5259,implacável,implacable.despiadado,76
9189,fuller.,batán,51
394,latham,latería,100
1432,nav.,navegante,95
12891,quebrou,en bancarrota,22
3700,derramamento de sangue,matanza,85
6899,neptunian.,neptúnico,65
9307,estreou,debutado,20
12834,na maioria das vezes,principalmente,22
11816,contrafacção,falsificación,29
10468,suposição,suposición,36
10081,caverna,cueva,39
2018,parcela,paquete o empaquetar,85
3797,beija flor,colibrí,83
9398,lyn.,lino,49
13323,grã-bretanha,bretaña,17
13003,manteve,conservó,20
14490,virado,transformado,10
1087,cernelha,cruz de caballo,83
5083,bolo de queijo,tarta de queso,77
4968,rouxinol,ruiseñor,78
2507,emulsão,emulsión,90
4848,bordeaux.,burdeos,79
12843,frigideira,sartén,22
3482,ampliado,engrandecido,51
8939,davenport.,escritorio pequeño,52
9541,não faz,no tiene,48
12008,consequência,llevando,12
7983,schilling.,chelín austríaco,59
1857,vestuário,vestir,94
10227,coelho,conejito,42
2121,profanação,profanación,88
4931,alegremente,felizmente,78
5435,regt.,regimiento,75
9798,guarda-florestal,guardabosque,19
11002,golpe,soplar,31
8668,mente,dispuesto,11
11188,vazio,vacío,35
8834,grizzly.,oso pardo,46
10983,jogado,arrojado,38
9271,capacete,casco,43
7424,sabedoria,sabiduría,62
12584,pai,padre,23
6754,mais curto,lo más corto,66
6965,ejaculação,eyaculación,62
8412,gravitação,gravitación,47
3022,arras.,tapiz,88
14336,padrões,estándares,12
4252,sanguessuga,sanguijuela,81
11215,baseman,basazador,36
5241,dissipação,disipación,19
13891,fazer,hacer,5
13832,tive,tenía,7
7615,sorri,sonrisas,30
12489,quarta-feira,miércoles,26
9195,embarcações,buques,39
445,pebles.,péula,100
12869,fl.,florida,22
50,acoladas.,consolados,88
2224,kaif.,encanto,91
3112,dândi,dandy,86
1480,bipartidário,de dos partidos políticos,95
10723,demonstração,demostración,20
5545,scooper,gubia,75
3416,lambreta,scooter,83
11866,ocupação,ocupación,28
1548,quarwave,onda corta,95
6887,fã-clube,fandom,66
3692,transcrição,transcripción,53
14384,liderar,dirigir,8
8899,ensinou,enseñado,52
239,sem opposição,sin oposición,100
251,caindo,tambaleante,71
6195,poodle,caniche,69
10200,graffiti.,pintada,43
2306,vassoura,escoba,89
11967,ie.,es decir,30
13006,atraiu,dibujó,20
8237,columbine,aguileña,57
13198,aceitável,aceptable,6
2451,sorriu,se rió,39
12459,andador,caminante,26
7116,fracasso,busto,50
5924,mais quente,más caliente,72
6983,refrigerante,soda,65
6018,encarnação,encarnación,49
7740,karatê,kárate,58
12750,pau,polla,23
7998,butch.,marimacho,59
9922,sra,señora,12
397,snowshoe,raqueta de nieve,98
7488,submissões,presentaciones,45
14404,análise,revisar,8
681,bode.,presagiar,90
14429,preço,carillo,20
8785,migração,migración,45
13325,garantir,asegurar,15
11720,descoberta,descubrimiento,28
2460,barraca,choza,88
1649,cheddar.,queso cheddar,94
12948,lixo,chatarra,21
4461,chopper.,helicóptero,77
6108,draper.,pañero,71
11933,companhias aéreas.,aerolíneas,27
14140,provável,probable,5
2557,hecht.,hechizo,90
1668,fudzo,emborracharse,94
10129,percebi,dio cuenta,25
576,outfitters.,excursiones,97
273,rem.,movimiento rápido del ojo,99
2312,batendo,golpeteo,33
12739,ouvir,escuchar,19
8474,visando,puntería,23
8699,rateio,prorrateo,54
5309,sprinter.,velocista,59
7303,flexível,flexible,54
10466,esticar,tramo,32
11701,barão,barón,31
6293,scarborough.,espantajo,70
7518,crossover,transversal,59
9250,crânio,cráneo,48
10300,fed.,alimentados,42
11919,ast,astucia,31
1826,grinch,brutín,94
884,boa sorte vá com deus,buena suerte,97
590,goalies.,porteros,48
708,dun.,pardo,80
5640,het.,hetero,74
10592,presunto,jamón,39
13538,conformidade,cumplimiento,14
5346,chromium.,cromo,76
7206,estímilos,cuartos de final,63
3070,conotações.,connotaciones,62
9540,shortstop.,campaña corta,47
13029,exclusivo,único,20
11102,ontem,ayer,37
9116,oops.,ups,51
5597,booby.,bobo,65
14061,colocar,poner,9
4839,hee.,jii,79
4012,estragando,ametrallamiento,73
9284,mal sucedido,fracasado,44
4765,rum,ron,79
1044,pouco saudável,insalubre,96
10991,hart.,ciervo,38
7241,dunk.,remojar,59
7218,punho,puño,53
7145,viewpoints.,puntos de vista,40
4329,persistente,tenaz,78
1581,adereços,accesorios,61
1083,rédeas,riñones,73
11686,nova iorque,nueva york,32
12705,ninguém,nadie,23
12054,fantoches.,títeres,25
8554,aguardente,acosar,55
3776,saindo,exitoso,18
14398,data,fecha,7
10806,vinculado,ligado,31
9697,ufo.,ovni,45
11854,em progresso,en curso,31
11014,suponha que,suponer,21
8555,quincy.,cincha,55
13007,reação,reacción,19
7863,salsicha,embutido,55
9062,garrafa,botella,40
14396,reivindicações,reclamos,10
1929,bile.,bilis,93
5291,scouse,de liverpool,76
11407,batido,vencido,35
11025,cauda,cola,30
1395,coulee.,corriente de lava,94
3128,máscara,mh,88
3205,hap,tener suerte,87
8124,maconha,marijuana,58
1199,ensopado,guiso,88
5512,puxa,tirar,19
2379,prossiga,seguir,84
5778,danadinho,travieso,73
10575,xingar,jurar,38
5173,lazer,ocio,75
6198,flagship.,buque insignia,70
9364,pernoite,durante la noche,49
6854,varíola,viruela,66
1107,guardiões,guardabarros,43
10824,navalha,maquinilla de afeitar,38
9899,andarilho,vagabundo,34
2067,cay.,isla pequeña,91
630,lazer.,aburrir,99
2737,unesco.,de la unesco,89
12830,roda,rueda,18
8,geeks.,frikis,30
5625,mown,cojear,59
2660,richest.,más rico,90
12631,cinza,gris,24
13877,poderia,puede,5
7207,lepage.,lepágina,63
7468,posador,pos,44
2773,gotejamento,chorrito,84
7434,sotaque,acento,54
13313,garota,galón,17
3581,dias úteis,días laborables,64
5207,perseguindo,acosado,45
7729,bandidos,matones,53
7198,recuo,retroceso,62
5566,recatado,tímido,75
12004,níveis,niveles,12
2407,germinação,germinación,89
14233,obrigatório,requerido,7
5225,missy.,señorita,76
7413,spangled,adornado con lentejuelas,62
2597,leitores de leitores,número de lectores,90
4809,smokey,ahumado,79
10871,terrível,terrible,34
4636,mallard.,pato real,79
8484,dexter.,diestro,54
14284,embora,a pesar de,6
3750,anágua,enaguas,78
822,intransponível,insuperable,98
5492,cachimbo de água,narguile,74
4693,cartunista,dibujante,68
1100,zumbir,tararear,93
8214,convulsão,embargo,54
2764,rodagem,zona de las calmas ecuatoriales,89
14214,precisa,necesidades,6
4894,mergulhador,buzo,64
2656,midtown.,centro de la ciudad,90
9,refeito,rehaga,100
14227,retornar,devolver,10
3608,linguado,platija,82
417,bacharelado,bachillerato,100
11321,trek.,emigrar,35
5091,trópicos,zona tropical,10
12299,terrenos,jardines,12
10653,apanhador,receptor,37
1966,clough.,currícula,93
1231,torchbearers.,corcha,84
4516,desajustes,inadaptados,79
5430,muffin.,mollete,74
6503,xixi,orinar,48
11295,suprimentos,suministros,19
7661,ling.,abadejo,61
13399,quente,caliente,16
12150,sem fé,desleal,29
14333,vendendo,venta,23
7599,forro,transatlántico,58
10228,confortável,cómodo,31
11375,enfrentar,entrada,26
5303,wiking.,de pena,76
9451,chandler.,velero,49
12415,alvorecer,amanecer,26
13990,pc,ordenador personal,37
1447,banheiros,baños,42
3145,drruze.,druso,88
12531,malo.,macho,25
14039,no entanto,sin embargo,6
6260,com defeito,defectuoso,70
