ID,PORTUGAIS,CHINESE,INTERVAL
11276,cobra,蛇,31
13578,passado,过去的,12
6846,ik.,我知道,67
13704,dirigir,驾驶,10
12104,arábia,阿拉伯,27
6357,farley.,法利,70
6455,staphylococcus.,葡萄球菌,69
1029,scud.,sc,91
7322,flora,植物群,63
7613,honorário,名誉,62
8872,super estrela,超级明星,53
12039,criminoso,刑事,25
11991,manchando,玷污,24
14261,liberar,发布,8
5553,burundi,布隆迪,75
4006,populista,民粹主义者,74
2153,descontrolado,不受控制的,82
10441,gabriel.,加布里埃尔,41
3142,psicoativo,精神活性,88
14212,cobranças,指控,14
1490,hao.,郝,95
8459,tesouraria,财政部,55
2212,abreviado,简略,87
9491,belgrado,贝尔格莱德,48
7625,nuggets.,掘金队,55
7730,interceptor,拦截器,56
7419,conquistas,成就,31
7836,falhas,失败,21
8728,volkswagen.,大众,54
6971,bulger,bul,66
3162,linkage.,连锁,83
10482,mccoy.,麦考尤,40
6938,beco,胡同,64
10933,fumaça,抽烟,25
38,equine,equ,98
2030,promulgação,颁布,28
9714,cerimônias,仪式,21
2759,pageant.,盛会,86
2796,hayward,海沃德,87
3208,energético,精力充沛,83
20,laje,板条,88
8155,soldagem,焊接,54
87,branqueamento,漂,39
9361,iaque,牦牛,49
3843,oliva,奥利瓦,85
6484,instalar,安装,22
10685,pornô,a片,39
5724,malabarismo,戏法,72
7892,aliado,盟友,18
11382,livrar,摆脱,34
11442,idêntico,完全相同的,21
11009,rotação,回转,26
11296,quinze,十五,35
101,hindustão,印度斯坦,100
10183,inseguro,不确定,43
3427,tressel.,枝,87
3686,fabricação,制造,40
426,campanário,尖顶,100
13257,com cuidado,小心,7
4355,logicamente,逻辑上,25
12921,quebrado,破碎的,19
1770,layne.,莱恩,94
3098,rodeio,牛仔竞技,88
2626,bushranger.,森林堡,90
1909,ansiosamente,急切地说,93
6068,insiste,坚持,27
10592,presunto,火腿,38
12086,surrey.,萨里,28
14034,custos,费用,19
14169,registro,记录,7
1022,resgatadores,救援人员,97
12362,packers.,包装商,24
8038,fósforo,磷,59
151,cordialidade,温暖,100
2743,dogma,教条,88
13233,semi,半,16
11380,vertical,垂直的,30
6130,sobrinho,侄子,68
384,puri.,纯紫里,100
14128,marchar,行进,5
1336,latente,潜,96
9733,lunar,农历,46
5058,perdida,丧失,61
11562,menor.,最低,32
7076,latido,吠,58
2185,submerso,湮,88
7585,rinoceronte,犀牛,62
2781,aplausos,掌声,89
2924,mcg.,麦格,89
5121,dietilamida,二乙胺,77
13861,ele,他,6
2613,ambição,志向,74
6243,nomenclatura,命名法,70
1591,decorrido,过去,92
2579,lacaio,走狗,89
13032,exatamente,确切地,18
9382,bateria,鼓,29
12969,atraso,延迟,7
10055,pontiac.,庞蒂亚克,44
3168,recursivo,递归,81
9896,lema,座右铭,42
1264,sonhadores,梦幻般的,96
1807,dunne.,邓恩,94
11186,suíço,瑞士人,36
10785,senso comum,致远的,38
11776,ronald.,罗纳德,30
8718,chapéus,帽子,26
2175,indefinido,不明确的,91
3347,gillian,吉拉亚,87
12273,terça,周二,25
10506,essa noite,今晚,40
4877,vaga-lume,萤火虫,78
4143,tora.,托拉,82
11320,degraus,脚步,16
6741,escadaria,楼梯,63
8811,fígado,肝,53
13976,sem,没有,5
1524,snoopy,史努比,95
721,revisionismo,修正主义,98
13718,rio,河,11
13714,campeões,冠军,9
14380,visualizar,看法,6
14445,testes,测试,5
3681,vertigem,眩晕,85
10764,verde.,佛得角,38
12143,pássaro,鸟,24
10654,rap.,说出,34
4942,de bom grado,乐意,78
675,curiosamente,奇怪地,94
1534,epifania,epiphany.,94
3939,biosfera,生物圈,84
14096,imposto,税,24
680,arqueólogo,考古学家,89
5414,flutuabilidade,浮力,76
3213,enchimento,填料,82
5336,loma.,洛马,76
6259,jurado,宣扬,71
12881,solar,太阳的,20
1621,poliestireno,聚苯乙烯,94
4939,canônico,典范,38
7043,próspero,富裕,65
10981,concentração,浓度,25
254,permutações.,置换,84
14427,resposta,回复,11
11696,uau,哇,31
1401,margarita,玛格丽塔,95
6388,lavagem,洗,43
12711,ônibus,公共汽车,20
13454,piada,玩笑,12
11463,arsenal.,兵工厂,30
11042,marlin.,马林,30
13816,isso é,它是,5
13506,correspondência,邮件,13
8204,cecil.,塞西尔,58
7003,gigabit,千兆,66
6582,funil,料斗,65
13640,fracassado,失败的,10
12468,morris.,莫里斯,24
8483,bloco,集团,55
14256,chamadas,呼叫,8
10332,florença,佛罗伦萨,42
5464,reator.,反应堆,70
9567,me dê,金米,48
12232,panamá,巴拿马,26
3597,primate,灵长类动物,77
11835,bronzeado,晒黑,29
13150,de qualquer forma,反正,16
12363,corretamente,正确,25
7170,beracat.,熊,54
10929,atracar,泊位,35
13834,acima,向上,6
3341,butadiene,丁二烯,87
10247,medido,测量,18
4221,ajudante,副官,81
3776,saindo,退出,16
8547,furioso,狂怒,55
4315,seiva,树液,79
1519,violinista,fiddler.,94
13646,charles.,查尔斯,12
5141,roche.,罗氏,77
5979,ambicioso,抱负,71
7157,cortina,窗帘,61
7326,redefinir,重置,60
4532,comemorando,纪念,29
14346,comercial,商业的,9
11954,escravidão,奴隶制,29
9412,vaticano,教廷,49
10423,colisão,碰撞,39
5181,implantar,注入,70
13103,biográfico,传记,17
13857,depois,后,5
6393,reservas,保留,12
5445,galáctico,银河系,75
8529,slater,斯莱特,55
5386,turvar,浑,73
6125,sem mente,mind,71
9246,órbitas,轨道,14
11667,galo,公鸡,30
13179,ofensa,罪行,10
9242,armistício,停战,50
9215,pooh.,呸,50
8141,recondição,recon,58
14174,gerente,经理,9
12725,voou,fle,22
4573,ribossoma.,核糖体,71
5646,fundamentalista,原教旨主义者,67
13363,líbano,黎巴嫩,15
10369,álgebra,代数,39
7527,repositório,存储库,62
4267,storey.,层,72
4563,cortador,割草机,75
2089,não envolvido,未经讨论,92
8097,viridian,凡里安,59
9578,loteria,彩票,47
993,eclético,折衷,97
44,flashbacks.,闪回,83
13047,filipinas,菲律宾,14
9830,corvo,乌鸦,41
14105,executivo,管理人员,18
1739,luz das estrelas,星光,92
11339,brevidade,简洁,34
4971,bulimia,贪食症,78
6538,arrogante,傲慢的,60
11172,cavalgando,骑术,23
10399,alce,驼鹿,41
7040,audiências.,观众,29
1456,desamparado,无助,91
2788,rembrandt.,伦勃朗,89
8394,analistas.,分析师,46
6417,penhor,留置权,69
4474,sonolento,困,81
3577,presa,猎物,83
14109,john,约翰,8
12422,engraçado,有趣的,25
6035,garganta,喉,62
9436,copenhague,哥本哈根,49
14307,alemão,德语,10
13972,arquivo,文件,6
5260,imperfeições,瑕疵,47
12599,golfe,高尔夫球,23
10913,rã,青蛙,33
2173,dehydratase.,脱水酶,92
13322,ei,嘿,15
1422,transcendental,超恒流,70
3462,aerossol,气雾剂,82
11905,júpiter,木星,29
6043,taoísmo,道教,72
12745,fotografia,照片,11
8197,ausente,缺席的,57
5973,mater,母娘,72
12920,quebec.,魁北克,19
10786,mordomo,巴特勒,38
9028,não publicado,未发表的,52
5152,sofrido,under,77
10006,asno,驴,44
7376,assessores,评估员,62
5299,má conduta,不当行为,76
2014,tentador,诱人,66
8491,mahatma.,马哈拉雄,56
10945,macaco,猿,36
12688,soletrado,拼写,12
8790,sésamo,芝麻,54
6907,gosma,粘性物,66
10583,seul,汉城,40
8672,rom,只读存储器,53
1322,congregação,会众,76
5782,rufus.,鲁弗斯,73
1152,goldie,戈德,95
13281,primário,基本的,15
10741,coletado,聚集,24
12927,recebendo,接收,6
3189,kona.,科纳,88
13199,inconveniência,不便,16
11772,brasileiro,巴西人,30
5394,ilógico,不合逻辑,74
7248,elegibilidade,合格,31
8700,merragem,merrimack.,54
833,humilde,卑微,98
11593,cristandade,基督教,12
10340,dedão,拇指,40
4182,brahms.,勃拉姆斯,79
4041,gauss.,高斯,83
7647,adventista,冒险者,58
8636,wolverine,狼獾,32
7803,bombeiros,消防员,45
3500,soberano,霸王,84
6986,preso,被囚禁,46
13580,formal,正式的,12
9310,sediado,总部,16
7196,arcebispo,大主教,62
508,mutantes.,突变体,56
12738,corrida,集会,18
7281,voltagem,电压,62
1220,crumpler.,压扣,97
13209,júnior,初级,16
10569,munique,慕尼黑,40
8955,clint,克林特,52
4317,clubhouse,俱乐部,81
11075,idaho.,爱达荷州,37
6623,abóbora,壁球,65
7820,lembrete,提醒,16
12591,exercício,锻炼,20
6078,planilha,电子表格,70
2,pretzel,椒盐卷饼,93
6732,cólon,冒号,42
10637,nicarágua,尼加拉瓜,39
14379,lado,边,10
3779,keats.,凯西斯,83
3329,miocárdio,心肌,87
10148,chimpanzé,黑猩猩,42
6999,chesterfield,切斯特菲尔德,66
8861,tiffany.,蒂芙尼,53
13360,tigres,老虎,12
6919,raptor.,猛禽,47
6297,tablóide,小报,65
6003,salgueiro,柳,69
10305,êxodo,出漏,42
8953,tecelão,韦弗,51
3641,caderno,笔记本,81
3054,keynote.,基调,88
2376,verificar,探明,80
10650,asterion,星空,39
11331,insígnia,徽章,34
9290,alimentação,喂养,40
5901,não intencional,无意,64
7658,mailer.,邮箱,62
6634,sem ganho,无胜,68
12543,contrato,合同,20
8168,aquecido,加热,19
11559,clare.,克拉克,15
11239,prosa,散文,35
5173,lazer,闲暇,75
3400,músculos.,肌肉,36
10788,bangkok,曼谷,38
4454,evaporação,蒸发,65
8414,incrivelmente,令人难以置信的,39
10884,solo,土壤,37
10240,franco,弗朗科,42
3555,muscat.,马斯喀特,86
1285,induzir,诱发,51
14017,operativo,操作,6
13213,massachusetts.,马萨诸塞州,16
11329,décimo sétimo,第十七,35
12862,selvagem,荒野,20
13060,resfriado,寒冷的,18
11810,nigéria,尼日利亚,30
9136,paradoxo,悖论,47
9070,orangotango.,猩猩,51
412,beretta.,贝特塔,100
12962,localização,地点,9
8687,sinistro,严峻,54
6240,gps,全球定位系统,14
2053,espirrar,喷嚏,85
14067,casa,房子,10
7722,suástica,卍,61
6367,sífilis,梅毒,70
4761,hélice,螺旋,79
10133,fraude,欺诈罪,43
2413,tendão,肌腱,88
10035,pouco,轻微,44
10249,epsilon.,埃斯利昂,42
4626,newt.,纽特,80
7252,roupa,全套服装,55
3804,aspirina,阿司匹林,85
260,smiler.,笑笑,97
8277,dental,牙科,57
11928,extraordinário,非凡的,29
2166,caracteres,char,82
7502,salisbury,索尔兹伯里,62
7127,weys.,韦伊斯,64
1885,sueco,瑞典人,81
12731,perfeito,完美的,21
11479,legislatura,立法机关,29
1703,bungee.,蹦极,94
4209,sintetase.,合成酶,82
13136,sexo,性别,17
4580,cabeceira da praia,滩头,79
7669,simpatia,同情,57
5638,saguão,休息室,71
13217,nem,两者都不,16
5906,ciclope,cyclops.,73
1471,gilgamesh.,吉尔加什,95
10395,submarino,潜艇,39
10683,ouriço,刺猬,39
2618,discutir,大惊小怪,86
10955,desativado,停用,34
1092,quill.,鹅毛笔,94
3122,espartilho,紧身胸衣,73
10086,canguru,袋鼠,41
9477,clinch.,成交,23
12058,trivialidade.,琐事,28
880,halogeneto,卤化物,95
1678,battuta.,巴达塔,94
12564,teatro,剧院,22
3452,desobediência,不服从,83
4193,strikeout.,三振出局,40
601,sina,新浪,99
7017,norse,诺尔斯,65
13856,apenas,仅有的,6
9621,conselheiro,议员,45
4426,burocracia,官僚,80
12319,jarro,投手,20
13455,federal,联邦,12
9795,sargento,军士,45
7485,deeper,更深,62
7545,aquário,水瓶座,62
8316,congeladas,冻结,57
117,fluke.,吸虫,98
4578,peggy.,佩吉,81
1386,anamórfico,an,96
3690,assustador,令人生畏,85
11848,aprovação,赞同,18
9761,canterbury,坎特伯雷,46
7266,roanoke.,罗阿诺克,64
10251,nm.,纳米,42
2911,inductees.,托管人,85
12937,suficiente,充足的,15
5821,preparação,准备,71
3773,versátil,多才多艺的,77
265,sanidade,理智,100
7795,etilo,乙酸,61
4586,vitória fácil,走路,79
708,dun.,逼债,80
2433,turfa,泥炭,91
6816,glendale.,格伦泰,67
12811,nasa.,美国宇航局,21
7383,steak,牛扒,62
8525,cheshire,柴郡,55
6502,a sobrecarga,高架,69
9790,worcestershire,伍斯特郡,46
12765,portugal,葡萄牙,21
3982,nublado,多云的,73
6627,cáucaso,高加索,68
11282,aproximadamente,大致,35
2156,vazando,泄漏,40
4482,tait.,扦插,81
2419,plantações,种植园,69
13739,super,极好的,12
13634,não registrado,未注册,12
7106,ferradura,马蹄铁,63
9788,café da manhã,早餐,45
4183,pâncreas.,胰腺,83
3161,tourer.,旅游者,87
12911,museu,博物馆,19
224,stepney.,干酪,100
11058,hugh.,休,37
285,malcheiroso,臭,99
5079,lear.,李尔,77
9926,alpino,高寒,45
3846,licenciante,许可方,85
3608,linguado,比目鱼,83
6473,redneck,雷尼克,67
464,empunhando,挥舞,85
10016,mortal,凡人,35
957,plaquetária,血小板,92
5793,capital próprio,公平,72
5886,distingue,辨别,28
12964,omissões,遗漏,19
8213,ilusão,错觉,55
7297,malaya.,马来亚,63
9262,wrestler.,摔跤手,43
10189,legislação,立法,24
3928,istmo,地峡,84
10455,pepsi,百事可乐,41
6308,camarão,虾,70
3885,acne,粉刺,84
494,período noturno,夜间,99
8322,chow.,撒,56
7408,antisemitismo.,反犹太主义,58
13110,eric.,埃里克,17
11199,desviar,躲闪,34
7223,conector,连接器,61
11860,warren,沃伦,29
4246,misturadores,摇动者,73
1479,cagayan.,卡加坦,95
460,viciante,令人上瘾,23
2633,booster.,助推器,77
12337,contexto,环境,9
7593,porão,地下室,61
870,imprudente,失策,94
10010,odyssey.,奥德赛,44
5663,terminus,终点,74
4881,boate,夜店,72
8324,conduto,导管,56
6584,blackcap.,黑色图,69
641,bitmap.,位图,99
10839,deta,黛联,38
2717,duramente,har,89
9298,cliente,客户,40
13525,visível,可见的,13
3655,execuções,重新训练,77
9078,destino,目的地,38
13414,brigando,斗争,6
1166,transexualismo,经塞思思主义,88
2351,olmo,榆树,84
5070,miskin.,伯克金,78
11880,berger.,伯格,29
13818,não,不是,5
14072,ordem,命令,9
5495,farós,ph,75
12228,jesse.,杰西,26
13181,pertence,属于,12
14042,anunciado,宣布,12
11927,semper.,萨默,29
11068,ovo,蛋,33
1754,mnemônico,助药版,90
12676,tentativas,审判,19
10101,vestido,穿着,26
10666,stalin.,斯大林,38
1387,intra,内部,96
10662,constantemente,不断地,39
12450,pato,鸭,20
9020,lente,镜片,52
8742,demolido,拆毁,50
821,ardente,热心,96
2830,tentações.,诱惑,64
13663,louis,路易斯,12
446,sem caracteristicamente,一部经态的,88
1769,reclassificado,重新分类,88
2348,não deveria,不宜,91
13109,natureza,自然,12
3750,anágua,衬裙,78
11904,décimo segundo,第十二,29
2304,noll.,诺尔,91
572,reptiliano,爬行动物,99
463,falsidades,虚假性,83
14125,metade,一半,10
8798,testemunho,见证,48
3635,desclassificado,解密,85
2977,metrópole,都会,88
277,sedans,轿车,49
4044,calcutá,加尔各答,83
9421,crocodilo,鳄鱼,46
2631,nariz de garrafa,瓶颈,90
11864,gíria,俚语,29
10735,profanidade,亵渎,28
5288,macarrão,通心粉,76
13827,seria,会,5
8913,grampo,夹子,38
329,imaterial,无关紧要,100
14203,em processamento,加工,10
515,pavimento,路面,92
9755,karen.,凯伦,46
10893,armênia,亚美尼亚,38
6087,disposição,愿意,72
11976,soapbox.,皂盒,28
10847,angola,安哥拉,38
9251,lata,锡,49
216,caseiro,自制,100
10572,raiva,愤怒,37
8298,advento,来临,57
8456,bonitinho,可爱的,50
10721,cadeira,椅子,34
7854,riverfront,河滨,60
7201,elijah.,以利亚,64
13259,índice,指数,15
4605,colar,项链,78
3451,trevo,三叶草,66
13352,comitê.,委员会,14
14102,oficial,官方的,9
4224,helenística,希腊主义,82
11445,para todo sempre,永远,33
11350,parceria,合伙,32
4674,concerto,协奏曲,78
14360,janeiro,一月,5
8653,adaptação,适应,32
8430,pollock.,洛克克洛克,56
11819,relegado,降级,25
10524,cubo,立方体,38
11986,danny.,丹尼,28
7469,expo.,博览会,43
12955,judaico,犹太人,19
14259,administração,行政,6
5823,retardar,减速,38
6373,chloe.,克罗伊,70
12076,câncer,癌症,28
12212,colin.,科林,27
10296,webster.,韦伯斯特,42
11620,ruth,露丝,32
7849,feudalismo,封建,53
7186,gravação,雕刻,44
5454,adolescente,青少年,33
8673,estoniano,爱沙尼亚人,51
11006,ídolo,偶像,36
10582,napoleão,拿破仑,36
9823,petróleo,石油,46
10733,vizinhança,邻里,33
8750,turbo.,涡轮,53
12127,medo,恐惧,22
8317,exxon.,埃克森,57
11133,dezesseis,十六,36
8039,ensolarado,晴朗,41
13308,colorado,科罗拉多州,15
7660,cintura,腰部,55
10566,taipei,台北,40
3143,mononucleose.,单核细胞多疾,88
13435,à frente,先,14
14027,planos,计划,11
1741,patrocínio,惠顾,94
5010,chun.,春,78
1254,desavergonhado,不要脸,96
3927,rolando.,罗兰托,84
3206,suspense,悬念,31
5916,vão,徒劳的,73
13571,vários,各种各样的,12
8974,democrata,民主党人,15
7027,milty.,mil,65
8608,shia.,什,55
14315,direitos,权利,7
22,batom,口红,100
6056,gunfire,炮火,72
2359,mais engraçado,最有趣的,91
14226,livre,自由的,5
9479,protótipo,原型,38
4312,farinha de trigo,面粉,82
14009,desempenho,表现,10
5971,até a próxima,告别,71
10209,aposta,赌注,36
3665,ligase.,扎酶,76
6436,diga,refire.,69
7155,logístico,后勤,37
5691,testosterona.,睾酮,74
3675,tocando,窃听,48
11226,fixação,定影,9
7403,tolet,紫色,62
13520,numerosos,很多的,12
11449,gareth.,gar,33
643,jirga.,吉尔加,99
11680,salem.,塞勒姆,31
2855,descuidado,粗心,85
11867,medicina,药物,29
13606,richard.,理查德,12
2104,sinfônico,交响曲,92
239,sem opposição,未蓄布,100
3170,tirania,暴政,82
1916,manifolds.,歧管,66
5538,celestial,天体,75
10008,meridiano,子午线,44
10461,soum.,苏姆,41
213,proletariado,无产阶级,100
11501,chipre,塞浦路斯,33
2983,kensington,肯辛顿,88
10670,banco,长椅,37
3881,conceptual,概念性,75
4808,acre,英亩,48
3118,rigs.,钻机,54
6117,colosso,巨人,71
7957,chunky.,矮胖,60
4318,psiquiátrico,精神病学,82
6632,marselha,马赛,60
3040,capricho,任性,84
10331,pantera,豹,25
4841,pyro,烙黑,79
7539,saltaft.,塔夫,62
29,melancólico,忧郁,100
11444,coulthard.,库特纳德,33
1636,snell.,斯内尔,94
2878,maloqueiro,博根,88
10561,piano,钢琴,40
1098,sirenes.,警笛,72
3171,aleijado,瘫痪,74
12804,olho,眼睛,15
5293,demi.,黛米,76
2060,aspen,阿斯彭,92
14069,lei,法律,8
14216,usos,用途,5
12256,thompson.,汤普森,26
10701,brilhante,闪亮的,39
2932,para fora,向外,84
8898,botons.,纽扣,7
13771,quase,几乎,11
326,enéias,埃涅阿斯,100
3293,tribesmen.,嫁给,87
5819,preservando,保存,28
10888,atingiu o pico,达到顶峰,14
13396,corpo,身体,13
9676,britannica,不列颠哥伦比奈里,47
10956,índias,印度人,24
1600,dínamos,发电机,54
4896,empreiteiros,承包商,62
10475,presumivelmente,想必,29
11595,ussr.,苏联,32
6612,trator,拖拉机,64
6333,quociente,商,69
3077,tipografia,排版,88
4933,grade,炙烤,62
11758,aquecimento,变暖,23
12470,punt.,平底船,21
10816,hemisfério,半球,38
9847,versículo,诗,38
9247,jenny.,珍妮,48
4518,paradigma,范例,79
11993,inválido,无效的,27
1482,mais setentrional,最北端,95
4316,desajeitado,笨拙,80
10046,balderdash.,梦呓,44
8210,graf.,格拉夫,58
9372,em primeiro lugar,第一,49
5709,falácia,谬论,63
14232,homem,男人,8
5205,medley.,梅利,73
12701,alegre,高兴的,22
8770,plugue,插头,48
11983,cidadãos,公民,24
14458,pensamento,想法,11
4733,mais legal,最酷的,79
11481,sussex.,苏塞克斯,33
196,whitworth,惠特沃思,100
8839,não vai,惯于,53
1068,intoxicado,酣,76
7949,rand,兰特,59
13330,cogumelo,蘑菇,15
93,microprocessadores,微处理器,75
11295,suprimentos,补给品,18
4622,canibalismo,同类,64
5686,lowry,洛瑞,73
8613,hearsay.,传闻,55
12529,havaí,夏威夷,23
8980,oitenta,八十,49
13814,vai,将要,5
13514,milhas,里程,12
9701,conclusões,结论,24
5629,shiite.,什叶派,75
8450,autobiografia,自传,55
11064,shawn.,肖恩,37
1302,queimadura de sol,晒斑,94
11733,hasn,哈姆,31
9403,descrição,去世,49
13830,também,还,5
2765,smyrna,斯文,89
7627,impressora,打印机,56
13690,dinheiro,钱,12
8086,jurássico,侏罗纪,59
66,identificar,查明,94
8471,apostador,pun,46
5753,dispensado,放弃,68
1391,bando.,班托,96
9741,carlo,嘉洛,46
7824,utopia,乌托邦,61
13601,divisões,划分,7
12275,assassinato,谋杀,20
5600,para mais,免得,60
12415,alvorecer,黎明,24
7235,cortez.,柯特兹,64
9313,boxer,拳击手,48
8524,cronologia,年表,39
2562,byelorussian,拜罗士斯,90
3724,arend,ar,85
3097,desaprovação,不赞成,75
4956,cavalos de potência,马力,78
11542,marrocos,摩洛哥,32
3190,expedições,远征,33
6107,minhoca,蚯蚓,71
11974,significativamente,显着地,28
1810,de longa data,长寿,94
10966,gettysburg.,葛底斯堡,38
5857,bolsa,钱包,64
10097,escolta,护送,36
14150,capaz,有能力的,6
13799,que,那,5
14398,data,日期,6
6941,abba.,阿巴,40
7034,solvente,溶剂,58
7075,legitimidade,合法性,65
9337,jaguar,捷豹,34
2286,rotor,转子,90
14231,texto,文本,6
792,eletrólito,电解质,95
6295,sui.,隋,70
3428,popsice.,棒冰,87
9507,duvidoso,可疑,48
4451,mangue,红树,81
9652,antecipado,预期,38
5276,olhe,当心,76
7770,arrependimento,后悔,22
7062,hazen,斑点,65
1299,anotado,注释,83
10346,estufa,温室,41
6466,forno,烤箱,63
8203,groenlândia,格陵兰,58
7009,rajá,raja.,65
4695,wacker.,瓦克,80
11313,adolf.,ad,35
12615,vice,副,23
2697,apátrida,无国籍方式,83
6182,espinafre,菠菜,71
509,sem data,未定的,99
9068,handebol,手球,50
10949,agitação,动荡,38
13398,morta,死的,14
41,palavreado,啰嗦,100
10119,super homen,超人,43
7528,glossário,词汇表,62
13456,indesejado,不必要的,14
10165,cessou,停止,23
9254,ambulância,救护车,46
1199,ensopado,炖,88
12767,década,十年,18
4396,porcelana,洁具,70
10907,benedict.,本笃会,38
1569,varuna,瓦鲁纳,94
2455,estética,美学,49
8208,besouro,甲虫,56
13618,bater papo,聊天,12
10664,clã,氏族,36
4158,burley.,伯利,83
2873,durst.,杜斯特,89
8344,statewide,全州,57
9003,bravo,布拉沃,52
4220,forense,法医学,46
6603,éter,醚,63
13063,polônia,波兰,18
12378,honra,荣誉,19
3229,hiena,鬣狗,88
2941,flor,开花,76
3455,liza.,丽莎,87
8139,skid.,sk,55
13218,oceano,海洋,16
4731,bibliotecário,图书管理员,74
982,restabelecido,重新建立,83
422,longarina,纵向,97
13193,manual,手动的,16
11347,apelido,昵称,26
5085,conhaque,白兰地,77
5036,virgínia,弗吉尼亚人,71
13078,aeroporto,飞机场,17
14335,ótimo,伟大的,8
4407,embrionário,胚胎,81
9915,dover.,多佛,45
2539,mesozóico,中生代,91
11287,fita,磁带,27
11955,caçar,打猎,24
14396,reivindicações,主张,9
2481,repercussões,反响,88
7177,magnífico,壮丽的,62
11214,palontologia,古生物学,36
9441,desacordos,分歧,37
14123,resultado,结果,7
13494,consultas,疑问,12
5369,contra-ofensiva,反惯性,67
3560,parêntese,插入语,86
7842,kodak.,柯达,60
14436,múltiplo,多种的,6
5091,trópicos,热带,8
5731,gambá,负鼠,73
14117,faixa,范围,10
7630,extraterrestre,外星人,60
5419,meiose,十分病,76
7987,verbatim,逐字,59
8385,pólvora,火药,56
13075,crítico,危急,11
5064,sectário,宗派,75
11892,convenções,惯例,13
11422,xadrez,棋,34
1981,herbicida,除草剂,90
7278,destinatário,接受者,48
5410,brewster.,布鲁斯特,76
14492,futuros,期货,8
71,referencial,参考资料,99
7203,rosario,罗萨里奥,64
7136,produziu,屈服于,38
6233,birmanês,缅甸人,71
5748,cubismo,立体主义,74
13099,maior,最大,18
4735,pano,抹布,66
8284,reimplantado,重新部署,50
5397,alvoroço,ado.,76
7967,consciência,意识,56
2098,água preta,黑色的水,92
14192,acordado,同意,11
13004,responsável,负责任的,11
8465,crônica,慢性的,55
1054,teng.,滕,97
10292,avatar.,头像,42
14310,algo,某物,7
13572,estrutura,结构体,12
7267,limerick.,利默里克,63
3482,ampliado,放大,52
1799,lubrificante,润滑剂,82
7655,zen,禅,62
14423,apresentado,呈现,10
9010,reiniciar,重新开始,41
12963,johnny,约翰尼,19
14469,documento,文档,12
4521,peculiar,奇特,76
5238,catchpole.,钓鱼,77
12915,touchdowns.,达阵,9
4559,caker.,焦克,81
10577,cenas,镜头,39
5324,nana,娜娜,75
13422,joseph,约瑟夫,14
3263,possui,拥有,19
7594,vô,祖父,61
8006,fluxo de saída,外流,59
2698,limonene,柠檬烯,89
12784,elementos,元素,16
7499,área de trabalho,桌面,62
4927,millibars.,毫巴,75
1080,configurações.,配置,47
6535,fútil,枉费,60
6726,convocado,召唤,53
7709,hidráulico,液压,55
3279,lá no,在其中,87
10684,christie.,克里斯蒂,37
12227,aniversário,诞生,13
7500,yellowstone.,黄石,62
690,retrospectiva,后古,98
11999,casado,婚姻,27
4457,impressão digital,指纹,63
14286,quantia,数量,7
8972,armadilha,陷阱,34
7718,contradição,矛盾,34
6748,gênio,精灵,67
2795,amora,黑莓,89
7286,convicção,定罪,32
6126,festão,花环,70
7884,isabella.,伊莎贝拉,60
302,gundy.,甘迪,100
8031,cutler.,卡特勒,59
13925,enquanto,尽管,6
8251,horizonte,地平线,57
391,vida após a morte,来世,100
11887,vírus,病毒,29
7715,dinâmica,动力学,24
1105,polêmica,差动,80
8340,olympia.,奥林匹亚,57
13778,país de gales.,威尔士,11
4110,ateu,无神论者,65
14079,tornar-se,变得,7
11873,winnipeg.,温尼伯,29
10145,faraó,法老,41
13548,pensilvânia.,宾夕法尼亚州,13
11532,lacrosse,曲棍,32
10273,sucessor,接班人,40
8792,zeus,宙斯,54
12112,kuwait,科威特,27
3089,casper.,卡斯珀,88
13415,mateus,马修,14
14389,fazendo,正在做,5
1356,glenwood,格伦伍德,96
3757,robusto,强壮的,82
560,hímen,处女膜,99
275,ibérico,伊比利亚语,99
10179,malik.,马利克,43
300,redefinição,重新定义,97
11693,décimo quarto,第十四,31
6350,aloha.,阿罗哈,70
12249,capa,岬,26
10547,quartel,营房,39
6676,mula,骡子,60
13104,lado de dentro,里面,17
7438,giuseppe.,朱塞佩,62
8919,everest.,珠穆朗玛峰,52
2523,palmada,打屁股,82
10919,beijo,吻,34
1207,leninista,列宁主义者,96
6155,surfista,冲浪者,61
9328,linda,琳达,49
9705,parado,停滞不前,38
10530,coordenadas,坐标,21
9849,especiaria,香料,45
4000,superpotência,超级大国,74
13774,atrasado,晚了,11
13189,químico,化学,16
10215,hale,哈雷,42
10931,materiel,物料,38
6665,incursão,侵入,59
10628,ensino,教学,29
1761,ginny.,金妮,94
9353,cão do mar,seaeg.,49
6208,entropia,熵,71
777,perturbado,心烦意乱,98
670,holm.,霍尔姆,35
6322,esquizofrenia,精神分裂症,70
6565,risonho,笑脸,69
9986,bobo da bunda,吉斯特,43
5504,touradas,斗牛,75
2004,fontes.,字体,36
4786,triptofano,色氨酸,79
9804,inspeção,检查,37
3718,crime,重罪,81
11128,distribuído,分散式,20
1283,monótono,单调,95
8103,integrante,不可缺少的,23
4446,re-adicionar,重新添加,81
13792,de,的,5
13269,teoria,理论,13
9326,lituano,立陶宛语,49
8694,fletcher.,弗莱彻,54
7696,luto,丧,56
62,escavador,挖掘机,89
3924,thunderbird,雷鸟,84
12149,galeria,画廊,26
6278,horry.,霍莉,71
