ID,PORTUGAIS,ARABE,INTERVAL
11468,haste,عصا,32
10212,milton,ميلتون,42
11351,difundido,واسع الانتشار,34
7721,apocalipse,نهاية العالم,61
9292,pct.,معاهدة التعاون بشأن البراءات,50
7777,açores,جزر الأزور,61
11086,implicar,لمح,23
5047,reddy,ريددي,77
7459,ahoy.,أهوي,62
4975,diagnóstico,تشخبص,78
754,dissociativo,فصل,85
12733,correndo.,التسرع,12
5113,goddard.,جودارد,77
5290,urdu,الأردية,76
10794,santiago,سانتياغو,38
4491,histeria,هستيريا,81
995,wog.,ووج,97
7154,iminente,شيك,63
8001,parley,بانلي,58
11930,dale,دالي,29
10296,webster.,ويبستر,41
13898,empresas,شركات,9
8113,melee.,المشاجرة,57
12856,agência,وكالة,16
732,kumara.,كومارا,98
1703,bungee.,بنجي.,94
3727,ainda água,مياه راكدة,85
3100,kosher.,كوشير,88
9316,excluindo,ازالة,33
9880,orientação,إرشاد,45
8820,amino.,أمينو,53
1921,muco,مخاط,93
11397,inferido,استنتزع,30
8301,realista,حقيقي,50
6774,colombo.,كولومبو,67
6246,boro,البورون,70
4257,dilema,معضلة,80
13213,massachusetts.,ماساتشوستس,16
7621,sumô.,سومو,62
13802,com,مع,5
4742,envergonhado,خجلان,78
13126,italiano,الإيطالية,17
4215,arqueológico,الأثرية,31
6289,brilho,سطوع,35
11376,min,مين,32
11255,química,كيمياء,35
8674,monge,راهب,39
5029,esporão,حافز,33
7415,scrimmage.,مشاجرة,62
12534,considerada,تعتبر,6
5451,teoricamente,نظريا,54
813,malhado,العتابي,98
9432,gaélico,الغيلية,48
11161,folk,الشعبية,28
8608,shia.,الشيعة,54
4408,vértice,vertex.,81
10272,xangai,شنغهاي,42
5499,beaumont.,بومونت,75
14458,pensamento,معتقد,11
6565,risonho,مبتسم,68
1666,oboé,مضاهاة,93
10129,percebi,أدرك,23
3641,caderno,دفتر,81
6027,bolsas,أكياس,36
10970,misc,متفرقات,37
8385,pólvora,البارود,56
1596,assar,خبز,62
5010,chun.,تشون,77
11431,louisville.,لويسفيل,33
6840,pesado-pesado,وزن ثقيل,65
8931,infância,مرحلة الطفولة,52
4532,comemorando,الاحتفال,29
1776,bonk,بونك,92
1893,sermão,خطبة,86
6411,idem,ديتو,69
13894,esses,هؤلاء,7
3867,calouros,المبتدئون,84
3432,infarte,جلطه,85
932,satchel.,ساتشيل,97
13341,poeta,شاعر,15
288,microscopia,المجهر المجهري,100
10303,folha,ورقة الشجر,22
11185,leon.,ليون,28
9244,caroline.,كارولين,50
11851,crimes.,جرائم,15
12691,amigáveis,ودود,22
2316,axiomas.,البديهية,74
2655,pathan.,باثان,90
5697,metano,الميثان,73
8858,gongo,غونغ,53
766,ashkenazi.,اشكنازي,98
1166,transexualismo,المتحولين جنسيا,88
5325,torpedo,نسف,70
4363,honrado,تكريم,14
4492,errático,خاطئ,68
13579,coréia,كوريا,12
4475,scarface.,سكارفين,81
8801,níquel,النيكل,51
14220,semelhante,مشابه,11
15,jaguatirica,ocelot.,100
6424,hooper,هوبر,69
12740,fénix,فينيكس,21
3351,blob.,سائل لزج,84
5927,dor de cabeça,صداع الراس,67
8411,porto.,بورتو,56
10629,e aí,رشفة,39
7553,biomassa.,الكتلة الحيوية,62
10511,líquido,السائل,36
2963,trabalho em equipe,العمل بروح الفريق الواحد,88
4406,marginalia.,هامسيسيا,81
9727,boletim,نشرة,41
6896,admitidamente,من المسلم به,66
4950,etimologia,علم أصول الكلمات,66
12374,elétrico,كهربائي,17
14479,equipe,فريق,7
8075,esponja,إسفنج,58
975,incitar,يحرض,63
3919,clandestino,سرية.,82
5945,modena,مودينا,72
643,jirga.,جيرغا,99
5397,alvoroço,أدو,75
4913,sófocles,سوفوكليس,78
10540,okinawa.,أوكيناوا,40
12525,lawrence.,لورنس,24
9677,rhodes.,رودس,47
2453,salvador,المنقذ,88
2674,tireoide,غدة درقية,88
2958,sorority.,نادي نادي,64
10100,oral,شفوي,40
6291,suprimir,كبح,39
8668,mente,الأفق,10
9101,flanco,جهة,44
13186,estrangeiro,أجنبي,16
4900,penicilina,البنسلين,78
6433,limpador,منظف,65
11637,verdadeiramente,حقا,31
10660,lilás,أرجواني,39
802,matador,ماتادور,96
13970,fez,فعل,5
5173,lazer,فراغ,74
8882,caixa de velocidade,ناقل الحركة,52
10592,presunto,لحم خنزير,38
14004,indo,ذاهب,7
968,magdalene,مجدلين,90
14386,cartão,بطاقة,13
12059,marcas,علامات,7
12274,sinal,الإشارة,20
9083,arranha-céu,ناطحة سحاب,48
240,cuspindo,بسب البصق,26
12511,direção,اتجاه,12
13455,federal,الفيدرالية,12
9507,duvidoso,متردد,48
3873,pedestre,مشاة,76
10331,pantera,النمر,25
2107,fogo cruzado,crossfire,92
8223,sufixo,لاحقة,53
6367,sífilis,مرض الزهري,69
5584,prato,طبق,62
13465,mão,يسلم,11
12594,jose,خوسيه,23
6574,wot.,ووت,67
1191,inalação,استنشاق,73
10760,sumo,عصير,38
8862,laos,لاوس,49
7488,submissões,التقديمات,44
152,túnica,تونك,79
5358,perseguidor,مترصد,71
302,gundy.,غوندي,100
10059,tocos,جذوع,37
11486,sheffield,شيفيلد,33
5246,picard.,بيكارد,76
3048,caldeirão,مرجل,88
8190,hipopótamo.,فرس نهر,58
8661,frete.,شحن,54
1643,sholom.,شولوم,94
2746,deportação,إبعاد,63
5921,doris,دوريس,70
13646,charles.,تشارلز,12
5862,politburo.,المكتب السياسي,72
9861,húmus,الدبال,45
1340,contra-ataques,هجمات مضادة,57
13102,dakota,داكوتا,17
9120,alfinete,دبوس,40
6184,angolano,أنجولان,67
898,insensível,غير حساس,90
969,recibo,الإيصال,74
7704,guaxinim,الراكون,61
8281,sears.,سيرز,55
7546,constantinopla,القسطنطينية,62
12953,sobrepor,تجاوز,19
6761,promoção,الترويجي,67
10396,antigo,باكرا جدا,41
8531,sultão,سلطان,52
476,metabolite,المستقلب,93
7965,wilt.,ذبول,58
6079,não permitido,غير مسموح به,65
12778,violando,انتهاك,6
6463,tripoli.,طرابلس,68
13916,produtos,منتج,8
11511,creme,كريم,32
12078,amador,الهواة,26
12384,sub,الفرعية,24
7219,lanes,الممرات,26
9331,consumido,تستهلك,29
10512,trancado,مقفل,26
10655,campanhas,الحملات,13
11200,caos,فوضى,33
11268,transito,عبور,22
12519,hadal.,هادعل,24
1180,handguns.,المسدسات,65
1229,sitter.,حاضنة,95
9543,especialista,متخصص,42
11832,mongo,منغو,30
9794,tenso,توتر,45
3483,baronete,بارونيت.,79
10931,materiel,العتاد,37
10517,literário,الأدبي,40
1528,bexiga,مثانة,95
1083,rédeas,مقيدات,73
12806,dinamarca,الدنمارك,21
9283,superar,التغلب على,45
7696,luto,الحداد,55
4211,agarra,حظا,39
6756,ultravioleta,فوق بنفسجي,67
2378,pulseira,إسورة,85
8579,dem.,ديم.,55
4265,kapp.,كاب,82
5323,rima,قافية,62
3564,relutantemente,بمعارضة,85
13485,voto,تصويت,10
11271,trimestres,أرباع,9
6469,opep.,أوبك,69
10786,mordomo,بتلر,38
118,empreendedorismo.,ريادة الأعمال,100
1196,damme,دام,96
1164,estímulo,التحفيز,96
2880,acampado,ويقظ,74
8520,posado,مطروح,38
6685,restaurado,redux.,67
4698,mete.,ميس,74
9339,uganda,أوغندا,49
6336,seminário,معلمة,67
6400,vendeta,ثأر,69
13041,tally.,طال,17
13486,anti,مضاد,14
13145,arizona.,أريزونا,17
10548,ram,الرامات  الذاكرة العشوائية في الهواتف والحواسيب,22
4676,oriole.,الصفارية,31
6839,jameson.,جيمسون,66
2837,apostólico,الرسولية,88
2728,morello.,موريللو,89
12427,escolhido,اختيار,25
8213,ilusão,وهم,55
2902,toranja,جريب فروت,88
8189,riel,رييل,58
7539,saltaft.,تافت,62
12432,º,ذ,24
7682,banjo,البانجو,61
12289,palácio,قصر,25
3595,pesticida,مبيدات الآفات,79
14011,fornecer,يمد,6
1439,curar,شفاء - يشفى,57
14272,campanha,حملة,13
7566,recomenda,توصي,12
1812,pilar,حجر الأساس,89
11162,cocaína,الكوكايين,36
13753,ohio.,أوهايو,12
13036,jogou,يرمي,18
8273,aborígene,منظم,45
8827,peugeot.,بيجو,53
8859,osaka.,أوساكا,53
11956,orifício,الفجوة,23
6407,louvre.,متحف اللوفر,69
13271,retransmissão,تناوب,15
1755,surreal.,سريالية,64
8602,centenário,المئوية,52
10885,carvão,فحم,38
1952,assíria,آشور,93
7187,rumores de rumores,أشاع,31
12831,afeganistão,أفغانستان,21
1415,heroína,بطلة,46
4613,complementar,مكمل,80
7663,radioativo,مشع,60
3906,saharan,الصحراوي,84
5733,chia.,تشيا,73
1060,colheres,ملاعق,51
10590,antilhas.,الأنتيل,39
9423,turista,سائح,38
7532,lince,حيوان الوشق,62
4150,renovado,تم تجديده,58
7703,reciclando,إعادة تدويرها,53
8908,fanny.,فاني,52
319,bey.,باير,97
10133,fraude,النصب والاحتيال,43
11044,renderizado,المقدمة,18
12529,havaí,هاواي,23
7974,arrowhead,رأس السهم,59
10604,shopping,التسوق,24
10428,acidente vascular encefálico,السكتة الدماغية,36
10583,seul,سول,39
5447,hipopótamo,هيبو,63
12481,vidro,زجاج,22
8810,pol.,بول,53
524,shri,شري,99
1066,soho.,سوهو,96
541,sinhalês,السنهالية,99
11762,capuz,كبوت,29
13663,louis,لويس,12
10328,arranjos,ترتيبات,20
13482,jr.,جري,14
13323,grã-bretanha,بريطانيا,15
11198,velório,مأتم,34
7788,eu tenho,لقد قمت,60
661,chamadores,المتصلين,64
468,pluribus.,بثور,99
10411,moral,أخلاقي,31
8516,intensificação,تكثيف,55
13873,qualquer,أي,5
8935,medusa,قناديل البحر,52
13427,disputa,خلاف,9
9267,libéria,ليبيريا,50
13314,invasão,غزو,15
238,sesta,قيلولة,81
12356,ref.,رجع,23
3142,psicoativo,نفسيا,88
14218,computador,حاسوب,7
4576,contrabando,تهريب,72
7099,traição,خيانة,62
2729,junções,الوصلات,42
371,trapézio,شبه منحرف,97
11482,revolucionário,ثوري,31
419,firecracker.,الالعاب النارية,93
12157,gap = vão,فجوة,26
1215,brecht.,بريشت,96
13654,sam.,سام,12
2847,colagem,كلية,88
5042,bip,زمارة,75
9097,iodeto,iodide.,51
11475,palestrante,مكبر الصوت,27
8206,stonehenge,ستونهنج,58
6620,cha.,تشا,68
7932,rube.,ربي,59
11741,amazonas,أمازون,30
2443,atribui,يعين,12
814,jazzy.,جازي,98
12225,subseqüentemente,بعد ذلك,18
13495,descanso,راحة,13
3911,elaine.,إيلين,84
12058,trivialidade.,أمور تافهة,28
5816,evita,يتجنب,6
6439,pancada,أسرى,54
6511,meerkat.,ميركات,69
8072,metodista,منهجية,58
13216,não foi,لم يكن,16
4986,cacau,كاكاو,78
3772,terra do coração,هارتلاند,83
1652,grafite,الجرافيت,94
7137,assumir,يتولى,63
13854,fora,خارج,6
86,arado,محراث,88
8362,listras,شرائط,43
1917,quark,كوارك,90
13741,el.,إمرأة,12
7930,rígido,stark.,59
10329,squeaky toy,تصفح,37
11815,mcdonald.,ماكدونالد.,30
11599,par,نظير,29
5018,habitat,الموائل,76
12184,sem licença,غير مرخص,27
2135,rosário,مسبحة,92
9160,wha,وا,51
4431,dorado,دورادو,81
5976,tédio,ملل,71
1348,vivre.,فيف,96
1589,vogal,حرف متحرك,74
12221,não poderia,لا يمكن,26
8174,havana,هافانا,58
8649,dimensões,أبعاد,40
3677,risível,مثير للضحك,84
6495,governantes,الحكام,50
12890,rótulo,ضع الكلمة المناسبة,14
473,gimmick.,وسيلة للتحايل,96
13805,por,بواسطة,5
558,sangh,سانغه,99
2825,esplêndido,رائعة,88
11466,reorganizado,إعادة تنظيم,27
5901,não intencional,غير مقصود,64
5157,lábios,شفه,57
14075,acesso,وصول,8
4988,salina,سالينا,65
11412,abandonado,مهجور,28
952,squall.,وسيط,90
12007,col.,العقيد,28
8233,swa.,ساو,57
5073,restrições,القيود,71
6127,revisão,إصلاح,61
7082,yi.,يي.,64
11651,beneficiar,المنفعة,7
4549,frutose,فركتوز,80
4927,millibars.,ميلبارس,74
8488,landslide,انهيار أرضي,42
11002,golpe,نفخ,29
2144,inacessível,لا يمكن الوصول إليها,92
7084,saxônia,ساكسونيا,64
11243,filtro,منقي,31
7740,karatê,الكاراتيه,58
8210,graf.,جراف,58
11365,floresta tropical,غابه استوائيه,34
6911,gatinho,قطة صغيرة,65
13225,caiu,سقط,16
6603,éter,الأثير,62
12495,barco,سفينة,17
9988,oval,بيضاوي,44
7468,posador,نقاط البيع,43
4011,jacksonian,جاكسونيان,83
10231,martim,مارت,41
12924,jay.,جاي,16
6066,buffaloes.,الجاموس,18
11994,expandido,موسع,16
530,esturjão,سمك الحفش,98
11898,rápido,سريعون,25
5304,sikhism,السيخية,76
5090,verbal,لفظي,66
11801,ind.,وان,30
7372,sintomas,أعراض,59
7531,balístico,البالستيسي,52
8427,vulcânico,البركانية,55
3362,hastes.,السيقان,38
13348,nd.,اختصار الثاني,15
6459,ferrugem,صدأ,65
9849,especiaria,التوابل,44
9817,bruxo,ساحر,31
1246,uncanny.,خارق للطبيعة,96
8066,seguiu-se,تلا ذلك,30
10332,florença,فلورنس,41
14360,janeiro,يناير,5
9130,infinitesimal,متناهي الصغر,45
9277,gênese,منشأ,50
7839,mentiroso,كذاب,55
5087,jacqueline.,جاكلين,77
3708,fuselagem,جسم الطائرة,84
5646,fundamentalista,الأصولية,67
8892,concórdia,كونكورد,51
9330,criador,صانع,41
13153,paquistão,باكستان,17
6828,dançarinos,راقصات,54
4523,marathi.,ماراثي,80
4840,peito,متوازن,72
5414,flutuabilidade,الطفو,75
7373,privada,خصوصية,62
7226,raffles.,الرافل,63
5712,sujar,عطل,35
5839,tempo esgotado,نفذ الوقت,59
2155,chem,الكيمياء,91
421,storyboard,القصة المصورة,100
2276,coxa,فخذ,88
8029,jermer.,جيرم,59
135,quindim,كاسترد,100
10417,susan.,سوزان,41
2652,starling.,زرزور,90
3799,sarampo,مرض الحصبة,84
8717,acionar,اثار,38
5587,vômito,القيء,68
3783,cantonês,الكانتونية,84
2644,protetor solar,كريم واقي من الشمس,90
2959,hobbies,هوايات,58
13959,fim,نهاية,7
13090,transferido,إعادة تعيينها,18
12336,imigração,الهجرة,22
7027,milty.,ميلتي,65
14284,embora,بالرغم من,5
7569,doação,هبة,31
13781,vitória,فوز,11
12265,marshall.,مارشال,22
5512,puxa,تسحب,18
5734,rancho,رانشو,73
10777,impressionante,مدهش,38
9917,aleph.,أليف,45
1422,transcendental,متسام,70
11946,expressa,أعربت,15
12431,serve,خدم,11
7320,difamar,مخيف,30
9051,eutanásia,القتل الرحيم,51
2122,lanceta,لانسيت,92
3889,acrílico,الاكريليك,82
10832,visão geral,نظرة عامة,38
9478,fascismo,الفاشية,48
4560,knut,عادل,80
12585,roubar,روب,22
13921,dizer,يقول,8
9093,graduado,متخرج,35
7741,auditório,قاعة محاضرات,60
10730,guam,غوام,38
11223,somália,الصومال,35
1571,indocumentado,غير موثق,94
7830,aquiles,أخيل,60
7044,dolorido,تقرح,60
9642,yang.,يانغ,47
8797,simplex.,البسيط,53
10203,átomo,ذرة,26
3481,mais brilhante,أشرف,86
1987,retaliatória,repaliatiatory.,93
12653,custo,كلفة,19
2893,shetland.,شتلاند,88
2369,polietileno.,بولي ايثيلين,91
9417,reaves,يحيد,49
13810,isto,هو - هي,5
10701,brilhante,لامع,38
9594,nerd.,فظة إهانة,43
6626,sushi,سوشي,68
4082,ay.,أی,83
12811,nasa.,ناسا,21
4234,tweed,تويد,82
7452,leitoso,حليبي,62
9008,estendendo-se,تمتد,18
8923,pipoca,الفشار,52
1540,aquicultura,تربية الأحياء المائية,95
2029,salvaguarda,حماية,86
10873,herança,إرث,38
11753,troy,طروادة,30
5129,fantoche,الجرام,77
4995,esfênico,بدل,78
12498,sorte,حظ,24
14014,ao menos,الأقل,5
5836,finch,خفق,68
10458,objeção,اعتراض,12
2191,mais fria,برأس,91
9529,banho,حمام,41
7197,germantown,جيرمانتاون,64
7039,homólogos,نظرائه,49
7290,bastilha,باستيل,63
5385,cauteloso,الحذر,75
8816,galileo,جاليليو,53
8039,ensolarado,مشمس,41
9765,lynch.,لينش,42
7318,cesar.,سيزار,59
3673,bergman,برجمان,85
6743,playboy.,بلاي بوي,66
1507,andar de baixo,الطابق السفلي,95
13376,miami.,ميامي,15
4898,bren.,برهن,78
2093,dinar,دينار,83
12440,bruce.,بروس,24
6140,liberação,تخليص,69
7692,erva daninha,عشبة ضارة,57
13015,altamente,إدراك,19
10581,bobet,بوبيت,39
9906,didnt.,لم.,45
12020,salvador.,السلفادور,28
333,soluço,حازوق,97
2470,patologia,علم الأمراض,79
10750,eli.,إيلي,38
3498,competência,إجادة,74
2945,fones de ouvido,سماعات الرأس,81
4122,bootleg.,يبيع بطريقة غير شرعية,69
8228,vácuo,مكنسة كهرباء,57
7720,til,سمسم,61
9554,biológico,بيولوجي,25
6286,iodo,اليود,70
10240,franco,فرانكو,42
5523,insignificante,مهمة عمل,71
12263,têmpora,معبد,25
923,zain,زين,97
9966,retomar,سيرة ذاتية,29
4878,wah.,واه,78
1210,pentagrama,نجمة خماسية,96
12847,confirme,تؤكد,13
12748,sri.,سري,21
8981,ludwig.,لودفيغ,52
5573,topologia,طوبولوجيا,64
10380,hilary.,هيلاري,37
9172,tulsa.,تولسا,51
5230,vórtice,دوامة,76
1104,resistido,صمد,96
12419,tommy.,تومي,25
5455,o portador,حامل,62
4980,sahib.,صاحظ,78
9940,vital,مهم للغاية,44
349,angorá,أنجورا,100
12872,perder,تخسر,12
13586,método,طريقة,12
9349,sicília,صقلية,49
7071,sério,جدي,64
13275,associado,مرتبطة,10
8070,sem fim,بلا نهاية,58
3171,aleijado,شل,73
11663,gana,غانا,31
2614,jardim da infância,روضة أطفال,88
2033,acostumado,معتاد,90
14017,operativo,التشغيل,6
13826,estive,كان,5
919,buffs.,محوف,73
11104,gradualmente,تدريجيا,33
7900,cotovelo,كوع,57
11034,guilda,نقابة,36
11245,brinde,خبز محمص,34
12054,fantoches.,الدمى,23
3251,pico.,بيكو,88
10978,doce,حلو,36
12130,tráfego,حركة المرور,27
13454,piada,نكتة,12
1016,acenar,إيماءة,90
14048,arquivos,الملفات,6
14172,código,شفرة,12
8095,lebre,أرنبة,56
8126,autógrafo,توقيعه,51
5827,conclui,يختتم,24
6278,horry.,أورري,70
5513,intuitivo,حدسي,59
4955,axel.,أكسل,77
9781,triangular,الثلاثي,46
7256,contagem regressiva,العد التنازلي,62
11347,apelido,اسم الشهرة,26
6486,addison.,أديسون,69
6151,protetor,محمي,10
2273,whistler.,ويسلر,91
6768,krypton.,كيربتون,67
10150,skate,التزلج,30
13514,milhas,اميال,12
13777,espanha,إسبانيا,11
7715,dinâmica,ديناميات,24
3955,acorde,وتر,71
8322,chow.,شاو,56
9313,boxer,ملاكم,48
6770,falta,نقص,53
8954,ronde.,روند,52
3078,danificar,الرتق,85
13079,árvore,شجرة,16
11552,logos,شعارات,11
12324,columbus,كولومبوس,25
3962,handel,هاندل,83
1744,kalam.,كلام.,93
10496,atenciosamente,بإخلاص,35
12082,transtorno,اضطراب,26
3964,redistribuído,إعادة توزيع,71
10008,meridiano,خط الطول,44
10935,carvalho,أوك,33
1820,sherpa.,شربة,88
9125,de madeira,خشبي,51
8247,noz,بندق,44
5833,curie.,كوري,68
13664,local,محلي,12
9203,jamboree.,جامبوري,50
1114,magistrado,القاضي,81
14271,realmente,حقًا,9
7152,ondas de ar,airwaves.,64
13480,detroit,ديترويت,14
9689,hd.,عالية الدقة,46
1779,sheraton.,شيراتون,93
9644,ícone,أيقونة,36
10392,chama,لهب,19
2754,cervejaria,مصنع الجعة,82
8850,inclinado,يميل,41
4360,estalando,قيم,34
3328,ex-aluno,خريج الجامعه,87
14013,resultados,نتائج,7
9708,descida,نزول,46
8847,zodíaco,الأبراج الفلكية,53
7421,vesta,فيستا,62
7355,cerebral,دماغي,62
6616,shrewsbury,شروزبري,68
3896,tecelagem,النسيج,75
14163,pesquisar,بحث,10
1316,mambo.,مامبو,96
5497,glândula,السدادة,69
1454,alpinista,متسلق,68
9158,equador,خط الاستواء,28
536,abstinência,الامتناع عن ممارسة الجنس,98
8580,superintendente,المشرف,52
4710,fauna,المنظمة,79
8540,texugo,بادجر,43
9578,loteria,اليانصيب,47
12884,zero,صفر,19
10510,linear,خطي,39
2632,neural,العصبي,90
7614,interessantemente,ومن المثير للاهتمام,62
8320,argel,الجزائر العاصمة,57
3006,papoula,شقائق النعمان,87
7748,tum.,توم,61
13179,ofensa,جريمة,10
11780,luxemburgo,لوكسمبورغ,30
11864,gíria,عامية,29
6919,raptor.,رابتور,46
7384,cadete,كاديت,47
4437,tintureiro,صباغ,79
3642,bandicoot.,بانديكوت,85
7822,revelação,وحي,48
10374,continente,قارة,35
8365,decair,تسوس,51
5774,cunhado,صاغ,15
8672,rom,ذاكرة للقراءة فقط,53
157,agrafador,كابسة ورق,100
2444,sentinela,خفير,87
11096,memphis.,ممفيس,36
5396,ohm,أوم,73
5674,chinook.,شينوك,72
14007,aumentar,يزيد,12
11818,além do mais,بجانب,27
7060,pipeline.,خط انابيب,62
5897,veto,حق النقض,62
13346,sozinho,وحده,15
13996,problemas,مشاكل,9
10161,homem morcego,الرجل الوطواط,43
12999,desconhecido,مجهول,19
4176,lanier.,لانيه,82
2177,galinha,دجاجة,79
3457,osprey.,اوسبري,78
868,provedor de justiça,أمين المظالم,97
11205,mangá,مانغا,35
9525,sem teto,بلا مأوى,41
9768,tensões,التوترات,35
7766,assédio moral,التسلط,44
9786,terminologia,المصطلح,46
9161,kip.,كيب,50
8182,paz,حفظ السلام,48
998,obsidiana,spesidian.,97
8410,cera,الشمع,52
5430,muffin.,الكعك,74
6068,insiste,يصر على,27
444,barométrico,بارومتري,100
6058,andar de cima,الطابق العلوي,71
11649,merece,يستحق,23
7035,abt.,أبت,65
7658,mailer.,مراسل رقمي,61
10436,substituído,استبدال,21
10171,lugar algum,في أي مكان,43
11661,esquecido,نسيت,31
13070,alcançar,تصل,9
13196,cleveland.,كليفلاند,16
14451,perdas,خسائر,10
4890,lub.,لوب,78
5673,modem,مودم,70
9900,jihad,الجهاد,45
11561,dominicana,الدومينيكان,32
10361,windsor.,وندسور,41
9200,prazer,بكل سرور,49
10573,demografia,التركيبة السكانية,36
6115,drasticamente,بشكل جذري,53
14466,desejado,مطلوب,5
5083,bolo de queijo,تشيز كيك,76
10563,entupimento,انسداد,38
7342,cerâmica,فخار,62
3933,prematuramente,قبل الأوان,51
14306,lançado,مطلق سراحه,8
10515,recorrer,ملجأ,35
3214,feldspato,الفلسبار,88
12393,financeiro,الأمور المالية,23
7072,recarregar,إعادة تحميل,53
11735,ta.,تا,30
11029,defunto,بتفين,37
13316,santo,القديس,13
1255,maestro,فنان قائد فرقة موسيقية,96
4032,reagente,كاشف,79
13357,ont.,أونت,15
5595,asilo,اللجوء,72
1152,goldie,جولدي,95
9140,chrysler.,كرايسلر,51
2634,pata,كف,85
273,rem.,ريم,99
8340,olympia.,أولمبيا,56
12932,gnu,جنو,19
10214,finlandês,الفنلندية,42
11373,holocausto,محرقة,34
8743,macio,مناقصة,48
11202,painel,لوجة,32
9721,fuji.,فوجي,46
334,desonestidade,عدم الأمانة,99
913,dormitório,المسكن,85
11949,canal,قناة,28
12469,madison,ماديسون,24
5875,probabilidade,احتمالية,72
8707,variação,الاختلاف,39
11324,edith.,إديث,34
7265,falência,إفلاس,62
5762,fingindo,التظاهر,44
3860,descendência,النسل,84
4236,vagando,تجول,34
3623,bure,بوروب,85
3260,afinidade,التقارب,79
1062,ambientalismo,البيئة,33
3894,otelo.,عطيل,84
3533,banha,شحم الخنزير,86
1601,torno,مخرطة,94
5567,frágil,قابل للكسر,72
6366,nestor.,نيستور,69
2524,tirano,طاغية,84
3159,empresários,رجال أعمال,88
11463,arsenal.,ارسنال,30
14487,novembro,شهر نوفمبر,6
6788,fender,درابزين,63
12010,geléia,مربى,26
11203,orgulhoso,فخور,35
6344,aprendiz,شخص يتعلم حرفة ما,68
1462,tremendo,بتقدير,54
12346,bagunça,تعبث,19
7336,anarquia,فوضى سياسية,63
6023,toalha,منشفة,67
6759,polpa,لب,66
4639,formigamento,وخز,80
3905,ratificação,تصديق,84
8861,tiffany.,تيفاني,53
11248,infinidade,ما لا نهاية,34
6403,matilda,ماتيلدا,69
7976,ego.,أنانية,57
2967,mascarado,ملثمين,38
11361,andre.,اندريه,34
1262,divergência,تشعب,61
655,rockers.,الروك,72
2955,quilate,قيراط,87
6330,desordem,ضوضاء,51
12666,mitologia,علم الأساطير,21
11521,quarenta e cinco,خمسة وأربعين,32
6345,mercer,ميرسر,69
467,investigar,استعلام,70
7745,masmorra,زنزانة,42
3229,hiena,الضبع,88
7380,sq.,ميدان,62
973,cummins.,الكمون,97
9853,yale.,جامع,45
14519,trazer,يحضر,6
10283,mosaico,فسيفساء,41
4267,storey.,طوابق,72
12437,esquema,مخطط,23
399,bicarbonato,بيكربونات,100
4748,maravilhoso,خلاب,79
11513,socialista,الاشتراكي,30
10120,calibre,عيار,41
6083,refeição,وجبة,60
10770,zepelim,منطاد,38
3105,ingrediente,المكونات,70
14450,bater,يضرب,8
10334,titânico,تيتانيك,24
14285,tipo,يكتب,7
11929,citações,يقتبس,14
7116,fracasso,الكساد,50
6225,boilermakers.,نحل,69
574,imersão,غمر,88
7493,chuveiro,دش,47
2253,checoslovak,تشيكوسلوفاك,88
9627,xingamento,لعنة,40
9837,waterloo.,واترلو.,45
4592,machuca,يؤلم,34
13215,episódio,حلقة,12
5817,hidroxilase.,هيدروكسيليز,72
9325,chiclete,صمغ,47
8863,woody,ودي,51
10736,annie,آني,38
12039,criminoso,مجرم,25
9133,ballet,الباليه,51
14341,central,وسط,11
13125,obra de arte,العمل الفني,17
8609,santuário,مزار,51
407,enganado,ضلل,100
4271,iba.,إيبا,82
5162,assinante,المشترك,53
7688,zo.,زو,61
5711,entre.,إترب,72
5436,andrômeda,أندروميدا,75
10972,reforço,تعزيز,18
13021,mal,شرير,18
4467,dooley.,وايلدي,81
10605,alegadamente,يزعم,39
10669,editorial,الافتتاحية,35
10921,pirâmide,هرم,32
7414,indireto,غير مباشر,62
13859,tempo,وقت,5
176,clostridium,كلوستريديوم,100
9017,unha,مسمار,29
10088,armadilha de fogo,فخ النار,43
6178,suazilândia.,سوازيلاند,70
11432,elite,نخبة,32
5931,sai.,ساي,72
7565,benin,بنين,62
12598,lenda,أسطورة,20
6174,kiwi,كيوي,65
10975,porcaria,حماقة,36
3607,sutiã,حمالة صدر,78
11257,destruir,هدم,14
465,detratores,المنتقدين,97
1154,morfina,مورفين,62
8424,horace,هوراس,56
3890,sena,سينا,84
2780,primer.,التمهيدي,85
14427,resposta,إجابة,11
14006,c,ج,6
1145,microbiologia,علم الاحياء المجهري,93
7978,magnésio,المغنيسيوم,59
10154,por mês,شهريا,43
8724,deb.,ربت,53
10924,amy.,ايمي,34
1865,slicer.,تقطيع اللحم,93
2139,situação,مأزق,92
14253,texas,تكساس,10
233,koto.,كوتو,99
5543,halfback,لاعب خط الوسط,70
6845,cobertor,بطانية,58
8542,modificações,التعديلات,39
13728,citação,الاقتباس,10
6778,flauta,الفلوت,64
7844,piper.,بايبر,57
4717,opala,أوبال,79
5260,imperfeições,عيوب,46
11750,egípcio,مصرية,28
14088,aqui,هنا,5
5972,afundar,مكتب المدير,51
10675,brent,برنت,38
4923,remarcado,إعادة جدولة,74
9207,hawkins,هوكينز,50
10422,mentindo,يكذب أو ملقاه,20
9609,lineman.,خطاط,47
5515,advertir,الإعلان,61
6887,fã-clube,فندوم,66
9716,nevasca,عاصفة ثلجية,45
