ID,ARABE,ENGLISH,INTERVAL
10710,دزينة,dozen,28
762,غرفة الأخبار,newsroom,96
4475,سكارفين,scarface,81
10408,هير,herr,41
10076,أرتميس,artemis,43
13631,منفذ,portal,12
10296,ويبستر,webster,41
2153,غير منضبط,uncontrolled,81
7203,روزاريو,rosario,64
2571,سيمنز,siemens,90
13611,كريكيت,cricket,12
6035,حلق,throat,62
10717,زبدة,butter,38
9098,كوبيه,coupe,18
7943,لسان,tongue,56
13773,نطاق,domain,11
10921,هرم,pyramid,32
12941,مسافه: بعد,distance,17
3606,كليم,clem,86
11428,البولو,polo,33
7840,من قبل,monoxide,60
1121,بشكل مقتصد,sparingly,96
14148,مقترح,proposed,9
5160,المنكوبة,stricken,76
716,ويد,inbound,85
9301,مسحوق,powder,45
1889,متتالية,cascading,62
11864,عامية,slang,29
12218,ساره,sarah,26
14216,الاستخدامات,uses,5
1273,الأحجار الكريمة,gemstone,89
13209,نجارة,junior,16
1440,بنغ,peng,95
1865,تقطيع اللحم,slicer,94
13117,دييغو,diego,17
1783,قملة,louse,94
11551,انطلاق,kickoff,31
6791,إيقاعي,rhythmic,66
7939,خلط,mixing,19
7903,الدفع,checkout,58
14418,أظهر,showed,7
5375,ضحى,sacrificed,69
5895,محاكمته,prosecuted,41
11867,دواء,medicine,28
12401,ذو قيمة,valuable,25
10207,جاكيتز,jackets,35
5793,القيمة المالية,equity,72
1940,مايونيز,mayonnaise,93
8641,المهنيين,professionals,16
10676,وصي,guardian,38
12363,بشكل صحيح,correctly,25
13286,نفسه,himself,16
10245,علم التنجيم,astrology,39
7264,وافل,waffle,60
9801,توي,toi,45
2744,لست,lst,89
12497,عداء,runner,18
7541,زائير,zaire,62
8404,السياسة,dominion,53
14407,يتوقع,expect,11
134,لومبارد,lombard,100
6472,هيرميس,hermes,65
10970,متفرقات,misc,37
1906,مزحة,pranks,60
6539,توحيد,unification,67
8816,جاليليو,galileo,53
1734,الذهاب ل,goof,81
12763,فون,von,21
474,انتشار,prevalence,64
10144,فاغنر,wagner,43
13443,لطيف,nice,14
14175,يحفظ,keep,8
14442,مقرر,decided,7
8961,همنغواي,hemingway,52
972,التثيين,gynecomastia,97
4658,لا محالة,inevitably,50
12199,باب,door,23
12299,أسباب,grounds,12
11674,خائف,afraid,31
6065,الغضب,outrage,52
8718,القبعات,hats,26
10503,إشعاع,radiation,38
7851,يعاقب,penalized,49
12932,جنو,gnu,19
5203,حيث,wherein,76
6999,الحقل المصدر,chesterfield,65
13383,ينفذ,implement,13
3432,جلطه,infarction,86
10448,هلسنكي,helsinki,40
7709,هيدروليكي,hydraulic,54
12037,سخيف,silly,24
8966,كرس,devoted,42
5059,فيني.,vinny,77
12797,طيار,pilot,16
9231,جنس,gender,49
3664,التلاميذ,pupils,73
10374,قارة,continent,35
4644,المستصلحة,reclaimed,61
9478,الفاشية,fascism,48
12519,هادعل,hadal,23
8716,تنصل,disclaimer,19
5053,الباسك,basque,74
2416,خلقي,congenital,90
14117,يتراوح,range,10
4825,سراب,mirage,79
6920,جرانج,grange,65
1136,حريش,centipede,96
12480,نفي,negative,22
6981,عو,ew,65
3948,ساخر,sarcastic,79
7239,الكونفوشيوسية,confucianism,63
4205,رجعية,retro,82
11615,سجل تجاري,cr,31
3964,إعادة توزيع,redistributed,71
13008,كلمه السر,password,18
13109,طبيعة,nature,12
9001,يقرض,loan,41
3663,ادارة تطبيق الأدوية بالأمم المتحدة,dea,84
12383,اعمال صيانة,maintenance,25
11793,إخطار,notify,26
8644,جغرافي,geographical,33
4620,المعتقلين,detainees,70
11150,يخفي,hide,26
2087,كليو,clio,92
4045,استياء,discontent,79
8892,كونكورد,concord,51
2334,الاسم الرئيسي,namesake,89
9882,إطار العمل,framework,44
5681,ثنائي القطب,bipolar,73
3351,سائل لزج,blob,85
1590,تكثف,condense,50
14312,موضع,position,6
13626,الانسان,human,12
11229,سد,dam,33
10190,كليا,altogether,42
3591,السرعوف,mantis,86
6189,في الوقت الحاضر,nowadays,70
1421,أشعث,shaggy,95
3558,بوساطة,mediated,26
8116,مثير للشفقة,pathetic,57
6581,اندرون,andiron,68
4978,التنغستن,tungsten,78
2220,الطيب,plagues,37
5808,بلو,bleu,73
10893,أرمينيا,armenia,38
11915,الحرم الجامعي,campus,29
10573,التركيبة السكانية,demographics,36
12465,شباب,youth,22
2266,مواطن,compatriot,86
10230,روماني,romanian,42
7894,احتكاك,friction,59
12136,بنغلاديش,bangladesh,27
9528,نيس,ness,48
12188,ريدج,ridge,26
337,راتاتويل,ratatouille,100
10357,الأرمن,armenian,38
11326,احتراق,burning,19
6342,تجسس,snoop,67
8941,غابون,gabon,52
222,الأضواء الكاشفة,floodlights,97
13205,تينيسي,tennessee,16
5572,إجلال أو بيعة أو احترام,homage,73
2768,جالوت,goliath,89
6784,انزلق,slid,66
3259,بإفراط,excessively,33
9160,وا,wha,51
11276,ثعبان,snake,31
4317,النادي,clubhouse,81
8284,redreeded.,redeployed,50
7290,باستيل,bastille,63
11520,داروين,darwin,31
12740,فينيكس,phoenix,21
13164,وظيفة,role,16
10055,بونتياك,pontiac,43
2285,أحذية رياضية,sneakers,89
9781,الثلاثي,triangular,46
8468,دون إجابة,unanswered,55
8807,المعرفة,perception,47
6153,أوراق اعتماد,credentials,68
11179,بانيان,banyan,35
4812,جنون العظمة,paranoia,78
12080,إيراني,iranian,26
7102,المنشد,vocalist,60
13768,بحد ذاتها,itself,12
13047,فيلبيني,philippines,14
7060,خط انابيب,pipeline,62
12274,الإشارة,signal,20
12121,لغز,enigma,27
8611,تدريبات,drill,41
2468,مصور,fated,38
9041,ذعر,funk,51
5531,باي,bai,74
5134,كاتشب,ketchup,77
13486,مضاد,anti,13
11929,يقتبس,quotes,13
12759,دين,religion,20
3206,تشويق,suspense,30
2836,العينات,specimens,62
8454,مستهدف,desired,27
14004,ذاهب,going,7
10265,الملاحظات,observations,12
764,مانكس,manx,98
12748,سري,sri,21
3362,السيقان,stems,38
6371,خظر,curfew,65
6629,البلاشيفيك,bolshevik,59
3152,أفقر,poorest,88
6095,قشرة,crust,71
11989,كاترينا,katrina,28
12721,غاز,gas,14
2884,أبقراط,hippocrates,89
3904,سيفاكا,sifaka,84
11719,سمة,theme,26
375,السيليكا,silica,100
4469,مجوهرات,jewelry,81
9267,ليبيريا,liberia,50
368,السواحيلية,swahili,100
8516,تكثيف,intensification,55
13604,رياضات,sports,10
9924,العربية,arabian,44
9067,دالتون,dalton,51
9054,منغوليا,mongolia,51
1895,عدد,num,93
5510,غيبوبة,coma,65
13198,مقبول,acceptable,6
5485,صبياني,puerile,74
9338,طاه,chef,48
10923,غير مهزوم,undefeated,38
396,السيلينيوم,selenium,100
14012,قد,might,6
9471,تضاريس,terrain,48
11338,تحركها,driven,34
2835,أطرافه,limbs,71
13165,برج,tower,15
9333,مستمر,enduring,29
12058,أمور تافهة,trivia,27
9938,غير قادر,cant,44
7342,فخار,pottery,62
4704,سبع,septa,79
10085,بارتون,barton,43
12351,العنكبوت,spider,24
12891,حطم,broke,20
13170,يرشد,guide,14
13780,y.,y,11
12052,يصبح,becomes,8
5691,هرمون تستوستيرون,testosterone,73
2029,حماية,safeguard,86
908,تود,tod,97
8820,أمينو,amino,53
14395,يقلل,reduce,17
8944,غامر,overwhelming,36
8987,مطبعي,typo,31
13980,ذكرت,reported,5
10462,مونتي,monte,36
2456,مطبوخ,cooked,24
8354,وحيد القرن,unicorn,55
3727,مياه راكدة,stillwater,85
10130,ذكي,intelligent,17
7107,فاق,perf,64
8027,إيزابيل,isabel,59
8832,حرب العصابات,guerrilla,44
1354,هيكروفون,hep,96
9128,بايت,bytes,44
10501,عجائب,wonders,15
11909,بوبا,bubba,29
12722,أم,mother,21
10669,الافتتاحية,editorial,35
3033,مدقق حسابات,auditor,87
5213,أرخص,cheaper,76
11918,ديرك,dirk,29
1597,كدمات,bruised,72
12804,عين,eye,15
6341,زوجات,wives,69
12835,مانشستر,manchester,20
7284,ناقلة,tanker,54
5262,بشكل روتيني,routinely,47
13884,ثلاثة,three,7
3547,فوه بركانيه,caldera,86
6125,الطائش,mindless,70
6955,لص,thief,65
7644,شبكه عالميه,wan,61
14495,فرنسي,french,11
6309,الأرميدين,archimedean,70
8938,فقس,hatch,50
14304,يسقط,fall,12
7621,سومو,sumo,61
11750,مصرية,egyptian,28
8752,شيروكي,cherokee,53
12647,التهديدات,threats,13
7521,الاموات الاحياء,zombies,25
12997,هاميلتون,hamilton,19
13288,هونغ,hong,16
7462,التراث الشعبي,folklore,62
7257,الحج,hajj,63
816,أشعة الشمس,sunray,98
1542,لافانت,savant,95
1991,الشرق الأوسط,mideast,93
9441,الخلافات,disagreements,36
6966,غير ملائمة,unfavorable,64
2904,إينفيرنيس,inverness,89
11904,الثاني عشر,twelfth,29
12634,غير شرعي,illegal,21
11576,موناكو,monaco,32
1324,اللمحات,peeps,81
5738,هلك,perished,64
5260,عيوب,flaws,46
13637,ملعب تنس,court,12
9364,بين عشية وضحاها,overnight,49
8823,هيست,hist,53
8151,بوذا,buddha,58
5781,الانصياع,obey,63
12773,كيناكي,kentucky,21
5567,قابل للكسر,fragile,72
6550,ميج,meg,68
3403,تناسب,tailored,68
13465,يسلم,hand,11
2036,مرحبا,hallo,92
3433,كليبرز,clippers,76
7965,ذبول,wilt,58
135,كاسترد,custard,100
11332,رزمة,pack,26
647,دالس,dalles,98
1841,السجناء,inmates,89
10147,يحتفظ,retain,25
9752,سونغ,sung,46
10163,نقل,communicate,8
2699,بلوري,crystalline,89
1360,بيليه,pele,96
10532,ملاك,vol,32
13226,إلى الأمام,forward,9
12955,يهودي,jewish,19
13532,سابقا,previously,13
6303,يونس,jonah,70
82,بيبودي,peabody,100
5752,تيكي,tiki,72
14049,مؤخرًا,recent,5
12913,صف,row,18
4365,جاغر,jagger,81
8218,استثنائية,exceptional,13
8564,لا مفر منه,unavoidable,55
11656,بنجاح,successfully,11
10216,مصداقية,credibility,25
14466,مطلوب,wanted,5
5539,لاهاي,hague,74
14280,القول,saying,8
1330,فريست,frist,96
3553,كوليما,colima,86
10203,ذرة,atom,25
13505,تحكم,arbitration,13
11162,الكوكايين,cocaine,36
12800,الممثل,actor,17
10684,كريستي,christie,36
292,بلا شك,undeniably,78
492,إمساك,constipation,96
13190,عدد السكان,population,15
812,سيكيم,sikkim,98
8579,ديم.,dem,55
13995,كبير,large,7
8758,مغناطيس,magnet,35
5826,دومينيك,dominique,72
12324,كولومبوس,columbus,25
6440,حلم,babble,68
4698,ميس,mete,73
8190,فرس نهر,hippopotamus,58
618,مربح,lucrative,99
597,المستعمرون,colonists,90
5768,القسم الفرعي,subsections,46
12947,هوية شخصية,id,19
7360,باهتة,flak,62
1013,متسلط,bossy,97
1394,دافع عن كرامته,standout,93
3748,زلق,slippery,84
11202,لوجة,panel,32
9051,القتل الرحيم,euthanasia,51
4669,هيلر,heller,79
11344,الحمار,ass,33
12029,يحظر,prohibits,15
2959,هوايات,hobbies,57
11712,إميلي,emily,31
13363,لبنان,lebanon,15
11522,رايلي,riley,32
10339,إيرادات,revenue,38
1994,لامر,lamer,93
11300,عقلي,mental,30
6133,استشر,esther,71
4711,الأرق,insomnia,79
10868,نيوبورت,newport,38
13441,خريطة,map,12
542,تيز,tees,67
4470,المهق,albinism,78
13949,أمريكي,american,8
1586,فاب,fab,94
12406,سمين,fat,24
10200,الكتابة على الجدران,graffiti,42
12007,العقيد,col,28
4286,الباجية,paganism,65
892,العصر العباسي,abbasid,97
3436,الدول الاسكندنافية,scandinavia,87
9431,شيرلي,shirley,49
7429,ستر,ster,62
11940,الكشفية,discography,28
6860,يقيم,resides,18
1945,فيرمي,fermi,93
3057,كاردستوك,cardstock,88
12548,قتل,killing,10
6053,ديبورا,deborah,71
13585,ولد,born,12
13064,الجحيم,hell,18
12863,تحد,challenge,12
13172,نوفمبر,nov,17
13899,كثيراً,much,8
4171,بارما,parma,82
8375,ميالى,sci,56
4823,ميد.,mead,73
9725,الكواكب,planetary,46
1229,حاضنة,sitter,95
4244,مكان العمل,workplace,82
11916,احتل,occupied,25
4952,سلافية,slavic,78
7511,المدعي العام,prosecutor,50
11077,مستكشف,explorer,23
3600,قلق,anxious,86
8760,الابتنائية,anabolic,53
12462,ركن,corner,22
10435,فينشي,vinci,41
11707,موازى,parallel,27
9078,المكان المقصود,destination,38
575,شاطئ البحر,seaside,99
7362,السقف,ceiling,61
2614,روضة أطفال,kindergarten,89
6049,أوتريخت,utrecht,71
3570,غيور,jealous,86
13485,تصويت,vote,10
5328,قبل كل شيء,foremost,75
11318,مارغريت,margaret,34
7461,عطلة,vacation,47
11075,ايداهو,idaho,36
12974,كرات,balls,10
7095,غالواي,galloway,64
13700,لندن,london,12
5318,فحص,examining,28
4739,غير كفء,incompetent,65
2121,تدنيس,desecration,88
11027,عضوية,membership,36
2435,الحموضية,aciduria,91
13987,قضية,case,6
1007,هاملاين,hamline,97
11279,ابتدائي,elementary,35
435,فرانسيوم,francium,100
13736,جمهورية,republic,12
7803,رجال الاطفاء,firefighters,45
13924,ضد,against,7
850,كاليدونيان,caledonian,98
7381,مفيد,handy,62
7982,شكوى,complaining,28
12075,واقع,reality,27
10911,الكلاب,dogs,8
4580,رأس الشاطئ,beachhead,79
3647,جينغ,jing,86
7124,صاعقة,thunderbolt,59
10999,النواحي,aspects,26
12200,نسبيا,relatively,19
5745,أعيد فتحه,reopened,62
7964,إنذار,alarm,48
8273,منظم,aboriginal,45
568,الاختلاط,transvestism,99
6950,سوس,sous,64
8897,اعتباطيا,arbitrary,52
3497,الخط الرئيسي,mainline,83
13101,أمير,prince,17
6480,عضلات قلبية,cardiac,68
8802,إعادة النظر,reconsider,50
9485,طفولي,childish,48
12672,اثني عشر,twelve,22
11978,بنيامين,benjamin,28
3728,أثث,furnish,61
6218,بظر,clitoris,70
5474,بارز، ملحوظ,salient,74
6386,هارب,harp,66
6494,رين,rin,68
7409,البوهيمي,bohemian,59
4028,وفرة,abundance,65
11406,هوك,hawk,18
1484,بذلة,jumpsuit,95
8312,ساد,stade,56
12157,فجوة,gap,26
11610,ليتوانيا,lithuania,32
7805,بدائية,primitive,58
7741,قاعة محاضرات,auditorium,60
13691,تسربت,huge,12
7130,غارنيت,garnett,64
8104,بلدان جزر المحيط الهادئ,pics,36
4115,الطاغية,juggernaut,82
4740,ام,mather,79
7,كربونيت,carbonite,100
2277,جستينيان,justinian,92
196,ويتورث,whitworth,100
9944,رولاند,roland,44
11186,السويسري,swiss,35
12452,الانتشار,spread,22
5011,المواهب,talents,32
9082,المقلية,fried,38
9159,فيرا,vera,51
13526,خدمات,services,7
10067,الصحفيين,journalists,28
6935,الفلسفية,philosophical,38
11661,نسيت,forgot,31
9454,برودة,cooler,48
11035,خمسون,fifty,34
13921,يقول,say,8
1801,كيندر,kinder,94
6394,إكليل الجبل,rosemary,69
3671,قطري,diagonal,77
9349,صقلية,sicily,49
9621,عضو مجلس,councillor,45
150,itw.,thew,98
13207,غالبية,majority,8
9162,حريصة,keen,50
12852,غابة,forest,19
13005,المخدرات,drug,16
5162,المشترك,subscriber,53
6896,من المسلم به,admittedly,66
6225,نحل,boilermakers,68
11456,بغداد,baghdad,33
7661,لينغ,ling,61
11081,ازم,haunted,34
8561,مخلص,loyal,54
5881,الغريب,oddly,72
3934,بيرثا,bertha,83
7988,سيناريو,scenario,48
6057,كريت,crete,71
11811,جرينادير,grenadier,28
14067,منزل,house,10
1863,جائع,rudge,94
2805,أشد,tougher,89
10467,ناد,nad,40
11720,اكتشاف,discovery,26
9858,ساندويتش,sandwich,43
3894,عطيل,othello,84
7580,إفيل,abel,62
7629,أميش,amish,62
12813,إكسب,ac,21
3286,الأعصاب,nerves,51
5636,كرامة,dignity,73
1515,قميص,chemise,90
8499,المدينة المنورة,medina,55
1325,الكلوروفيل,chlorophyll,96
9701,الاستنتاجات,conclusions,24
5614,جامبو,jumbo,72
1334,ألبينو,albino,95
8523,بون,bon,55
11333,عظم,bone,28
11270,تدريجي,progressive,16
2720,حارقة,incendiary,87
10416,برينستون,princeton,41
496,الجبهة,univ,99
7879,كروكر,crocker,60
14332,وصل,reached,9
5010,تشون,chun,77
8210,جراف,graf,57
9947,طارد,chaser,43
14156,دولي,international,9
4932,دقة,dk,78
4264,البروم,bromine,79
5206,حقول الأرز,paddy,74
6401,كردستان,kurdistan,69
10859,كلي,collegiate,38
8651,حاسوب محمول,laptop,54
10172,ببغاء,parrot,42
9317,سيريس,ceres,49
7546,القسطنطينية,constantinople,62
11874,ينصح,advise,19
12912,مؤسسة,corporation,15
7617,دهني,fatty,62
3289,القرآن,quran,87
1070,سكاي,skye,96
14056,سواء,whether,11
796,جيئة وذهابا,fro,98
2233,لاعبي الغولف,golfers,70
11064,شون,shawn,37
11438,جاف,dry,30
13447,مضخة,pump,14
9047,طائرة شراعية,glider,46
11486,شيفيلد,sheffield,33
2098,ماء أسود,blackwater,92
7828,حامل ثلاثي القوائم,tripod,59
13771,تقريبيا,almost,11
10539,عقيدة,doctrine,38
9103,البوتاسيوم,potassium,51
7639,جانبية,collateral,61
8130,جودي,judy,58
12832,اقتصادي,economic,17
14467,مناقشة,discussed,6
6074,شهرة,renowned,66
11036,جزر البهاما,bahamas,37
3660,تطبيع,normalization,14
10093,ريتا,rita,43
12116,ش.,ch,27
9402,بريدي,postal,49
5272,لم شمل,reunited,66
8809,البولكا,polka,53
11089,اخو الام,uncle,36
5602,اسم الملف,filename,73
2676,أطيح,overthrown,90
4723,كروية,spherical,78
14498,صناعي,industrial,14
6758,مما لا شك فيه,undoubtedly,66
383,برونيل,brunel,100
525,كهربة,electrification,99
9081,تنزانيا,tanzania,51
6453,هايكو,haiku,69
11004,برنارد,bernard,37
3078,الرتق,darn,85
6267,فكر,peasant,53
9516,مادلين,madeline,48
14137,إضافي,further,6
8294,روسو,rousseau,57
11621,إختصار,telly,31
9733,القمري,lunar,46
7961,كاثي,cathy,59
6669,تزاحم,scramble,50
984,بولو,bolo,96
5346,الكروم,chromium,75
5705,راوي,narrator,53
6255,اهتز,shook,70
3176,تصاعد,escalating,39
7427,خراب,ruin,35
1434,مستيقظ,awake,92
5615,ستريك,citric,74
11062,الصربية,serbian,36
1299,مشروح,annotated,83
8972,فخ,trap,33
1717,البيريدون,pyridone,94
7967,الوعي,consciousness,56
8577,غير مرئى,invisible,52
8907,ترينتون,trenton,52
12784,عناصر,elements,16
9105,دمية,teddy,51
8879,سينيكا,seneca,53
3023,قتلى,slain,88
6231,غرينوود,greenwood,70
11420,فطيرة,pie,32
13356,مستقل,independent,12
9428,على نفس المنوال,rhythm,46
8857,أصلع,bald,47
7944,مغبر,dusty,59
4913,سوفوكليس,sophocles,78
8882,ناقل الحركة,gearbox,52
465,المنتقدين,detractors,97
5513,حدسي,intuitive,59
10371,قاضى,sue,41
3710,سوبرا,supra,85
12225,بعد ذلك,subsequently,18
2016,موظف,staffed,85
8484,دكستر,dexter,54
13741,إمرأة,el,12
8226,مكة المكرمة,mecca,57
1231,الشعلة,torchbearers,84
14098,غادر,left,8
3814,عبر الأطلسي,transatlantic,85
13610,كلمة,word,9
10151,ركود اقتصادي,recession,39
10788,بانكوك,bangkok,38
6792,دودلي,dudley,66
9869,بومة,owl,37
121,نشاء,starch,96
9820,الاقتباسات,quotations,32
11354,السودان,sudan,34
6922,وي,wee,65
2348,لا ينبغي,shouldnt,91
11787,تنظيف,cleanup,30
6985,بيكا,pika,65
13821,هذا,this,5
144,وايك,aik,100
1651,لسي,lordy,94
12875,رائحة,scent,20
1544,الفورمالديهايد.,formaldehyde,95
6708,فرانكشتاين,frankenstein,67
2015,غير مرئي,unseen,92
1145,علم الاحياء المجهري,microbiology,94
2823,قصارى,utmost,89
9529,حمام,bath,41
895,كسب,graft,89
13923,شبكة,network,8
4634,قمع,quell,70
4252,علقة,leech,82
9658,لانكستر,lancaster,47
10739,ريتشاردسون,richardson,38
8340,أولمبيا,olympia,56
3087,ناري,fiery,88
10103,مسلك,thread,38
232,يتحدى,defied,73
5416,كاسي,cassie,74
4675,ويب,ib,79
595,سيدي,sidi,99
4043,بساطة,simplicity,82
755,كيكي,kike,98
11988,المضاربة,speculation,21
11772,البرازيلية,brazilian,29
7880,محض,dpt,60
5673,مودم,modem,70
10864,انتاج,output,37
14490,تحولت,turned,9
628,غبار,garret,99
9249,زهور,flowers,32
8921,غرقت,sank,52
9679,درع,armour,21
5501,وطأة,brunt,75
11872,المتطوعين,volunteers,16
12084,مكون,composed,22
13983,يساعد,help,6
6126,جارلاند,garland,69
3121,عناب,jujube,88
410,بوجر,booger,98
1867,هيدروستاتيكي,hydrostatic,93
5370,متطايره,volatile,68
14250,ضائع,lost,10
9669,ديابلو,diablo,47
7587,باو,boo,50
11435,الواجبات,duties,18
14438,بدأت,started,7
8194,سويس.,suisse,58
4320,بيدمونت,piedmont,82
2104,سيمفوني,symphonic,92
4701,كلام فارغ,bosh,79
6774,كولومبو,colombo,66
3053,ميرف,merv,88
11854,جاري التنفيذ,ongoing,29
12213,ستيلرز,steelers,26
3443,فانتازيا,fantasia,86
14164,يصنع,makes,5
12423,دير,der,24
4261,القتل,homicide,72
13757,الجنوبي,southern,12
2577,فلوسي,flossie,88
6613,سابل,sable,67
2522,شعر مستعار,wig,81
3401,نوس,nous,87
10378,ساحرة,witch,38
11938,جبنه,cheese,28
12237,جغرافية,geography,26
1460,غير متساوي,unequal,93
7852,مهد الحضارة,cradle,59
1491,بصدق,truthiness,95
10477,الجيش الجمهوري الايرلندي,ira,40
4053,صورة مصورة,pictorial,81
14346,تجاري,commercial,9
5991,إتنا,etna,72
4563,جزازة,mower,75
3654,راكر,rucker,86
4168,خل,vinegar,82
11063,الكولا,cola,36
10367,تات,tat,40
10255,كثافة,density,41
13196,كليفلاند,cleveland,16
12926,ثري,rich,19
10133,النصب والاحتيال,fraud,43
8545,مزامنة,sync,54
8946,صبور,patient,38
13050,يحصل على,gets,7
8144,أبعد,farther,58
8053,مبني للمجهول,passive,56
5089,تاين,tyne,57
4792,أوكسيد,oxidant,39
7722,الصليب المعقوف,swastika,60
8931,مرحلة الطفولة,childhood,52
12341,ذاكرة,memory,13
7836,الفشل,failures,21
12333,مقاومة,resistance,21
13097,التصنيفات,categories,6
7065,الاصطناعية,synthetic,63
8749,باستور,pasteur,51
9024,ثاني أكسيد,dioxide,52
7953,واق ذكري,condom,56
3454,بمعنى,viz,87
8589,دوسر,doser,55
5173,فراغ,leisure,74
270,مؤيد,proponent,72
6281,إسهال,diarrhea,70
9476,همبرغر,hamburger,38
11372,عكس,versa,34
4963,الضم,annexation,53
13667,لا شيئ,nothing,12
12892,غير,nl,20
10702,برميل,barrel,35
9359,المتحولين,converts,16
8573,هابل,hubble,55
5200,قطه صغيرة,kitten,71
2802,ناس,nasal,88
14323,جودة,quality,8
3499,فيشي,vichy,86
6211,رد فعل عنيف,backlash,70
12937,كاف,sufficient,15
685,لوبو,lobo,57
9772,حظيرة الثيران,bullpen,45
674,هاجر,hagar,98
11051,ماشية,cattle,37
1672,قبرصي,cypriot,90
13460,ألك,alk,14
340,الجد والجدة,grandparents,80
14261,يطلق,release,8
8233,ساو,swa,57
12312,في جميع أنحاء العالم,worldwide,25
9213,انضباط,discipline,34
12591,ممارسه الرياضه,exercise,20
12627,فرانسيس,francis,22
1227,أسفلت,asphalt,95
6886,الأسبستوس,asbestos,66
13767,مات,died,10
10194,تقسيم,subdivision,41
5337,إبرة,needle,70
7867,أجور,wages,29
4623,فلوتو,flauto,80
13979,وجد,found,6
13350,سرعة,speed,14
2367,برز,prosper,54
10824,موس الحلاقة,razor,38
13440,ما من أي وقت مضى,whatever,14
5786,رجولي,manly,72
8994,بجعة,goose,52
13476,مستقيم,straight,13
13243,الأحد,sunday,16
11398,الترمس,lupin,33
13694,دفاع,defense,10
278,أرض المعارض,fairgrounds,98
8308,النازيين,nazis,24
671,تمزلج,sledge,93
14029,حول,around,8
13426,جرى,ran,14
6426,غير معروف,unseeded,69
12880,في الواقع,indeed,20
1788,سورا,sora,94
12573,أسهل,easier,23
2180,النزهة,picnic,91
3304,تحليلي,analytical,67
8551,بلازما,plasma,55
1948,خوف,khu,93
65,النكسات,setbacks,73
7970,راج,raj,59
3096,بونتا,punta,88
8401,كردي,kurdish,56
3642,بانديكوت,bandicoot,86
7221,فترة التجربة,probation,62
11100,الرقابة,censorship,36
14138,قمة,top,7
11226,اصلاح,fixing,9
5925,ماطر,rainy,72
12766,بطاقات,cards,13
8398,صدفة,coincidence,39
1088,المؤنث,feminine,94
7917,ووستر,worcester,59
10978,حلو,sweet,36
8743,مناقصة,tender,48
5906,سيكلوبس,cyclops,72
13993,خمسة,five,9
7150,بطليموس,ptolemy,64
6177,فوت,bigfoot,70
662,عيد ميلاد المسيح,yule,98
13048,سينسيناتي,cincinnati,18
5816,يتجنب,avoids,6
1155,الغرغرينا,gangrene,96
66,يحدد بدقة,pinpoint,94
12702,اعادة كتابة,rewrite,17
5761,المستشعر,sensor,61
12745,تصوير,photograph,12
10028,الاقتراع,ballot,36
11259,إقليم,territories,12
10990,إشراق,sunshine,37
10586,كلما كان,whenever,39
9072,كولونيا,cologne,51
10715,طارد، تعقب، متابعة,pursue,31
14133,حياة,life,10
2157,لومين,lumen,90
13448,أنفسهم,themselves,14
13806,مثل,as,5
14172,شفرة,code,12
3712,سكوبا,scuba,85
921,تحصيل,procurement,78
10291,فلمنج,fleming,42
9547,ليختنشتاين,liechtenstein,48
7404,رسغ,wrist,59
14385,أصول,assets,38
11191,انتخابي,electoral,31
10149,بودابست,budapest,43
1067,الزنوج,niggers,47
13912,معلومة,information,5
739,متعامد,orthogonal,94
12325,السخرية,extratropical,25
11095,ما وراء البحار,overseas,36
814,جازي,jazzy,98
9351,بالي,bali,49
12093,أوكرانيا,ukraine,27
13740,مشترك,common,10
13867,لو,if,5
12496,وجه ضاحك,xd,24
10742,الإجهاض,abortion,35
8457,فريتز,fritz,55
9587,بنطال,pants,47
10107,القبائل,tribes,30
665,مدينون,owes,48
4015,شارلوتسفيل,charlottesville,83
2022,العنصر النائب,placeholder,92
10381,خرطوشة,cartridge,36
10818,ميتا,meta,38
12657,انديانابوليس,indianapolis,22
12580,خطاب,speech,22
7837,هزة,shake,48
12015,متعرش,rambling,27
1782,عصابة,ganga,94
4458,فن قص وتشكيل الورق,origami,81
6117,كولوسوس,colossus,71
7085,بندر,bender,63
9058,الزنك,zinc,51
1221,تعويضية,compensatory,96
404,تدمر,palmyra,100
5273,اللاهوتي,theological,53
11246,بشكل أساسي,essentially,26
7671,علم البيئة,ecology,51
11298,رائعة حقا,amazing,32
8800,المذيع,broadcaster,13
12330,بشدة,heavily,25
7092,تورو,toro,61
1670,تتبع,tater,94
1316,مامبو,mambo,96
2269,الفيلكرو,velcro,92
13217,لا هذا ولا ذاك,neither,16
11732,مجمع,compound,26
12267,يكره,hate,23
13411,كوبري,bridge,13
579,غواناكو,guanaco,99
1253,مصقول,polished,20
1903,بوسويل,boswell,93
5288,معكروني,macaroni,76
14347,جهد,effort,6
12569,طائرات,jets,19
4869,شظية,fragment,47
12389,انحياز، نزعة,bias,25
7361,برد,chill,60
9653,منفوخ,blown,47
12223,أقرب,closer,26
5108,بالتأكيد,decidedly,77
10581,بوبيت,bobet,39
6223,جزائري,algerian,67
12404,روس,ross,25
5127,كولا,kola,77
5590,مدلل,spoiled,50
530,سمك الحفش,sturgeon,98
97,محترم,esteemed,72
6554,بوتان,bhutan,68
8448,مشفر,cryptic,55
8005,أحرق,slams,31
14256,المكالمات,calls,8
11649,يستحق,deserves,23
9774,تحقق,verification,45
5515,الإعلان,advert,61
9724,فلينت,flint,46
8419,لفت نبات,turnip,56
11135,تخفيض السعر,sale,21
