ID,ARABE,FRENCH,INTERVAL
9386,حبوب ذرة,maïs,36
3234,نووي,nucléique,82
12788,كينت,kent,12
1586,البووجي,boogie,93
9958,جوا,voler,32
9846,سانتوس,Santos,33
6917,فوز,boer,55
10649,بصري,optique,27
2959,نادي نادي,sororité,83
11768,ضرر وتلف,préjudice,19
178,حنين للماضي,nostalgie,100
3859,تعفن,pourrir,77
3675,خلل,problème,78
200,جيرترود,gertrude,100
756,كيكي,kike,98
6409,الات,machinerie,58
9244,غنى,a chanté,37
9388,كروار,rawork,36
8842,مجمل,intégralité,40
753,الخمول,léthargie,98
11064,الكولا,Cola,24
13332,مستخدم,d habitude,8
5570,انفصال,sécession,65
4063,إيريكا,Erica,75
4868,مزيج,défenseur,70
4801,الكشف,exposition,70
6725,مافريك,Maverick,56
11781,لوكسمبورغ,Luxembourg,19
11906,كوكب المشتري,Jupiter,18
13272,تناوب,relais,8
13301,رفع,soulevé,8
11966,حزمة,groupe,18
8535,بلومباغو,plombagine,43
11750,صحة,précision,19
4935,بالتالي,ergo,69
9714,القوطية,gothique,34
2119,اليأس,désespoir,90
5996,الفستق,pistache,61
12325,كولومبوس,Colomb,15
10819,ميتا,méta,26
3124,أنيون,anion,82
5622,الأقزام,nain,64
12699,خمن,deviner,12
8243,تجاوزت,dépassé,45
1883,ويسكي,whisky,91
412,السيانوريكي,cyanurique,100
6875,اسطوانات,cylindres,55
2591,الإباحية,porno,86
9655,رسول,Messager,35
3051,ثيسل,chardon,83
1464,توبيخ,réprimandé,94
5578,كيتو,keto,64
8119,أزمة,asthme,46
4513,نوبة,frénésie,72
10248,تقاس,mesuré,30
7657,شيكو,chico,49
13673,كامل,ensemble,5
8044,ماريان,Marian,46
4019,كاليه,calais,76
11076,ايداهو,Idaho,24
7130,ازرق سماوي,cyan,53
2769,جالوت,Goliath,85
7960,قطعة,un morceau,47
11,نجمة الشمس,Sunstar,100
11248,سبيرز,lance,23
4174,طبيب الفدرالية,fédéraliste,75
1750,فلم,phalange,92
6975,النيكوتين,nicotine,54
372,شبه منحرف,trapézoïde,100
11097,ممفيس,memphis,24
10738,الم,douleur,27
7606,فال,vallée,49
9739,الصمت,silence,34
11983,تلمس,tâtonner,18
10654,الماسك,receveur,27
8112,رسالة بولس الرسولية,épître,46
13002,مذبحة,massacre,10
777,مذكرت,cartonné,98
4621,المعتقلين,détenu,71
4665,ميلو,milo,71
10675,إضافي,de rechange,27
12549,قتل,meurtre,14
308,شيري,cerise,100
7950,راند ,rand,47
12630,اسميا,nominalement,13
5493,الشيشة,narguilé,65
3963,هاندل,huissier,76
9360,المتحولين,convertit,37
2764,النظام الأساسي,statuts,85
11375,ناش,nash,22
5640,مرن,souple,64
3908,ممتاز,extrêmement,77
10095,خالق الكون المادي,démiurge,31
4354,ميجي,Meiji,73
9853,العاهل,monarque,33
8189,ميك,doux,45
5478,ميم,mime,65
633,متفق,artificiel,99
88,تبييض,blanchir,100
952,طوارق,touareg,97
7110,ساحر,charmant,53
6495,رين,rincer,58
403,مانا,mana,100
3960,كستناء,châtaigne,76
1193,روحي,rhema,96
366,مكت,macaque,100
1669,أربك,émécher,93
12474,سيمون,Simon,14
10921,الكبار,adulte,25
11609,معطف,manteau,20
12011,مربى,Confiture,17
4330,عنيد,tenace,74
10656,الحملات,campagnes,27
6238,باحترام,avec respect,59
5172,سقوط,chute,67
5186,التعطيل,inertie,67
10890,العد,comptes,26
12353,بريسبان,brisbane,15
7027,المخزون,inventaire,54
2437,غضب,colère,88
10504,إشعاع,radiation,28
1288,غير محدد,indécis,95
6836,عيد الفصح,Pâque,55
10492,المنصة,podium,28
10848,أنغولا,Angola,26
13666,حجر,genoux,5
13020,أعلن,déclaré,10
8897,هولت,holt,40
10559,مصطنع,artificiel,28
9401,لانج,languer,36
12293,موسكو,Moscou,15
5713,عطل,fauché,63
9181,هارييت,harriet,38
3359,البولية,urinaire,81
9033,الاحتكار,monopole,39
1705,فرح,réjouir,93
10070,لاما,lama,31
12479,الى حد كبير,très,14
10692,أنجلو,anglo,27
6771,نقص,pénurie,56
7282,الجهد االكهربى,Tension,52
1959,التذكر,souvenir,91
3252,بيكو,pico,82
6143,كيت,cate,60
6115,المميز,jeton,60
12165,مصعد,ascenseur,16
11134,السادس عشر,seize,24
13470,السماح,Autoriser,7
4777,وقحة,salope,70
10048,استثمار,investir,32
2962,سلف,ancêtre,83
7325,تنشأ,surgir,51
6411,الحوار,discours,58
13734,واع,au courant,5
469,بثور,pluribus,99
9507,الجاذبية,la gravité,36
13152,تقدم,avance,9
10145,فاغنر,wagon,31
10083,دولفين,dauphin,31
8056,كولتر,casseur,46
1538,الاستعداد,préparation,94
10207,داء,digue,31
1332,جيبس,jibbbs,95
6873,زوال,disparition,55
3738,بلح البحر,moule,78
7516,القصة,ballade,50
12615,كالجاري,calgaire,13
1659,ندى,nada,93
10135,بابوا,papou,31
12005,المستويات,niveaux,17
8944,ولو,quoique,40
2613,العنوان الفرعي,Sous titre,86
10691,رعب,horreur,27
8151,لاعبا اساسيا,fixation,45
6293,صابر,sabre,59
10223,تجارة,Commerce,30
888,العجز,déficits,97
3270,مكدسة,empilé,81
5691,الثروة الحيوانية,bétail,64
8132,جذاب,agréable,46
12853,غابة,forêt,11
2891,فاكهة,réalisation,84
3376,قفزة,rebondissant,80
6413,مذكرة,mémorandum,58
6851,قالب,mouler,55
3040,الماسونية,maçonnerie,83
1858,ثياب,vêtements,92
8912,أميرال,amiral,40
8224,لاحقة,suffixe,45
3620,يهوذا,Juda,79
11241,ميلز,moulins,23
2128,ماريان,Marianne,90
10205,معالجة,manutention,31
12743,مسلح,armé,12
821,السرطان,cancérogène,98
9461,فيد,fidèle,36
5773,مقتطف,extrait,63
11648,حواء,veille,20
6922,كلب,chien,55
7398,تارا,tara,51
13321,المؤكد,certain,8
3164,كيميائي,chimiste,82
7358,الفرامل,freins,51
12526,لورنس,lawrence,14
1054,ذوبان,solubilité,96
2589,تعرف على,connaissance,86
1500,روجان,rogan,94
7796,الإيثيل,éthyle,48
11683,نفذ,sapin,20
1145,وانكيل,blancheur,96
8416,تعصب,préjudice,43
10812,ليونارد,Leonard,26
10502,عجائب,merveilles,28
5253,سخرية,sarcasme,66
1843,ليلة,chaque nuit,92
7609,النظام البيئي,écosystème,49
1215,جعة,lager,96
638,شماس الكنيسة,bedeau,99
4734,أروع,cool,70
3199,أفعال,verbes,82
323,حارس,videur,100
267,متساهل,indulgent,100
9184,السيروتونين,sérotonine,38
5656,ستيفان,stehane,64
8179,يصدر,exportation,45
2970,مطرقة,maillet,83
10574,التركيبة السكانية,démographie,28
319,الدقة في درجات االإختلاف,nuancé,100
13481,ديترويت,detroit,7
7813,سميثرز,Smithers,48
714,انتشر,à ressort,98
12867,كا,Californie,11
3065,مدخنة,cheminée,82
10422,مصفوفة,matrice,29
7390,تحمل,s offrir,51
4510,رخصة,relâché,72
5831,المؤخرة,culasse,62
2212,البيع,vente,89
6437,دير,terrible,58
3979,سلحفاة,tortue,76
13524,الصيف,l été,6
8655,تكس,Texas,42
8087,الجوراسي,jurassique,46
3099,روديو,rodeo,82
1927,عدل,comtesse,91
12009,تحمل,palier,17
3806,كبح,apprivoiser,77
13065,الجحيم,enfer,10
11887,البافارية,bavarois,18
12181,جسيم,massif,16
10263,مؤقت,intérimaire,30
9530,حمام,bain,35
13672,شمالي,nord,5
12994,طاقم عمل,Personnel,10
729,جرام,dugong,98
12849,متلازمة,syndrome,11
7463,التراث الشعبي,folklore,50
13774,نطاق,domaine,5
2766,سميرنا,smyrna,85
1888,تراوح مكانها,arrêt,91
6125,الأمونيا,ammoniac,60
2165,إعادة التفكير,repenser,89
2538,سوى,profondément,87
12671,بكسل,pixels,13
594,الكروماتينية,chromatine,99
11979,بنيامين,Benjamin,18
3901,متاهة,labyrinthe,77
10699,إعادة تقييم,réévalué,27
9233,انفجار,éclater,38
8853,القرود,singes,40
3839,صدمة,choquant,77
4951,علم أصول الكلمات,étymologie,69
5060,فيني ,vinny,68
1864,جائع,rudoyer,92
8983,جزيئي,moléculaire,39
8668,عاج,Ivoire,42
13677,مسودة,Brouillon,5
3611,تدفق,flux,79
4586,المعيار,critère,72
1153,جولدي,goldie,96
8115,خليط,mélange,46
12675,الفندق,Hôtel,13
1915,غير مؤهل,sans réserve,91
12201,نسبيا,relativement,16
7360,عاطل,inactif,51
5906,خبير,cartman,62
9654,منفوخ,blown,35
5534,البداية,spoutnik,65
6384,تطهير,purge,58
7790,الصفة,adjectif,48
4763,زمالة,camaraderie,70
1463,بتقدير,énormément,94
2317,البديهية,axiomes,88
11496,بلا رأس,sans tête,21
8174,محتشم,modeste,45
5890,الكهنة,prêtres,62
2901,بغضب,avec colère,84
9262,انحلال,dégradation,37
7081,مراكز,central,53
9251,جمجمة,crâne,37
299,أفعى,additionneur,100
7413,فيتش,fitch,51
9142,بوكر,bovinateur,38
3670,احتيال,escroquer,78
12710,أرين,aren,12
12202,أيتها الملازم,lieutenant,16
8619,أوغستا,Augusta,42
1253,مسرحية هزلية,sketch,95
6596,مرتب,soigné,57
12976,متقاعد,retraité,10
10903,مقاطعة,boycotter,25
11701,سخرية,mignon,20
3247,النيلي,indigo,82
10648,البسكويت,bacquet,27
9774,قمامة,des ordures,34
10013,عاجلا,plus tôt,32
2975,ماغنوليا,magnolia,83
11908,شارلوت,Charlotte,18
3557,الناخب,débordé,79
6790,رحلات السفاري,safari,55
7460,أهوي,ahoy,50
4320,كيميتر,déméger,74
12534,بالضبط,exact,14
5303,تالون,talon,66
1533,كيوا,kiowa,94
9936,مشترك,mutuel,32
13642,ثمانية,huit,6
11828,أرنولد,arnold,19
1044,دارو,datant,97
7707,جبال الألب,Alpes,49
10310,مصحوبة,accompagné,30
7715,إفراغ,infieline,49
4945,صهيوني,sionistes,69
3552,توبيكا,topeka,79
11503,ترينيداد,trinidad,21
9816,شنقا,suspendu,33
3375,مؤطر,encadré,80
12881,في الواقع,En effet,11
3722,الهولندية,Dutchess,78
12889,مهرجان,Festival,11
2479,نقار الخشب,Pivert,87
4574,ريبوسوم,ribosome,72
6953,تحلل,dissolution,54
6995,يزعج,chèvre,54
6104,تروس,charpente,61
9587,نويل,noël,35
120,كامارا,camara,100
12401,ينظف,nettoyer,15
2207,معقد,complexe,89
10918,توصيل,livraison,25
35,موظفين,employés,100
10986,غزل,tourner,25
12602,ما يعادل,équivalent,13
3856,بافلوف,pavlov,77
3568,إفشاء,divulgation,79
12176,زوجة,femme,16
9701,محاكاة ساخرة,parodie,34
12724,الإثنين,Lundi,12
7052,ميال,enclin,53
13788,الموت,décès,5
2451,تراجع,rétracté,87
12013,برونكو,broncos,17
8997,همسة,chuchotement,39
10715,جيل,gail,27
11234,مبارزة,duel,23
2972,تعهد,entreprise,83
9415,تحرش,harcèlement,36
7248,هدير,rugissement,52
3668,عقوبة,sanction,78
10702,لامع,brillant,27
2946,سماعات الرأس,écouteurs,83
13789,التحليلات,Analyse,5
3223,صقلية,sicilien,82
145,وايك,aïque,100
7431,بولمان,pullman,51
3681,ازدراء,mépris,78
953,وسيط,bourrasque,97
3485,الجليدية,glacé,79
12358,المؤسسات,institutions,15
11038,متكرر,redondant,24
9542,لا,ne fait pas,35
6646,الرقابة,surveillance,56
11384,كثير,beaucoup,22
4989,سالينا,saline,69
2077,مبشر,évangéliste,90
7311,احتلال,gazon,52
13023,هاتف,téléphoner,10
4279,جرم,grue,74
9108,ملحق,supplément,38
793,بالكهرباء,électrolyte,98
10362,وندسور,windsor,29
13085,سنغافورة,Singapour,10
4306,لا مفر منه,superflu,74
8318,إكسون,exxon,44
6497,المجيد,glorieux,58
13342,شاعر,poète,8
6967,غير ملائمة,défavorable,54
3576,السماوية,céleste,79
13645,صالة,salle,6
12213,كولين,colin,16
12051,دولار,mâle,17
6070,ناظر,plaidoyer,61
12103,بروتوكول,protocole,17
12846,الوقود,carburant,11
3087,خالية,dépourvu,82
8008,الاسترالي,Aussie,46
384,برونيل,brunler,100
226,تمتد الظهر,arrière,100
11729,ميلانو,milan,19
12725,إصابة,blessure,12
6232,غرينوود,Greenwood,60
1859,ميداس,Midas,92
9185,التناظرية,analogique,38
8209,خنفساء,scarabée,45
6880,موريتانيا,Mauritanie,55
13671,مصطلحات,termes,5
11623,لوحة,La peinture,20
8034,وظيفي,fonctionnel,46
6482,الشهباء,buffy,58
12395,بينما,tandis que,15
4696,جزازة,rouceuse,71
13449,أنفسهم,eux mêmes,7
10180,ماليك,maliguer,31
11184,الفيكتوري,victorien,23
10009,خط الطول,méridien,32
12933,جنو,gnou,11
10136,فرساي ,Versailles,31
3371,الأدينوزين,adénosine,80
7498,تطوعي,volontaire,50
11476,مكبر الصوت,conférencier,21
12501,الأكبر,plus grand,14
5935,معقول,plausible,62
1893,الكارثة,calamité,91
6127,جارلاند,guirlande,60
2941,تأجيل,reporter,83
9623,بالاشتراك,conjonction,35
1558,متعاطي المخدرات,beamer,94
7586,وحيد القرن,rhinocéros,50
13637,معلم,tagué,6
11879,بورتلاند,portulaire,18
8643,ستافورد,Stafford,42
3679,سمعة سيئة,notoriété,78
6878,بريتون,Breton,55
11950,قناة,canal,18
13220,دوغلاس,Douglas,9
5325,نانا,nana,66
11094,مدفع,canon,24
11436,الواجبات,fonctions,22
12547,يدفع,Payer,14
8271,عفا عليها الزمن,obsolète,45
133,غانا,ghanéen,100
4233,ديدي,diddy,74
8750,باستور,pasteur,41
3631,كرابر,poignée,79
12861,غيتار,guitare,11
10667,ستالين,staline,27
12811,سويسرا,la Suisse,12
3225,من السلاح,démilitarisé,82
2633,العصبي,neural,86
4486,الصرع,épilepsie,72
472,عقبة,attelage,99
5738,غلوفر,gantier,63
12840,الخريف,le printemps,11
1380,ناهواتل,Nahuatl,95
357,الأميرالية,amirauté,100
5300,سوء السلوك,inconduite,66
13088,فلز,métal,10
4959,مظهر زائف,façade,69
1771,ليل,laïque,92
2731,طحن,affûtage,85
6224,جزائري,algérien,60
5819,ميدوسا,méduse,62
13247,أتلانتا,Atlanta,8
3113,مدهش,dandy,82
2508,مستحلب,émulsion,87
3136,جراحي,chirurgical,82
10404,رجس,saleté,29
8928,بحار,marin,40
6903,تحطمها,écrasement,55
8796,الكلى,un rein,41
5988,علامة مائية,filigrane,61
1821,شربة,sherpa,92
6009,الماندرين,mandarin,61
7929,سديم,nébuleuse,47
11827,وداعا,au revoir,19
9322,كورنوال,Cornouailles,37
10097,تلسكوب,télescope,31
9893,البلاتين,platine,33
5413,أنقرة,Ankara,65
8600,الوسائط المتعددة,multimédia,42
6294,سكاربورو,Scarborough,59
8500,المدينة المنورة,médina,43
6047,القيصر,tsar,61
9695,تعويذة,mascotte,34
7170,انتعشت,rebondir,53
7411,انذار,ultimatum,51
12238,جغرافية,géographie,16
7015,التعاون,innovation,54
1976,جونال,gonale,91
9011,اعادة تشغيل,redémarrage,39
2950,الفوسفو,phospho,83
1484,مبالغة,succurseur,94
13454,فنان,artiste,7
5944,بونجابي,punjabi,62
12998,هاميلتون,hamilton,10
13669,دخل,entré,5
8920,قمة افرست,everest,40
4152,باين,bain,75
9319,قوارب,environ,37
4693,محمصة,grille pain,71
13164,نووي,nucléaire,9
815,جازي,jazzy,98
8861,دير,une abbaye,40
5818,هيدروكسيليز,hydroxylase,62
7013,حشوة,rembourrage,54
600,قرف,Pouah,99
3119,منصات,plate forme,82
9994,في كل مكان,partout,32
4141,بدوية,bédouin,75
10196,كيربي,kirby,31
4558,باري,parer,72
8800,محسوب,calculé,41
603,صاخب,rauque,99
10740,ريتشاردسون,Richardson,27
9442,الخلافات,désaccord,36
5905,استرفاع,lévitation,62
3798,الطائر الطنان,colibri,77
6775,كولومبو,colombo,56
11273,هربرت,herbert,23
3800,مرض الحصبة,rougeole,77
5083,خادم,serviteur,68
5337,لوما,loma,66
9898,الة النفخ,tube,33
4438,صباغ,teinturier,72
11658,دورهام,durham,20
3512,قاعة رقص,salle de bal,79
11778,الترخيص,licence,19
9795,توتر,tendu,33
2758,سمك مدخن,saumon fumé,85
5260,بلا هوادة,sans relâche,66
5338,إبرة,aiguille,66
3780,كيتس,keats,77
6475,ارتداد,annonces,58
12879,أنواع,les types,11
12625,إعصار,tornade,13
12004,البلدغ,bulldogs,17
3394,السلوفينية,slovène,80
11620,بلغاريا,Bulgarie,20
9840,الانخراط,engageant,33
12877,أعظم,plus grand,11
8143,متنوع,varié,45
7579,اميليا,Amelia,50
9540,بحري,nautique,35
7972,الشيخ,cheik,47
1238,بفظاعة,terriblement,95
7645,شبكه عالميه,blême,49
9577,ثروة,richesse,35
2543,وتر,waller,87
7391,رجل صالح,Homme bon,51
3827,رنا,rana,77
9864,ماكفيل,McPhail,33
10057,مالي,Mali,32
9573,لوسي,lucy,35
3180,نقاء,pureté,82
3697,بروغ,programme,78
12056,جيفرسون,Jefferson,17
9616,لخص,résumer,35
5872,ووه,vaincre,62
5324,قافية,rime,66
11042,نورسمان,Norseman,24
2845,البفن,macareux,84
10297,ويبستر,Webster,30
1575,التعبير,sonorisation,93
4150,حقيبة الظهر,sac à dos,75
9012,كين,kane,39
12064,كاتب,écrivain,17
2390,نعي,nécrologie,88
2667,بوق,clairon,86
13241,ميسوري,Missouri,8
8382,أوقات الحياة,durée de vie,44
7883,جدوى,puissant,47
13161,عالمي,global,9
378,فانغ,gonfler,100
12751,ديك ,queue,12
12406,خشب القيقب,érable,15
13733,قليل,meugler,5
418,شهادة البكالوريا,baccalauréat,100
8848,الأبراج الفلكية,zodiaque,40
5425,إيموري,éminence,65
2005,الخطوط,polices,90
849,أجريكول,agricole,98
6785,انزلق,glacial,56
4806,ادانة,condamner,70
3971,معجزة,prodige,76
4144,تورا,tora,75
8122,مندوب,déléguer,46
1038,الهاربين,s adapter,97
11819,بجانب,outre,19
404,صاح,gonfler,100
3311,محاكمة,sommairement,81
1416,بطلة,héroïne,94
12950,متكافئ,qui convient,11
9387,البلغارية,bulgare,36
8360,بيت كبير,Manoir,44
4648,بلانكو,blanco,71
11227,اصلاح,fixation,23
8058,صدقت,ratifié,46
2986,خير,charitable,83
12745,كارثة,catastrophe,12
5758,شد,baise,63
961,إتفاق,entente,97
9115,غير مستعمل,inutilisé,38
913,التشخيص,diagnostique,97
7541,صرب,serbe,50
11680,أوروجواي,Uruguay,20
7995,السويس,suez,47
7451,احتجاز,retenue,51
10896,ميليشيا,milice,26
12310,تشكيلة,variété,15
9046,حكم,jugement,39
4295,مقص,les ciseaux,74
10428,مستقر,stable,29
9975,السنغال,Sénégal,32
13548,معادلة,formule,6
8198,غائب,absent,45
5987,موندي,Monde,61
4904,الرنة,renne,69
9702,الاستنتاجات,conclusions,34
5854,جراد,graal,62
6644,يختفي,disparaître,56
5313,الحلويات,confiserie,66
8713,الهامستر,hamster,41
9790,إيثرنت,Ethernet,34
5938,جورج,gorge,62
7729,تدفق مائى   صرف,flushing,49
4366,جاغر,jagagance,73
13760,مألوف,familier,5
7794,اقتراح,proposition,48
1326,الكلوروفيل,chlorophylle,95
1095,بوتانول,butanol,96
8878,مياه المجاري,eaux usées,40
11493,عادي,typique,21
416,ماكسي,maxi,100
3623,صولجان,masse,79
2734,السباكة,plomberie,85
3016,هنتلي,huntley,83
7366,بومبي ,pompéi,51
8765,فريسنو,fresno,41
7650,بوذي,bouddhiste,49
7492,جدار الحماية,pare feu,50
7664,مشع,radioactif,49
11296,اللوازم,Provisions,23
8283,بوسيدون,poseidon,45
1962,العسكري,Askari,91
4862,السودانيين,soudanais,70
13518,طبعة,imprimé,6
8379,مؤقت,tôle,44
12515,ليفربول,liverpool,14
6306,رذاذ,vaporisateur,59
10155,شهريا,mensuel,31
13531,دفع,Buisson,6
6545,التوصيل,courrier,57
1891,انزل,caché,91
7923,ضروري,nécessité,47
11566,بروس,bros,21
2087,رشيق,zippy,90
9320,و,endosser,37
59,عصير الليمون,limonade,100
13331,فطر,champignon,8
11367,ميثاق,charte,22
6379,أنصاف,moitiés,58
6977,ميل,pente,54
6701,انطلق,Suggers,56
9490,فوتي,foot,36
4054,صورة مصورة,pictural,75
8137,خنجر,dague,46
11756,غريب,étrange,19
3757,ثور,bœuf,77
1432,مراقبين,observateurs,94
12599,أسطورة,Légende,13
8423,غير متوقع,inattendu,43
12884,مائة,cent,11
8019,نوكسفيل,Knoxville,46
1294,الحمراء,Alhambra,95
9932,تعذيب,torture,33
7194,بارلو,barlow,52
1412,موجه,orienté,94
7849,الذرة,maïs,48
9919,الشيطان,Satan,33
4271,العصر الحجري الحديث,néolithique,74
3885,الطيور,volaille,77
8605,ذكي,astucieux,42
3244,غريوندي,grundeur,82
8582,حطام سفينة,détruire,42
1389,الأرجنتين,Argentino,95
8877,كوستر,Coaster,40
3127,سالومون,salomon,82
9517,مادلين,Madeline,36
8414,عارض,décontractée,43
2009,ظرف,adverbe,90
10331,رحلة,voyage,30
2403,الطب النفسي,psychiatrie,88
10071,متعبه,fatigué,31
3149,بوتشيت,puget,82
11347,ألبانيا,Albanie,22
4455,تبخر,évaporation,72
11454,وايومنغ,Wyoming,21
11611,ليتوانيا,Lituanie,20
11294,كوليزيوم,Colisée,23
8876,أبو الهول,sphinx,40
3268,غير مثبت,non prouvé,81
713,غير مكتوب,non écrit,98
12072,كورفوس,corvus,17
13216,حلقة,épisode,9
8604,الشمال,nordique,42
6887,الأسبستوس,amiante,55
3556,مسقط,muscat,79
609,باديكير,pédicure,99
966,سوير,soir,97
1244,بفخر,fièrement,95
1358,القلوية,alcalin,95
3038,سمك البحر,sunfish,83
10528,حالا,rapidement,28
11219,جنبا إلى جنب,aux côtés de,23
5942,الرسوبية,sédimentaire,62
13455,نكتة,blague,7
11051,الفصل,chapitre,24
6611,مرشد,mentor,57
2848,كلية,collage,84
12869,النرويج,Norvège,11
1632,فرج,vulve,93
3996,كاسينو,cassino,76
13266,إحساس,sens,8
6504,شخ,pisse,58
8579,هاسيندا,hacienda,42
8875,حادثة,occurrence,40
12574,أسهل,Plus facile,13
11324,حوض,creux,22
10514,شائعات,rumeurs,28
6791,بازيلاء,pois,55
7760,خليط,Battre,48
10855,قاس,difficile,26
1345,شبكة,engrener,95
12913,مؤسسة,société,11
4942,غسيل ملابس,lessive,69
2712,نسر,vautour,85
1424,تيروزين,tyrosine,94
8025,التهاب الكبد,hépatite,46
3163,الرابط,lien,82
1833,كاديس,cadeur,92
8930,النازية,nazisme,40
2028,يقوض,sape,90
8502,حساب التفاضل والتكامل,calcul,43
6432,مقالات,essais,58
12200,باب,porte,16
9061,خدش,rayure,39
2203,ليندي,lindée,89
11473,بيت المقدس,Jérusalem,21
968,من أصل اسباني,hispaniques,97
8905,إليزابيثان,élisabéthain,40
1391,باراجواي,paraguayen,95
158,كابسة ورق,agrafeuse,100
5621,مكوندو,condor,64
3417,سكوتر,scooter,80
1409,نائم,dormeur,94
7386,وسط,milieu,51
6181,الشواغر,vacance,60
4014,تمويه,camouflage,76
12375,كهربائي,électrique,15
10199,بوع,board,31
6483,غير متصل على الانترنت,hors ligne,58
10689,يرجى,gentiment,27
9885,الثامنة عشر,dix huit,33
1388,بند,intra,95
11392,داخلي,intérieur,22
13125,همز,pousser,9
5594,طفره,mutation,64
12074,الجاسوس,espionner,17
9015,أشعل,éclairé,39
10922,هرم,pyramide,25
5866,التوحيد,unitaire,62
8588,الإيثار,altruisme,42
2990,غير مطلع,non informé,83
10877,خامد,distinct,26
1580,غاضر,furieux,93
7720,الأساسية,sous jacent,49
3850,كاميلا,camilla,77
3581,في تحقيق,atteint,79
4507,في انتظار,attendre,72
11404,خبير,expert,22
214,البروليتاريا,prolétariat,100
11167,مقدم,soumis,24
13694,الحب,amour,5
7575,الكرمل,carmel,50
8691,هيكس,hicks,42
7909,صهيونية,sionisme,47
8933,كاثرين,Katherine,40
410,كمين,piège,100
6073,غزت,conquis,61
4448,زحف,ramper,72
4794,تناظر,symétrie,70
1121,الحبار,seiche,96
10826,بلا هدف,inutile,26
6259,وفاء,fidélité,59
1779,شنغ,bricolage,92
2046,الدوار,rond point,90
752,التارو,tarot,98
12110,ملتزم,engagé,17
8799,شهادة,témoignage,41
12119,دودجرز,dodgers,17
6756,ملائم,favorable,56
1096,بني,bocker,96
2546,شاحنة,camion,87
12646,تحقيق,enquête,13
10012,ماني,manny,32
12924,وعلاوة على ذلك,en outre,11
6056,رابية,brouette,61
5006,كرات,sphères,68
7709,النيص,porc épais,49
4283,ماصخ,fade,74
3115,طحال,rate,82
13743,صبي,garçon,5
2417,خلقي,congénital,88
56,أوفا,ovule,100
8949,دود,dodu,40
13543,إضراب,la grève,6
10676,برنت,brent,27
9848,بيت شعر,verset,33
1605,خبيث ماكر,malin,93
7730,السفاحين,voyou,49
2698,عديمي الجنسية,apatride,86
5556,سامسارا,samsara,65
11417,موكب,parade,22
4275,أوكسيداسي,oxydase,74
13097,كوخ,cabane,10
13071,تصل,atteindre,10
1398,بيرير,berrier,95
6827,استميحك عذرا,pardon,55
4694,كاريكاتير,dessinateur,71
11939,جبنه,fromage,18
2285,منجنيق,baliste,89
10077,أرتميس,artemis,31
3689,سند,sind,78
9303,في,défier,37
12496,سفينة,bateau,14
5480,رزمة,paquet,65
2258,منقذ,plaid,89
8111,هلال,croissant,46
11593,البرتغالية,Portugais,20
3718,ناب,napalm,78
8962,همنغواي,Hemingway,40
9232,جنس,le sexe,38
7734,فورة,fête,49
8828,بيجو,Peugeot,41
9256,فيثاغوراس,Pythagoras,37
6788,عن بعد,à distance,55
2237,كونجو,kongo,89
10891,أينشتاين,Einstein,26
11901,كريستال,cristal,18
464,الباطل,mensonge,99
749,انقطاع النفس,apnée,98
8757,بوق,trompette,41
4547,علاء الدين,aladdin,72
13094,الأرجنتين,Argentine,10
12925,جاي,geai,11
7512,المدعي العام,procureur,50
9753,سونغ,chanté,34
8633,بيتهوفن,beethoven,42
5229,التهاب المفاصل,arthrite,67
7765,تجاوز,contourne,48
12985,النمسا,L Autriche,10
575,غمر,immersion,99
10333,فلورنس,Florence,30
1443,ترايدنت,trident,94
13232,أنطونيو,Antonio,9
5764,الإزاحة,déplacement,63
10185,نيون,néon,31
12767,بطاقات,cartes,12
209,شن,fusionné,100
12848,تؤكد,confirmer,11
6375,الركود,marasme,59
12327,تصنيف,classement,15
1664,مصيبة,malheur,93
1457,عاجز,sans espoir,94
10102,يرتدي,habillé,31
6599,تامي,tammy,57
4177,لانيه,lanier,75
7672,علم البيئة,écologie,49
13090,إنسان آلي,robot,10
1450,إعادة استخدامها,réutilisé,94
10020,كابوت,cabot,32
2484,لوكو,locomotive,87
13521,عديد,nombreux,6
10797,البوذية,bouddhisme,26
3520,كلاوديوس,claudius,79
6303,حلزون,escargot,59
831,زرب، جمع، رتب، طوق,corral,98
10262,الحزبية,partisan,30
6580,كيبور,kippour,57
13115,سائق,chauffeur,9
6012,حقل صغير مسور,petite ferme,61
3650,مشهد,spectacle,79
5842,سيجار,cigare,62
1749,اليديشية,yiddish,92
6506,دوري,cyclique,58
2536,الخطي,khatri,87
10913,اللغة العبرية,hébreu,25
4055,المنحدر,rampe,75
7126,جين,Jeanne,53
13277,الجو,la météo,8
706,ضائقة,épreuves,98
10607,مزاح,plaisanter,28
769,الكادميوم,cadmium,98
9706,المتوقفة,bloqué,34
748,فاسار,vassar,98
7375,الذرة,seigle,51
9343,مثيري الشغب,émeutiers,37
12797,ستيوارت,Stewart,12
13595,حاضر,cadeau,6
9117,وجه الفتاة,Oups,38
7825,يوتوبيا,utopie,48
3302,شخص,personnage,81
8936,قناديل البحر,méduse,40
9649,غداء,déjeuner,35
13297,نبراسكا,Nebraska,8
7735,جلد,cuir,49
4363,اعترف,avouer,73
6832,الحفاظ,soutenir,55
8841,علامات ترقيم,ponctuation,40
10987,هجين,hybride,25
