ID,ARABE,TURC,INTERVAL
6403,ماتيلدا,matilda,69
14255,sity,laf,100
5064,طائفية,mezhep,75
12072,جا,ja,28
1474,بيلبي,bilner,95
12338,الإلكترونية,elektronik,20
1152,جولدي,goldie,95
10171,في أي مكان,hiçbir yerde,43
1755,سريالية,gerçeküstü,65
6694,ميرلين,merlin,67
9822,أورانوس,uranüs,46
8245,اختراق,atılım,55
7704,الراكون,rakun,61
9758,التنظيمية,organizasyonel,46
119,كامارا,camara,100
9442,إثارة للخلاف,çekişmeli,49
12565,إثبات,ispat et,15
1356,غلينوود,glenwood,96
8737,مهينة,aşağılayıcı,54
12878,أنواع,türleri,7
1234,ينقل,aktarmak,17
13355,تقريبا,neredeyse,15
2773,هزيمة,damlama,84
607,كاتب السيناريو,senaryo yazarı,99
9447,ديو,dei,49
7824,يوتوبيا,ütopya,61
11890,شعار,amblem,28
8254,كمان,keman,57
6569,المهملة,ihmal edilmiş,56
7521,الاموات الاحياء,zombiler,25
13886,شركة,anc,18
4788,هالات,helas,75
10948,وارسو,varşova,38
4008,لولو,lulu,83
11923,ذكري المظهر,android,29
6281,إسهال,ishal,70
6800,ماي,mae,66
13546,ساحل,sahil,13
5109,غير محدد,belirtilmemiş,77
9714,الاحتفالات,törenler,22
4073,ليترمان,mektupcu,83
227,التجميل,kozmetoloji,100
12377,كامبل,campbell,25
9158,خط الاستواء,ekvator,29
10854,قاس,zorlu,38
5720,أساليب,modlar,35
1295,الملوحة,tuzluluk,81
1933,المارودر,marauder,81
11753,طروادة,troy,31
12054,الدمى,kuklalar,23
10277,مفكر,entelektüel,38
7013,بودنغ,puding,62
12923,وعلاوة على ذلك,dahası,20
9872,الشذوذ الجنسي,eşcinsellik,36
7593,قبو,bodrum,61
4959,بدون طيار,insansız,77
13238,ستانلي,stanley,16
7025,نضوب,tüketme,50
6603,الأثير,eter,63
3431,hawkeye.,şahin göz,86
8252,وو,vaka,57
8107,مسدسات,tabanca,41
3284,الشريعة,şeriat,87
2899,نزع سلاحه,devredilen,58
6135,كوكتيل,kokteyl,65
1015,الأنديز,and,97
11188,فارغة,boş,34
3437,دغا,degas,87
4812,جنون العظمة,paranoya,78
7205,الصرف الصحي,sanitasyon,61
3521,كانادا,kannada,86
8950,فتحة,yuva,46
8935,قناديل البحر,deniz anası,53
5251,لبن,lr,76
13862,سنين,yıllar,6
4853,البروستات,prostat,77
11413,المتداول,yuvarlanma,18
9204,إلهي,ilahi,47
8795,الكلى,böbrek,52
12955,يهودي,yahudi,19
3682,firestone.,ateş taşı,85
749,التسمم الوشيقي,botulizm,98
8505,رومني,romney,56
13245,جيسون,jason,16
9510,يضخ,boru,39
14372,قاعدة,kural,7
1478,ماء مالح,tuzlu su,95
13352,لجنة,kurul,15
7912,ليندر,lanet,60
12724,إصابة,incinme,16
12367,جنون,delilik,20
7407,مستودع,depo,58
4199,أحرف صغيرة,küçük harf,82
14384,يقود,yol göstermek,7
14317,متضمن,dahil olmuş,9
3417,ساجان,sagan,87
6817,نعمة,nimet,67
2989,غير مطلع,bilgisiz,80
4532,الاحتفال,anma,29
1772,عديم الجنس,aseksüel,87
12315,المكسيكي,meksikalı,25
14059,وحدة,birim,7
13481,بارد,serin,13
10001,نبذة مختصرة,öz,42
9690,هارتفورد,hartford,47
13440,ما من أي وقت مضى,her neyse,14
6475,ريادي,girişimci,63
5398,راهبة,rahibe,66
14464,قدم,dosyalanmış,6
14249,أموال,para kaynağı,22
4130,العديد من,çokluk,81
4793,تناظر,simetri,77
5725,حذرهم,önemsemek,66
595,سيدي,sidi,99
1448,تينغ,ting,85
3956,أبتاون,şehir dışındaki,83
6114,المميز,jeton,65
12547,تبادل,değiş tokuş,21
4419,النظير,izotop,69
3038,زعتر,kekik,88
6674,رادمان,rodman,68
6536,تور,cinas,64
5107,بشكل مفاجئ,aniden,77
3698,أسفل,aşağıya doğru,46
9263,لوك,loc,50
10932,مثلث,üçgen,36
3852,متفرعة,dallanmış,26
13838,جديد,yeni,6
12703,المفضل,favori,21
479,شربوا,çatmak,99
9877,وحدة التحكم,konsol,34
1314,سوء التغذية,yetersiz beslenme,96
12358,طبيب,doktor,20
6264,الأمثل,optimum,70
1738,الباطن,ezoterik,93
4702,غير مسؤول,sorumsuz,77
6574,ووت,wot,68
2748,بونيان,bunyan,89
12436,ارتياح,rahatlama,25
9546,مجاعة,kıtlık,47
7321,إخراج,atılan,54
4988,سالينا,salina,66
1721,تتميز,karakterize,80
10108,وحيد,yalnız,38
5679,خردل,hardal,73
7260,الخصية,testis,62
11770,فيجي,fiji,31
2736,الدجال,quack,88
1302,ضربة شمس,güneş yanığı,93
4851,هولشتاين,holstein,79
7819,لوسيا,lucia,61
14243,منتهي,tamamlandı,9
14018,حاضِر,akım,7
2038,أناندا,ananda,92
11168,عذر,bahane,34
10241,حلاق,berber,42
10897,الراعي,çoban,38
4975,تشخبص,teşhis,78
10739,ريتشاردسون,richardson,39
10807,نيابة عن,adına,38
11849,كورنيل,cornell,30
8674,راهب,keşiş,39
10162,الصعوبات,zorluklar,32
14499,ديفيد,david,9
6691,منحت,ihbar,62
1657,غلا,gala,93
9789,إيثرنت,ethernet,46
12513,حالة طوارئ,acil durum,17
2108,ميتزفه,mitzvah,92
4007,مخرف,perişan,77
9180,هارييت,harriet,51
8569,المغزى,sürüklenme,35
5145,دومينيكا,dominika,77
2345,في مكان ما,bir yere,91
7903,الدفع,çıkış yapmak,59
1982,الفوز بالجائزة الكبرى,jackpot,92
4268,تقويم,almanak,81
500,فايسم,feist,99
7353,المناظر الطبيعيه,manzara,58
5541,نور,kayrak yapmak,55
5671,سيد,syli,74
3998,ضبابي,sisli,83
13108,زعيم,önder,12
9532,إعادة بناء,yeniden inşa etmek,48
188,روكس,rox,100
10370,الإعلانات,reklamcılık,7
10579,مسدس,colt,21
10769,راكب,yolcu,28
13103,السيرة الذاتية,biyografik,18
3925,قواد,gu,84
7315,رجل اعمال,işadamı,63
13036,يرمي,attı,19
6479,ترميز,kodlama,12
4068,بازوكا,bazuka,83
7259,إطراء,tamamlayıcı,58
11655,هبوط,düşme,12
7201,إيليا,elijah,64
9456,مفيدة,enstrümantal,26
10757,مقياس,ölçmek,38
12078,الهواة,amatör,27
4137,قاعة الدراسة,sınıf,75
4403,ريجنت,naip,35
1376,ترينا,trina,96
10213,الجبار,güçlü,43
14429,سعر,fiyatlı,18
5244,يهاجر,çukurlar,75
5627,ميثوكسي,metoksi,74
5256,الإمبراطورة,imparatoriçe,75
14471,الأعمال,işletmeler,13
5140,شريط فيديو,video kaset,65
7032,رودسيا,rhodesia,65
8375,ميالى,sci,56
13991,تجارة,ticaret,12
8716,تنصل,feragatname,19
12455,مهندس,mühendis,7
5428,أقرم,nox,75
5898,الماركسية,marksizm,72
7559,ميتر,solucan,62
5053,الباسك,baskın,75
12272,بابا الفاتيكان,papa,26
14108,استثمار,yatırım,28
480,أحادي المعدن,monomer,96
9382,طبول,davul,29
11632,هطول الأمطار,yağış,32
5705,راوي,dış ses,54
123,ياكيما,yakima,100
5597,بغيض,bubi,66
8624,الهربس,herpes,55
2128,بونغو,bongo,81
11673,فريسكو,fresk,31
2844,البفن,martı,89
1265,التسعينات,doksanlar,53
14504,أشواط,koşar,7
3616,الملابس الداخلية,iç çamaşırı,77
2611,الشفرة,şifrelemek,88
1424,الهتافات,kıtlar,50
11431,لويسفيل,louisville,34
4001,مذهب,yaldızlı,83
1697,فن الخط,kaligrafi,94
9853,جامع,yale,46
3671,قطري,diyagonal,77
9946,صهيون,zion,45
11314,كل من,her kim,35
10793,الإعدادية,hazırlık,38
12984,النمسا,avusturya,19
7424,حكمة,bilgelik,62
12785,المناقصة,teklif etmek,18
11337,القرف,bok,34
537,فاس,fes,99
10002,مصور,görüntü,45
11634,بقلم,çörek,32
9898,البضائع,kargo,45
10160,فيليكس,felix,43
4250,سيامي,siyam,82
1083,مقيدات,reins,73
112,ترون,tron,100
3101,السداسي عشري,onaltılık,88
11831,في الأساس,temel olarak,15
14294,سيارة,araba,9
14182,البنوك,bankalar,14
11750,مصرية,mısırlı,28
1132,باندا,banda,96
9404,ورقة رابحة,koz,47
9630,مورس,morse,48
1501,الاكتوثير,aktüer,88
8878,بونو,bono,53
2622,حربية,savaş gemileri,58
12511,اتجاه,yön,12
3765,دوريان,durian,85
5368,قوقازي,kafkas,75
3833,بكين,pekin,78
5647,حقير,aşağılık,74
4531,فولهام,fulham,80
5509,غريب الأطوار,eksantrik,50
610,تعويذة، شعار,mantra,97
11147,روزا,rosa,36
3929,المظلات,parasanglar,82
3090,مينش,mensch,88
11563,محافظه,metropol,32
4608,سيوداد,ciudad,80
13023,الحدود,sınır,16
2574,كشف رواتب,maaş bordrosu,89
4409,بيثيل,bethel,81
11047,ليبيا,libya,37
11025,ذيل,kuyruk,29
11234,العميد,bigadier,35
9950,رائد,öncü,36
7609,أكابولكو,acapulco,62
277,سيارات السيدان,seddi,49
4814,الغزاة,istilacılar,31
11819,هبط,küme düşürülmüş,25
11560,البس، ارتداء,giymek,22
631,غير مختصر,kesilmemiş,99
10415,جولي,juliet,41
3361,ميثيلفينيد,metilfenidat,87
6877,بريتون,breton,66
12013,walkie.,telaş,28
794,ثاديوس,thaddeus,98
10369,الجبر,cebir,39
9365,خطر,jeopary,50
1549,مولدر,mulder,95
9692,الخامس عشر,onbeşinci,47
221,غال,gaul,98
11721,التنافس,rekabet,30
10681,قذر,kirli,39
6608,غير مسند,okumuş,68
12419,تومي,tommy,25
11269,مالطا,malta,35
5049,tufts.,tüfler,75
945,الكراميل,karamel,95
1546,باد,padre,43
1400,ألمع,en parlak,95
10331,النمر,panter,25
12670,بكسل,piksel,21
13283,سيدني,sydney,16
5904,استرفاع,kaldırma,71
7296,البلقان,balkanlar,54
9570,المزارعين,çiftçi,39
14441,إمداد,tedarik,18
13357,أونت,ont,15
3873,مشاة,yaya,77
326,اينيس,aeneas,100
11829,أيون,iyon,30
13225,سقط,düşmüş,16
2708,archangel.,baş melek,88
11038,اهوار,bataklık,36
7548,هانوفر,hanna,62
8938,فقس,kapak,50
11970,جلب,getirme,6
8416,أوريون,orion,56
11210,باك,pac,35
11218,جنبا إلى جنب,yanında,36
13396,الجسم,gövde,13
3309,أحيائي,biyolog,74
5198,مساعد الانزيم,koenzim,76
2680,الأوغندي,ugandan,89
11100,الرقابة,sansür,37
2772,ميلا,mila,89
3512,التخمير,fermantasyon,81
10016,مميت,ölümlü,35
12499,الإرهاب,terörizm,19
14247,قوة,güç,8
2795,بلاك بيري,böğürtlen,89
10655,الحملات,kampanyalar,13
7583,صعبة,sünnet,54
5646,الأصولية,kökten kimse,67
8090,ميدلاند,midland,43
5572,إجلال أو بيعة أو احترام,saygı,73
13434,جلبت,getirilmiş,14
12268,مسلم,müslüman,21
11420,فطيرة,turta,32
12191,كوميديا,komedi,27
6309,الأرميدين,archimedean,70
4535,أكثر ذكاء,daha akıllı,80
6470,محصن,takviye edilmiş,63
10045,المتحدث باسم,sözcü,44
14382,مكتمل,tamamlamak,8
1435,الوهمي,plasebo,95
4834,بيندي,bindi,78
5601,ريتر,ritman,74
651,إيفيدرين,efedrin,98
8852,القرود,maymunlar,23
11422,شطرنج,satranç,34
4884,قدمها,ayaklı,19
4389,لا رجعة فيه,geri alınamaz bir şekilde,80
12810,سويسرا,i̇sviçre,21
2098,ماء أسود,siyah su,92
4012,ستراينج,kınama,73
1444,التشكيل,diapritik,89
5106,لا يصدق,inanılmaz,70
11821,تسلسل,sekans,27
10150,التزلج,kaykay yapmak,30
11851,جرائم,suçlar,15
3277,هيد,hed,87
5582,في يوم ما,bir gün,74
3676,تينور,tenor,80
2027,يقوض,baltalar,51
13912,معلومة,bilgi,5
1886,دواسة,pedal,84
7237,سوندرز,saunders,64
12859,جوش,josh,21
10748,لاسلكي,kablosuz,39
2152,wayland.,yol alanı,92
14196,بلدان,ülkeler,8
11023,تشديد,vurgu,37
2347,بلاد,palal,56
11868,خزانة,kabine,29
13760,بريكس,prix,12
13756,صخر,kaya,11
4301,بروكلي,brokoli,82
11886,البافارية,bavyeralı,30
635,فيتز,fitz,99
3221,زي,zee,88
7104,محاذاة,hizalı,32
11416,موكب,geçit töreni,32
8876,كوستر,coaster,52
1505,الباسط,basset,95
13253,اهتمامات,endişe,9
1127,إفراز,boşaltım,93
13705,أندرو,andrew,12
10871,كريه,korkunç,33
10667,المتجه,vektör,38
4973,الكرياتين,kreatin,78
1683,الشام,sham,77
3127,حجاب,duvak,71
2713,بيرويك,berwick,89
8319,المريمية,adaçayı,56
6875,سخان مياه,kazan,62
5556,هش,net,70
13269,نظرية,teori,13
11212,تشريح,anatomi,36
5773,تحصيل الضرائب,vergilendirme,73
1743,إقناع,ikna,76
5631,مقروئية,okunabilirlik,54
12143,عصفور,kuş,24
2034,كاثود,katot,90
1532,كيوا,kiowa,95
3888,نايلون,naylon,83
4417,إعادة تقسيم الدوائر,yeniden dağıtmak,80
12905,أركنساس,arkansas,20
9062,زجاجة,şişe,40
14405,اكتوبر,ekim,6
10699,مطلق,mutlâk,23
2501,overdrive.,çok fazla,90
87,تبييض,ağartma,39
12176,أمتياز,muhteşem,27
9307,لاول مرة,çıkan,19
8688,الفلفل,biberler,32
10216,مصداقية,güvenilirlik,25
67,ليزير,lazier,100
6622,روفيليا,pedofilik,68
5686,لورى,lowry,73
7274,ملاريا,sıtma,63
4034,منهاج دراسي,müfredat,83
9827,روابط,bağlantılar,11
12610,ديل,del,23
5864,المستثمرين,yatırımcılar,63
6654,أفرو,afro,67
3772,هارتلاند,yürekten,83
12898,يوتا,utah,20
685,لوبو,lobo,57
9491,بلغراد,belgrad,49
5096,غير شريفة,sahtekâr,77
1865,تقطيع اللحم,dilimleyici,93
11372,عكس,tam,34
9394,تيمور,timor,49
4373,المنهجية,metodoloji,72
4844,كارلين,carlin,79
13327,حركة,hareket,14
4508,التيلة,elyaf,55
6369,محكمة,adliye,69
12533,بالضبط,bire bir aynı,23
8182,حفظ السلام,barışı koruma,49
9587,بنطال,pantolon,47
9707,انسجام,uyum,45
11731,كينيا,kenya,31
7616,الكرمة,karma,62
7387,برازيل,brasil,63
10196,كوارد باك,corroverback,43
6687,جايوس,gaius,67
2692,مجاور للكلية,adrenal,90
8910,infrared.,kızılötesi,53
9731,جهات مانحة,donör,42
10035,طفيف,hafif,44
5427,متزلج,patenci,35
5336,لوما,loma,76
2030,سن,yürürlükten kaldırma,29
7144,إتجاه,int,64
14097,مقابلة,toplantı,10
1070,سكاي,skye,96
6734,دمشق,şam,67
4113,متضاع,tentis,82
10457,أمستردام,amsterdam,41
7388,مسقط رأس,memleket,62
810,زعفران,safran,98
7149,التبشيري,misyoner,56
7473,لوحة الدرجات,skor tahtası,62
8065,شرائح,segmentler,34
13371,جبل,dağ,12
6440,حلم,gevezelik,68
12112,الكويت,kuveyt,28
11979,دولار,dolar,20
9156,أبردين,aberdeen,51
11841,حفلة موسيقية,konser,27
880,هاليد,halojenür,95
10980,الترقية,yükseltme,21
1219,حكيم,hakim,96
2904,إينفيرنيس,inverness,89
13922,يحصل,elde etmek,7
12321,يوغوسلافيا,yugoslavya,26
10109,مجهولة الهوية,tanımlanamayan,43
12864,خيار,seçim,19
8770,قابس كهرباء,fiş,48
5557,التورين,taurin,75
897,بالنيموث,behemoth,96
6119,إلكترا,electra,71
12165,مدريد,madrid,27
14276,من المحتمل,muhtemelen,7
5915,داونفيلد,downfield,72
10483,شركة انتل,intel,41
11485,هايتي,haiti,33
14328,قاد,neden olmuş,10
2344,محراج,maharaj,91
12092,تعطيل,inaktive,26
12194,العلامة التجارية,markalaşma,17
4193,سترايت,grev,40
9164,الكعب,topuklu,44
2928,مدني,sivilce,88
12712,لورين,loren,22
13388,نيك,nick,15
9279,عفريت,puka,50
3220,تموجي,dalgalı,86
3439,تافهة,alçakça,83
3797,الطائر الطنان,hummingbird,83
4257,معضلة,ikilem,80
3294,كعكة,topuz,55
14343,حالياً,şu anda,7
6426,غير معروف,ayrılmamış,69
3537,غريتا,greta,86
4705,speareded.,zırhlı,62
1460,غير متساوي,eşit olmayan,93
3393,السلوفينية,slovence,87
1271,طماع,aç gözlü,95
6290,قذرة,özensiz,69
529,كودا,koda,99
10245,علم التنجيم,astroloji,40
8923,الفشار,patlamış mısır,53
12200,نسبيا,nispeten,19
7518,عبور,karşıdan karşıya geçmek,59
1541,قوي البنية,korkusuz,86
12114,نعناع,nane,26
5270,كنترول,ctrl,76
12845,الوقود,yakıt,20
12635,امرأة,kadın,23
12507,برونزويك,brunswick,24
10049,ظاهرة,fenomen,44
13711,الجزر,adalar,9
11956,الفجوة,delik,23
951,طوارق,tuareg,97
14336,المعايير,standartlar,11
597,المستعمرون,kolonistler,90
3632,غير متناسب,oransız,78
11115,برشلونة,barelona,37
11718,مايا,maya,31
8253,كييف,kiev,58
13940,مشتمل,içermek,6
9205,دوللي,dolly,51
14322,محادثات,görüşmeler,5
4335,الطباشيري,kretase,82
13056,غراهام,graham,18
5642,الأمونيوم,amonyum,74
11325,سيجما,sigma,35
623,مرصعة بالنجوم,yıldızlı,99
4886,السامية,semitizm,51
6270,غينيس,guinness,70
6581,اندرون,andiron,68
7569,هبة,bağış,32
4194,الخرطوم,hartum,83
13664,محلي,yerel,12
1166,المتحولين جنسيا,transseksüellik,88
14367,صورة,imaj,6
4948,الحبال,halat,54
13762,ليل,gece,11
9311,بوني,bonnie,47
5841,سيجار,puro,71
8782,مرضي,klinik,44
11848,موافقة,onay,19
1449,إعادة استخدامها,yeniden kullanmak,60
10922,نيوفاوندلاند,newfoundland,38
3859,بنى,hayatta kalmak,23
12512,مشاهدة,seyretme,12
4820,سلف,selefler,46
11787,تنظيف,temizlemek,30
8622,آذان,kulaklar,36
10588,ساندرز,zımba,38
11088,وفقا لذلك,buna göre,37
13621,إلخ,vb,12
9014,أشعل,aydınlatılmış,51
493,صداع نصفي,migren,96
4468,مي.,mee,81
13782,اليابان,japonya,12
2490,بيلدر,dilenci,90
12704,مجلس الشيوخ,senatörler,14
13909,حسنًا,peki,7
10172,ببغاء,papağan,42
13976,بدون,olmadan,5
10968,ديلاوير,delaware,38
9440,ماو,mao,49
11533,فضولي,meraklı,33
2274,قلة الخبرة,deneyimsizlik,92
9223,أبالاشيان,appalachian,49
11058,هيو,hugh,37
313,الكاريزمية,karizmatik,100
8051,اكرون,akron,59
9874,تدرك,fark etmek,36
13508,جيف,jeff,13
1524,متطفل,snoopy,95
14135,دوس,doz,5
396,السيلينيوم,selenyum,100
10770,منطاد,zeplin,38
5622,بلا منازع,tartışmasız,70
11024,الساحلية,kıyı,37
12736,الضغط على,basma,12
14178,أوروبي,avrupalı,11
12982,في البداية,ilk olarak,12
7941,شامل,kapsamlı,59
1586,فاب,fab,94
13290,أنتوني,anthony,16
10158,مطعم,restoran,38
7748,توم,tum,61
390,الفقاريات,omurgalı,91
2660,أغنى,en zengin,90
8249,الضرائب,vergi,24
14144,الأسواق,pazarlar,13
4586,roscover.,yürür,79
2153,غير منضبط,kontrolsüz,81
11270,تدريجي,ilerici,17
5101,متعدد الحدود,polinom,71
12645,تحقيق,soruşturma,16
5922,توت,fut,72
3108,إتصال,impala,88
7404,رسغ,bilek,60
2064,القبطون,kıpır,92
11436,قصب,reed,33
9647,زامبيا,zambiya,47
4872,ليتو,leto,78
7225,ثيتا,theta,64
7865,استعارة، مجاز,metafor,55
14443,مخلوق,yaratılmış,5
2585,جانب الشريط الجانبي,kenar çubuğu,90
5029,حافز,mahmuz,34
10883,عرقي,ırkçı,25
2509,كوسف,crossbow,90
11925,متهم,şarj edilmiş,15
8980,ثمانون,seksen,49
11062,الصربية,sırpça,37
7509,السحر,cadılık,62
11759,بيشوب,piskopos,29
3806,فيرير,ferral,85
6896,من المسلم به,kuşkusuz,66
14410,يبحث,bakan,5
10261,الحزبية,partizan,37
3931,كيبوتس,kibbutz,84
5697,الميثان,metan,73
9140,كرايسلر,chrysler,51
7437,سلوفاكي,slovak,60
6952,تحلل,çözünme,65
12059,علامات,işaretler,7
12930,تظل,kalmak,10
3835,جيمما,gemma,85
14465,منظمة,dernek,10
13463,z.,z,14
9401,توين,twain,49
13186,أجنبي,yabancı,16
333,حازوق,hıçkırık,97
1971,بانتو,bantu,93
859,باورز,bowers,75
288,المجهر المجهري,mikroskop,100
13351,بحيرة,göl,14
7459,أهوي,ahmak,62
3306,عرافة,hex,85
9282,أكد,garantili,27
12733,التسرع,acele,12
952,وسيط,fırtına,90
8388,الصحافة,haberprint,56
12643,دعا,davetli,6
10036,untagged.,etiketsiz,44
6708,فرانكشتاين,frankenstein,67
3002,toolbox.,araç kutusu,88
10811,ليونارد,leonard,38
7479,الجنين,fetus,62
12168,مطاردة,kovalamak,23
2983,كينسينغتون,kensington,88
5745,أعيد فتحه,yeniden açılmış,62
5948,هانوي,hanoi,72
906,ورق بردي,papirüs,97
8334,هيرشي,hershey,57
12564,مسرح,tiyatro,23
3370,الأدينوزين,adenosin,87
4581,بارومتر,barometre,80
13474,أخيرا,nihayet,7
4049,بروفانس,provence,83
3323,بينتو,pinto,87
10428,السكتة الدماغية,felç,36
14289,الآلات,makineler,9
9819,هيروشيما,hiroşima,46
6319,متطرف,aşırılık yanlısı,58
3398,الفناء الخلفي,arka bahçe,87
13856,فقط,sadece,6
8448,مشفر,kriptik,56
11541,سينغ,singh,33
1479,كاجايان,cagayan,95
12420,شخص ما,birileri,25
8335,هيمنة,egemenlik,17
10597,فيلدر,fielder,39
12996,عديم الفائدة,faydasız,19
2312,قصف,vurma,32
2278,الوقواق,gucoo,90
3898,أسام,assam,84
13654,سام,sam,12
1575,مسليا,eğlenmek,15
8488,انهيار أرضي,toprak kayması,43
13556,رويال,asil,12
2725,الطبقة الراقية,köleler,89
8370,الخلوية,hücresel,57
12456,موسوعة,ansiklopedi,24
10976,جلد,deri,33
10366,مثليه,lezbiyen,40
7442,مضمار السباق,yarışmacı,63
6689,تمويه,kılık değiştirmek,47
14161,يذاكر,çalışmak,17
403,صاح,yumuşak,100
11104,تدريجيا,gitgide,34
243,غروس,grows,34
12418,صنف,sınıflandırılmış,23
13074,مختبر,laboratuvar,18
12387,إبريق,ep,25
2597,القراء,okuma,90
8159,ريدي,reedy,58
14433,عمولة,komisyon,19
14518,أَثْمَر,teslim olmak,38
3411,البوليستر,polyester,85
9599,فقاعة,boom,45
10741,جمعت,toplanmış,25
121,نشاء,nişasta,96
11782,مارك,marc,30
12688,مكتوبة,yazıldığından,12
1335,بيلبو,bilbo,96
11715,العبور,geçit,29
4365,جاغر,jagger,81
9995,قرمزي,koyu kırmızı,45
471,عقبة,hitch,96
1713,عرقلة,delist,90
5396,أوم,ohm,73
7540,صرب,sırp,62
12867,ديك رومى,türkiye,20
6459,صدأ,pas  paslanma,65
7364,الأسحق,piskoposluk,63
2559,هيدروكلوريك,hidroklorik,90
10313,المشي,yürüme,14
3063,الياقوت,safir,88
8947,مختص بمجال علمي,akademisyen,36
13901,المستخدمون,kullanıcılar,5
5144,هاتشر,kuluçkahane,76
5468,بارنارد,barnard,75
6700,انطلق,slurs,57
8467,تيان,ten,56
4594,غزير الإنتاج,üretken,79
10747,محامي,avukat,37
2255,المهاجرين,göçmen,70
5043,المالطية,maltaca,77
11124,انطباع,izlenim,22
13065,متأخر، بعد فوات الوقت,mesai,18
12354,ألا,ar,25
14489,أعداد,sayılar,7
6658,كارفر,carver,67
4265,كاب,kapp,82
14298,البائعون,satıcılar,67
2008,ظرف,zarf,90
5976,ملل,can sıkıntısı,71
9728,عامل,çalışan,21
6743,بلاي بوي,playboy,66
10776,يتصور,hayal etmek,31
10054,معكرونة,spagetti,44
10764,فيردي,verde,38
4142,أغمق,koyu,83
6701,templar.,tapınakçı,67
10804,يستسلم,teslim,28
12818,شمال شرق,kuzeydoğu,21
14416,الحصول,edinme,7
13521,جائزة,ödül,9
10684,كريستي,christie,37
11602,قاموس,sözlük,31
6253,الميثيونين,metiyonin,70
8340,أولمبيا,olympia,57
6108,درابر,draper,71
716,ويد,gelen,85
5536,متصدع,çatlak,34
11924,جنسيا,cinsel olarak,18
12745,تصوير,fotoğraf,12
13129,ألاباما,alabama,18
796,جيئة وذهابا,fro,98
12207,برجلز,pringle,27
6961,هيبورن,hepburn,66
14156,دولي,uluslararası,9
4758,غلاف عادي,ciltsiz,73
12765,البرتغال,portekiz,21
1119,التحليل الكهربائي,elektroliz,96
3683,عمياء,kör olarak,85
2053,العطس,hapşırmak,85
7378,lyases.,lazılar,44
11651,المنفعة,fayda,7
11067,أقوى,en güçlü,37
2847,كلية,kolaj,88
5204,مليونير,milyoner,60
11082,الرصاص,mermi,24
1438,العنصرة,pentekost,67
2406,المعاد الاجتماعي,antisosyal,91
14452,قيادة,önde gelen,7
1334,ألبينو,albino,95
8430,بولوك,pollock,56
524,شري,shri,99
2788,رامبرانت,rembrandt,89
2644,كريم واقي من الشمس,güneş kremi,90
9720,هيكل عظمي,iskelet,45
7370,إيقن,elk,62
9502,كولومبي,kolombiyalı,48
4637,ضمور,distrofi,80
9454,برودة,soğutucu,49
2565,الانتظار,kanopik,90
459,الأشعة المقطعية,tomografi,99
13364,اعتذر,özür dilemek,6
5746,لقاء,loa,73
12084,مكون,bestelenen,22
3432,جلطه,enfarktüs,86
11746,ببي,bb,30
10013,متقلبة المزاج,kaprisli,44
10315,رمل,kum,35
10344,حمية,diyet,40
12866,كا,ca,20
9466,نياجرا,niagara,49
14166,يملك,var,9
8298,القدوم,advent,57
10112,walsh.,vasat,44
13146,ويسكونسن,wisconsin,17
4053,صورة مصورة,resimsel,81
6145,واجا,wagga,71
5123,ألبوس,albüs,77
10834,السياحة,turizm,38
7392,جزار,kasap,58
11317,مطرد,çalınan,23
8926,كسل,tembellik,52
2604,منطقية,boolean,89
8868,غير متحيزة,tarafsız,53
10594,أرلينغتون,arlington,40
10005,فييستا,fiesta,44
7502,سالزبوري,salisbury,62
10022,تحية,takdir,43
5028,امتلاكي,tescilli,77
8809,البولكا,polka,53
10521,فقر,yoksulluk,41
375,السيليكا,silis,100
3824,أوكسيدنتال,occidental,85
13122,النجوم,yıldızlar,9
4681,مأدبة,ziyafet yapmak,76
9863,ماكفيل,mcphail,46
9178,أبحر,yelkenli,30
13746,معالجة,işlem,10
4486,غريم,grimm,81
5707,مريضة نفسيا,psikopat,73
9028,غير منشورة,yayınlanmamış,52
13279,ثالثا,iii,16
12385,هتلر,hitler,25
12873,ورق,kağıt,18
13592,كورو,kuru,13
10852,البنية الاساسية,altyapı,38
12522,مضللة,yanıltıcı,23
8897,اعتباطيا,keyfi,52
10691,أنجلو,anglo,39
12188,ريدج,çıkıntı,27
8001,بانلي,karartmak,58
1317,قرصان,corsair,94
726,صليل,keklik,98
12011,نيوكاسل,newcastle,28
6463,طرابلس,tripoli,68
7227,فابيان,fabian,64
1935,مضادات الأكسدة,antioksidan,91
11946,أعربت,ifade edilmiş,15
3663,ادارة تطبيق الأدوية بالأمم المتحدة,uyuşturucu ile mücadele dairesi,84
255,البلاديوم,paladyum,100
14357,سهل,kolay,11
13330,فطر,mantar,15
2102,برابنت,brabant,92
10429,فينك,fink,41
12927,يستلم,alma,6
8162,بومباي,bombalamak,58
13653,العراق,irak,12
13443,لطيف,güzel,14
2525,الرباط,ligament,79
5640,هيت,het,74
1643,شولوم,sholom,94
10779,محور,eksen,38
4179,بكرات,makaralar,51
13573,غالبا,sıklıkla,13
2276,فخذ,uyluk,88
4313,هوكر,hawker,81
13063,بولندا,polonya,18
3456,استنزاف,yıpranma,85
5385,الحذر,dikkatli,75
4868,وحدوية,üniter,78
7503,زنبق,zambak,61
5833,كوري,curie,68
6225,نحل,firetörler,69
3685,الأسرى,esir,53
7232,في وقت واحد,eşzamanlı olarak,52
