ID,ARABE,SPAIN,INTERVAL
1477,ناظر المدرسة,director de escuela,93
11602,قاموس,diccionario,31
11451,التوأم,mellizo,21
9132,التعرية,erosión,51
12613,عفوا,afd,23
6491,جراب,vaina,63
5087,جاكلين,jacqueline,77
2838,ميئوس منه,sin esperanza,88
13230,رحلة طيران,vuelo,15
8661,شحن,transporte,54
7682,البانجو,banjo,61
12177,يدفع,empujar,17
7283,كاروم,billar,62
7710,انقضاء,expiración,61
320,التتبع,trazador,97
11104,تدريجيا,gradualmente,34
11090,دولة قطر,katar,37
7973,سوفولك,suffolk,60
9273,إزالة الغابات,deforestación,50
13383,ينفذ,implementar,13
14256,المكالمات,llamadas,8
14132,إضافة,suma,6
5755,العدار,hidra,73
383,برونيل,brunel,100
13572,هيكل,estructura,12
8396,مرموق,prestigioso,56
8534,بلومباغو,plombagina,56
13051,ملبورن,melbourne,18
3942,استغلالها,explotado,42
6879,موريتانيا,mauritania,66
1971,بانتو,bantú,93
11266,تدخل قضائي,intervención,34
2118,اليأس,desesperación,88
12150,كافر,desleal,27
8336,درس,lección,47
3155,احتياطات,precauciones,71
9248,اختراع,invención,30
12830,عجلة,rueda,16
8803,بونغ,apestar,54
13161,من المؤكد,ciertamente,17
6141,دينغ,timbre,69
10981,تركيز,concentración,25
10546,سرير,cama,38
6887,فندوم,fandom,66
10187,الموظف,empleado,27
3836,مكافحة الاحتكار,antimonopolista,84
14022,شرطة,policía,10
240,بسب البصق,escupir,27
4409,بيثيل,templo no conformista,81
11269,مالطا,malta,35
13083,ألفت,dibujar,14
5546,باشا,bajá,74
6785,أسيتيل,acetilo,65
1563,أوقيانوسيان,de oceanía,95
4681,مأدبة,banquete,76
14050,تنص على,estados,6
11914,برمنغهام,birmingham,29
2162,سوء تفسير,malinterpretado,72
11401,أوسكار,oscar,33
8600,الماريست,marista,55
4069,الطوطم,tótem,82
13390,غذاء,comida,14
9023,أحدث,más nuevo,52
11689,سيارات,automóvil,29
8824,تاجر,comerciante,48
548,ميلودراما,melodrama,98
5160,المنكوبة,afligido,77
427,ديكتاتورية,dictatorial,99
486,الارتفاع,altísimo,70
9438,إناء,frasco,46
1302,ضربة شمس,bronceado,93
6942,زخرف,gallo,53
12584,الآب,padre,22
9150,فالنسيا,valencia,51
10569,ميونيخ,munich,40
11237,جاء,generoso,35
11186,السويسري,suizo,36
7344,استقلال,estadio,63
11067,أقوى,más fuerte,37
10066,صنارة صيد,gancho,30
4449,لتر,litros,49
11716,غلياد,gl,31
12115,الثقافية,cultural,12
3132,مونتاج,montague,88
325,هاريكان,harrycane,100
13602,خامسا,quinto,12
9933,استفتاء,referéndum,39
5229,قزراوة,caspio,76
42,قامة,estatura,100
9164,الكعب,tacones,44
8515,howitzers.,obutor,32
8705,فضيلة,virtud,50
6419,ذروة,clímax,67
273,ريم,movimiento rápido del ojo,99
14451,خسائر,pérdidas,10
2565,الانتظار,canópico,90
3401,نوس,chirumen,87
6596,بروتو,proto,68
2750,سمن,listón,88
7608,النظام البيئي,ecosistema,61
8529,slater.,pizarrero,55
12587,جرو,gurú,23
10692,علانية,en público,39
748,انقطاع النفس,apnea,98
4844,كارلين,carlín,79
7792,رز,acatar,32
3975,الفنيين,técnicos,57
12688,مكتوبة,espelta,12
8178,يصدر,exportar,38
10643,نسج,hilado,40
1203,إلتواء,esguince,71
12969,تأخير,demora,7
6676,بغل,mula,60
11234,العميد,brigadier,36
14311,مدرسة,escuela,6
2534,تيلمان,tillman,90
11130,مدى,grado,36
11538,منهجي,sistemático,28
2103,غالوب,gallup,92
10399,غزال أمريكي ضخم,alce,41
13619,متوفرة,disponible,12
9381,ممثل هزلي,cómico,46
10839,أجر,det,38
1767,المعاشات التقاعدية,pensiones,62
11933,الخطوط الجوية,aerolíneas,25
14124,التقارير,informes,5
11453,وايومنغ,wyoming,33
14011,يمد,proporcionar,6
8816,جاليليو,galileo,54
9731,جهات مانحة,donante,42
8180,لا مبرر له,indebido,58
11886,البافارية,bávaro,30
137,مسامية,poroso,100
6671,حجري,paleolítico,68
8259,مغلف,fosilizado,58
3982,غائم,nublado,72
14295,التالي,siguiente,5
11388,ترومان,truman,34
1247,مائي,barquero,96
8300,الحمار الوحشي,cebra,53
7443,سحق,tracto,61
9567,اعطا,gimme,48
1389,interdictory.,prohibitivo,96
4100,وايتهال,whitehall,83
1121,بشكل مقتصد,escasamente,96
7676,لا يحصى,incontable,62
4110,ملحد,ateo,65
9987,علامة تجارية,marca comercial,42
12666,علم الأساطير,mitología,22
12633,قطعة,trama,21
3201,هين,hino,88
14426,متطلبات,requisitos,6
8506,بصير,agudo,55
1185,النياسين,niacina,96
14284,بالرغم من,a pesar de,5
10678,يعد,promesa,24
7885,منحن,curvo,37
8342,ماجنا,magna,57
6015,شرقي,del este,69
4759,الدلدورف,waldorf,79
14447,يبدأ,comenzar,12
13109,طبيعة,naturaleza,12
844,انتزاع,arrebatar,73
7777,جزر الأزور,azores,61
6244,نايت,nae,70
356,الأميرالية,almirantazgo,99
11183,الفيكتوري,victoriano,36
14157,ممتلىء,lleno,9
13298,غاري,gary,16
3876,المقاوم,resistor,82
5109,غير محدد,no especificado,77
10542,رودني,rodney,40
2096,تعجب,exclamación,90
8580,المشرف,superintendente,53
11811,جرينادير,granadero,29
2129,خط أزرق,línea azul,92
2634,كف,pata,85
2728,موريللو,morello,89
6873,غان,gan,66
9147,ليون,lyon,51
11968,ديزني,disney,29
11597,غلاسجو,glasgow,32
13280,سياق الكلام,contexto,16
475,إذن,omite,46
10344,حمية,dieta,41
2335,تؤدي,conducente,91
1419,الاعتماد الاكاديمي,acreditación,65
12667,طاقم,tripulación,19
1303,ني.,nei,96
1562,ماتا,matta,95
398,وقت فراغ,tiempo espacial,100
4907,نسوية,feminista,73
3719,المتساقطة,caduco,85
9777,خضع,sufrir,46
4296,صفير,jacinto,81
3742,المنغولية,mongol,83
12095,الائتلاف,coalición,27
10662,باستمرار,constantemente,39
3311,قاسم,preboste,87
3435,حجر الرؤوس,cabeza rapada,80
9854,القاهرة,el cairo,46
14223,يخلق,crear,5
11923,ذكري المظهر,androide,29
3989,يوكوهاما,yokohama,83
1636,سنيل,snelir,94
14292,حالات,casos,6
6493,بطن,vientre,50
4716,الميزان,libra,75
3387,النقوش,inscripciones,68
3888,نايلون,nylon,83
1129,أوكا,oka,95
7045,علم الحساب,aritmética,64
8338,نقط,ráster,57
3993,عشرة سنتات,diez centavos,77
9761,كانتربيري,canterbury,46
12039,مجرم,delincuente,25
90,الانتفاخ,enfisema,100
1135,بوليفار,bolívar,96
12574,مور,moore,22
1078,كالوم,callum,96
10978,حلو,dulce,36
2780,التمهيدي,cebador,85
8516,تكثيف,intensificación,56
4470,المهق,albinismo,78
4923,إعادة جدولة,reprogramado,74
3934,بيرثا,berta,83
6791,إيقاعي,rítmico,66
9714,الاحتفالات,ceremonias,22
10309,مصحوبة,acompañado,19
11610,ليتوانيا,lituania,32
5149,سيليزيا,silesia,77
13682,كارولينا,carolina,12
3378,مفلس,arruinado,84
3441,غير تقليدي,poco convencional,85
14262,شركة كبرى,corporativo,16
621,تينيسون,tennyson,99
5651,التنافذ,ósmosis,74
12994,الحجم,magnitud,19
331,تيبي,tipi,100
6142,كيت,cate,64
11444,كولثرارد,coulthard,34
6746,أثاث المنزل,mueble,67
14193,رغم ذلك,aunque,9
13789,في صحتك,salud,11
7534,رامبوتان,rambután,62
5728,المدرج,anfiteatro,73
9154,باتون,batuta,48
2791,قابلة للعب,interpretable,89
6977,برزت,saltó,19
1376,ترينا,trina,96
1545,مسلة,obelisco,95
11204,مناشدة,apelación,26
13355,تقريبا,por poco,15
14142,فترة,período,8
5507,مانزانيلو,manzanillo,75
13692,ادارة,corriendo,7
14282,مسلسل,serie,7
5693,ماء محلى,agua dulce,74
988,لا يزال الرجل,standman,97
7865,استعارة، مجاز,metáfora,55
8000,زمن السلم,tiempo de paz,59
10865,هانسا,hansa,38
13897,صنع,hecho,5
1244,ينقط,maldito,29
6983,مشروب غازي,soda,65
2409,العلاج بالإبر,acupuntura,91
2820,آفاق,horizontes,53
3488,كاليبسو,calipso,86
643,جيرغا,jirga,99
4584,خيريز,jerez,80
8677,الخوض,autismo,54
1513,غير لائق,impropio,89
5799,التحفظ,conservatismo,73
10505,رقاقة,chip,29
13645,منافسة,competencia,11
7412,فيتش,fitch,63
4010,أوبلاست,oblasto,82
12528,خشب,madera,19
10571,على نحو متزايد,cada vez más,40
7388,مسقط رأس,pueblo natal,62
8100,كارت,kart,57
5621,الأقزام,dwarfismo,74
12163,نيوتن,newton,27
1366,كريسبين,crispin,96
2108,ميتزفه,mitzvah,92
3893,eukaryote.,eucariota,84
1565,missourians.,misioneros,88
7828,حامل ثلاثي القوائم,trípode,60
7163,الخيميائي,alquimista,63
13479,منعطف _ دور,girar,9
8841,مجمل,totalidad,53
13286,نفسه,él mismo,16
2030,سن,promulgación,28
1786,الدلماسية,dálmata,73
14129,أبداً,nunca,10
12390,نوفا,estrella nueva,25
6991,فرار جماعي,estampida,62
57,متضور جوعا,muriendo de hambre,84
10137,جيرالد,gerald,44
9513,بارتليت,bartlett,49
9936,أوسع,más amplio,45
13547,معادلة,fórmula,13
6236,روشير,rusher,65
405,قلاب,volquete,100
14477,الشركات,firma,36
8473,وضوح,claridad,56
2265,جوس,jus,91
5381,تاباسكو,tabasco,76
10141,نشطاء,activistas,36
3750,ثوب نسائي,enaguas,77
5173,فراغ,ocio,75
1613,سيلون,ceilán,94
10861,كوكس,timonel,38
10108,وحيد,solitario,38
582,غير معروف,no dañoso,99
7745,زنزانة,calabozo,43
13498,مقاتل,combatiente,12
2602,ملتوية,torcido,63
1886,دواسة,pedal,84
6440,حلم,balbucear,68
2785,سوق جديد,nuevo mercado,89
9030,ثمين,precioso,52
13584,بحجم,talla,12
12602,الماراثون,maratón,23
4068,بازوكا,bazuca,82
9377,ارز,cedro,47
9268,يواجه .. ينجز,encuentro,28
3337,وستفاليا,westfalia,87
4034,منهاج دراسي,plan de estudios,82
10823,ركز,enfocado,30
7075,شرعية,legitimidad,65
13138,ركلة,patear,12
2157,لومين,lumen,90
9827,روابط,conexiones,11
12836,آلان,alan,21
2354,ميلبا,melba,91
3539,typhoid.,tifoidea,86
11374,ناش,nash,34
13045,ديسكو,disco,18
6190,أولي,oy,71
9793,شرارة,chispa - chispear,31
3477,المتعاونين,colaboradores,19
8495,اباتشي,apache,53
13616,يزور,visita,11
7381,مفيد,práctico,63
10320,حدود,límites,9
3355,رعاية,auspicios,87
14025,لي,mi,5
1963,الطبوغرافية,topográfico,90
6314,ستروم,estrago,70
11281,إنطباع,perspectiva,33
14076,تصميم,diseño,10
7890,رواية,hoya,60
11154,بعد ذلك,después de eso,36
8289,علامة,marcador,51
13718,نهر,río,11
8014,نادي رياضي,gimnasio,59
6643,يختفي,desaparecer,35
7010,فوكس,vox,65
8966,كرس,devoto,43
6124,الأمونيا,amoníaco,71
1201,ليتاس,litas,96
11073,سهم,flecha,32
14018,حاضِر,actual,7
752,الخمول,letargo,98
14149,أعزب,soltero,9
3417,ساجان,sagan,87
9515,بصف,pf,49
12357,المؤسسات,instituciones,6
12188,ريدج,cresta,27
9611,مستنسخة,reproducido,38
13241,نعم,ok,16
766,اشكنازي,ashkenazi,98
12811,ناسا,nasa,21
12941,مسافه: بعد,distancia,17
11821,تسلسل,secuencia,27
10961,التنين,dragones,17
5751,باكسي,bucky,73
4858,عاليا,en alto,79
1788,سورا,sora,93
9800,فيتامين,vitamina,45
11457,بليغ,báltico,33
2609,ليز,lis,33
12223,أقرب,más cerca,27
14037,منطقة,área,9
13105,دقيق,preciso,16
7572,بديل,alt,62
4350,خلفيات,antecedentes,17
7841,هيرلي,hurley,60
1087,ذبل,cruz de caballo,83
2977,متروبوليس,metrópoli,88
8106,premiere.,estreno,18
817,دبس السكر,melaza,98
1842,ليلة,nocturno,93
6253,الميثيونين,metionina,70
419,الالعاب النارية,petardo,93
12501,هوميروس,homero,21
4794,هيرشيل,herschel,79
2257,منقذ,tartán,91
12681,كوب,kb,22
1126,بانيستر,bannister,96
10927,بلاستيك,el plastico,36
14186,مأخوذ,tomado,8
11581,روزفلت,roosevelt,32
10941,ليما,lima,37
4572,السكان,populacho,80
13140,السويد,suecia,17
8481,عهد,testamento,55
5894,أوديسا,odessa,72
3537,غريتا,greta,86
6582,النطاط,tolva,65
5212,fonrifics.,honorífico,68
2344,محراج,maharaj,91
10011,ماني,manny,44
10154,شهريا,mensual,43
10084,فرضية,hipótesis,44
11962,إيفانز,evanes,29
10807,نيابة عن,en nombre de,38
11254,مظلة,paracaídas,34
3454,بمعنى,verbigracia,87
1481,مضاد للفيروسات,antivirus,95
9021,لاجونا,laguna,52
12185,قفزة,brincar,26
1324,اللمحات,pío,81
4754,كسر,fracturado,52
11294,وراثي,genético,26
6759,لب,pulpa,67
4439,رجل الدولة,estadista,81
3788,كاتالينا,catalina,84
5796,ربات البيوت,amas de casa,73
8968,نائم,dormido,16
13217,لا هذا ولا ذاك,ninguno de los dos,17
12046,حضور,presencia,28
9194,متصل,intacto,51
2628,شق,hendido,88
7384,كاديت,cadete,47
11290,جاكسونفيل,jacksonville,35
3112,مدهش,dandy,86
4819,مكبس,pistón,36
11919,ast.,astucia,29
2772,ميلا,mila,89
3621,مياه جوفية,aguas subterráneas,85
3802,هشاشة العظام,osteoporosis,84
4283,العقارب,escorpiones,46
8832,حرب العصابات,guerrilla,45
5939,سباعي,siete veces,72
8904,إليزابيثان,isabelino,53
12361,حديثا,recién,25
9746,متحرق إلى,desesperado,38
12097,الحجج,argumentos,17
11328,ليلكي,púrpura,35
647,دالس,dalles,98
12154,إيه,er,27
7213,بنات,hijastro,33
11783,يمثل,representa,7
12601,ما يعادل,equivalente,22
7009,رجا,raja,65
14104,محتجز,sostuvo,8
9785,مدفون,enterrado,37
9209,مونا,mona,51
3456,استنزاف,desgaste,85
5273,اللاهوتي,teológico,54
7058,ين,yen,65
11789,ممثلة,actriz,30
9524,فودو,vudú,48
12256,طومسون,thompson,26
14268,يطلب,demanda,20
5704,الكهربائية,electro,73
7428,المعمودية,bautismo,62
13342,يتردد,dudar,15
10321,صانع الأحذية,zapatero,42
6242,دلو,balde,66
5959,جلام,glam,72
6488,مشوه,deformado,59
7218,قبضة,puño,54
7597,بأسمائها,pala,56
9415,وهمي,imaginario,49
1728,اعتقال,retrospección,64
7723,عجز,incapacidad,61
9070,انسان الغابة,orangután,52
6348,الكوبالت,cobalto,70
9285,بصراحة,francamente,50
4049,بروفانس,provechnes,82
9296,يواجه,dar la vuelta,41
9548,مي,meu,48
8200,قليل الدسم,lite,57
9799,براغ,praga,46
6052,بونيك,púnico,72
3070,دلالات,connotaciones,63
8190,فرس نهر,hipopótamo,58
12462,ركن,esquina,22
8092,ركب,montó,59
2851,منحوتة,tallado,72
10856,حلويات,caramelo,38
5406,استوعب,digerir,53
1396,لاء,trt,96
2506,شيروب,querubín,90
6735,سمك السلور,bagre,67
8329,بالإهانة,ofendido,25
10023,الزوج,esposo,44
14330,أسود,negro,10
5203,حيث,donde,76
11474,يشرب,bebida,25
1782,عصابة,ganga,93
12797,طيار,piloto,17
14504,أشواط,carreras,7
8889,كوال,coala,53
8610,العنب,uvas,44
12526,وردت,respondido,11
9949,محاط,rodeado,24
10645,اخترق,atravesar,34
9028,غير منشورة,inédito,52
5516,الفول السوداني,miseria,40
5782,روفوس,rufus,73
1556,الفرنسيين,franceses,95
1357,القلوية,alcalino,93
6512,السالمونيلا,salmonela,69
5398,راهبة,monja,66
14420,اسم الشيئ,llamado,6
2819,مخالفة,marcha mala,88
12437,مخطط,esquema,24
5476,ايك,ike,75
10030,بربادوس,barbados,44
14281,ربح,ganancia,29
7355,دماغي,cerebral,63
7176,مناسب,conveniente,44
6196,قذف,tirado,35
11520,داروين,darwin,31
14122,يشمل,incluir,6
1449,إعادة استخدامها,reutilizado,60
3065,كابالا,kábala,88
9099,تحديد مستوى,colocación,50
2315,شرفة,balcón,83
9748,قفص,jaula,45
9547,ليختنشتاين,liechtenstein,48
6139,بقعة,resbaloso,65
9852,العاهل,monarca,38
6108,درابر,pañero,71
7610,ويكا,wicca,62
10247,تقاس,medido,18
6502,تكاليف غير مباشرة,gastos generales,69
10897,الراعي,pastor,38
13733,واع,consciente,12
4134,unfree.,no libre,82
8620,حبر,tinta,50
12552,الأب,fr,24
10994,ديربي,derby,37
6664,الجهاز الهضمي,gastrointestinal,68
7620,بالإجماع,unánime,47
3267,غير مثبت,no probado,87
10890,أينشتاين,einstein,38
9031,كلوريد,cloruro,52
10213,الجبار,poderoso,43
11540,الحاضنة,fomentar,32
7884,إيزابيلا,isabela,60
1592,تمول,financiado,34
11292,التوصل,lograr,17
3765,دوريان,durian,84
2156,تسرب,fugas,40
6747,شجبت,denunciado,56
9941,ينفخ,sopló,45
5085,براندي,brandy,77
4979,بوفين,bovino,78
257,متماسك,cohesivo,57
10121,أسطوانة,rodillo,43
11809,كيري,kerry,30
1491,بصدق,sinceridad,95
4207,يكافئ,compensar,42
10439,وحشي,vicioso,41
14409,عضو,miembro,9
9658,لانكستر,lancaster,47
7707,بيترسن,petersen,61
8090,ميدلاند,del interior,43
5754,شلل,parálisis,73
3482,الموسع,engrandecido,52
9369,الحرارية,térmico,49
8541,الدوائر,círculos,27
7000,المفاصل,nudillos,62
13747,أزرق,azul,11
6074,شهرة,renombrado,66
888,nifty.,hábil,97
9581,تهرب,evadir,41
13983,يساعد,ayuda,6
4158,بورلي,burlón,82
5749,قشتالة,castilla,73
6336,معلمة,seminario,67
6526,سرب,enjambre,63
8457,فريتز,fritz,56
8548,الأشرار,villanos,48
10318,ماسا,massa,42
6293,سكاربورو,espantajo,70
13872,لأن,porque,7
11143,الليزر,láser,35
225,تمتد الظهر,estiramiento de espalda,100
6637,الفلور,flúor,67
4116,دوي,dui,82
14162,آحرون,otros,5
382,هيلكريست,hillcrest,100
10521,فقر,pobreza,41
2399,متزامنة,sincronizado,68
8119,المصارعون,gladiadores,46
11722,هدسون,hudson,31
1014,onyx.,ónix,97
448,قارب نجاة,bote salvavidas,96
7795,الإيثيل,etilo,61
12841,أوست,oct,21
7032,رودسيا,rhodesia,65
12668,تيري,terry,22
5123,ألبوس,albus,77
6869,النشوة النشوة,orgasmo,65
7247,هدير,rugido,50
3761,بعجلة,precipitadamente,84
8223,لاحقة,sufijo,53
13002,الامتياز التجاري,franquicia,18
12807,إلى جانب,acoplado,13
7985,فرض,imponer,34
13937,جداً,muy,8
493,صداع نصفي,migraña,96
2014,مغري,tentador,66
9697,ufo.,ovni,45
13054,معلق,sostener,12
2198,جمع التبرعات,recaudación de fondos,91
2756,الاضطهاد,opresión,67
7592,من الواضح,evidentemente,11
13787,الموت,muerte,9
4546,علاء الدين,aladino,80
2919,كوبورغ,coburg,88
9974,السنغال,senegal,45
5209,التلاؤية,evanescencia,76
14165,مدينة,ciudad,8
10395,غواصة,submarino,40
1535,مقلد الصوت والحركة,imitar,91
14398,تاريخ,fecha,6
9235,اورورا,aurora,50
10013,متقلبة المزاج,malhumorado,45
3496,بأثر رجعي,retroactivamente,76
7448,ديان,diane,55
7842,كوداك,kodak,60
9385,حبوب ذرة,maíz,47
5127,كولا,kola,77
13679,الهند,india,12
7996,كامدن,camden,59
8002,ريغا,riga,59
8403,سيخ,sij,48
174,المينا,esmalte,97
5906,سيكلوبس,cíclope,72
14407,يتوقع,esperar,11
5412,أنقرة,ankara,75
13018,يوم السبت,sábado,19
6143,آشوريان,asirio,66
7368,ووس,osi,63
4241,كرافت,kraft,82
7648,دندي,dundee,62
7912,ليندر,leveña,60
4075,بوريتو,burrito,82
5208,متسرع,apresurado,75
294,غير مثمر,infructuoso,100
8498,وحي - الهام,inspiración,28
3408,نهري دجلة,tigris,87
9846,دراجة هوائية,bicicleta,39
8660,الفراء,pelo,52
10742,الإجهاض,aborto,36
8359,بيت كبير,mansión,54
4862,قانونيا,estatutario,79
2470,علم الأمراض,patología,79
10877,حرف او رمز,símbolos,20
13003,أبقى,conservó,19
1750,مستطيل,rectángulo,91
10920,الكبار,adulto,34
13243,الأحد,domingo,16
10591,جور,gator,40
7560,أب روحي,padrino,61
10817,تكرر,frecuencia,36
3896,النسيج,costura,75
2071,سرطان الجلد,melanoma,92
76,بامبينو,bambino,100
12628,إليزابيث,elizabeth,23
6176,شراب مركز,jarabe,70
13578,ماضي,pasado,12
13870,معظم,mayoría,8
562,سفوح,estribaciones,74
7699,سمكة ذهبية,pez de colores,61
12650,تامبا,tampa,23
9082,المقلية,frito,38
7469,اكسب,expo,43
12493,المخطط لها,planificado,11
13497,ميل بالساعة,mph,14
12992,المخططات,diagramas,17
1215,بريشت,breche,96
13474,أخيرا,finalmente,7
12101,abc.,a b c,28
1218,ماكو,mako,96
5759,عجل,apurarse,67
3804,أسبرين,aspirina,84
1789,عنقى,cervical,93
3320,الشحنات,envíos,66
2861,عصب,caña,57
4954,الملحق,apéndice,78
10152,جيب,bolsillo,39
6909,بالادارد,ballard,66
1583,فينيلالانين,fenilalanina,94
9670,نتيجة الجمع بين الطريحة والنقيضة,síntesis,47
6102,هادئة,almeja,71
6289,سطوع,brillo,35
13087,فلز,metal,17
10731,حزين,triste,30
13281,خبرات,primario,15
10637,نيكاراغوا,nicaragua,40
1342,نانومتر,nanómetro,96
4995,بدل,esfénico,78
13181,تنتمي,pertenece,12
13567,سكوت,scott,13
10695,ليوناردو,leonardo,39
2557,hecht.,hechizo,90
9878,ميتش,mitch,45
9375,أخطبوط,pulpo,49
3615,الرتيلاء,tarántula,85
12488,غير مرتبطه,no relacionado,24
567,يعقوبيت,jacobita,96
9599,فقاعة,auge,45
5013,الاشتراك,suscripción,65
2816,slanchnology.,splanquia,89
14356,مصادر,fuentes,6
9213,انضباط,disciplina,35
2006,النجارين,carpinteros,47
9613,ناج,nueva jersey,48
3774,الجحافل,legiones,39
8345,سلالة,salsa,57
7606,ناموس,mosquito,59
8938,فقس,escotilla,50
12874,مصارعة,lucha,20
13742,صبي,chico,11
8145,الالتهابي,inflamatorio,58
8512,توريت,tourette,56
8867,تشيلين,chileno,52
10942,أطعمة لذيذة,fiambres,38
757,كوين,gawain,98
8823,هيست,hist,54
1118,علم المحيطات,oceanografía,96
3738,الصيادين,pescadores,85
8674,راهب,monje,39
11250,سندات,cautiverio,20
13394,ثورة,revolución,14
11331,شارة,insignias,35
1421,أشعث,lanudo,95
2830,الإغراءات,tentaciones,64
8399,غروب الشمس,puesta de sol,56
4157,فولغا,volga,82
14273,رأس,cabeza,9
4908,غير مجاد غير مجد,no programado,78
12564,مسرح,teatro,23
14481,يضعط,prensa,12
11472,بيت المقدس,jerusalén,33
10813,فيينا,viena,38
10454,لين,lynn,41
14381,ضمانات,valores,12
11062,الصربية,serbio,37
11217,التيار,convencional,36
11170,الفيل,elefante,34
12105,روري,rory,28
13048,سينسيناتي,cincinnati,18
7704,الراكون,mapache,61
5597,بغيض,bobo,66
8187,ملاوي,malawi,58
1447,مراحيض,baños,42
6264,الأمثل,óptimo,70
13005,المخدرات,droga,17
8321,الكيسي,cístico,57
13517,طبعة,impreso,11
564,متوسطة,secuenciar,99
8298,القدوم,adviento,57
8624,الهربس,herpes,55
14109,جون,john,8
14251,مرة واحدة,una vez,9
7394,سرطان البحر,langosta,62
9182,غيانا,guayana,51
11823,هومو,homo,30
5474,بارز، ملحوظ,saliente,75
3933,قبل الأوان,prematuramente,52
8072,منهجية,metodista,59
9527,انفصال,separación,13
6960,طريق سريع,autopista,61
858,اعمال البناء,construcciones,5
6193,هافنت,no poder,71
11344,الحمار,culo,34
2220,الطيب,plagas,38
2075,برند,brant,92
8421,بلاد فارس,persia,56
7664,أشاد ومدح,alabado,40
8869,سيئة السمعة,notorio,50
5925,ماطر,lluvioso,72
769,غشين,goshen,98
12469,ماديسون,madison,24
12148,عرف,supo,27
10960,مانيلا,manila,38
12406,سمين,grasa,24
5191,تايغا,taiga,77
9074,مبعثر,dispersado,46
11550,الاستنساخ,reproducción,28
6481,الشهباء,buffy,69
6720,غير ملائم,incómodo,66
6058,الطابق العلوي,piso de arriba,72
12914,قارئ,lector,9
11155,مغامرات,aventuras,27
8001,بانلي,parlamentar,58
5883,الدائرة الانتخابية,distrito electoral,50
12081,قصف,bombardeo,27
1072,الكنوز,tesoros,48
3626,لينو,leno,85
4581,بارومتر,barómetro,80
6501,أريحا,jericó,69
5042,زمارة,bip,75
10519,وحش,bestia,38
11638,مورفي,murphy,32
13423,ابكر,más temprano,14
10544,حلقه,lazo,35
754,فصل,disociativo,85
12540,محافظ حاكم,gobernador,21
8648,موثوق به,confiado,25
12510,غرض,ít,18
1845,باون,batido,93
10986,هجين,híbrido,37
8906,هيكتور,héctor,53
11728,ميلانو,milán,31
8343,أسد امريكي,puma,34
2781,تصفيق,aplausos,89
11491,إدخال,aporte,32
6490,الطاووس,pavo real,67
10015,المديرين,directores,18
2737,اليونسكو,de la unesco,89
4114,اختصار,taquigrafía,70
7047,لاتيني,latino,62
6018,تجسد,encarnación,49
8183,تسمانيا,tasmaniano,58
10464,aggies.,afección,38
5188,دائم الخضرة,hojas perennes,77
13254,الآسيوية,asiático,16
7541,زائير,zaire,62
10914,جالاكسي,galaxia,36
7380,ميدان,sq,63
2389,نعي,obituario,83
5772,مقتطف,extraer,37
12579,خيال,ficción,18
926,بريتين,brotado,97
10786,بتلر,mayordomo,38
14113,يجد,encontrar,7
12990,رقص,danza,16
9124,يتذكر,recordado,29
9276,دفقة,chapoteo,50
7821,عصبة جمعية سرية,cábala,59
7336,فوضى سياسية,anarquía,63
445,peebles.,péula,100
6760,الطرفية,periférico,61
7165,عرفي,acostumbrado,64
5699,مبرر,garantizado,32
8710,شجاعة,coraje,50
12224,العرفية,marcial,26
11381,linebacker.,apoyador,29
328,blazer.,chaqueta de sport,50
303,سليل,vástago,96
13373,اسكتلندا,escocia,15
7210,حرفي,literal,36
10642,عينة,muestra,29
1296,ريتز,ritz,96
1841,السجناء,recluso,89
44,flashbacks.,recuerdos,83
1547,طقوس العربدة,orgía,93
7826,كريستين,christine,61
300,إعادة تعريف,redefinición,96
7785,السمندر.,salamandra,61
6023,منشفة,toalla,67
14272,حملة,campaña,13
12799,ساعة حائط,reloj,20
10099,بطرسبرغ,petersburgo,44
2453,المنقذ,salvador,88
2922,بريليوم,berilio,88
3211,مطري,rainier,88
6178,سوازيلاند,swazilandia,71
13823,يستطيع,poder,5
4879,المرتزقة,mercenario,61
7146,بارز,poco profundo,63
12250,مورقة,frondoso,26
5698,المنوعات,miscelánea,73
8408,وينشستر,winchester,56
4355,منطقيا,lógicamente,25
6486,أديسون,addision,69
8047,الفصائل,facciones,44
5371,مسجد,masjid,75
10431,الأوكرانية,ucranio,39
12140,بيرة,cerveza,27
8340,أولمبيا,olimpia,57
10299,بناء الجملة,sintaxis,42
11463,ارسنال,arsenal,31
8862,لاوس,laos,50
772,بنح,binh,98
6024,البيروفات,piruvado,71
9867,signpost.,señalizar,45
1499,روجان,rogue,95
13445,مونتريال,montreal,14
1532,كيوا,kiowa,95
697,junkie.,drogadicto,87
11251,قزم,enano,33
1439,شفاء - يشفى,curar,58
847,ألثيا,althea,98
11794,ترافيس,travis,30
8052,التلغراف,telégrafo,56
8717,اثار,desencadenar,38
13128,مقدمة,introducción,10
9426,خبرة,pericia,49
3412,الخشب الرقائقي,madera contrachapada,87
7414,غير مباشر,indirecto,62
4615,غير مهم,sin importancia,80
12191,كوميديا,comedia,27
8806,المفسد,revelación,42
3666,رومولوس,rómulo,85
859,باورز,botelladores,75
9167,البراري,pradera,49
11461,امتداد,lapso,29
5694,تأرجح,swung,74
5635,برايل,braille,74
5477,ميم,mímica,74
12269,مسخ,monstruo,24
