ID,HINDI,SPAIN,INTERVAL
6849,हेलिआक,helíaco,65
4765,रम,ron,78
4208,लूनी,chiflados,81
12605,थाईलैंड,tailandia,22
2748,बुन्यान,bunyan,88
7314,मॉल्किन,malkin,62
5187,क्रेमलिन,kremlin,75
4108,पिया,pia,82
546,अतिदेय,atrasado,99
4798,कतरना,cizallado,26
12131,उम्मीदवार,candidato,19
14352,प्रसाद,ofrecimiento,14
14491,खरीदना,compra,25
12123,एसआर,sr,26
3264,पेप्टाइड,péptido,84
6337,आलू,patatas,38
12084,शांत,compuesto,21
818,सर्वथा,completamente,98
6772,हर्टफोर्डशायर,hertfordshire,65
2697,राज्यविहीन,apátrida,82
10229,मल,heces,41
9100,जूदो,judo,50
6322,एक प्रकार का मानसिक विकार,esquizofrenia,68
421,स्टोरीबोर्ड,guión gráfico,100
317,कॉनेक्स,connexo,100
6598,छलनी,tammy,66
12312,दुनिया भर,en todo el mundo,25
13616,मुलाकात,visita,11
2898,कल्लेगियों के बीच का,entre varios colegios,88
1021,बहिष्कार,boicoteo,62
7013,पुडिंग,pudín,60
13358,सर्दी,invierno,14
12279,तैयार किया,preparado,16
13516,से मिलता जुलता,pertinente,12
7604,जिन,jin,60
5808,ब्लू,bleu,72
6255,हिलाया,estremecerse,69
11761,पुष्ट,atlético,13
1244,गुस्सा,maldito,28
3787,व्हाइटहेड,cabeza blanca,84
13776,यात्रा,excursión,10
10610,सेशन,op,34
3872,नामस्रोत,epónimo,83
5833,क्यूरी,curie,66
13110,एरिक,eric,17
2643,श्यानता,viscosidad,88
6490,मोर,pavo real,66
10770,टसेपेल्लिन,zepelín,38
1446,एबीब्र,abbr,95
7347,हेनि,heinie,62
11290,जैक्सनविल,jacksonville,34
11434,मिथाइल,metilo,31
7344,स्टेडिऑन,estadio,62
12413,मंगल ग्रह,marte,12
8183,तस्मानियाई,tasmaniano,56
8254,वायोलिन,violín,55
8389,फ्रा,fraigarse,55
3123,ऋणायन,anión,86
6575,ताओ,tao,62
981,बाह,bah,97
2315,बालकनी,balcón,82
6623,स्क्वाश,calabaza,63
14472,जेम्स,jaime,9
6591,चिंपांज़ी,chimpancé,64
6819,मंडूक,paddock,65
8957,परागणक,polinizador,44
4365,जैगर,jagger,80
10085,रियासत,bartón,42
11009,रोटेशन,rotación,26
13140,स्वीडन,suecia,17
9827,सम्बन्ध,conexiones,11
5387,बेंजीन,benceno,74
397,स्नोशू,raqueta de nieve,98
6896,आशा से,cierto es que,64
4872,लेटो,leto,77
5167,संत,sant,75
10905,रूई,kappa,37
2344,महाराज,maharaj,90
8685,पैदा हुई,surgir,52
797,गाने-बजाने का अत्यंत प्रेम करनेवाले मनुष्य का,filarmónico,98
4099,कुरिंथ,corinto,82
11123,गीत संगीत,banda sonora,33
7989,पाओलो,paolo,58
10733,अड़ोस - पड़ोस,vecindario,32
1056,सेरीन,serina,91
6481,बफी,buffy,67
11267,पाकिस्तानी,pakistaní,32
3224,ग़ैरफ़ौजीकरण,desmilitarizado,83
12453,श्रम,labor,23
4856,रिफाइनरी,refinería,61
5317,मात्राओं,matra,75
4094,वीनर,salchicha,80
12772,नोट्रे,notre,21
1331,जिब्ब्स,jibbs,95
3355,तत्त्वावधान,auspicios,86
13263,कोई नहीं,ninguna,16
7782,किनबोट,kinbote,59
12161,जोखिम,riesgo,24
7133,पऊ,pau,63
11869,बेकर  नानबाई,panadero,28
1961,इस्कारी,postari,92
7028,शायेन,cheyenne,63
11259,प्रदेशों,territorios,11
1067,जी में आये करो,niggers,46
8084,फ़्रीमासोंरी,masonería,57
9470,पृथक,aislado,39
12236,आधा समय,medio tiempo,26
11174,आसान करना,facilitar,31
1354,वह पी,hept,95
538,कर योग्य,imponible,99
6215,एक प्रकार का खेल,bolo,57
13936,हमारा,nuestro,5
7726,यूनिट,mus,44
8168,तप्त,calentado,18
5625,लंगड़ा,cojear,58
8463,अफ़ीम,opio,54
14435,जीत गया,ganado,8
9989,उत्तर-पूरब,hacia el noreste,43
266,उदार,indulgente,95
13772,हरा,verde,11
11707,समानांतर,paralela,27
13282,व्याकरण,gramática,15
12733,भागने,apresurarse,12
4848,bordeaux,burdeos,78
6264,इष्टतम,óptimo,69
11073,तीर,flecha,31
1499,रोगन,rogue,95
12018,प्रायद्वीप,península,27
9102,भू-तापीय,geotérmico,50
13690,धन,dinero,12
13901,उपयोगकर्ताओं,usuarios,5
1727,लिखे,penetrado,38
13548,पेंसिल्वेनिया,pensilvania,13
10006,गधा,burro,42
4675,आईबी,ib,78
13542,धरना,huelga,11
12150,बेवफ़ा,desleal,26
2351,एल्म,olmo,83
941,मात्रात्मक,cuantitativo,92
6671,पेलियोलिथिक,paleolítico,66
7481,उपशिक्षक,ujier,56
13681,भेजा,enviado,12
4783,विदेश मंत्रालय,mea,78
14335,महान,excelente,8
4775,वनडा,oneida,78
13779,विलियम,william,9
10907,बेनिदिक्त,benedicto,37
7439,ट्राउट,trucha,62
4485,मिरगी,epilepsia,80
5721,फैला हुआ बादल,estrato,72
7880,डीपीटी,dpt,58
1783,जूं,piojo,93
413,बहुदेववाद,politeísmo,100
12316,शिकारी,cazador,23
12188,चोटी,cresta,26
3295,दंडित,agotador,21
12284,वैज्ञानिक,científico,25
9985,प्रलाप,delirio,43
6372,आर्मागेडन,armagedón,68
1973,अहंट,cohunt,92
3843,ओलिवा,oliva,84
2871,गुर्दे,renal,88
6455,staphylococcus,estafilococo,67
9781,त्रिकोणीय,triangular,44
8767,हर दिन,cada día,52
9787,सीएफ़,cf,44
13975,दूसरा,segundo,7
8485,पत्थर की दीवार,pared de piedra,53
8901,दांत,diente,48
4879,किराये का,mercenario,59
1857,परिधान,vestir,93
5669,कुष्ठ रोग,lepra,72
6584,ब्लैककैप,alondra,67
1756,सहपाठियों,compañeros de clase,83
11551,शुरू करना,patada inicial,31
8086,जुरासिक,jurásico,57
13773,कार्यक्षेत्र,dominio,11
1371,निराला,chiflado,95
10700,फसली,recortado,25
5754,पाल्सी,parálisis,72
10084,परिकल्पना,hipótesis,42
12502,शहरी,urbano,22
12024,बकवास,paja,27
7557,शुभ रात्रि,buenas noches,61
13092,दंड,multa,14
8305,नॉटिका,nautica,55
14464,दायर,archivado,6
2249,पॉज़,poz,91
2556,डायटोम,diatome,86
5011,प्रतिभा,talentos,31
6323,बुर,rebaba,68
4199,लोअरकेस,minúsculas,81
1054,टेंग,teng,96
10934,बीटल्स,beatles,37
7264,वफ़ल,gofre,58
2239,क़साईख़ाना,matadero,90
8970,काफिले,convoy,45
10131,झुकना,doblar,38
5613,राज - द्रोह,sedición,73
10417,सुसान,susan,40
1165,नोवोस्फीयर,noosfera,96
595,सिदी,sidi,99
528,हेन,heno,99
10277,बौद्धिक,intelectual,37
14350,मिलो,encontrarse,9
2672,वीबी,vb,89
8788,ऑरवेल,orwell,52
11692,भूकंप,terremotos,12
10748,तार रहित,inalámbrica,38
9217,प्रागैतिहासिक,prehistórico,49
10615,जायदाद,inmuebles,35
4045,असंतोष,descontento,78
8261,लाइगर,liger,56
12043,भूमिगत मार्ग,subterraneo,27
13258,इनाम,premio,15
1288,परिधि,circunferencia,95
11997,अंडरटो,resaca,27
360,पुनर्जन्म का,regenerador,100
11011,कछुए,tortuga,32
13577,युवा,joven,12
2675,घटिया,malísimo,89
3338,राज-भक्त,monárquico,79
10527,तत्काल,prontamente,39
9903,इथेनॉल,etanol,43
13629,जैक,jack,12
10891,बारबरा,bárbara,37
12698,अनुमान,adivinar,20
12291,चरम,extremo,16
3467,शीला,sheila,86
12670,पिक्सल,píxeles,21
13705,एंड्रयू,andrés,12
7530,फायदेमंद,beneficioso,60
11364,याकूब,jacob,33
9070,आरंगुटान,orangután,50
249,न्यूजवीक,newsweek,100
7446,बैबेज,babura,62
7827,डिज्नीलैंड,disneyland,59
12881,सौर,solar,20
13243,रविवार,domingo,16
5293,डेमी,demi,74
9283,काबू पाना,superar,44
247,लिसिन,lisina,100
2765,स्मरना,smyrna,88
13657,प्रसिद्धि,notabilidad,8
5041,स्वभाव,temperamento,69
8919,एवेरेस्ट,everest,51
5554,रोटरी,giratorio,72
5981,अराजकतावादी,anarquista,62
1659,धूम्रपान न करने,fumador,79
2339,साईबोर्ग,cyborg,88
785,मोआ,moa,98
10847,अंगोला,angola,37
10784,कथित तौर पर,según se informa,38
8147,कांटा,tenedor,39
8243,क्षमा करना,perdonar,48
14153,परीक्षा,prueba,5
10221,वेक्यूम-क्लनिर,aspiradora,41
9356,कल्पित कथा,mito,42
6719,बर्ट,burt,65
624,सेमास,seimas,99
11219,बीआर,br,34
12626,कल्पना,fantasía,22
10086,कंगेरू,canguro,40
12020,साल्वाडोर,el salvador,27
7576,कैफ़े,cafetería,58
14017,ऑपरेटिंग,operando,6
6934,बाकू,bakú,64
11747,ट्वेंटिएथ,vigésimo,30
11871,दुर्भावनापूर्ण,malicioso,23
8906,हेक्टर,héctor,51
11933,विमान सेवाओं,aerolíneas,24
9024,डाइऑक्साइड,dióxido,50
13621,आदि,etc.,12
810,केसर,azafrán,98
10261,पक्षपातपूर्ण,partidista,36
7254,परतों,capas,35
1326,मिनोन,mino,95
7695,अंतरिक्ष यात्री,astronauta,51
464,चलानेवाले,empuñadura,84
2816,स्प्लाननोलॉजी,splanquia,88
4610,सीखा,aprendió,79
1369,अगोचर,no notificado,95
4861,सूडानी,sudanés,78
12878,प्रकार,tipos,7
12927,प्राप्त,recepción,6
4685,ब्रोडी,brodie,78
2541,ध्वनि-विस्तारक यंत्र,altoparlante,81
4230,फेफड़े,pulmonar,81
4997,एक्स्ट्रासोलर,extrasolar,77
1004,स्वोर्डफ़िश,pez espada,97
119,कमारा,camara,100
2431,हीलर्स,tacos,90
8388,अखबारी कागज,papel prensa,55
3044,ब्रिजमैन,hombre del puente,88
6202,जर्मेन,germinar,69
7004,बॉलपार्क,estadio de béisbol,54
5707,मनोविश्लेषक,psicópata,72
10653,कैचर,receptor,35
8853,थियेट्रिकल,teatral,50
3517,अर्गिल,argyll,61
2019,उठा,desvanecido,92
14321,भाषा,idioma,10
6318,नितंबों,nalgas,66
8887,कोलाई,coli,51
5925,बरसाती,lluvioso,71
13947,लेना,llevar,5
5463,ड्यून,duna,64
13005,दवाई,droga,16
7906,रतन,raciocinar,58
2443,प्रदान करती है,asigna,12
7556,डब्ल्यू जी,wg,61
8313,फाल्क,falda,55
5421,फूट,cisma,73
13867,अगर,si,5
7407,गोदाम,depósito,56
3056,बर्थोलोमेव,bartolomé,88
11296,पंद्रह,quince,34
12021,बाज़ीगर,palmero,27
5678,खेल का मैदान,patio de recreo,72
9676,ब्रिटानिका,britannica,45
2536,किलो,kilo,86
14049,हाल ही का,reciente,5
13411,पुल,puente,13
4919,पेरिक्लेस,pericles,77
13414,मार पिटाई,luchando,6
9161,रात बिताने का स्थान,dormir,49
1397,बेरियर,berier,95
10796,बुद्ध धर्म,budismo,38
5013,अंशदान,suscripción,63
9087,मेल खाती है,correspondencia,25
1784,गंदा नाला,alcantarilla,83
89,आस्ट्रेलियन,wallaby,76
457,क्वार्टर,pedacito,100
1794,नायकत्व,hegemonía,93
5792,विषुव,equinoccio,68
5976,उदासी,aburrimiento,70
7743,स्केच,bosquejo,51
2076,इंजीलवादी,evangelista,87
1768,पूर्व की ओर,hacia el este,49
8934,रान्डेल,randall,51
79,नाइटहॉक,chotacabras,93
12211,भिखारिन,cachondo,26
2213,नोव्यू,nouveau,91
3736,नाश्ता,bocadillo,74
871,तारो,taro,97
10783,मांगना,buscando,23
7871,लिम,limo,58
8152,धैर्य,paciencia,56
10225,जीवाश्म,fósil,27
14044,दरें,tarifa,7
1196,डेमे,damma,96
6522,पियस,pius,66
4794,हर्शेल,herschel,78
13247,यूनान,grecia,16
67,आलसी,más perezoso,100
8920,इंफ्लुएंजा,influenza,51
9822,अरुण ग्रह,urano,44
12657,इंडियानापोलिस,indianápolis,22
8656,टूट - फूट,desglose,51
13425,सरलता,fácilmente,14
13665,गोद,vuelta,10
2945,हेडफोन,auriculares,80
5057,ओसीरसि,osiris,76
720,हेकलर,objetante,95
12838,पहुंचना,acercarse,15
5771,मनका,rosario,62
11531,कोहेन,cohen,31
11726,सीरिया,siria,30
972,ज्ञ्नेकोमास्टिया,ginecomastia,97
13646,चार्ल्स,charles,12
14438,शुरू कर दिया,comenzó,7
10044,लाल होना,colorete,38
12742,हथियारबंद,armado,12
13237,गुरुजी,maestro,12
13693,प्यार,amor,11
10561,पियानो,piano,38
9550,अंटार्कटिका,antártida,46
3383,रेंगना,gatear,65
8518,मोज़े,medias,21
10786,नौकर,mayordomo,38
5787,प्रधान सिद्धांत,piedra clave,71
7878,कृपाण,cimitarra,58
150,द,la w,98
3683,आंखों पर पट्टी से,a ciegas,84
14408,आंकड़ों,cifras,12
10819,मार्को,marco,38
4644,पुन: दावा,regenerado,60
4236,भटक,errante,33
12967,वेन,wayne,19
12766,पत्ते,tarjetas,12
2636,पगड़ी,turbante,87
2246,मिनी,minnie,91
1013,गौ,mandón,97
13557,आर - पार,al otro lado de,13
8062,मापदंडों,parámetros,42
734,असंतोषजनक,insatisfactorio,98
9769,जर,ger,44
7336,अराजकता,anarquía,62
3030,राजपूत,rajput,88
13783,उलझन,confusión,9
5158,असफलता,fiasco,75
9490,बाल बाल,estrechamente,47
11506,व्यास,diámetro,31
1683,दिखावा,impostor,76
7792,पालन ​​करना,acatar,30
6114,टोकन,simbólico,63
6016,चिपक जाती है,palo,22
9244,कैरोलीन,carolino,48
11699,सुरक्षित,a salvo,26
4852,बेरोज़गार,desempleados,49
10992,पहनी थी,vistió,36
11819,चला,relegado,24
12019,ऑक्सफ़ोर्ड,oxford,27
1774,लंबन,paralaje,92
7445,घोषणापत्र,manifiesto,61
4432,ग्लूटामेट,glutamato,78
11015,बैरियर,barrera,33
10692,सार्वजनिक रूप,en público,38
802,मटाडोर,matador,95
8734,स्थानांतरित,transferencia,12
13566,आज,hoy dia,12
14084,कदम,mover,8
11691,नियुक्त,fijado,24
6720,अटपटा,incómodo,65
1703,बंजी,bungee,94
10997,नहीं थे,sentimiento,36
8843,तीव्र गति,dardo,34
12980,भूम बिछल,recalada,18
1825,स्पाइरो,spiro,93
14348,ले रहा,tomando,5
8561,निष्ठावान,leal,53
5018,प्राकृतिक वास,habitat,75
8911,एडमिरल,almirante,36
2102,ब्राबांट,bribante,92
11000,मुंह,boca,34
14492,फ्यूचर्स,futuros,8
10991,हिरन,ciervo,36
1087,स्कंध,cruz de caballo,82
10484,एक प्रकार का वृक्ष,ella a,39
6830,पॉलीमर,polímero,62
11293,कोलिज़ीम,coliseo,34
1689,अनिच्छा,renuencia,94
7830,achilles,aquiles,59
7680,हस्तमैथुन,masturbación,55
4413,एयरमोबाइल,airmobil,80
3705,पागलों,maníacos,46
5354,पीयर्स,pearce,74
11091,कार्सन,carson,35
11723,व्हेल,ballena,26
6619,भरती,reclutamiento,58
6301,चक्कर,mareado,64
13004,उत्तरदायी,responsable,11
5737,दस्ताने करनेवाला,glover,72
9574,वैली,criajo,45
12572,रोम,roma,23
8557,कॉन,conectar,54
1100,गुंजन,tararear,92
13348,रा,dakota del norte,15
9457,दसियों,tenso,10
11918,एक प्रकार की कटार,puñal,28
6856,डेटलाइन,línea de datos,65
12104,अरब,arabia,27
8976,किट्टी,gatito,49
4081,फ़्यूज़,trinquete,82
2602,कुटिल,torcido,62
7902,हरा रंग,vértamo,58
4772,इरासम्स,erasmus,78
4167,गीजर,geiger,82
6398,चैटेनूगा,chattanooga,68
14503,वितरण,distribución,19
11636,तुलना करना,comparar,11
10520,सिनेमा,cine,38
5780,ड्रैगनफ्लाई,libélula,71
2930,सीआईटी,cit,88
8483,गुट,bloque político,53
2633,बूस्टर,aumentador de presión,76
11847,प्रतिद्वंद्वी,rival,22
13090,पुन: सौंपा,reasignado,17
3767,मंडरा,crucero,34
3002,उपकरण बॉक्स,caja de herramientas,88
5461,छिद्रित,perforado,37
110,द्रविड़,dravidiano,100
9180,हेरिएट,harriet,49
2204,संमिलित,convergente,46
1335,बेड़ी,bilbo,95
14451,हानि,pérdidas,10
10343,परास्त,perdedor,32
3557,जमा करना,layo,85
5926,स्वेच्छा से,voluntariamente,71
4357,मिलन स्थल,cita,75
12430,दृश्य,escena,21
5651,असमस,ósmosis,72
3221,ज़ी,zee,87
9375,ऑक्टोपस,pulpo,48
11581,रूजवेल्ट,roosevelt,31
7773,कॉकपिट,cabina,57
4602,आला,ala,61
5555,संसार,samsara,73
7627,मुद्रक,impresora,54
4635,क्रिक,tortícolis,79
8075,स्पंज,esponja,56
10313,घूमना,caminando,13
4762,अध्येतावृत्ति,compañerismo,77
9861,धरण,humus,44
3214,स्फतीय,feldespato,87
1872,कसना,amarrar,88
13459,बलवान,fuerte,14
14421,चीज़,cosa,8
13812,एक,un,5
14264,आवश्यकता है,necesario,6
13369,सॉफ्टवेयर,software,15
11172,राइडिंग,equitación,22
11274,मछुआ,pescador,34
4214,रुको,whoa,81
536,परहेज़,abstinencia,98
9559,क्रिस,kris,46
1789,ग्रीवा,cervical,93
13213,मैसाचुसेट्स,massachusetts,16
7703,रीसाइक्लिंग,reciclaje,52
13833,बजाय,que,6
7374,राई,centeno,62
13114,चालक,conductor,12
14053,पश्चिम,oeste,8
2108,मिट्ज्वा,mitzvah,92
10655,अभियान,campañas,13
6608,अचूक,no escolar,66
10490,तुर्क,otomano,38
3003,महा,maha,88
11030,प्रारंभिक,preliminar,36
6195,पूडल,caniche,67
4666,प्रज्वलित,encendido,53
10077,मुखर,explícito,42
4749,फिलिस,phyllis,78
4889,अधिकार दिया गया,autorizado,65
1243,गर्व से,con orgullo,95
14096,कर,impuesto,23
2966,सिंधी,sindhi,88
4428,मेरोविंगियन,merovingio,80
2774,डब्ल्यूडी,wd,88
794,थैडियस,thaddeus,98
14427,प्रतिक्रिया,respuesta,11
13253,चिंताओं,preocupaciones,9
12483,सुंदर,gracia,23
12611,टोक्यो,tokio,22
6627,काकेशस,cáucaso,66
8252,वू,wo,55
80,वेस्टलैंड,westland,100
2760,अकसर पीना,babero,87
2808,एओआर,aor,88
10063,क्वालीफायर,calificatorio,8
7000,पोर,nudillos,60
2965,खरहे का शिकर करनेवाला कुत्ता,galgo,68
8275,विंडमिल,molino,54
4887,डीलक्स,de lujo,77
7130,गार्नेट,garnett,63
4737,पराग,harina,77
10773,डोनोवन,donovan,38
10771,गीला,mojado,37
9548,मेयू,meu,46
5120,एनेक्सियल,anexial,76
1186,शारदी,sharpie,96
274,जापान के सम्राट की उपाधि,micado,97
8582,सराय,posada,44
14495,फ्रांसीसी,francés,11
1989,दाह,dah,92
2921,बाबू,babu,88
9031,क्लोराइड,cloruro,50
1114,मजिस्ट्रेट,magistrado,80
5487,रूपांतरित,metamórfico,72
4944,जियोनिस्ट,sionistas,40
7693,तालाब,estanque,58
7102,गायक,vocalista,59
1643,शोलोम,sholom,94
6553,डाक,dak,66
10607,राइन,rin,38
4449,लीटर,litros,47
6875,बायलर,caldera,60
12092,निष्क्रिय,inactivado,25
5122,मरता हुआ,vidente,76
7050,चेसपैक,chesapeake,63
11510,अर्नेस्ट,ernest,32
13116,लेविस,luis,17
489,धक्का,empujón,75
6539,एकीकरण,unificación,66
14316,लबादा,macintosh,41
390,हड्डीवाला,vertebrado,90
1305,थरथरानवाला,oscilador,62
2892,मार पड़ी है,azotado,53
4568,लियोनिद,leonid,79
9388,होनोलुलु,honolulu,48
487,अतिशयोक्ति,exageración,59
8424,होरेस,horace,54
11050,अध्याय,capítulo,30
5160,त्रस्त,afligido,75
3550,प्रबंधकीय,gerencial,85
6892,फिजी,fiyian,65
10319,प्रपात,linda,40
12301,स्कैन,escanear,18
10403,गंदगी,inmundicia,40
13457,तकनीक,técnico,14
393,टामारिन,tamarin,100
1505,बासेट,afloramiento,95
2917,चिबा,chiba,88
6674,रोडमैन,roduce,66
14087,कुल,total,7
14467,चर्चा की,discutido,6
911,गुर्गे,henchmen,97
13387,घुड़सवार सेना,caballería,14
12545,उपग्रह,satélite,21
2154,एपिनेफ्रीन,epinefrina,91
807,लेंसलॉट,lancelot,98
10210,ड्यूशलैंड,deutschland,41
3821,एलएम,lm,84
5440,विभाज्य,alícuota,74
233,कोटो,koto,99
11657,डरहम,durham,30
8844,कंस,coño,32
14160,कर्मी,trabajadores,20
338,योन,aquél,100
5923,ए एम ए,ama,69
6437,शिल्पी,artesano,67
11239,गद्य,prosa,34
7886,पार हो गई,excedido,37
1710,सामोन,samoano,90
4340,यांग्त्ज़ी,yangtze,81
1613,लंका,ceilán,94
11906,पूरे वेग से दौड़ना,pique,27
13448,खुद,ellos mismos,14
1807,ड्यूनी,dunne,93
13063,पोलैंड,polonia,18
3972,त्रैमासिक,trimestral,83
194,मोटर चालक,automovilistas,97
11773,सममूल्य,par,29
9227,मेसा,colina baja,49
8555,क्विंसी,cincha,54
7480,केल,kell,61
13175,नीच,nea,16
4067,ताररहित,sin cable,82
8118,दमा,asma,57
12816,पकड़े,capturado,14
3454,यानी,verbigracia,86
129,कैपेला,capella,100
13591,कार्यालय,oficina,10
11926,बाइबिल,biblia,27
11,व्रत,voto,62
12470,बाज़ी,batea,21
2702,द्विपद,binomio,88
10168,मौसम,meteorológico,32
105,अमृता,amrita,100
9971,लैब्राडोर,labrador,43
13396,तन,cuerpo,13
4845,ब्रिजपोर्ट,bridgeport,78
8644,भौगोलिक,geográfico,33
9649,सूचना का अधिकार,rti,46
13711,द्वीपों,islas,9
5668,डूमा,dumas,65
11226,फिक्सिंग,fijación,9
9857,अधित्यका,tierras altas,31
13555,दोहरा,doble,12
1430,ऐच्छिक,gratuito,44
13336,ओक्लाहोमा,oklahoma,15
11876,फिर से,reinsertar,8
4813,शरण लेनी,trasladarse,32
10228,आरामदायक,cómodo,28
8951,husky,fornido,31
2657,कमजोर पड़,vacilado,76
6334,डॉपलर,doppler,68
2346,समोच्च,contorno,86
12826,कार्ल,carl,20
2634,पंजा,pata,84
12269,राक्षस,monstruo,23
5950,डेन्यूब,danubio,71
460,नशे की लत,adictivo,22
9843,संप्रभुता,soberanía,44
12046,उपस्थिति,presencia,27
8530,टाइटेनियम,titanio,54
652,अमृत,ambrosía,98
12914,रीडर,lector,9
5329,चलाया,emprendimiento,74
4177,ल्यूसीली,lucille,82
7507,राड़,cobardemente,61
9022,समुद्र तट,línea costera,49
12649,फिलिस्तीनी,palestino,19
6817,वरदान,bendición,65
5757,पंगा लेना,atornillado,37
10391,कूद,saltando,8
4667,जार्डन,jordanio,71
5871,वॉ,augurio,71
14486,विशेषता,característica,9
10093,रीता,rita,42
6877,ब्रेटन,bretón,64
7798,दांव लगाना,apostar,46
1282,तीनों,tríadas,64
41,शब्दाडंबर,verbosidad,100
2583,दयालुता,amabilidad,13
6982,नरम,más suave,64
14309,निजी,personal,6
2501,ओवरड्राइव,sobremarcha,90
9876,बैटरियों,baterías,20
4162,दंडात्मक,punitivo,81
11384,लौरा,laura,33
9448,द्विधा गतिवाला,anfibio,47
1519,सारंगी बजानेवाला,violinista,94
2099,कोरी,corrie,92
2060,ऐस्पन,álamo temblón,92
12304,ब्रुकलीन,brooklyn,25
11240,मिल्स,fábrica,25
1903,बोसवेल,boswell,92
6979,अति आवश्यक,urgente,57
5704,इलेक्ट्रो,electro,72
12067,खंभे,pilares,26
8391,थूंड,thank,55
6646,व्यवहार्य,viable,66
10265,टिप्पणियों,observaciones,12
8093,स्कर्ट,faldas,45
14043,मुद्दा,asunto,7
12303,ब्रम्हांड,universo,7
10540,ओकिनावा,okinawa,39
14231,मूलपाठ,texto,6
7912,लिएंडर,leveña,58
9834,मित्रता,amistad,43
6101,नाभीय,focal,70
6032,अभिव्यंजना,firmificado,43
12226,क्रमागत उन्नति,evolución,25
935,दृढ़ लकड़ी,madera dura,96
10537,दूसरे,en segundo lugar,39
6880,घर वापसी,regreso a casa,64
3337,वेस्टफेलिया,westfalia,86
13570,अधिक वज़नदार,pesado,12
3290,बरी,bari,86
14496,मुद्रा स्फ़ीति,inflación,43
13032,बिल्कुल सही,exactamente,18
12756,मोबाइल,móvil,15
6329,विंडवार्ड,barlovento,62
1353,बुनना,tejido de punto,80
12349,ऐतिहासिक,histórico,13
7151,वर,vást,62
22,लिपस्टिक,lápiz labial,100
8803,पांग,apestar,52
6713,अप्रसन्न,infeliz,63
377,वांग,vang,100
11851,अपराधों,delitos,15
14171,अप्रैल,abril,5
13366,पहचान,identificación,15
7666,भूल से,erróneamente,60
7258,पिंडली,espinilla,61
8917,डू,doo,51
7115,लॉबी,vestíbulo,48
9033,लेट,liebre,50
11193,पतवार,cáscara,34
11686,न्यूयॉर्क,nueva york,30
13071,चुनना,elegir,12
7212,तौलना,pesar,44
2488,फ़नल,embudo,85
8405,कोट,ulster,55
12796,स्टीवर्ट,stewart,20
10236,केओ,ko,39
7732,दैनिक,diem,59
6888,लेकिमिया,leucemia,65
9143,वफ़,waf,49
10477,आईआरए,ira,39
3157,मंचूरिया,manchuria,87
11701,बरोन,barón,29
9309,घिसना,frotar,48
2990,प्रोत्साहन,incentivo,72
8841,संपूर्णता,totalidad,51
7650,सेना को खाद्य पहुँचानेवाला अफ़सर,oficial de intendencia,60
10325,रवैया,actitud,38
6147,क्षतिपूर्ति,indemnización,65
12323,चक,arrojar,25
8218,असाधारण,excepcional,13
12173,ग्यारह,once,26
12154,एर,er,26
2564,सलमा,salma,90
153,बेहोशी,anestesia,100
3462,एयरोसोल,aerosol,80
1015,रेडियन,andino,97
3817,समानता,paridad,84
10760,रस,jugo,37
11288,सिराक्यूज़,syracuse,34
13636,टैग,etiquetado,6
745,रिपा,ripa,98
9571,बंकर,búnker,43
6106,नली,manguera,67
11902,मॉन्टगोमेरी,montgomery,28
4992,क्सीनन,xenón,77
9640,थेम्स,thames,46
8673,एस्तोनियावासी,estonio,50
12897,सर्व-कुंची,palanqueta,19
8712,हम्सटर,hámster,52
3458,बावला,chalado,86
6889,रोमेरो,romero,65
12532,सफाई देना,aclarar,21
9841,पश्चिमी,del suroeste,44
3059,जोरदार,con vehemencia,83
13405,रग्बी,rugby,14
11262,ग्यारहवीं,xi,34
6321,आर्कड्यूक,archiduque,66
14331,जर्मनी,alemania,10
6012,टिबिअ,tibia,70
13607,ब्राउज़र,navegador,12
9862,त्रासदी,tragedia,42
1664,अध्यक्षों,presidentes,94
12310,वृद्धि,aumento,19
9561,करी,curry,42
4692,टोअस्टर,tostadora,75
13874,वहाँ,allá,5
10696,मुलर,muller,38
10429,गुप्तचर,soplón,39
9772,बुलपेन,toril,44
11745,कपास,algodón,30
7160,टोली,escalón,60
2297,दाऊद,dar por,91
48,मेटी,matti,100
9678,स्थिरता,estabilidad,32
2605,अभ्रक,mica,89
11612,ब्लेयर,blair,31
1563,औशेयनियन,de oceanía,95
14404,समीक्षा,revisar,7
12126,एक अरब,billón,26
256,दीवान,dewan,100
5873,मध्यम,moderadamente,25
11374,नैश,nash,33
11069,कच्चा,crudo,35
11673,फ्रेस्को,fresco,30
9108,छिपकली,lagarto,49
2706,अज्ञेयवाद का,agnóstico,88
2010,मिस्पेलिंग,error de ortografía,59
7516,बरोक,barroco,61
8,गीक,frikis,28
13768,अपने आप,sí mismo,11
13096,कुटिया,cabaña,17
3203,ब्रह्मांड,cosmos,74
384,पुरी,puri,100
10123,सींग,bocina,33
4366,पार्टन,paréntara,80
9346,घोषणा,proclamación,47
13294,पर्वत,montar,13
12891,तोड़ दिया,en bancarrota,19
13562,महीना,mes,10
12929,ट्रिपल,triple,18
1137,पोलरिस,estrella polar,96
9705,ठप,estancado,37
114,कश्मीरी,kashmiri,100
689,निर्धारित,prescrito,88
1184,रोअर,roer,96
8846,क्योटो,kyoto,51
9117,कामुक,sexy,49
