ID,HINDI,DEUTSCH,INTERVAL
2174,खूंटी,anbindung,68
11025,पूंछ,schwanz,27
6488,विकृत,verzogen,56
3744,खरीददारों,käufer,76
9731,दाता,spender,39
6964,मुइर,muir,63
13325,ठीक कर लेना,versichern,13
9554,जैविक,biologisch,24
9027,कीचड़,dreck,50
4167,गीजर,geiger,81
4018,कलैस,calais,82
8396,प्रतिष्ठित,prestigeträchtig,54
13151,अग्रिम,vorauszahlung,11
6544,संदेशवाहक,kurier,64
12381,एसवी,sv,24
2690,वो,vo.,89
12438,बैरी,barry.,23
5917,उत्सर्जन,emission,55
13421,जान - बूझकर,absichtlich,7
6527,शैक्षणिक,akademiker,18
4711,अनिद्रा,schlaflosigkeit,78
6198,फ्लैगशिप,flaggschiff,68
13464,हेनरी,henry,13
2844,तुफ़ानी,papageientaucher,88
5251,एलआर,lr.,74
1926,काउंटेस,gräfin,92
4246,शेकर्स,schüttler,71
4004,भय,phobie,82
10902,बहिष्कार करना,boykott,34
3415,ओकारिना,okarina,86
9439,एंडोरा,andorra,47
9003,वाहवाही,bravo,50
1800,ब्लैकफुट,blackfoot,93
2598,मास्टरपीस,meisterstück,81
7934,घसियारा,scherer,54
7230,आउटबैक,outback,62
12409,हकदार,berechtigt,23
8213,मोह माया,illusion,53
5991,एटना,ätna,70
12849,डब्ल्यूआर,wrem,20
9413,आम,mango,47
4714,हनुका,hanukka,78
5493,स्लोअन,sloan,73
3300,चियान,chien,86
10238,चैमबलेन,kammerherr,40
10194,उपखंड,unterteilung,39
12576,लगा,gefühlt,22
1028,टेलिक,telic,97
10224,कॉब,cobb,40
4302,इन्सुलेशन,isolierung,64
5373,इंडोचीन,indochina,74
8367,टोबी,toby,54
8904,अलिज़बेटन,elisabethanisch,50
686,हस्ताक्षर करने वालों में,unterzeichner,88
10803,स्वाद,geschmack,34
12575,प्रभामंडल,heiligenschein,22
12856,एजेंसी,agentur,15
10592,जांघ,schinken,38
3521,कन्नड़,kannada.,85
14101,देश,land,8
14197,पौधा,anlage,14
8619,रसोईघर,küche,39
4101,शराब घर,weinhaus,82
8639,डंक,stachel,51
3549,सन्धिपाद,gliederfüßer,83
9018,कमीशन,in auftrag,18
7982,उपालंभ देना,jammern,27
839,सेफ़्टन,sefton.,98
874,साइटोक्रोम,cytochrome,97
7882,प्रबल,potent,57
6289,चमक,helligkeit,34
2702,द्विपद,binomial-,88
12071,कोर्वस,corvus,26
816,सनरे,sonnenstrahl,98
3778,विद्युत,elektromagnetismus,44
1752,आईडीई,ide,76
11493,शुक्र,venus,18
11448,का सामना करना पड़,zugewandt?,11
14051,बाद में,später,8
7459,एहोय,ahoi,61
6990,मोर्टारों,mörser,38
6585,एर्डवार्क,erdferkel,66
333,हिचकी,schluckauf,97
12782,पंक्ति में,in der reihe,20
4836,लघुशिश्नता,mikropenis.,77
11165,परिवार कल्याण,fw,34
6701,टमप्लर,templer,64
12136,बांग्लादेश,bangladesch,26
5585,ब्रेजनेव,brezhnev.,72
4286,मूर्तिवाद,heidentum,63
8364,नाभिक,kern,54
3113,तैराक,schwimmer,72
4472,ट्रियर,trier,79
6496,यशस्वी,glorreich,67
1725,देखने योग्य,beobachten,93
1202,डम,dum,96
8514,शारलेमेन,karl der große,53
341,मार्टेल,martel,100
2141,गेटलिंग,gatling,92
6340,नवीनता,neuheit,65
12861,फिल,phil,19
2997,यम,yum.,88
5055,सत्तावादी,autoritär,72
13118,संयुक्त राष्ट्र,un,17
13144,सिकंदर,alexander,16
12499,आतंक,terrorismus,18
4974,मदरबोर्ड,hauptplatine,76
3650,मुड़ो,dreh dich um,81
3471,मौरिसियो,mauricio.,86
12812,स्पर्श,berühren,17
3119,सॉकेट,steckdose,75
7891,हिसात्मक आचरण,amoklauf,55
3929,परसांग,parasangs,81
3745,गैसों,gase,84
6767,गवाह,augenzeuge,56
440,हिलर,hiller,100
10992,पहनी थी,trug,36
473,नौटंकी,spielerei,95
10644,चेरी,kirsche,38
4618,वेमाउथ,weymouth,78
13830,भी,auch,5
11309,पेंगुइन,pinguin,23
10067,पत्रकारों,journalisten,27
1051,बोल्डिन,boldin,97
13474,आखिरकार,endlich,7
2907,खरोंचना,scrabble,88
6501,जेरिको,jericho.,67
9613,न्यू जर्सी,nj,45
7066,बेतलेहेम,bethlehem,62
13552,इसपर लागू होता है,gilt,10
11688,देहात,pa,26
2015,अगोचर,ungesehen,92
7591,भीड़,überfüllt,17
14394,सवाल,frage,5
6296,बॉलीवुड,lebensstil,62
4445,अग्रभूमि,vordergrund,79
2595,सूचित करना,erleuchten,45
13794,और,und,5
5612,यौवनारंभ,pubertät,72
2650,क्रिप्टो,krypto,89
3132,मोंटेग,montague,87
12766,पत्ते,karten,12
5123,अल्बस,albus,75
9866,व्हिटमैन,whitman,43
12410,राइट,wright,24
9651,क्रियान्वयन,hinrichtung,17
2024,द्वेष,bosheit,89
10203,परमाणु,atom,24
13636,टैग,tagged.,6
2485,नम,feucht,67
5015,अंत: स्रावी,endokrin,76
10569,म्यूनिख,münchen,38
2832,बीपीआई,bpi,88
10838,टर्मिनल,terminal,23
5340,पुस्तिका,broschüre,62
6575,ताओ,tao.,62
2137,मोटरयुक्त,motorisiert,92
14120,जगह,ort,6
9832,कैब,taxi,42
6463,त्रिपोली,tripoli,66
13475,फ़ारसी,persisch,13
4159,गोधा,leguan,81
11011,कछुए,schildkröte,31
4354,मच,mach,80
2056,प्रूडेंशियल,aufsichtsrechtlich,92
13138,लात,trete,12
1909,बेसब्री से,eifrig,92
3488,केलिप्सो,calypso,85
3450,फ़ुटबाल,fusszeile,82
13834,ऊपर,hoch,6
13048,सिनसिनाटी,cincinnati.,17
1463,फटकार भी लगाई,tadellos,78
4664,मिलो,milo,72
13958,महीने,monate,10
4893,सबसे आसान,einfachste,77
1837,ईजेबेल,jezebel.,93
5062,विसुवियस,vesuv,76
7918,घोड़ी,stute,57
6220,एक प्रकार का दस्ताना,fausthandschuh,67
3551,टपीका,topeka,85
12143,चिड़िया,vogel,23
14277,विपणन,marketing,12
3185,डरपोक,feigling,77
13613,प्रतिसाद नहीं,isn.,12
7393,चित्रकला,porträtieren,35
1834,मकरकर,schmierfink,90
4773,सरदार,sardar,77
13005,दवाई,arzneimittel,16
11129,और तेज,schneller,35
4742,शर्मिंदा,beschämt,76
1535,भांड,nachahmen,91
11907,चालट,charlotte,28
10010,ओडिसी,odyssee,42
11722,हडसन,hudson,29
2084,धोनी,dhoni.,92
7300,थीसिस,these,62
13620,दी,afrikaans,12
3961,बेवकूफों,moronen,47
13126,इतालवी,italienisch,16
9285,सच कहूं,geradeheraus,48
5057,ओसीरसि,osiris,76
73,सेंतौरी,centauri.,100
11710,क्लासिक,klassisch,16
13593,डेव,dave,12
4263,हेटर्स,hertz,81
6208,एन्ट्रापी,entropie,68
11685,कोलिन्स,collins,29
10925,मीट्रिक टन,mt.,35
13831,वे,sie,6
11398,वृक,lupine,32
4845,ब्रिजपोर्ट,bridgeport.,77
9689,एचडी,hd,45
2531,स्पेनिश सफेद मदिरा,sherry,90
9304,सैल्मन,lachs,48
4262,ऊसन्धि,leiste,80
9092,प्रेम करनेवाला,liebhaber,41
8770,प्लग,stecker,46
6829,जॉकी,jockey,60
6913,मस्तूल,mast,61
13988,दिलचस्पी,interesse,8
1881,सर्वनाशक,apokalyptisch,80
721,संशोधनवाद,revisionismus,98
13949,अमेरिकन,amerikanisch,7
1729,समाजशास्त्रीय,soziologisch,40
11132,खड़ा होना,stand,35
11345,ईंधन भरने,betankung,30
11814,अध्ययन करते हैं,studien,16
7789,विशेषण,adjektiv,53
4927,मिलीबार,millibar,72
5210,छमाही,semester,73
12972,दुश्मन,feind,17
7427,बर्बाद,ruine,34
12511,दिशा,richtung,11
5169,पहचानने योग्य,erkennbar,73
11040,वेल्श,walisisch,35
257,जोड़नेवाला,kohäsiv,54
6936,बेजोड़ता,inkonsistenz,38
2750,तख़्ता,latte,88
5385,सतर्क,zurückhaltend,73
5809,पदक विजेता,medaillengewinner,55
2474,टोरी,tori,55
11606,ऑक्सीजन,sauerstoff,30
10272,शंघाई,shanghai,40
4800,उजागर,beleidigung.,34
14127,अंक,punkte,6
10798,गेंदबाज,bowler,27
4815,अलमारी,kleiderschrank,76
6819,मंडूक,koppel,64
3163,रसायनज्ञ,chemiker,68
10421,आव्यूह,matrix,39
10017,जोहानिस,johannes,42
5291,स्काउस,liverpooler,74
2796,हेवार्ड,hayward,86
9648,दोपहर का भोजन,mittagessen,45
4820,पूर्ववर्तियों,vorgänger,43
2440,औषध-संबंधी,pharmakologisch.,77
11113,एलजीरिया,algerien,35
11217,मुख्य धारा,mainstream,34
3544,हॉकिंग,hocking,76
11784,व्यवहार,verhalten,28
9848,एमआईटी,mit.,43
4694,व्यंग्यात्मक,vandalistisch,78
10825,व्यर्थ,zwecklos,37
11487,रक्षा करना,verteidigen,13
14334,अमेरिका,amerika,5
5159,धोखाधड़ी,betrügerisch,72
6722,चेंग,cheng,65
8571,युगोस्लाव,jugoslawisch,51
838,ब्लास,blas,98
13855,अंतिम,zuletzt,6
4737,पराग,farina,76
5460,पाम,pam,73
5706,विलाप,seufzen,68
10944,जन्मदिन,geburtstag,34
7292,चिल,schillern,62
722,मन की मौज,made,94
13560,विज्ञान,wissenschaft,12
9142,इसके द्वारा,hiermit,49
8465,दीर्घकालिक,chronisch,53
3576,टाइल,fliese,62
13950,का उपयोग करते हुए,verwendung,5
7097,लघु श्रृंखला,miniserie,62
8165,दलिया जैसा व्यंजन,getreide,54
5692,क्षेत्रपाल लोग,yeomanry,72
1498,क्रिल्ल,krill,94
6228,plummer,roller,68
8156,अयस्क,erz,55
1285,प्रेरित करना,induzieren,49
3368,प्रतिकृति,reproduzieren,61
13025,कर्नल,oberst,17
586,बिना सेंसर,unzensiert,99
14214,आवश्यकताओं,bedürfnisse,6
6922,मूत,sperre,63
13361,नमूना,modell,12
10772,एज़्टेक,aztekisch,36
12355,विमानन,luftfahrt,23
3258,एंड़ बनानेवाला,spurhaft,87
2726,उपजाऊ,fruchtbar,52
2156,लीक,lecking,38
11238,गिरफ़्तार करना,festnahme,17
6097,मौ,mau.,69
1956,मोल तोल,schnäppchen,56
14494,लॉस,los,37
5720,मोड,modi,33
1320,लेगिस,legis,95
13599,लौटा हुआ,ist zurückgekommen,9
150,द,thew.,98
187,सहायक नदी,nebenfluss,89
2645,एकतंत्र,autokratie,89
13868,लोग,menschen,6
2722,रत्नज्योति,anemone,88
12006,इल,il.,27
10050,पतझड़,herbst,42
2908,नवजात,neonatal,87
11939,स्वच्छंद,wayward,27
10985,घुमाव,drehen,28
4908,अनचाहे,ungeplante,77
11993,अमान्य,ungültig,26
10198,बो,bo.,36
10267,एयरवेज,airways,38
14079,बनना,werden,7
10650,एस्टियन,asterion,38
9057,उबाऊ,langweilig,32
10428,आघात,schlaganfall,34
9496,वर्णमाला,alphabetisch,26
2989,बेख़बर,nicht informiert,78
11005,डैमन,damon,36
5675,देयता,haftung,70
12119,प्रसार,verkehr,22
8381,जीवनभर,lebenszeit,54
2046,ओलम्पियनों,olympier,75
11565,ब्रदर्स,bros.,28
11804,फ़ैक्टरी,fabrik,26
12416,चिली,chile,23
9672,का समाधान,lösen,29
5614,दैत्य,jumbo,71
4476,पिनयिन,pinyin,79
10236,केओ,ko.,39
556,उछलकर वापस आना,abprallen,99
7110,एचएल,hl,62
12665,अनिर्णित,gezeichnet,21
10383,अनौपचारिक,inoffiziell,38
13050,जाता,get,7
12595,ठोस,solide,22
6611,श्यूबर्ट,schubert,66
8299,मंडप,pavillon,52
3050,थीस्ल,distel,80
13970,किया,tat,5
13242,एसए,sa,16
10910,साइंटोलॉजी,scientology.,36
4740,मैथर,mather.,77
12970,एट,et.,18
3697,संप्रदाय,sekte,78
6279,बेलोरूसि,belorussisch,68
5172,दादी मा,oma,74
9085,ईएसपी,esp,49
12288,एसपी,sp.,24
11460,चालीस,vierzig,30
3505,रोहन,rohan,85
6401,कुर्दिस्तान,kurdistan,67
11151,कांगो,kongo,34
8179,बाख,bach.,55
12115,सांस्कृतिक,kulturell,12
14514,लिखा हुआ,geschrieben,8
1978,ज़िंदादिल,perfe.,92
2348,नहीं करना चाहिए,sollte nicht,90
6482,ऑफ़लाइन,offline,67
3931,कीबुत्स,kibbuz.,83
4725,केआर,krach,72
8023,आला दर्जे का,paramount.,57
3202,बैक्टीरियल,bakteriell,87
1174,कार्ने,carne,93
6965,फटना,ejakulation,61
10057,किराये पर लिया हुआ,hackney,42
13489,प्रधान,prime.,13
6007,लोंगशोर,longshore,70
11349,अतिथि,gast,28
10795,आयुक्त,kommissar,35
2937,हानिकारक,schädlich,76
12003,बुलडॉग,bulldoggen,25
7077,स्कैंडल्स,skandale,25
1144,वान्केल,wankel,96
7131,मेस्केलिन,meskalin,62
11319,ऐलिस,alice,33
12073,जासूस,spion,25
9706,मूसा,moses,45
4546,अलादीन,aladdin,79
533,मरणोत्तर गित,liturgie,98
4292,आवेश,stechen,59
8630,आड़ी,kriss,53
1146,एकिडो,aikido.,96
5751,बकी,bucky,71
8207,ईडन,eden,56
8151,बुद्धा,buddha,56
13020,समझौता,zustimmung,17
5834,गोर्मन,gorman,71
2050,वारहेड,sprengkopf,75
7837,हिलाना,shake,46
7707,पीटरसन,petersen,59
10976,त्वचा,haut,32
9047,ग्लाइडर,segelflugzeug,44
6865,अनिच्छुक,widerwillig,58
10056,माली,mali.,42
6255,हिलाया,schüttelte,68
8684,अर्थ लगाया,ausgelegt,51
2478,कठफोड़वा,specht,90
14339,माना,berücksichtigt,5
10662,निरंतर,ständig,38
845,भरमार,glut,96
6237,सम्मान से,respektvoll,11
3208,शक्तिशाली,energetisch,82
213,सर्वहारा,proletariat,100
5048,विनाट,vivat,76
6788,आघात से बचाव,fender,62
11597,ग्लासगो,glasgow,30
6909,बेलार्ड,ballard,64
3965,स्टाइलिश,stilvoll,82
8517,आँख की पुतली,iris,53
3325,बिहॉप,bebop,86
369,हैड्रान,hadron,100
3793,संवहनी,vaskulär,83
9385,मक्का,mais,44
208,श्रोव,shrove,100
3995,कसीनो,cassino.,82
14510,असरदार,wirksam,10
13431,रूस,russland,14
10640,पूर्व मौसम,vorsaison-,38
11630,गोभी,kohl,28
11288,सिराक्यूज़,syrakus,33
5307,फिलिपो,philippo,74
13426,दौड़ा,ran,14
12645,जाँच पड़ताल,untersuchung,15
3902,दूर हो जाओ,getaway,81
12091,बास,bass,26
6844,हसन,hasan,64
3131,जंभाई,gähnen,83
3783,कैंटोनीज़,kantonesisch,83
1849,सभापतिमंडल,präsidium,93
10195,किर्बी,kirby.,41
2584,झप्पी,umarmung,60
4313,हॉकर,hausierer,80
13083,खींचना,zeichnen,14
8157,वैल,val,56
337,रैटाटुई,ratatouille,100
14479,टीम,team,6
8121,प्रतिनिधि,delegieren,24
14014,कम से कम,am wenigsten,5
9050,लिस्बन,lissabon,50
12512,देख रहे,aufpassen,12
7715,गतिकी,dynamik,23
2734,नशीले पदार्थों,narkotika,73
11128,वितरित,verteilt,19
389,गैलियम,gallium,100
7836,विफलताओं,ausfälle,20
6023,तौलिया,handtuch,65
12875,खुशबू,geruch,19
6368,pronger,prise,68
1986,बिना फटे,nicht explodiert,92
13463,जेड,z.,13
5324,नाना,nana.,73
4355,तर्क में,logisch,24
12460,विल्टन,wilton,23
10655,अभियान,kampagnen,13
535,खाल,fell,78
6247,नोम,nicht ich,67
10392,ज्योति,flamme,18
3212,वॉलपेपर,hintergrund,83
2360,एक वन वृक्ष,adlerfarn,88
8211,कोपरनिकस,kopernicus.,56
93,माइक्रोप्रोसेसरों,mikroprozessoren.,73
12738,रैली,rallye,17
13512,ताज,krone,12
11506,व्यास,durchmesser,31
3722,प्रांतस्था,kortex,84
13390,खाना,lebensmittel,13
1764,अवरोधक,blocker,83
8386,एफ ए सी,fac,54
1782,गंगा,ganga,93
2196,रोशेल,rochelle,91
11778,अनुपयुक्त,ungeeignet,29
5378,वाइल्डकार्ड,wildcard,74
2107,गोलीबारी,kreuzfeuer,92
13619,उपलब्ध,erhältlich,12
13816,इसका,es ist,5
11035,पचास,fünfzig,33
7059,कूटनीति,diplomatie,63
14434,आवश्यक है,erfordert,6
8317,एक्सान,exxon,55
8581,जहाज के मलबे,wrack,43
8035,दूरस्थ,entfernt,57
16,उन्मत्त,manisch,99
11189,राजनीतिज्ञ,politiker,26
7667,चुंग,chung,59
14392,पार्ट्स,teile,8
349,अंगोरा,angora,100
12030,मुहावरा,phrase,22
13483,पंचांग,kalender,13
12090,नेतृत्व,führung,26
4110,नास्तिक,atheist,63
3909,क्रॉसटाउन,crosstown,83
13858,पहला,erste,6
12964,चूक,auslassungen,18
10967,गणित,mathematik,34
9235,अरोड़ा,aurora,48
5204,करोड़पति,millionär,58
3595,कीटनाशक,pestizid,78
13990,पीसी,pc,35
3177,खांसी,husten,79
840,मार्जोरी,marjorie,98
14466,वांछित,gesucht,5
12962,स्थान,lage,9
13238,स्टेनली,stanley.,16
10075,इंडोनेशियाई,indonesisch,40
7105,ओफेलिया,ophelia,62
8129,व्यवस्थापत्र,fiat,56
8728,वोक्सवैगन,volkswagen,52
765,पाव रोटी,laib,95
1626,केरोलस,carolus,94
2019,उठा,aufwacht,92
5206,धान का खेत,paddy,72
1258,पूर्वाभास,vorausdeutung,84
13699,डैनियल,daniel.,12
892,अब्बासिड,abbasid.,97
3307,घेरा,kordon,73
12002,पियरे,pierre,27
12850,एलन,allen,19
11326,जलता हुआ,verbrennung,19
2259,फाइबरग्लास,glasfaser,91
4757,रोग प्रतिरोधक शक्ति,immunität,46
12360,बर्फ,schnee,24
10154,महीने के,monatlich,41
1809,लोटना,ausbreitung,85
6993,जी एस,gs,63
8952,दाना,dana.,50
12357,संस्थानों,institutionen,6
1067,जी में आये करो,nigger,45
3063,नीलम,saphir,87
10312,आईजीएन,ignorieren,40
9152,अल्लाह,allah,49
6373,क्लो,chloe.,68
1081,बोझिल,schwerfällig,96
4977,चौसर,chauker,76
3053,मर्व,merv,88
12287,ब्रूइंस,bruins,24
11853,वाइकिंग्स,wikinger,22
2249,पॉज़,pok,91
5289,ऑरियस,aureus,74
7733,आनंद का उत्सव,spree,58
11405,रोमियो,romeo,32
6071,मोंटेरी,monterey.,69
10792,जानम,geliebte,37
12697,टास्क,aufgabe,14
876,कीटाणुओं,keime,76
6861,रास,ras,26
411,सायनुरिक,cyanurisch,99
8468,अनुत्तरित,unbeantwortet,54
11760,आंतरिक भाग,innere,29
7305,नग्नता,nacktheit,62
4691,कैसर,quasar,76
6500,हिडलगो,hidalgo.,67
13190,आबादी,population,14
12213,स्टीलर्स,steeler,25
11098,एंजाइमिकी,enzymologie.,35
4817,पोर्टमैन,portman,77
8573,हबल,hubble,53
7794,नशे में,betrunken,58
7680,हस्तमैथुन,masturbation,55
10842,निकास,evakuierung,23
3863,साफ पानी,klares wasser,83
13300,पला बड़ा,erzogen,13
1867,हीड्रास्टाटिक,hydrostatisch,92
9933,जनमत संग्रह,referendum,38
9182,गुयाना,guyana,49
14251,एक बार,einmal,9
7577,स्कॉच मदीरा,scotch,60
3128,महाराष्ट्र,mh.,87
11876,फिर से,wiedervereinigt,8
13049,लूना,luna,17
12425,एरियल,ariel.,23
9095,जिबूती,dschibuti.,49
13105,शुद्ध,genau,15
10903,पोकर,poker,36
4830,मैक्फार्लेन,macfarlane.,77
8731,फेलिस,felis,52
8202,लाडले,schatz,55
5506,अस्थिरता,instabilität,72
8943,यद्यपि,obgleich,50
1197,डोली,dolley.,96
6177,बड़ा पैर,bigfoot,69
6827,झटका,ruck,49
1703,बंजी,bungee,94
12026,बचाव,rettung,24
1206,खुजली,krätze,96
8047,गुटों,fraktionen,42
13624,बाहर,außen,12
10822,मर्लिन,marilyn.,37
13037,अम्ल,säure,17
10489,छत,dach,36
6479,कोडन,kodierung,12
2649,बरगंडी,burgund,89
13437,ते,te.,13
12757,जैरी,jerry,20
1368,होट्टेन्टोट,hottentot,95
13439,सैनिकों,soldaten,12
8997,ईधन झोंकना,schüren,42
4545,हिमशैल,eisberg,78
6643,गायब होना,verschwinden,33
8126,हस्ताक्षर,autogramm,49
14179,आय,verdienste,13
8657,अल्बा,alba,52
1271,लालची,gierig,94
9817,जादूगर,magier,30
1504,कश्ती,kajak,92
8246,कायरता,funky.,55
12682,बेचा,verkauft,21
4017,अयनांत,sonnenwende,79
8833,नर्वोसा,nervosa,51
7453,कोणों,winkel,32
7671,परिस्थितिकी,ökologie,49
5874,प्रोटीन,proteine,28
8836,जेम्सटाउन,jamestown,51
8392,कंबरलैंड,cumberland,54
12333,प्रतिरोध,widerstand,20
7829,पागल आदमी,madman,58
4548,टैंगल्ड,verheddert,70
10166,प्रायोजित,gesponsert.,28
9417,रुकना,reaves,47
804,मिटटी तेल,kerosin,98
5420,गाथा,sonett,66
9924,अरबी,arabisch,43
1786,डैलमेशियन,dalmatiner,72
5589,आसन्न,brühe,40
13498,योद्धा,kämpfer,12
5226,काली छाया,gespenst,74
9217,प्रागैतिहासिक,prähistorisch,48
13725,नियमित,regulär,12
1920,गांव का,hinterwäldler,85
41,शब्दाडंबर,biss,100
8710,साहस,mut,48
10183,अनिश्चित,unsicher,41
14488,लोकतांत्रिक,demokratisch,14
8183,तस्मानियाई,tasmanisch,56
9290,चारा,füttern,38
2970,वेस्टिंगहाउस,westinghouse,88
5316,रिकी,rickey.,74
4254,इयूक्लिडियन,euclidean.,81
4665,पीला सा,zitonie,78
8285,सेमिनोलों,seminole,46
7291,सुमात्रा,sumatra,62
2054,गरीबाल्डी,garibaldi.,92
12454,जोनाथन,jonathan,23
10859,विज्ञान-संबंधी,kollegium,36
1404,कृतज्ञता,dankbarkeit,94
6617,फलक,plakette,62
12819,मान लीजिए,davon ausgehen,13
6484,इंस्टॉल,installieren,21
2589,निराला आदमी,verrückter,88
13340,स्केल,skala,14
12581,आतंकवादी,terrorist,18
3693,अली,aly.,84
3221,ज़ी,zee,87
10372,हार्डवेयर,hardware-,39
10750,एली,eli,37
11305,ज्वालामुखी,vulkan,31
6193,नहीं किया,havent,68
4347,पीटीई,pte.,80
13595,सहायता,hilfe,10
1925,महिलाओं,donne,92
8265,उतरने,landungen,11
9294,निगरानी,überwachung,15
2145,नॉर्थवेस्टर,nordwestlich.,92
4654,पर्सेफोन,persephone,78
5301,गिन,ginn.,74
14482,क्यों,warum,7
1012,खराब हुए,ausbrennen,95
12718,शासन,govern,21
6890,सविल,sevilla,64
6961,हेपबर्न,hepburn.,63
4698,बाँट देना,mete,72
12375,प्रमुख रूप से,in erster linie,24
10712,कार्नेगी,carnegie.,38
8450,आत्मकथा,autobiographie,53
10144,वाग्नेर,wagner,41
5791,वायर्ड,verdrahtet,30
3115,aegean,ägäisch,87
14021,राष्ट्रीय,national,7
5044,ग्रुपथिंक,groupthink.,76
10290,नागरिक,bürgerlich,39
13944,न्यूयार्क,york,8
3636,सिंचाई,bewässerung,82
8834,ख़ाकी,grizzly,44
8974,प्रजातंत्रवादी,demokrat,14
11432,अभिजात वर्ग,elite,31
139,असमिया,assamese,100
7545,कुंभ राशि,wassermann,60
8176,अल्पविराम,komma,47
2086,व्यवसायिक,flink,92
7087,शर्लक,sherlock,62
4805,निंदा करना,verurteilen,32
1279,पंक्चर्ड,punktiert,64
6800,मॅई,mae,64
12421,ऑस्टिन,austin,23
8897,मनमाना,willkürlich,50
4283,बिच्छू,skorpions,44
6584,ब्लैककैप,blackcap.,66
7340,मिग,mig,60
10951,घुटना,knie,34
13196,क्लीवलैंड,cleveland,16
6863,आदर्श,im idealfall,34
14050,राज्य अमेरिका,zustände,6
6666,रिटूक,retook,66
5819,संरक्षण,konservieren.,27
3626,लीनो,leno,84
13704,चलाना,fahrt,10
9118,ओमेगा,omega,49
8178,निर्यात,export,37
12001,भुगतान किया है,bezahlt,27
14083,महत्वपूर्ण,wichtig,7
4735,खपरैल,lappen,63
5942,टाइरोन,tyrone,70
857,मेथाडोन,methadon,97
7714,खेत मेँ,infield,15
12249,केप,kap,25
11849,कॉर्नेल,gaffell,28
7742,सहगान,chor,59
4873,रैपर्स,rapper,26
11705,इसहाक,isaac.,30
10141,कार्यकर्ताओं,aktivisten,34
4150,पुनर्निर्मित,renoviert,56
14261,मुक्त करना,freigeben,8
988,अभी भी,stillman,97
14506,कारें,autos,9
12710,डोनाल्ड,donald,21
13449,गंभीरता से,ernsthaft,13
9604,मोई,moi.,46
3005,मेथिसिल्लिन,methicillin.,88
3165,केई,kea,86
9414,उत्पीड़न,belästigung,25
85,सपनों का समय,traumzeit,100
10169,हुसार,husars,40
14039,तथापि,jedoch,6
6994,आखेट,chevy,63
8469,हैज़ा,cholera,54
2455,सौंदर्यशास्र,ästhetik,47
4564,पसलियां,rippen,61
2940,आस्थगित करें,verschieben,60
6970,पुनर्गठन,rekonstituiert,58
13695,भूतपूर्व,ehemalige,12
10677,मृग,hirsch,38
2277,जसटीनन,justinian,91
9683,मुसोलिनी,mussolini,45
12129,मुह बोली बहन,angenommen,19
339,सुरमा,antimon,100
3028,जापाटेरो,zapatero.,88
4963,राज्य-हरण,annexion,51
10839,डिट,det.,37
2915,पीसीआई,pci.,88
5491,जमात,jud,73
11255,रसायन विज्ञान,chemie,34
4759,वाल्डोर्फ,waldorf.,77
1694,स्लेपी,slary.,94
12752,बाद वाला,letztere,20
13359,उद्धृत,zitiert,7
11670,तेरहवां,dreizehnte,30
8009,नंगा,nackt?,33
10318,मस्सा,massa.,40
14064,पाउंड,pfund,30
4357,मिलन स्थल,rendezvous,74
10106,जो भी,was auch immer,41
8633,वालरस,walross,53
3908,गोलाबारी,feuerkraft,83
6001,डंकिरक,dunkirk,70
3262,रिया,ria,86
4072,डांडा,blackjack,81
2044,एंटेना,antennen,58
9440,माओ,mao,47
9332,पोली,polly.,47
7649,बौद्ध,buddhist,57
304,जोना,zona,100
9242,युद्धविराम,waffenstillstand,48
10062,अयोग्य घोषित कर दिया,disqualifiziert,40
685,लोबो,lobo.,55
11973,नैंसी,nancy.,27
7517,केन्द्रों,zentren,15
10472,यहूदी धर्म,judentum,39
3666,रोमुलस,romulus,84
10226,अनन्य,exklusiv,22
10753,चान,chan,37
1686,समर्थन करना,bereithalten,93
2302,मानस,psyche,84
7530,फायदेमंद,vorteilhaft,59
5495,प्रकाशस्तम्भ,pharos,73
1825,स्पाइरो,spiro.,93
1006,गांजा,haschisch,97
6597,जैसे भी,jedenfalls,66
5799,रूढ़िवाद,konservatismus,71
1222,टोस्टमास्टर,toastmaster.,94
2773,मिलने,rinnsal,83
10292,अवतार,benutzerbild,40
8127,गायकों,sänger,18
7132,कैसाब्लांका,casablanca,62
2965,खरहे का शिकर करनेवाला कुत्ता,windhund,67
10457,एम्स्टर्डम,amsterdam.,39
2005,वीआर,vr.,92
4206,स्लाइड,rutsche,39
2080,लहसुन,knoblauch,92
2532,एफएन,fn.,90
7553,बायोमास,biomasse,60
13789,चियर्स,prost,11
7452,दूध का,milchig,61
10698,पुनर्मूल्यांकन,neu bewertet,37
13246,अटलांटा,atlanta,16
2388,पुनः शुरू,wieder eingeführt,77
4108,पिया,pia,81
12124,अवसरों,gelegenheiten,22
3197,स्वास्थ्य सेवा,gesundheitswesen,87
12945,ग्रेडिंग,einstufung,15
738,पृथ्वीवासी,erdlinge,96
8910,अवरक्त,infrarot,50
9382,ड्रम,schlagzeug,27
5946,डफी,duffy.,70
11,व्रत,gelübde,62
13237,गुरुजी,meister,12
2766,दासत्व,leibeigenschaft,88
7575,आईसीएच,ikel,60
9340,मूत्र,pinkeln,46
76,बैम्बिनो,bambino.,100
9392,एयरोस्पेस,luft- und raumfahrt,47
6930,गूदा,brei,62
4661,पैच,patches,29
10014,मालूम होता है,scheinbar,42
