ID,ENGLISH,OCCURENCES,ENGLISH_stem,JAPAN,PORTUGAIS,KOREAN,RUSSIAN,DANOIS,POLONAIS,FRENCH,SPAIN,DEUTSCH,CHINESE,TURC,ARABE,HINDI
12640,maximum,1208,maximum,最大,máximo,최고,максимум,maksimum,maksymalny,maximum,máximo,maximal,最大,maksimum,أقصى,ज्यादा से ज्यादा
12641,counter,1208,counter,カウンター,contador,카운터,прилавок,tæller.,licznik,contrer,encimera,Schalter,柜台,tezgah,عداد,काउंटर
12642,lighten,1208,lighten,軽くする,clarear,가볍게 하다,освещать,lyse,rozjaśnić,alléger,aligerar,erleichtern,减轻,hafifletmek,تفتيح,हल्का
12643,entertainment,1211,entertain,エンターテイメント,entretenimento,오락,развлечение,underholdning,rozrywka,divertissement,entretenimiento,Unterhaltung,娱乐,eğlence,وسائل الترفيه,मनोरंजन
12644,invited,1217,invit,招待,convidamos,초대장,приглашенный,inviteret,zaproszony,invité,invitado,eingeladen,邀请,davetli,دعا,आमंत्रित
12645,trouble,1217,troubl,問題,dificuldade,문제,беда,problemer,kłopoty,inquiéter,problema,Ärger,麻烦,sorun,مشكلة,मुसीबत
12646,investigation,1218,investig,調査,investigação,조사,изучение,efterforskning,dochodzenie,enquête,investigación,Untersuchung,调查,soruşturma,تحقيق,जाँच पड़ताल
12647,price,1219,price,価格,preço,가격,цена,pris,Cena £,le prix,precio,Preis,价钱,fiyat,السعر,कीमत
12648,threats,1219,threat,脅威,ameaças,위협,угроза,trusler.,zagrożenia,des menaces,amenazas,Bedrohungen,威胁,tehditler,التهديدات,धमकी
12649,pmk,1219,pmk,PMK,pmk.,PMK.,PMK,PMK.,pmk.,pmk,pmk,Pmk,PMK.,PMK,PMK.,पीएमके
12650,palestinian,1219,palestinian,パレスチナ,palestino,팔레스타인 사람,палестинский,Palæstinensisk.,palestyński,palestinien,palestino,palästinensisch,巴勒斯坦人,Filistin,فلسطيني,फिलिस्तीनी
12651,tampa,1220,tampa,タンパ,tampa.,탬파,Тампа,tampa.,Tampa.,tampa,tampa,Tampa,坦帕,tampa,تامبا,टैम्पा
12652,ken,1221,ken,ケン,Ken.,시야,ken.,ken,rozpoznać,ken,conocido,Ken,肯,KEN,كين,केन
12653,secretary,1221,secretari,秘書,secretário,비서,секретарь,sekretær,sekretarz,secrétaire,secretario,Sekretär,秘书,Sekreter,سكرتير,सचिव
12654,cost,1221,cost,費用,custo,비용,Стоимость,koste,koszt,Coût,costo,Kosten,成本,maliyet,كلفة,कीमत
12655,wouldn,1222,wouldn,would,não seria,빌다,быстрый,ville ikke,nie,ne serait pas,sería,würde nicht,不,yapmaz,ويل,नहीं
12656,im,1222,im,私,Eu estou,나는,я,Jeg er,Jestem,je suis,Yo soy,Ich bin,我是,ben,أنا أكون,मैं हूँ
12657,hungary,1222,hungari,ハンガリー,Hungria,헝가리,Венгрия,Ungarn.,Węgry,Hongrie,Hungría,Ungarn,匈牙利,Macaristan,هنغاريا,हंगरी
12658,indianapolis,1225,indianapoli,インディアナポリス,Indianapolis.,인디애나 폴리스,Индианаполис,Indianapolis.,Indianapolis.,Indianapolis,Indianápolis,Indianapolis,印第安纳波利斯,indianapolis,انديانابوليس,इंडियानापोलिस
12659,fun,1226,fun,楽しい,Diversão,재미있는,весело,sjovt,zabawa,Amusant,divertido,Spaß,乐趣,eğlence,هزار,मज़ा
12660,industry,1226,industri,業界,indústria,산업,промышленность,industri,przemysł,industrie,industria,Industrie,行业,sanayi,صناعة,उद्योग
12661,charlie,1226,charli,チャーリー,Charlie.,백인,Чарли,Charlie.,Charlie.,charlie,charlie,Charlie,查理,charlie,تشارلي,चार्ली
12662,bull,1228,bull,ブル,touro,황소,бык,tyr,byk,taureau,Toro,Stier,公牛,Boğa,ثور,सांड
12663,blacklist,1228,blacklist,ブラックリスト,lista negra,블랙리스트,черный список,Blacklist,czarna lista,liste noire,lista negra,schwarze Liste,黑名单,kara liste,blacklist.,काला सूची में डालना
12664,potter,1230,potter,陶芸家,oleiro,도공,поттер,Potter.,garncarz,potier,alfarero,Töpfer,陶器,çömlekçi,بوتر,पॉटर
12665,beyond,1233,beyond,下,além,그 너머에,вне,ud over,poza,au-delà,más allá de,außerhalb,超过,Öte,وراء - فى الجانب الاخر,के परे
12666,drawn,1233,drawn,描く,retirou,그어진,нарисованный,trukket,pociągnięty,dessiné,dibujado,gezeichnet,画,çizilmiş,مسحوب,अनिर्णित
12667,mythology,1234,mytholog,神話,mitologia,신화학,мифология,mytologi,mitologia,mythologie,mitología,Mythologie,神话,mitoloji,علم الأساطير,पौराणिक कथा
12668,crew,1234,crew,クルー,equipe técnica,승무원,экипаж,mandskab,załoga,équipage,tripulación,Besatzung,全体人员,mürettebat,طاقم,कर्मी दल
12669,terry,1234,terri,テリー,terry.,테리 직물,Терри,Terry.,Terry.,épineux,terry,Terry,特里,terry,تيري,टेरी
12670,activity,1239,activ,アクティビティ,atividade,활동,деятельность,aktivitet,czynność,activité,actividad,Aktivität,活动,aktivite,نشاط,गतिविधि
12671,pixels,1240,pixel,ピクセル,píxeis,픽셀,пиксели,pixels.,Pixels.,pixels,píxeles,Pixel,像素,piksel,بكسل,पिक्सल
12672,fellow,1240,fellow,仲間,amigo,사람,парень,kollega.,kolega,compagnon,compañero,Geselle,f,dost,زميل,साथी
12673,twelve,1240,twelv,12,doze,열 두번째,двенадцать,tolv,dwanaście,Douze,doce,zwölf,十二,on iki,اثني عشر,बारह
12674,conspiracy,1240,conspiraci,陰謀,conspiração,음모,заговор,sammensværgelse,spisek,conspiration,conspiración,Verschwörung,阴谋,komplo,مؤامرة,षड़यंत्र
12675,hotel,1240,hotel,ホテル,hotel,호텔,отель,Hotel,hotel,Hôtel,hotel,Hotel,酒店,otel,الفندق,होटल
12676,apart,1241,apart,apart apart,separado,따로,отдельно,en del,oprócz,une part,aparte,ein Teil,除此之外,ayrı ayrı,منفصل,अलग
12677,trial,1241,trial,トライアル,tentativas,재판,пробный,forsøg,test,essai,prueba,Gerichtsverhandlung,审判,Deneme,التجربة,परीक्षण
12678,mississippi,1241,mississippi,ミシシッピ,Mississippi.,미시시피,Миссисипи,Mississippi.,Mississippi.,Mississippi,Misisipí,Mississippi,密西西比人,Mississippi,ميسيسيبي,मिसीसिपी
12679,buchanan,1242,buchanan,bu,Buchanan,뷰캐넌,Buchanan.,Buchanan.,Buchanan.,Buchanan,buchanano,Buchanan,布坎南,Buchanan,بوكانان,बुकानन
12680,biased,1244,bias,偏見に,enviesado,치우친,пристрастный,forspændt,stronniczy,biaisé,tendencioso,voreingenommen,偏见,önyargılı,انحيازا,झुका हुआ
12681,con,1246,con,con,vigarista,범죄자,против,Con.,kon,con,estafa,Kessel,con,con,خبير,चोर
12682,kb,1247,kb,k,kb.,KB.,kb.,KB.,KB.,kb,kb,KB.,KB.,kb,كوب,केबी
12683,sold,1250,sold,販売された,vendido,판매 된,продано,SOLD,sprzedany,vendu,vendido,verkauft,卖,satıldı,تم البيع,बेचा
12684,keyboards,1250,keyboard,キーボード,teclados,키보드,клавиатура,tastaturer.,Klawiatury,claviers,teclados,Keyboards.,键盘,klavye,لوحات المفاتيح,कीबोर्ड
12685,communist,1254,communist,共産主義者,comunista,공산주의자,коммунистический,kommunist,komunistyczny,communiste,comunista,kommunistisch,共产,komünist,الشيوعي,कम्युनिस्ट
12686,airborne,1254,airborn,空中,Airborne.,공수,в воздухе,luftbårne,samolotowy,aéroporté,aerotransportado,in der Luft,空降,havadan,جوا,हवाई
12687,tidy,1256,tidi,几帳面,limpo,정돈하다,аккуратный,ryddelig,uporządkowane,bien rangé,ordenado,aufgeräumt,整齐的,derli toplu,أنيق - مرتب,साफ
12688,iron,1257,iron,鉄,ferro,철,железо,jern,żelazo,fer à repasser,planchar,Eisen,铁,Demir,حديد,लोहा
12689,spelled,1257,spell,綴った,soletrado,철자,прописан,stavet,orkisz,orthographié,espelta,Dinkel,拼写,yazıldığından,مكتوبة,वर्तनी
12690,expansion,1261,expans,拡張,expansão,확장,расширение,udvidelse,ekspansja,expansion,expansión,Erweiterung,扩张,genişleme,توسع,विस्तार
12691,impact,1262,impact,影響,impacto,영향,влияние,indvirkning,uderzenie,impacter,impacto,Einschlag,影响,etki,تأثير,प्रभाव
12692,friendly,1262,friendli,フレンドリー,amigáveis,친숙한,дружелюбный,venlige,przyjazny,amical,amistoso,freundlich,友好的,arkadaş canlısı,ودود,अनुकूल
12693,samuel,1263,samuel,サミュエル,Samuel,사무엘,самуэль,Samuel.,samuel.,samuel,Samuel,Samuel.,塞缪尔,samuel,صموئيل,शमूएल
12694,mouse,1264,mous,ねずみ,mouse,쥐,мышь,mus,mysz,Souris,ratón,Maus,老鼠,fare,الفأر,चूहा
12695,jews,1264,jew,ユダヤ人,judeus,유대인들,евреи,Jøder.,Żydzi,les Juifs,judío,Juden,犹太人,Yahudiler,يهود,यहूदी
12696,flood,1265,flood,洪水,enchente,홍수,наводнение,oversvømmelse.,powódź,inondation,inundación,Flut,洪水,sel basmak,فيضان,बाढ़
12697,pattern,1273,pattern,パターン,padronizar,무늬,шаблон,mønster,wzór,modèle,patrón,Muster,图案,Desen,نمط,प्रतिरूप
12698,task,1273,task,タスク,tarefa,직무,задача,opgave,zadanie,tâche,tarea,Aufgabe,任务,görev,مهمة,टास्क
12699,guess,1273,guess,推測してみて,acho,추측하다,догадка,gætte,odgadnąć,deviner,adivinar,erraten,猜测,tahmin etmek,خمن,अनुमान
12700,acroterion,1274,acroterion,アクロテリオン,Acroterion,acroterion.,акротерион,acroterion.,Acroterion.,acrotatéion,acroterio,Akroterion,acroterion,akroterasyon,acroterion.,एक्रोटर
12701,panzer,1274,panzer,パンツァー,panzer.,장갑차,панбер,panzer.,pancerny,panéro,blindado,Panzer,帕兹,panzer,بانزر,बख़्तरबंद
12702,glad,1277,glad,嬉しい,Alegre,기쁜,Рады,glad,zadowolony,content,contento,froh,高兴的,memnun,مسرور,प्रसन्न
12703,rewrite,1279,rewrit,リライト,reescrever,고쳐 쓰기,переписать,omskrive,przepisać,récrire,volver a escribir,umschreiben,改写,yeniden yazmak,اعادة كتابة,पुनर्लेखन
12704,favorite,1281,favorit,お気に入り,favorito,가장 좋아하는,любимый,favorit,ulubiony,favori,favorito,Favorit,最喜欢的,favori,المفضل,पसंदीदा
12705,senators,1283,senat,上院議員,senadores,상원 의원,сенаторы,senatorer,Senatorowie.,sénateurs,senadores,Senatoren,参议员,senatörler,مجلس الشيوخ,सीनेटरों
12706,nobody,1284,nobodi,誰でもない,ninguém,아무도,никто,ingen,nikt,personne,nadie,niemand,没有人,kimse,لا أحد,कोई नहीं
12707,jesus,1287,jesu,イエス,Jesus,예수,Иисус,Jesus.,Jezus,Jésus,Jesús,Jesus,耶稣,isa,يسوع,यीशु
12708,stone,1290,stone,結石,pedra,결석,камень,sten-,kamień,calcul,Roca,Stein,石头,taş,حصاة,पथरी
12709,cast,1292,cast,キャスト,fundida,깁스,В ролях,Cast.,rzucać,jeter,emitir,Gießen,投掷,döküm,يقذف,ढालना
12710,aren,1298,aren,ar,aren,아닌,арен,aren.,aren.,aren,aren,Aren,aren.,aren,أرين,नहीं कर रहे
12711,donald,1298,donald,ドナルド,donald.,도널드,Дональд,Donald.,donald.,donald,Donald,Donald,唐纳德,Donald,دونالد,डोनाल्ड
12712,bus,1299,bu,バス,ônibus,버스,автобус,bus,autobus,autobus,autobús,Bus,公共汽车,otobüs,أوتوبيس,बस
12713,loren,1299,loren,l l,loren.,루렌,лорен,loren.,loren.,loren,loren,Loren,loren.,loren,لورين,लोरेन
12714,equal,1300,equal,同等,igual,동일한,равный,lige,równy,égal,igual,gleich,平等的,eşit,مساو,बराबरी का
12715,basis,1301,basi,基本,base,기초,основа,basis,podstawa,base,base,Basis,基础,esas,أساس,आधार
12716,feet,1301,feet,フィート,pés,피트,ноги,Feet.,stopy,pieds,pies,Fuß,脚,ayak,قدم,पैर
12717,technical,1302,technic,テクニカル,técnico,전문인,техническое средство,teknisk,techniczny,technique,técnico,technisch,技术的,teknik,تقني,तकनीकी
12718,send,1302,send,送信,mandar,보내다,Отправить,sende,wysłać,envoyer,enviar,schicken,发送,göndermek,إرسال,भेजना
12719,gov,1302,gov,g,governador,고요함,гов,Gov.,Gov.,gobelet,gorro,Govern,g,gang,حاكم,शासन
12720,recurring,1302,recur,繰り返し,recorrente,되풀이,повторение,tilbagevendende,powtarzający się,récurrent,periódico,wiederkehrend,再次发生的,tekrarlayan,يتكرر,पुनरावर्ती
12721,horse,1303,hors,うま,cavalo,말,лошадь,hest,koń,cheval,caballo,Pferd,马,at,حصان,घोड़ा
12722,gas,1304,ga,ガス,gás,가스,газа,gas,gaz,gaz,gas,Gas,气体,gaz,غاز,गैस
12723,mother,1306,mother,母親,mãe,어머니,мама,mor,mama,mère,madre,Mutter,母亲,anne,أم,मां
12724,monday,1308,monday,月曜,Segunda-feira,월요일,понедельник,Mandag,poniedziałek,Lundi,lunes,Montag,周一,Pazartesi günü,الإثنين,सोमवार
12725,injury,1309,injuri,けが,ferida,상해,"травма, повреждение",skade,obrażenia,blessure,lesión,Verletzung,受伤,incinme,إصابة,चोट
12726,flew,1309,flew,ぼんやりした,voou,날았다,пролетел,Flew.,latał,volant,voló,geflogen,fle,uçmak,طار,उड़ान भरी
12727,ready,1311,readi,準備,pronto,준비가 된,готов,parat,gotowy,prêt,Listo,bereit,准备好,hazır,جاهز,तैयार
12728,fc,1311,fc,fc,FC.,FC.,отказ,FC.,fc.,fc,fc,FC,FC.,fc,FC.,एफसी
12729,carter,1313,carter,カーター,Carter.,카터,картер,Carter.,furman,charretier,carretero,Fuhrmann,卡特,carter,كارتر,गाड़ीवान
12730,rider,1315,rider,ライダー,cavaleiro,타는 사람,всадник,rider.,jeździec,cavalier,jinete,Fahrer,骑士,binici,رايدر,सवार
12731,plane,1318,plane,飛行機,plano,비행기,самолет,plane.,samolot,avion,plano,Flugzeug,飞机,uçak,طائرة,विमान
12732,perfect,1319,perfect,完全,perfeito,완벽한,идеально,Perfekt,idealny,parfait,Perfecto,perfekt,完美的,mükemmel,في احسن الاحوال,उत्तम
12733,pool,1319,pool,プール,piscina,수영장,бассейн,pool,basen,bassin,piscina,Schwimmbad,水池,havuz,بركة سباحة,पूल
12734,rushing,1323,rush,急いで,correndo.,러시,спешка,Rushing.,gwałtowny,précipité,apresurarse,eilig,冲,acele,التسرع,भागने
12735,commonwealth,1323,commonwealth,連邦,comunidade,연방,Содружество,Commonwealth.,wspólnota,Commonwealth,mancomunidad,Commonwealth,联邦,commonwealth,برلمان المملكة المتحدة,राष्ट्रमंडल
12736,entirely,1324,entir,全体的に,inteiramente,전적으로,полностью,helt,całkowicie,entièrement,enteramente,ganz,完全,Baştan sona,تماما,पूरी तरह से
12737,pressing,1326,press,press press,pressionando,압박,прессование,pressning,pilny,pressage,prensado,Drücken,紧迫,basma,الضغط على,दबाना
12738,miller,1326,miller,ミラー,moleiro,밀러,Миллер,Miller.,młynarz,meunier,molinero,Müller,磨坊主,mülteci,ميلر,चक्कीवाला
12739,rally,1328,ralli,ラリー,corrida,랠리,ралли,samle,Rajd,se rallier,reunión,Rallye,集会,ralli,تجمع,रैली
12740,hear,1330,hear,聞く,ouvir,듣다,слышать,høre,słyszeć,écouter,escuchar,hören,听到,duymak,يسمع,सुनो
12741,phoenix,1330,phoenix,フェニックス,Fénix,불사조,Феникс,Phoenix.,feniks,phénix,fénix,Phönix,凤凰,Anka kuşu,فينيكس,अचंभा
12742,joint,1330,joint,ジョイント,articulação,관절,соединение,samling,połączenie,découper,articulación,gemeinsam,联合的,eklem yeri,مشترك,संयुक्त
12743,armed,1331,arm,武装,armado,무장 한,вооруженный,bevæbnet,uzbrojony,armé,armado,bewaffnet,武装,silâhlı,مسلح,हथियारबंद
12744,max,1331,max,max,max.,최대,Максимум,Max.,max.,max,max,Max,最大限度,maksimum,الأعلى,मैक्स
12745,disaster,1335,disast,災害,desastre,재해,катастрофа,katastrofe,katastrofa,catastrophe,desastre,Katastrophe,灾难,felaket,كارثة,आपदा
12746,photograph,1336,photograph,写真,fotografia,사진,фотография,fotografi,fotografia,photographier,fotografía,Foto,照片,fotoğraf,تصوير,फोटो
12747,arrived,1336,arriv,到着した,chegado,도착했다,приехал,ankom,przybył,arrivée,llegado,ist eingetroffen,到达的,ulaşmış,وصل,पहुंच गए
12748,friend,1341,friend,友達,amigo,친구,друг,ven.,przyjaciel.,amie,amigo,Freundin,friend,arkadaş,صديق,दोस्त
12749,sri,1342,sri,スリの,sri.,SRI.,шри,Sri.,sri.,sri,sri,sri.,斯里,sri,سري,श्री
12750,pm,1343,pm,pm,PM,오후,вечера,om eftermiddagen,po południu,pm,pm,PM,下午,öğleden sonra,مساء,बजे
12751,dick,1347,dick,ディック,pau,형사,Дик,Dick.,kutas,queue,polla,Dick,迪克,dick,ديك.,लिंग
12752,fm,1347,fm,FM.,fm,FM.,FM.,FM.,fm.,féminin,fm,fm,调频,fm,FM.,एफएम
12753,latter,1348,latter,後者,último,후자,последний,sidstnævnte,końcowy,dernier,último,Letztere,后者,ikincil,أخير,बाद वाला
12754,windows,1348,window,ウィンドウズ,janelas,윈도우,окна,Windows.,Windows.,les fenêtres,ventanas,Windows,视窗,pencereler,شبابيك,खिड़कियाँ
12755,percentage,1349,percentag,パーセンテージ,percentagem,백분율,процент,procent,odsetek,pourcentage,porcentaje,Prozentsatz,百分比,yüzde,النسبة المئوية,प्रतिशत
12756,southwest,1349,southwest,南西,sudoeste,남서,юго-запад,sydvest.,południowy zachód,sud-ouest,Sur oeste,Südwesten,西南,güneybatı,جنوب غرب,दक्षिण पश्चिम
12757,mobile,1350,mobil,モバイル,Móvel,이동하는,мобильный,MOBILE.,mobilny,mobile,móvil,"Handy, Mobiltelefon",移动的,mobile,التليفون المحمول,मोबाइल
12758,jerry,1350,jerri,ジェリー,jerry.,실내 변기,Джерри,Jerry.,nocnik,joyeux,alemán,Jerry,杰瑞,Jerry,جيري,जैरी
12759,giant,1351,giant,巨人,gigante,거대한,гигант,kæmpe stor,ogromny,géant,gigante,Riese,巨大的,devasa,عملاق,विशाल
12760,religion,1351,religion,宗教,religião,종교,религия,religion,religia,religion,religión,Religion,宗教,din,دين,धर्म
12761,brad,1352,brad,br,brad.,브래드,преступник,Brad,ćwiek,brad,puntilla,Brad,布拉德,brad,براد,चपटी कील
12762,longhair,1352,longhair,長い髪,cabelo longo,긴 머리,длинные волосы,langt hår,długie włosy,cheveux longs,pelo largo,lange Haare,长发,uzun saç,شعر طويل,लंबे बाल
12763,eagle,1353,eagl,鷲,Águia,독수리,орел,ørn,Orzeł,Aigle,Águila,Adler,鹰,Kartal,نسر,गिद्ध
12764,von,1354,von,フォン,von.,폰,варенье,von.,von.,von,von,von,von.,von,فون,वॉन
12765,worst,1355,worst,最悪,pior,최악의,худший,værst,najgorszy,pire,peor,am schlimmsten,最糟糕的,en kötüsü,أسوأ,सबसे खराब
12766,portugal,1355,portug,ポルトガル,Portugal,포르투갈,Португалия,PORTUGAL.,Portugalia,le Portugal,Portugal,Portugal,葡萄牙,Portekiz,البرتغال,पुर्तगाल
12767,cards,1359,card,カード,cartões,카드,карты,kort,karty,cartes,tarjetas,Karten,牌,kartlar,بطاقات,पत्ते
12768,decade,1360,decad,十年,década,열개의,десятилетие,årti,dekada,décennie,década,Dekade,十年,on yıl,عقد، عشر سنوات,दशक
12769,dutch,1363,dutch,オランダの,holandês,네덜란드 사람,нидерландский язык,hollandsk,holenderski,Néerlandais,holandés,Niederländisch,荷兰人,Flemenkçe,اللغة الهولندية,डच
12770,hampshire,1364,hampshir,ハンプシャー,Hampshire,햄프셔,Гэмпшир,Hampshire.,Hampshire.,hampshire,hampshire,Hampshire,汉普郡,Hampshire,هامبشاير,हैम्पशायर
12771,joyous,1365,joyou,喜び,feliz,즐거운,радостный,JOYOUS.,radosny,joyeux,jubiloso,freudig,欢乐,neşeli,مبهج,आनंदित
12772,animal,1368,anim,動物,animal,동물,животное,dyr,zwierzę,animal,animal,Tier,动物,hayvan,حيوان,जानवर
12773,notre,1368,notr,お知らせ,Notre.,노트르의,Нотр,NOTRE.,Notre,nœud,notre,Notre,不,notre,نيابة,नोट्रे
12774,kentucky,1369,kentucki,ケンタッキー,Kentucky.,켄터키,Кентукки,Kentucky.,kentucky.,Kentucky,Kentucky,Kentucky,肯塔基州,Kentucky,كيناكي,केंटकी
12775,southeast,1371,southeast,南東,sudeste,남동,юго-восток,sydøstlige.,południowo-wschodni,sud-est,Sureste,Süd-Ost,东南,güneydoğu,الجنوب الشرقي,दक्षिण-पूर्व
12776,kid,1373,kid,子供,criança,어린이,дитя,barn,dziecko,enfant,niño,Kind,孩子,çocuk,طفل,बच्चा
12777,coverage,1374,coverag,カバレッジ,cobertura,적용 범위,охват,Dækning.,zasięg,couverture,cobertura,Abdeckung,覆盖范围,kapsama,تغطية,कवरेज
12778,subst,1379,subst,subst,partir,부위,подсчетность,subst.,substancja,install,subida,ersetzen,subst.,somun etmek,استبدل,सुस्त
12779,violating,1380,violat,違反して,Violando,위반,нарушение,overtræder,naruszenie,violation,violando,verletzen,违规,ihlal etmek,انتهاك,उल्लंघन करने
12780,auto,1383,auto,オート,auto,자동으로,авто,Auto.,automatyczny,auto,auto,Auto,汽车,Oto,تلقاءي,ऑटो
12781,cuba,1383,cuba,キューバ,Cuba,쿠바,Куба,Cuba.,Kuba,Cuba,Cuba,Kuba,古巴,Küba,كوبا,क्यूबा
12782,session,1384,session,セッション,sessão,세션,сессия,session,sesja,session,sesión,Sitzung,会议,"oturum, toplantı, celse",جلسة,सत्र
12783,inline,1384,inlin,列をなして,na linha,인라인,в линию,inline.,inline.,en ligne,en línea,in der Reihe,排队,Çizgide,في النسق,पंक्ति में
12784,studio,1389,studio,スタジオ,estúdio,사진관,студия,Studio,studio,studio,estudio,Studio,工作室,stüdyo,استوديو,स्टूडियो
12785,elements,1389,element,要素,Elementos,집단,элементы,elementer,elementy,éléments,elementos,Elemente,元素,elementler,عناصر,तत्वों
12786,bid,1389,bid,入札,oferta,매기다,делать ставку,bud,oferta,offre d'achat,licitación,Gebot,出价,teklif etmek,المناقصة,बोली
12787,vancouver,1389,vancouv,バンクーバー,Vancouver.,밴쿠버,Ванкувер,Vancouver.,Vancouver,vancouver,vancouver,Vancouver,温哥华,vancouver,فانكوفر,वैंकूवर
12788,kent,1389,kent,ケント,kent.,켄트,выступ,KENT.,kent.,kent,kent,Kent,肯特,Kent,كينت,केंट
12789,fa,1390,fa,為替,FA.,파,фальсификация,fa.,fa,FA,fa,Fa,F A,fransa,وافر,फा
12790,casualties,1391,casualti,死傷者,vítimas,사상자,жертвы,ulykker.,ofiary wypadku,victimes,damnificados,Verluste,伤亡,zayiatlar,اصابات,हताहतों की संख्या
12791,defeat,1392,defeat,敗北,derrota,패배시키다,поражение,nederlag,Pokonać,défaite,fracaso,Verlust,打败,yenmek,يهزم,परास्त करना
12792,larry,1395,larri,ラリーリー,larry.,래리,Ларри,Larry.,larry.,larry,Larry,larry.,拉里,larry,لاري.,लैरी
12793,lp,1396,lp,l,lp.,lp.,вспомогательный,lp.,lp.,lp,lp,lp.,LP.,lp,لطف,एल.पी.
12794,greater,1397,greater,より大きな,maior,보다 큰,больше,større,większy,plus grand,mayor que,höher,较大,daha büyük,أكبر,ग्रेटर
12795,ted,1398,ted,テッド,ted.,테드,Тед,ted.,przetrząsać,tiède,ted,Ted,泰德,ted,تيم,टेड
12796,dame,1398,dame,めざしさ,dama,여자,дама,Dame.,dama,dame,dama,Dame,贵妇人,dama,سيدة,बेगम
12797,stewart,1403,stewart,スチュアート,Stewart.,스튜어트,stewart.,Stewart.,Stewart.,Stewart,stewart,Stewart,斯图尔特,stewart,ستيوارت,स्टीवर्ट
12798,pilot,1406,pilot,パイロット,piloto,조종사,пилота,pilot,pilot,pilote,piloto,Pilot,飞行员,pilot,طيار,पायलट
12799,opposition,1408,opposit,反対,oposição,반대,оппозиция,modstand,sprzeciw,opposition,oposición,Opposition,反对,muhalefet,معارضة,विरोध
12800,clock,1408,clock,時計,relógio,시계,Часы,ur,zegar,l'horloge,reloj,Uhr,钟,saat,ساعة حائط,घड़ी
12801,actor,1411,actor,俳優,ator,배우,актер,skuespiller,aktor,acteur,actor,Schauspieler,演员,aktör,الممثل,अभिनेता
12802,deep,1412,deep,深い,profundo,깊은,глубокий,dyb,głęboko,Profond,profundo,tief,深的,derin,عميق,गहरा
12803,dont,1412,dont,いない,não,...하지 않아도된다,нерешительный,ikke,dont.,pas,no,nicht,别,yok,لا,न
12804,railway,1413,railway,鉄道,estrada de ferro,철도,железная дорога,Railway.,kolej żelazna,chemin de fer,ferrocarril,Eisenbahn,铁路,demiryolu,سكة حديدية,रेलवे
12805,eye,1414,eye,目,olho,눈,глаз,øje,oko,œil,ojo,Auge,眼睛,göz,عين,आंख
12806,fly,1417,fli,飛ぶ,mosca,파리,летать,flyve,latać,voler,mosca,fliegen,飞,uçmak,يطير,उड़ना
12807,denmark,1418,denmark,デンマーク,Dinamarca,덴마크,Дания,Danmark,Dania,Danemark,Dinamarca,Dänemark,丹麦,Danimarka,الدنمارك,डेनमार्क
12808,coupled,1419,coupl,併せて,acoplado,결합,сочетание,koblet,sprzężony,accouplé,acoplado,gekoppelt,加上,birleştirilmiş,إلى جانب,युग्मित
12809,harrison,1420,harrison,ハリソン,Harrison,해리슨,Harrison,Harrison.,harrison.,hardison,horrison,Harrison,哈里森,harrison,هاريسون,हैरिसन
12810,rick,1420,rick,ぴちぴち,rick.,약간 뒤틀리게 하다,рик,rick.,stóg,meule,almiar,Rick.,r,rüşvet,ريك,पोरौटी
12811,switzerland,1422,switzerland,スイス,Suíça,스위스,Швейцария,Schweiz,Szwajcaria,la Suisse,Suiza,Schweiz,瑞士,İsviçre,سويسرا,स्विट्ज़रलैंड
12812,nasa,1423,nasa,n,NASA.,나사,НАСА,nasa.,NASA.,nasa,nasa,NASA,美国宇航局,nasa,ناسا,नासा
12813,touch,1424,touch,触る,tocar,접촉,трогать,røre ved,dotykać,toucher,tocar,berühren,触碰,dokunma,لمس. اتصال. صلة,स्पर्श
12814,ac,1425,ac,交流,AC.,ac.,action,AC.,AC.,acteur,C.A,AC.,AC.,AC,إكسب,एसी
12815,estimated,1426,estim,推定,estimado,추정 된,оцененный,anslået,Szacowany,estimé,estimado,geschätzt,估计的,tahmini,مقدر,अनुमानित
12816,republican,1426,republican,共和国,republicano,공화주의자,республиканец,Republikan,republikański,républicain,republicano,Republikaner,共和党人,Cumhuriyetçi,جمهوري,रिपब्लिकन
12817,captured,1429,captur,捕獲された,capturado,캡처 한,захваченный,fanget.,złapany,capturé,capturado,gefangen,捕获,yakalanan,القبض على,पकड़े
12818,berlin,1429,berlin,ベルリン,Berlim,베를린,Берлин,Berlin.,Berlin,Berlin,Berlina,Berlin,柏林,Berlin,برلين,बर्लिन
12819,northeast,1430,northeast,北東,nordeste,북동,к северо-востоку,nordøstlige.,północny wschód,nord-est,Noreste,Nordost-,东北,kuzeydoğu,شمال شرق,ईशान कोण
12820,assume,1431,assum,推定,presumir,추정하다,предполагать,antage,założyć,supposer,asumir,davon ausgehen,认为,farz etmek,افترض,मान लीजिए
12821,merit,1435,merit,メリット,mérito,장점,цена,fortjeneste,zasługa,mérite,mérito,Verdienst,优点,hak etmek,ميزة,योग्यता
12822,classification,1438,classif,分類,classificação,분류,классификация,klassifikation,Klasyfikacja,classification,clasificación,Einstufung,分类,sınıflandırma,تصنيف,वर्गीकरण
12823,fast,1438,fast,速い,velozes,빠른,быстро,hurtig,szybki,vite,rápido,schnell,快速地,hızlı,بسرعة,तेज़
