ID,RUSSIAN,HINDI,INTERVAL
3836,антимонопольный,अविश्वास,84
2504,четверка,शराब पी और नशे,74
13607,браузер,ब्राउज़र,12
10828,кока,कोका,38
12511,направление,दिशा,12
10061,индуизм,हिन्दू धर्म,43
6288,любопытство,जिज्ञासा,68
7473,табло,स्कोर बोर्ड,61
7839,лжец,झूठा,55
10302,слава,वैभव,41
5668,думас,डूमा,66
1392,навязывание,आरोपण,95
10052,резинка,रबर,42
9987,товарный знак,ट्रेडमार्क,41
10438,ими,उम,40
3482,увеличить,बढ़े,51
9218,бензин,पेट्रोल,49
8245,прорвать,दरार,54
4981,inkest.,कौटुम्बिक व्यभिचार,77
9721,фудзи.,फ़ूजी,46
7453,углы,कोणों,33
12020,сальвадор,साल्वाडोर,27
7082,йи.,यी,63
5719,дурачок,डमी,70
3677,смехаться,हास्यास्पद,83
11270,прогрессивный,प्रगतिशील,16
13543,дал,दिया,13
3792,тьюринг,ट्यूरिंग,84
1014,оникс,गोमेद,97
14393,лицо,चेहरा,12
1217,биогаза,बायोगैस,96
12693,мышь,चूहा,21
3020,лоя,लॉय,88
3841,бумеранг,बुमेरांग,83
9200,удовольствие,आनंद,48
11602,словарь,शब्दकोश,30
10567,ненужно,अनावश्यक रूप से,39
1252,скит,प्रहसन,86
7468,поз,स्थिति,42
9451,чендлер,दुकानदार,48
9651,исполнение,क्रियान्वयन,18
13392,ответить,जवाब दे दो,12
6360,ванкер,वांकर,68
1626,карол,केरोलस,94
7240,mayflower,मेफ्लावर,62
9497,широкополосный,ब्रॉडबैंड,47
9070,орангутан,आरंगुटान,50
12861,фил,फिल,20
14464,подано,दायर,6
14282,ряд,शृंखला,7
7276,общение,संभोग,62
2048,подзаголовок,उपशीर्षक,69
10929,причал,बर्थ,34
12219,аудио,ऑडियो,26
13404,вместе,एक साथ,14
5619,спектроскопия,स्पेक्ट्रोस्कोपी,73
206,куюнктатор,अभेद्य,100
9310,счетчик,मुख्यालय,16
8646,атлантис,अटलांटिस,53
7068,басист,बास वादक,63
7096,альта,वाइला,63
7541,заир,ज़ैरे,61
8131,приятный,सुखद,57
10907,бенедикт,बेनिदिक्त,37
4406,маргиная,पुस्तक के पत्र के किनारे पर लिखै हुई टीका-टिप्पणी,81
4730,умолять,वकालत की,56
5888,метеор,उल्का,67
7328,удовлетворение,संतुष्टि,62
9323,фатальный,घातक,24
445,пожилы,पेबल्स,100
297,экспонент,प्रतिपादक,88
11583,монро,मोनरो,31
7256,отсчет,उलटी गिनती,62
2882,рискованный,जोखिम भरा,88
4299,fairbanks,फेयरबैंक्स,81
13337,бог,भगवान,14
133,занзибар,ज़ांज़ीबार,100
4236,бродить,भटक,33
4420,шпитцер,स्पिट्जर,80
11398,люпин,वृक,33
11040,валлийский,वेल्श,36
12979,сортировать,तरह,15
9347,изгнание,निर्वासन,41
6892,фиджийский,फिजी,65
3735,буцефал,bucephalus,84
9126,динамит,बारूद,50
13744,депрессия,डिप्रेशन,11
12940,кого,किसको,19
3193,протектор,रक्षा करनेवाला,71
12068,поток,बहे,24
1538,орфей,orpheus,95
4436,галлон,गैलन,62
13603,японский язык,जापानी,12
13445,монреаль,मॉन्ट्रियल,14
7847,баба,बाबा,59
192,ако,एको,100
11126,подлый,स्नीकी,36
1098,сирены,आवाज,70
4641,экономисты,अर्थशास्त्रियों,54
8152,терпение,धैर्य,57
5505,квота,कोटा,67
4925,вомбат,वोमब्रेट,74
5830,казенная часть,पीछे का भाग,56
5549,ниппон,निप्पॉन,74
11911,облако,बादल,25
10040,тренд,ट्रेंड,33
13616,посещение,मुलाकात,11
8485,каменная стена,पत्थर की दीवार,54
12203,либеральный,उदारवादी,16
11925,взимается,आरोप लगाया,14
8979,сократ,सुकरात,50
10343,неудачник,परास्त,33
13148,отсутствующий,लापता,11
1472,леммингс,लेमिंग्स,81
3125,нерешительный,ऊंचा नीचा,82
5243,подвал,तहख़ाना,72
11556,поваренная соль,नमक,30
9244,кэролайн,कैरोलीन,49
1004,рыба-меч,स्वोर्डफ़िश,97
11052,раб,दास,30
10257,ладонь,हथेली,38
926,бриттен,ब्रिता,97
12671,парень,साथी,21
9404,козырь,तुस्र्प,46
9938,кантри,खिचड़ी भाषा का,43
11955,охота,शिकार,23
11411,помедленнее,और धीमा,33
12627,фрэнсис,फ्रांसिस,22
11032,строго,कठोरता से,36
14212,обвинения,प्रभार,14
8063,усадьба,जागीर,57
10837,спектр,स्पेक्ट्रम,38
8831,джойс,जॉइस,52
9571,бункер,बंकर,43
1877,пробуждение,जाग्रत,27
12892,nl.,एनएल,20
13599,вернулся,लौटा हुआ,9
13327,движение,गति,14
919,бафса,के दीवानों,72
10541,каролл,कैरोल,39
1506,aegis.,तत्वावधान,95
7575,ich.,आईसीएच,61
10158,ресторан,रेस्टोरेंट,37
4004,фобия,भय,82
7686,бойден,बोडेन,60
7924,дробовик,मशीनगन,56
13010,пойманный,पकड़े गए,18
1848,заочный,अनुपस्थित होनेवाला,86
7738,неверно,असत्यापित,45
8190,бегемот,जलहस्ती,57
6628,декарт,डेसकार्टेस,67
9182,гайана,गुयाना,50
13398,мертвых,मृत,14
8295,саксофон,सैक्सोफोन,55
10078,реджина,रेजिना,43
14064,фунтов стерлингов,पाउंड,31
5025,каталон,कातालान,77
13618,чат,बातचीत,12
3321,антициклон,प्रतिचक्रवात,80
2416,врожденный,जन्मजात,89
3472,backfield.,बैकफील्ड,86
9246,орбиты,कक्षाओं,14
6841,фишка,फिस्क,65
11407,избитый,पराजित,33
7383,стейк,स्टेक,61
2864,эстроген,एस्ट्रोजन,87
13741,эль,एल,12
10442,терьер,टेरिए,39
2460,урезать,झोंपड़ी,88
3776,выезд,बाहर निकलने,16
11030,предварительный,प्रारंभिक,36
8399,закат,सूर्य का अस्त होना,54
5831,авафта,एयूएफ,72
6501,jericho.,जेरिको,68
10324,boeing.,बोइंग,39
2446,ремесла,रेमस,90
3106,киель,काइल,88
11432,элиты,अभिजात वर्ग,31
3708,фюзеляж,हवाई जहाज़ का ढांचा,84
7403,виолетта,बैंगनी,60
10444,геология,भूगर्भ शास्त्र,33
9254,скорая помощь,रोगी वाहन,45
3591,богомол,एक प्रकार का कीड़ा,85
12426,молоко,दूध,24
11312,скрытый,छुपे हुए,34
5691,тестостерон,टेस्टोस्टेरोन,73
12982,изначально,शुरू में,12
5782,rufus.,रूफस,72
2536,килограмм,किलो,87
10315,песок,रेत,34
12756,мобильный,मोबाइल,15
10887,фредерик,फ्रेडरिक,37
6188,sl,क्र,69
13204,9-й,9,16
4912,канава,खाई,70
12265,марка,मार्शल,21
13705,андрей,एंड्रयू,12
7533,шерсть,ऊन,61
6012,голенина,टिबिअ,71
2010,поспешность,मिस्पेलिंग,60
3492,ячмень,जौ,85
12163,ньютон,न्यूटन,26
1613,цейлон,लंका,94
7688,zo.,ज़ो,60
1403,манипуляциями,जोड़ - तोड़,38
8393,стационарный,अचल,55
1648,пердеть,साहसी सिपाही,90
10903,покер,पोकर,37
10562,валун,बोल्डर,38
9613,unj.,न्यू जर्सी,47
135,заварной крем,कस्टर्ड,100
8250,выгнал,निष्कासित,50
1799,смазка,चिकनाई,81
2586,ксерокс,ज़ीरक्सा,89
3921,mfr,एमएफआर,83
777,расстроенный,व्याकुल,98
11427,сестра,बहन,28
5416,касси,कैसी,74
8498,вдохновение,प्रेरणा,28
8956,сакраменто,सैक्रामेंटो,51
1639,менструальный,मासिक,94
7552,мембрана,झिल्ली,60
11529,вольт,वाल्ट,32
2217,асимметричный,असममितीय,86
10133,мошенничество,धोखा,42
13553,жирный,साहसिक,12
5376,shoplifting.,दुकानों से सामान चोरी,71
2958,соронить,औरतों का संग्रह,63
13742,мальчик,लड़का,10
10604,поход по магазинам,खरीदारी,23
11354,судан,सूडान,33
14249,фонды,कोष,21
6799,партия,जत्था,62
931,центриоль,तारककेंद्रक,97
7700,дп,डी पी,60
7592,очевидно,ज़रूर,11
8082,уна,ऊना,57
5564,тенистый,छायादार,74
2894,actrocious,नृशंस,88
9319,apporse,समर्थन,30
8954,ronde.,रोंडी,51
435,франционный,फ्रैनशियम,100
11137,вилла,विला,35
13580,формальный,औपचारिक,12
2728,морелло,मोरेल्लो,88
7285,абигал,अबीगैल,62
11884,окружающая обстановка,वातावरण,27
5723,кассир,टेलर,70
12876,величайший,महानतम,20
6412,меморандум,ज्ञापन,67
12380,ап,एपी,24
8156,руда,अयस्क,56
1095,заблокировать,बोक,95
9916,положения,प्रावधानों,37
10482,mccoy.,मैककॉय,40
7145,точки зрения,दृष्टिकोण,39
13982,разработка,विकास,10
3933,преждевременно,समय से पहले ही,51
10270,тонна,टन,29
5843,эмери,कस्र्न पत्थर,72
5975,поэтический,पुरजोश,68
2418,вниз по течению,डाउनस्ट्रीम,90
450,азернер,प्रश्नकर्ता,100
1759,аутистический,ऑटिस्टिक,93
3603,сопрано,सोपरानोस,63
13903,нравиться,पसंद,5
8563,нильсен,नील्सन,54
7578,амелия,अमेलिया,61
13908,ее,उसकी,9
13517,напечатано,मुद्रित,11
14082,сан -,सैन,10
5091,тропики,कटिबंधों,8
11115,барселона,बार्सिलोना,36
8282,посейдон,poseidon,56
12609,мил,हज़ार,22
4020,роско,रोस्को,82
1019,воздушная полоса,हवाई पट्टी,92
3221,zee.,ज़ी,87
4437,деформация,रंगरेज़,78
2719,курсор,सतही,88
10335,batsmen,बल्लेबाजों,41
1750,прямоугольник,आयत,90
8489,арой,अरोयो,54
6706,парфенон,पार्थेनन,66
10247,измерено,मापा,18
2969,маллет,लकड़ी का हथौड़ा,87
3637,hillman.,हिलमैन,85
7181,сульфат,सल्फेट,62
3048,котел,हंडा,88
13434,принес,लाया,14
9452,суверент,सार्वभौम,47
4765,ром,रम,78
6485,обратно,पिछड़ा,49
4951,мечети,मस्जिदों,36
7666,ошибочно,भूल से,60
2264,пещерный человек,गुफाओं का आदमी,91
10197,дева,कन्या,41
10478,ibm,आईबीएम,40
8202,дорогой,लाडले,56
12282,сумасшедший,पागल,25
2161,наркотик,नशीली दवा,53
9567,дамить,गिम्मी,47
10175,борец,गणक,31
61,антисубмарин,antisubmarine,100
12099,граф,राजा,26
1153,нанесение,बेहूदा,94
12922,доказательство,प्रमाण,18
975,подстрекать,उत्तेजित,62
8400,стар крафт,स्टार क्राफ्ट,55
14440,книга,किताब,9
6451,арий,आर्यन,64
2935,zouave.,ज़ौव,82
8073,на берегу,तट पर,58
10283,мозаика,मौज़ेक,40
8277,стоматологический,दंत चिकित्सा,56
14325,коммуникации,संचार,8
8930,гарантия,गारंटी,34
13550,5.,5 वीं,13
7084,саксония,सैक्सोनी,63
680,археолог,पुरातत्त्ववेत्ता,88
10492,шахта,शाह,39
9579,танго,टैंगो,47
10970,невысокий,विविध,37
7814,ул,यूएलएल,59
10622,бертон,बर्टन,38
11550,воспроизведение,प्रजनन,27
10624,консолидированный,समेकित,32
11367,шоколад,चॉकलेट,33
693,шираз,शिराज,98
7326,сброс настроек,रीसेट,59
14469,документ,दस्तावेज़,12
730,карпал,कलाई का,98
13554,ценится,की सराहना की,9
13359,цитируемый,उद्धृत,7
4926,панс,वेदना,77
2642,гомеопатия,होम्योपैथी,89
9542,подозрительный,संदेहजनक,45
10751,фразер,फ्रेजर,38
4097,лакеланд,स्कोटलैन्ड,82
222,прожекторы,दूधिया रोशनी,97
6505,циклический,चक्रीय,66
13569,лагерь,शिविर,12
4781,сибирь,साइबेरिया,78
9058,цинка,जस्ता,51
14139,в сравнении,तुलना,11
8199,тн,तमिलनाडु,57
7880,девочка,डीपीटी,59
12331,пит,पीट,25
7027,мольты,मल्टी,64
9506,сила тяжести,गुरुत्वाकर्षण,47
2643,вязкость,श्यानता,88
9364,с ночевкой,रातों रात,48
4866,всадника,सवारों,78
7823,клэр,क्लेयर,47
6130,племянник,भांजा,66
11773,авария,सममूल्य,29
13089,робот,रोबोट,16
11133,шестнадцать,सोलह,35
3621,подземные воды,भूजल,85
10389,флагштафт,फ्लैगस्टाफ,40
2594,в судебном порядке,अनुसारी,89
8004,якорь,लंगर गाह,58
5206,пэдди,धान का खेत,73
13354,древний,प्राचीन,14
2007,фосфорический,फॉस्फोरिक,87
2607,рэндл,रैंडल,89
618,прибыльный,लाभप्रद,99
6323,заусенец,बुर,69
9543,специалист,specialist,41
1710,самоан,सामोन,90
8607,раздавить,चूर - चूर करना,36
3764,fennec.,फेनक,84
1036,гессиан,हेस्सियन,93
10668,фф,सीमांत बल,38
375,кремнеземный,सिलिका,100
13328,артиллерия,तोपें,15
11686,нью-йорк,न्यूयॉर्क,30
2832,bpi.,बीपीआई,88
9745,рукав,आस्तीन,36
1322,собрание,मंडली,75
14512,газета,अखबार,15
8534,графит,काला सीसा,54
2757,лох,लॉक्स,88
8665,клеопатра,क्लियोपेट्रा,53
6592,крашество,डरपोक,67
7684,мендель,मेंडेल,60
13086,рынок,मंडी,12
6428,лечение,इलाज,20
6418,углеродистый,कारबोनकेयस,68
11387,лидс,लीड्स,33
7722,свастика,स्वास्तिका,59
11496,нэшвилл,नैशविल,32
7448,дианец,डायने,54
5866,tubman.,बगुले,72
7501,реализм,यथार्थवाद,62
12060,комикс,हास्य,14
4265,kapp.,कोप,81
6484,установить,इंस्टॉल,21
7756,смертельно,प्राणघातक,60
8122,доступен,अभिगम,8
14131,раз,टाइम्स,5
7512,брома,ब्रोमो,62
13621,так далее,आदि,12
8462,платон,प्लेटो,55
9341,анастрофа,एनास्ट्रोफ़,49
12015,бессмысленный,पर्यटन का,27
8878,боно,नि:,52
12915,приземление,टचडाउन,9
5261,маккартизм,मैककार्थीवाद,75
13693,любовь,प्यार,11
2317,не часто,कभी कभी,75
11276,змея,साँप,31
12342,гвинея,गिन्नी,23
15,ocelot.,औसीलट,100
12935,герцог,शासक,19
9038,мантия,आच्छादन,50
8162,бомбей,बॉम्बे,57
2659,усердно,हाथ से,89
10000,ом,ओम,43
10716,экземпляры,उदाहरणों,20
13273,париж,पेरिस,16
10739,ричардсон,रिचर्डसन,38
1715,корена,कोरा,94
1103,sortie.,धावा,54
10846,ов,ओटी,38
393,тамарин,टामारिन,100
11056,чай,चाय,36
3503,космический полет,अंतरिक्ष उड़ान,62
8345,сала,साला,56
8420,магнум,मैग्नम,55
11232,жестокий,हिंसक,33
5608,преподаватели,थ्रैशर्स,71
664,fitfy.,इफ्फी,98
12768,нидерландский язык,डच,21
12615,порок,उपाध्यक्ष,22
9106,леготь,एलवी,50
4286,язычество,मूर्तिवाद,64
9400,ланг,लैंग,48
406,меконг,मेकांग,100
55,ова,अंडाणु,100
7737,ирэн,आइरीन,60
1175,пончики,पोंस,85
98,zachariah,जकारिया,100
4395,огнестрельное оружие,बन्दूक,48
3013,грун,grün,88
4116,дуй,सर्वश्रेष्ठ,82
5314,дики,लुंगी,75
13664,местный,स्थानीय,12
4774,цитрусовые,साइट्रस,78
7602,воссоединение,रीयूनियन,59
2321,пьянство,शराबीपन,71
5370,волатильный,परिवर्तनशील,67
4159,игуана,गोधा,81
2640,солод,माल्ट,88
8224,hs.,एच एस,56
9737,камер,सांचा,39
8527,существа,जीव,45
10097,эскорт,अनुरक्षण,35
3149,sexton,क़ब्र खोदनेवाला,88
9741,карло,कार्लो,45
14198,вдоль,साथ में,10
13103,биографический,जीवनी का,17
11688,парин,देहात,27
4305,лишнее,ज़रूरत से ज़्यादा,80
7419,достижение,उपलब्धियों,30
267,тангенс,स्पर्शरेखा,96
10685,порно,पॉर्न,38
13639,к сожалению,दुर्भाग्य से,12
888,нефти,गंधा,97
13991,торговля,व्यापार,12
6923,unix,यूनिक्स,65
6785,ацетил,एसिटल,64
9281,отношения,रिश्तों,26
2488,воронка,फ़नल,86
13360,тигры,बाघों,12
9894,регистрация,पंजीकरण,41
13925,пока,जबकि,6
9516,мэдлин,मेडलिन,47
314,анемометр,एनीमोमीटर,100
1127,экскреция,मलत्याग,93
12308,конвекция,कंवेक्शन,24
1441,арамейский,इब्रानी,95
11677,текст песни,बोल,28
3388,халифа,कलीफा,86
11618,йоркшир,यॉर्कशायर,31
354,страно,स्ट्राटोजेट,100
3323,пинто,चितकबरा,87
12524,джулиан,जूलियन,23
8410,воск,मोम,51
10412,возрождение,पुनः प्रवर्तन,32
5062,везувиус,विसुवियस,77
11105,библиоман,पुस्तकों का प्यार करनेवाला,36
7241,замочить,डुबोना,58
12895,roi.,रॉय,20
3326,синдикация,सिंडिकेशन,53
11269,мальта,माल्टा,34
13723,бой,लड़ाई,12
11493,венера,शुक्र,18
13826,был,गया,5
7474,нетбол,नेटबॉल,62
8219,католицизм,रोमन कैथोलिक ईसाई,56
3225,укреплять,क्रंक,87
11048,бадминтон,बैडमिंटन,36
11808,аспект,एएसपी,29
8738,коммодоре,कोमडर,43
1320,легис,लेगिस,95
7409,богемный,बोहेनिया का,59
11702,неточность,ग़लत,30
9144,тарелки,प्लेटें,20
3264,пептид,पेप्टाइड,84
10239,легкое,फेफड़ा,39
2060,осина,ऐस्पन,92
691,bandwagon.,गाड़ी में सवार,97
11345,заправка,ईंधन भरने,31
9463,коре,कोए,48
12849,присвоить,डब्ल्यूआर,20
4830,macfarlane.,मैक्फार्लेन,78
6198,флагман,फ्लैगशिप,69
3701,в-третьих,तीसरे,84
4309,местоположение,प्लेनफील्ड,81
9405,лечень,लेस्टर,48
779,невредимый,पूरा हुआ,98
3774,легионы,फ़ौज,38
7192,порядочность,शिष्टता,63
194,автомобилисты,मोटर चालक,97
2019,просвечивать,उठा,92
13936,наш,हमारा,5
5954,abbets.,एबबेट्स,71
12515,сложный,जटिल,21
2869,горизонт,जलभृत,87
12845,топливо,ईंधन,19
10769,пассажирский,यात्री,27
4466,нерушитель,नेहरू,80
11076,музыканты,संगीतकारों,21
9018,введен в эксплуатацию,कमीशन,19
6626,суши,सुशी,67
6043,даосизм,ताओ धर्म,70
10083,солома,स्ट्रॉ,42
11912,вилли,विली,25
9419,сказочный,परी,47
11649,заслуживает,हकदार,23
585,выпуску,जारी करने  निर्गमन,99
12788,фальсификация,फा,20
8853,театральный,थियेट्रिकल,50
9487,беск,इशारा,47
6646,жизнеспособный,व्यवहार्य,66
11798,растущий,बढ़ रही है,22
9211,респираторность,श्वसन,49
12648,pmk,पीएमके,22
14168,политика,नीति,6
2755,жажда,हवस,84
13173,вторичный,माध्यमिक,17
3057,картсток,कार्डस्टॉक,88
8580,суперинтендант,अधीक्षक,52
13665,колени,गोद,10
5561,находка,सीएसटी,74
14514,написано,लिखा हुआ,8
5147,серванс,cervantes,76
11117,бюро,ब्यूरो,35
2336,на юг,दक्षिण की ओर,57
7410,ультиматум,अंतिम चेतावनी,62
13151,продвигать,अग्रिम,11
12429,осиротел,अनाथ,23
4319,демтер,डेमेटर,81
5321,мононуклеоз,मोनो,75
5793,беспристрастность,हिस्सेदारी,71
11485,гаити,हैती,32
11607,лама,लामा,31
2927,пиренеи,पायरेनीज़,88
10484,шикарно,एक प्रकार का वृक्ष,40
7695,астронавт,अंतरिक्ष यात्री,52
6868,ваниль,वनीला,65
12832,экономический,आर्थिक,17
6675,босч,bosch,66
14163,исследовать,अनुसंधान,10
3414,сердечно-сосудистый,हृदय,86
8844,пинты,कंस,32
14261,выпускать,मुक्त करना,8
170,бильма,बील,100
230,подгруппа,उपसमूह,90
6117,колосса,प्रकांड व्यक्ति,70
12829,бекон,सूअर का मांस,20
4232,дидди,डिडी,81
4330,граймс,ग्रिम्स,78
6813,голодный,भूखा,65
5821,подготовить,प्रस्तुत करने का,69
3729,индий,ईण्डीयुम,84
10553,рутенфорд,रदरफोर्ड,39
13382,дб,डाटाबेस,14
10171,нигде,कहीं भी नहीं,42
9726,добиться,जन्म तिथि,45
7717,имя существительное,संज्ञा,52
782,жеребец,बिना बधिया किया घोड़ा,90
7701,рег,रेग,60
13807,являются,हैं,5
14090,вашингтон,वाशिंगटन,9
2205,перечитать,को फिर से पढ़ें,88
13497,mph,मील प्रति घंटा,13
4789,правдивость,सच्चाई,78
6093,майфлы,mayfly,70
3123,анион,ऋणायन,87
6704,динго,कुत्ते का एक प्राकर,66
12857,определение,परिभाषा,14
8632,бетховен,बीथोवेन,54
2499,гипотермия,अल्प तपावस्था,90
6131,выкуп,फिरौती,68
4403,регент,राज-प्रतिनिधि,34
12764,худший,सबसे खराब,21
1236,спецификация,चश्मा,62
11166,отправлено,प्रस्तुत,22
14217,снова,दोबारा,5
7057,уважение,लांसर,44
2226,осевой,axial,91
4959,беспилотный,मानव रहित,77
6563,проктор,प्रोक्टर,67
3238,нематод,निमेटोड,87
6851,йог,योगी,65
12969,задерживать,विलंब,7
3227,эгоистичный,स्वार्थी,83
9652,ожидается,प्रत्याशित,37
11537,производная,यौगिक,19
14400,усилия,प्रयास,6
1906,шутки,धृष्टतायाँ,60
7978,магний,मैग्नीशियम,58
1353,вязание,बुनना,81
1706,посредничество,विराम,94
12079,сад,बगीचा,22
412,беретта,beretta,100
4283,скорпионы,बिच्छू,45
898,нечувствителен,सुन्न,90
1155,гангрена,अवसाद,96
99,логика,लोज,95
7436,шериф,शेरिफ,60
4119,ava.,एवा,82
10989,ладен,लादेन,37
12803,железная дорога,रेलवे,18
3284,шариат,शरीयत,87
13528,адам,एडम,12
14365,мужчины,पुरुषों,9
7986,ошеломленный,दंग रह,42
13594,настоящее время,वर्तमान,10
13063,польша,पोलैंड,18
5754,паралич,पाल्सी,72
10,sunstar.,सूर्य तारा,100
4595,повыситься,बढ़ाया,45
4857,скиф,छोटी नाव,74
4249,тральщик,सुरंग हटानेवाला ट्रालर-जहाज़,76
7833,мчаться,गलत,22
2637,вульвич,वूलविच,89
11809,керри,केरी,29
7020,амман,अम्मान,64
6376,вечно,एवर्ट,68
4124,снисходительность,आसक्ति,66
856,удаль,ऊदल,98
420,кунопись,कीलाकार,100
6829,жокей,जॉकी,60
7530,выгодный,फायदेमंद,60
7513,бз,बज़,62
2791,воспроизводимый,बजाने,88
7187,по слухам,अफवाह,31
3847,затрагивание,दोबारा छूना,84
2086,zippy.,व्यवसायिक,92
4733,прохладный,सबसे अच्छे,78
13052,вера,आस्था,17
9410,непреднамеренно,अनजाने में,47
13681,послал,भेजा,12
12223,ближе,करीब,26
4060,awacs,अवाक्स,82
12509,десятая часть,दसवां,22
669,опухать,प्रफुल्लित,66
12065,спенсер,विग,27
11891,красноречие,रेडस्किन्स,28
389,галлия,गैलियम,100
6409,выручка,प्राप्ति,68
7093,снукер,स्नूकर,63
11113,алжир,एलजीरिया,36
3432,инфаркт,रोधगलन,85
11325,сигма,सिग्मा,34
9173,контакт,अनावरण,48
7790,кукла,गुड़िया,41
11286,иметь тенденцию,प्रवृत्त होना,27
10763,мадонна,ईसा की माता,38
763,цуккини,तुरई,98
2953,нарезанный,कटा हुआ,55
9909,англ,इंग्लैंड,44
13277,пересекать,पार करना,12
8903,толедо,टोलेडो,51
250,программисты,प्रोग्रामर,29
9566,грэмми,ग्रैमी,47
7759,тесто,बैटर,38
3533,сало,चरबी,86
5979,честолюбивый,महत्वाकांक्षी,69
2111,лимфома,लिंफोमा,91
5607,реквид,फातहा,73
8560,недостаточный,नाकाफी,52
14381,ценные бумаги,प्रतिभूति,12
6347,дир,डिर,68
8628,лозунг,नारा,43
13256,виктория,विक्टोरिया,16
9863,mcphail.,मैकफेल,44
9342,unteers.,दंगाइयों,48
12467,минимально,न्यूनतम,23
7390,хороший человек,अच्छा आदमी,62
1620,карина,कैरिना,93
3987,гуоголь,गूगोल,83
1011,отрезать,कट जाना,96
9627,проклинать,कोसना,40
1235,bm.,बी.एम.,95
10144,вагнер,वाग्नेर,42
3785,мидшам,मिडशिपमेन,84
9808,долг,कर्ज,41
6845,одеяло,कंबल,58
9883,крепость,किले,42
7366,eccols.,स्रीकल,62
12817,берлин,बर्लिन,20
9545,фантастический,शानदार,45
2306,метла,झाड़ू,88
8417,игнорировать,उपेक्षा,48
12077,тридцать,तीस,27
6860,проживает,बसता था,18
12184,нелицензированный,बिना लाइसेंस,26
6743,playboy.,कामचोर,65
7846,двухгодичный,द्विवाषिक,59
8603,nordic,नॉर्डिक,54
1774,параллакс.,लंबन,92
2546,нуклеол,न्यूक्लियस,90
4778,аннаполис,अन्नापोलिस,78
4417,перераспределение,पुनर्वितरण,80
5154,неуравновешенный,असंतुलित,75
11119,фигурировать,फाई,36
6321,archduke.,आर्कड्यूक,67
9283,превосходить,काबू पाना,45
8639,жало,डंक,52
3504,пагода,शिवालय,85
11229,плотина,बांध,32
1340,контратаки,जवाबी हमले,56
7088,фарадей,फैराडे,63
8674,монах,साधु,38
3333,тонально,शुल्क मार्ग,82
12548,убийство,हत्या,10
13476,прямой,सीधा,13
6782,автономия,स्वायत्तता,66
4175,спенс,स्पेंस,81
7549,середина лета,गरमी का मध्य,61
2549,занимать,का निरीक्षण किया,90
5904,левитация,उत्तोलन,70
10593,радикал,मौलिक,33
282,криптонит,kryptonite,100
8222,пехотинец,हुन,51
5117,леса,वुडलैंड,62
1210,пентаграмма,पेंटाग्राम,96
2854,различисть,पहचानना,75
14036,дом,घर,7
10795,комиссар,आयुक्त,36
14182,банки,बैंकों,13
13657,умышленность,प्रसिद्धि,8
2972,артикул,विमान-चालक,88
11173,hans.,हंस,21
5898,марксизм,मार्क्सवाद,71
9447,деси,देई,48
2202,линди,लिंडी,91
9853,йель,येल,44
8951,хаски,husky,32
11381,линейный,लाइनबैकर,28
2268,ага,आगा,91
950,aldrin.,एल्ड्रिन,97
6579,кипур,किप्पुर,67
8851,наклонно,दो टूक,52
7015,поклонение,पूजा,58
2269,липучка,वेल्क्रो,91
11159,равна,रस,35
2762,аристократия,शिष्टजन,86
8640,rm.,आर एम,37
8535,амнистия,आम माफ़ी,53
9083,небоскреб,गगनचुंबी इमारत,47
12129,усыновленный,मुह बोली बहन,20
2044,антенны,एंटेना,59
4652,богоплатель,दलदली,66
13437,театр,ते,14
8680,фашист,फ़ासिस्ट,46
10651,опции,विकल्प,7
1270,архетип,मूलरूप आदर्श,88
8266,э,ईई,56
7029,вурать,वुडवर्ड,64
8125,зрелый,प्रौढ़,45
10866,отклонить,पतन,13
10684,кристи,क्रिस्टी,36
10395,подводная лодка,पनडुब्बी,38
9510,трубка,पाइप,38
11405,ромео,रोमियो,33
8827,peugeot.,प्यूजोट,52
12242,концепция,संकल्पना,22
7221,промежуток времени,परख,61
9640,темза,थेम्स,46
8294,rousseau,रौसेउ,56
10151,рецессия,मंदी,38
12281,медленно,धीरे से,25
13942,набор,तय करना,9
4185,гефест,hephaestus,82
12970,эт,एट,19
8102,соседний,पड़ोसी,35
9958,шотландки,स्कॉट्स,30
14250,потерянный,खो गया,10
11035,пятьдесят,पचास,34
10107,племены,जनजातियों,30
12965,комета,धूमकेतु,18
13210,выборы,चुनाव,9
10160,феликс,फेलिक्स,42
12158,дьявол,शैतान,19
12367,безумие,पागलपन,19
7916,эдди,एडी,58
4252,пиял,जोंक,81
2511,дунги,डंगी,90
5552,систина,सिस्टिन,74
6677,fillmore,फ़िलमोर,66
13869,такой,ऐसा,5
3108,импала,इम्पाला,87
7954,панорама,चित्रमाला,58
12303,вселенная,ब्रम्हांड,7
6605,лай,लाइ,67
7741,актовый зал,सभागार,59
3224,демилитаризован,ग़ैरफ़ौजीकरण,83
12912,корпорация,निगम,15
6380,спектральный,स्पेक्ट्रल,68
11683,предпочитать,पसंद करना,9
10275,отто,ओटो,41
8283,фиброз,फाइब्रोसिस,56
1855,дориан,डोरियन,93
7376,оценщики,मूल्यांकनकर्ताओं,62
3671,диагональ,विकर्ण,77
12026,спасать,बचाव,24
1864,pdl,पीडीएल,93
10676,опекун,अभिभावक,37
7486,благословить,आशीर्वाद देना,44
8473,ясность,स्पष्टता,55
2763,устав,विधियों,61
3064,печная труба,चिमनी,77
14273,голова,सिर,9
