ID,RUSSIAN,FRENCH,INTERVAL
5976,скука,ennui,71
13287,империя,empire,15
682,увязшийся,enlisé,70
11665,мейсон,le maçon,30
11233,дуэль,duel,34
7053,болото,marais,57
9682,фшс,fs,47
7665,остерегаться,il faut se méfier,61
7196,архиепископ,archevêque,61
4280,бурундуки,chipmunks,60
12473,симон,simon,24
12790,поражение,défaite,10
7791,стоящий,digne d intérêt,60
11494,шарнир,shalom,33
1008,телеграфия,télégraphie,97
5777,длр,dlr,72
674,хагар,hagar,98
8680,фашист,fasciste,47
11702,неточность,inexacte,30
5975,поэтический,poétique,69
13580,формальный,formel,12
825,кондоминиумы,condominiums,84
8086,юрский,jurassique,58
3396,перекладка,barre transversale,85
4874,фиктивный,fictif,78
13897,сделал,fait,5
3017,полость,cavité,88
2316,аксиомы,axiomes,73
12229,необоснованный,injustifié,26
448,спасательная шлюпка,canot de sauvetage,96
1552,укроп,aneth,94
10092,соломон,salomon,43
7391,рвать,déchirure,43
5378,подстановочный знак,caractères génériques,75
13679,индия,inde,12
405,самосвал,benne basculante,100
6878,биотехнологии,biotechnologie,65
11406,ястреб,faucon,19
6519,склероз,sclérose,68
14013,результаты,résultats,7
13600,питер,pierre,12
2965,борзейт,levrette,69
14413,работает,travaux,5
3946,ублюдки,bâtards,55
13335,шестой,sixième,15
12860,гитара,guitare,20
6265,костюмы,costumes,40
12668,терри,épineux,22
10667,вектор,vecteur,38
11764,рядом  поблизости,proche,30
8468,без ответа,sans réponse,55
3585,лоб,front,85
10151,рецессия,récession,39
8176,запятая,virgule,49
8507,находящихся под угрозой исчезновения,en voie de disparition,52
4629,эстрада,estrada,80
10181,голод,faim,43
4968,соловей,rossignol,77
8202,дорогой,chéri,57
7668,зарождение,création,61
10098,анальный,anal,43
4492,ошибочный,erratique,68
3255,цирконий,zirconium,88
4925,вомбат,wombat,74
1299,аннотирован,annoté,83
9915,дувр,douvres,45
5664,перекресток,carrefour,72
3344,прическа,coiffure,73
2867,за бортом,à la mer,88
10714,гейл,gail,38
12128,мель,mine,27
12689,расширение,expansion,21
8753,сп,cp,53
8745,библейский,biblique,53
3776,выезд,excitant,16
6837,текила,tequila,65
984,болос,bolo,96
10612,процедура,procédure,30
2977,метрополис,métropole,88
13352,комитет,comité,15
6687,гай,gaius,67
9312,завоевать,conquête,47
1348,isivre.,vivres,96
9418,соскальзывать,glisser,35
1766,кулинарная книга,livre de recettes,88
9031,хлористый,chlorure,51
6374,спад,marasme,57
11401,оскар,oscar,33
10841,вино,vin,37
11743,ренессанс,renaissance,31
5151,спортсмен,sportif,76
6042,мотокросс,motocross,71
5487,метаморфический,métamorphique,73
1952,ассирия,assyrie,93
8067,ваттс,watts,40
8667,слоновая кость,ivoire,54
14321,язык,langue,10
12124,случаи,occasions,23
13436,ссылается,référencé,13
11271,кварталы,quartiers,9
11273,сериал,en série,32
406,меконг,mékong,100
14165,город,ville,8
3229,гиена,hyène,88
7849,феодализм,féodalisme,52
12095,коалиция,coalition,27
12628,элизабет,elizabeth,23
13059,дважды,deux fois,18
4335,меловый,crétacé,81
8248,разметки,balise,57
7837,встряхнуть,secouer,48
12938,закрыто,fermé,10
11457,прибалтика,baltique,33
10383,неофициальный,non officiel,38
1756,одноклассники,camarades de classe,84
4256,горст,horst,82
11927,семепер,saphper,29
5101,полиномиал,polynôme,71
7906,ратиоцитация,ratiociner,59
14331,германия,allemagne,11
7845,элюр,éoller,60
728,дугонг,dugong,97
13348,поведение,nd,15
5370,волатильный,volatil,67
5690,скот,bétail,73
4940,налогов,percepteur,78
3517,argyll.,argramme,62
12630,средство,établissement,19
13981,видеть,voir,5
2011,разочаровывать,décevoir,31
11194,разновидность,espèce,35
9873,пожалуй,discutablement,43
2830,искушения,tentations,64
3273,разложение,décomposition,87
10741,собранный,réunis,24
6309,архимедный,archimédien,69
5719,дурачок,factice,70
10698,переоценка,réévalué,38
7592,очевидно,évidemment,11
4627,губчатая форма,spongiforme,80
14486,особенность,fonctionnalité,10
8864,пригородный,banlieue,36
11042,марлин,marlin,30
7551,жестокость,cruauté,62
9476,гамбургер,hamburger,38
14152,упаковка,emballer,20
7703,утилизация отходов,recyclage,53
9068,гандбол,handball,49
11562,низменность,le plus bas,32
3111,храповик,rochet,88
107,фигаро,figaro,100
11290,джексонвилл,jacksonville,35
8381,продолжительность жизни,durée de vie,56
1538,орфей,orphée,95
2550,конопля,chanvre,90
3284,шариат,sharia,87
12579,вымысел,fiction,18
11919,аст,ast,29
6790,горох,pois,45
11793,уведомлять,notifier,26
11003,кофе,café,37
4943,зло,sottises,77
9149,ездил,monté,51
2440,фармакологический,pharmacologique,78
1358,steus.,thisus,96
4543,тарифы,tarifs,58
10302,слава,gloire,41
14319,отображать,afficher,13
4362,признаваться,avouer,43
13911,она,elle,11
7486,благословить,bénir,45
10001,аннотация,abstrait,41
238,ворсин,sieste,81
2387,овраг,ravine,88
3998,туманный,brumeux,83
10111,атлас,atlas,43
8796,засада,embuscade,46
3383,ползти,crawl,66
13266,греческий,grec,15
11999,брак,mariage,27
13147,симпатичный,jolie,17
10030,барбадос,barbados,44
10599,оз,rn,39
6877,бретон,breton,65
7233,капиталист,capitaliste,60
7760,кирпичный завод,brickyard,60
10218,отношение,relatif,38
10043,моника,monica,44
8238,бел,bel,57
13639,к сожалению,malheureusement,12
8717,вызывать,gâchette,38
466,прогрессировать,bande de roulement,91
5220,симуляция,simulation,38
11006,идол,idole,36
10688,любезно,gentiment,38
1870,на мгновение,momentanément,93
14373,запланированное,programmé,13
6550,мэг,mégot,68
12499,терроризм,terrorisme,18
3879,смельчак,daredevil,80
7049,соус,sauce,64
1754,мнемонический,mnémonique,90
795,вкусно,délicieux,96
4314,малаялам,malayalam,81
6421,эрос,éros,69
3202,бактериальный,bactérien,88
1916,многообразие,manifolds,65
9079,любимая девушка,copine,50
10966,геттисберг,gettysburg,37
2591,документальные фильмы,documentaires,33
4905,конденсатор,condensateur,75
5424,emory.,éminence,75
979,экскалибур,excalibur,97
4389,безвозвратно,irrévocablement,80
3145,друже,druze,88
14395,уменьшать,réduire,17
8288,эпицентр,épicentre,56
12186,меркурий,mercure,27
4659,то,il y a,78
8436,способности,capacités,22
4896,подрядчики,entrepreneurs,62
8449,сейсмология,sismologie,54
2892,взбиты,fouetté,55
7180,темп,tempo,63
6296,стиль жизни,mode de vie,63
2088,дебюсси,debussy,92
13389,вагурки,wagon,15
11719,тема,thème,26
3730,черты,traits,71
10902,бойкотировать,boycotter,36
12959,стоимость,évaluer,16
13141,перерыв,pause,13
5046,гипер,hyper,77
5348,обряд,rite,67
10335,batsmen,battes,41
13737,джо,joe,12
4020,роско,roscoe,83
11705,исаак,isaac,31
9666,абсурдный,absurde,45
62,копатель,excavateur,89
4331,сантиметры,centimètres,68
2727,астор,astor,88
13311,возможно,peut-être,7
11532,лакросс,lacrosse,32
10803,вкус,goût,35
10403,грязь,saleté,41
5528,бобы,des haricots,34
4422,неспособный,incapable,80
11238,арест,arrêter,18
885,словарный запас,lexique,97
4294,ножницы,les ciseaux,69
10518,норвежский язык,norvégien,39
11338,заново,conduit,34
7502,солсбери,salisbury,62
12246,волосы,cheveu,26
11624,мф,mf,32
11906,спринт,sprint,27
11599,вглядеться,pair,29
8458,туберкулез,tuberculose,55
10406,горшок,pot,38
10911,собаки,chiens,8
10837,спектр,spectre,38
10122,имеет место,se produit,12
11107,цезарь,césar,36
11439,голландия,hollande,33
1261,насмешка,ridicule,33
5422,выпуклый,bulbeux,75
8894,лох,loch,52
10131,сгибать,pliez,39
11966,менструация,ministère,27
7810,рубикон,rubicon,60
6579,кипур,kippour,67
5461,пробитый,perforé,38
7950,кунгл,kung,59
3450,нижний колонтин,bas de page,83
13828,о,à propos,5
10452,вылет из,départ,39
13517,напечатано,imprimé,11
2722,анемон,anémone,89
4396,посуда,entrepôt,69
13913,оба,les deux,8
9593,рф,rf,42
5390,жир,graisse,73
1282,триады,triadelles,65
10610,опрашиваться,op,35
10433,натрий,sodium,41
14167,семья,famille,12
14501,власти,les autorités,9
6416,разборка,conflit,68
14169,записывать,enregistrer,7
7264,вафля,gaufre,59
13406,долина,vallée,14
7944,пыльный,poussiéreux,59
4416,натиснение,assaut,81
5804,место рождения,lieu de naissance,72
14293,калифорния,californie,10
6347,дир,dir,69
260,умилятор,smiler,97
12634,незаконно,illégal,21
14512,газета,journal,15
393,тамарин,tamarin,100
290,схематический,schématique,96
4944,сионисты,sionistes,41
12733,спешка,précipité,12
14063,отделение,département,9
8703,обнаружить,découvrir,9
14216,использование,les usages,5
8510,мышечный,musclé,55
4503,метеорит,météorite,68
5899,антилопа,antilope,72
4437,деформация,teinturier,79
9347,изгнание,exilé,42
626,беспозвоночный,invertébré,98
3018,левин,levin,88
10245,астрология,astrologie,40
2962,братья и сестры,frères et sœurs,71
1621,полистирол,polystyrène,94
11911,облако,nuage,26
9497,широкополосный,haut débit,48
8421,персилия,perse,56
6010,деакон,diacre,42
12635,женщина,femme,22
9651,исполнение,exécution,18
12972,враг,ennemi,18
10937,сэнди,sablonneux,38
12349,исторический,historique,13
11032,строго,strictement,37
5073,ограничения,contraintes,71
505,спринг,sprang,99
7331,маршрутизатор,routeur,61
14304,падать,automne,12
1315,верхний регистр,majuscule,96
10852,инфраструктура,infrastructure,38
9987,товарный знак,marque déposée,41
3352,перми,permanente,87
7063,лоялист,loyaliste,56
12211,рэнди,excité,27
4268,альманак,almanach,81
2686,иглу,iglou,90
12833,сталь,acier,20
2899,разоружен,désarmé,57
5771,бисер,perles,63
12583,яма,fosse,17
9845,сантос,santos,45
7781,цвести,floraison,59
7346,гелий,hélium,62
14502,надеется,s attendre à,11
1376,трина,trina,96
9020,линз,lentille,52
1251,аргинин,arginine,96
7889,вести себя,se comporter,41
6131,выкуп,une rançon,69
12368,усиление,gain,13
1806,депи,dépeche,94
6953,виноградный,vigne,58
2220,возмущать,fléau,38
6453,хайку,haïnou,68
10833,эмираты,émirates,36
3263,обладает,posséder,20
3370,аденозин,adénosine,87
12586,малайзия,malaisie,23
12940,кого,qui,19
13606,ричард,richard,12
6316,хэйдн,haydn,69
6569,пренебрегать,négligé,55
12798,оппозиция,opposition,17
1050,тории,torii,97
6211,обратный,contrecoup,70
11444,coulthard,coulillon,33
11643,арф,arf,31
7457,откат,retour en arriere,62
10639,транзакции,transactions,37
10011,манни,manny,43
13720,продолжить,procéder,11
12299,основания,terrains,12
701,эллипс,ellipse,93
3359,грунтовый,rectificatif,87
3200,наносят,infligeant,52
5339,куча,tas,68
2207,капиллярный,capillaire,89
3922,паис,pais,84
6254,служанка,femme de ménage,67
4303,незаменим,irremplaçable,80
3110,надир,nadir,88
2266,соотечественник,compatriote,86
5468,барнард,barnard,74
4964,авалон,avalon,78
8000,мирного времени,temps de paix,59
6590,обрезать,décombres,67
7240,mayflower,fleur de mai,63
3865,мелодичный,mélodique,83
11029,несущественный,défunt,37
12079,сад,jardin,22
10658,повестка дня,ordre du jour,38
383,брюнель,brunler,100
4185,гефест,hephaestus,82
1650,вибрантность,vibrant,94
6335,документирование,documentation,12
855,эт,eth,98
8861,тиффани,tiffany,53
10748,беспроводной,sans fil,38
528,хайн,hayne,99
8136,кинжал,dague,56
13376,майами,miami,15
11808,аспект,aspic,30
12320,глория,gloria,26
6080,тетя,tante,69
4640,очистка,purification,80
2930,связывать,cit,88
13275,связанный,associée,10
2939,дерьмовый,merdique,85
13467,разрешение,autorisation,14
6560,оторвать,déchirer,67
12656,венгрия,hongrie,22
5905,картман,cartman,72
13144,александр,alexandre,17
12289,дворец,palais,26
9214,лезвие,lame,42
7198,отдача,recul,62
1402,тамара,tamara,95
4322,тесселяция,tessellation,78
2737,юнеско,unesco,89
2863,очарование,dur à cuire,88
10593,радикал,radical,34
1797,амнезия,amnésie,94
7234,хитрый,subdolu,63
2343,двусторонний,bilatéral,90
6325,предпринятый,entrepris,69
2833,гобелен,tapisserie,88
3382,сакс,saxo,73
9672,решить,résoudre,30
12717,отправить,envoyer,16
9970,хиппи,hippie,41
14221,европа,l europe ,5
10909,рочестер,rochester,38
2633,бустер,booster,77
13759,знакомый,familier,11
11726,сирия,syrie,31
4599,воспоминание,souvenir,79
7055,заколка для волос,épingle à cheveux,64
13876,правительство,gouvernement,9
5258,энтузиазма,enthousiaste,40
410,козявка,crotte de nez,98
10565,мустанг,mustang,36
11461,охватывать,envergure,28
7399,измученный,épuisé,41
12716,техническое средство,technique,15
4371,недостаток,désavantage,66
1594,развиваться,évoluer,36
2976,урса,ursa,64
12183,самоубийство,suicide,25
4680,нераспределенный,non dévoilé,79
9786,терминология,terminologie,46
2045,круглосуточный,rond point,92
9046,футурама,futurama,51
1575,изумленный,amusé,15
14504,пробеги,courses,7
4407,эмбрион,embryonnaire,81
10536,овца,mouton,40
13659,разрешающая способность,résolution,12
5259,безжалостный,sans relâche,75
2052,фрактал,fractal,88
877,неуловимый,insaisissable,96
1158,вибрация,vibration,66
369,адрон,hadron,100
12312,мировой,à l échelle mondiale,26
8809,полька,polka,53
12967,уэйн,cheminée,19
7940,каты,kathy,59
4111,сокращение,raccourcissement,37
12054,куклы,marionnettes,23
11603,виртуальный,virtuel,25
6566,опасность,risquer,51
12939,правда,vérité,19
8762,аллигатор,alligator,53
13056,грэм,graham,18
10469,каналы,canaux,15
2681,кетон,cétone,80
9646,фейерверк,les feux d artifices,45
12772,нотр,nœud,21
7254,слои,couches,36
5413,трансцендентность,transcendance,68
12898,юта,utah,20
2303,отклонение,déviation,60
12426,молоко,lait,24
13415,мэтью,matthieu,14
14015,бегать,courir,7
3400,мышцы,muscles,36
9911,неотъемлемое,inéligible,45
5389,циничный,cynique,57
1334,альбинора,albinos,95
4692,тостер,grille-pain,76
768,кадмий,cadmium,98
12331,пит,peté,25
4913,софокл,sophocle,78
13837,ты,toi,5
11036,багамские острова,bahamas,37
2275,аквила,aquila,91
14166,получил,a obtenu,9
4956,лошадиные силы,puissance de chevaux,77
1657,гала,gala,93
7307,изобретатель,inventeur,53
13227,производство,production,8
13219,дуглас,douglas,17
13438,литература,littérature,14
13393,встречаться,se rencontre,10
13927,неделя,semaine,9
7488,представления,soumission,45
4341,эзоп,ésope,81
6439,военнослужащий,pow,54
594,моносудий,monosodium,99
12158,дьявол,diable,19
12481,стакан,verre,22
6857,альцгеймер,alzheimer,65
1054,тэн,teng,96
14415,р,r,9
14001,немного,peu,6
7384,кадет,cadet,47
8829,тора,tort,53
7751,желудок,estomac,59
6631,мастодон,mastodonte,67
3600,тревожный,anxieux,85
2481,реперция,répercussions,88
2704,оповещение,alerte,28
13987,случай,cas,6
2967,замаскированный,masqué,38
12129,усыновленный,adopté,20
5791,проводной,câblé,31
10533,интерфейс,interface,38
10046,балдердаш,balivernes,44
13653,ирак,irak,12
13175,дона,nea,17
4326,вследствие этого,là-bas,81
1876,килограммы,kilogrammes,72
8977,снаряжение,tireur d élite,48
13528,адам,adam,12
10136,шелк,soie,42
2993,tiffin.,repas de midi,88
4788,халас,halas,74
11185,леон,léon,28
1533,понтий,pontius,95
9486,арка,cambre,45
6621,кустарник,feu de brousse,54
7640,противоречивый,contradictoire,61
7341,преподобный,révérend,62
13555,двойной,double,12
693,шираз,shiraz,98
13507,след,trace,13
11277,призрак,harper,33
3873,пешеходный,piéton,76
12539,сумма,somme,21
12023,гоночная дорога,voie de course,28
4998,шариль,charif,77
3152,бедный,plus pauvre,88
7533,шерсть,la laine,62
13865,мы,nous,5
10295,мятежник,rebelle,28
4023,категоризация,catégorisation,27
7727,неаполь,naples,60
3321,антициклон,anticyclone,80
898,нечувствителен,insensible,90
13726,израиль,israël,12
7292,чил,chil,63
3038,тимьян,thym,88
13140,швеция,la suède,17
11831,в принципе,fondamentalement,15
11466,реорганизован,réorganisé,27
2872,эластичность,élasticité,74
7035,ат,abt,64
9021,лагуна,laguna,52
12325,экстратропно,extratrictique,25
1451,остеология,ostéologie,95
12745,фотография,photographier,12
3294,булочка,chignon,54
6657,малайский,malais,59
9520,квест,quête,46
11776,рональд,ronchonneur,30
2114,адриатики,adriatique,92
1022,спасатели,sauveteurs,96
8070,бесконечный,sans fin,58
9059,выбирая,choix,8
5367,геймекока,gamecocks,72
8082,уна,una,58
5668,думас,dumas,66
5598,принудительно,de force,67
342,чернильница,inkblot,100
5574,пристань,quai,72
1853,антиайрфф,antiaérien,94
12188,хребет,crête,26
12914,читатель,lecteur,9
13508,джефф,jeff,13
2254,предельный,prequel,91
13617,стол,table,12
13223,самый высокий,le plus élevé,16
14459,счет,compte,5
4414,новелла,novella,78
7979,перигелион,pérhélité,59
4646,направления,référence,75
2478,дятел,pivert,90
9142,таким образом,par la présente,51
6775,зигфрид,siegfried,66
2614,детский сад,jardin d enfants,88
6956,дрема,marchand de sable,65
6393,оговорка,réservations,12
419,firecracker,pétard,94
12598,легенда,légende,21
71,референт,référentiel,99
5772,извлекать,extrait,37
4724,лизать,lécher,66
12774,юго-восток,sud-est,21
8264,британец,brit,51
13991,торговля,commerce,12
8766,крестоносцы,crusaders,28
3660,нормализация,normalisation,14
12430,место действия,scène,22
2124,констанс,constance,91
13598,представлен,en vedette,10
9955,факт,facto,44
12298,расстроен,bouleversé,24
5433,колли,colley,72
6291,подавить,réprimer,39
10241,парикмахера,coiffeur,42
1026,свекла,betterave,94
12015,бессмысленный,randonnée,27
2868,далер,daler,88
14351,условия,conditions,9
12453,труд  работа,la main d oeuvre,24
4568,леонид,léonid,80
14091,не,n,8
2702,биномиальный,binôme,89
7148,гестапо,gestapo,64
7642,прелюдия,prélude,59
13818,нет,pas,5
12657,индианаполис,indianapolis,22
8891,оперник,orthographe,52
13943,выключенный,désactivé,8
4470,альбинизм,albinisme,78
210,маронит,maronite,100
13701,данные,les données,12
4663,незаконченный,inachevé,79
11875,философия,philosophie,29
13063,польша,pologne,18
5034,экскретор,excréteur,77
3306,шестигранный,hexal,85
8930,гарантия,garantie,34
6331,амор,amor,67
1155,гангрена,gangrène,96
6007,договориться,longshore,71
10436,замещенный,substitué,21
8309,каталог,catalogue,53
11550,воспроизведение,la reproduction,28
7227,фабиан,fabien,63
1092,quill.,penne,94
7506,иезуит,jésuite,60
13254,азиатский,asiatique,16
7137,перенимать,reprendre,63
12928,кровь,du sang,19
11226,закрепление,fixation,9
6212,микроорганизм,micro-organisme,68
2310,неуважительно,irrespectueux,72
12311,шотландский,écossais,26
10540,окинава,okinawa,40
395,круглолицый,joufflu,100
7485,глубже,plus profond,62
9891,каникулы,vacances,27
5980,вила,vila,71
9228,сирийский,syrien,48
8270,устаревший,obsolète,56
3218,сверхзвуковой,supersonique,57
8996,шепот,chuchotement,32
3213,наполнитель,obturation,82
6509,свободный,vacant,66
9665,восстанавливаться,se remettre,20
10332,флоренция,florence,41
4228,чистота,chirps,78
941,количественный,quantitatif,93
10234,явно,explicitement,42
7983,шиллинг,schilling,58
1383,неорганическое,inorganique,96
8775,влагалище,vagin,53
7212,весить,peser,45
12350,стоянок,debout,12
1978,жемчуг,perlé,93
1379,нахуатл,nahuatl,96
10438,ими,euh,41
9044,пророк,prophète,46
7010,воос,vox,64
10029,скинтер,skinner,43
9236,стыд,la honte,46
3092,клапаны,vannes,46
8573,хаббл,hubble,55
8626,принцип,nb,54
13037,кислота,acide,18
7519,сильвестр,sylvester,62
764,манс,manx,98
14417,ограниченное,limité,9
1454,альпинист,grimpeur,67
4675,ірс,ib,79
3896,ткачество,tissage,74
1226,кабаре,cabaret,96
7387,бразил,brazil,62
4996,девитт,cerviter,78
687,физики,physiciens,57
159,кенозой,cénozoïque,100
10611,дизель,diesel,38
7714,в поле,infieline,16
3421,ковалентный,covalent,86
9758,организационный,organisationnel,46
5188,вечнозеленый,à feuilles persistantes,76
12080,иранский,iranien,26
2687,кулинарный,culinaire,90
8442,незрелый,immature,53
9012,размышлять,rly,52
2637,вульвич,woolwich,90
3663,дэа,brigade des stupéfiants,84
7293,неразрешимый,infrangible,63
1999,токсикология,toxicologie,90
749,ботулизм,botulisme,98
9645,мешок,sac,24
10308,овладеть,chit,42
8481,завещание,testament,54
13215,эпизод,épisode,12
11353,бельгийский,belge,34
3931,кибуц,kibboutz,84
7193,барлоу,barlow,63
13022,телефон,téléphoner,17
12753,окна,les fenêtres,12
4781,сибирь,sibérie,79
7836,сбои,les échecs,21
2164,рецинка,repenser,88
952,шквал,bourrasque,90
8609,святыня,tombeau,50
14461,принимает,prendre des prises,5
3760,экзамены,examens,64
10280,филиппинс,philippin,40
14385,ресурсы,actifs,38
14134,изменения,changements,5
5421,раскол,schisme,74
14072,заказ,commande,9
4244,рабочее место,lieu de travail,82
10028,избавление,bulletin de vote,36
10487,сочинение,composition,29
7991,транзистор,transistor,56
2302,психика,psyché,85
13996,проблемы,problèmes,9
8323,висячий,wrigley,56
14179,заработок,gains,14
8933,товарищ по команде,coéquipiers,30
2375,квинтон,quinton,91
3168,рекурсивный,récursif,81
14214,потребности,besoins,6
7133,пауз,pau,64
14142,период,période,8
9344,лужайка,pelouse,48
10246,хэллоуин,halloween,42
1943,затишье,accalmie,90
3628,веритас,veritas,85
6780,мастер,contremaître,66
7128,валентин,valentinien,64
9018,введен в эксплуатацию,commandé,19
13027,кристофер,christopher,19
4046,несправедливость,injustice,78
7802,циклон,cyclonique,11
3810,пароход,bateau à vapeur,83
5685,tycoon,magnat,72
3562,расставаться,rompre,83
13662,потеря,perte,10
14069,закон,loi,8
1971,банту,bantou,93
10643,закручивать,filé,39
10225,ископаемое,fossile,28
11150,спрятать,cacher,26
10521,бедность,la pauvreté,40
11946,выраженный,exprimé,15
14036,дом,maison,7
1682,интервьюирование,personnes interrogées,86
1878,поспешно,renversé,78
5662,ощущение,sensation,58
2517,саутланда,southland,90
279,фест,festa,100
11366,чартер,charte,31
8441,дороти,dorothy,56
12231,романы,des romans,13
13665,колени,genoux,11
5878,спелый,mûr,71
3488,калипсо,calypso,86
3916,желудь,gland,81
1218,мако,mako,96
14357,легкий,facile,11
11936,мозг,cerveau,27
13032,точно,exactement,18
6905,диалект,dialecte,49
4178,дз,dz,82
10156,минь,ming,41
12511,направление,direction,12
5398,монахиня,religieuse,65
13473,академия,académie,14
7685,виконт,vicomte,61
9235,аврора,aurore,50
9545,фантастический,fantastique,46
10316,кэш,cache,38
2886,сомеры,somer,88
8048,деко,déco,58
9695,амантик,adobe,46
4173,федералист,fédéraliste,81
12691,дружелюбный,amical,22
12809,рик,meule,21
9331,потребляется,consommé,30
2091,уважать,esbroufe,92
10932,треугольник,triangle,36
6328,конгрессмен,membre du congrès,69
2437,кусковый,grumeleux,91
12672,двенадцать,douze,22
7604,jin.,joindre,61
861,отредактировал,expurgé,93
3511,бальный зал,salle de bal,85
12640,прилавок,contrer,21
9465,ультра,ultra,46
11524,приобретенный,acquis,23
5048,виват,vivat,77
3135,хирургический,chirurgical,85
13595,содействие,assistance,10
3630,карабпер,poignée,85
10625,норм,nr,39
4598,заменил,remplacé,72
9269,лампа,lampe,48
1580,ночевка,nomade,78
3990,конфискованный,confisqué,71
1615,моресь,morain,94
8448,загадочный,cryptique,55
2081,горько,amèrement,92
13368,трофей,trophée,15
6661,гемофилия,hémophilie,67
2271,фолсом,folsom,91
11817,сочность,accessoire,30
7411,латышский язык,letton,61
10694,кембридж,cambridge,39
4617,драко,draco,80
9929,честно говоря,honnêtement,45
8798,свидетельство,témoignage,48
1828,чемонство,monnaie,94
9067,далтон,dalton,51
10492,шахта,shah,40
14469,документ,document,12
7454,и.,io,61
206,куюнктатор,cunctateur,100
8937,мамонт,mammouth,51
8283,фиброз,fibrose,57
272,баллер,balle,90
3378,обанкротиться,faillite,84
13357,оно,ont,15
5330,мемуары,mémoires,66
6573,дрезден,dresden,67
13390,еда,aliments,14
4049,прованс,provence,82
13104,внутри,à l intérieur,17
5663,термин,terminus,73
7621,сумо,sumo,61
9767,растения,les plantes,15
12679,пристрастный,biaisé,21
1233,диол,diol,94
1089,химера,chimère,96
12436,облегчение,soulagement,24
7437,словацкий,slovaque,60
10282,дербишир,derbyshire,42
26,лейцин,leucine,100
7566,рекомендует,recommande,12
10239,легкое,poumon,39
12505,робин,robin,23
5198,коэнзим,coenzyme,75
7586,малина,framboise,61
3253,псилоцин,psilocine,88
12603,дент,denver,23
910,тору,toru,93
11725,сюжет,sc,31
7364,эпископал,épiscopal,62
5971,прощание,adieu,70
6304,преподаватель,bec,69
2309,комплименты,compliments,57
75,кам.,kam,100
7186,гравировка,gravure,44
3882,сухопутный,marmotte,84
2697,бездействие,apatride,83
11792,изношенный,porté,30
900,дес,dref,97
6655,саттер,tautter,67
13046,симпсон,simpson,18
10828,кока,coca,38
12699,акротерион,acrotatéion,22
2796,hayward.,hajou,87
13858,первый,d abord,6
13065,со временем,au fil du temps,18
4639,колючка,picoter,80
7521,зомби,des morts-vivants,25
9840,множественное число,pluriel,41
6959,ливрея,livrée,63
2394,фильмография,filmographie,88
555,бездействующий,enflammer,99
6750,кавром,caucus,66
10796,буддизм,bouddhisme,38
3325,поднятие,bebop,87
11768,авраам,abraham,30
3664,ученики,élèves,72
10936,латвия,lettonie,38
7329,ограниченный,confiné,49
10592,ветчина,jambon,38
398,пространство-время,espace-temps,100
10192,гамма,gamma,42
13221,напрямую,directement,16
6420,ходж,huge,69
13971,ставка,taux,7
13087,металл,métal,17
1438,пятидесятность,pentecôte,67
13887,между,entre,8
11880,бергера,berger,29
11932,общно,communément,29
6059,паскуал,pascual,71
8394,аналитики,analystes,46
90,эмфизема,emphysème,100
14197,растение,usine,15
5273,теологический,théologique,53
12871,деф,defer,20
4844,карлин,carlin,78
10810,жертва,sacrifice,37
12843,сковорода,poêle,20
96,полинезийский,polynésien,99
10481,поп,pp,40
1921,слизь,mucus,93
534,хиро,hiro,99
3492,ячмень,orge,85
525,электрификация,électrification,99
1996,баун,baun,93
7835,раздраженный,agacé,30
621,теннисон,tennyson,99
2627,смола,résine,79
10731,печальный,triste,30
3427,трески,tressel,87
12937,достаточный,suffisant,16
9647,замбия,zambie,47
12472,анна,ann,18
10061,индуизм,hindouisme,44
9124,вспомнил,rappelé,29
14049,недавний,récent,5
8187,малави,malawi,57
4752,мужество,audacité,79
14130,обеспечивает,proposer,6
7011,порог,au seuil,64
5162,абонент,abonné,53
1267,накапливаться,accumuler,45
7265,банкротство,la faillite,62
1355,куксы,kooks,89
7344,стадион,stadion,62
12142,побег,échapper,22
10895,милиция,milice,35
1195,фентанил,fentanyl,96
11554,остаток средств,équilibre,25
14398,дата,date,6
10979,нотация,notation,35
10974,сьерра,sierra,37
13051,мельбурн,melbourne,18
14411,рабочие места,emplois,16
10567,ненужно,inutilement,40
4079,огре,ogre,82
4348,базовый,bason,81
1122,орицилка,orbicule,96
11837,курица,poulet,29
3976,элегантный,élégant,71
14195,скорее,plutôt,6
13425,без труда,facilement,14
11672,водород,hydrogène,31
14029,вокруг,autour,8
11567,в стороне,de côté,32
11898,стремительный,rapide,25
10180,албанский,albanais,35
11223,сомали,somalie,35
9559,крис,kris,48
7251,атоп,un haut,63
9205,долли,chariot,50
6995,коридор,couloir,61
13249,speedway.,voie de vitesse,16
10967,математика,math,35
6065,возмущение,outrage,52
1968,фанд,fadrer,93
48,матти,matti,100
9890,священный,sacré,45
2760,нагрудник,bavoir,88
11605,жанр,genre,27
11143,лазер,laser,35
14262,корпоративный,corporatif,16
12466,камин,kyle,24
12666,мифология,mythologie,21
13904,поддерживать,soutien,8
13614,китайский язык,chinois,12
7700,дп,dp,61
11183,викторианский,victorien,35
8811,печень,foie,53
1723,похвальный,saluer,55
2998,супергерои,super-héros,59
13050,получает,obtient,7
184,гулла,goldah,100
6263,канарейка,canari,68
10779,ось,axe,38
9852,монарх,monarque,37
1185,ниацин,niacine,96
3244,наберегание,nul,85
7436,шериф,shérif,61
