ID,RUSSIAN,CHINESE,INTERVAL
4081,палс,棘爪,83
5269,кассандра,卡桑德拉,75
10536,овца,羊,40
5713,дигидроген,二氢剂,73
5407,джай,杰特,75
9448,амфибий,水陆两用,48
3547,кальдера,火山口,86
9409,деррик,达里克,49
3527,кампо,坎波,74
4414,новелла,中篇小说,79
9967,дорого,昂贵的,34
3885,акне,粉刺,84
13661,середина,中间,12
10962,статический,静止的,37
5617,подсолнух,向日葵,74
9765,ленч,林奇,42
6910,жаждущий,渴望的,63
6955,вор,贼,65
8119,гладиаторы,角斗士,46
8970,совокупность,护航,46
9815,висит,绞刑,31
6095,корка,脆皮,71
9786,терминология,术语,46
14511,оставлять,离开,7
3450,нижний колонтин,页脚,83
2384,лизц,丽思人,91
9342,unteers.,骚乱者,49
10282,дербишир,德比郡,42
10364,оскорблять,侮辱,22
10956,indies.,印度人,24
2351,эльма,榆树,84
11967,т.е.,ie,28
167,тигон,伊龙,100
1325,хлорофилл,叶绿素,96
12262,рейдеры,攻略,25
10568,воспроизводитель,重播,33
2780,грунтовка,底漆,86
3084,венок,花圈,77
13731,пространство,空间,11
14443,созданный,创建,5
1210,пентаграмма,五角星,96
12641,освещать,减轻,22
4028,избыток,丰富,65
10980,модернизация,升级,21
8541,круги,界,26
13838,новый,新的,6
10242,деревенский,乡村的,42
12633,участок,阴谋,21
14505,адрес,地址,5
1904,кинопроизводство,电影制作,73
13893,должен,应该,5
6929,потрясающе,不同,66
10947,стойка регистрации,接待,28
3246,индиго,靛青,88
3804,аспирин,阿司匹林,85
1747,торс,躯干,92
6908,величество,威严,64
1458,ало,alo.,83
11876,вспоминать,重新终止,8
7963,подрезать,修剪,42
13010,пойманный,捕捉,18
759,дезодорант,除臭剂,95
13877,может,可能,5
1473,обуздать,马具,88
5152,пренебрежительно,under,76
4553,алай,alai.,80
4813,переезд,搬迁,33
8357,шестнадцатый,第十六,56
4973,креатин,肌酸,78
7710,срок действия,到期,61
10332,флоренция,佛罗伦萨,41
1484,комбинезон,连身裤,95
5204,миллионер,百万富翁,59
3823,орландский,古怪,85
10392,пламя,火焰,19
13100,гватемала,危地马拉,17
11010,антенна,天线,37
10093,рита,丽塔,43
12468,моррис,莫里斯,24
14232,мужчина,男人,8
6402,варить,禁忌,68
633,аточа,亚莫,99
13181,принадлежит,属于,12
8575,диктатура,专政,51
9999,муссон,季风,43
6902,сбой,崩溃,16
11831,в принципе,基本上,15
13970,делал,做过,5
5552,систина,脊柱,74
1098,сирены,警笛,71
3898,ассам,阿萨姆,84
11913,ферма,农场,24
6716,груша,梨,66
11467,тем самым,从而,33
10278,крыса,鼠,38
3259,чрезмерно,过度,33
7074,мормоны,摩门教徒,31
2902,грейпфрут,西柚,88
695,arad.,阿拉德,98
8335,доминирование,统治,16
376,псевдонабие,伪科学,100
9632,включает,包含,23
13276,погода,天气,15
3027,топаз,黄玉,88
13604,спортивный,运动的,10
7027,мольты,mil,65
6052,озвучий,对称,71
2508,затяжка,两星期,88
10458,возражение,异议,12
12304,бруклин,布鲁克林,25
6854,осник,天花,66
7794,пьяный,醉,60
3286,нервы,神经,52
5455,носитель,持票人,62
8929,нацизм,纳粹主义,52
2150,добраться,惨,92
9296,кувырок,翻动,41
13775,ирландия,爱尔兰,11
10960,манила,马尼拉,37
10763,мадонна,麦当娜,38
2258,кассиопея,cassiopeia.,91
5411,лаудердейл,劳代理,75
13304,поклонники,粉丝,11
14042,объявлено,宣布,12
10311,неловко,不平衡,41
5986,монду,蒙德,72
13029,уникальный,独特,18
13742,мальчик,男生,10
2828,незащитник,不保护,51
9694,талисман,吉祥物,42
6892,фиджийский,斐济人,66
5427,конькобежец,溜冰者,35
8792,зевс,宙斯,53
6112,чемодан,cl.,71
1578,жжет,液晶,94
10731,печальный,伤心,30
3427,трески,枝,87
8157,валь,瓦,58
601,сина,新浪,99
8487,ледник,冰川,51
6126,гирлянда,花环,69
10701,блестящий,闪亮的,39
2212,сокращенно,简略,87
2462,риторический,修辞,59
14094,лучший,最好的,7
12744,катастрофа,灾难,17
6421,эрос,eros.,69
11491,вход,输入,31
8827,peugeot.,标致,53
12703,любимый,最喜欢的,20
1560,пасмурная погода,灰蒙蒙,95
7776,превосходный,高超,60
2036,халто,哈洛,92
2467,паломничество,朝圣,90
3004,бурбон,波旁酒,86
11715,проход,通道,28
467,запрашивать,查询,70
130,электростатический,静电,89
6162,колумбийский,哥伦比亚人,70
313,харизматичный,魅力,100
7802,циклон,循环,10
2873,ворс,杜斯特,88
9771,волокно,纤维,45
10291,флеминг,弗莱明,42
11173,hans.,汉斯,21
3136,репер,roper.,87
9932,веревич,荒地,45
638,омутать,numbat.,99
14430,связь,纽带,19
544,диоксин,二恶英,99
13169,деферация,诽谤,17
13527,технология,技术,12
11602,словарь,字典,31
3261,хелпер,帮手,81
10086,кенгуру,袋鼠,41
9753,приличный,体面的,45
11479,законодательный орган,立法机关,29
562,предгорья,山麓,74
8635,жаба,蟾蜍,53
10984,небеса,天堂,36
4724,лизать,舔,67
3742,монгольский язык,蒙,83
4169,усы,胡子,79
4096,анемия,贫血,83
14150,способный,有能力的,6
1108,тилли,蒂利,96
2834,ара,ara.,88
370,ценообразование,凯氏,100
4207,компенсировать,补偿,42
216,домодельный,自制,100
7437,словацкий,斯洛伐克,60
3260,аффинность,亲和力,79
9458,могила,坟,38
10640,предсезонный,季前赛,39
4705,возглавлять,矛头,61
6435,африканцы,非洲人,13
10948,варшава,华沙,38
6411,дитто,同上,69
11199,уклоняться,躲闪,34
4249,тральщик,minesweeper.,77
2468,отдаленный,命运,38
4873,рэперы,喋喋不休,27
6703,немо,尼莫,67
7695,астронавт,宇航员,53
9505,салли,莎莉,47
2256,мозель,摩泽尔,91
13902,должностные лица,官员,9
14470,ниже,以下,8
13305,пункт,段落,14
10856,конфеты,糖果,38
6576,эму,鸸,65
2058,в порядке,手动,92
12628,элизабет,伊丽莎白,22
11319,алиса,爱丽丝,34
10156,минь,明,41
8084,масонство,共济会,58
8517,радужная оболочка,鸢尾花,55
10968,делавэр,特拉华州,37
6036,драгоценность,宝石,59
10199,говорить,辐,42
5711,предпринять,entre.,72
10872,узкий,狭窄,32
868,омбудсмен,监察员,97
12035,невозможный,不可能的,27
10959,обратная связь,回馈,37
8275,ветряная мельница,风车,56
4694,вандалистический,破坏者,79
3152,бедный,穷,88
5756,вп,vp.,73
13293,необходимо,必要的,15
12190,брэндон,布兰登,26
5645,незнакомцы,陌生人,53
6526,рой,一群,62
2332,триллион,兆,89
3492,ячмень,大麦,86
13747,синий,蓝色,10
9269,лампа,灯,48
1286,центрист,中间人,93
10187,работник,员工,27
3790,велосипедист,骑车人,58
14227,возвращаться,返回,9
12330,тяжело,heav,25
7683,патель,髌骨,61
4398,советники,顾问,59
10361,виндзор,温莎,41
12473,симон,西蒙,24
10427,стабильный,稳定的,39
13215,эпизод,插曲,12
5663,термин,终点,74
12084,сочиненный,组成,22
884,божем,戈斯顺德,97
10702,бочонок,桶,36
2514,йота,iota.,90
7233,капиталист,资本家,60
5797,полупроводник,半导体,69
5313,трансвааль,transvaal.,76
8579,дем,德姆,55
12189,парнер,帕克,26
13843,все,全部,6
9093,выпускной,毕业,35
7479,плод,胎儿,62
11455,я.,雅,33
9075,неактивный,不活跃,47
2426,низкий человек,低手,91
9870,бутон,芽,43
11259,территории,领土,11
2416,врожденный,先天性,90
13382,дб,d b,14
4801,пандора,潘多拉,77
12740,феникс,凤凰,21
10026,вейбер,韦伯,44
7917,вустер,伍斯特,59
1119,электролиз,电解,96
3962,уборка,亨德尔,83
7059,дипломатия,外交,65
8975,бабочка,蝴蝶,50
1021,бойкот,抵制,63
9687,баркер,巴克,46
4044,калькутта,加尔各答,83
12464,плакат,海报,22
12026,спасать,救援,25
7195,афина,雅典娜,63
14202,война,战争,7
7801,патриция,帕特里夏,60
1434,бодрствующий,苏醒,92
5172,бабушка,祖母,75
7388,родной город,家乡,62
11178,эрзац,ersatz.,36
4068,базука,bazooka.,82
3421,ковалентный,共价,86
12921,сломанный,破碎的,19
11630,коул,油菜,30
12198,кирк,柯克,26
11578,алкоголь,酒精,28
4234,твид,troed.,82
8644,географический,地理学,34
12657,индианаполис,印第安纳波利斯,22
12545,спутниковое,卫星,22
3223,фалунь,法轮,88
13483,календарь,日历,13
2245,пешка,典当,77
5467,никон,尼康,75
3941,заглядывать,窥视,81
12598,легенда,传奇,20
9120,приколоть,别针,40
215,палл,颇,100
12646,цена,价钱,18
1373,петидин,pethidine.,96
14384,вести,带领,7
10846,ов,ot.,38
12623,санта,圣诞节,22
344,гидроксил,羟,84
561,спаржа,芦笋,99
8905,эмми,艾美,52
5812,левил,堤坝,63
6497,архипелаг,群岛,68
12383,обслуживание,维护,25
10895,милиция,民兵,35
11230,бюджет,预算,34
10137,джеральд,杰拉德,43
11150,спрятать,隐藏,26
871,таро,芋头,97
8868,беспристрастный,无偏见,52
13650,юридический,合法的,8
1163,пожар,萤火胶,96
1068,опьянение,酣,75
9793,искра,火花,31
6590,обрезать,瓦砾,68
6760,периферический,外围,60
1165,ноосфера,无圈,96
704,начо,纳霍,98
1501,актуальный,精算师,88
13567,соревнование,斯科特,12
13866,мог,可以,7
12176,выдающийся,杰出的,27
905,культивируется,栽培,65
1816,йогурт,酸奶,93
10916,медь,铜,38
5196,частицы,粒子,47
4622,каннибализм,同类,63
13422,джозеф,约瑟夫,14
13267,онтарио,安大略省,16
9185,богиня,女神,49
13756,рок,岩石,11
7693,пруд,池塘,59
6221,уэслиан,wesleyan.,70
2061,туск,托斯,91
9715,алек,亚历克,46
806,алгонкин,藻喹,96
7469,экспо,博览会,43
12884,нуль,零,19
10444,геология,地质学,34
5126,пвт,pvt.,77
2636,тюрбан,头巾,88
803,кривоебол,曲线球,98
11239,проза,散文,35
11284,мэр,市长,32
2471,межъянга,中介语,90
3154,незатронутый,不受影响,88
12794,тед,泰德,21
13128,представлять собой,介绍,10
9127,помидор,番茄,47
11080,фантом,幻影,33
12984,австрия,奥地利,19
6540,тайно,偷偷,68
9680,каминда,本质,47
8633,валрус,海象,54
9257,гонщик,赛车手,36
353,бильярд,台球,92
12763,варенье,von.,21
12272,папа,教皇,25
14049,недавний,最近的,5
1753,zenith,天丝,93
7219,полосы,车道,26
14097,встреча,会议,9
4610,научился,学到了,80
12741,соединение,联合的,21
4105,сакай,sakai.,83
9397,растрат,莱德,49
6659,столетний,一百年,67
8086,юрский,侏罗纪,58
1156,карабин,马枪,87
8140,albuquerque.,阿尔伯克基,58
4454,испарение,蒸发,64
1479,кагаян,卡加坦,95
2306,метла,扫帚,89
6269,углеводы,糖类,69
4283,скорпионы,蝎子,46
9381,комик,喜剧演员,46
4753,гомофоб,同性恋歧视,79
11162,кокаин,可卡因,36
6320,глостер,格洛斯特,70
10286,вертолеты,直升机,25
6523,инфекционный,传染性,68
4189,флери,弗里拉,82
1620,карина,狂欢节,93
11344,жопа,屁股,33
12049,кк.,ck.,28
7773,кабина,座舱,59
7428,крещение,洗礼,61
5619,спектроскопия,光谱学,74
10455,пепси,百事可乐,40
7562,понсель,庞塞,62
11756,климат,气候,29
8831,джойс,乔伊斯,53
5969,лиззи,lizzie.,72
10041,астрономия,天文学,44
1503,корниш,康沃尔,95
1211,дешево,便宜,96
2559,гидрохлор,盐酸盐,90
13189,химический,化学,16
10862,вратарь,守门员,29
1698,морские водоросли,海藻,94
13368,трофей,杯,14
4617,драко,德拉科,80
9206,реки,河边,50
4695,wacker.,瓦克,79
710,на лошадях,马背,98
13666,царство,王国,12
9693,гепард,猎豹,45
11647,канун,前夕,31
6742,кинематография,电影摄影,67
7134,мимолет,huemul.,64
7921,окраина,加维,59
10369,алгебра,代数,39
5945,модена,摩德纳,72
7067,нерегулярный,不规律的,44
11758,согревание,变暖,23
10270,тонна,吨,30
6557,диспросия,妊娠,68
2196,rochelle,罗谢尔,91
7755,eureka.,尤里卡,61
10129,осуществленный,意识到,23
12697,задача,任务,15
5884,клин,楔,68
1715,корена,科拉,94
5163,скидка,折扣,57
163,парус,弗里克,100
2066,содомии,鸡奸,92
1690,глаукома,青光眼,94
1350,морская вода,海水,96
979,экскалибур,excalibur,97
1693,тошнота,恶心,94
12214,исправления,修正,8
6734,дамаск,大马士革,67
1974,маулана,玛娜娜,93
11639,слалом,sl,29
13618,чат,聊天,12
5660,гроб,棺材,70
8123,оси,斧头,52
9445,похищение,绑架,33
7661,линг,凌,61
2957,толстушка,肮脏,88
11047,ливия,利比亚,37
5293,деми,黛米,75
7113,евклид,欧几里德,64
6587,тихо,悄悄,68
6398,чаттануга,chattanooga.,69
12310,рост,上升,20
9310,счетчик,总部,16
1253,полированный,抛光,20
10211,краб,螃蟹,42
13852,некоторый,一些,6
10811,леонард,伦纳德,38
13492,ван,班,13
5398,монахиня,尼姑,65
6909,баллард,巴拉德,66
7287,загрязнение,污染,46
6472,гермес,爱马仕,65
6084,хэш,哈希,65
8206,стоунхендж,巨石阵,57
10221,пылесос,胡佛,42
8589,дозатор,加德,55
8272,кредона,信条,56
12142,побег,逃脱,21
6153,реквизиты для входа,证书,68
6671,палеолита,旧石器时代,67
25,муравьи,蚂蚁,38
8009,голый,裸,34
12580,речь,演讲,22
11120,осторожность,care,36
14445,тесты,测试,5
10104,кт,ct.,41
1839,укреплен,僵硬,88
11064,шон,肖恩,37
12683,клавиатура,键盘,20
13034,нидерланды,荷兰,18
5489,внезапно атаковать,猛扑,66
1147,живучи,死硬死硬的顽固的,96
4717,опал,蛋白石,79
9357,разъяснение,澄清,47
1967,няни,保姆,93
11723,кит,鲸,27
1104,сдерживая,用水,96
11927,семепер,萨默,29
4727,крышка,盖,77
9192,персик,桃子,48
8297,строитель,建造者,50
565,mysid,蒙西西德,99
9990,квантовый,量子,44
8559,оздоровительный,tis.,42
8196,финансируется,资助,21
9338,шеф-повар,厨师,48
10598,камерун,喀麦隆,39
9167,прерий,草原,49
7076,лаять,吠,58
6752,лидерство,领动,67
8925,ир,ir.,48
11506,диаметр,直径,32
3327,лашкар,拉什卡尔,87
3335,секретариат,秘书处,87
13017,северо-запад,西北,18
1269,воинство,ere,96
11596,рекс,雷克斯,32
7108,неправильно понятый,误解了,64
12253,ной,诺亚,26
13954,хороший,好的,6
6360,ванкер,wanker.,69
7890,хомя,霍伊,59
3404,сыпь,皮疹,85
12440,брюс,布鲁斯,24
9370,hp.,生命值,49
6340,новинка,新奇,67
7915,веселый,mer,59
13049,луна,卢娜,18
4183,поджелудочная железа,胰腺,82
10554,флорес,弗洛雷斯,40
13134,клоун,小丑,17
6309,архимедный,阿基里米德,70
2382,рангун,仰光,91
11061,боеприпасы,弹药,37
10165,прекращено,停止,22
6565,смайлик,笑脸,68
9163,прелей,presley.,51
11451,близнец,双胞胎,21
1627,льна,亚麻,94
10850,комплект,成套工具,37
10309,в сопровождении,陪同,18
6252,излечивать,治愈,61
8408,винчестер,温彻斯特,56
12970,эт,et.,19
11269,мальта,马耳他,35
4053,изобразительный,画报,81
11246,по сути,本质上,26
264,хом,磡,100
13518,нижний,底部,13
6972,герни,盖恩,65
13873,любой,任何,5
13359,цитируемый,引用,7
8585,сенатор,sen,55
2670,марганец,锰,90
4309,местоположение,plainfield.,82
8095,заяц,野兔,56
11332,пакет,盒,26
8472,тифинаг,tifinagh.,56
9394,тимор,东帝汶,49
1145,микробиология,微生物学,93
1398,фенил,苯基,95
9280,сми,婆婆妈妈,50
9456,инструментальный,乐器,26
7494,домик,小屋,51
7932,побуждение,rube.,59
1957,аспартам,aspartame.,93
13516,актуальны,相关的,12
2160,оговорщик,谈话者,89
4591,вложение,附件,15
10819,marco.,马可,38
6239,призыв,ur,22
2734,наркотика,毒品,74
8851,наклонно,bl,53
6108,капля,丁锅,71
10448,хельсинки,赫尔辛基,41
5273,теологический,神学,53
9893,скульптура,雕塑,44
5673,модем,调制解调器,70
9273,вырубка леса,砍伐森林,49
2704,оповещение,警报,27
5057,осирис,奥西里斯,77
8443,туман,多雾路段,55
6474,афтершоки,余震,55
4879,наемник,雇佣兵,60
6189,настоящее время,如今,70
5498,ддт,ddt.,75
2933,диду,迪托,88
6019,преобладать,占上风,40
6711,медьера,朦胧,67
6729,единственное число,单数,62
10437,мирный,平静的,14
7308,свинина,猪肉,63
14154,клиенты,顾客,25
13354,древний,古老的,14
5049,туфцы,簇绒,75
3167,ариадна,阿里亚尼,88
8839,несомненно,惯于,53
4660,дейд,戴德,79
10468,предположение,假设,35
10722,эмма,艾玛,38
7460,стрелок,射手,54
3095,крутящий момент,扭矩,88
151,тепла,温暖,100
643,джирга,吉尔加,99
14338,видимый,看到,11
4502,звездоход,星舰,80
5203,в которой,那么,76
11571,а1.,a1,32
8382,трагический,悲惨,51
9861,хомус,腐殖质,45
1687,неподготовленный,毫无准备,94
11725,сюжет,sc.,31
2200,бакалея,杂货店,88
5015,эндокрин,内分泌,77
531,крапивник,鹪,96
2714,гипс,笑声,63
13581,индийский,indian,11
8145,воспалительный,炎症,58
4159,игуана,鬣蜥,82
1636,unell,斯内尔,94
4540,бобсат,山猫,65
13280,контекст,语境,15
7938,включать в себя,纳入,21
13884,три,三,7
11941,уэйд,韦德,28
386,triassic,三叠纪,100
8889,коала,考拉,52
7564,беккет,becket.,62
8999,кран,起重机,50
7628,боярышник,山楂树,43
8825,дневник,日记,47
2313,съел,吃过,91
8993,slipknot.,活结,52
9022,береговая линия,海岸线,50
1050,тории,torii.,97
7393,изображать,写真,36
1758,взволнованный,兴奋,51
12578,ливанец,黎巴嫩人,23
11454,бонус,奖金,33
7789,имя прилагательное,形容词,55
5444,quasi.,准,75
10252,старейшина,长老,39
9137,сик,sic.,51
9499,какать,船尾,46
882,тера,tera.,96
3788,каталина,catalina.,85
5359,зубная паста,牙膏,75
6253,метионин,甲硫氨酸,70
8908,фанни,舳,52
11313,адольф,ad,35
8990,подсказка,线索,42
13553,жирный,大胆的,12
4503,метеорит,陨石,68
11726,сирия,叙利亚,31
956,погасить,熄灭,61
14164,производит,制作,5
5603,крейсер,巡洋舰,69
3434,сенсорный,感官,86
14249,фонды,资金,21
4257,дилемма,困境,80
10426,ягода,浆果,40
6336,семинария,神学院,67
6115,коренным образом,夸张地,53
14300,операция,手术,6
8135,высылка,开除,52
4318,психиатрический,精神病学,82
9885,вокал,爱人,35
2039,банкир,银行家,83
12269,монстр,怪物,23
3985,гейн,地雷,83
4835,козерог,摩羯座,79
2759,пагентность,盛会,86
10347,целые числа,整数,33
8466,избирательное право,选举权,56
4474,сонный,困,81
6547,макаронные изделия,意大利面条,68
6224,таракан,蟑螂,70
6722,чэн,郑,67
11039,колония,殖民地,21
5074,поставщик,供应商,62
5553,бурунди,布隆迪,74
8700,мерримак,merrimack.,54
11154,после этого,此后,36
10260,весли,韦斯利,42
10713,туннель,隧道,35
10243,белфаст,贝尔法斯特,42
771,орден,ord.,98
12756,мобильный,移动的,15
9038,мантия,披风,51
11122,buccaneers,颊,35
8262,никелодеон,nickelodeon.,57
8461,schneider,施耐德,56
8345,сала,萨拉,56
5364,гулс,格勒斯,75
3886,диплом,文凭,82
2895,некрофилия,necrophilia,88
10885,каменный уголь,煤炭,38
2291,стронций,锶,91
10657,слепой,瞎的,32
8651,ноутбук,笔记本电脑,54
10711,проложенный,奠定,38
3558,опосредованный,介导,26
6709,мидфилд,中场,53
4647,blanco,布兰科,80
8090,midland.,米德兰,43
791,дерматология,皮肤科,98
14501,власти,当局,9
763,цуккини,夏南瓜,98
8679,оборот,周转,35
3406,подавляюще,绝大多数,87
10295,мятежник,反叛,27
3571,вивиан,vivian.,86
13465,рука,手,11
5443,беспристрастность,公正,67
4980,сахиб,sahib.,78
5999,ворчание,咕噜咕噜,70
10161,бэтмен,蝙蝠侠,43
13512,корона,王冠,12
9361,як,牦牛,49
6344,ученик,学徒,68
9921,освежать,刷新,41
2577,флосси,flossie,88
1958,воспоминание,回忆,81
3500,повелитель,霸王,84
11761,спортивное,运动,13
12156,дискус,铁饼,27
6829,жокей,骑师,61
1214,лагер,储存,95
4927,миллибары,毫巴,74
62,копатель,挖掘机,89
548,мелодрама,melodrama.,98
12259,архивы,档案,12
4422,неспособный,无法,80
10696,мюллер,穆勒,39
8494,указатели,指针,42
10550,сар,sar.,40
8690,hicks.,希克斯,49
9303,ленин,列宁,48
3981,праздник,盛宴,81
14317,вовлеченный,涉及,9
3694,реси,罗德利,85
4780,переубен,reuben.,79
9929,честно говоря,诚实地,45
11965,связка,束,28
9321,корнуолл,康沃尔郡,44
3106,киель,基尔,88
2435,кислотность,赤尿式,91
14294,машина,车,9
800,друид,德鲁伊,88
1474,билби,毕尔比,95
1784,канализация,下水道,84
4029,малт,米尔特,83
11471,продавать,卖,21
1876,килограммы,千克,73
12466,камин,凯尔,24
2543,сплющенный,扁平化,86
8489,арой,arroyo.,55
4546,aladdin.,阿拉丁,80
5459,анима,anima.,72
5931,сай,赛,72
10036,бесполезно,untagged.,44
5091,тропики,热带,8
5920,исправлять,修订,15
13111,q.,问：,17
1845,засекание,羽脚,93
5795,вулки,呜,70
5053,баскский,巴斯克,74
7704,енот,狸,60
1729,социологический,社会学,42
13265,смысл,感觉,15
13541,советский,苏维埃,12
4994,powerhouse,强国,71
3531,водно-болотное угодье,湿地,81
1403,манипуляциями,操纵,39
12692,самуэль,塞缪尔,22
13001,бойня,屠杀,17
992,глянец,光泽,87
7088,фарадей,法拉德,64
11095,зарубежный,海外,36
8701,погибший,开膛手,54
6843,заграничный пасспорт,护照,60
1564,спирман,矛曼,95
11397,вывод,推断,30
4623,флото,flauto.,80
870,неразумный,失策,94
9297,благотворительность,慈善机构,46
12729,всадник,骑士,16
2354,melba,梅尔巴,91
12107,контролируемый,受控,11
2999,желатин,明胶,88
3080,дефект,缺点,50
2060,осина,阿斯彭,92
2596,халат,长袍,81
10509,пение,唱歌,28
6237,с уважением,尊敬,11
13322,привет,嘿,15
4742,стыдящийся,羞愧,78
321,кохлеар,耳蜗,100
8366,маневренность,演习,42
12298,расстроен,沮丧的,23
4125,apex.,顶尖,82
4627,губчатая форма,海绵状,80
2213,нуго,nouveau,91
2204,конвергент,收敛,47
810,шафран,藏红花,98
9847,стиха,诗,38
7066,вифлеем,伯利恒,64
3855,павлов,帕夫洛夫,84
3157,маньчжурия,满洲里,88
4118,лебеди,天鹅,41
11771,признан,认识到,6
1939,сражаться,泥沼,93
4612,бананы,香蕉,38
1448,тинг,婷,85
12737,миллер,磨坊主,21
3600,тревожный,焦虑的,86
2133,гейша,艺妓,91
11370,дели,德里,34
4573,рибосом,核糖体,70
837,избыточный вес,超重,98
9485,детский,幼稚,48
10982,признал,承认,28
2486,кони,康尼,90
7196,архиепископ,大主教,61
3644,некоммерческий,非营利组织,86
11214,палеонтология,古生物学,35
9025,кусать,咬,37
4829,посланник,使者,75
13031,фундамент,基础,17
5731,власть,负鼠,72
12519,хандал,哈塔尔,23
2001,обморок,晕倒,68
5283,пембрук,pembroke.,76
12908,шрам,瘢痕,19
11056,чай,茶,37
5780,стрекоза,蜻蜓,73
13452,верил,相信,5
352,рагнуть,ragtime.,100
12256,томпсон,汤普森,26
11296,15,十五,35
11635,неясно,不清楚,31
6984,вмешиваться,干扰,38
2882,рискованный,有风险,88
7877,лайм,酸橙,59
3288,спасение,打捞,65
14108,инвестиции,投资,28
359,погрузчик,装载机,95
7104,выровненный,对齐,32
14127,точки,点,6
4420,шпитцер,spitzer.,81
4689,фей,弗雷,79
11896,ресурс,资源,18
7490,эксперименты,实验,38
8764,фресно,弗雷斯诺,53
4020,роско,罗斯科,83
4229,перехватывать,截距,15
6349,такома,塔科马,69
5987,водяной знак,水印,64
1428,прославленный,杰出,95
6165,перенаселение,过度疏松,69
4519,переполнять,超支,72
323,монотеизм,一分钟主义,100
1030,ярборо,yarborough.,97
3750,петтикул,衬裙,77
11082,пули,子弹,24
11554,остаток средств,平衡,25
11172,езда,骑术,23
8453,отравление,中毒,37
5564,тенистый,阴凉,74
12412,коннектикут,康涅狄格州,24
11519,вспышка,闪光,29
1817,песочница,桑潘,93
11938,сыр,起司,28
3736,закуска,小吃,75
13224,солнце,太阳,15
12171,сетка,网格,26
12097,аргументы,争论,16
11496,нэшвилл,纳什维尔,33
13547,формула,公式,13
354,страно,stratojet.,100
2330,литография,标准仪,83
9772,кпз,牛棚,45
8974,демократ,民主党人,14
7003,гигабит,千兆,65
13201,заимствовал,借来的,16
9413,манго,芒果,48
1490,хао,郝,95
7502,солсбери,索尔兹伯里,62
12178,бретт,布雷特,27
13116,льюис,刘易斯,17
3594,перекрытие,重叠,56
10220,греха,罪,36
4732,чувствительность,灵敏度,39
14056,ли,无论,11
3609,самнер,萨姆纳,86
9810,океания,大洋洲,46
7314,малкин,malkin.,63
1340,контратаки,反击,57
247,лизин,赖氨酸,100
10408,трюк,her,41
5679,горчица,芥末,73
13523,лето,夏天,13
11940,дискография,唱片,28
8640,rm.,r m,37
4715,сухожилия,腿筋,79
5853,грааль,格林,73
12957,оттава,渥太华,19
13768,сам,本身,11
10385,маг,魔术师,40
12707,камень,石头,18
4432,глютамат,谷氨酸,79
86,пахать,犁,88
3069,основы,基础知识,32
3193,протектор,保护者,72
2325,баритон,男中音,91
8222,пехотинец,hun,51
7020,амман,安曼,65
3217,connucate,诺,88
11006,идол,偶像,36
9653,раздуваться,吹嘘,47
6374,спад,暴跌,57
3440,гроссмейстер,棋圣,87
9647,замбия,赞比亚,47
12213,стилерс,钢司机,26
8978,пробка,软木,51
12581,террорист,恐怖分子,19
9896,девиз,座右铭,42
3803,периферия,周边,83
3626,лено,leno.,86
12676,пробный,审判,19
3778,электромагнетизм,电磁,46
7248,право собственности,合格,31
13558,разоблачаться,灰心,12
3141,шумный,嘈杂,88
10052,резинка,橡皮,43
621,теннисон,丁尼森,99
7004,балчан,球场,55
12865,утверждать,断言,15
5346,хромизм,铬,75
3337,вестфалия,威斯特法伦州,87
4614,горячо,热,80
10504,празднование,庆典,19
10432,монархия,君主制,40
8796,засада,伏击,46
1775,гила,吉拉,93
9988,овальный,椭圆形,44
8110,полусент,新月,58
5012,цикло,cyclo.,77
14261,выпускать,发布,8
12515,сложный,复杂的,21
7275,кассета,盒式磁带,61
12324,columbus,哥伦布,25
9197,шмель,熊蜂,50
916,виселица,绞刑架,96
2092,десерт,点心,91
5843,эмери,砂肌,73
10566,тайбэй,台北,40
4847,сравнить,介质,79
1536,аккра,accra.,95
12716,техническое средство,技术的,15
11598,паскаль,帕斯卡尔,32
5001,камикадзе,kamikaze.,78
5848,фридман,弗里德曼,73
9284,безуспешно,不成功,44
6338,обороты,rpm.,69
5529,дулут,duluth.,74
1217,биогаза,沼气,96
10148,шимпанзе,黑猩猩,42
11015,барьер,屏障,34
10328,распоряжения,安排,20
13584,размер,尺寸,12
6478,пир,..,69
13229,сын,儿子,15
10688,любезно,亲切地,38
2744,лишний,lst.,89
11091,карсон,卡森,37
12658,весело,乐趣,22
13554,ценится,赞赏,9
6795,модульный,模块化的,63
10186,сибирская язва,炭疽病,43
7039,коллеги,对应物,49
4661,патчи,补丁,30
14339,обдуманный,经过考虑的,5
10316,кэш,缓存,38
3131,зевать,打哈欠,85
8,гики,怪人,28
13326,hr.,人力资源,13
11350,партнерство,合伙,32
3663,дэа,数据包络分析,84
8426,ньюарк,纽瓦克,56
13009,арена,竞技场,18
8349,лэнгли.,兰利,56
3385,люцифер,路西法,85
1261,насмешка,嘲笑,33
9156,абердин,阿伯丁,51
12223,ближе,更近,26
7378,лисы,lyases.,44
9330,производителя,制作者,41
3606,клима,克莱姆,86
5117,леса,林地,63
7680,мастурбация,手淫,56
14205,включен,包括,6
909,оттес,奥特斯,43
5241,рассеивание,耗散,17
7816,перепроверять,重新检查,60
9136,парадокс,悖论,47
