ID,RUSSIAN,DEUTSCH,INTERVAL
3299,кириллица,kyrillisch,87
6337,картофель,kartoffeln,39
2574,начисление заработной платы,lohn-und gehaltsabrechnung,88
13590,не хватает,mangelnd,11
71,референт,referentiell,99
8330,восход,sonnenaufgang,56
12069,молоток,hammer,26
8596,трибуна,tribun,44
12475,ракета,rakete,20
724,перетаснять,offenkundig,98
5757,прикручивать,verschraubung,38
992,глянец,glanz,86
3758,персей,perseus,84
10800,фирма,feste,35
4456,декартовать,kartesisch,80
3993,копейки,dime,76
2185,погруженный,untergetaucht,88
928,висмут,wismut,97
10153,сосна,kiefer,40
10706,палуба,deck,38
9624,этика,ethik,37
2964,мемлес,meme,87
1006,гашиш,haschisch,97
12506,декан,dean,23
11955,охота,jagd,23
1869,нич,nist,93
8552,типографский,typografisch,54
2758,гигиена,hygiene,88
8942,разрушительный,zerstörerisch,38
10647,бакщ,bacquet.,39
7427,руина,ruine,36
1104,сдерживая,stehend.,96
6022,выдержка,auszug,57
8381,продолжительность жизни,lebenszeit,56
10053,халк,hulk,43
11296,15,fünfzehn,34
12931,номер,zimmer,18
12838,подход,sich nähern,15
7059,дипломатия,diplomatie,64
13289,инцидент,vorfall,14
10039,азот,stickstoff-,43
4172,радфорд,radford,82
6028,одолжительность,fastenzeit,71
875,предисловие,vorwort,91
6724,маверик,einzelgänger,48
7528,глоссарий,glossar,61
8863,древесный,holzig,51
4049,прованс,provence,82
937,чехов,chekhov,97
12246,волосы,haar,25
2138,беззаконный,gesetzlos,85
10635,утром,ut.,39
8354,единорог,einhorn,55
3365,прерывание,unterbrechung,42
9326,литовский,litauisch,48
13001,бойня,massaker,18
14132,добавление,zusatz,6
11006,идол,idol,36
856,удаль,udal,98
4833,парраматта,parramatta,78
7159,усталость,ermüdung,61
4198,фосфатаза,phosphatase,82
2668,регулирование,regulatorisch,89
13534,мнение,meinung,11
3616,нижнее белье,unterwäsche,77
10645,пирс,pierce,34
8449,сейсмология,seismologie,54
3874,ярлык,abkürzung,76
2360,борчан,adlerfarn,89
13399,горячий,heiß,14
8540,барсучий,dachs,43
6428,лечение,verarbeitung,20
8977,снаряжение,scharfschütze,48
10868,ньюпорт,newport,38
3872,эпоним,gleichnamig,83
5475,перенумеровал,neu nummeriert,59
8935,медуза,qualle,52
7198,отдача,rückstoß,62
7410,ультиматум,ultimatum,62
8370,сотовая связь,zellular,56
11169,муниципалитет,gemeinde,25
10849,в зависимости от,abhängig,23
10371,сью,verklagen,41
4569,среди,inmitten,80
2539,мезозой,mesozoic.,90
2526,hasidic.,hassisch,88
112,трон,tron,100
9548,meu.,mei,48
4129,донни,donny,82
4327,гастронома,gar.,79
7048,ствол,stamm,57
14218,компьютер,computer,7
6935,философский,philosophisch,38
7810,рубикон,rubikon,60
9120,приколоть,stift,40
5948,ханой,hanoi.,71
68,смело,mutig,100
13140,швеция,schweden,17
7227,фабиан,fabian,63
3599,укоренившийся,verankert,77
4365,джаггер,jagger,80
11455,я.,ya.,33
7367,марксист,marxistisch,58
11619,болгария,bulgarien,31
141,рейз,reis.,79
2784,таймеры,timer,65
12531,мало,malo.,23
6938,аллея,gasse,63
1621,полистирол,polystyrol,94
13857,после,nach,5
12485,уменьшенный,reduziert,17
12326,рейтинг,rangfolge,7
2453,спаситель,retter,88
790,неразрешеный,disraeli.,98
8192,раковины,streamer,49
1910,вв,vv.,93
11450,бета,beta,33
10303,лист,blatt,22
12119,циркуляция,verkehr,23
11561,доминикан,dominikanisch,32
1878,поспешно,verstopft,77
5121,диэтиламид,diethylamid,76
7800,пребывание,amtszeit,58
14440,книга,buch,9
12050,бак,bock,25
817,патока,melasse,98
11801,инд,ind.,30
10127,овладевать,achtzeitig,43
1016,кивать головой,nicken,89
12785,делать ставку,gebot,18
6978,дарси,darcy,65
8443,туман,nebel,55
7621,сумо,sumno,61
13970,делал,tat,5
3339,общежитие,herberge,82
4496,ходью,holey.,80
5675,обязанность,haftung,71
1886,педаль,pedal,84
13520,многочисленный,zahlreiche,12
1320,легис,legis,96
1255,маэстро,maestro,96
5726,нереальный,unwirklich,71
5242,монолит,monolith,68
11524,приобретенный,erworben,22
12389,предвзятость,voreingenommenheit,25
12257,подозревать,vermuten,16
14158,компьютеры,computers,7
10536,овца,schaf,40
7274,малярия,malaria,62
437,амига,amiga,98
9070,орангутан,orang-utan.,51
12588,альберт,albert,23
10763,мадонна,madonna,38
1766,кулинарная книга,kochbuch,88
9892,платина,platin,45
13173,вторичный,sekundär,17
240,плевать,spucken.,26
13070,достигать,erreichen,9
9291,стамбул,istanbul,49
8492,раскрытый,übertrafen,49
5936,беспрепятственно,unaufrichtig,71
8079,кантон,kanton,54
12310,рост,erhebt euch,20
6558,дисциплинарный,disziplinär,68
9675,стройный,schlank,46
3807,ожог,brennen,84
1143,бонсай,bonsai,96
1005,синоптик,synoptisch,97
8422,непредвиденный,unerwartet,56
13903,нравиться,wie,5
8266,э,ee.,57
13053,строить,bauen,10
12694,евреи,juden,20
2870,лобковый,pubic.,88
8279,анаконда,anakonda,56
13983,помощь,helfen,6
3562,расставаться,beenden,83
10149,будапешт,budapest,43
13700,лондон,london,12
8336,урок,lektion,46
2089,бесспонден,unbeteiligt,92
10701,блестящий,glänzend,38
9469,нефрита,jade,47
11872,добровольцы,freiwillige,16
9497,широкополосный,breitband,48
3782,кантор,kantor,84
12753,окна,windows,11
5764,никше.,nixe,72
7895,толкать,schub,54
5258,энтузиазма,enthusiastisch,39
11569,обвинять,beschuldigen,24
4392,аквариум,aquarium,80
298,сумматор,addierer.,100
3802,остеопороз,osteoporose,84
13878,так,also,6
8572,заблуждение,blasig,55
2611,шифр,chiffre,87
13002,франшиза,franchise,18
8014,спортзал,fitnessstudio,58
703,фонарик,taschenlampe,93
4266,примус,primus,82
1774,параллакс.,parallaxe,92
12368,усиление,gewinnen,13
13346,в одиночестве,allein,15
5770,боевый,boa,71
8549,финн,finn,53
11805,кубинец,kubaner,29
12664,вне,außerhalb,22
5343,квадратный,quadrat,73
10462,монте,monte,36
5772,извлекать,extrakt,37
10705,высокая температура,fieber,38
9737,камер,nocken,39
12836,алан,alan,20
103,коронарный,koronare,100
9059,выбирая,wählen,7
8885,хитры,hitter,33
7950,кунгл,kung,59
3623,вытеснение,bure,85
14360,январь,januar,6
4980,сахиб,sahib,77
11315,начальство,vorgesetzter,30
13072,волна,welle,15
9506,сила тяжести,schwere,48
13067,родной брат,bruder,12
2013,растительность,heftzwecke,69
525,электрификация,elektrifizierung,99
4113,тенденциозный,tendenziös,82
3251,пико,pico.,87
9682,фшс,fs.,47
12100,дс,ds.,27
6227,дрожжи,hefe,70
4024,расщеплять,spalten,74
12614,калгари,calgary,23
9671,выполнено,erfüllt,37
13583,италия,italien,13
6898,призраки,geister,30
8067,ваттс,watt,40
14410,смотрящий,aussehen,5
3707,темные очки,sonnenbrille,84
10273,преемник,nachfolger,40
6177,большая ступня,bigfoot,70
9357,разъяснение,klärung,47
7432,уинн,wynne,54
6265,костюмы,kostüme,40
5882,сжатый,komprimiert,44
8739,психологический,psychologisch,33
14134,изменения,änderungen,5
12333,сопротивление,widerstand,21
851,виккетщик,wicketkeeper,98
13781,победа,sieg,11
12612,стерена,steven,23
11079,юго-восточный,südosten,36
3726,шампанс,champaign,85
8264,британец,brite,51
14072,заказ,befehl,9
13133,дебаты,debatte,14
4155,гадюка,viper,66
12244,аффикс,affix,26
4936,переира,pereira.,77
3789,шатер,festzelt,84
7360,волай,flok,62
3240,жирным шрифтом,fettdruck,79
10176,лахор,lahore,42
12036,сотрудничество,zusammenarbeit,12
12704,сенаторы,senatoren,13
10348,мелкий,belanglos,41
12873,бумага,papier,18
8664,ювениль,jugendlich,54
3265,номин,nom,82
6741,лестница,treppe,62
9050,лиссабон,lissabon,51
9141,блантер,bucher,51
13202,вьетнам,vietnam,16
7215,тиранозавр,tyrannosaurus.,63
13162,последовательный,aufeinanderfolgenden,17
13691,огромный,enorm,12
13442,неопределенно,unbegrenzt,13
10546,кровать,bett,38
612,мендельсон,mendelssohn,99
1976,легионеры,legionäre.,89
852,склонны,inkl,98
2934,отомстить,retaliate,45
7665,остерегаться,in acht nehmen,61
12237,география,erdkunde,26
4246,шейкеры,schüttler,72
10092,соломон,solomon,43
8523,бон,bon,55
1969,эпистемология,epistemologie,86
12483,милость,anmut,23
9265,судебный,gerichtlich.,48
2205,перечитать,wiedereinsetzen,88
8871,пенни,penny,52
255,палладий,palladium,100
10047,вкладывать деньги,investieren,27
8997,стекло,schüren,44
9163,прелей,presley.,50
10741,собранный,versammelten,24
2433,торфяна,torf,91
9959,гарфилд,garfield,44
12092,инактивированный,inaktiviert,26
14152,упаковка,paket,20
13328,артиллерия,artillerie,15
9458,могила,grab,38
732,кумара,kumara,98
11142,либ,lib,35
6775,зигфрид,siegfried.,66
6335,документирование,dokumentation,12
14201,экран,bildschirm,19
4783,мрав,mea.,79
13376,майами,miami,15
14325,коммуникации,kommunikation,8
673,цементированный,zementiert,60
11171,ангс,angus,36
10815,частичный,teilweise,29
8179,баш,bach.,56
11536,провокационный,provokativ,30
2946,козы,ziegen,45
2420,планировать,planer,82
9660,кальций,kalzium,47
8120,софтбол,weicher ball,58
11058,хью,hugh.,37
2652,скворец,star,89
14512,газета,zeitung,15
10856,конфеты,süssigkeit,38
8152,терпение,geduld,58
1718,рос,ros,36
9753,приличный,anständig,45
12522,вводящий в заблуждение,irreführend,23
547,ересь,ketzerei,97
14139,в сравнении,verglichen,11
1836,девица,maidenhead,94
847,алтея,althea,98
9846,велосипед,fahrrad,38
5669,лепроси,lepra,73
3188,обработчик,handler,81
6829,жокей,jockey,61
12765,португалия,portugal,21
6002,кама,kama.,71
11530,извлеченный,abgerufen,27
12380,ап,ap.,25
9778,казино,kasino,42
3661,паркинсон,parkinson,85
3099,угнал,entführte,50
12411,ручей,bach,24
10416,принстон,princeton,41
9180,гарриет,harriet,50
389,галлия,gallium,100
11124,впечатление,eindruck,21
2689,метра,metra,89
8585,сенатор,sen,55
10213,могущественный,mächtig,42
8409,аболиционный,abolitionistin,54
1492,урбана,urbana,95
7751,желудок,magen,58
7516,барокко,barock,62
7020,амман,amman,64
7932,побуждение,rube,59
12128,мель,melin,27
3033,аудитор,abschlussprüfer,86
6089,диффузия,diffusion,59
593,хроматин,chromatin,99
1875,диметил,dimethyl,93
6612,трактор,traktor,63
1941,шекспировский,shakespearean.,93
2236,конто,kongo.,91
13321,израильский,israelisch,15
13853,когда,wann,6
7383,стейк,steak,62
9402,почтовый,post-,49
152,туника,tunika,78
6309,архимедный,archimean,69
8232,серена,serena,57
7104,выровненный,ausgerichtet,32
12820,цена,verdienst,19
11341,шамп,champion,31
13681,послал,geschickt,12
9413,манго,mango,48
13608,ума,hantel,12
4972,дислексия,dyslexie,77
3328,выпускник,alumnus,87
4069,тотем,totem,82
245,администрирование,verwalten,50
12030,фраза,phrase,22
11097,каменистый,felsig,29
8872,супер звезда,superstar,52
12444,робинсон,robinson,24
2016,укомплектованный,besetzt,85
12315,мексиканский,mexikaner,25
12442,ловить,fangen,19
9077,негр,neger,46
9713,готика,gotisch,46
10933,курить,rauch,25
10949,волнение,unruhe,37
3440,гроссмейстер,großmeister,86
12999,неизвестный,unbekannt,19
11964,каннабис,cannabis,28
14098,левый,links,8
3168,рекурсивный,rekursiv,80
2004,шрифты,schriftarten,35
788,пего,pogo,98
2302,психика,psyche,85
13272,доктор,dr,16
2886,сомеры,somers,88
9104,взрывы,blast,26
9342,unteers.,randschaft,49
4799,квадратичный,quadratisch,78
7136,уступил,ergeben,38
4342,вскрытие,autopsie,79
5950,дунай,donau,71
4454,испарение,verdunstung,64
14102,официальный,offiziell,9
7629,амиш,amish,61
761,сириак,syriac.,98
1889,каскадирование,kaskadierung,62
9168,престол,thron,50
9756,человечество,menschheit,46
2055,багажник,baguio.,92
5040,критик,corby,76
11869,пекарь,bäcker,29
2384,лизц,liszt.,91
4822,олдерман,alderman,78
8465,хронический,chronisch,55
13117,диего,diego,17
6493,живот,bauch,49
10312,воспринимать,ignorieren,41
1154,морфин,morphin,62
4827,листерес,lister,77
12385,гитлер,hitler,25
9488,джунгли,dschungel,46
14518,урожай,ertrag,38
14379,сторона,seite,10
1225,милла,milla,96
14309,личный,persönlich,6
1740,беднее,ärmer,94
9921,освежать,aktualisierung,41
10473,ванна,wang,40
11307,профиль,profil,30
12183,самоубийство,selbstmord,25
10203,атом,atom,25
14390,силы,kräfte,8
2559,гидрохлор,hydrochlor,90
11702,неточность,ungenau,30
8830,без изменений,unverändert,52
4436,галлон,gallone,62
11242,класть,legen,31
5197,дискретный,diskret,58
4631,саладин,saladin,79
3306,шестигранный,verhexen,85
11617,см,cm,31
2608,превышает,übersteigt,89
846,путепроводы,überführung,92
10716,экземпляры,instanzen,21
4864,навася,navajo,77
7593,подвал,keller,61
9444,сера,schwefel,45
369,адрон,hadron,100
8262,никелодеон,nickelodeon,57
5894,одесса,odessa,72
8759,нападающий,stürmer,41
8430,репутация,pollock,56
1606,смятение,bestürzung,84
14207,особенный,besonders,11
2037,саума,sau.,92
6255,потрясать,schüttelte,70
6032,означаемый,bezeichnet,44
13509,плей-офф.,playoffs,11
4202,тис,eibe,81
12563,в обтяжку,fest,23
2595,просветить,erleuchten,46
12045,локомотив,lokomotive,19
4594,плодовитый,produktiv,79
8584,пасадена,pasadena,55
12144,сербия,serbien,27
4419,изотоп,isotop,69
8837,яростный,erbittert,49
5619,спектроскопия,spektroskopie,73
4911,маркони,marconi,78
8400,стар крафт,sternen schiff,56
2785,новый рынок,neuer markt,89
10260,весли,wesley.,42
13051,мельбурн,melbourne,18
1304,деревообрабатывание,holzbearbeitung,86
12017,соло,solo,28
10274,капел,kapelle,42
105,амрита,amrita,100
6683,дифференцировать,unterscheiden,41
3500,повелитель,overlord.,84
2846,главная,doof,88
2675,паршивый,lausig,89
840,марджори,marjorie,98
13000,кернс,cairns.,19
275,иберий,iberer,99
8040,исис,isis.,58
8027,изабель,isabel,58
10383,неофициальный,inoffiziell,38
9136,парадокс,paradox,46
11369,преданный,engagiert,30
13789,ваше здоровье,prost,11
4855,гэтсби,gatsby.,78
9705,заглохл,still,38
13353,способствовать,beiläufig,15
3289,коран,koran,87
10271,ласка,wiesel,41
8306,сопряженный,gepaart,20
4193,вычеркивание,anstriche,39
9644,значок,symbol,36
8915,пинг,klingeln,52
9966,резюме,fortsetzen,29
13146,висконсин,wisconsin,17
10753,чан,chan,38
11911,облако,wolke,25
13668,вошел,trat ein,10
5190,дроссель,gaspedal,71
234,ухмылка,grinsen,91
2129,синяя линия,blaue linie,92
1822,стабильство,stile,91
14355,прибыль,gewinne,29
1014,оникс,onyx,97
1034,ронин,ronin,97
11248,бесконечность,unendlichkeit,34
5859,аллегей,allegheny,72
10679,лавина,lawine,38
2444,сентиментальный,posten,87
2828,незащитник,ungeschützt,51
9461,нобелев,nobel,48
11885,кенни,kenny.,29
9255,пифагор,pythagoras,50
2616,счастливее,glücklicher,89
13972,файл,datei,6
13606,ричард,richard,12
10285,мясо,fleisch,41
14247,сила,gewalt,8
8777,тадж,taj.,53
12910,критерий,kriterium,20
6454,афиня,athener,62
7944,пыльный,staubig,59
9101,фланга,flanke,44
10979,нотация,notation,34
11387,лидс,leeds,34
4586,легкая победа,besuchen,79
7917,вустер,worcester,59
10381,картридж,patrone,37
7038,небесный,skies,27
9306,полицейские,polizisten,49
7968,микроволновая печь,mikrowelle,59
13204,9-й,9.,16
10388,межгосударственный,amtieren,40
13021,зло,teuflisch,18
5740,ветеринарный,veterinär,73
10136,шелк,die seide,42
12011,ньюкасл,newcastle.,28
4230,легочный,pulmonal,82
9293,цитан,zy,49
10165,прекращено,aufgehört,22
201,капеллан,kaplan,92
4808,акр,acre,47
844,вырвать,schnappelnd,73
5534,олимп,olymp,74
7200,аюданте,ayudante,63
12211,рэнди,geil,26
13396,тело,karosserie,13
9483,волки,wölfe,48
2961,предка,vorfahr,67
13722,привилегии,privilegien,11
13178,длина,länge,16
8153,вернуть,wiedergewinnen,35
12758,гигант,riese,13
8845,художник,maler,50
2128,бонго,bongo,81
7814,ул,ullt,60
11961,ботинок,stiefel,25
14420,названный,genannt,6
8049,собираться,aufbringen,24
9349,сицилия,sizilien,49
11279,элементарный,elementar,35
8597,разбойник,schurke,54
8556,судебная власть,justiz,55
7648,данди,dundee,61
14519,приносить,bringen,6
6231,гринвуд,greenholz,70
11386,саторизм,satori.,34
3554,омни,omni.,86
4779,антивещество,antimaterie,79
2715,арендный,arent,89
3157,маньчжурия,manschurei,88
12853,самоа,samoa,20
6484,установить,installieren,22
11769,раздел,seek,30
6439,военнослужащий,pauschal,54
2513,гуголплекс,googolplex.,90
5279,маятник,pendel,74
11052,раб,sklave,30
7871,лим,lim,60
6813,голодный,hungrig,66
1564,спирман,speerman,95
4464,евразийский,eurasian,80
2418,вниз по течению,nachgeschaltet,91
3362,стебли,stängel,38
10016,мрачный,sterblich,35
2431,сияние,heelers,91
8528,кадиллак,cadillac.,54
759,дезодорант,deodorant,95
8996,шепот,flüstern,32
7011,порог,schwelle,63
4319,демтер,demeter,81
3470,капон,motorhaube,76
8998,ненадежный,unzuverlässig,51
10397,пр,ave.,40
10570,регулярно,regelmäßig,39
119,камара,camara,100
8351,на стороне,auf der seite.,56
10205,г,gm,42
9427,выросший,gewachsen,48
12870,новобранец,anfänger,18
12536,пуэрто,puerto,23
60,полезная нагрузка,nutzlast,97
8621,плавающий,floating.,43
7467,прозрачность,transparenz,45
2311,беспокоить,stören,21
76,бамбино,bambino.,100
12374,электрический,elektrisch,17
10573,демография,demographie,36
4959,беспилотный,unbesonnen,77
13995,большой,groß,7
2029,охрана,sichern,86
14292,случаи,fälle,6
3430,ярмут,yarmouth.,86
11172,езда,reiten,23
9031,хлористый,chlorid,51
12079,сад,garten,22
8235,сабер,säbel,29
6291,подавить,unterdrücken,38
1629,дуплекс,duplex,92
11501,кипр,zypern,32
5250,карбоксилат,carboxylat,60
8817,og,übertrieben,53
11001,фе,feder,37
7210,литерал,wörtlich,36
12878,типы,arten,7
12626,фантастика,fantasie,22
7746,произношение,aussprache,58
14041,уже,bereits,8
13323,британия,großbritannien,15
8459,казначейство,schatzkammer,55
12539,сумма,summe,21
3423,палиндром,palindromic.,73
5212,почетные,honorifics.,67
11325,сигма,sigma,34
7734,натуральная кожа,leder,60
5356,шива,shiva.,75
10334,титаник,titanic.,24
20,плита,platte,88
2550,конопля,hanf,90
11028,землетрясение,beben,35
7935,винер,winger,45
7112,ммм,umm,64
6220,митт,fausthandschuh,68
6396,предпосылка,prämisse,50
13283,сидней,sydney.,16
335,тарзан,tarzan,100
9279,преувеличивать,puck,49
6661,гемофилия,hämophilie,67
2086,zippy.,flink,92
9226,эмоциональный,emotional,31
13260,банк,bank,14
1491,правдивость,wahrheitsgemäß,95
3929,паразангс,parasangs,82
14254,операционные системы,betriebssystem,27
642,парализованный,gelähmt,93
2582,акт,adp,89
625,законодатели,gesetzgeber,94
4661,патчи,patches,30
2224,кайф.,kaif.,91
4848,бордо,bordeaux.,78
447,неповрежденный,unverletzt,100
5189,таинство,flair,76
4989,эрика,erika,77
7488,представления,einsendungen,44
3110,надир,nadir,87
1832,кадиль,kady,94
5460,пам,pam,74
5586,наивный,naiv,70
7671,экология,ökologie,51
1447,туалеты,toiletten,41
12963,джонни,johnny.,19
13138,пинать,trete,12
9122,плющ,efeu,50
12295,реестр,dienstplan,23
553,недорого,preiswert,97
815,вырез,ausschnitt,87
5464,реактор,reaktor,69
12382,краткий,knapp,23
9162,увлеченный,erpicht,50
14081,новости,nachricht,11
12725,пролетел,geflogen,21
2647,богослов,theologe,86
4087,арендаторы,mieter,61
12041,свежий,frisch,27
7002,хогг,hogg,65
556,отскочить назад,abprallen,99
13365,апельсин,orange,15
9478,фашизм,faschismus,48
11337,дерьмо,scheisse,34
4370,подлинность,authentizität,52
7298,живописный,szenisch,62
10855,гладкий,glatt,37
2816,сплитнология,splanchnologie,89
7040,аудитория,publikum,29
9033,леетие,lieut,52
816,сундук,sonnenstrahl,98
14387,короткий,kurz,9
137,пористый,porös,100
2725,джентри,gentry,89
6795,модульный,modular,63
7407,склад,lagerhaus,57
4562,лап,lupus.,80
9169,горький,bitter,49
4359,увлекаться,gern,67
12013,кабин,walkie,28
12020,сальвадор,salvador,28
3310,кратко,summarisch,87
14315,права,rechte,7
2124,констанс,konstanz,91
5215,открытка,postkarte,71
2554,стетоскоп,stethoskop,90
11430,троица,dreieinigkeit,33
8343,пустяк,puma,33
10261,партизан,partisan,37
2014,заманчиво,verlockend,65
2766,serfddom.,leibeigenschaft,89
12462,угол,ecke,22
8199,тн,tn,57
376,псевдонабие,pseudowissenschaften,100
2019,просвечивать,aufwacht,92
10382,судьба,bestimmung,40
12289,дворец,palast,25
10825,бессмысленно,zwecklos,38
4921,теплый,am wärmsten,78
7484,эрис,eris.,34
10322,берут,burke,38
12515,сложный,komplex,21
9576,богатство,vermögen,47
5837,капсула,kapsel,61
13960,отчет,bericht,5
9763,озон,ozon,46
13529,широкий,breit,12
9838,норфолк,norfolk,45
501,гнарлс,gnarls,99
11692,землетрясения,erdbeben,12
12881,солнечный,solar-,20
551,дрифтер,herumtreiber,98
8186,изумруд,smaragd,56
3478,спутник,begleiter,53
13198,приемлемо,akzeptabel,6
13007,реакция,reaktion,17
9703,крик,schrei,38
3794,автоответчик,autor,84
3466,эмитент,aussteller,85
6834,иррационально,irrational,64
9053,мгла,dunst,49
6866,много времени,lange zeit,65
13919,продажи,verkäufe,21
10386,фриман,freeman,41
4157,вовле,wolga,82
3529,гидропоника,hydroponie,83
14251,один раз,einmal,9
1370,urb.,urbisch,96
10586,в любое время,wann immer,39
6589,чрезмерный,überholt,67
247,лизин,lysin,100
14403,скоро,bald,9
106,барий,barium,100
12707,камень,stein,19
13156,президентский,präsidentiell,17
10052,резинка,gummi,43
6863,в идеале,im idealfall,35
6256,йин,yin.,70
3135,хирургический,chirurgisch,85
1754,мнемонический,mnemonisch,89
5564,тенистый,schattig,74
13579,корея,korea,13
4700,моллюска,mollusca,79
11474,напиток,trinken,25
1575,изумленный,amüsiert,15
1681,педиатрия,pädiatrie,92
6180,свободные места,stellenangebote,63
1933,мародер,rumtreiber,80
8,гики,geeks,28
1181,штык,bajonette,75
12278,фб,fb.,26
6723,госпожа,gnädige frau,54
9725,планетарность,planetarisch,46
5486,исаия,jesaja.,74
9225,дисплей,anzeigen,13
8058,гренада,grenada,58
4857,скиф,skiff,74
1142,сторожевая собака,watchdog,95
2106,гвардейцы,gardisten,92
13363,ливан,libanon,15
4646,направления,verweisung,75
9875,цыпленок,küken,39
4547,мельтон,melton.,80
14451,убытки,verluste,10
10514,купленный,gekauft,25
8720,средний запад,mittlerer westen,54
9609,путевой обходчик,linme,47
7014,инновации,innovation,44
390,позвоночный,wirbeltier,91
3342,пассажирование,patchantisch,87
5345,снежный,schneebedeckt,75
893,воинственно,militärisch,97
6372,армагеддон,armageddon,69
425,супермарин,supermarine,100
3706,ада,ade,85
7889,вести себя,sich verhalten,41
5663,термин,terminus.,73
8928,кимчи,kimchi,52
12133,четверг,donnerstag,27
11905,юпитер,jupiter,29
9449,домос,dom,48
9976,православный,orthodox,44
12087,очевидный,ersichtlich,16
4730,умолять,plädiert,57
6704,динго,dingo,66
13421,умышленно,absichtlich,7
2275,аквила,aquila,91
5906,циклоп,zyklop,72
8441,дороти,dorothy,56
11091,карсон,carson,36
423,драматург,dramatiker,96
2285,кроссовки,turnschuhe,88
6909,баллард,ballard,65
12297,био,bio.,24
13386,брайан,brian,15
2140,пропитанный,getränkt,84
7624,указ,dekret,52
12172,тысячелетие,millennium,27
13417,упомянул,erwähnt,10
10050,осень,herbst,43
7645,воскрешение,auferstehung,52
4435,медсестры,krankenschwestern,38
2780,грунтовка,grundierung,85
3600,тревожный,ängstlich,85
9648,обед,mittagessen,46
4368,честность,ehrlichkeit,81
12291,экстремальный,extrem,17
12003,бульдоги,bulldoggen,26
7067,нерегулярный,irregulär,44
993,эклектический,eklektisch,97
8158,выщелачиваться,auslaugen,57
3393,словенский,slowenisch,86
10783,ищу,suchend,24
10489,крыша,dach,37
4626,тритон,newt,79
2903,дези,dessi,88
4961,шершень,hornisse,54
8936,инспектор,inspektor,45
9394,тимор,timor,49
4997,экстрасолар,extrasolar.,77
602,радужный,rau,99
6879,мавритания,mauretanien,65
5443,беспристрастность,unparteiisch,66
6114,токен,zeichen,64
11573,эдисон,edison,32
2060,осина,espe,92
14508,документы,unterlagen,12
5055,авторитарность,autoritär,73
10553,рутенфорд,rutherford,40
7365,помпеи,pompeji,62
3848,юрисдикции,jurisdiktionen,50
5662,ощущение,sensation,58
8575,диктатура,diktatur,51
4020,роско,roscoe,83
12163,ньютон,newton,27
3060,угловой,eckig,88
8295,саксофон,saxophon,56
8252,вовс,woher,57
11918,дирков,dolch,29
10822,мэрилин,marilyn.,38
14073,возможный,möglich,7
11719,тема,thema,26
5082,слуга,knecht,57
4617,драко,draco.,79
8661,груз,fracht,54
188,рокс,rox,100
6838,бонг,bong,65
13004,ответственный,verantwortlich,11
13759,знакомый,vertraut,11
3755,алгоритмы,algorithmen,44
7444,бродяга,tramp,61
11712,эмили,emily,31
3659,ностри,nasenrum.,85
11009,вращение,drehung,26
1015,андиан,anden,97
11618,йоркшир,yorkshire.,31
13153,пакистан,pakistan,17
4835,козерог,steinbock,78
9593,рф,rf,42
6377,триптамина,tryptamin,69
14308,дж,j,8
9281,отношения,beziehungen,26
14239,база,base,8
1383,неорганическое,anorganisch,96
11845,значимый,sinnvoll,29
2446,ремесла,remus,90
7406,тик,tic.,62
11812,сравнение,vergleich,28
6375,дезорганизовано,unorganisiert,68
13923,сеть,netzwerk,8
6451,арий,arisch,65
3644,некоммерческий,gemeinnützig,85
7499,настольный,desktop,62
7526,погружение,tauchen,38
14140,вероятный,wahrscheinlich,5
13931,состояние,zustand,6
2135,розарий,rosenkranz,92
966,психиатр,psychiater,94
13456,нежелательный,unerwünscht,14
14027,планы,pläne,11
12675,отдельно,ein teil,20
4229,перехватывать,abfangen,15
10515,прибегнуть,erholung,35
1957,аспартам,aspartam,93
12637,программирование,programmierung,11
7373,приважно,eingeweiht,62
2512,дрозофила,drosophila,90
5822,мы б,heiraten,38
11192,лунный,moonraker.,35
919,бафса,buffs,72
11456,багдад,bagdad,33
2277,дустиниан,justinian,91
2008,наречие,adverb,90
9352,торт,thorpe.,49
1510,походка,gangart,94
9963,гавайский язык,hawaiisch,43
6038,кефаль,meeräsche,67
8172,с изображением,darstellen,23
427,диктаторский,diktatorisch,99
11688,парин,pa,27
13205,теннесси,tennessee,16
12660,чарли,charlie,22
10955,деактивирован,deaktiviert,34
184,гулла,gullah.,100
5152,пренебрежительно,erbrochen,76
6148,генуя,genua,70
53,охватывает,in der höhe,100
6166,эпсом,epsom,70
11453,вайоминг,wyoming,33
11356,настоящий мужчина,echter mann,34
4801,пандора,pandora,77
506,newscast,nachrichtensendung,84
13374,айова,iowa,15
11073,стрела,pfeil,32
12916,ударил,geschlagen,19
9995,малиновый цвет,purpurrot,44
5861,гиперактивность,hyperaktivität,69
10008,меридиан,meridian,44
5774,придуманный,geprägt,15
11196,тринадцать,dreizehn,35
413,политеизм,polytheismus,100
4189,флери,feium,82
6500,идальго,hidalgo.,68
9425,семнадцать,siebzehn,49
10361,виндзор,windsor,41
9784,тщеславие,nichtigkeit,45
8629,крот,maulwurf,53
7481,упор,platzanweiser,57
9408,оффшор,off-shore,49
252,парламенты,parlamente,17
5559,экзистенциализм,existentialismus,69
10590,антиллы,antille,39
1291,контрпродуктивность,kontraproduktiv,94
12468,моррис,morris,24
3156,священство,priestertum,88
11850,случается,das passiert,11
