ID,RUSSIAN,ARABE,INTERVAL
9003,браво,أحسنت,51
9944,роланд,رولاند,44
7636,кикеры,كيكرز,19
5832,ларго,لارجو,72
6407,жалюзи,متحف اللوفر,69
13871,использовать,يستخدم,5
13901,пользователи,المستخدمون,5
8007,австралиец,الاسترالي,51
8273,абориген,منظم,45
3460,тупица,تون,86
10468,предположение,افتراض,35
13958,месяцы,شهور,10
12511,направление,اتجاه,12
2585,боковая панель,جانب الشريط الجانبي,89
10972,укрепление,تعزيز,18
12402,стрельба,اطلاق الرصاص,19
2695,leoncito.,ليونكيتو,89
11499,баннер,بانر,30
4768,камарон,كامارون,79
12445,династия,سلالة حاكمة,24
12682,продано,تم البيع,22
6014,опыта,repechage.,71
1549,малдер,مولدر,95
9678,устойчивость,المزيد,32
3338,роялистический,الملكية الملكية,80
11041,нормин,نورسمان,37
12233,после полудня,بعد الظهر,26
11676,джакарта,جاكرتا,31
647,далс,دالس,98
7710,срок действия,انقضاء,61
7579,согнуты,بنت,61
6071,монтерей,مونتيري,71
9418,соскальзывать,ينزلق,35
5663,термин,terminus.,73
5505,квота,حصة نسبية,67
5593,мутация,طفره,63
7521,зомби,الاموات الاحياء,25
9080,молитва,دعاء,45
114,кашмири,الكشميري,100
7294,дворак,دفوراك,63
12742,вооруженный,مسلح,13
6412,меморандум,مذكرة,67
1609,несоответствие,التباين,28
1964,эпитет,كنية,88
169,дисс,دهس,100
10497,исход,حصيلة,38
3529,гидропоника,الزراعة المائية,83
6304,преподаватель,بيك,69
13953,назад,خلف,7
13559,временный,مؤقت,13
3809,циррус,cirrus.,84
13051,мельбурн,ملبورن,18
8104,фото,بلدان جزر المحيط الهادئ,36
5427,конькобежец,متزلج,35
112,трон,ترون,100
768,кадмий,الكادميوم,98
8335,доминирование,هيمنة,16
13632,форум,منتدى,12
11438,сухой,جاف,30
7920,просмотрщик,مشاهد,35
6445,цапля,مالون,68
583,гироскоп,جيروسكوب,95
2755,жажда,شهوة,85
9164,каблуки,الكعب,44
12211,рэнди,راندي,26
4330,граймс,غرايمز,78
14426,требования,متطلبات,6
11094,пасха,عيد الفصح,36
11149,опасный,خطير,20
4856,очистительный завод,مصفاة,62
13114,водитель,سائق,12
8012,автор песен,كتاب الأغاني,48
2132,местонахождение,مكان وجود,92
10904,место хранения,تخزين,38
2772,мила,ميلا,89
13517,напечатано,طبعة,11
2310,неуважительно,غير محترم,72
9979,hydroxy.,هيدروكسي,44
11271,кварталы,أرباع,9
10273,преемник,خليفة,40
3644,некоммерческий,غير ربحية,85
8034,cis.,رابطة الدول المستقلة,58
4446,readd.,أعد اضافة,80
10294,женат замужем,متزوج \ متزوجة,37
1498,криль,كريل,95
13933,такой же,نفس,8
12136,бангладеш,بنغلاديش,27
11815,mcdonald.,ماكدونالد.,30
11118,йд,اليهود,35
2265,jus.,جوس,91
13931,состояние,ولاية,6
9689,hd,عالية الدقة,46
832,кантюс,cantus.,98
3021,барракуда,باراكودا,86
334,нечестность,عدم الأمانة,99
6133,эстер,استشر,70
8250,выгнал,طرد,51
9704,капитолий,الكابيتول,46
12694,евреи,يهود,20
1264,мечтательно,حالمة,95
7213,дочери,بنات,32
7031,лир,لير,64
4815,гардероб,خزانة الثياب,77
548,мелодрама,ميلودراما,98
11429,инаугурация,antaugural.,30
10712,карнеги,كارنيجي,38
13283,сидней,سيدني,16
9014,зажечь,أشعل,50
11951,перепись,التعداد,28
4172,радфорд,رادفورد,82
12797,пилота,طيار,16
5516,арахис,الفول السوداني,40
4383,считать,اي واحد,80
7344,стадион,استقلال,62
11656,успешно,بنجاح,11
3635,расписано,reclassified,85
8600,марипс,الماريست,54
11882,стэнфорд,ستانفورد,29
12234,медленный,بطيء,22
2950,пирролин,البيرولين,88
10570,регулярно,بشكل منتظم,39
24,репетиция,بروفة,74
11063,кола,الكولا,37
10590,антиллы,الأنتيل,39
3488,калипсо,كاليبسو,86
4986,какао,كاكاو,77
10607,рейн,الراين,39
12221,не могло,لا يمكن,26
13501,стандартный,اساسي,11
10841,вино,خمر,37
1021,бойкот,مقاطع,63
12551,рождество,عيد الميلاد,23
8827,peugeot.,بيجو,53
4409,ветль,بيثيل,81
9083,небоскреб,ناطحة سحاب,48
7478,коммандос,القوات الخاصة,33
5835,морская звезда,نجم البحر,72
2870,лобковый,العانة,88
14475,вылета,المغادرة,9
13205,теннесси,تينيسي,16
5457,верьсь,اعتقد,74
4244,рабочее место,مكان العمل,82
9573,кальмар,حبار,39
9950,пионер,رائد,36
6578,asperger,أسبرجر,67
6388,стирать,غسل,43
14024,четверть,ربع,9
11058,хью,هيو,37
11281,перспектива,إنطباع,33
2316,аксиомы,البديهية,73
11743,ренессанс,عصر النهضة,30
2396,дрон,طائرة بدون طيار,84
4359,увлекаться,مغرور,67
12959,стоимость,القيمة,16
8747,родина,البلد الام,53
9572,люси,لوسي,48
9106,леготь,lv.,51
5451,теоретически,نظريا,54
13490,идея,فكرة,12
3095,крутящий момент,عزم الدوران,87
3723,параномия,بارانوميا,85
11293,колизей,كوليزيوم,34
5149,силезия,سيليزيا,76
13760,приоритет,بريكس,12
680,археолог,عالم اثار,88
12726,готов,جاهز,20
7889,вести себя,تصرف,41
12141,мысли,خواطر,11
9627,проклинать,لعنة,40
6290,небрежный,قذرة,69
8457,фритц,فريتز,55
10791,четырнадцать,أربعة عشرة,38
6249,неблагоприятный,معضن,60
10956,indies.,جزر الهند,24
9651,исполнение,إعدام,18
10535,портативный,المحمولة,39
3572,твистер,الإعصار,81
1725,посмотреть,للعرض,93
3960,праведник,الصالح,83
10234,явно,صراحة,42
1373,петидин,pethidine.,95
12513,чрезвычайное происшествие,حالة طوارئ,16
13832,имел,ملك,6
3502,кала,كلا,86
3886,диплом,شهادة دبلوم,82
14206,спросил,طلبت,5
3708,фюзеляж,جسم الطائرة,84
9618,падуб,هولي,46
6689,маскировка,تمويه,46
2344,махарадж,محراج,91
6570,авторство,تأليف,67
11874,советовать,ينصح,20
4403,регент,ريجنت,35
11104,постепенно,تدريجيا,33
7200,аюданте,ayudante.,63
3788,каталина,كاتالينا,84
4544,заправлять,deface.,52
13981,видеть,يرى,5
13803,быть,يكون,5
8507,находящихся под угрозой исчезновения,المهددة بالخطر,51
3477,сотрудники,المتعاونين,18
6340,новинка,بدعة,66
1531,буржуазия,بورجوازية,95
6803,поллард,بولارد,66
13453,художник,فنان,12
12061,в любом месте,في أى مكان,27
7750,вывоз,سحب,44
9502,колумбийский,كولومبي,47
572,рептилия,زاحف,99
2781,аплодисменты,تصفيق,89
4241,крафт,كرافت,82
7,карбонит,كربونيت,100
5237,воздушный экипаж,الطاقم الجوي,51
6937,учебник,الكتب المدرسية,52
259,востребоваться,مازح,100
14054,показывать,يعرض,7
12897,джимми,جيمي,20
11539,тонкий,رقيق,32
11878,портленд,بورتلاند,29
7071,искренний,جدي,63
6785,ацетил,أسيتيل,64
13761,земной шар,أرض,12
11076,музыканты,الموسيقيين,21
11717,харви,هارفي,31
1654,мошонка,كيس الخصيتين,93
13946,цены,الأسعار,18
8504,талбот,talbot.,55
10637,никарагуа,نيكاراغوا,39
14275,локальный,lan,59
9713,готика,القوطية,46
12123,потрясение,ريال سعودى,27
410,козявка,بوجر,98
13519,бен,بن,13
8382,трагический,مأساوي,50
12971,планета,كوكب,17
9184,аналог,التناظرية,39
11510,эрнест,ernest.,32
3121,мармелад,عناب,88
10599,оз,rn.,39
10664,клан,عشيرة - قبيلة,36
8926,лень,كسل,52
12764,худший,أسوأ,21
7491,межсетевой экран,جدار الحماية,62
4197,изомер,isomer.,68
5204,миллионер,مليونير,59
9557,повесили,التعلق,48
8786,платеж,مصاريف,45
8902,автономный,واثق من نفسه,51
11033,гарнизон,حامية,33
7445,манифест,بيان البيان,62
11016,vista,مشهد من خلال,37
8411,порту,بورتو,56
6579,кипур,كيبور,67
8194,suisse.,سويس.,57
11697,снял,اندلع,31
5344,дикая кошка,wildcat.,33
8045,блаженство,النعيم,58
11718,майя,مايا,31
8662,византийский,البيزنطية,54
8237,columbine,كولومبين,56
5037,неприятный,غير سارة,74
10776,представлять себе,يتصور,30
6341,жены,زوجات,69
9926,альпийский,جبال الألب,44
3729,индий,الإنديوم,85
10645,пирс,اخترق,34
11027,членство,عضوية,36
5253,гера,هيرا,75
6609,предков,أسلاف,66
2125,бенши,banshee.,86
5401,кривошипать,كرنك,70
13648,обязательно,بالضرورة,12
755,кайк,كيكي,98
13275,связанный,مرتبطة,10
10351,розыгрыш,خدعة,34
1492,урбана,اورانا,95
700,чао,كياو,98
10136,шелк,الحرير,42
9802,удивительно,مفاجأة,21
3163,химик,كيميائي,70
5341,паранормальное явление,خوارق,75
9597,воровать,يسرق,31
6140,оформление,تخليص,69
179,репатриация,العودة إلى الوطن,82
2813,нострадамус,nostradamus.,89
1258,предвещать,foreshawing.,85
126,янус,مزدوج الوجه,100
1541,стелларт,قوي البنية,86
5826,домика,دومينيك,72
11757,реформа,اعادة تشكيل,20
10633,миннеаполис,مينيابوليس,39
11500,норман,نورمان,32
12709,арен,أرين,22
1671,мандарины,اليوسفي,75
7608,экосистема,النظام البيئي,61
2124,констанс,كونستانس,91
13375,фермент,إنزيم,14
2847,коллаж,كلية,88
12826,карл,كارل,20
1568,yippie,ييبي,88
7760,кирпичный завод,brickyard.,60
10575,клясться,أقسم,38
4194,хартум,الخرطوم,82
9509,ванесса,فانيسا,48
4846,фармацевтический,الأدوية,67
6404,рент,رن,69
10063,квалификатор,التصفيات,8
9754,мастерская,ورشة عمل,43
7191,проститутка,عاهرة,62
13380,четко,بوضوح,15
8266,э,هيا,57
3178,декоративный,ديكور,37
2999,желатин,الجيلاتين,88
2543,сплющенный,المسطح,85
12847,подтверждать,تؤكد,13
1828,чемонство,سك العملة,93
7771,маяк,منارة,58
10890,эйнштейн,أينشتاين,38
5508,явления,الظواهر,74
5697,метан,الميثان,73
3845,пресс-комната,غرفة الصحافة,84
1724,замыкание,إغلاق,47
9734,бенни,بيني.,45
4894,дайвер,غواص,64
8341,холст,اللوحة القماشية,56
12026,спасать,إنقاذ,25
5104,переработано,إعادة تصميمها,21
11885,кенни,كيني,29
9742,терапия,علاج نفسي,45
12925,бобби,بوبي,19
9372,во-первых,أولا,49
5694,окунуться,تأرجح,73
653,стюард,مضيف,64
12912,корпорация,مؤسسة,15
853,килкенни,كيلكيني,98
13834,вверх,أعلى,6
10493,кросби,كروسبي,40
13506,почта,بريد,13
9441,разногласия,الخلافات,36
1004,рыба-меч,سمك أبو سيف,97
11494,шарнир,شالوم,32
7759,тесто,خليط,39
2577,флосси,فلوسي,88
8139,занос,انزلاق,54
14027,планы,خطط,11
3942,эксплуатируется,استغلالها,41
13467,разрешение,الإذن,13
7306,суперизм,عرسة,62
13721,вкладчик,المساهمين,10
8760,анаболизм,الابتنائية,53
7359,праздный,عاطل,61
422,стрингера,سترينجر,97
6941,abba,أبا,39
10612,процедура,إجراء,29
1986,невыразительно,غير منفجر,93
9582,марта,مارثا,47
3934,берта,بيرثا,83
11820,навыки и умения,مهارات,25
11611,наоборот,عكس ذلك,32
5712,выпуклый,عطل,35
10280,филиппинс,الفلبينية,40
1690,глаукома,الزرق,94
6439,военнослужащий,أسرى,54
9127,помидор,طماطم,46
11301,избавиться,فو,34
6484,установить,ثبيت,22
4718,влага,رطوبة,79
8161,приобретение,استحواذ,51
13615,тагалог,التاغالوغية,12
11493,венера,كوكب الزهرة,18
5034,экскретор,مطرح,77
5889,священники,الكهنة,42
8049,собираться,حشد,24
3841,бумеранг,boomerang.,84
3657,возобновление,استئناف,84
3918,гедеон,gideon.,84
7234,хитрый,subdolous.,63
10766,конкретный,الخرسانة,38
2244,тарсус,طرسوس,91
5132,бандитона,بوندي.,77
1759,аутистический,التوحد,93
5288,макароны,معكروني,75
9122,плющ,لبلاب,50
8584,пасадена,باسادينا,54
2682,франкоистовый,francophone.,89
1616,песочные часы,الساعة الرملية,94
9463,коре,كوم,48
12458,педру,بيدرو,24
12900,экономика,اقتصاد,19
3084,венок,إكليل,77
2473,клей,لاصق,73
9642,янг,يانغ,47
675,любопытно,بفضول,93
3309,биолог,أحيائي,73
7641,гео,جيو.,61
4554,прометей,بروميثيوس,80
10602,диана,ديانا,39
2106,гвардейцы,garesmen.,92
4036,линзы,العدسات,82
9414,домогательство,تحرش,26
6414,сангранс,سانغر,69
5546,паша,باشا,73
6160,тяга,شعبية,70
3749,урал,أورال,85
11978,бенжамин,بنيامين,28
14374,декабрь,ديسمبر,6
5656,гумон,هورون,73
13215,эпизод,حلقة,12
8772,лютеран,lutheran.,50
6251,цианид,سيانيد,69
8041,поддельный,بوجوس,58
2794,барбекю,الشواء,88
10309,в сопровождении,مصحوبة,18
5892,заслуженный,جاري,72
2644,солнцезащитный крем,كريم واقي من الشمس,89
4734,подвеска,مجموعات فرعية,59
13002,франшиза,الامتياز التجاري,18
198,воисты,voyageurs.,97
793,harr.,حرر,96
3490,аминотрансферазы,ناقلة الأمين,86
2006,плотники,النجارين,46
9756,человечество,بشرية,46
7199,полицейский,الشرطي,63
12859,джош,جوش,20
5426,установлен на,سيتون,75
8938,люк,فقس,50
2648,митохондрион,mitochondrion.,89
11991,портить,تشويه,24
1608,горизонтально,أفقيا,55
12972,враг,العدو,17
6489,смущающий,إحراج,46
7399,измученный,أرهق,41
7939,смешивание,خلط,19
5869,бэзил,ريحان,72
3374,оформленный,مؤطر,23
523,фронты,الجملونات,74
5194,кофактор,cofactor.,72
12373,обновить,تحديث,7
6541,назарета,الناصرة,68
289,заинтригованный,مفتون,46
2036,халто,مرحبا,92
6010,деакон,الشماس,42
13232,додо,دودو,16
2627,смола,مادة صمغية,79
5984,кайман,كايمان,69
1877,пробуждение,استيقظ,27
12362,пакеры,باكرز,24
7708,дикобраз,النيص,60
7777,азорские острова,جزر الأزور,60
12338,электронный,الإلكترونية,20
7038,небесный,سماء,27
9790,вустершир,worcestershire.,45
6372,армагеддон,الكارثة,69
13751,указывать,يشير,9
5270,ctrl,كنترول,75
1292,толстой,tolstoy.,95
9873,пожалуй,يمكن القول,43
4335,меловый,الطباشيري,81
1052,глюконат,gluconate,97
12651,ken.,كين,22
13388,ник,نيك,14
7012,прокладка,حشوة,42
8743,нежный,مناقصة,48
3159,предприниматели,رجال أعمال,88
5536,взломанный,متصدع,33
9525,бездомный,بلا مأوى,41
8565,имбирь,زنجبيل,54
9153,отрицание,إنكار,49
9037,требовательный,طالب,20
8925,ир,حية,48
1987,реталайный,repaliatiatory.,93
4563,косилка,جزازة,74
13357,оно,أونت,15
7298,живописный,خلابة,63
7449,res.,ريس,57
11987,шоссе,الطريق السريع,24
9,переделать,مجدد,100
10817,частота,تكرر,35
1340,контратаки,هجمات مضادة,57
3538,спешил,تفكيك,78
4912,канава,يتخلص من,71
9291,стамбул,اسطنبول,49
7282,насекомое,الحشرات,58
7379,сектора,القطاعات,32
802,матадор,ماتادور,95
8316,замороженный,المجمدة,56
4940,налогов,taxman,77
9864,сиг,سيج,45
8481,завещание,عهد,54
7267,лимерик,ليميريك,62
2736,крякать,الدجال,88
9604,moi.,موي,47
3666,ромул,رومولوس,85
12226,эволюция,تطور,26
8620,чернила,حبر,49
5804,место рождения,مكان الولادة,72
1042,северо-восточный,شمشيا,97
1068,опьянение,في حالة سكر,75
13219,дуглас,دوغلاس,16
2758,гигиена,النظافة,88
13987,случай,قضية,6
10752,maillot.,مايلوت,38
4818,саул,شاول,77
7362,потолок,السقف,61
1053,растворимость,ذوبان,68
1630,опустынивание,التصحر,94
13059,дважды,مرتين,18
8973,питон,بيثون,51
9817,волшебник,ساحر,31
14463,пытаться,يحاول,6
3642,bandicoot.,بانديكوت,85
996,зак,زك,97
5738,погибли,هلك,63
294,бесплодный,غير مثمر,100
3151,расходов,المصروفات,74
1646,монтесори,مونتيسوري,94
7113,евклид,euclid.,64
11294,генетический,وراثي,26
4233,ошибаться,أخطأ,81
10686,лотос,لوتس,39
8324,трубопроводок,قناة أو أنبوب أو ترعة,56
4149,рюкзак,حقيبة الظهر,67
7347,heinie,هايني,62
791,дерматология,الأمراض الجلدية,98
5988,сгнивший,الفاسد,71
226,межлега,الاسترداد,100
13788,анализ,التحليلات,11
12200,относительно,نسبيا,19
10613,максвелла,ماكسويل,39
10036,бесполезно,untagged.,44
4994,powerhouse,قوة القوة,71
5049,туфцы,tufts.,74
10364,оскорблять,إهانة,22
1805,carrefour,كارفور,93
14389,делает,عمل,5
2853,фурье,فورييه,88
8784,космический корабль,مركبة فضائية,53
633,аточа,أتوشا,99
8694,флетчер,فليتشر,53
4001,позолоченный,مذهب,83
7288,резервуар,خياطة,61
6681,дураки,الحمقى,36
7836,сбои,الفشل,21
3677,смехаться,مثير للضحك,84
12970,эт,واثق,19
5174,вагинал,مهبلي,73
2419,плантации,المزارع,68
10594,арлингтон,أرلينغتون,39
4658,неизбежно,لا محالة,50
10978,милая,حلو,36
8243,простить,اغفر,50
4433,приветствовал,أشاد,15
4455,варвар,بربري,57
14013,результаты,نتائج,7
3345,лицемерие,نفاق,87
7065,синтетический,الاصطناعية,63
5066,лейланд,ليلاند,77
11421,обстоятельства,ظروف,31
12088,вал,واي واي,27
11586,риос,ريو,32
8024,гепатит,التهاب الكبد,58
2157,люмень,لومين,90
3612,ономатопея,onomatopoeia.,85
12866,каприз,كا,20
8174,гавана,هافانا,57
788,пего,بوجو,98
12782,в линию,في النسق,21
12547,обмен,تبادل,21
11009,вращение,دوران,26
6053,дебора,ديبورا,71
11158,плохо,بشكل سيئ,36
8589,дозатор,دوسر,54
586,бесцензурный,غير خاضعة للرقابة,99
11287,лента,الشريط,27
9679,броня,درع,21
9067,далтон,دالتون,51
13509,плей-офф.,playoffs.,11
12235,тюрьма,السجن,17
13840,я,أنا,5
11070,доказано,ثبت,36
1235,bm.,بي ام,95
9702,обувь,حذاء,34
7315,бизнесмен,رجل اعمال,62
11647,канун,حواء,31
8911,адмирал,أميرال,36
916,виселица,المشنقة,96
423,драматург,الكاتب المسرحي,96
12093,украина,أوكرانيا,27
11751,объем,الصوت,27
5571,стадиа,بدقة,74
13542,наносить удар,إضراب,12
2553,полинезия,بولينيزيا,90
5711,предпринять,إترب,72
10973,мадагаскар,مدغشقر,37
3980,примыкающий,المجاور,82
11132,стоял,وقف,36
3676,тенор,تينور,80
8026,гидроэлектричество,الكهرباء الكيميائية,54
14133,жизнь,حياة,10
7002,хогг,hogg.,65
5281,минимальный,مينات,75
5543,полузащитник,لاعب خط الوسط,70
12816,захваченный,القبض على,14
3064,печная труба,مدخنة,78
4443,водный,المائية,47
2841,кокерс,دلل,87
5839,время ожидания,نفذ الوقت,59
10879,восстановление,التعافي,37
1723,похвальный,ثني,55
770,предосторожность,الاحترازية,98
9850,геркулес,هرقل,45
11349,гость,الزبون,29
12353,приятель,رفيق,24
12274,сигнал,الإشارة,20
1772,асексуал,عديم الجنس,86
11078,драматический,دراماتيكي,30
14168,политика,سياسة,6
11945,одиннадцатый,الحاديه عشر,28
11008,посольство,السفارة,34
11191,избирательный,انتخابي,31
9178,отплыл,أبحر,29
1547,оргия,طقوس العربدة,93
3289,коран,القرآن,87
13600,питер,نفذ,12
13415,мэтью,ماثيو.,14
2110,патт,باتن,88
9815,висит,شنقا,31
1514,бдительность,اليقظة,62
13853,когда,متى,6
12888,фестиваль,مهرجان,18
5052,пайорес,بيجوري,75
1010,трезвый,رصين,86
8207,eden.,عدن,57
6184,анголь,أنجولان,67
13156,президентский,الرئاسة,17
7427,руина,خراب,36
5810,папоротник,سرخس,71
5540,дробил,droit.,69
11436,тростник,قصب,33
3865,мелодичный,حلي,83
10936,латвия,لاتفيا,37
9858,сэндвич,ساندويتش,43
12257,подозревать,مشتبه فيه,16
1742,недействительный,غير محررة,93
8120,софтбол,الكرة اللينة,57
14414,не могу,لا تستطيع,10
14129,никогда,أبداً,10
8119,гладиаторы,المصارعون,45
3621,подземные воды,مياه جوفية,85
10374,континент,قارة,35
2184,рад,راد,90
5342,многолетний,الدائمة,73
5792,эквинос,الاعتدال,69
47,шпиц,spitz.,100
10581,бобс,بوبيت,39
3000,заметно,بشكل ملحوظ,88
10558,искусственный,مصطنع,38
6178,свазиленд,سوازيلاند,70
13728,цитирование,الاقتباس,10
9631,капман,شابمان,47
9248,изобретение,اختراع,30
6877,бретон,بريتون,65
2586,ксерокс,زيروكس,89
10547,казармы,ثكنات عسكرية,39
4086,безвыходное положение,الجمود,79
5467,никон,نيكون,74
12481,стакан,زجاج,22
2519,насыщенный,أكثر ازدحاما,90
6711,медьера,messier.,67
13666,царство,مملكة,12
8550,убежище,لجأ,54
2376,выяснить,تأكد,79
1636,unell,سنيل,94
13267,онтарио,أونتاريو,16
10871,ужасный,كريه,33
8672,пзу,ذاكرة للقراءة فقط,53
6450,зарядное устройство,شاحن,30
6909,баллард,بالادارد,65
4506,ждите,في انتظار,48
14014,наименее,الأقل,5
11568,больше,أي أكثر من ذلك,32
429,спереди,الأمامي,100
3150,неисправность,اغلق,86
1778,шэн,شنغ,93
10896,клевета,تشهيري,19
1119,электролиз,التحليل الكهربائي,96
12591,упражнение,ممارسه الرياضه,20
10421,матрица,مصفوفة,40
6013,обозреватель,كاتب العمود,66
13883,система,الأنظمة,8
7261,генома,جينوم,61
13307,писал,كتب,15
11179,банян,بانيان,35
9816,триллер,القصة المثيرة,45
1932,миди,ميدي,92
1378,белуга,بيلوجا,95
11868,кабинет,خزانة,29
14381,ценные бумаги,ضمانات,12
12767,десятилетие,عقد، عشر سنوات,18
5419,мейоз,الانقسام الاختزالي,75
3889,акрил,الاكريليك,82
13618,чат,دردشة,12
7257,хадж,الحج,63
4886,семитоизм,السامية,50
13062,девушки,الفتيات,13
12499,терроризм,الإرهاب,18
14285,тип,يكتب,7
14222,около,قريب,10
3589,мотоциклы,دراجات نارية,25
11392,профессор,دكتور جامعى,32
13057,представлять,وشركة,18
4669,heller,هيلر,79
4163,логарифм,لوغاريتم,75
10789,инструменты,أدوات,19
7367,марксист,الماركسي,58
1542,садовый,لافانت,95
4758,мягкая обложка,غلاف عادي,72
13168,бомбить,قنبلة,11
3790,велосипедист,الدراج,58
370,ценообразование,سينجلي,100
13755,леос,جنيه,11
11073,стрела,سهم,32
14380,вид,منظر,6
6927,gutierrez.,جوتيريز,65
9578,лотерея,اليانصيب,47
7909,тнт,tnt.,59
8653,приспособление,التكيف,32
11610,литва,ليتوانيا,32
12788,фальсификация,وافر,21
9892,платина,البلاتين,45
5447,гиппопотам,هيبو,62
642,парализованный,مشلول,93
11833,созвездие,كوكبة,29
4101,винный дом,winehouse,83
1799,смазка,المزلق,81
9602,шестьдесят,وستون,42
2440,фармакологический,صيدلية,78
7312,неисполнительно,نابير,62
8677,аутизм,الخوض,54
6301,испытывающий головокружение,دائخ,65
5056,лиганд,ليجان,63
10801,hayes.,هايز,31
6723,госпожа,سيدتي,54
11035,пятьдесят,خمسون,34
5400,рами,رامي,73
6648,пограничный,خط الحدود,67
2747,на запад,غربا,28
2621,путь,باثفايندر,84
11057,борода,لحية,34
724,перетаснять,علني,98
6386,арфа,هارب,66
2095,лизосома,الايسوسوم,92
2021,фторид,فلوريد,80
14038,мистер,السيد,11
9712,цирк,سيرك,46
7974,arrowhead,رأس السهم,59
14323,качество,جودة,8
3459,сочный,كثير العصارة,86
11738,григориан,غريغوريان,30
9677,родос,رودس,47
4450,портаж,البارجة,80
11810,нигерия,نيجيريا,30
14109,джон,جون,8
13896,под,تحت,7
7241,замочить,دون عناح,59
11000,рот,فم,35
12418,классифицировать,صنف,22
14191,проект,مشروع,7
11338,заново,تحركها,34
11425,канберра,كانبيرا,33
13044,значимость,الدلالة,10
1530,medicare,الرعاية الطبية,95
8821,салон,صالون,50
6320,глостер,غلوستر,69
8306,сопряженный,يقترن,20
12956,ежегодный,سنوي,18
10672,поддержание,المحافظة,13
12890,этикетка,ضع الكلمة المناسبة,14
8637,чингис,جنكيز,54
8476,кузница,تشكيل,44
234,ухмылка,ابتسامة,91
1952,ассирия,آشور,93
13590,не хватает,تفتقر إلى,11
1611,многословный,وفرة أو فرط,94
8612,marcel,مارسيل,54
13075,критический,حرج,11
5343,квадратный,رباعي,73
10350,дизайнер,مصمم,10
3007,ручка,مقبض الباب,80
10338,emerson.,إيمرسون,41
5480,гектон,وزغة,74
12186,меркурий,الزئبق,26
13670,термины,مصطلحات,8
11632,осадки,هطول الأمطار,31
7961,катистота,كاثي,59
12055,джефферсон,جيفرسون,27
8387,фландрии,فلاندرز,56
2763,устав,النظام الأساسي,61
3858,гниль,تعفن,77
335,тарзан,طرزان,100
11914,бирмингем,برمنغهام,29
5228,артрит,التهاب المفاصل,76
6563,проктор,بروكتور,68
666,репрессий,reprise.,65
10853,декатлон,decathlon.,38
8595,гениальность,العبقري,54
2814,декарбоксилаза,decarboxylase.,89
12936,порт,ميناء,18
2830,искушения,الإغراءات,63
9314,беркли,بيركلي,49
11124,впечатление,انطباع,21
9661,спа,منتجع صحي,46
8046,ненависть,كراهية,58
1262,расхождение,تشعب,60
10006,осел,حمار,43
2765,смирна,سميرنا,89
3286,нервы,الأعصاب,51
7742,хор,جوقة,60
7342,гончарность,فخار,62
2482,лаванда,لافندر,90
10532,топ,ملاك,32
9140,chrysler,كرايسلر,50
672,обертоны,إيناج,94
10211,краб,سلطعون,42
11347,прозвище,اسم الشهرة,26
8283,фиброз,تليف,57
12786,ванкувер,فانكوفر,21
7311,дт,تلا,62
12326,рейтинг,تصنيف,7
5142,jeremiah,إرميا,77
2180,пикник,النزهة,91
12301,сканирование,مسح,18
13949,американец,أمريكي,8
13167,гого,غوغو,17
5503,заблаговременно,amassed.,63
9723,бобра,سمور,39
10196,угловые,كوارد باك,42
12502,городской,الحضاري,23
2706,agnostic,محايد دينيا,88
13305,пункт,فقرة,14
13969,контроль,يتحكم,11
13192,уилсон,ويلسون,16
1754,мнемонический,ذاكري,89
11437,расист,عنصري,32
14048,файлы,الملفات,6
10732,веллингтон,ولينغتون,38
3912,чучела,emigy.,79
9837,водопровод,واترلو.,45
3462,аэрозоль,الهباء الجوي,81
7790,кукла,لعبة,42
5085,бренди,براندي,77
6728,коринфянам,كورنثوس,62
9316,исключая,ازالة,33
3928,перешеек,برزخ,84
8158,выщелачиваться,ليتش,56
1783,вошь,قملة,93
11640,абуатор,أبو,31
13455,федеральный,الفيدرالية,12
11940,дискография,الكشفية,28
9505,салли,سالي,47
11979,доллары,دولار,20
9112,конус,مخروط,49
8952,дана,دانا,52
6897,ансамбль,فرقة,62
13491,потенциально,يحتمل,12
5681,биполярный,ثنائي القطب,73
8187,малави,ملاوي,57
14123,результат,نتيجة,7
1827,пуленепробиваемый,ضد الرصاص,93
13076,общество,المجتمع,17
14478,аналитик,المحلل,46
13570,тяжелый,ثقيل,13
11222,австрийский,النمساوي,34
9216,сф,sf.,50
9998,madden,مادن,44
3755,алгоритмы,الخوارزميات,44
12292,москва,موسكو,25
7923,йом,yom.,59
8417,игнорировать,تجاهل,48
9888,тс,tc,45
6874,цилиндры,اسطوانات,41
14217,снова,مرة أخرى,5
10380,хилари,هيلاري,37
5840,гибберти,رطانة,72
4391,акведук,قناة مائية,80
7084,саксония,ساكسونيا,64
8281,сажена,سيرز,54
5465,цельсия,درجة مئوية,74
435,франционный,فرانسيوم,100
216,домодельный,محلي الصنع,100
1204,сладкая палочка,قصب السكر,96
3142,психологический,نفسيا,88
5483,шиншилла,شينشيلا,74
9204,божественный,إلهي,47
4407,эмбрион,الخلايا الجنينية,80
5557,таурин,التورين,74
8915,пинг,بينج,51
11696,вот это да,رائع,31
7885,изогнутый,منحن,37
0,напряженность,النوايا,7
8532,рубенс,روبنز,55
2236,конто,كونجو,91
3520,шеврон,شيفرون,85
6384,произвольно,على نحو إستبدادي,69
