ID,TURC,DEUTSCH,INTERVAL
10154,aylık,monatlich,48
3220,dalgalı,wellig,88
13476,dümdüz,gerade,17
13244,anlaştık mı,handeln,14
13063,polonya,polen,22
14093,gelecek,zukunft,9
13635,karar,entscheidung,14
2085,paraşütçü,fallschirmjäger,54
4328,patsy,sündenbock,83
9859,unutulmuş,vergessene,50
10186,şarbon,milzbrand,47
11977,tamamlanmamış,unvollständig,32
13493,internet üzerinden,online,17
13058,gelip gelmek,kommt,8
5984,cayman,kaiman,73
13910,o zamandan beri,seit,8
913,yurt,wohnheim,88
12941,mesafe,distanz,21
3184,kavramlar,begriffe,50
2509,crossbow,armbrust,92
2953,dilimlenmiş,geschnitten,60
3663,uyuşturucu ile mücadele dairesi,drogenfahndung,86
4896,müteahhitler,auftragnehmer,66
13090,yeniden atandı,neu zugewiesen,22
5368,kafkas,kaukasisch,78
4548,karışık,verheddert,75
13843,tümü,alle,7
9758,organizasyonel,organisatorisch,50
10152,cep,tasche,43
13597,atış,schuss,14
3657,yeniden başlama,wiederaufnahme,87
9587,pantolon,hose,52
2758,hijyen,hygiene,89
6083,yemek,mahlzeit,63
7221,şartlı serbestlik,probezeit,66
6859,istihdam etmek,beschäftigt,26
11276,yılan,schlange,36
8863,odunsu,holzig,56
5388,gayret etmek,bemühen,71
172,avantaj,vorteil,100
12195,saygıdeğer,würdig,31
2420,planlayıcılar,planer,85
13956,bir diğer,ein anderer,7
2163,gerçekçi olmayan,unrealistisch,92
934,çarmıha germe,kreuzigung,98
14092,operasyonlar,operationen,7
8314,heather,heidekraut,61
4588,ecliptik,ekliptisch,83
13978,gün,tag,7
14392,parça,teile,9
13311,muhtemelen,möglicherweise,8
920,suluboya,aquarell,98
391,öbür,jenseits,100
8600,marcı,marist.,59
765,somun,laib,97
9415,hayali,imaginär,53
4813,yerini değiştirmek,umziehen,37
4203,hurda,schrott,57
2757,füme balık,lox,91
12765,portekiz,portugal,26
13351,göl,see,17
10340,başparmak,daumen,45
9231,cinsiyet,geschlecht,54
11427,kardeş,schwester,33
8722,kovboy,cowboy,27
7287,bulaşma,kontamination,51
12956,yıllık,jährlich,22
9525,evsiz,obdachlos,46
11172,binme,reiten,27
9253,koşu yolu,runway,52
9309,yedirmek,einreiben,54
2072,goblet,kelch,93
4253,up,ockig,85
6670,köprü kafası,brückenkopf,69
6097,mavna,mau.,75
11088,buna göre,entsprechend,40
8581,enkaz,wrack,50
14321,dil,sprache,12
14027,planlar,pläne,13
13249,hız yolu,schnellstraße,20
1495,antidisestablisansitizm,antidissiekasablismentier.,96
7552,zar,membran,64
14008,değin,bis,11
11833,takımyıldız,konstellation,34
8162,bombalamak,bombay,62
2356,frenç,frazer,93
14213,birlik,union,12
14182,bankalar,banken,17
11011,kaplumbağa,schildkröte,37
1926,sayım,gräfin,95
9684,parantez,klammern.,51
13247,yunanistan,griechenland,20
11,yemin etmek,gelübde,67
1684,güneş lekesi,sonnenfleck,93
423,oyun yazarı,dramatiker,98
14367,imaj,bild,6
13214,i̇rlandalı,irisch,20
1763,intertidal,untertrieben,95
2440,farmakolojik,pharmakologisch.,81
6874,silindirler,zylinder,46
5409,daha güvenli,sicherer,78
364,noblemen,adlige,100
12258,erkek,männlich,29
1893,vaaz,predigt,88
11895,salgın,ausbruch,33
330,drawe,in dawe.,88
4832,şato,chateau,82
1689,isteksizlik,unwilligkeit,96
13121,rüzgâr,wind,14
11862,başlık,header,12
5701,mecburi,gehminde,64
6272,çekirge,heuschrecke,71
13266,yunan,griechisch,18
8518,çorap,socken,26
12901,leke,stelle,19
5333,gadtaşı,gladstone,79
8108,bağlamsal,kontextualität,61
1821,marsupal,beuteltier,95
13108,önder,führer,15
9001,borç,darlehen,46
13182,roma,römisch,20
4671,rahatsız,unbequem,81
11979,dolar,dämmert,24
13593,davet etmek,dave,15
5064,mezhep,sektierer,78
12269,canavar,monster-,28
3681,vertigo,schwindel,87
13492,kamyonet,van.,17
8329,gücenmiş,beleidigt,30
10066,kanca,haken,35
5170,kışkırtmak,provozieren,55
182,kapak,klappe,90
13017,kuzey batı,nordwest,22
2880,çevreleyen,lagerlich,77
11822,geri dönüş,zurück sein,35
13526,hizmetler,dienstleistungen,9
7878,pala,scimitar.,63
11748,özlü,prägnant,35
570,çiftlik arazileri,ackerland,97
9847,ayet,vers,43
11710,klasik,klassisch,21
12041,taze,frisch,32
2032,başsağlıklar,beileid,88
9935,karşılıklı,gegenseitig,45
6906,glikoz,glucose,70
8186,zümrüt,smaragd,61
11971,kamyon,lkw,30
1877,uyanma,aufwachen.,32
10489,çatı,dach,42
734,tatmin edici olmayan,ungenügend,99
3548,amip,amöbe,88
2897,kolesterol,cholesterin,90
13106,küçük kapı,pickets,17
13686,konular,themen,9
10886,önyargısız olma,ablösung,34
9765,linç,lynchen,47
9277,yaratılış,genesis,54
248,calvary,kalvarienberg,100
11939,dik başlı,wayward,34
13823,olabilmek,dürfen,5
5804,doğum yeri,geburtsort,76
6070,katı,steif,72
7489,vurgulayan,betont,50
7822,vahiy,offenbarung,53
4885,damıtma,destillation,72
12108,evet,ja,32
4475,sükramlık,narbengesicht,83
1865,dilimleyici,slicer,95
5839,zaman aşımı,auszeit,63
7213,kız çocukları,töchter,37
5197,ayrık,diskret,62
11861,derinlik,tiefe,34
12545,uydu,satellit,26
6115,drastesel olarak,drastisch,58
12318,vahşet,walter,30
9031,klorür,chlorid,56
9778,kumarhane,kasino,47
13826,olmuştur,gewesen,5
10320,sınırlar,grenzwert,10
5340,pamphlet,broschüre,69
3295,cezalandırma,bestrafen,25
4141,ultrason,ultraschall,85
12087,belirgin,ersichtlich,20
10640,müstehcen,vorsaison-,44
72,övünme,prahlerei,61
9680,quidity,wesen,51
7720,til,zuzüglich,64
11874,öğüt vermek,beraten,24
5793,eşitlik,eigenkapital,75
6056,tüfek ateşi,gewehrfeuer,75
11312,gizlenmiş,versteckt,38
12553,bu sırada,inzwischen,28
10239,akciğer,lunge,44
2339,yarı robot,cyborg,90
2583,nezaket,freundlichkeit,16
11445,sonsuza kadar,für immer,37
13506,posta,e-mail,16
5652,ateşli,entzündet,77
7254,katmanlar,schichten,40
3233,nükle,nuklein,89
11061,mühimmat,munition,41
14065,zor,hart,9
7339,pusula,kompass,61
10785,sağduyu,gesunder menschenverstand,43
6946,tanıtılmamış,enthüllt,63
5344,yaban kedisi,wilde katze,38
8545,senkronize etmek,synchronisieren,59
12483,lütuf,anmut,28
3678,ünvanlık,bekanntheit,87
10803,damak zevki,geschmack,39
4509,gevşek,lax,79
12528,odun,holz,23
14453,ağustos,august,7
8306,eşleştirilmiş,gepaart,25
14358,harcama,ausgaben,32
2010,eksiklik,missspelling,64
1766,yemek kitabı,kochbuch,90
12275,cinayet,mord,24
7824,ütopya,utopie,64
12839,bahar,frühling,21
9893,heykel,skulptur,48
1310,mahrum etmek,berauben,71
8522,yargılamak,urteilen.,24
3310,özetle,summarisch,88
12184,lisanssız,lizenziert,32
3109,haliç,mündung,88
6721,doğal olarak,inhärent,58
10037,algılanan,wahrgenommen,44
11155,maceralar,abenteuer,31
13363,lübnan,libanon,18
5196,parçacıklar,partikel,52
10082,yunus,delfin,30
6884,dublör,kunststück,62
195,derecik,dingle,100
8513,ampul,birne,58
1839,sertleştirilmiş,versteift,90
10180,arnavut,albanisch,38
8877,kanalizasyon,abwasser,57
5779,sollamak,überholen,57
14177,tasarlanmış,entworfen,12
14227,geri dönmek,zurückkehren,11
11956,delik,loch,28
14014,en az,am wenigsten,6
2522,peruk,perücke,84
880,halojenür,halogenid,96
9060,kaşımak,kratzen,43
2274,deneyimsizlik,unerfahrenheit,93
12415,şafak,dämmerung,29
6904,tanrısal,leary,70
1767,emekli ayakkabı,pensionen,66
8412,yerçekimi,gravitation,52
10786,uşak,diener,43
928,bizmut,wismut,98
12440,branş,bruce.,29
8713,tayvanlı,taiwanese,59
13400,kariyer,werdegang,17
2465,damat,bräutigam,79
8275,yel değirmeni,windmühle,60
12262,akınçılar,raiders,30
12597,hastane,krankenhaus,25
10503,radyasyon,strahlung,42
2459,sigaralar,zigaretten,54
3426,torton,towson,88
9271,kask,helm,48
1331,jibbs,jammig,97
6988,miyav,miau,69
3235,menenjit,meningitis,88
3667,yaptırım,sanktion,18
6365,mersin,myrte,73
10689,anakara,festland,43
9602,altmış,sechzig,47
2059,doğuda,eastbound.,94
10300,besledi,gefüttert,46
5029,mahmuz,sporn,38
12785,teklif etmek,gebot,22
11966,bakanlık,ministerium,32
12788,fransa,fa,25
11261,cal,kalkisch,39
3570,kıskanç,neidisch,88
1621,polistiren,polystyrol,96
11402,puansız,torlos,38
13725,düzenli,regulär,14
2684,lacivert,ultramarin,92
12899,futbol,fußball,24
846,üst geçit,überführung,94
4361,eleştirmek,kritisieren,50
13059,iki defa,zweimal,22
10988,meyve,frucht,38
8069,meyve bahçesi,obstgarten,62
10362,artışlar,erhöht sich,15
8610,üzüm,weintrauben,48
8570,tirsi balığı,schatter,60
2988,doubters,zweifel,87
4140,bedevi,beduine,80
5617,ayçiçeği,sonnenblume,77
5504,boğa güreşi,stierkampf,77
8081,yarıçap,radius,62
9809,parmak,finger,37
7004,ballpark,baseballstadion,60
761,süren,syriac.,99
12333,direnç,widerstand,26
5677,onaylanmamış,unbestätigt,77
2372,posta kutusu,briefkasten,90
13299,tanışmak,getroffen,16
9058,çinko,zink,56
7962,bilimsel olarak,schilblähig,63
359,yükleyici,lader,96
10683,kirpi,igel,43
6686,yeterli olmak,genügen,68
8720,ortabanı,mittlerer westen,58
11251,cüce,zwerg,38
12719,tekrarlayan,wiederkehrend,26
7404,bilek,handgelenk,63
8301,gerçekçi,realistisch,54
10321,shoemaker,schuster,46
855,ilham,eth.,99
5256,imparatoriçe,kaiserin,78
12969,gecikme,verzögern,8
12619,kağan,khan,27
5541,kayrak yapmak,schiefer,59
3207,zahmetli,lästig,89
13064,cehennem,hölle,22
1403,manipülasyonlar,manipulationen,43
13079,ağaç,baum,20
12632,yüzey,oberfläche,26
405,damper,kipper,100
14333,satış,verkauf,25
8247,ceviz,nuss,48
13896,altında,unter,8
8778,koklamak,koks,58
9357,açıklama,klärung,52
8245,atılım,durchbruch,59
344,hidroksil,hydroxyl,86
3136,halatçı,roper,88
12455,mühendis,techniker,9
3654,rahip,rucker,88
12242,kavram,konzept,27
9186,çorba,suppe,55
3638,işgücü,belegschaft,88
13733,farkında olmak,bewusst,14
7550,evlat,anregend,65
2480,saldırgan,aggressor,85
10422,uzanmak,lügnerisch,24
12900,ekonomi,wirtschaft,23
5190,gaz kelebeği,gaspedal,75
10428,felç,schlaganfall,40
2972,havacı,flieger,90
8453,zehirlenme,vergiftung,41
12800,aktör,schauspieler,21
10787,ortaçağa ait,mittelalterlich,43
9076,tuhaf,bizarr,55
2227,ayrıştırıcı,parser,92
4551,oradan,von dort,83
238,kestirme,nickerchen,83
12200,nispeten,verhältnismäßig,23
10826,mercan,koralle,42
1796,resupply,wiederversorgung.,90
4479,sportmenlik,sportlichkeit,83
5762,taklit,vortäuschend,49
7251,atop,oben auf,67
12913,sıra,reihe,22
12410,şımartmak,wright,29
3131,esnemek,gähnen,87
11723,balina,wal,32
2113,striptiz,striptease,94
2168,göze çarpan,auffällig,88
6536,cinas,wortspiel,68
13980,bildirilmiş,gemeldet,5
10562,aşınmış kaya parçası,felsblock,44
10550,sarkmak,sar,45
11536,kışkırtıcı,provokativ,35
3479,yeniden başlamak,neu veröffentlicht,71
12300,muhalif,dissident,30
545,gerici,reaktionär,96
1180,tabanca,handfeuerwaffen,69
10159,eğitimci,trainer,41
883,incece,subtil.,98
2239,kesimhane,schlachthof,93
986,jartiyer,strumpfband,95
4356,daphne,seidelbast,84
9978,vurgulamak,highlights,26
9693,çita,gepard,49
13215,bölüm,folge,14
4339,countan,cowan,84
1751,ihtiyatlı,aufdringlich,93
5675,yükümlülük,haftung,75
5857,el çantası,geldbeutel,68
13015,büyük ölçüde,höchst,23
13558,cesareti kırılmış,entmutigt,15
12984,avusturya,österreich,23
6230,berrak,freigesprochen,73
10791,on dört,vierzehn,43
13621,vb,etc,15
6257,bagaj,gepäck,74
14347,çaba,bemühung,8
1842,gecelik,nächtlich,95
860,analiz edildi,analysiert,52
7500,yellowstone,gelbsteuer,66
1970,ciltli,hardcover,95
7606,sivrisinek,moskito,62
13006,çizdi,drew,23
6,yanılmak,stolpern,62
11182,steeplechase,hindernislauf,40
12431,hizmet vermek,dabei,13
1732,kraliyet,lizenzgebühren,70
13479,dönüş,wende,11
14320,kaynak,quelle,7
3209,sesini kapatmak,stumm,81
8395,caf,kundenträger,61
7033,panhandle,pfannenstiel,69
2512,meyve sineği,drosophila,92
6063,çarpıtma,verzerrung,48
11909,bubba,kumpel,34
11788,suikast,ermordung,30
13679,hindistan,indien,14
5403,orman yangını,wildfire,67
10755,açık sözlü,ehrlich,43
5587,kusma,erbrechen,72
13434,getirilmiş,gebracht,18
14411,meslekler,arbeitsplätze,20
6289,parlaklık,helligkeit,39
5027,kehanet,prophezeiung,73
9326,litvanyalı,litauisch,53
10206,dipt,dipsel,47
10555,prusya,preußisch,44
2158,proviso,vorbehalt,93
12595,sağlam,solide,27
6317,fotosentez,photosynthese,74
14466,aranan,gesucht,6
10181,açlık,hunger,47
10563,tıkanıklık,verstopfung,42
12355,havacılık,luftfahrt,29
12430,faliyet alani  sahne,szene,26
10375,havaalanı,flugplatz,38
9335,yarı yolda,auf halber strecke,54
8399,gun batimi,sonnenuntergang,60
5059,vinnik,vinny.,81
2452,yetenekli,begabtes,47
7881,yeterlik,qualifikationen,26
14140,büyük ihtimalle,wahrscheinlich,5
10045,sözcü,sprecher,48
13668,girdi,trat ein,12
1740,fakir,ärmer,95
3511,balo salonu,ballsaal,87
6438,checker,schacher,55
1302,güneş yanığı,sonnenbrand,95
13113,plaj,strand,20
11291,şekil,form,29
2839,pont,pontieren,90
8370,hücresel,zellular,61
5287,vegancılık,veganismus,55
11393,arc,bogen,37
13446,bölge,region,12
8586,yırtık,zerrissen,59
7367,marksist,marxistisch,62
9969,kaydırılmış,verschoben,21
5171,düşüş,untergang,78
12526,cevap verdi,geantwortet,13
11284,belediye başkanı,bürgermeister,37
13021,fenalık,teuflisch,22
4993,arabacı,streitwagen,74
37,tecâvüz,vergewaltigt,38
2321,sarhoşluk,trunkenheit,76
12511,yön,richtung,14
3573,yanak,wange,77
13131,eşcinsel,fröhlich,21
2547,marul,grüner salat,92
1116,şezlong,sonnenuhr,94
10836,afgan,afghanisch,41
2587,içgörü,erkenntnisse,51
9916,hüküm,bestimmungen,42
6921,hound,hetzen,64
7938,yerleşme,integrieren.,26
11980,atina,athen,33
3315,lale,tulpe,88
5299,yanlış davranmak,fehlverhalten,79
3891,kor,korpel,86
8950,yuva,slot,50
9039,yeniden düzenleme,renatement,53
2940,ertelemek,verschieben,65
8045,mutluluk,wonne,62
6152,kavrulmak,grillen,74
2011,hayal kırıklığına uğratmak,enttäuschen,36
8355,verimsiz,unproduktiv,61
11734,zincir,kette,33
8840,noktalama,interpunktion,53
8844,cuns,kunts,38
8064,fakülte,fakultät,61
6043,taoculuk,taoismus,75
5377,batıdan,westlich,67
14457,geliştirmek,entwickeln,12
8117,anoreksiya,anorexie,62
5375,fedakâr,geopfert,73
9079,kız arkadaşı,feste freundin,55
13524,eko,echo,16
14266,yorum,kommentar,6
14089,başlamak,begann,12
13836,bir,eins,5
5234,votka,wodka,79
2137,motorlu,motorisiert,94
7157,perde,vorhang,64
6613,samimi,zobel,71
5462,tevrat,torah,77
6607,bl,black,70
9857,yayla,hochland,37
3837,cag,klappern,87
2938,kavramak,begreifen,87
8761,silikon,silizium,56
1418,nadirlik,raritäten,82
13436,referans verilmiş,referenziert.,17
10987,başlayanlar,starter,28
3716,tutulma,zurückbehaltung,83
13913,ikisi birden,beide,10
9804,inceleme,inspektion,41
3776,çıkış,enden,20
10436,ikame edilmiş,substituiert,25
334,sahtekârlık,unehrlichkeit,99
12259,arşivler,archiv,15
12048,kurt,wolf,33
10123,boynuz,horn,38
10211,yengeç,krabbe,47
10165,durdurulmuş,aufgehört,27
1340,karşı saldırı,gegenangriff,62
3398,arka bahçe,hinterhof,88
10084,hipotez,hypothese,48
2575,militiya,milizsoldaten,92
6135,kokteyl,cocktail,69
5883,seçmenlik,wahlkreis,54
7499,masaüstü,desktop,66
11217,mütüven haline getirmek,mainstream,39
5662,duygu,sensation,62
6820,ayda iki kez,halb-monatlich,70
4706,silâhsız,unbewaffnet,82
10641,rövanş,wieder aufnehmen,44
12940,kime,dem,24
5427,patenci,skater,39
8496,clockwork,uhrwerk,60
11245,kızarmış ekmek,toast,38
13879,şimdi,jetzt,8
10504,kutlama,feier,23
7226,raflalar,raffles,67
8617,müftü,mufti,59
9063,redüksiyon,reduktase,56
5229,hazar,kaspian,79
3442,takınmak,statt,87
5423,emtia,ware,66
1528,mesane,blase,96
9578,piyango,lotterie,52
9010,tekrar başlat,neu starten,46
6189,şu günlerde,heutzutage,74
14452,önde gelen,führend,9
7358,kadife,samt,66
13987,dava,fall,7
12175,eş,ehefrau,32
3234,rouse,wecken,81
1141,figo,figur,98
6417,haciz etmek,pfandrecht,72
154,bağ kurma,nexus,100
5910,yırtmak,spud,76
5905,cartman,kartbo,76
7064,erime,schmelzen,56
5104,yeniden tasarlandı,neu gestaltet,25
10139,sıradan,gewöhnliche,48
3599,tamir edilmiş,verankert,81
3773,çok yönlü,vielseitig,80
14261,serbest bırakmak,freigeben,10
240,tükürme,spucken.,31
12204,çöp kutusu,behälter,31
6510,kenyalı,kenianer,56
12470,palto,punt,25
5712,faul yapmak,verschmutzte,39
2333,değnek,zauberstab,92
11706,fg,fair,36
12814,tahmini,geschätzt,20
10940,kret,kamm,39
498,çeviklik,beweglichkeit,85
12366,örnekler,beispiele,12
9995,koyu kırmızı,purpurrot,49
9653,şişmiş,geblasen,52
7374,çavdar,roggen,67
7192,hak,anstand,68
12687,demir,eisen,23
8537,hantal,walfänger,59
10658,gündem,agenda,42
11097,kayalık,felsig,34
12975,emekli,im ruhestand,18
10657,kör,blind,37
825,katominyumlar,eigentumswohnungen,87
13154,öğrenciler,studenten,16
6676,katır,maultier,63
12124,olaylar,gelegenheiten,27
21,kalp kırıcı,herzensbrecher,78
11904,onikinci,zwölftel,34
8951,husky,heiser,37
10138,patron,boss,45
4940,vergi memuru,steuerberater,81
9206,nehir kenarı,flussufer,55
214,yiki,yikes,100
2943,metres,herrin,88
12010,reçel,marmelade,30
14012,belki,könnte,7
10926,anıt,monument,38
1907,tebliğ,kommunique,94
13138,tekme atmak,trete,15
6643,kaybolmak,verschwinden,39
2697,vatansız,staatenlos,86
14156,uluslararası,international,11
7393,tasvir etmek,porträtieren,40
2821,dangalamak,dang,89
3851,engellenmiş,verkreuzung,75
8971,yalnızlık,einsamkeit,57
8315,hintçe,hindi,61
8715,kumar,glücksspiel,45
13334,ho,hacke,19
12683,klavye,keyboards.,24
9931,işkence,folter,43
663,yorucu,ermüdend,98
13379,silah,pistole,15
6444,bekçi,hausmeister,71
11299,suçlu,schuldig,38
1309,verim,durchsatz,97
9842,yakınlarda,nähe,50
10146,büyükelçi,botschafter,44
7459,ahmak,ahoi,66
6755,elverişli,günstig,34
11787,temizlemek,aufräumen,35
6764,fin,flosse,64
12534,addedilen,angesehen,6
9204,ilahi,göttlich,51
1463,kınanmış,tadellos,82
4457,parmak izi,fingerabdruck,67
7673,sarsmak,trottel,61
4437,doyer,färber,82
10643,çavuş,spinnen,44
12289,saray,palast,30
1074,eklenmiş,angehängt,74
6680,geçiştirmek,fudge,71
8929,nazilik,nazismus,57
14502,beklemeler,erwartet,12
12863,meydan okumak,herausforderung,15
9837,deniz suyu,waterloo,50
9185,tanrıça,göttin,54
13040,kıdemli,senior,21
11089,amca dayı,onkel,40
13573,sıklıkla,häufig,16
3961,salaklar,moronen,53
2784,zamanlayıcılar,timer,69
1609,farklılık,ungleichheit,33
5924,hottest,am heißesten,76
11653,mülkiyet,eigentum,36
10038,soy,abstammung,48
6130,erkek yeğen,neffe,71
2388,yeniden tanıtılan,wieder eingeführt,82
8380,ilan edilmiş,verkündet,51
506,haber,nachrichtensendung,87
12394,buna karşılık,wohingegen,30
10365,soylu,edel,44
14075,erişim,zugang,10
6880,homecoming,heimkehr,69
5262,rutin olarak,routinemäßig,51
12110,odak,fokus,32
12865,iddia etmek,behaupten,18
1457,dümbelek,tabor,96
932,satchel,schulranzen,98
6515,yapay penis,dildo.,71
6896,kuşkusuz,freilich,70
6765,takas,tauschen,54
3029,zamir,pronomen,81
13144,i̇skender,alexander,21
6856,datelin,datumsgrenze,70
9500,merhamet,barmherzig,50
14247,güç,gewalt,9
32,esrarengiz,niete,89
6549,oca,oka,72
13872,çünkü,weil,8
8895,peki,in ordung,57
14441,tedarik,liefern,22
5273,teolojik,theological.,58
13789,şerefe,prost,13
4979,sığır,rinder-,81
14426,gereksinimler,anforderungen,7
7086,howdy,hallo,68
13574,olimpiyat,olympisch,12
4469,takı,schmuck,83
14048,dosyalar,dateien,6
11170,fil,elefant,38
11683,tercih etmek,bevorzugen,11
5556,net,knackig,73
8933,takım arkadaşları,teamkollegen,34
9685,mücadele etme,schwierigkeiten,26
4787,ormanbury,woodbury.,82
13638,belirtir,legt an,8
3407,sekoya,redwood,86
850,kaledonyalı,kaledonisch,99
5629,şii,shiite.,77
13525,görünür,sichtbar,16
10912,i̇branice,hebräisch,41
5898,marksizm,marxismus,76
11959,armadillo,gürteltier,33
14222,yakın,nahe,12
11955,avlamak,jagd,28
9880,rehberlik,orientierungshilfe,50
12530,gizli,geheimnis,26
3535,düdük,einbaum,87
5539,hoyu,haag,78
6991,izdiham,ansturm,66
14059,birim,einheit,7
11209,kayak,ski,32
10568,tekrarlamak,wiederholung,38
6503,işemek,piss,52
3889,akrilik,acryl-,85
9760,sapık,sapiens.,51
2511,pis,donnernig,92
7935,kanat oyuncusu,winger,50
7583,sünnet,bunt,58
3459,sulu,saftig,88
14174,müdür,manager,11
12714,esas,basis,26
7159,tükenmişlik,ermüdung,65
966,psikiyatrist,psychiater,96
10916,bakır,kupfer,42
13873,herhangi,beliebig,5
8135,kovma,vertreibung,57
9737,kam,nocken,44
10229,dışkı,kot,47
4034,müfredat,lehrplan,85
4334,başlatıcı,startprogramm,67
8955,kıvırmak,clint,57
3761,aceleyle,hastig,87
13647,canlı,lebend,9
14128,mart,marsch,6
11227,örneğin,z.b,39
4312,un,mehl,84
13194,ah,oh,20
10171,hiçbir yerde,nirgends,48
4398,danışman,berater,63
13800,açık,an,5
14255,laf,sity,100
2770,sübvansiyon,subvention,79
10097,eskort,begleiten,40
13544,lae,lee,16
10327,kilogram,kg,46
733,flanş,flankierer,97
2516,innuendo,anspielung,88
9729,on dokuz,neunzehn,51
9620,tanga,seetang,52
6826,bağışlamak,begnadigung,66
11642,adımlamak,tempo,34
5337,iğne,nadel,74
6301,başı dönmek,schwindlig,69
9600,rant,schimpfen,44
9043,denizcilik,maritime,54
10535,taşınabilir,tragbar,44
3101,onaltılık,hexadezimal,89
10048,ekmek,brot,48
11300,zihinsel,psychisch,35
7835,sinirli,verärgert,35
9666,absürt,absurd,50
7039,meslektaşlar,gegenstücke,54
9347,sürgün,exil,46
12720,at,pferd,23
388,bıldırcın,wachtel,99
4648,gayri meşru,illegitim,82
11950,yıl dönümü,jubiläum,33
2747,batıya doğru,westwärts,33
6812,diyot,diode,70
11077,gezgin,forscher,28
9531,merhum,verstorben,52
3594,örtüşen,überlappend,61
10403,pislik,schmutz,46
4658,kaçınılmaz olarak,zwangsläufig,55
12119,dolaşım,verkehr,28
7914,güle güle,auf wiedersehen,63
11069,çiğ,roh,40
198,yolculuklar,voyageurs.,98
8465,kronik,chronisch,59
14077,nokta,punkt,7
10271,veasel,wiesel,46
4359,düşkün,gern,72
2162,yanlış yorumlanmış,fehlinterpretiert,76
2007,fosforik,phosphorisch,88
13824,daha,mehr,5
2779,dingin,dyn,91
7398,havari,apostel,54
9876,pil,batterien,25
9327,dublajlı,dämmbt,45
11263,kapmak,deckel,28
14058,bilmek,wissen,8
2473,yapıştırıcı,klebstoff,77
10269,çirkin,hässlich,43
11511,krem,sahne,37
1344,örgü,gittergewebe,93
4612,muz,bananen,42
7976,benlik,ego,62
3756,öküz,ochse,87
11345,yakıt ikmali,betankung,36
7382,sinir bozucu,frustrierend,8
5992,denizatı,seepferdchen,75
652,çok lezzetli yemek,ambrosia,99
8476,forge,schmiede,49
3956,şehir dışındaki,uptown,86
13791,.,die,5
8670,isnt,ist nicht,59
11023,vurgu,hervorhebung,41
9999,muson,monsun,48
4677,caduch,kanus,82
12938,kapalı,geschlossen,12
2954,bağcıklı,geschnürt,64
8798,tanıklık,zeugnis,53
1889,basamaklı,kaskadierung,67
1059,zorluk,vollsprecher,33
8689,ne yazık ki,leider,59
11533,meraklı,neugierig,37
9257,racer,rennfahrer,40
11194,türler,spezies,39
1025,nar,no.,98
3972,üç aylık,vierteljährlich,86
1738,ezoterik,esoterisch,95
13827,istemek,würde,5
7867,ücret,löhne,34
8165,mısır gevreği,getreide,60
11389,giriş yapmak,anmeldung,38
4908,plansız,ungeplante,81
5893,havalandırmak,entlüftung,66
12918,hedef,ziel,17
5530,bulanıklık,klappentext,76
5065,cad,kair,81
12631,gri,grau,27
1439,iyileşmek,heilen,62
12420,birileri,jemand,29
12868,norveç,norwegen,24
7141,patika,patty,66
7781,çiçek açmak,blühen,63
4724,yalamak,lecken,71
13103,biyografik,biographisch,21
165,harekete geçmek,acton,100
7309,içecek,getränk,64
4800,maruz kalma,beleidigung.,39
2019,uyandırmak,aufwacht,94
7953,prezervatif,kondom,61
7293,kırılabilir,verletzbar,67
6555,sarsıntı,gehirnerschütterung,69
2323,sembiyoz,symbiose,93
7591,kalabalık,überfüllt,22
13696,bireysel,individuell,13
6019,hakim olmak,sich durchsetzen,45
12809,rüşvet,rick.,25
10090,vazgeçmek,nachgeben,48
10426,berry,beere,44
6128,zehir,gift,72
4223,gölgeli,schattiert,50
7359,boşta,leerlauf,64
5209,evlenme,vergänglichkeit,79
4169,bıyık,schnurrbart,82
1329,gargoyle,wasserspeier,94
717,paspasist,pazifist,96
10976,deri,haut,38
5241,dağılma,ablösend,21
2901,bebek bezi,windel,87
11073,ok,pfeil,37
12867,türkiye,truthahn,24
6782,özerklik,autonomie,71
13369,yazılım,software,18
13816,onun,es ist,5
982,yeniden kurulu,wieder hergestellt,86
14414,yapamamak,kann nicht,12
266,hoşgörülü,nachsichtig,97
12172,binyıl,millennium,32
8041,sahte,bogus,62
7919,yetmiş,siebzig,52
6530,komut istemi,prompt,40
6882,suçiçeği,windpocken,70
9496,alfabetik,alphabetisch,32
2464,serbest,freiberuflich,86
14343,şu anda,momentan,8
6394,biberiye,rosmarin,73
12247,kostata,costa,31
13323,britanya,großbritannien,19
12771,hayvan,tier,15
13230,uçuş,flug,18
12872,kaybetmek,verlieren,15
2257,ekose,plaid,93
5892,merhametli,verdienstvoll,76
6059,pasaklı,pascual.,75
2980,şömine,kamin,88
4441,broşürler,flugblätter,74
2553,polinezya,polynesien,92
206,kupon,cunctator,100
13982,gelişim,entwicklung,12
4114,kısa gösterim,kurzschrift,74
3232,riskli,riskner,89
13578,geçmiş,vergangenheit,14
1799,yağlayıcı,schmiermittel,84
7485,daha derine,tiefer,66
318,detaylı,nuanciert,88
10961,ejderha,drachen,21
11999,evlilik,ehe,32
7169,ribaunt,erholt,31
2962,kardeşler,geschwister,75
6340,yenilik,neuheit,71
10136,ipek,die seide,47
5649,honk,hupen,76
8947,akademisyen,gelehrte,40
10948,varşova,warschau,42
12584,baba,vater,26
6576,daü,emu,69
11229,baraj,damm,38
12988,kontrol listesi,checkliste,23
