ID,DANOIS,ARABE,INTERVAL
8432,lithium.,ليثيوم,56
12002,pierre.,بيير. بيير,28
3311,provost.,قاسم,87
6626,sushi.,سوشي,67
10684,christie.,كريستي,36
9036,batsman.,باتران,52
11109,svømning,سباحة,31
11151,congo.,كونغو,36
12552,fr.,الأب,23
11884,miljø,بيئة,28
11985,ki.,كي,28
9347,eksil,منفى,41
9708,descent.,نزول,46
539,antipolo.,أنتيبولو,99
7415,scrimmage.,مشاجرة,62
1046,bodice.,صد,87
2787,telegram,برقية,84
3775,vernacular.,واقعية,84
11356,trueman.,رجل حقيقي,34
13573,tit,غالبا,12
375,silica.,السيليكا,100
12253,noah.,نوح,26
8619,køkken,مطبخ,41
8587,altruisme.,الإيثار,55
6697,jer selv,أنفسكم,67
10630,peyton.,بيتون,39
5604,tucson.,توكسون,74
11336,trukket tilbage,سحبت,34
2453,frelseren,المنقذ,89
11315,overlegen,أرقى,30
1707,fireball.,كرة نارية,91
7192,anstændighed,أدب,63
6009,godt år,سنة جيدة,71
6227,gær,خميرة,70
1507,nedenunder.,الطابق السفلي,95
13434,bragt,جلبت,14
7157,gardin,ستارة,61
8167,deltagere,الداخلين,51
10439,vicim,وحشي,40
8383,melissa.,ميليسا,56
6343,straits.,مضيق,42
14432,forsikring,تأمين,13
10799,ejendomme,الخصائص,19
14292,sager,حالات,6
2175,undefined.,غير معرف,91
3960,retfærdig,الصالح,83
6147,reparationer.,تعويضات,66
4035,forhandlere,تجار التجزئة,38
1539,magnon.,ماغنون,95
13379,pistol,بندقية,12
14038,hr,السيد,11
5914,overskud,فائض,72
12740,phoenix.,فينيكس,21
6960,freeway.,طريق سريع,60
272,baller.,البالترف,90
12051,etage,أرضية,24
869,artifact.,الأداة,60
10779,akse,محور,38
11039,koloni,مستعمرة,21
8053,passiv,مبني للمجهول,56
6456,bengali.,البنغالية,69
2783,roadster.,رودستر,84
8195,variants.,المتغيرات,40
12892,nl.,غير,20
8762,alligator,التمساح,53
9358,usande,غير صحيح,49
12896,måne,القمر,19
7344,stadion.,استقلال,62
3289,koran.,القرآن,87
9294,overvågning,يراقب,16
2901,ble,حفاظه,85
8532,rubens.,روبنز,55
8527,skabninger.,مخلوقات,46
8144,fjernere,أبعد,58
469,sneg sig,تسلل,51
5066,leyland.,ليلاند,77
7094,loppe,برغوث,63
6880,homecoming.,العودة للوطن,65
8122,adgang til,الوصول إليها,8
6441,undervands-,تحت الماء,69
13976,uden,بدون,5
10645,gennembore,اخترق,33
3898,assam.,أسام,84
10435,vinci.,فينشي,40
607,screenwriter.,كاتب السيناريو,99
1154,morfin.,مورفين,62
305,ley.,لى,95
4564,ribben,ضلوع,62
1891,hackere.,المتسللين,40
6182,spinat,سبانخ,70
9163,presley.,بريسلي,50
9581,evade.,تهرب,40
1060,skeer.,ملاعق,51
8150,fixture.,لاعبا اساسيا,42
14492,futures,العقود الآجلة,8
962,narcissus.,نرجس,97
4858,aloft.,عاليا,78
7275,kassette,كاسيت,61
7609,acapulco.,أكابولكو,62
12742,bevæbnet,مسلح,13
2863,badass.,صلب، قوي,88
13519,ben.,بن,13
11989,katrina.,كاترينا,28
1831,hakeem.,حكيم,93
12194,branding.,العلامة التجارية,17
12615,vice.,نائب,22
13173,sekundær,ثانوي,16
6142,cate.,كيت,63
10176,lahore.,لاهور,42
1579,rasende,غاضر,89
13461,kortere,أقصر,14
8281,sears.,سيرز,54
8298,advent.,القدوم,57
10401,legetøj,عروسه لعبه,36
1189,teel.,تيل,96
13167,gå gå,غوغو,17
2536,kilo,كيلو,87
2010,misspelling.,أخطاء إملائية,60
9109,spektakulære,مذهل,51
8782,klinisk,مرضي,43
12586,malaysia.,ماليزيا,23
5029,spur.,حافز,33
10717,smør,زبدة,38
5058,fortabelse.,مصادرة,60
8535,amnesti,عفو,54
6918,tertiære,بعد الثانوي,65
6426,useded.,غير معروف,69
4786,tryptophan.,التربتوفان,79
10894,timothy.,تيموثي,38
8953,weaver.,ويفر,51
4866,ryttere,الفرسان,78
5658,fig,تين,70
14290,nord,شمال,8
2524,tyrant.,طاغية,84
6183,kartel.,كارتل,65
7325,swords.,السيوف,33
11903,em.,مليا,27
2659,handily.,يديلين,90
3450,footer.,تذييل,83
13070,nå,تصل,9
3643,nicaraguan.,نيكاراجوان,84
12645,efterforskning,تحقيق,16
8687,barsk,متجهم,54
7154,forestående,شيك,62
14118,givet,منح,10
2745,cambrian.,كامبريان,89
10826,koral,كورال,38
11237,gen.,جاء,34
3922,pais.,بايس,84
6447,borneo.,بورنيو,69
4917,ascent.,صعود,78
10132,øjeblikkelig,فوري,42
12174,cubs.,اشبال,26
5269,cassandra.,كاساندرا,75
8774,freud.,فرويد,53
8461,schneider.,شنايدر,55
753,apostasy.,الردة,98
6726,indkaldt,استدعى,53
8906,hector.,هيكتور,52
13958,måneder,شهور,10
7486,velsigne,يبارك,44
12310,stige,ترتفع,20
14242,mac,ماك,29
14093,fremtid,مستقبل,8
4515,volt,فولت,73
13344,dan.,دان,15
9038,mantle.,عباءة,51
1008,telegrafy.,الإبراق,97
387,renoir.,رينوار,100
1639,menstrualt,الحيض,94
13820,hvilken,أيّ,6
5256,empress.,الإمبراطورة,75
13014,faktuel,واقعي,17
7765,råbe,يصيح، يصرخ، صيحة,39
6258,loyalitet,وفاء,67
12888,festival,مهرجان,18
8503,borgerskab,المواطنة,55
11568,mere end mere,أي أكثر من ذلك,32
8657,alba,ألبا,54
13663,louis.,لويس,12
648,yali.,يالي,99
6338,rpm.,دورة في الدقيقة,69
9940,vital,مهم للغاية,43
8946,patient,صبور,38
10219,sammenstød,اشتباك,30
5621,dwarfisme.,الأقزام,74
9535,udsat,مؤجل,42
13585,født,ولد,12
1342,nanometer.,نانومتر,96
703,lommelygte,مصباح يدوي,93
2586,xerox.,زيروكس,90
4491,hysteri,هستيريا,81
8283,fibrose.,تليف,57
6211,backlash.,رد فعل عنيف,70
9974,senegal.,السنغال,44
9770,vietnamesisk.,الفيتنامية,46
2359,sjoveste.,أطرف,91
8077,alameda.,ألاميدا,58
2255,migranter,المهاجرين,70
12737,miller.,ميلر,21
2225,brahmin,براهمين,78
1510,gait.,مشية,94
13016,sygdom,مرض,17
12335,es,بارع,22
4096,anæmi.,فقر دم,83
13572,struktur,هيكل,12
7948,inf.,إف,59
11034,guild.,نقابة,36
14372,herske,قاعدة,7
8779,rød,اللون القرمزي,52
2138,lovløs,بلا قانون,85
6945,neutron.,نيوترون,64
3589,motorcykler,دراجات نارية,25
5010,chun.,تشون,77
968,magdalene.,مجدلين,90
460,vanedannende,الادمان,23
5008,elendighed,بؤس,77
13718,flod,نهر,11
2886,somers.,سومرز,89
11559,clarke.,كلارك,14
11130,grad,مدى,36
5691,testosteron.,هرمون تستوستيرون,73
9078,bestemmelsessted,المكان المقصود,38
7804,pattedyr,الحيوان الثديي,52
289,fascineret,مفتون,46
13842,år,سنة,6
9576,rigdom,ثروة,47
8999,kran,رافعه,50
1807,dunne.,دن,93
2403,spina.,السينة,90
3964,omfordele,إعادة توزيع,70
4373,metodologi.,المنهجية,72
11413,rolling.,المتداول,18
12976,anderson.,أندرسون,19
1047,grane.,جرين,97
1091,shabbat.,شبعات,96
14472,james,جوامع,9
14054,at vise,يعرض,7
10096,teleskop,تلسكوب,40
547,heresy.,بدعة - هرطقة,97
739,ortogonal.,متعامد,93
13765,georgia.,جورجيا,11
4370,ægthed,أصالة,52
11506,diameter,قطر الدائرة,32
11112,griffin.,غريفين,35
755,kike.,كيكي,98
1613,ceylon.,سيلون,94
5963,justere,اضبط,38
6875,kedel,سخان مياه,62
13677,duplikere,مكرر,11
5285,shinto.,شينتو,76
13292,jordan.,الأردن,15
14282,serie,مسلسل,7
667,austible.,مسموع,94
1808,overran,اجتاح,93
9554,biologisk.,بيولوجي,25
12318,walter.,فالتر,25
10258,tilskuere,مشاهدون,38
12796,stewart.,ستيوارت,21
5674,chinook.,شينوك,71
11815,mcdonald.,ماكدونالد.,29
8603,nordic.,الشمال,54
2822,skadedyr,آفة,86
13050,gets,يحصل على,7
1466,blasfemi,تجديف,93
9579,tango.,رقصة التانغو,47
3658,crawley.,كراولي,85
2967,maskeret,ملثمين,38
10860,jomfru,بكر,35
11033,garrison.,حامية,33
10293,sake,مصلحة,41
3552,rummelige.,فسيحة,86
6153,legitimationsoplysninger,أوراق اعتماد,68
7986,stunned.,فاجأ,43
8081,radius,نصف القطر,58
12435,dc.,العاصمة,24
7629,amish.,أميش,62
906,papyrus.,ورق بردي,97
13390,mad,غذاء,14
10393,valentine.,عيد الحب,40
5717,jargon.,المصطلحات,73
11861,dybde,عمق,28
14317,involveret,متضمن,9
13745,bestyrelse,مجلس,11
12070,opløsning,المحلول,23
12639,maksimum,أقصى,22
9257,racer.,متسابق,36
13467,tilladelse,الإذن,13
12348,flyers.,المسافرين,24
3820,couture.,كوتور,84
8428,queer.,كيير,55
1489,hoo.,جول,95
2625,kroning,تتويج,62
14326,officer,ضابط,10
14220,lignende,مشابه,11
7309,drik,المشروبات,60
7087,sherlock.,شيرلوك,64
2875,cider.,عصير التفاح,89
7572,alt.,بديل,62
14061,sætte,يضع,8
8239,snemand,الرجل الثلجي,57
10965,joel.,جويل,37
11311,fortryd,الغاء التحميل,22
9569,stjal,نهب,47
9136,paradoks,المفارقة,46
13529,bred,واسع,12
12289,palads,قصر,25
8057,ratificeret,صدقت,54
559,catskill.,كاتسكيل,99
5744,uerfaren,عديمي الخبرة,73
5449,idiotisk,الأغنياء,28
7988,scenarie,سيناريو,48
12970,et.,واثق,19
7104,justeret,محاذاة,32
7144,int.,إتجاه,64
10669,editorial.,الافتتاحية,34
12481,glas,زجاج,22
8458,tuberkulose,مرض السل,55
137,porøs.,مسامية,100
10949,uro,الاضطرابات,37
6329,windward.,مهب الريح,63
7630,extraterrestrial.,خارج الأرض,60
14312,position,موضع,6
5634,minder om,تذكرنا,66
3567,afsløring,إفشاء,84
11762,hætte,كبوت,28
2870,pubic.,العانة,89
9356,myte,خرافة,43
8193,gubernatorial,حاكمي,58
13699,daniel.,دانيال,12
10551,momentum.,قوة الدفع,39
14377,gade,شارع,10
9587,bukser,بنطال,47
3118,rigge,منصات,54
14508,dokumenter,وثائق,12
10255,massefylde,كثافة,41
11390,svensk,السويدية,33
11161,folk,الشعبية,28
13358,vinter,شتاء,14
1406,forsinket,متأخرا,95
13319,tyfon,إعصار,15
12903,oakland.,أوكلاند,20
6145,wagga.,واجا,70
10162,vanskeligheder,الصعوبات,31
5580,vest.,سترة,56
12246,hår,شعر,25
1718,ros.,روز,36
9022,kystlinje.,الخط الساحلي,50
12518,passe,لائق بدنيا,17
3299,cyrillic.,السيريلية,87
11252,tilskrives,يعزى,14
11367,chokolade,شوكولاتة,33
6745,kjole,ثوب,55
90,emfysem.,الانتفاخ,100
12414,frit,بحرية,24
3355,auspices.,رعاية,87
1126,bannister.,بانيستر,96
5240,ringe op,اتصال تليفوني,76
5602,filnavn,اسم الملف,73
13896,under,تحت,7
12601,tilsvarende,ما يعادل,21
9928,kommende.,القادمة,44
13763,stærkt,بقوة,11
14427,respons,إجابة,11
5816,undgås.,يتجنب,6
2747,vestpå,غربا,28
5195,rystende,شتى,76
4409,bethel.,بيثيل,81
13025,oberst,كولونيل,18
8419,majroe,لفت نبات,56
9528,ness.,نيس,48
3050,thistle.,ثيسل,81
5189,flair.,فلير,76
12771,dyr,حيوان,12
14419,viser sig,عروض,7
10283,mosaik.,فسيفساء,41
11210,pac.,باك,35
7552,membrane,غشاء,61
2801,chrome.,كروم,89
12281,langsomt.,ببطء,26
11202,panel,لوجة,32
4181,ionic.,أيوني,82
5417,bambus,الخيزران,74
25,myrer.,النمل,38
2830,temptations.,الإغراءات,64
9573,blæksprutte,حبار,39
11230,budget,تبرع,33
12949,egnet,متكافئ,13
5147,cervantes.,سرفانتس,77
10542,rodney.,رودني,40
988,stillman.,لا يزال الرجل,97
13209,junior-,نجارة,16
7336,anarki,فوضى سياسية,62
5204,millionær,مليونير,59
12201,løjtnant,أيتها الملازم,26
14104,afholdt,محتجز,8
6493,bug,بطن,49
6800,mae.,ماي,65
3250,pinball.,الكرة والدبابيس,87
10463,omfordeles,إعادة تخصيص,40
13742,dreng,صبي,10
12367,sindssyge,جنون,20
6727,tinker.,تينكر,64
5254,ligevægt,حالة توازن,76
8980,80.,ثمانون,49
9953,byron.,بايرون,44
7564,becket.,بيكيت,62
3029,stedord,ضمير,77
10163,kommunikere,نقل,8
5348,rite.,طقوس,67
10911,hunde.,الكلاب,8
5009,tong.,تونغ,75
5957,ustabil,غير مستقر,71
2887,traumatisk,مؤلمة,87
10183,usikker,غير متأكد,42
5495,pharos.,فاروس,75
13307,skrev,كتب,15
3839,farveløs,عديم اللون,84
2602,skæv,ملتوية,63
9977,swift.,سويفت,42
13730,spansk,الأسبانية,12
432,amani.,أماني,100
9100,judo.,جودو,51
6834,irrationel,غير منطقي,64
5546,pasha.,باشا,74
4890,lub.,لوب,78
13537,illinois.,إلينوي,13
5270,ctrl.,كنترول,76
9882,rammen,إطار العمل,44
10901,falsk,مزورة,34
11317,banket,مطرد,23
13834,op,أعلى,6
8425,lade,إسطبل,54
4376,bitte.,بته,81
6423,tømmer.,الأخشاب,66
2889,mora.,مورا,88
1375,minotaur.,مينوتور,96
9779,devonshire.,ديفونشاير,46
5338,rumielt.,مكاني,74
6602,hiatus.,التوقف,67
12017,solo.,منفرد,27
4740,mather.,ام,79
9619,at gå,توجو,47
5559,eksistentialisme.,الوجودية,69
13442,på ubestemt tid,إلى أجل غير مسمى,13
10106,overhovedet.,أيا كان,43
14044,satser,معدلات,7
14366,syv,سبعة,10
5265,cher.,رنين,76
6831,vedligeholdelse,الحفاظ,23
1312,uprofessional.,غير مهني,94
12216,toyota.,تويوتا,26
844,snatch.,انتزاع,73
3284,sharia.,الشريعة,87
3689,glem det,لا يهم,85
10629,sup.,رشفة,39
14064,pund,جنيه أو رطل للوزن,31
2803,seser,مقاعد,88
14135,dos,دوس,5
4334,launcher.,منصة الإطلاق,63
7526,dive.,يغوص,38
14405,oktober,اكتوبر,5
3346,spisepinde,عيدان تناول الطعام,87
2663,platonic.,أفلاطوني,89
14211,uger,أسابيع,8
7865,metafor,استعارة، مجاز,54
11504,nittende,التاسع عشر,32
3092,ventiler.,الصمامات,46
12261,richmond.,ريتشموند,26
8871,penny.,بنس,52
12124,lejligheder,مناسبات,23
8956,sacramento.,سكرامنتو,52
1257,tykkere,أكثر سمكا,96
11623,arabere.,العرب,12
5304,sikhisme.,السيخية,76
1010,sober.,رصين,87
7007,stingray.,ستينغراي,62
9629,forbudt,محرم,47
8308,nazister,النازيين,24
6187,picaroon.,بيكارون,70
13000,cairns.,كيرنز,18
3958,subliminal.,لا شعوري,83
11124,indtryk,انطباع,21
7406,tic.,تيك,62
6740,ananas,أناناس,66
7276,samleje,الجماع,63
7033,panhandle.,بانهند,64
953,kronblade,بتلات,90
13696,individuel,فرد,11
9295,eliminer.,استبعد,15
5796,housewives.,ربات البيوت,73
5234,vodka.,فودكا,75
11553,hårdere.,أصعب,32
12321,jugoslavien.,يوغوسلافيا,25
11243,filter,منقي,31
3987,googol.,جوجول,83
963,vrangforestilling,الوهم,87
5803,casus.,كاسوس,73
3194,væv.,مناديل,49
14132,derudover,إضافة,6
9061,shirts.,القمصان,36
14149,enkelt,أعزب,9
8048,deco.,شئ,59
83,sully.,سلي,99
5827,konkluderer,يختتم,23
8344,statewide.,على مستوى الولاية,56
9241,nomen,لا رجال,50
14406,imod,باتجاه,12
13746,behandle,معالجة,10
9793,gnist,شرارة,31
6138,porto,رسوم البريد,70
7373,privy.,خصوصية,62
13353,contrib.,مساهمة,15
8781,baas.,باسات,44
1619,loftet,علبه,93
8213,illusion,وهم,55
14485,venlig,عطوف,13
2193,maxima.,ماكسيما,91
13714,champions.,ابطال,9
4284,stiller.,سيلر,81
14499,david,ديفيد,9
12172,millennium.,الألفية,27
4176,lanier.,لانيه,82
4467,dooley.,وايلدي,81
7492,bevidstløs,فاقد الوعي,58
12469,madison.,ماديسون,24
7880,dpt.,محض,60
2719,cursory.,العقيق,89
9289,za.,زا,50
12412,connecticut.,كونيتيكت,24
2030,enactment.,سن,28
1950,bingo.,بينغو,93
12850,allen,ألين,20
13251,klokke,جرس,15
5464,reaktor,مفاعل,70
6940,fax,فاكس,64
10852,infrastruktur.,البنية الاساسية,37
11421,omstændigheder,ظروف,31
12659,industri,صناعة,14
9950,pioner,رائد,36
11649,fortjener,يستحق,23
130,elektrostatisk,كهرباء,89
11860,warren.,وارن,29
5111,nam,نام,77
11372,versa.,عكس,34
1942,lazarus.,لازاروس,93
9307,debuterede,لاول مرة,18
10538,tusmørke,الشفق,40
3814,transatlantisk,عبر الأطلسي,84
14022,politi,شرطة,10
11333,knogle,عظم,28
13280,sammenhæng,سياق الكلام,15
10532,vol.,ملاك,32
9544,sammy.,سامي,48
7292,chil,تشيل,63
9838,norfolk.,نورفولك,45
314,anemometer.,مقياس شدة الريح,100
10924,amy.,ايمي,34
9223,appalachian.,أبالاشيان,49
11932,almindeligt,عادة,28
11239,prosa,نثر,35
14467,diskuteret,مناقشة,6
9567,gimme.,اعطا,47
14171,april,أبريل,5
2881,juba.,جوبا,89
6040,yeti.,اليتي,71
984,bolo.,بولو,96
5778,uartig,شقي,73
12184,unlicensed.,غير مرخص,26
10678,løfte,يعد,24
848,agricole.,أجريكول,98
1952,assyrien,آشور,93
11087,censoreret,رقابة,25
6849,heliac.,هيليا,66
3122,corset.,مشد,72
13935,nummer,رقم,7
7760,murværk,brickyard.,61
11940,diskografi.,الكشفية,28
4759,waldorf.,الدلدورف,79
8800,broadcaster.,المذيع,13
7938,inkorporering,إدراج,21
12445,dynasty.,سلالة حاكمة,23
3758,perseus.,بئر,84
11097,stenet,صخري,29
12767,årti,عقد، عشر سنوات,18
2757,røget laks,سمك مدخن,89
11290,jacksonville.,جاكسونفيل,34
7555,granit,الجرانيت,62
10440,smitte,انتقال,38
1773,pinky.,الخنزير,89
9316,undtagen,ازالة,33
10830,producenter,الشركات المصنعة,20
3773,alsidig,متعدد الجوانب والاستعمالات,76
10323,gore.,غور,40
12477,tjekkisk,جمهورية التشيك,23
1134,myology.,علم النفس,96
13293,nødvendig,من الضروري,15
12908,ar,ندب,19
10020,kashmir.,كشمير,44
9155,jackass.,جاكاس,50
13497,mph.,ميل بالساعة,13
12338,elektronisk.,الإلكترونية,19
3863,rent vand,ماء نقي,84
11197,taktik,التكتيكات,18
1657,gala.,غلا,93
9189,fyldigere.,إملاء,50
2900,vredt,بغضب,89
6291,undertrykke,كبح,38
1727,penned.,مقرونة,39
1120,bløddyr,الحبار,96
3553,colima.,كوليما,86
6470,beriget,محصن,63
4852,arbejdsløs,عاطلين عن العمل,50
182,klap,رفرف,88
11956,hul,الفجوة,23
8920,influenza,الأنفلونزا,52
8926,dovendyr,كسل,52
2662,dominus.,المهنة,90
10289,amir.,أفضل التحايا,41
10248,fjendtlig,الصراعات,31
13670,betingelser,مصطلحات,8
4785,sped.,سبيد,79
2431,heelers.,هياة,91
2768,goliath.,جالوت,89
10038,afstamning,نسب,43
7818,usikkerhed.,ريبة,58
563,roulette.,الروليت,98
8728,volkswagen.,فولكس واجن,54
7230,outback.,خيوط,63
448,redningsbåd,قارب نجاة,96
5465,celsius.,درجة مئوية,75
5813,gambia.,غامبيا,73
14310,noget,شئ ما,8
3549,arthropod,مفصل,84
12368,gevinst,مكسب,13
10815,delvis,جزئي,28
4794,herschel.,هيرشيل,78
6108,draper.,درابر,71
9021,laguna.,لاجونا,52
7733,spree.,فورة,60
8889,koala.,كوال,52
8546,sund og rask,صحيح,55
11753,troy.,طروادة,30
5096,uærlig,غير شريفة,77
1053,opløselighed,ذوبان,69
8174,havana.,هافانا,58
10154,månedlige,شهريا,43
8366,manøvre,مناورة,42
8794,saratoga.,ساراتوجا,53
5547,aph.,أهل,74
5113,goddard.,جودارد,77
6981,ew.,عو,65
8218,enestående,استثنائية,13
3984,akropolis.,الأكروبوليس,83
13700,london,لندن,12
9811,fortællinger.,حكايات,30
4585,criterium.,المعيار,80
3943,bf.,فرنك بلح,83
2483,loco.,لوكو,81
4715,hamstring.,رديك,79
11657,durham.,دورهام,31
5025,catalansk,الكاتالونية,77
9359,konvertere,المتحولين,16
6574,wot.,ووت,67
188,rox.,روكس,100
9894,registrering,التسجيل,42
7029,woodward.,وودوارد,65
4268,almanac.,تقويم,81
6337,kartofler,بطاطا,38
9422,johannesburg.,جوهانسبرغ,49
8996,hviske,همسة,32
10247,målt.,تقاس,18
4273,bikini,بيكيني,80
3469,fob.,فوب,85
9140,chrysler.,كرايسلر,50
579,guanaco.,غواناكو,99
13910,siden,منذ,7
12059,marks.,علامات,7
3939,biosfære,المحيط الحيوي,83
11716,gl.,غلياد,30
12269,uhyre,مسخ,23
14133,liv,حياة,10
12157,gap.,فجوة,25
7481,usher.,مغني,57
9416,skewed.,انحرف,46
4036,linser,العدسات,82
59,brilliance.,تألق,99
5840,sludder,رطانة,72
5379,pippen.,بيبن,75
6577,brødre.,إخوة,68
2170,konsul,القنصل,62
9207,hawkins.,هوكينز,50
11064,shawn.,شون,36
10643,spundet,نسج,39
7468,pos.,نقاط البيع,43
14065,hårdt,صعب,8
3145,druze.,درزي,88
7000,knuckles.,المفاصل,62
7018,hacking.,قرصنة,37
10189,lovgivning,تشريع,24
1042,nordøstligt.,شمشيا,97
6333,kvotienten,حاصل القسمة,69
8387,flandern,فلاندرز,56
1265,halvfemser.,التسعينات,52
7557,godnat,تصبح على خير,62
12071,corvus.,كورفوس,27
9378,purgatory.,المطهر,49
8571,jugoslav.,اليوغوسلافية,53
670,holm.,هولم,34
795,velsmagende,طيب المذاق,96
14027,planer,خطط,11
5282,ordforråd,كلمات,76
8091,paso.,باسو,58
5426,indstillet på,سيتون,75
3004,bourbon.,بوربون,86
6910,ivrige,حريص,63
2669,tlingit.,اختلاع,90
7985,pålægge,فرض,33
6569,forsømt,المهملة,55
9627,forbande,لعنة,40
11745,bomuld,القطن,30
3962,handel.,هاندل,83
1365,terre.,تورر,96
7749,naomi.,نعومي,61
11083,betragtning,الاعتبار,20
12806,danmark,الدنمارك,21
11641,oprør,تمرد,30
7086,howdy.,هوي,63
1991,mideast.,الشرق الأوسط,93
8561,loyal,مخلص,54
5720,modes.,أساليب,34
5750,hanna.,حنا,73
12907,arthur.,آرثر,19
9880,vejledning,إرشاد,45
13759,velkendt,مألوف,11
7061,lambert.,لامبرت,64
9979,hydroxy.,هيدروكسي,44
12826,carl.,كارل,20
1437,staunch.,ستيكان,94
5016,antichrist.,عدو للمسيح,76
3016,coronado.,كورونادو,88
4145,dybtgående,بالغ,82
1828,coinage.,سك العملة,93
1150,phenol.,فينول,91
2998,superheroes.,ابطال خارقين,60
7543,hm.,جلالة,62
7646,od,أواد,61
13208,ray.,شعاع,15
12097,argumenter.,الحجج,16
8885,hitters.,الضاربون,33
13721,bidragsydere.,المساهمين,10
1439,hele,شفاء - يشفى,57
2036,hallo.,مرحبا,92
7302,skråstreg,خفض,47
10363,binær.,الثنائية,41
6896,ganske vist,من المسلم به,65
8321,cystic.,الكيسي,57
1717,pyridone.,البيريدون,94
10885,kul,فحم,38
10926,monument,نصب,34
13451,film,فيلم,12
7253,at snyde,الغش,47
11586,rio.,ريو,32
7098,dix.,ديكس,64
10057,hackney.,هاكني,43
10736,annie.,آني,38
12550,prolog.,مقدور,23
11113,algeriet.,الجزائر,36
13362,defineret,معرف,13
8810,pol.,بول,53
4843,grusge.,ضغينة,74
12529,hawaii.,هاواي,23
2015,usete,غير مرئي,92
6664,gastrointestinal.,الجهاز الهضمي,67
11750,egyptisk.,مصرية,28
4001,forgyldt,مذهب,83
941,kvantitativt,كمي,93
13725,fast,عادي,12
8487,gletscher,glacier.,51
7286,domfældelse,قناعة,31
13048,cincinnati.,سينسيناتي,18
8243,tilgive,اغفر,50
5274,evangelion.,الإنجيليون,76
11780,luxembourg.,لوكسمبورغ,30
13089,robot,إنسان آلي,16
9903,ethanol.,الإيثانول,44
5586,naive.,ساذج,70
8551,plasma.,بلازما,55
12134,ofre.,ضحايا,22
7183,daisy.,ديزي,62
11602,ordbog,قاموس,30
7232,samtidig,في وقت واحد,51
6935,filosofisk.,الفلسفية,38
8112,corpus.,جسم,58
3479,reissued.,إعادة إصدارها,67
10253,logan.,لوجان,42
5085,brandy,براندي,77
13194,oh.,أوه,16
5000,polygon.,مضلع,68
5775,divisors.,المقسورات,67
3326,syndikering,خلاصات,54
5122,fey.,فائدة,77
11831,i bund og grund,في الأساس,15
8384,milepæl,معلم معروف,47
10842,evakuering,الإخلاء,23
2556,diatomer.,دياتوم,87
12824,orleans.,أورليانز,20
4690,encefalopati.,الدماغ,79
11172,ridning,يركب,23
9028,upubliceret,غير منشورة,51
9530,geneva.,جنيف,48
7391,hvil i fred,إرقد بسلام,43
13944,york,يورك,8
10161,batman.,الرجل الوطواط,43
4207,kompensere,يكافئ,42
5064,sectarish.,طائفية,75
5466,varmere,دفئا,72
9562,løn,راتب,43
8624,herpes.,الهربس,54
13099,største.,أكبر,17
2400,executor.,المنفذ,88
8350,ideologi,أيديولوجية,43
8264,brit.,بريت.,51
10847,angola.,أنغولا,38
9757,ombord,على متن سفينة,46
1538,orpheus.,أورفيوس,95
3510,bugsere,يسحب,53
8915,ping.,بينج,52
7957,chunky.,مكتنزة,59
10443,svækkende,ضعف,38
7182,enke,أرملة,59
6842,vegetarisme.,نباتي,59
11121,estland.,إستونيا,36
4812,paranoia.,جنون العظمة,78
11592,portugisisk.,البرتغالية,32
8356,stamme,التواء,46
11229,dæmning,سد,32
226,interleague.,الاسترداد,100
10914,galakse.,جالاكسي,35
5676,termodynamik,الديناميكا الحرارية,69
13500,sikkerhed,الأمان,12
6310,marokkansk,مغربي,65
4773,sardar.,سردار,78
12114,mint.,نعناع,26
8062,parametre,المعلمات,43
9144,plader,لوحات,20
5838,opad,صعودا,62
6035,hals,حلق,62
14246,forsøger,محاولة,6
12901,få øje på,بقعة,15
12692,samuel.,صموئيل,22
1192,rhema.,روحي,96
12298,upset.,منزعج,23
952,squall.,وسيط,90
6459,rust,صدأ,64
3401,nous.,نوس,87
912,diagnostiker,التشخيص,93
14206,spurgt,طلبت,5
5144,hatcher.,هاتشر,76
2548,codeine.,كودين,90
12152,strategisk,استراتيجي,26
5808,bleu.,بلو,73
5759,skynde sig,عجل,67
9660,kalk,الكالسيوم,47
1329,gargoyle.,غغرة,92
12685,luftbårne,جوا,22
5373,indochina.,الهند الصينية,75
4701,bosh.,كلام فارغ,79
3860,offspring.,النسل,84
3635,afklassificeret,reclassified,85
2382,rangoon.,رانجون,91
7599,liner.,بطانة,58
4513,darby.,داربي,80
726,clank.,صليل,98
1350,havvand,مياه البحر,96
11411,langsommere,أبطأ,33
12081,bombardement,قصف,26
8219,katolicisme.,الكاثوليكية,57
7788,ive.,لقد قمت,60
2880,encamped.,ويقظ,73
8633,hvalros,الفظ,54
4173,føderalist.,طبيب الفدرالية,81
10107,stammer.,القبائل,30
6049,utrecht.,أوتريخت,71
13902,embedsmænd,المسؤولون,9
9244,caroline.,كارولين,50
1635,foster,engryo.,89
5436,andromeda.,أندروميدا,75
4077,bing.,بينير,80
9866,whitman.,ويتمان,45
14113,find,يجد,7
9476,hamburger.,همبرغر,37
8870,uvidende,غير مدرك,51
443,sydwesterly.,جنوب غويترلي,98
1330,frist.,فريست,96
9539,nautical.,بحري,48
1178,marchers.,مسيرات,92
10856,slik,حلويات,37
8127,sanger.,المطربين,19
6344,lærling,شخص يتعلم حرفة ما,68
5780,guldsmed,اليعسوب,72
13132,alt,كل شيء,17
577,preposterous.,غير مسباف,97
